en,pt,tr,es,title,speaker,duration,tags
"
											So I looked for that glimpse.
											As I furthered my career
											in teaching others how to
financially manage money and invest,
											I soon learned that I had to take
responsibility for my own actions.
											True, I grew up
in a very complex environment,
											but I chose to commit crimes,
											and I had to own up to that.
											I had to take responsibility
for that, and I did.
											I was building a curriculum
that could teach incarcerated men
											how to manage money
through prison employments.
											Properly managing our lifestyle
would provide transferrable tools
											that we can use to manage money
when we reenter society,
											like the majority of people did
who didn't commit crimes.
											Then I discovered
											that according to MarketWatch,
											over 60 percent of the American population
											has under 1,000 dollars in savings.
											Sports Illustrated said that
over 60 percent of NBA players
											and NFL players go broke.
											40 percent of marital problems
derive from financial issues.
											What the hell?
									","
											Por isso procurei por esse vislumbre.
											À medida que progredia na carreira
											ensinando outros a gerir
e a investir dinheiro,
											cedo aprendi que tinha de assumir
a responsabilidade pelos meus atos.
											É verdade, cresci num ambiente
muito complexo,
											mas eu escolhi cometer crimes,
											e eu tinha de assumir isso.
											Tive de assumir a responsabilidade,
e assim fiz.
											Estava a construir um programa
que podia ensinar os presos
											a gerir dinheiro através
de empregos na prisão.
											Saber gerir o estilo de vida
vai dar-nos ferramentas transferíveis
											que podem ser usadas para gerir dinheiro
ao reentrarmos na sociedade,
											como faz a maioria das pessoas,
que não cometem crimes.
											Então, descobri
											que, de acordo com a MarketWatch,
											mais de 60% da população americana
											tem menos de 1000 dólares em poupanças.
											A Sports Illustrated dizia que
mais de 60% dos jogadores da NBA
											e da NFL acabam falidos.
											40% dos problemas conjugais
têm origem em problemas financeiros.
											Mas que raio?
									","
											O küçük umut kırıntısına bakındım.
											İnsanlara paralarını
											finansal olarak nasıl yöneteceklerini
ve yatırım yapacaklarını öğretme işinde
											ilerledikçe, kendi davranışlarımın
sorumluluğunu almam gerektiğini öğrendim.
											Doğru, çok karmaşık bir ortamda büyüdüm.
											Fakat suç işlemeyi ben seçmiştim.
											Bunu üstlenmem gerekiyordu.
											Bunun sorumluluğunu almam
gerekiyordu ve yaptım da.
											İçerdekilere, hapishane istihdamında
paralarını nasıl yöneteceklerini öğreten
											bir ders programı hazırlıyordum.
											Yaşayış tarzımızı düzgün bir şekilde
idare etmek, günlük yaşama geri dönünce,
											parayı yönetebilmek için bize orada
uygulayabileceğimiz şeyler kazandırır.
											Tıpkı toplumun suç
işlememiş geri kalanı gibi.
											Sonra, MarketWatch'a göre
											Amerika nüfusunun %60'ından fazlasının
											1000 dolardan daha az
											bir birikimi olduğunu öğrendim.
											Sports Illustrated'a göre
NBA ve NFL oyuncularının
											yüzde 60'ını aşkın bir kesimi
beş parasız kalıyor.
											Evliliklerdeki problemlerin %40'ı
finansal konular yüzünden.
											Bu neyin kafası?
									","
											Así que busqué este conocimiento.
											A medida que avanzaba mi carrera
											enseñando a otros cómo
administrar su dinero e invertir,
											aprendí pronto que tenía que asumir
la responsabilidad de lo que hice.
											Era cierto que crecí
en un entorno muy complejo,
											pero fue mi elección cometer crímenes
y tenía que reconocerlo.
											Tuve que asumir
la responsabilidad y lo hice.
											Desarrollé un programa
para enseñar a los presidiarios
											cómo administrar el dinero
de sus empleos en la cárcel.
											La gestión adecuada de este estilo de vida
proporcionaría herramientas transferibles
											en la sociedad, al reincorporarnos
y empezar a administrar nuestro dinero
											como la mayoría de la gente
que no cometió delitos.
											Entonces descubrí
											que según MarketWatch,
											más del 60% de la población estadounidense
tiene menos de 1 000 dólares en ahorros.
											Sports Illustrated dijo que más del 60%
											de los jugadores de la NBA
y de la NFL están en la quiebra
											y que 40% de sus problemas conyugales
derivan de problemas financieros.
											¿Qué diablos?
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											You mean to tell me
that people worked their whole lives,
											buying cars, clothes,
homes and material stuff
											but were living check to check?
											How in the world were members of society
going to help incarcerated individuals
											back into society
											if they couldn't manage they own stuff?
											We screwed.
									","
											Querem dizer-me que as pessoas
trabalham toda a sua vida,
											a comprar carros, roupas,
casas e coisas materiais
											mas vivem à base
da chapa ganha, chapa gasta?
											Como é que membros da sociedade
iam ajudar presos
											a regressar à sociedade
											se não sabiam gerir a sua própria vida?
											Estamos tramados.
									","
											Yani bütün hayatları boyunca çalışan,
											arabalar, kıyafetler,
evler ve maddi şeyler
											alan bu insanlar ucu ucuna
mı yetiriyor paralarını?
											Toplumun diğer kesimi daha
kendi işlerini idare edemiyorken,
											hapisteki insanların topluma
											geri kazandırılmasında
nasıl katkı sağlayacaklar?
											Ayvayı yedik.
									","
											Significa que estas personas
han trabajado toda la vida,
											han comprado coches, ropa,
viviendas y otras propiedades,
											pero ¿viven cheque a cheque?
											¿Cómo va a ayudar la sociedad
a los presidiarios a reintegrarse
											si no puede administrar
sus propias finanzas?
											Estábamos jodidos.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											I needed a better plan.
											This is not going to work out too well.
											So ...
											I thought.
											I now had an obligation
to meet those on the path
											and help,
											and it was crazy because
I now cared about my community.
											Wow, imagine that.
I cared about my community.
									","
											Precisava de um plano melhor.
											Este não vai trazer grandes resultados.
											Por isso...
											pensei.
											Agora tinha a obrigação
de encontrar esses no caminho
											e ajudar,
											e era de doidos porque, agora,
eu importava-me com a comunidade.
											Uau, imaginem só.
Importava-me com a comunidade.
									","
											Daha iyi bir plana ihtiyacım vardı.
											Bu iş böyle yürümezdi.
											Böylece,
											düşündüm.
											Şu an, bu yolda olan insanlarla buluşup
											yardım etmek gibi bir sorumluluğum var.
											Bu biraz delice, çünkü artık
toplumumu önemsiyorum.
											Vay be, düşünsenize.
Çevremdekileri umursuyorum.
									","
											Necesitaba un plan mejor.
											Esto no iba a funcionar muy bien.
											Así que…
											pensé.
											Ahora tenía la obligación de conocer
a los que habían seguido el mismo camino
											y ayudarlos
											y era una locura, porque ahora
me preocupaba por mi comunidad.
											Imaginen eso.
Preocupado por mi comunidad.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											Financial illiteracy is a disease
											that has crippled minorities
and the lower class in our society
											for generations and generations,
											and we should be furious about that.
											Ask yourselves this:
											How can 50 percent
of the American population
											be financially illiterate in a nation
driven by financial prosperity?
											Our access to justice, our social status,
											living conditions, transportation and food
											are all dependent on money
that most people can't manage.
											It's crazy!
											It's an epidemic
											and a bigger danger to public safety
than any other issue.
									","
											A iliteracia financeira é uma doença
											que estropiou minorias
e a classe baixa da nossa sociedade
											por gerações e gerações,
											e nós devíamos estar furiosos por isso.
											Perguntem-se o seguinte:
											Como é que 50% da população americana
											ser financeiramente iletrada numa nação
movida pela prosperidade financeira?
											O nosso acesso à justiça,
o nosso estatuto social,
									","
											Finans konusundaki cahillik,
											nesillerdir azınlıkları
ve toplumun alt kesimini
											sakat bırakan bir hastalık gibidir.
											Ve bunun için öfkeli olmalıyız.
											Kendinize şunu sorun:
											Finans devi bir ülke nüfusunun
											nasıl olur da %50'si finansal 
okuryazar olamaz ?
											Adalete erişimimiz, sosyal statülerimiz,
											yaşam koşullarımız, ulaşım, yemek.
											Bunların hepsi, çoğu insanın
yönetemediği paraya bağlı durumda.
											Bu delilik!
											Bu bir salgın
											ve diğer bütün tehlikelerden daha büyük.
									","
											El analfabetismo financiero
es una enfermedad
											que sabotea a las minorías
y la clase baja en nuestra sociedad
											por generación tras generación
											y deberíamos estar enojados por ello.
											Pregúntense esto:
											¿cómo puede
											el 50% de la población estadounidense
ser financieramente analfabeta
											en una nación gobernada
por la prosperidad financiera?
											Nuestro acceso a la justicia,
al estatus social, condiciones de vida,
											transporte y alimentación
											todos dependen del dinero que 
la mayoría no puede administrar.
											¡Es una locura!
											Es una epidemia
											y más peligrosa para la seguridad
pública que cualquier otro problema.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											According to the California
Department of Corrections,
											over 70 percent of those incarcerated
											have committed or have been charged
with money-related crimes:
											robberies, burglaries,
fraud, larceny, extortion —
											and the list goes on.
											Check this out:
											a typical incarcerated person
											would enter the California prison system
											with no financial education,
											earn 30 cents an hour,
											over 800 dollars a year,
											with no real expenses and save no money.
											Upon his parole, he will be given
200 dollars gate money and told,
											""Hey, good luck, stay out of trouble.
Don't come back to prison.""
											With no meaningful preparation
or long-term financial plan,
											what does he do ... ?
											At 60?
											Get a good job,
											or go back to the very criminal behavior
that led him to prison in the first place?
											You taxpayers, you choose.
											Well, his education
already chose for him, probably.
									","
											as condições de vida,
os transportes e os alimentos
											tudo depende de dinheiro 
que a maioria não sabe gerir.
											É de loucos!
											É uma epidemia
											e um perigo maior para a segurança pública
que qualquer outro.
									","
											Kaliforniya İyileştirme
Dairesi'nin verilerine göre,
											mahkûmların %70'i
											para için suç işliyor.
											Hırsızlık, dolandırıcılık, gasp.
											Liste uzar gider.
											Şuna bir bakın:
											Tipik bir mahkûm,
											finansal olarak cahil,
											saatte 30 sent kazanan,
											yani yılda yaklaşık 800 dolar kadar,
											doğru düzgün bir harcaması
veya birikimi olmayan
											biri olarak Kaliforniya
hapishanesine giriyor.
											Sonra şartlı tahliyesinde
cebine 200 dolar koyup:
											""Hey, iyi şanslar, beladan uzak dur
ve hapishaneye geri gelme."" diyorlar.
											Anlamlı bir hazırlık veya
finansal bir plan olmadan
											adam ne yapsın ki?
											60'ına gediğinde peki?
											Güzel bir iş bulacak
											ya da onu doğrudan hapishaneye gönderecek
o suçlu davranışlarına geri dönecek.

											Vergilerini ödeyenler, siz seçebilirsiniz.
											Hapisten çıkan adama gelince, 
eğitimi muhtemelen onun için seçmiştir.
									","
											De acuerdo con el Departamento
de Correcciones de California,
											más del 70% de los presidiarios
											han cometido o han sido acusados
de delitos relacionados con el dinero:
											robos, allanamientos,
fraude, hurto, extorsión
											y la lista continúa.
											Escuchen esto:
											el típico presidiario que entra
en el sistema penitenciario de California
											sin educación financiera,
											gana 30 centavos la hora,
											más de 800 dólares al año,
											sin gastos reales pero no ahorra nada.
											Una vez en libertad condicional, se le dan
200 dólares en la puerta y se le dice:
											""Oye, buena suerte y no te metas
en problemas. No vuelvas a la cárcel"".
											Sin una preparación necesaria
o un plan financiero a largo plazo,
											¿que hará?
											¿A los 60?
											¿Conseguirá un buen trabajo
											o volverá a la conducta criminal que
lo llevó a la cárcel en primer lugar?
											Ustedes, los contribuyentes, elijan.
											Bueno, su propia educación
ya eligió para él, probablemente.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											So how do we cure this disease?
											I cofounded a program
											that we call Financial Empowerment
Emotional Literacy.
											We call it FEEL,
											and it teaches how do you separate
your emotional decisions
											from your financial decisions,
											and the four timeless rules
to personal finance:
											the proper way to save,
											control your cost of living,
											borrow money effectively
											and diversify your finances
by allowing your money to work for you
											instead of you working for it.
											Incarcerated people need these life skills
before we reenter society.
											You can't have full rehabilitation
without these life skills.
											This idea that only professionals
can invest and manage money
											is absolutely ridiculous,
											and whoever told you that is lying.
									","
											De acordo com o Departamento
de Correções da Califórnia,
											mais de 70% dos presos
											cometerem, ou foram acusados,
de crimes relacionados com dinheiro:
											assaltos, roubos, fraude, extorsão
											— e a lista continua.
											Vejam isto:
											Habitualmente, um preso
											entra no sistema prisional
da Califórnia
											sem nenhuma educação financeira,
											ganhando 30 cêntimos à hora,
											mais de 800 dólares por ano,
											sem verdadeiras despesas,
mas não fazem poupanças.
											Após a sua libertação, dão-lhes
200 dólares à saída e dizem-lhes:
											""Boa sorte, afasta-te de sarilhos.
Não voltes.""
											Sem qualquer preparação apropriada
ou plano financeiro a longo termo,
											o que é que ele faz?...
											Aos 60 anos?
											Arranja um bom trabalho,
											ou reincide no mesmo comportamento
criminal que o levou à prisão?
											Contribuintes, vocês que escolham.
											Bem, provavelmente a sua educação 
já escolheu por ele,
									","
											Peki bu hastalığı nasıl tedavi edebiliriz?
											Finansal Güçlendirme ve Duygusal Bilgi,
											adında bir programın kurucu ortağıyım.
											Buna ""FEEL"" diyoruz.
											Program size duygusal kararlarınızı,
finansal kararlarınızdan
											nasıl ayırmanız gerekitiğini
											ve kişisel finansta her zaman
gerçerliliği olan 4 kuralı öğretiyor:
											Birikim yapmanın uygun yolu,
											geçim giderini kontrol etmeyi,
											efektif bir şekilde borç almayı
											ve para için çalışmak yerine paranın
sizin için çalışması düşüncesiyle
											finans algınızı değiştirmeyi.
											Mahkûm insanların, topluma geri girmeden
önce bu becerilere sahip olması gerek.
											Bu beceriler olmadan tam anlamıyla
rehabilite edilmiş olamazsın.
											Sadece profosyonellerin yatırım
yapıp parayı yönetebileceği
											düşüncesi tamamen bir saçmalık.
											Bunu söyleyen kimse yalan söylüyor.
									","
											Entonces, ¿cómo curamos esta enfermedad?
											Cofundé un programa
											que llamamos ""Alfabetización emocional
y capacitación financiera"".
											Lo llamamos FEEL y enseña cómo separar
											las decisiones emocionales
de las financieras,
											y asimismo, cuatro reglas atemporales
para las finanzas personales:
											cómo ahorrar correctamente,
											controlar sus gastos básicos,
											pedir dinero prestado eficazmente
y diversificar su cartera
											dejando que dinero trabaje
para ti y no al revés.
											Los presidiarios necesitan estas
habilidades antes de la reinserción.
											Sin ellos, la rehabilitación es imposible.
											Esta idea de que solo los profesionales
pueden invertir y administrar el dinero
											es absolutamente ridícula
											y quien te dijo otra cosa
eso está mintiendo.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Applause)
									","
											Então, como curamos esta doença?
											Eu fui um dos fundadores
de um programa
											a que chamamos Alfabetização Emocional
para a Capacitação Financeira.
											Chamamos-lhe FEEL
											e ensina a separar as decisões emocionais
											das decisões financeiras
											e as quatro regras intemporais
para a finança pessoal:
											a adequada forma de poupar,
											controlar os custos de vida,
											pedir empréstimos eficazes
											e diversificar as finanças deixando 
que o nosso dinheiro trabalhe por nós
											em vez de trabalharmos por ele.
											Os presos precisam destas aptidões 
de vida antes de reentrarem na sociedade.
											Não se consegue a total reabilitação
sem estas aptidões de vida.
											Esta ideia de que apenas profissionais
podem investir e gerir dinheiro
											é absolutamente ridícula,
											e quem vos disse isso
está a mentir.
									","
											(Alkışlar)
									","
											(Aplausos)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											A professional is a person
											who knows his craft better than most,
											and nobody knows how much money
you need, have or want better than you,
											which means you are the professional.
											Financial literacy is not a skill,
ladies and gentlemen.
											It's a lifestyle.
											Financial stability is a byproduct
of a proper lifestyle.
											A financially sound incarcerated person
can become a taxpaying citizen,
											and a financially sound
taxpaying citizen can remain one.
											This allows us to create a bridge
between those people who we influence:
											family, friends and those young people
											who still believe
that crime and money are related.
											So let's lose the fear and anxiety
											of all the big financial words
											and all that other nonsense
that you've been out there hearing.
											And let's get to the heart
of what's been crippling our society
											from taking care of your responsibility
to be better life managers.
											And let's provide a simple
and easy to use curriculum
											that gets to the heart, the heart
											of what financial empowerment
and emotional literacy really is.
									","
											(Aplausos)
									","
											Profesyonel demek,
											elindeki şeyi diğerlerinden
daha iyi bilen kişi demektir.
											Hiç kimse ne kadar paraya ihtiyaç
duyduğunuzu, ne kadarına sahip olduğunuzu
											veya istediğinizi sizden daha iyi
bilemez. Yani profesyonel sizsiniz.
											Finans bilgisine sahip olmak
bir yetenek değil baylar ve bayanlar.
											Bu bir yaşam stili.
											Finansal istikrar düzgün
bir hayatın gerekliliği.
											Maddi güvencesi olan mahkûm da
vergilerini ödeyen bir vatandaş olabilir
											ve vergilerini ödeyen, maddi güvencesi
olan bir vatandaş öyle kalabilir.
											Bu bize etkileyebileceğimiz insanlarla
aramızda köprü kurma imkânı verir:
											Aileler, arkadaşlar ve hâlâ suçun parayla
											bir ilişkisi olduğuna inanan gençler.
											Öyleyse bütün bu finansal
kelimelerin korku ve endişelerini,
											dışarıda duyduğumuz anlamsız şeyleri,
											bir kenara koyalım.
											Toplumu, hayatlarını daha iyi
yönlendirmek için sorumluluk almaktan
											alıkoyan bu hastalığın merkezine gidelim.
											Bizleri finansal gücün ve duygusal 
bilginin kalbine götüren,
											basit ve kullanımı kolay bir

											öğreti oluşturup sunalım.
									","
											Un profesional es una persona
											que domina su campo mejor que la mayoría
											pero nadie sabe cuánto dinero
necesitas, tienes o quieres mejor que tú,
											lo que significa que tú eres
ese profesional.
											La educación financiera no es
una habilidad, damas y caballeros.
											Es un estilo de vida.
											La estabilidad financiera deriva
de un estilo de vida apropiado.
											Una preso educado financieramente
puede convertirse en un contribuyente
											y un ciudadano sensato pagador
de sus impuestos puede seguir siéndolo.
											Esto nos permite crear un puente
entre las personas que influenciamos:
											familia, amigos y los jóvenes
quienes todavía creen
											que la delincuencia
y el dinero están vinculados.
											Así que perdamos el miedo y la ansiedad
causada por las palabras financieras
											y todas esas otras tonterías
que hayan estado escuchando.
											Y lleguemos al meollo del asunto
que ha estado paralizando nuestra sociedad
											y aprendamos a asumir la responsabilidad
											de que debemos gestionar
mejor nuestra vida.
											Proporcionemos un programa
simple y fácil de usar
											que llegue al corazón, el corazón
											de lo que el empoderamiento financiero
y la inteligencia emocional
											son en realidad.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											Now, if you're sitting out here
in the audience and you said,
											""Oh yeah, well, that ain't me
and I don't buy it,""
											then come take my class —
									","
											Um profissional é uma pessoa
											que conhece o seu ofício 
melhor do que a maioria,
											e ninguém sabe quanto dinheiro
precisamos, ou queremos, melhor que nós,
											quer dizer que o profissional somos nós.
											A alfabetização financeira não é 
uma aptidão, senhoras e senhores.
											É um estilo de vida.
											A estabilidade financeira é um subproduto
de um estilo de vida adequado.
											Um preso financeiramente sensato
pode tornar-se num cidadão contribuinte,
											e um cidadão contribuinte financeiramente
sensato pode permanecer assim.
											Isto permite-nos criar uma ponte
entre aquelas pessoas que influenciamos:
											a família, os amigos e aqueles jovens
											que ainda acreditam que o crime
e o dinheiro estão ligados.
											Então, vamos perder o receio e a ansiedade
											desses palavrões financeiros
											e de todas essas tolices
que vocês têm ouvido por aí.
											Vamos atingir o centro do que tem vindo
a estropiar a nossa sociedade
											desde assumir a nossa responsabilidade
a ser melhores gestores da vida.
											Vamos oferecer um programa
simples e de uso fácil
											que atinge o centro, no coração
											do que o alfabetismo emocional 
para a capacitação financeira realmente é.
									","
											Şimdi seyircilerin arasında oturup
											""Ama ben böyle biri değilim,
almama gerek yok."" deseniz de
											dersime bir kere gelin.
									","
											Ahora, si están sentados aquí
en la audiencia y dicen:
											""Sí, bueno, eso no es mi caso
y no me lo trago"",
											entonces vengan a mi clase,
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Laughter)
									","
											Agora, se estão aí sentados na plateia
e dizem:
											""Ah sim, isso não é para mim,
eu não caio nessa"",
											venham a uma aula minha —
									","
											(Gülüşmeler)
									","
											(Risas)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											so I can show you how much money
it costs you every time you get emotional.
									","
											(Risos)
									","
											Böylece size, duygusal davrandığınız her 
anın size maliyetini gösterebilirim.
									","
											para que te muestre cuánto dinero
le cuesta cada vez que te pones emotivo.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Applause)
									","
											para eu vos mostrar quanto vos custa
cada vez que vocês ficam emotivos.
									","
											(Alkışlar)
									","
											(Aplausos)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											Thank you very much. Thank you.
									","
											(Aplausos)
									","
											Çok teşekkür ederim.
									","
											Muchas gracias. Gracias.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Applause)
									","
											Muito obrigado. Obrigado.
									","
											(Alkışlar)
									","
											(Aplausos)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
