en,tr,es,fr,de,title,speaker,duration,tags
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											So today, we're delivering
about 20 percent
											of the national blood supply of Rwanda
											outside of Kigali.
											We serve about 12 hospitals,
											and we're adding hospitals to that network
at an accelerating rate.
											All of those hospitals only receive
blood in this way,
											and most of those hospitals
actually place multiple orders every day.
									","
											Yani bugün, Ruanda'nın Kigali dışındaki 
ulusal kan ihtiyacının
											neredeyse yüzde 20'sini
											biz dağıtıyoruz.
											12 hastaneye hizmet veriyoruz
											ve hızla artan bir oranda
bu hastane ağına yenilerini ekliyoruz.
											Bu hastanelerin tamamı sadece
bu şekilde kanları alıyorlar
											ve bu hastanelerin bir çoğu aslında
her gün çoklu siparişler veriyorlar.
									","
											Así que en la actualidad 
entregamos un 20 %
											del suministro nacional 
de sangre de Ruanda
											fuera de Kigali.
											Servimos a unos 12 hospitales,
											y estamos agregando hospitales 
a esa red a un ritmo acelerado.
											Todos esos hospitales solo 
reciben sangre de esta manera,
											y la mayoría de esos hospitales 
hacen pedidos múltiples todos los días.
									","
											Donc aujourd'hui, nous
fournissons environ 20%
											du besoin national du Rwanda en sang,
											en dehors de Kigali.
											Nous desservons une douzaine d'hôpitaux,
											et nous ajoutons des hôpitaux à ce réseau
à un rythme accéléré.
											Tous ces hôpitaux ne reçoivent
du sang que de cette manière,
											et la plupart de ces hôpitaux passent
plusieurs commandes tous les jours.
									","
											Gegenwärtig liefern wir ca. 20 Prozent
											der Blutkonservenversorgung von Ruanda
											außerhalb von Kigali.
											Wir beliefern ca. 12 Krankenhäuser
											und erweitern dieses Netzwerk
mit großer Geschwindigkeit.
											Alle diese Krankenhäuser erhalten
Blut nur auf diese Weise,
											und die meisten
bestellen mehrmals pro Tag.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											So the reason —
											in all of health care logistics,
											you're always trading off
waste against access.
											So if you want to solve waste,
you keep everything centralized.
											As a result, when patients
are having emergencies,
											sometimes they don't have
the medical product they need.
											If you want to solve access, you stock
a lot of medicine at the last mile,
											at hospitals or health centers,
											and then patients have
the medicine they need.
											But you end up throwing
a lot of medicine out,
											which is very expensive.
											What's so amazing is that the Rwandan
government has been able
											to break this cycle permanently.
											Because doctors can get
what they need instantly,
											they actually stock
less blood at the hospitals.
											So although use of blood products
has increased substantially
											at all the hospitals we serve,
											in the last nine months,
zero units of blood have expired
											at any of these hospitals.
									","
											Bunun nedeni—
											Tüm sağlık hizmeti lojistiğinde,
											sürekli olarak israf ile erişim arasında 
değiş tokuş yaparsınız.
											Eğer israf konusunu çözmek istiyorsanız,
her şeyi merkezileştirirsiniz.
											Sonuç olarak, hastaların
acil bir durumu olduğunda,
											bazen ihtiyaç duydukları sağlık
ürünlerini bulamazlar.
											Erişim konusunu çözmek istiyorsanız, 
son düzlükteki hastane veya
											sağlık merkezinde
çok ilaç depolar
											ve hastalara ilaçları verirsiniz.
											Fakat çok fazla ilaç göndermiş olursunuz
											ki bu da aşırı maliyetlidir.
											Harika olan şey, Ruanda hükumetinin
											bu döngüyü kalıcı olarak kırabilmesidir.
											Çünkü doktorlar neye ihtiyaç 
duyuyorlarsa anında alabiliyorlar
											ve gerçekten hastanede 
çok az kan depoluyorlar.
											Yani, bizim hizmet verdiğimiz 
hastanelerde kan kullanımı
											önemli ölçüde artmasına rağmen,
											son dokuz ay içinde,
herhangi bir hastanede
											sıfır ünite kanın zamanı geçmiştir.
									","
											Entonces la razón
											en toda la logística 
del cuidado de la salud,
											siempre se intercambia 
desperdicio por acceso.
											Si se quiere resolver lo del desperdicio,
hay que mantener todo centralizado.
											Como resultado, cuando 
los pacientes tienen emergencias,
											a veces no tienen 
el producto médico que necesitan.
											Si se quiere resolver el acceso, 
hay muchos medicamentos en el último km,
											en hospitales o centros de salud,
											y así los pacientes tienen 
los medicamentos que necesitan.
											Pero se terminan tirando 
muchos medicamentos,
											que es muy caro
											Lo sorprendente es que 
el gobierno de Ruanda ha sido capaz
											de romper este ciclo 
de forma permanente.
											Porque los médicos pueden obtener 
lo que necesitan al instante,
											en realidad, almacenan 
menos sangre en los hospitales.
											Y, aunque el uso de productos sanguíneos 
ha aumentado sustancialmente
											en todos los hospitales que atendemos,
											en los últimos nueve meses, 
cero unidades de sangre han expirado
											en cualquiera de estos hospitales.
									","
											Dans toute logistique de santé,
											vous devez toujours choisir entre
le gaspillages et l'accès.
											Donc, si vous voulez éliminer le
gaspillage, vous gardez tout centralisé.
											Par conséquent, lorsque les patients
ont des urgences,
											ils n'auront pas parfois le produit
médical dont ils ont besoin.
											Si vous voulez optimiser l'accès, on
garde les médicaments au dernier km,
											dans les hôpitaux ou les centres.
											Alors, les patients ont
ce dont ils ont besoin.
											Mais on finit par jeter
beaucoup de médicament,
											ce qui coûtera très cher.
											Ce qui est incroyable, c'est que
le gouvernement rwandais
											a été capable de briser ce cycle
de façon permanente.
											Car les médecins peuvent obtenir
ce dont ils ont besoin instantanément.
											En fait, ils stockent moins de sang
dans les hôpitaux.
											Bien que l'utilisation de produits
sanguins ait considérablement augmenté
											dans les hôpitaux que nous desservons,
											au cours des neuf derniers mois,
aucune unité de sang n'a expiré
											dans ces hôpitaux.
									","
											In der gesamten Logistik
											des Gesundheitswesens
											wird immer abgewogen zwischen
Verschwendung und Verfügbarkeit.
											Will man die Verschwendung minimieren,
lagert man alles zentral.
											Dadurch bekommen aber Patienten im Notfall
											manchmal nicht das, was sie brauchen.
											Will man die Verfügbarkeit
maximieren, lagert man alles
											direkt vor Ort im Krankenhaus,
											was gut für die Patienten ist,
											aber man muss eine Menge wegwerfen,
											was sehr teuer ist.
											Erstaunlicherweise konnte die
Regierung in Ruanda
											diesen Kreislauf dauerhaft durchbrechen.
											Da die Ärzte sofort bekommen,
was sie brauchen,
											lagern Sie im Krankenhaus
weniger Blutkonserven.
											Und obwohl der Verbrauch von Blutkonserven
											in den von uns belieferten Krankenhäusern
											in den letzten 9 Monaten
signifikant gestiegen ist,
											sind dort keine Blutkonserven
mehr abgelaufen.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											That's an amazing result.
											That's actually not been achieved
by any other health care system
											on the planet,
											and it happened here.
											But obviously, when we're talking about
delivering medical products instantly,
											the most important thing is patients.
									","
											Bu muhteşem bir sonuç.
											Bu dünyada herhangi bir sağlık sisteminde
											henüz başarılamamıştır
											ama burada oldu.
											Fakat açıkçası, anlık olarak sağlık
ürünleri dağıtımından bahsederken,
											en önemli unsur hastalardır.
									","
											Ese es un resultado sorprendente.
											Eso en realidad no se ha logrado 
en ningún otro sistema de atención médica
											en el planeta,
											y sucedió aquí.
											Pero obviamente, cuando hablamos 
de entregar productos médicos al instante,
											lo más importante son los pacientes.
									","
											C'est un résultat incroyable.
											En fait, aucun autre système
de santé n'a réussi à le faire
											sur la planète,
											et c'est arrivé ici.
											Mais, quand on parle de livraison
instantanée de produits médicaux,
											la chose la plus importante,
c'est les patients.
									","
											Ein erstaunliches Ergebnis!
											In der Tat wurde dies
von keinem anderen Gesundheitswesen
											auf der Welt erreicht,
											außer hier!
											Aber wenn wir über Sofortlieferungen
von Medizinprodukten sprechen,
											sind die Patienten
natürlich das Wichtigste.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											Let me give you an example.
											A couple months ago, a 24-year-old mother
came into one of the hospitals
											that we serve,
											and she gave birth via C-section.
											But that led to complications,
and she started to bleed.
											Luckily, the doctors had some blood
of her blood type on hand
											that had been delivered
via Zipline's routine service,
											and so they transfused her
with a couple units of blood.
											But she bled out of those units
in about 10 minutes.
											In this case, that mother's life
is in grave danger —
											in any hospital in the world.
											But luckily, the doctors
who were taking care of her
											immediately called
our distribution center,
											they placed an emergency order,
											and our team actually did emergency
delivery after emergency delivery
											after emergency delivery.
											They ended up sending
seven units of red blood cells,
											four units of plasma
											and two units of platelets.
											That's more blood than you have
in your entire body.
											All of it was transfused into her,
											the doctors were able to stabilize her,
											and she is healthy today.
									","
											Size bir örnek vereyim.
											Bir kaç ay önce, 24 yaşındaki bir anne 
bizim hizmet verdiğimiz
											bir hastaneye geldi
											ve sezaryen doğum yaptı
											fakat bu bazı komplikasyonlara
neden oldu ve kanamaya başladı.
											Şans eseri doktorun elinde 
kadının kan grubundan
											Zipline rutin servisi ile dağıtılmış 
bir miktar kan vardı
											ve bu sayede kadına
bir kaç ünite kan verdiler.
											Fakat kadın verilen kanı
yaklaşık 10 dakikada kaybetti.
											Bu durumda, bu annenin hayatı
dünyanın herhangi bir hastanesinde
											büyük tehlikededir.
											Fakat şans eseri
kadınla ilgilenen doktorlar
											acilen bizim dağıtım merkezimizi aradılar,
											çok acil bir sipariş geçtiler
											ve takımımız acil dağıtımın ardından
yine acil dağıtım ve ardından
											yine acil dağıtım yaptı.
											Sonuçta yedi ünite
kırmızı kan hücresi,
											dört ünite plazma
											ve iki ünite trombosit gönderdiler.
											Bu, vücudunuzun tamamında 
bulunan kandan daha fazlasıdır.
											Bunları hepsi kadına verildi,
											doktorlar kadını stabil duruma 
getirebildi
											ve kadın bugün gayet sağlıklı.
									","
											Les daré un ejemplo.
											Hace un par de meses, una madre 
de 24 años entró en uno de los hospitales
											a los que atendemos,
											y dio a luz por cesárea.
											Y eso llevó a complicaciones 
y comenzó a sangrar.
											Afortunadamente, los médicos 
tenían sangre de su tipo sanguíneo a mano
											que se había entregado 
mediante el servicio de Zipline,
											y le transfundieron 
un par de unidades de sangre.
											Pero ella sangró esas unidades 
en unos 10 minutos.
											En este caso la vida de esa madre 
estaría en grave peligro
											en cualquier hospital del mundo.
											Pero afortunadamente, 
los médicos que la cuidaban
											llamaron de inmediato 
a nuestro centro de distribución,
											emitiendo un pedido de emergencia,
											y nuestro equipo hizo entrega de 
emergencia tras entrega de emergencia,
											tras entrega de emergencia.
											Al final se enviaron 
siete unidades de glóbulos rojos,
											cuatro unidades de plasma
											y dos unidades de plaquetas.
											Eso es más sangre de 
la que tienes en todo tu cuerpo.
											Toda se le transfundió a ella,
											los médicos pudieron estabilizarla,
											y ella está sana hoy.
									","
											Laissez-moi vous donner un exemple.
											Il y a quelques mois, une mère de 24 ans
est arrivée dans l'un des hôpitaux
											que nous desservons,
											et elle a accouché par césarienne.
											Mais cela a entraîné des complications,
et elle a commencé à saigner.
											Heureusement, les médecins avaient en main
du sang de même type que le sien
											qui avait été livré via
le service de Zipline,
											et ainsi ils l'ont transfusée
avec quelques unités de sang.
											Mais elle a consommé ces
unités en dix minutes.
											Dans ce cas, la vie de cette mère
est en grave danger -
											quel que soit l'hôpital,
n'importe où dans monde.
											Mais heureusement, les médecins
qui s'occupaient d'elle,
											ont directement appelé
notre centre de distribution,
											ils ont passé une commande d'urgence,
											et notre équipe a fait des livraisons
en urgence, les unes après les autres,
											encore et encore.
											Ils ont fini par envoyer
7 unités de globules rouges,
											4 unités de plasma,
											et 2 unités de plaquettes.
											Une quantité de sang supérieure
à celle qu'on a dans le corps.
											Tout a été transfusé en elle,
											les médecins ont pu la stabiliser,
											et elle est aujourd'hui en bonne santé.
									","
											Ich gebe Ihnen ein Beispiel.
											Vor ein paar Monaten kam eine
24-jährige Mutter in ein Krankenhaus,
											das wir beliefern,
											und hatte einen Kaiserschnitt.
											Es kam zu Komplikationen,
und sie begann zu bluten.
											Glücklicherweise hatten die Ärzte
einige Blutkonserven ihres Types vorrätig,
											die durch den laufenden
Zipline Service geliefert worden waren.
											Also bekam sie ein paar
Einheiten Spenderblut.
											Diese Einheiten gingen jedoch
nach 10 Minuten zur Neige.
											In solch einem Fall ist
das Leben der Mutter in akuter Gefahr —
											in jedem Krankenhaus der Welt.
											Aber glücklicherweise riefen
die behandelnden Ärzte sofort
											bei unserem Distributionszentrum an,
											lösten eine Notbestellung aus,
											und unser Team lieferte
eine Notlieferung aus, und noch eine,
											und noch eine, etc.
											So lieferten wir
7 Einheiten rote Blutkörperchen,
											4 Einheiten Plasma,
											und 2 Einheiten Blutplättchen.
											Das ist mehr Blut, als Sie
in Ihrem ganzen Körper haben.
											Alles wurde ihr verabreicht,
											die Ärzte konnten sie stabilisieren,
											und heute ist sie gesund.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											Since we launched, we've done about 400
emergency deliveries like that,
											and there's a story like that one
behind most of those emergencies.
											Here are just a couple of the moms
											who have received transfusions in this way
											in the last couple months.
											We're always reminded: when we can help
a doctor save a mom's life,
											it's not just her life that you're saving.
											That's also a baby boy or a baby girl
											who has a mother while they're growing up.
									","
											Bizim başladığımızdan bu yana, yaklaşık
buna benzer 400 acil dağıtım yaptık
											ve bu acil durumların çoğunun 
arkasında bunun gibi bir hikaye vardır.
											Burada son bir kaç ayda,
											bu şekilde kan alan
											bir kaç anneyi görüyorsunuz.
											Şu hep aklımızda; bir doktorun bir annenin
hayatını kurtarmasına yardım ettiğimizde
											sadece anneyi kurtarmış olmuyorsunuz.
											Büyürken anneye sahip olan
											erkek veya kız bebeğin
hayatını da kurtarıyorsunuz.
									","
											Desde que empezamos, hemos realizado 
unas 400 entregas de emergencia como esa,
											y hay una historia como esa 
detrás de la mayoría de esas emergencias.
											Aquí hay solo un par de las mamás
											que han recibido 
transfusiones de esta manera
											en los últimos meses.
											Siempre nos recuerdan: al ayudar 
a un médico a salvar la vida de una madre,
											no es solo su vida lo que estás salvando,
											también se salva la vida 
de un bebé o una beba
											que tiene una madre mientras crece.
									","
											Depuis notre démarrage, nous avons fait
environ 400 livraisons d'urgence comme ça,
											et c'est la même histoire derrière
la plupart de ces urgences.
											Voici quelques mamans
											qui ont reçu des transfusions
de cette manière
											au cours des derniers mois.
											Rappelez-vous : quand on aide
un médecin à sauver la vie d'une mère,
											ce n'est pas seulement sa vie qu'on sauve.
											C'est aussi un petit garçon
ou une petite fille,
											qui aura une mère durant son enfance.
									","
											Seit dem Beginn unserer Tätigkeit hatten
wir ca. 400 Notlieferungen wie diese.
											Hinter den meisten
gibt es eine solche Geschichte.
											Hier sind ein paar der Mütter,
											die solche Bluttransfusionen in den
											letzten paar Monaten erhalten haben.
											Wir machen uns immer klar:
											wenn wir einem Arzt helfen,
eine Mutter zu retten,
											dann wird nicht nur ihr Leben gerettet.
											Auch das Baby wird eine Mutter haben,
											bei der es aufwächst.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											But I want to be clear:
											postpartum hemorrhaging —
it's not a Rwanda problem,
											it's not a developing-world problem —
											this is a global problem.
											Maternal health is a challenge everywhere.
											The main difference is that
Rwanda was the first country
											to use radical technology
to do something about it.
											And that's the reason this attitude
of Africa being disrupted
											or advanced technology not working here
											or needing aid
											is so totally wrong.
											Africa can be the disrupter.
											These small, agile, developing economies
can out-innovate large, rich ones.
											And they can totally leapfrog over
the absence of legacy infrastructure
											to go straight to newer
and better systems.
									","
											Fakat açık olmak istiyorum,
											doğum sonrası kanama —
sadece Ruanda'nın problemi değil,
											sadece gelişen dünyanın problemi değil
											global bir problem.
											Anne sağlığı her yerde problem.
											Temel fark, bunun hakkında
bir şeyler yapmak için
											radikal teknolojiyi kullanan
ilk ülkenin Ruanda olması.
											Ve bu yüzden Afrika'nın
altüst olduğu veya
											gelişmiş teknolojinin burada 
çalışmaması veya yardıma
											ihtiyaçları olduğu düşüncesi
											tamamen yanlış.
											Afrika dağıtıcı olabilir.
											Bu küçük, çevik, gelişen ekonomiler 
büyük ve zenginleri geride bırakabilir.
											Daha yeni ve iyi sistemler için
miras kalan altyapının bulunmaması
											sıçrayış yapmalarını sağlayabilir.
									","
											Pero quiero ser claro:
											la hemorragia posparto 
no es un problema de Ruanda,
											no es un problema del mundo en desarrollo,
											es un problema global.
											La salud materna es 
un desafío en todas partes.
											La principal diferencia es que 
Ruanda fue el primer país
											en usar tecnología radical 
para hacer algo al respecto.
											Y esa es la razón por la cual 
esta actitud de que en África
											no funcione la tecnología avanzada
											o de que necesitan ayuda
											es totalmente errónea.
											África puede ser el disruptor.
											Estas economías pequeñas, 
ágiles y en desarrollo
											pueden superar la innovación 
de las grandes y ricas.
											Y pueden superar por completo 
la ausencia de infraestructura heredada
											y lanzarse directamente 
a sistemas nuevos y mejores.
									","
											Mais je veux être clair :
											l'hémorragie à l'accouchement n'est
pas un problème du Rwanda,
											ni des pays en développement.
											C'est un problème mondial.
											La santé maternelle est un défi partout.
											La principale différence est que le
Rwanda a été le premier pays
											qui a utilisé une technologie radicale
pour faire quelque chose.
											Et c'est la raison pour laquelle cette
attitude en Afrique, où on dit que
											la technologie avancée ne marche pas ici
											ou a besoin d'aide,
											est totalement fausse.
											L'Afrique peut représenter la rupture.
											Ces économies en développement peuvent
dépasser les grandes et les riches.
											Et ils peuvent totalement sauter le pas
avec l'absence d'infrastructure existante
											pour aller vers des systèmes
plus récents et meilleurs.
									","
											Nur dass das klar ist:
											Postnatale Blutungen sind
kein spezielles Problem von Ruanda!
											Kein Problem nur der Entwicklungsländer.
											Es ist ein globales Problem
											und überall eine Herausforderung.
											Der Hauptunterschied ist,
dass Ruanda das erste Land war,
											das eine völlig neue Technologie nutzt,
um das zu bekämpfen.
											Deshalb ist die Einstellung,
dass Afrika abgeschlagen ist
											oder moderne Technologie
hier nicht funktioniert,
											dass es Hilfe braucht,
											völlig falsch.
											Afrika kann der Vorreiter sein.
											Kleine, agile Entwicklungsländer
können die reichen Volkswirtschaften
											bei den Innovationen abhängen.
											Sie können das Problem
der fehlenden Infrastruktur überspringen,
											und gleich neue, bessere Systeme nutzen.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											In 2000,
											if you had said that high-quality
cellular networks were about to roll out
											across all of Africa,
											people would have told you
that you were crazy.
											And yet, no one anticipated
											how fast those networks were going
to connect and empower people.
											Today, 44 percent of the GDP of Kenya
flows through M-Pesa,
											their mobile payment platform.
											And not only that,
											but our autonomous fleet of vehicles
relies on that cellular network.
											Over the next few years as we start
serving private health care facilities,
											we'll also use that mobile
payment platform
											to collect fees for deliveries.
											So innovation leads to more innovation
leads to more innovation.
											And meanwhile,
											most people who live
in developed economies
											think that drone delivery
is technologically impossible,
											let alone happening
at national scale in East Africa.
											And I do mean East Africa,
not just Rwanda.
									","
											2000 yılında,
											yüksek kalitede hücresel ağ
tüm Afrika'da
											ortaya çıkmak üzere deselerdi,
											insanlar sizin çılgın olduğunuzu söylerdi.
											Fakat, bu ağın insanları bu kadar hızlı
birleştireceğini ve güçlendireceğini
											hiç kimse öngöremedi.
											Bugün, Kenya'nın GSYİH'nin
%44'ü mobil ödeme platformu
											M-Pesa'ya akıyor.
											Ve sadece bu değil,
											bizim otonom araç filomuz da cep telefonu
şebekesine dayanmaktadır.
											Önümüzdeki bir kaç yıl içinde, özel sağlık
hizmetini sunmaya başladığımızda
											yine teslimatların ücretlerini
toplamak için
											bu mobil ödeme platformunu 
kullanacağız.
											Yani, yenilik daha fazla yeniliğe,
o da daha fazla yeniliğe yol açıyor.
											Ve aynı zamanda,
											bırakın bunun Doğu Afrika'da
ulusal seviyede yapılmasını,
											gelişmiş ülkelerde yaşayan 
bir çok insan
											drone ile teslimatın 
imkansız olduğunu düşünüyor.
											Burada kastettiğim Doğu Afrika,
sadece Ruanda değil.
									","
											En 2000, si alguien hubiera dicho
											que las redes móviles de alta calidad 
estaban a punto
											de desplegarse en toda África,
											la gente habría dicho 
que estábamos locos.
											Y, sin embargo, nadie anticipó
											lo rápido que esas redes se conectarían 
y empoderarían a las personas.
											Hoy el 44 % del PIB de Kenia 
fluye a través de M-Pesa,
											su plataforma de pago móvil.
											Y no solo eso, también
											nuestra flota autónoma de vehículos 
se basa en esa red móvil.
											En los próximos años 
a medida que prestemos
											servicios privados de atención médica,
											también usaremos 
esa plataforma de pago móvil
											para cobrar tarifas por entregas.
											Y la innovación lleva a mayor innovación 
y a más innovación.
											Y, mientras tanto,
											la mayoría de las personas que 
viven en economías desarrolladas
											piensa que la entrega de drones 
es tecnológicamente imposible,
											y más imposible que suceda 
a escala nacional en el este de África.
											Y me refiero al este de África, 
no solo a Ruanda.
									","
											En 2000,
											si vous aviez dit que des réseaux GSM
de haute qualité allaient être déployés
											dans toute l'Afrique,
											les gens vous auraient
dit que vous étiez fou.
											Et pourtant, personne n'a anticipé
											à quelle vitesse ces réseaux allaient
connecter et aider les gens.
											Aujourd'hui, 44% du PIB du Kenya
passe par M-Pesa,
											leur plateforme de paiement mobile.
											Et pas que ça,
											notre flotte autonome de véhicules
s'appuie sur ce réseau cellulaire.
											Au cours des années à venir, lorsque nous
desservirons des centres de soins privés,
											nous utiliserons aussi cette
plateforme mobile
											pour collecter les frais de livraison.
											Donc, l'innovation mène à plus
d'innovation qui mène à plus d'innovation.
											Et pendant ce temps,
											la plupart des gens qui vivent
dans les économies développées,
											pensent que la livraison basée sur les
drones est technologiquement impossible,
											encore moins à l'échelle
nationale en Afrique de l'Est.
											Et je veux bien dire l'Afrique de l'Est,
pas seulement le Rwanda.
									","
											Wenn man im Jahr 2000 gesagt hätte,
											dass hochqualitative Handynetzwerke
											überall in Afrika installiert werden,
											dann hätten die Leute gesagt,
man sei verrückt.
											Und niemand hat vorausgesehen,
wie schnell diese Netzwerke
											die Menschen verbinden
und beflügeln würden.
											Heutzutage laufen 44 Prozent des BIP
von Kenia durch M-Pesa,
											seine Mobile-Banking-Plattform.
											Und nicht nur das:
											auch unsere autonome Flotte verlässt sich
auf dieses Handynetzwerk.
											Wenn wir in den nächsten Jahren
unseren Service auch für private
											Gesundheitseinrichtungen anbieten,
											werden die Zahlungen
auch über dieses Netz abwickelt.
											Also führen Innovationen
zu weiteren Innovationen etc.
											Dennoch glauben die meisten Menschen
in den entwickelten Wirtschaftssystemen,
											dass Lieferungen per Drohne
technologisch unmöglich sind,
											geschweige denn auf
nationalem Niveau in Ostafrika.
											Ich meine wirklich Ostafrika,
nicht nur Ruanda.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											On Thursday, just a couple days ago,
											the Tanzanian Ministry of Health announced
											that they are going to use
this same technology
											to provide instant delivery
of a wide range of medical products
											to 10 million of the hardest to reach
people in the country.
									","
											Perşembe günü, birkaç gün önce,
											Tanzanya Sağlık Bakanlığı
											ülkede ilaca ulaşmakta zorluk çeken 
10 milyon insana
											geniş çaplı sağlık ürünlerinin anlık 
olarak teslimatını yapmak için
											aynı teknolojiyi kullanacaklarını duyurdu.
									","
											El jueves, hace solo un par de días,
											el Ministerio de Salud de Tanzania
											anunció que van a usar 
esta misma tecnología
											para proporcionar una entrega instantánea 
de una amplia gama de productos médicos
											a 10 millones de las personas 
con más difícil acceso en el país.
									","
											Jeudi, il y a quelques jours,
											le ministère tanzanien de la Santé
a annoncé
											qu'il allait utiliser cette technologie
											pour fournir des livraisons instantanées
d'une large gamme de produits médicaux
											à 10 millions des personnes, les plus
difficiles à atteindre dans le pays.
									","
											Am Donnerstag vor ein paar Tagen
											kündigte der Gesundheitsminister
von Tansania an,
											dass sie diese Technologie ebenfalls
											für Sofortlieferungen verschiedenster
Medizinprodukte nutzen werden,
											und zwar für die 10 Mio der am schwersten
zu erreichenden Menschen im Land.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											It's actually going to be the largest
autonomous system anywhere in the world.
									","
											Bu gerçekten dünyadaki en büyük 
otonom sistem olacaktır.
									","
											En realidad, va a ser el sistema autónomo 
más grande del mundo.
									","
											Ça sera en fait le plus grand
système autonome dans le monde.
									","
											Das wird dann tatsächlich
											das größte autonome System
auf der ganzen Welt sein.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
