en,pt,tr,de,fr,title,speaker,duration,tags
"
											""ATT, CTT, GATT.""
									","
											""ATT, CTT, GATT"".
									","
											""ATT, CTT, GATT.""
									","
											""ATT, CTT, GATT.""
									","
											ATT, CTT, GATT.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											This human is lucky,
											because if you miss just
two letters in this position —
											two letters of our three billion —
											he will be condemned
to a terrible disease:
											cystic fibrosis.
											We have no cure for it,
we don't know how to solve it,
											and it's just two letters
of difference from what we are.
									","
											Este humano tem sorte
											porque, se faltassem nesta posição
apenas duas letras
											— duas letras entre três mil milhões —
											ele estaria condenado
a uma doença terrível,
											a fibrose quística.
											Não há cura para ela,
não sabemos como a tratar.
											E são apenas duas letras
diferentes das que nós temos.
									","
											Bu insan şanslı.
											Çünkü bu yerde sadece iki harf
eksik olsaydı —
											yani üç milyar içerisinden iki harf —
											korkunç bir hastalığa yakalanırdı ve bu:
											Kistik fibrozis.
											Tedavi edemiyoruz,
nasıl çözeceğimizi bilmiyoruz
											ve bu bizim şu anki hâlimizden
sadece iki harf farklı.
									","
											Dieser Mensch hat Glück,
											denn wenn nur zwei Buchstaben
an dieser Stelle fehlen —
											zwei Buchstaben unserer drei Milliarden —
											verdammt es einen
zu einer schrecklichen Krankheit:
											Mukoviszidose.
											Es gibt keine Heilung
und man kennt keine Lösung.
											Es sind nur zwei Buchstaben,
die uns unterscheiden.
									","
											Cet humain a de la chance,
											car si vous ratiez juste
deux lettres à cet endroit...
											deux lettres sur trois milliards...
											il serait condamné
à une maladie terrible :
											la fibrose cystique.
											Il n'y aucun remède ni solution,
											et seules deux lettres
nous en séparent.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											A wonderful book, a mighty book,
											a mighty book that helped me understand
											and show you something quite remarkable.
											Every one of you — what makes
me, me and you, you —
											is just about five million of these,
											half a book.
											For the rest,
											we are all absolutely identical.
											Five hundred pages
is the miracle of life that you are.
											The rest, we all share it.
											So think about that again
when we think that we are different.
											This is the amount that we share.
									","
											Um livro maravilhoso,
um livro poderoso,
											um livro poderoso
que me ajudou a perceber
											e a mostrar-vos uma coisa extraordinária.
											Cada um de vós 
— ou seja, eu e vocês —
											não passa de cinco milhões disto,
											metade de um livro.
											Quanto ao resto,
											somos todos absolutamente idênticos.
											Quinhentas páginas
é o milagre da vida que somos.
											O resto é partilhado por todos.
											Pensem nisso outra vez,
quando pensarem que somos diferentes.
											É esta a quantidade que partilhamos.
									","
											Mükemmel ve muazzam bir kitap.
Öyle bir kitap ki
											bazı şeyleri anlamama yardımcı oldu

											ve size dikkate değer bir şey
göstermeme olanak verdi.
											Her biriniz; sizi siz, beni ben
yapan her şey
											bunların beş milyonu içinde gizlidir,
											yani kitabın yarısı.
											Gerisi içinse şunu diyebilirim,
											hepimiz birbirimizin benzeriyiz.
											Beş yüz sayfa sizi
hayatın mucizesi hâline getirdi.
											Geri kalanını hepimiz paylaşıyoruz.
											Yani farklı olduğunuzu düşündüğüzde
bir kez daha düşünün.
											Paylaştığımız miktar bu.
									","
											Ein wundervolles Buch, ein mächtiges Buch,
											das mich begreifen und Ihnen
etwas Bemerkenswertes zeigen ließ.
											Bei jedem von uns
sind ungefähr 5 Millionen nötig,
											um uns zu dem zu machen, was wir sind:
											ein halbes Buch.
											Ansonsten sind wir alle absolut identisch.
											Fünfhundert Seiten sind
das Wunder ihres Lebens.
											Das Übrige haben wir gemeinsam.
											Überdenken Sie noch einmal den Glauben,
wir seien unterschiedlich.
											Das ist unsere gemeinsame Menge.
									","
											Un livre génial, un livre puissant,
											un livre puissant
qui m'a aidé à comprendre
											quelque chose de remarquable,
que je vais vous montrer.
											Chacun d'entre vous, ce qui constitue
ma personne et la vôtre,
											consiste juste en cinq millions
de lettres, la moitié d'un livre.
											Sur le reste, nous sommes
tous absolument identiques.
											500 pages, c'est le miracle
de la vie que vous êtes.
											Le reste, nous le partageons tous.
											Alors rappelez-vous de cela,
quand vous pensez être différent.
											Voilà le volume que nous avons en commun.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											So now that I have your attention,
											the next question is:
											How do I read it?
											How do I make sense out of it?
											Well, for however good you can be
at assembling Swedish furniture,
											this instruction manual
is nothing you can crack in your life.
									","
											Agora que conquistei a vossa atenção,
											a pergunta seguinte é:
											Como é que o lemos?
Como é que o compreendemos?
											Por melhores que vocês sejam
a montar móveis suecos,
											nunca na vida poderão decifrar
este manual de instruções.

									","
											Yani şimdi ilginizi çektiğime göre,
											bundan sonraki soru şu:
											Bunu nasıl okuyabilirim?
											Bundan nasıl anlam çıkarabilirim?
											İsveç eşyalarını kurmada ne kadar
iyi olursanız olun,
											bu kullanım kılavuzu ile
bir yere gelemezsiniz.
									","
											Jetzt da ich Ihre Aufmerksamkeit habe,
											ist die nächste Frage:
											Wie liest man ihn?
											Wie versteht man die Bedeutung?
											Aber wie gut Sie auch im Zusammenbauen
schwedischer Möbel sein mögen,
											diese Bedienungsanleitung können Sie
in Ihrem ganzen Leben nicht knacken.
									","
											Maintenant que j'ai votre attention,
											la question suivante est :
											comment le lire ?
											Comment le comprendre ?
											Quand bien même vous seriez doués
pour monter des meubles suédois...
											Ce manuel d'instruction ?
Vous n'arriverez jamais à le déchiffrer.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											And so, in 2014, two famous TEDsters,
											Peter Diamandis and Craig Venter himself,
											decided to assemble a new company.
											Human Longevity was born,
											with one mission:
											trying everything we can try
											and learning everything
we can learn from these books,
											with one target —
											making real the dream
of personalized medicine,
											understanding what things
should be done to have better health
											and what are the secrets in these books.
									","
											Em 2014, dois conhecidos oradores TED,
											Peter Diamandis e o próprio Craig Venter,
											decidiram fundar uma nova empresa.
											Assim nasceu a Human Longevity,
com uma missão:
											tentar tudo o que fosse possível
											e aprender tudo o que 
se pode aprender nestes livros,
											com um objetivo,
											tornar real o sonho
da medicina personalizada,
											perceber que coisas se devem fazer
para ter melhor saúde
											e quais são os segredos nestes livros.
									","
											2014'te iki ünlü TED'ci
											Peter Diamandis ve Craig Venter
kendi başlarına
											bir şirket kurmaya karar verdiler.
											Human Longevity'i hayata geçirdiler.
											Tek misyonu vardı:
											Denenebilecek her şeyi denemek,
											sonrasında bu kitaplardan öğrenebilecek
her şeyi öğrenmek
											ve tek bir hedef vardı:
											Kişiye özel ilaç hayalini
gerçekliğe kavuşturmak,
											daha iyi bir sağlığa sahip olmak için
neler yapılabileceğini anlamak
											ve bu kitaplardaki gizemleri çözmek.
									","
											Im Jahr 2014 entschieden sich
zwei berühmte TEDster,
											Peter Diamandis und Craig Venter,
											ein neues Unternehmen aufzubauen.
											Human Longevity war geboren
											und es hat einen Auftrag:
											Alles auszuprobieren, was geht 
und alles aus diesen Büchern zu erfahren,
											mit dem einen Ziel:
											den Traum personalisierter Medizin
zu verwirklichen,
											zu verstehen, was man tun sollte,
um die Gesundheit zu verbessern
											und was die Geheimnisse
in diesen Büchern sind.
									","
											Alors en 2014,
deux célèbres intervenants TED,
											Peter Diamandis et Craig Venter lui-même,
											ont décidé de monter
une nouvelle entreprise.
											Human Longevity était née,
avec une mission :
											essayer tout ce qui est possible,
											apprendre tout ce que l'on peut
apprendre de ces livres.
											Avec un objectif :
											rendre réalisable le rêve 
de la médecine personnalisée,
											comprendre ce que nous devrions faire
pour être en meilleure santé
											et quels sont les secrets 
renfermés dans ces livres.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											An amazing team, 40 data scientists
and many, many more people,
											a pleasure to work with.
											The concept is actually very simple.
											We're going to use a technology
called machine learning.
											On one side, we have genomes —
thousands of them.
											On the other side, we collected
the biggest database of human beings:
											phenotypes, 3D scan, NMR —
everything you can think of.
											Inside there, on these two opposite sides,
											there is the secret of translation.
											And in the middle, we build a machine.
											We build a machine
and we train a machine —
											well, not exactly one machine,
many, many machines —
											to try to understand and translate
the genome in a phenotype.
											What are those letters,
and what do they do?
											It's an approach that can
be used for everything,
											but using it in genomics
is particularly complicated.
											Little by little we grew and we wanted
to build different challenges.
											We started from the beginning,
from common traits.
											Common traits are comfortable
because they are common,
											everyone has them.
									","
											Uma equipa fantástica, de 40 cientistas
de dados e muitas mais pessoas,
											com quem foi um prazer trabalhar.
											O conceito é muito simples.
											Vamos usar uma tecnologia
chamada ""aprendizagem automática"".
											Por um lado, temos genomas,
milhares de genomas.
											Por outro lado, reunimos 
a maior base de dados dos seres humanos:
											os fenótipos, a digitalização 3D, a RMN,
tudo aquilo em que possam pensar.
											Lá dentro, nestes dois lados opostos,
											está o segredo da tradução.
											E no meio, construímos uma máquina.
											Construímos uma máquina
e treinamos uma máquina
											— não exatamente uma máquina,
muitas e muitas máquinas —
											para tentar compreender e traduzir
o genoma num fenótipo.
											O que são essas letras
e o que é que elas fazem?
											É uma abordagem
que pode ser usada para tudo,
											mas usá-la nos genomas
é especialmente complicado.
											Pouco a pouco, evoluímos e
quisemos montar desafios diferentes.
											Começámos pelo princípio,
pelas características comuns.
											As características comuns são confortáveis
porque são comuns,
											toda a gente as tem.
									","
											Harika bir ekip, 40 veri bilimcisi
ve onlarla çalışmanın
											bir zevk olduğu birçok insan.
											Aslında konsept oldukça sadeydi.
											Makine öğrenimi dediğimiz bir
teknoloji kullanacağız.
											Bir tarafta binlerce genomumuz var.
											Diğer yanda da fenotiplerle, 3B 
tarayıcılarla, NMR ve aklınıza gelebilecek
											her şey ile insanoğlunun en büyük
veri tabanını bir araya getirdik.
											Bu iki zıt tarafın içinde
											bu işin tercüme edilmesinde bir giz var.
											Ortasındaysa, bir makine 
inşa edişimiz var.
											Bir makine üretiyoruz ve onu eğitiyoruz.
											Aslında bir makine de değil,
birçok makine.
											Bunu fenotipteki genomu tercüme etmek
ve anlamak için yapıyoruz.
											Bu harflerin anlamı ne, bunlar ne yapar?
											Bu, her amaca hizmete 
edebilecek bir girişim.
											Ancak bunu genomik alanında 
kullanmak kısmen karmaşık.
											Yavaş yavaş büyüdük ve kendimize
farklı hedefler koyduk.
											İşin başından, yani 
ortak özelliklerden başladık.
											Ortak özellikler iyi bir seçenek, 
çünkü onlar ortak;
											herkes onlara sahip.
									","
											Ein tolles Team, 40 Data Scientists
und viele weitere Leute,
											mit denen es eine Freude war zu arbeiten.
											Das Konzept ist eigentlich sehr einfach.
											Wir benutzen eine Technologie,
die man Maschinelles Lernen nennt.
											Einerseits haben wir tausende von Genomen,
											andererseits sammelten wir
den größten Datenbestand zum Menschen:
											Erscheinungsformen, 3D-Scans,
Nuklearmagnetresonanz —
											alles Erdenkliche.
											Zwischen diesen gegenüberliegenden Seiten
											liegt das Geheimnis der Umwandlung.
											Dazwischen bauten wir eine Maschine auf.
											Wir bauten und trainierten eine Maschine,
											— nicht nur eine,
sondern viele Maschinen —,
											um das Genom zu verstehen und es
in Erscheinungsformen zu übertragen.
											Was bedeuten diese Buchstaben
und wozu führen sie?
											Das ist ein Ansatz,
der für alles genutzt werden kann,
											aber die Nutzung in der Genomforschung
ist teilweise kompliziert.
											Nach und nach wuchsen wir
											und stellten uns
unterschiedlichen Aufgaben.
											Wir fingen ganz von vorne an,
mit gemeinsamen Merkmalen.
											Gemeinsame Merkmale sind angenehm,
weil wir sie gemeinsam haben.
									","
											Une équipe fantastique, 40 scientifiques 
et beaucoup d'autres personnes,
											un plaisir d'être avec eux.
											Le concept est en fait très simple.
											Nous allons utiliser une technologie :
l'apprentissage par la machine.
											D'un côté, nous avons
des génomes, par milliers.
											De l'autre, on a assemblé la plus grande
base de données sur l'humain :
											phénotypes, scan 3D, RMN,
tout ce à quoi vous pouvez penser.
											Au sein de ces deux facettes
bien distinctes
											se trouve le secret de la traduction.
											Au centre, on a construit une machine.
											On a construit une machine
que l'on entraîne...
											pas seulement une machine,
mais de très nombreuses machines,
											pour essayer de comprendre le génome
et de le traduire en phénotype.
											Que sont ces lettres
et quelles sont leurs fonctions ?
											C’est une approche
qui peut être utilisée pour tout,
											mais l'utiliser en génomique
est particulièrement compliqué.
											Petit à petit, on se développe
et cherche différents défis.
											On a commencé
avec les traits communs.
											Les traits communs sont confortables
car ils sont communs,
											tout le monde les a.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											So we started to ask our questions:
											Can we predict height?
											Can we read the books
and predict your height?
											Well, we actually can,
											with five centimeters of precision.
											BMI is fairly connected to your lifestyle,
											but we still can, we get in the ballpark,
eight kilograms of precision.
											Can we predict eye color?
											Yeah, we can.
											Eighty percent accuracy.
											Can we predict skin color?
											Yeah we can, 80 percent accuracy.
											Can we predict age?
											We can, because apparently,
the code changes during your life.
											It gets shorter, you lose pieces,
it gets insertions.
											We read the signals, and we make a model.
									","
											Assim, começámos a perguntar:
											Podemos prever a altura?
											Podemos ler os livros
e prever a vossa altura?
											Sim, podemos sim,
com cinco centímetros de precisão.
											O Índice de Massa Corporal
está muito ligado ao vosso estilo de vida,
											mas ainda podemos estimar
com oito quilos de precisão.
											Podemos prever a cor dos olhos?
											Sim, podemos, com 80% de precisão.
											Podemos prever a cor da pele?
											Sim, podemos, com 80% de precisão.
											Podemos prever a idade?
											Podemos, porque, segundo parece,
o código muda durante a vida.
											Fica mais curto, perdemos peças,
fica com inserções.
											Lemos os sinais, e fazemos um modelo.
									","
											Sonrasında sorularımızı sormaya başladık:
											Boyu tahmin edebilir miyiz?
											Kitapları okuyup sonra
boyunu tahmin edebilir miyiz?
											Evet, aslında edebiliriz.
											Beş santimetre yakınlıkla yapabiliriz.
											BMI (Vücut kitle endeksi) sizin yaşamınıza
çok yakındır.
											Yine de tahminen sekiz kilo
yakınlığı tahmin edebiliriz.
											Peki göz rengini tahmin edebilir miyiz?
											Evet, edebiliriz.
											Yüzde 80 kesinlikle.
											Ten rengini tahmin edebilir miyiz?
											Evet, yüzde 80 oranla.
											Yaşı tahmin edebilir miyiz?
											Evet, çünkü bu kod hayatın 
boyunca değişmekte.
											Kısalıyor, parçaları kaybediyorsun
ve tekrar parça ekleniyor.
											Sinyalleri okuyup bir model yaratıyoruz.
									","
											Wir begannen damit,
unsere Fragen zu stellen:
											Kann man die Größe vorhersagen?
											Kann man die Bücher lesen
und ihre Größe vorhersagen?
											Eigentlich kann man es
											mit einer Treffsicherheit
bis auf 5 Zentimeter.
											Der Body-Mass-Index hängt ziemlich
an unserem Lebensstil,
											aber man liegt mit einer Genauigkeit
von 8 Kilogramm nahe dran.
											Kann man die Augenfarbe vorhersagen?
											Ja, das kann man.
											Mit 80zig prozentiger Treffsicherheit.
											Kann man die Hautfarbe vorhersagen?
											Ja, das kann man:
80-prozentige Treffsicherheit.
											Kann man das Alter vorhersagen?
											Man kann es, denn der Code ändert sich
anscheinend während des Lebens.
											Er wird kürzer, verliert Stücke,
bekommt Einschübe.
											Wir nehmen die Signale wahr
und erstellen ein Modell.
									","
											On a donc commencé
par se poser cette question :
											Peut-on prédire la taille ?
											Peut-on lire le livre
et prédire la taille ?
											Eh bien, en fait, on le peut,
avec une précision de 5 cm.
											L'IMC est très liée à notre style de vie,
											mais on y arrive quand même,
avec 8 kg de précision.
											Prédire la couleur des yeux ?
Oui, on le peut.
											Avec 80 % d'exactitude.
											Peut-on prédire la couleur de la peau ?
											Oui, avec 80 % d'exactitude.
											Peut-on prédire l'âge ?
											Oui, puisqu'apparemment,
le code change au cours de la vie.
											Il se raccourcit, perd des bouts,
reçoit des ajouts.
											On lit le signal et on crée le modèle.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Now, an interesting challenge:
											Can we predict a human face?
											It's a little complicated,
											because a human face is scattered
among millions of these letters.
											And a human face is not
a very well-defined object.
											So, we had to build an entire tier of it
											to learn and teach
a machine what a face is,
											and embed and compress it.
											And if you're comfortable
with machine learning,
											you understand what the challenge is here.
									","
											Agora, um problema interessante.
											Podemos prever uma cara humana?
											É um pouco complicado,
											porque uma cara humana está espalhada
entre milhões destas letras.
											E uma cara humana não é
um objeto muito bem definido.
											Portanto, tivemos que construir
toda uma camada
											para aprender e ensinar
a uma máquina o que é uma cara,
											embuti-la e comprimi-la.
											Se estão à vontade
com a ""aprendizagem automática""
											percebem qual é aqui o problema.
									","
											Şimdi farklı bir hedef koyduk:
											İnsan yüzünü tahmin edebilir miyiz?
											Bu biraz karmaşık.
											Çünkü insan yüzü bu milyonlarca
harf arasına yayılmış.
											Ve insan yüzü çok bariz bir nesne değil.
											Bu yüzden tamamen farklı bir
alan oluşturduk onun için.
											Öğrenmek ve makineye bir yüzün
ne olduğunu öğretmek için.
											Yani bunu olguyu ona verebilmek için.
											Makine öğrenimi ile aranız iyiyse
											bu olayın ne kadar büyük 
olduğunu anlarsınız.
									","
											Eine interessante Herausforderung:
											Kann man Gesichtszüge vorhersagen?
											Es ist ein bisschen kompliziert,
											denn ein menschliches Gesicht
ist auf Millionen Buchstaben verstreut.
											Ein menschliches Gesicht ist kein
sehr genau abgegrenztes Objekt.
											Wir mussten davon
eine ganze Maske erstellen,
											sie einbetten und
auf das Wesentliche reduzieren,
											um einer Maschine beizubringen,
was ein Gesicht ist.
											Wenn Sie mit maschinellem
Lernen vertraut sind,
											verstehen Sie, worin hier
die Herausforderung liegt.
									","
											Autre défi intéressant :
											peut-on prédire la forme d'un visage ?
											C'est un peu compliqué,
											car le visage est dispersé
parmi des millions de ces lettres.
											Un visage humain n'est pas
un objet très bien défini.
											Il faut donc en reconstruire
un pan entier
											pour faire apprendre à la machine
ce qu'est un visage,
											l'intégrer et le compresser.
											Si vous connaissez
l'apprentissage par la machine,
											vous comprenez le défi
qu'il y a à relever ici.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Now, after 15 years — 15 years after
we read the first sequence —
											this October, we started
to see some signals.
											And it was a very emotional moment.
											What you see here is a subject
coming in our lab.
											This is a face for us.
											So we take the real face of a subject,
we reduce the complexity,
											because not everything is in your face —
											lots of features and defects
and asymmetries come from your life.
											We symmetrize the face,
and we run our algorithm.
											The results that I show you right now,
											this is the prediction we have
from the blood.
									","
											Ao fim de 15 anos — 15 anos depois
de lermos a primeira sequência —
											este outubro, começámos
a ver alguns sinais.
											Foi um momento muito emotivo.
											Estão a ver aqui um sujeito
que entrou no nosso laboratório.
											Para nós, isto é uma cara.
											Agarramos na cara de um sujeito,
reduzimos-lhe a complexidade,
											porque nem tudo está na nossa cara
											— muitas das características e defeitos
e assimetrias são produto da nossa vida.
											Tornamos a cara simétrica
e fazemos correr o algoritmo.
											O resultado que vos mostro agora,
											é a previsão que temos 
a partir do sangue.
									","
											15 yıl sonra — 15 yıl sonra 
ilk dizilimi okuduk —
											bu Ekim, bazı sinyaller görmeye başladık.
											Oldukça etkileyici bir andı.
											Burada gördüğünüz şey 
laboratuvarımıza gidecek.
											Bu, bizim için bir yüz.
											Gerçek bir yüzü ele alıp
onun karmaşıklığını azaltıyoruz,
											çünkü yüzünüzdeki birçok özellik, kusur
											ve asimetriklik yaşamınızdan 
dolayı oradalar.
											Yüzü simetrik olarak ele alıp
algoritmamızı çalıştırıyoruz.
											Şu an size gösterdiğim sonuçlar
											kandan alıp yaptığımız tahmindir.
									","
											Nach 15 Jahren — 15 Jahre nachdem man
die erste Sequenz gelesen hat —
											fingen wir im letzten Oktober an,
einige Signale zu verstehen.
											Es war ein sehr emotionaler Augenblick.
											Hier sehen Sie eine Versuchsperson,
die in unser Labor kam.
											Das ist für uns ein Gesicht.
											Wir reduzierten die Komplexität
des Gesichts einer echten Person,
											denn nicht alles in einem Gesicht
ist ursprünglich vorhanden —
											viele Merkmale, Defekte und Asymmetrien
ergeben sich im Verlauf des Lebens.
											Wir machten das Gesicht symmetrisch
und ließen unseren Algorithmus laufen.
											Die Ergebnisse, die ich Ihnen nun zeige,
											sagten wir mit Hilfe des Blutes vorher.
									","
											Après 15 années, 15 années
après avoir lu le premier séquençage,
											en octobre dernier, nous avons commencé
à voir certains signaux.
											Et ce fut un moment très émouvant.
											Ce que vous voyez ici est
un sujet venu dans notre labo.
											C'est un visage pour nous.
											On a pris le vrai visage du sujet
et on l'a simplifié,
											car tout n'est pas dans le visage,
											beaucoup de caractéristiques, de défauts
et d'asymétries résultent de votre vie.
											On a symétrisé le visage
et on a fait tourner l'algorithme.
											Le résultat que je vous montre maintenant,
											c'est la prédiction obtenue grâce au sang.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Wait a second.
											In these seconds, your eyes are watching,
left and right, left and right,
											and your brain wants
those pictures to be identical.
											So I ask you to do
another exercise, to be honest.
											Please search for the differences,
											which are many.
											The biggest amount of signal
comes from gender,
											then there is age, BMI,
the ethnicity component of a human.
											And scaling up over that signal
is much more complicated.
											But what you see here,
even in the differences,
											lets you understand
that we are in the right ballpark,
											that we are getting closer.
											And it's already giving you some emotions.
									","
											Esperem um pouco.
											Nestes segundos, os vossos olhos
estão a ver, à esquerda e à direita,
											e o vosso cérebro quer 
que estas imagens sejam idênticas.
											Por isso, peço-vos para fazerem
outro exercício, sejam honestos.
											Procurem as diferenças
que são muitas.
											A maior quantidade de sinal
provém do sexo,
											depois há a idade, o IMC,
a componente étnica dum ser humano.
											Aumentar esse sinal
é muito mais complicado.
											Mas o que aqui vemos,
mesmo nas diferenças,
											permite-nos perceber
que estamos no campo certo,
											que estamos a aproximar-nos.
											E já vos está a dar alguma emoção.
									","
											Bir saniye bekleyin.
											Bu saniyelerde, gözleriniz 
solu sağı izliyor
											ve beyniniz bu resimlerin
aynı olmasını istiyor.
											Sizle farklı bir alıştırma 
yapacağız şimdi.
											Farkları tespit etmeye çalışın,
											oldukça fark var.
											En yüksek sinyal cinsiyetten gelir,
											sonrasında yaş, BMI, etnik kökeni vardır.
											Bu ölçekte yükselmek çok karmaşıktır.
											Burada anladığınız şey ise
farklılıklar olsa dahi
											aşağı yukarı doğru bir yerde
olduğunuzu ve
											yaklaştığımızı göstermesidir.
											Ve zaten şu an size 
bazı hisleri yaşatıyor.
									","
											Warten Sie eine Sekunde.
											In diesen Augenblicken,
in denen Sie hin und her blicken,
											links und rechts, links und rechts
											will Ihr Gehirn,
dass die Bilder identisch sind.
											Daher bitte ich Sie,
der Ehrlichkeit halber,
											um eine weitere Aufgabe.
											Bitte suchen Sie nach den Unterschieden,
											die zahlreich sind.
											Die größte Menge an Signalen
ergibt sich aus dem Geschlecht,
											dann aus dem Alter, dem Body-Mass-Index
und der ethnischen Zugehörigkeit.
											Dieses Signal zu verstärken
ist viel komplizierter.
											Aber was Sie hier sehen,
sogar trotz der Unterschiede,
											lässt Sie verstehen, dass wir
bei der richtigen Hausnummer sind
											und näher kommen.
											Es ruft bei Ihnen bereits
einige Gefühle hervor.
									","
											Attendez un peu.
											En ce moment, vos yeux regardent,
de gauche à droite, de gauche à droite,
											et votre cerveau veut
que ces images soient identiques.
											Je vais donc vous demander de faire
un autre exercice,
											cherchez les différences,
											qui sont nombreuses.
											Le plus grand nombre de signaux
vient du genre,
											ensuite vient l'âge, l'IMC,
la composante ethnique de la personne.
											Et ensuite, ça se complique
de plus en plus.
											Mais ce que vous voyez ici,
même les différences,
											vous laisse comprendre
que vous tenez le bon bout,
											que vous vous rapprochez
et que ça vous donne déjà des émotions.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
