en,es,pt,tr,de,title,speaker,duration,tags
"
											Once we know our trees,
											we divide them in four different layers:
											shrub layer, sub-tree layer,
tree layer and canopy layer.
											We fix the ratios of each layer,
											and then we decide the percentage
of each tree species in the mix.
											If we are making a fruit forest,
											we increase the percentage
of fruit-bearing trees.
											It could be a flowering forest,
											a forest that attracts
a lot of birds or bees,
											or it could simply be a native,
wild evergreen forest.
									","
											Una vez que conocemos nuestros árboles,
											los dividimos en cuatro capas diferentes:
											estrato arbustivo, capa sub-árbol, 
árbol de la capa y la capa de dosel.
											Fijamos las proporciones de cada capa,
											y luego decidimos el porcentaje de 
cada especie de árbol en la mezcla.
											Si estamos haciendo bosque de frutas,
											aumentamos el porcentaje 
de árboles frutales.
											Podría ser un bosque de floración,
											un bosque que atrae gran cantidad 
de pájaros o abejas,
											o simplemente un bosque 
siempre verde nativo, salvaje.
									","
											Uma vez conhecidas as árvores,
											dividimo-las em quatro camadas:
											camada arbusto, camada subárvore,
camada árvore e camada toldo.
											Fixamos os rácios de cada camada,
											e depois decidimos a percentagem
de cada espécie de árvore na mistura.
											Se fizermos uma floresta frutífera,
											aumentamos a percentagem
de árvores de fruto.
											Poderá ser uma floresta de plantas
que dão flor,
											uma floresta que atraia
muitos pássaros ou abelhas,
											ou poderá simplesmente ser
uma floresta nativa e sempre verde.
									","
											Ağaçlarımızı öğrendiğimizde ise
											onları dört farklı tabakaya ayırıyoruz:
											Çalı tabakası, alt ağaç tabakası,
ağaç tabakası ve gölgelik tabakası.
											Her katmanın oranını düzeltiyoruz
											ve sonra karışımdaki her ağaç
türünün yüzdesine karar veriyoruz.
											Eğer meyve ormanı yapıyorsak,
											meyve veren ağaç yüzdesini arttırıyoruz.
											Bu bir çiçek ormanı da olabilir,
											bir sürü kuşu ya da arıyı kendine
çeken bir orman
											ya da bu sadece yerli, sürekli
yeşil kalan yabani bir orman olabilir.
									","
											Sobald wir die Bäume kennen,
											unterteilen wir sie in vier Schichten:
											Busch-, Unterbaum-, Baum-
und Baumkronenschicht.
											Wir legen das Verhältnis
der Schichten fest.
											Dann bestimmen wir den Prozentsatz der
jeweiligen Baumarten in der Kombination.
											Wenn wir einen Fruchtwald machen,
											erhöhen wir den Gehalt an Obstbäumen.
											Es kann auch ein blühender Wald sein,
											der viele Vögel oder Bienen anlockt,
											oder ein einfacher, ursprünglicher,
wilder, immergrüner Wald.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											We collect the seeds
and germinate saplings out of them.
											We make sure that trees
belonging to the same layer
											are not planted next to each other,
											or they will fight for the same
vertical space when they grow tall.
											We plant the saplings close to each other.
											On the surface, we spread
a thick layer of mulch,
											so when it's hot outside
the soil stays moist.
											When it's cold,
											frost formation happens only on the mulch,
											so soil can still breathe
while it's freezing outside.
											The soil is very soft —
											so soft, that roots
can penetrate into it easily,
											rapidly.
									","
											Nosotros recogemos las semillas 
y las germinamos fuera.
											Nos aseguramos de que los árboles 
pertenecientes a la misma capa
											no se plantan junto a la otra,
											sino lucharán por el mismo espacio 
vertical al crecer hacia las alturas.
											Plantamos los árboles jóvenes 
cerca uno del otro.
											En la superficie, esparcimos 
una gruesa capa de mantillo,
											así que cuando hace calor, 
el suelo permanece húmedo.
											Cuando hace frío,
											la formación de escarcha 
ocurre solo en el mantillo,
											así que el suelo todavía puede respirar 
mientras hay escarcha fuera.
											El suelo es muy suave,
											tan suave, que las raíces pueden 
penetrar en ella con facilidad,
											rápidamente.
									","
											Colhemos as sementes e germinamos
os rebentos a partir delas.
											Garantimos que as árvores
que pertencem à mesma camada
											não são plantadas junto umas das outras,
											senão lutarão pelo mesmo espaço
vertical quando ficarem grandes.
											Plantamos os rebentos perto uns dos outros
											Na superfície, espalhamos
uma fina camada de cobertura vegetal,
											para que a terra fique
húmida quando estiver calor.
											Quando está frio,
											a formação de gelo só acontece
na cobertura vegetal,
											pelo que a terra ainda pode respirar,
apesar de estar frio.
											O solo é muito macio,
											tão macio que as raízes
podem penetrá-lo facilmente,
											rapidamente.
									","
											Tohumları topluyor ve 
fidanlarını filizlendiriyoruz.
											Aynı katmana ait olan ağaçların
											yan yana dikilmediklerinden emin oluyoruz,
											yoksa uzadıklarında aynı dikey alana
sahip olabilmek için savaşacaklardır.
											Fidanları birbirine yakın ekiyoruz.
											Yüzeyde, kalın bir kuru ot
tabakası oluşturuyoruz,
											böylece dışarısı sıcakken
toprak nemli kalıyor.
											Soğukken ise,
											don oluşumu sadece kuru ot
tabakasının üzerinde gerçekleşiyor,
											bu yüzden dışarısı dondurucu
soğukken toprak hâlâ nefes alabiliyor.
											Toprak çok yumuşak —
											o kadar yumuşak ki kökler 
kolayca, hızlıca
											içine girebiliyor.
									","
											Wir sammeln die Samen und lassen
Setzlinge aus ihnen keimen.
											Wir stellen sicher, dass
die Bäume einer Schicht
											nicht nebeneinander gepflanzt werden,
											da sie sonst um denselben
vertikalen Platz konkurieren.
											Wir pflanzen die Setzlinge 
nahe aneinander.
											Die Oberfläche bedecken wir
mit einer dicken Schicht Mulch,
											so bleibt der Boden bei Hitze feucht.
											Wenn es kalt ist,
											bildet sich nur auf dem Mulch Frost,
											also kann der Boden noch atmen,
während es draußen eiskalt ist.
											Der Boden ist sehr weich —
											so weich, dass Wurzeln ihn
leicht durchdringen können,
											und das sehr schnell.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											Initially, the forest doesn't
seem like it's growing,
											but it's growing under the surface.
											In the first three months,
											roots reach a depth of one meter.
											These roots form a mesh,
											tightly holding the soil.
											Microbes and fungi live
throughout this network of roots.
											So if some nutrition is not available
in the vicinity of a tree,
											these microbes are going to get
the nutrition to the tree.
											Whenever it rains,
											magically,
											mushrooms appear overnight.
											And this means the soil below
has a healthy fungal network.
									","
											En un principio, no parece que 
el bosque esté creciendo,
											pero está creciendo bajo la superficie.
											En los tres primeros meses,
											raíces alcanzan 
una profundidad de un metro.
											Estas raíces forman una malla,
											que firmemente sujeta la tierra.
											Microbios y hongos viven 
en toda esta red de raíces.
											Si algún nutriente no está disponible 
en las proximidades de un árbol,
											estos microbios 
se la proporcionarán al árbol.
											Cada vez que llueve,
											por arte de magia,
											aparecen setas durante la noche.
											Y esto significa que el suelo de abajo 
tiene una red de hongos saludable.
									","
											Inicialmente, parece
que a floresta não está a crescer,
											mas está a crescer debaixo do solo.
											Nos primeiros três meses,
											as raízes chegam
a um metro de profundidade.
											Essas raízes formam uma rede,
											que sustenta a terra.
											Micróbios e fungos vivem
nessas redes de raízes.
											Portanto, se não há nutrientes disponíveis
na proximidade de uma árvore,
											esses micróbios vão obter
os nutrientes para a árvore.
											Quando chove,
											magicamente,
											aparecem cogumelos durante a noite.
											Isso significa que o solo
tem uma rede saudável de fungos.
									","
											Başlangıçta, orman 
gelişmiyormuş gibi görünebilir
											ama yüzeyin altında gelişiyor.
											İlk üç ayda,
											kökler bir metre derinliğe ulaştılar.
											Bu kökler toprağı sımsıkı tutan
											bir örgü oluşturuyor.
											Mikroplar ve mantarlar bu kökten ağ
boyunca yaşarlar.
											Eğer bir ağacın çevresinde bazı
besinler ulaşılabilir değilse,
											bu mikroplar ağaca o besini getirecektir.
											Her yağmur yağdığında,
											büyülü bir şekilde,
											aniden mantarlar ortaya çıkıyor.
											Bu da demek oluyor ki alttaki toprak
sağlıklı bir mantar kökenli ağa sahip.
									","
											Zunächst scheint der Wald
nicht zu wachsen,
											doch er wächst unter der Oberfläche.
											In den ersten drei Monaten
											werden die Wurzeln einen Meter lang.
											Diese Wurzeln bilden ein Geflecht,
											das den Boden fest zusammenhält.
											Mikroben und Pilze leben
in diesem Wurzelnetzwerk.
											Wenn gewisse Nährstoffe nicht in
der Nähe des Baumes verfügbar sind,
											schaffen die Mikroben
die Nährstoffe zu den Bäumen.
											Wann immer es regnet,
											erscheinen wie durch Zauberhand
über Nacht Pilze.
											Das bedeutet, dass der Boden über
ein gesundes Pilznetzwerk verfügt.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											Once these roots are established,
											forest starts growing on the surface.
											As the forest grows we keep watering it —
											for the next two to three years,
we water the forest.
											We want to keep all the water
and soil nutrition only for our trees,
											so we remove the weeds
growing on the ground.
											As this forest grows,
it blocks the sunlight.
											Eventually, the forest becomes so dense
											that sunlight can't reach
the ground anymore.
											Weeds cannot grow now,
because they need sunlight as well.
									","
											Una vez establecidas estas raíces,
											el bosque comienza 
a crecer en la superficie.
											A medida que crece el bosque, 
lo seguimos regando
											lo regamos en los siguientes 
dos o tres años.
											Queremos mantener todos los nutrientes y 
agua del suelo solo para nuestros árboles,
											por eso quitamos las malas hierbas 
que crecen en el suelo.
											Cuando este bosque crece, 
bloquea la luz del sol.
											Con el tiempo, 
el bosque se vuelve tan denso
											que la luz solar 
ya no puede llegar al suelo
											La mala hierba tampoco puede ya crecer, 
porque necesitan la luz del sol también.
									","
											Depois de estabelecidas as raízes,
											a floresta começa a crescer à superfície.
											Enquanto a floresta continua a crescer
continuamos a regá-la
											— nos dois ou três anos seguintes,
regamos a floresta.
											Queremos manter toda a água e nutrientes
do solo apenas para as nossas árvores,
											por isso removemos as ervas
que crescem no chão.
											Enquanto a floresta cresce,
bloqueia a luz do sol.
											Por fim, a floresta torna-se tão densa
											que a luz do sol já não consegue
atingir o chão.
											As ervas já não podem crescer,
porque também precisam de sol.
									","
											Bu kökler kurulduğu zaman,
											orman yüzeyin üzerinde büyümeye başlıyor.
											Orman geliştikçe onu
sulamaya devam ediyoruz —
											sonraki iki ya da üç yıl da
ormanı suluyoruz.
											Tüm suyu ve topraktaki besini sadece
ağaçlarımıza saklamak istiyoruz,
											bu yüzden zemindeki yabani
otları temizliyoruz.
											Bu orman büyüdükçe,
güneş ışığını engelliyor.
											Nihayet, orman o kadar yoğun oluyor ki
											güneş ışığı artık zemine ulaşamıyor.
											Yabani otlar artık büyüyemiyor, çünkü
onların da güneş ışığına ihtiyacı var.
									","
											Sobald die Wurzeln gefestigt sind,
											wächst der Wald über der Oberfläche.
											Während der Wald wächst,
bewässern wir ihn weiter —
											wir bewässern den Wald für
die nächsten zwei bis drei Jahre.
											Wir möchten das Wasser und die Nährstoffe
nur für unsere Bäume bereitstellen,
											weshalb wir Unkraut vom Boden entfernen.
											Während der Wald wächst,
verdeckt er das Sonnenlicht.
											Mit der Zeit wird der Wald so dicht,
											dass kein Sonnenlicht
mehr den Boden erreicht.
											Das Unkraut kann nicht mehr wachsen,
da es auch Sonnenlicht benötigt.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											At this stage,
											every single drop of water
that falls into the forest
											doesn't evaporate back
into the atmosphere.
											This dense forest condenses the moist air
											and retains its moisture.
											We gradually reduce and eventually
stop watering the forest.
											And even without watering,
											the forest floor stays moist
and sometimes even dark.
											Now, when a single leaf
falls on this forest floor,
											it immediately starts decaying.
											This decayed biomass forms humus,
											which is food for the forest.
											As the forest grows,
											more leaves fall on the surface —
											it means more humus is produced,
											it means more food so the forest
can grow still bigger.
											And this forest keeps
growing exponentially.
									","
											En este punto,
											cada gota de agua que cae en el bosque
											no se evapora en la atmósfera.
											Este bosque denso condensa el aire húmedo
											y retiene su humedad.
											Poco a poco reducimos y finalmente 
detenemos el riego del bosque.
											E incluso sin riego,
											el suelo del bosque se mantiene húmedo 
e incluso a veces oscuro.
											Ahora, cuando una sola hoja cae 
en este suelo del bosque,
											se inicia inmediatamente 
la descomposición.
											Estas formas de biomasa crean humus,
											que es alimento para el bosque.
											A medida que crece el bosque,
											más hojas caen en la superficie,
											lo que significa más producción de humus,
											lo que significa más comida para 
que el bosque puede crecer aún más.
											Y este bosque sigue creciendo 
exponencialmente.
									","
											Nessa fase,
											cada gota de água que cai na floresta
											não se evapora para a atmosfera.
											Esta floresta densa condensa o ar húmido
											e mantém a sua humidade.
											Progressivamente reduzimos
e por fim deixamos de regar a floresta.
											Mesmo sem regar,
											o chão da floresta permanece húmido
e por vezes até escuro.
											Quando uma única folha cai nesse chão,
											começa imediatamente a decompor-se.
											Essa biomassa decomposta forma húmus,
											que é alimento para a floresta.
											E enquanto a floresta cresce,
											caem mais folhas na superfície,
											o que traduz uma maior
produção de húmus,
											e que significa mais alimento
para a floresta crescer ainda mais.
											Esta floresta continua a crescer
exponencialmente.
									","
											Bu seviyede,
											ormana düşen her bir damla su
											atmosfere tekrar buharlaşmıyor.
											Bu yoğun orman nemli havayı yoğunlaştırır
											ve nemini korur.
											Kademe kademe azaltarak en sonunda
ormanı sulamayı keseriz.
											Sulama olmadan bile,
											orman tabanı nemli ve hatta 
bazen karanlık kalıyor.
											Artık, tek bir yaprak
orman tabanına düştüğünde,
											anında çürümeye başlıyor.
											Bu çürümüş biyokütle humusu oluşturuyor
											ki o da ormanın besinidir.
											Orman geliştikçe,
											yüzeye daha fazla yaprak düşüyor —
											bu da daha fazla
humus üretiliyor demek oluyor,
											bu da daha fazla besin demek oluyor,
böylece orman hâlâ daha da büyüyebilir.
											Ve bu orman hızlanarak 
büyümeye devam ediyor.
									","
											In dieser Stufe verdunstet
kein einziger Tropfen,
											der in den Wald fällt,
											wieder zurück in die Atmosphäre.
											Dieser dichte Wald kondensiert
die feuchte Luft
											und erhält so seine Feuchtigkeit.
											Allmählich reduzieren wir die Bewässerung
											und hören schließlich ganz damit auf.
											Auch ohne Bewässerung
											bleibt der Boden des Walds
feucht und manchmal sogar dunkel.
											Wenn jetzt ein einzelnes Blatt
auf den Waldboden fällt,
											beginnt es sofort zu verwesen.
											Diese verweste Biomasse bildet Humus,
											die Nahrung für den Wald.
											Da der Wald wächst,
											fallen mehr Blätter herunter —
											das bedeutet, mehr Humus wird produziert,
											was wiederum mehr Wachstum
für den Wald bedeutet.
											Dieser Wald wächst exponentiell.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											Once established,
											these forests are going to regenerate
themselves again and again —
											probably forever.
											In a natural forest like this,
											no management is the best management.
											It's a tiny jungle party.
									","
											Una vez establecido,
											estos bosques se van a autoregenerar 
una y otra vez,
											probablemente para siempre.
											En un bosque natural como este,
											sin gestión es la mejor gestión.
											Es un pequeña parte de selva.
									","
											Uma vez estabelecidas,
											essas florestas vão regenerar-se
continuamente,
											provavelmente para sempre.
											Numa floresta natural como esta,
											a melhor administração
é a administração nula.
											É uma pequena festa na selva.
									","
											Bir kere kurulduğunda,
											bu ormanlar kendilerini tekrar ve
tekrar oluşturacaklardır —
											muhtemelen sonsuza kadar.
											Bunun gibi bir doğal ormanda,
											hiçbir yönetim en iyi yönetim değildir.
											Bu küçük bir orman partisi.
									","
											Sobald sie gefestigt sind,
											erneuern sich diese Wälder
immer wieder von alleine —
											wahrscheinlich endlos.
											In einem natürlichen Wald wie diesem
											ist keine Steuerung die beste Steuerung.
											Es ist eine kleine Dschungelparty.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Lachen)
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											This forest grows as a collective.
											If the same trees —
											same species —
											would have been planted independently,
											it wouldn't grow so fast.
											And this is how we create
a 100-year-old forest
											in just 10 years.
									","
											Este bosque crece como un colectivo.
											Si los mismos árboles,
											la misma especie,
											se hubieran plantado 
de forma independiente,
											no crecerían tan rápido.
											Y esta es la forma de crear 
un bosque de 100 años de edad
											en solo 10 años.
									","
											Esta floresta cresce coletivamente.
											Se as mesmas árvores
											— as mesmas espécies —
											tivessem sido plantadas individualmente,
											a floresta não iria crescer
tão rapidamente.
											É assim que criamos
uma floresta centenária
											em apenas 10 anos.
									","
											Bu orman kolektif olarak büyüyor.
											Eğer aynı ağaçlar —
											aynı türler —
											bağımsızca dikilseydi,
											bu kadar hızlı büyüyemezdi.
											100 yıllık bir ormanı,
											10 yılda işte bu şekilde yetiştiriyoruz.
									","
											Dieser Wald wächst als Ganzes.
											Wenn dieselben Bäume —
											dieselben Arten —
											unabhängig voneinander
gepflanzt worden wären,
											würde er nicht so schnell wachsen.
											Und so erschaffen wir
einen hundertjährigen Wald
											in nur zehn Jahren.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											Thank you very much.
									","
											Muchas gracias.
									","
											Muito obrigado.
									","
											Çok teşekkürler.
									","
											Vielen Dank.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
