en,es,fr,tr,de,title,speaker,duration,tags
"
											But of course, as I mentioned
at the beginning of this talk,
											we have to temper some of this optimism
											with a healthy dose of caution,
											and that's largely because
the data are still being determined.
											At the end of last year,
											after roughly three years
of pretty steady global carbon emissions,
											scientific projections suggest
											that global emissions
may be on the rise again
											and that could be due to increases
in China's fossil fuel consumptions,
											so they may not have reached
that peak that I showed earlier.
											But of course, the statistics
and the data are still murky
											and that's because China regularly revises
its coal statistics after the fact.
											Actually, it's funny,
											since I've been here I've been
having a debate on Twitter
											with other climate modelers,
											trying to figure out
whether China's carbon emissions
											have gone up, gone down or whether
they're staying relatively stable.
											And of course, China is still
a rapidly developing country.
											It's still experimenting
with a range of policies,
											like dockless bike sharing,
											which has been hailed as a possible
sustainable transport solution.
											But then we have images
of this bicycle graveyard
											that tell a more cautionary tale.
											Sometimes, solutions can move too fast
											and outpace demand.
											And of course,
coal is still king in China,
											at least for now.
									","
											Pero por supuesto, como mencioné 
al principio de esta charla,
											tenemos que templar un poco este optimismo
											con una dosis saludable de precaución
											y eso es, en gran parte, porque
los datos aún están siendo comprobados.
											Al final del año pasado,
											tras casi tres años de emisión 
global de carbón bastante estable,
											las proyecciones científicas sugieren
											que las emisiones quizás 
estén subiendo nuevamente
											y eso puede ser debido al incremento en
el consumo de combustible fósil en China.
											Entonces quizás no hayan alcanzado 
el pico que les mostré antes.
											Pero por supuesto, las estadísticas y 
la información aún son confusas
											y eso es así porque China revisa sus 
estadísticas sobre carbón luego del hecho.
											En realidad, esto es gracioso,
											desde que estoy aquí he mantenido
un debate en Twitter
											con otros modeladores de clima,
											tratando de ver si 
la emisión de carbón en China
											ha subido, bajado o se mantiene estable.
											Y por supuesto, China es aún un país 
con un desarrollo muy rápido.
											Aún está experimentando con 
una gama de políticas,
											como uso compartido de bicicletas,
											que ha sido presentado como 
una solución de transporte sustentable.
											Pero luego tenemos imágenes de 
este cementerio de bicicletas
											que cuentan una historia aleccionadora.
											A veces, las soluciones 
se mueven muy rápido
											y superan la demanda.
											Y por supuesto, el carbón aún
es el rey en China,
											al menos por ahora.
									","
											Bien sûr, comme je l'ai dit
au début de mon intervention,
											cet optimisme doit être tempéré
											par une dose raisonnable de précaution
											et ceci en grande partie car
les données sont encore à valider.
											A la fin de l'année dernière,
											après environ trois ans d'analyses
poussées sur les émissions de CO2,
											les projections scientifiques suggèrent
											que les émissions de CO2
pourraient augmenter à nouveau
											en raison de la croissance de
la consommation d'énergies fossiles,
											Le pic que j'ai montré plus tôt
pourrait être dépassé.
											Mais bien sûr, les statistiques et
les données ne sont pas encore précises
											car la Chine révise régulièrement ses
données sur le charbon après coup.
											En fait, c'est amusant,
											car depuis que je suis ici,
j'ai débattu sur Twitter
											avec d'autres experts du climat
											pour tenter de savoir si
les émissions chinoises de CO2
											avaient augmenté, diminué,
ou étaient restées stables.
											Et bien sûr, la Chine est encore
un pays en fort développement.
											Elle expérimente encore
de nombreuses politiques,
											comme les vélos
en libre-service sans station,
											salués comme une solution potentielle
de transport durable.
											Mais ces images de cimetière de vélos
											dépeignent une histoire plus inquiétante.
											Parfois, les solutions avancent trop vite
											et dépassent la demande.
											Et bien sûr, le charbon est
toujours roi en Chine,
											du moins pour le moment.
									","
											Ancak bu konuşmanın başında
bahsettiğim gibi
											bu iyimserliğe bakış açımız
											biraz da olsa ihtiyatlı olmalı
											ve bunun sebebi
verilerin hâlâ değerlendiriliyor olması.
											Geçen yılın sonunda,
											oldukça dengeli karbon salınımı
ile geçen kabaca üç yıldan sonra,
											bilimsel tahminlere göre
											küresel salınımlar
yeniden artış gösterebilir
											ve bunun sebebi Çin'in
fosil yakıtları tüketimindeki artış,
											o yüzden gösterdiğim zirveye
ulaşamamış olabilirler.
											Ancak tabii istatistikler ve verilerde
hâlâ belirsizlik var
											çünkü Çin düzenli olarak
kömür istatistiklerini revize ediyor.
											Aslında oldukça tuhaf,
											burada olduğum süre boyunca
başka iklim araştırmacılarıyla
											bir tartışmanın içindeyim,
											Çin'in karbon salınımları
artışta mı, düşüşte mi
											yoksa nispeten dengeli mi
buna karar vermeye çalışıyoruz.
											Bir de Çin'in hızla büyüyen
bir ülke olması söz konusu.
											Hâlâ geniş yelpazede
bir dizi politikayı deniyorlar,
											mesela halk için bisikletler,
											sürdürülebilir bir ulaşım çözümü
olarak ortaya çıktı.
											Sonra da bu bisiklet
mezarlığına şahit olduk,
											daha uyarıcı bir hikâyeye dönüştü.
											Bazen çözümler çok hızlı devreye giriyor
											ve talep geride kalıyor.
											Tabii bir de kömür Çin'de hâlâ kral,
											en azından şu an öyle.
									","
											Nichtsdestotrotz, wie ich zu Beginn
dieser Rede erwähnte,
											müssen wir diesen Optimismus
ein wenig zügeln
											mit einer gesunden Portion Vorsicht
											und das überwiegend, weil die Daten
nach wie vor ermittelt werden.
											Ende letzten Jahres,
											nach knapp drei Jahren ziemlich
konstanter globaler CO2-Emissionen,
											wiesen wissenschaftliche
Prognosen darauf hin,
											dass globale Emissionen
wieder ansteigen könnten,
											nämlich wegen Chinas erhöhtem
Verbrauch fossiler Brennstoffe,
											sodass sie noch nicht den Höhepunkt,
den ich vorhin zeigte, erreicht haben.
											Gleichwohl sind die Statistiken
und die Daten noch düster
											und das, weil China regelmäßig im
Nachhinein seine Kohlestatistiken ändert.
											Eigentlich ist das lustig,
											seit ich hier bin, hatte ich
eine Diskussion auf Twitter
											mit Erstellern von Klimamodellen
											und versuchte herauszufinden,
ob Chinas CO2-Emissionen
											gestiegen, gesunken
oder relativ stabil geblieben sind.
											Natürlich ist China nach wie vor
ein sich rasant entwickelndes Land.
											Es experimentiert noch mit
einer Reihe von Strategien,
											wie Fahrradverleihsystemen,
											die als eine nachhaltige
Transportmöglichkeit bejubelt wurden.
											Dann haben wir jedoch Bilder
dieses Fahrrad-Friedhofs,
											die eine alarmierende Geschichte erzählen.
											Manchmal können Lösungen zu weit gehen
											und die Nachfrage übertreffen.
											Natürlich ist Kohle immer noch
der König in China,
											zumindest fürs Erste.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											So why should we care about
what China is doing on the environment?
											Well, what China does at home
on the environment
											can have global implications
for the rest of us.
											To borrow a line from Chai Jing,
											we're all under the same dome,
											and air pollution that originates in China
											can travel beyond its borders
											and affect populations
as far away as those in North America.
											China's not only exporting air pollution,
											but they're also exporting aid,
infrastructure, technology abroad.
											President Xi Jinping in 2013 announced
the One Belt, One Road Initiative,
											a massive, one-trillion-US-dollar
infrastructure investment project
											in more than 60 other countries.
											And historically, when we've seen
											that China has made
these infrastructure investments abroad,
											they haven't always been clean.
											The Global Environment Institute,
a Chinese civil society group,
											found that in the last 15 years,
											China has invested in more
than 240 coal-fired power plants
											in more than 68 countries
											affiliated with the One Belt,
One Road Initiative.
											That's more than a quarter of China's
own domestic coal-fired capacity
											that is exported abroad.
									","
											Y ¿por qué nos debiera importar 
lo que hace China por el ambiente?
											Lo que este haciendo China
en su casa, en el ambiente,
											puede tener implicación global 
para el resto de nosotros.
											Tomando una frase de Chai Jing,
											estamos todos bajo el mismo domo,
											y la contaminación del aire
originada en China
											puede viajar a través de su frontera
											y afectar poblaciones tan lejanas
como aquellas en América del Norte.
											China no solo está exportando 
contaminación del aire,
											también están exportando ayuda,
infraestructura, tecnología.
											El Presidente Xi Jinping anunció en 2013
la iniciativa One Belt, One Road,
											un enorme proyecto de inversión en
infraestructura de USD 1 billón
											en más de 60 países.
											Historicamente, cuando hemos visto
											inversiones que China hizo
en infraestructura en el exterior,
											no siempre han sido limpias.
											El Instituto Global del Ambiente,
una asociación civil china,

											fundada en los últimos 15 años,
											ha invertido en más de 240 
plantas de energía de carbón
											en más de 68 países
											afiliados a la iniciativa 
One Belt, One Road.
											Eso es más que la cuarta parta de la 
capacidad de carbón doméstica de China
											que se exporta al exterior.
									","
											Alors pourquoi se soucier de ce que
fait la Chine pour l'environnement ?
											En fait, ce que fait la Chine
pour l'environnement
											peut avoir un impact global
pour nous tous.
											Pour reprendre une citation de Chai Jing,
											nous sommes tous sous le même dôme.
											La pollution de l'air venant de Chine
											peut voyager au-delà de ses frontières
											et toucher des populations aussi
éloignées que celles d'Amérique du Nord.
											La Chine n'exporte pas seulement
sa pollution de l'air,
											mais aussi de l'aide, des infrastructures
et de la technologie.
											Xi Jinping a annoncé en 2013 l'initiative
des Nouvelles routes de la soie,
											un projet d'investissement en milliards
de dollars dans les infrastructures
											dans plus de 60 pays.
											Historiquement, quand on a vu
											la Chine faire des investissements
si importants,
											ils n'ont pas toujours été propres.
											L'Institut Global de l'Environnement,
une association chinoise,
											a découvert que, ces 15 dernières années,
											la Chine a investi dans plus de 240 usines
à charbon de production électrique
											dans plus de 68 pays
											en lien avec
les Nouvelles routes de la soie.
											C'est plus du quart
de la capacité interne de la Chine
											qui est exportée à l'étranger.
									","
											O hâlde Çin'in çevre konusunda
ne yaptığı konusunu niçin umursayalım?
											Çünkü Çin'in çevre konusunda yaptıkları
											tüm geri kalanlarımız için
küresel sonuçlar doğurabilir.
											Chai Jing'in dediği gibi
											hepimiz aynı kubbenin altında yaşıyoruz
											ve Çin'de meydana gelen hava kirliliği
											sınırların ötesine geçerek
											Kuzey Amerika gibi uzaktaki
nüfusları bile etkileyebilir.
											Çin sadece hava kirliliği değil
											ayrıca yardım, alt yapı
ve teknoloji de ihraç ediyor.
											Başkan Xi Jinping, bir milyon dolarlık
devasa alt yapı yatırım projesi
											One Belt, One Road hareketini
2013 yılında
											60'tan fazla ülkede ilan etti.
											Tarihsel olarak
											Çin, yurt dışında
alt yapı yatırımları yaptığında
											her zaman temiz olmadılar.
											Çinli bir sivil toplum örgütü olan
Global Environment Institute
											son 15 yıl içerisinde
											68'den fazla ülkede
											Çin'in 240'tan fazla kömürle çalışan
elektrik santral yatırımı yaptığını buldu,
											hepsi One Belt, One Road hareketine bağlı.
											Bu, yurtdışına ihraç edilen
Çin'in kendi kömür kapasitesinden
											bir çeyrek daha fazla.
									","
											Warum sollten wir uns also darum kümmern,
was China mit der Umwelt macht?
											Nun, was China der Umwelt zu Hause antut,
											kann globale Folgen
für den Rest von uns haben.
											Um eine Zeile von Chai Jing zu zitieren,
											wir sind alle unter demselben Himmelszelt,
											und Luftverschmutzung,
die in China ihren Anfang nimmt,
											kann über seine Grenze hinaus wandern
											und Bevölkerungen weit weg betreffen,
wie die in Nordamerika.
											China exportiert nicht nur
Luftverschmutzung,
											sondern sie exportieren auch Hilfe,
Infrastruktur und Technologie im Ausland.
											Präsident Xi Jinping kündigte 2013
die ""One Belt, One Road""-Initiative an,
											ein massives, eine Milliarde US-Dollar
Infrastruktur-Investitionsprojekt
											in mehr als 60 anderen Ländern.
											Historisch betrachtet
											sind die Infrastruktur-Investitionen,
die China im Ausland tätigte,
											nicht immer sauber gewesen.
											Das Global Environment Institute,
eine chinesische bürgerliche Gesellschaft,
											fand heraus, dass in den letzten 15 Jahren
											China in mehr als 240 Kohlekraftwerke
											in mehr als 68 Ländern investiert hat,
											im Zusammenhang mit
der ""One Belt, One Road""-Initiative.
											Mehr als ein Viertel von Chinas
heimischer Kohlekraftwerks-Kapazität,
											die da ins Ausland exportiert wird.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											So we can see that even though
China is cleaning up at home,
											it's exporting some of that pollution
											to other countries,
											and greenhouse gas emissions
simply don't have a passport.
											So when we're trying
to evaluate this question
											of whether or not China
is actually leading,
											we can see it's still
very much an open debate.
									","
											Y vemos que, aún cuando China
está limpiando la casa,
											está exportando algo de esa contaminación
											a otros países,
											y las emisiones de gases invernadero
simplemente no tienes pasaporte.
											Y al tratar de evaluar esta cuestión
											sobre si China está 
realmente liderando o no
											podemos ver que aún es un debate abierto.
									","
											Donc, on peut voir que même si
la Chine fait le ménage chez elle,
											elle exporte une partie de cette pollution
											dans d'autres pays,
											et les gaz à effet de serre
n'ont pas de passeport.
											Donc quand on essaie de savoir
											si la Chine est en tête ou non,
											on peut voir que le débat
est toujours ouvert.
									","
											Yani Çin kendi sınırlarını
temizliyor olsa da
											bu kirliliğin bir kısmını
											başka ülkelere ihraç ediyor
											ve sera gazı salınımlarının
bir pasaportu yok.
											Yani Çin'in nasıl bir yol
izlediği hakkında
											değerlendirme yapmaya çalışırken
											bunun tam tamına
bir açık oturum olduğunu görüyoruz.
									","
											Also können wir sehen,
dass obwohl China zu Hause aufräumt,
											es etwas von dieser Verschmutzung
											in andere Länder exportiert
											und die Treibhausgasemissionen
haben nun mal keinen Reisepass.
											Wenn wir also versuchen,
diese Frage zu bewerten,
											ob China wirklich Vorbild ist oder nicht
											können wir sehen, dass es nach wie vor
eine laufende Diskussion ist.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											But time is running out.
											I've studied the climate models,
and the outlook is not good.
											We still have a gap
between current policies
											and what needs to happen if we want
to avoid dangerous climate change.
											Leadership is what we desperately need,
											but it's not coming
from the US, for example.
											The US administration last June
announced its intent
											to withdraw from
the Paris Climate Agreement,
											so now people are looking towards China
to fill that leadership void.
									","
											Pero el tiempo se está acabando.
											He estudiado modelos climáticos, y
la perspectiva no es buena.
											Aún tenemos una brecha entre
las políticas vigentes
											y lo que debe suceder si queremos
evitar el peligroso cambio climático.
											Liderazgo es lo que necesitamos 
desesperadamente,
											pero ello no vendrá de EE. UU.
											El gobierno de EE. UU. anunció
en junio su intención
											de retirarse del 
Acuerdo Climático de París.
											por eso la gente está mirando a
China para llenar el vacío de liderazgo.
									","
											Mais le temps presse.
											J'ai étudié les modèles climatiques
et les projections ne sont pas bonnes.
											Il y a toujours un écart
entre les politiques actuelles
											et ce dont nous avons besoin pour éviter
de dangereux changements climatiques.
											Nous avons désespérément
besoin d'un leader
											mais il ne vient pas des États-Unis,
par exemple.
											En juin dernier, l'administration
américaine a annoncé son intention
											de se retirer de
l'Accord de Paris sur le climat,
											et les gens se tournent maintenant vers
la Chine pour trouver ce leader.
									","
											Ancak zaman tükeniyor.
											Ben iklim modelleri üzerinde çalıştım
ve vaziyet iyi görünmüyor.
											Tehlikeli iklim değişikliğinden
kaçınmak istiyorsak
											mevcut politikalar ve yapılması gerekenler
arasındaki boşluğa dikkat çekilmeli.
											Liderliğe çok ihtiyacımız var
											ama mesela ABD'den bu yardımı almıyoruz.
											ABD yönetimi geçtiğimiz Haziran ayı
											Paris İklim Anlaşmasından
çekilme kararını ilan etti,
											şu an insanlar boşalan bu liderlik
koltuğu için gözlerini Çin'e çevirdi.
									","
											Aber die Zeit läuft davon.
											Ich habe Klimamodelle studiert
und die Aussichten sind nicht gut.
											Es gibt immer noch eine Lücke
zwischen aktuellen Strategien
											und dem, was getan werden muss, um einen
gefährlichen Klimawandel zu vermeiden.
											Wir benötigen dringend einen Vorreiter.
											Aber er kommt beispielsweise
nicht von den USA.
											Die Regierung der USA hat letzten Juni
ihre Absicht angekündigt,
											vom Pariser Klimaabkommen zurückzutreten,
											sodass die Leute nun nach China blicken,
um diese Führungslücke zu füllen.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											So China is very much in the driver's seat
											determining our global
environmental future.
											What they do on carbon trading,
											on clean energy, on air pollution,
											we can learn many lessons.
											One of those lessons is that clean energy
is not just good for the environment,
											it can save lives
by reducing air pollution.
											It's also good for the economy.
											We can see that last year,
											China was responsible
for 30 percent of the global growth
											in green jobs.
											The US? Only six.
									","
											Por lo que China está sentado al mando
											determinando el futuro 
de nuestro ambiente.
											Lo que hacen con el comercio del carbón,
											en energía limpia, 
en contaminación del aire,
											podemos aprender varías lecciones.
											Una enseñanza es que la energía limpia 
no solo es buena para el ambiente,
											salva vidas al reducir 
la contaminación del aire.
											Sirve también a la economía,
											Podemos ver que en el último año,
											China fue responsable del 30 % 
del crecimiento global
											en trabajos verdes.
											¿EE. UU.? Solo 6 %.
									","
											La Chine peut devenir l'acteur-clé
											de notre futur environnemental.
											Ce qu'ils font sur le négoce de carbone,
											sur les énergies propres,
la pollution de l'air,
											peut nous apprendre beaucoup.
											Une des leçons est que l'énergie propre
n'est pas bonne que pour l'environnement,
											elle peut sauver des vies
en réduisant la pollution de l'air.
											C'est aussi positif pour l'économie.
											L'an dernier,
											la Chine a contribué à hauteur de 30%
de la croissance globale
											des emplois de l'économie verte.
											Les États-Unis ? Seulement 6%.
									","
											Yani Çin küresel çapta
çevremizin geleceği için
											sürücü koltuğunda oturuyor.
											Karbon ticareti, temiz enerji
											ve hava kirliliği için yaptıklarından
											pek çok ders çıkarabiliriz.
											Bu derslerden biri de temiz enerjinin
çevre için sadece iyi değil
											ayrıca hava kirliliğini azaltarak
hayat kurtardığı.
											Ekonomi için de iyi.
											Görüyoruz ki geçen yıl,
											Çin, çevresel işlerde küresel büyümenin
											yüzde 30'undan sorumluydu.
											Peki ya ABD? Sadece altı.
									","
											Also sitzt China auf dem Fahrersitz
											und bestimmt unsere globale
umwelttechnische Zukunft.
											Wir können von ihrem Kohlenstoffhandel,
											von sauberer Energie
und von Luftverschmutzung
											viele Lektionen lernen.
											Eine dieser Lektionen ist, dass saubere
Energie nicht nur gut für die Umwelt ist,
											sie kann Leben durch die Reduzierung
der Luftverschmutzung retten.
											Es ist auch gut für die Wirtschaft.
											Wir können sehen, dass China letztes Jahr
											für 30 Prozent des globalen Wachstums
											grüner Jobs verantwortlich war.
											Die USA? Nur für sechs.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											So the picture that I just painted for you
											hopefully seems much different
											from those murky,
foggy air quality statistics
											to a much clearer picture
of China's clean energy.
											And even though China
is headed in the right direction,
											we know that there's still
a very long road ahead.
									","
											El panorama que acabo de mostrarles
											por suerte parece muy diferente
											de esas estadísticas 
turbias y oscuras del aire
											hacia un panorama más claro 
de la energía limpia en China.
											Y aunque China está orientada 
en la dirección correcta,
											sabemos que todavía queda 
un camino largo por recorrer.
									","
											Le portrait que je vous ai dépeint
											paraît très contrasté
											entre les statistiques sombres
de la qualité de l'air
											et cette image plus positive
des énergies propres en Chine.
											Et même si la Chine va dans
la bonne direction,
											nous savons que le chemin
est encore très long.
									","
											Size anlattığım bu tablo,
											umuyorum ki o bulanık,
											sisli hava kalitesi istatistiklerinden
çok daha farklı,
											Çin'in temiz enerjisinin
tertemiz tablosuna daha çok benziyordur.
											Çin doğru yolda ilerlese de
											önümüzde hâlâ uzun bir yol var.
									","
											So scheint das Bild,
das ich für Sie geschaffen habe,
											hoffentlich vollkommen anders
											als diese düsteren, nebeligen
Luftqualität-Statistiken,
											als ein deutlich klareres Bild
von Chinas sauberer Energie.
											Obwohl China auf den
richtigen Weg zusteuert,
											wissen wir alle, dass noch
ein sehr langer Weg bevorsteht.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											So let me ask you once more:
Is seeing believing?
											Can we trust the data and the statistics
											that show that China's
air quality is coming down
											and that its war on coal
is actually having an effect?
											Well, let's take a look
at some of the latest satellite images
											of China's solar power installations.
											I want you to look
very closely at this image.
											Can you see?
											The proof may just be in the pandas.
									","
											Y déjenme preguntarles una vez más: 
¿Ver es creer?
											¿Podemos creer los datos y estadísticas
											que muestran que la calidad 
de aire de China está bajando
											y que su guerra contra el carbón 
realmente está dando resultado?
											Bueno, miremos algunas de las
últimas imágenes satelitales
											de las instalaciones de 
energía solar de China.
											Quiero que miren 
detenidamente esta imagen.
											¿Pueden verla?
											La prueba puede estar en los pandas.
									","
											Alors posons-nous encore la question :
Est-ce que voir, c'est croire ?
											Peut-on croire les données
et les statistiques
											qui montrent un effondrement
de la qualité de l'air
											alors que son combat contre le charbon
a un réel impact ?
											Regardons quelques images
satellites récentes
											des installations solaires chinoises.
											Regardez attentivement ces images.
											Vous voyez ?
											La preuve pourrait bien se trouver
dans les pandas.
									","
											O yüzden bir kez daha sormak istiyorum:
Görmek inanmak mı?
											Çin'in hava kalitesinin düşüşte olduğu,
											kömüre açılan savaşta
yol katetildiği konusunda
											veri ve istatistiklere güvenebilir miyiz?
											Son uydu görüntülerine bir göz atalım,
											Çin'in güneş enerjili kurulumları.
											Bu görsele çok dikkatli
bakmanızı istiyorum.
											Görebiliyor musunuz?
											Kanıt pandalarda olabilir.
									","
											Also lassen Sie mich einmal mehr fragen:
Ist Sehen gleich Glauben?
											Können wir den Daten
und Statistiken glauben,
											die zeigen, dass Chinas
Luftqualität steigt
											und dass sein Krieg gegen Kohle
tatsächlich einen Effekt hat?
											Lassen Sie uns einen Blick werfen
auf die neuesten Satellitenbilder
											von Chinas Solarenergie-Installationen.
											Ich möchte, dass Sie sehr genau
auf dieses Bild schauen.
											Können Sie es sehen?
											Der Beweis könnten die Pandas sein.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											Thank you so much.
									","
											Muchas gracias.
									","
											Merci beaucoup.
									","
											Çok teşekkürler.
									","
											Vielen Dank.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											(Applause)
									","
											(Aplauso)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Applaus)
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
