en,tr,pt,de,fr,title,speaker,duration,tags
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											So the coalition system
makes everything complex,
											and I'm always waiting here in the US
											for the primaries,
the end of the primaries,
											because that's a moment
where you need to demonstrate unity.
											Now let me first show you
how the unity is shown in chimpanzees.
											What you see here is two males on the left
											who are standing together.
											You also see the big
canine teeth that they have.
											And they're standing together and they
demonstrate to the rest of the group,
											""We are together. We are a unit.""
											The males on the right
are walking together in synchrony.
											That's another way of demonstrating
that you are together.
											And so demonstrating unity
is extremely important
											in a coalition system,
											and as I said, in the primaries
always I'm waiting for that moment
											because then you have
two members of the same party
											who have been fighting with each other,
											and they need to come
together at some moment.
											And it leads to very awkward situations.
											People who don't like each other
need to embrace each other
											and stand together,
											and that's absolutely essential
for the unity of the party,
											and if you don't do that,
the party may fall apart.
											And so if it doesn't go well,
like in this particular case —
									","
											Bu koalisyon sistemi
her şeyi karıştırıyor,
											ben de ABD'de her zaman
											seçimlerin sona ermesini
merakla bekliyorum,
											çünkü birliktelik göstermeniz
gereken bir an oluyor.
											Şempanzelerin nasıl birliktelik
gösterdiğini size göstereyim.
											Burada sol tarafta birlikte duran
											iki erkek görüyorsunuz.
											Hatta büyük köpek
dişlerini de görebilirsiniz.
											Birlikte duruyorlar ve grubun
geri kalanını temsil ediyorlar:
											''Birlikteyiz. Hep beraberiz.''
											Sağ taraftaki erkekler
senkron içinde yürüyorlar.
											Birlikte olduğunuzu göstermenin
başka bir yolu daha var.
											Bir koalisyon sisteminde
birliktelik göstermek
											aşırı derecede önemli,
											dediğim gibi, seçimlerde de
her zaman o anu bekliyorum
											çünkü aynı partiden olup
											birbiriyle tartışan iki kişi oluyor
											ve bir noktada birliktelik
göstermeleri gerek.
											Tabii bu da sıkıntılı
durumlara yol açıyor.
											Birbirini sevmeyen insanlar
birbirlerine kucak açıyor
											ve birlikte hareket ediyorlar,
											bir partinin bütünlüğü için
çok önemli bir etken
											ve eğer bunu yapmazsanız
parti yıkılabilir.
											Burada olduğu gibi
eğer işler yolunda gitmezse...
									","
											O sistema de coligação
torna tudo muito complexo
											e eu estou sempre à espera,
aqui nos EUA,
											das primárias, do fim das primárias
											porque é um momento
em que precisamos de mostrar unidade.
											Agora vou mostrar como a unidade
se verifica nos chimpanzés.
											Vemos aqui dois machos à esquerda,
ambos de pé.
											Também vemos os grandes
dentes caninos que têm.
											Estão os dois juntos, de pé,
e demonstram ao resto do grupo:
											""Estamos juntos. Somos uma unidade"".
											Os machos à direita
caminham juntos em sincronia.
											É outra forma de demonstrar
que estão juntos.
											Demonstrar a unidade
é extremamente importante
											num sistema de coligação.
											Como eu disse, nas primárias
estou sempre à espera deste momento
											porque temos dois membros
do mesmo partido
											que têm estado a lutar
um contra o outro
											e precisam de se unir
em qualquer momento.
											Isso leva a situações muito embaraçosas.
											Pessoas que não gostam uma da outra
precisam de se abraçar
											e de estarem juntas.
											Isso é mais que essencial
para a unidade do partido.
											Se não o fizerem,
o partido pode desfazer-se.
											Por isso, se as coisas correm mal,
como neste caso em especial...
									","
											Das Koalitionssystem macht alles komplex.
											Hier in den USA warte ich immer
											auf das Ende der Vorwahlen.
											Denn das ist ein Moment, in dem man
Einheit demonstrieren muss.
											Lassen Sie mich zunächst zeigen,
wie Einheit bei Schimpansen gezeigt wird.
											Hier sehen Sie auf
der linken Seite zwei Männer,
											die zusammen stehen.
											Sie sehen auch die großen
Eckzähne, die sie haben.
											Sie stehen zusammen und
demonstrieren dem Rest der Gruppe:
											""Wir sind zusammen.
Wir sind eine Einheit.""
											Die Männchen auf der rechten Seite
laufen synchron miteinander.
											Das ist eine andere Art zu zeigen,
dass man zusammen ist.
											Einheit zu demonstrieren ist sehr wichtig
											in einem Koalitionssystem.
											Wie gesagt, bei den Vorwahlen
warte ich immer auf diesen Moment
											denn dann hat man zwei
Mitglieder derselben Partei
											die gegeneinander gekämpft haben.
											Sie müssen sich irgendwann wieder einigen.
											Das führt zu sehr peinlichen Situationen.
											Menschen, die sich nicht
mögen, müssen sich umarmen
											und zusammenstehen.
											Das ist absolut notwendig
für die Einheit der Partei.
											Tun sie das nicht, kann
die Partei auseinander fallen.
											Wenn es nicht gut läuft,
wie in diesem speziellen Fall —
									","
											Ce système de coalitions 
complexifie donc les choses.
											Ici, aux États-Unis, j'attends toujours
											les primaires, la fin des primaires,
											parce que c'est un moment 
où il faut faire preuve d'unité.
											Je vais vous montrer comment
l'unité se manifeste chez les chimpanzés.
											Vous voyez ici deux mâles à gauche
											debout, côte à côte.
											Vous voyez bien leurs grandes canines.
											Côte à côte, ils font une démonstration
pour le reste du groupe :
											« Nous sommes ensemble.
Nous sommes unis. »
											Les mâles sur la droite marchent 
ensemble, synchronisés:
											c'est une autre manière
de manifester l'unité.
											Faire preuve d'unité
est donc extrêmement important
											dans un système de coalitions ;
											et comme je disais, j'attends toujours
de voir ça aux primaires
											parce que vous avez alors 
deux membres du même parti
											qui se sont battus l'un contre l'autre,
											et qui doivent s'unir à un moment donné.
											Ça donne lieu à des situations 
très embarrassantes.
											Les rivaux doivent s'accepter mutuellement
											et être solidaires,
											ce qui est absolument essentiel
pour l'unité du parti,
											sinon, le parti pourrait s'effondrer.
											Et, si ça ne fonctionne pas,
comme dans ce cas particulier —
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Lachen)
									","
											(Rires)
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											then the party is in deep doo-doo
											because they have not demonstrated unity.
											So that's a very important part
of the coalition system,
											and that's something that we share
between humans and chimpanzees.
									","
											o zaman partinin işi bitti demektir
											çünkü bütünlük göstermediler.
											Yani koalisyon sisteminde bu çok önemli
											ve insanlar ve şempanzelerde
bu durum benzer.
									","
											o partido fica lixado
											porque não conseguiu demonstrar unidade.
											É uma parte muito importante
do sistema de coligação
											e é uma coisa que partilhamos
entre seres humanos e chimpanzés.
									","
											dann steckt die Party in großem Mist,
											weil sie keine Einheit bewiesen haben.
											Das ist also ein sehr wichtiger
Teil des Koalitionssystems,
											und das ist etwas, was wir Menschen
mit den Schimpansen gemeinsam haben.
									","
											le parti se retrouve dans le pétrin
											faute d'avoir fait preuve d'unité.
											C'est donc une dimension essentielle
du système de coalitions,
											et c'est quelque chose
que nous partageons avec les chimpanzés.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											Now, how do you become an alpha male?
											First of all, you need to be
impressive and intimidating
											and demonstrate your vigor on occasion
											and show that you are very strong,
											and there's all sorts
of ways of doing that.
											But other things that you need to do
is you need to be generous.
											So, for example,
males who go on a campaign
											to dethrone the leader,
											which may take two or three months
											where they're testing
all the coalitions in the group,
											they also become extremely generous.
											They share food very easily with everyone.
											Or they start to tickle
the babies of the females.
											They're normally, male chimpanzees,
not particularly interested in infants,
											but when they are campaigning like that,
											they get very interested in infants
and they tickle them,
											and they try to curry favor
with the females.
									","
											Peki nasıl alfa oluyorsunuz?
											Etkileyici ve taviz vermiyor
olmanız lazım,
											ara sıra kudretinizi göstereceksiniz
											ve güçlü olduğunuz görünecek.
											Bunu yapmanın pek çok yolu var.
											Ancak bunun yanında
cömert olmanız da gerek.
											Lideri yerinden etmek için
											karar kılmış erkekleri örnek verelim,
											bunu yapmak iki üç ay sürebilir
											çünkü grutaki tüm koalisyonları
test ediyor olacaklar,
											ayrıca çok cömert olmaları da lazım.
											Bu süreçte herkesle yiyecek paylaşırlar.
											Dişilerin bebekleriyle oynarlar.
											Erkek şempanzeler genellikle
yavrulara pek ilgili olmaz
											ama konu siyaset yapmaya geldiğinde
											yavrulara çok ilgili olur,
onlarla oyun oynarlar
											ve dişilere yalakalık yaparlar.
									","
											Agora, como é que nos tornamos
um macho alfa?
											Primeiro, temos que
impressionar e intimidar
											e demonstrar o nosso vigor quando preciso
											e mostrar que somos muito fortes
											e que há todo o tipo de formas
de fazer isso.
											Mas também há outras coisas,
é preciso ser generoso.
											Por exemplo, os machos fazem campanha
para destronar o líder,
											o que pode levar dois a três meses,
											em que eles vão testando
todas as coligações do grupo.
											Tornam-se muito generosos.
											Partilham comida muito facilmente
com toda a gente.
											Ou começam a brincar
com as crias das fêmeas.
											Os chimpanzés machos normalmente,
não se interessam muito por bebés
											mas, quando andam em campanha,
											ficam muito interessados nos bebés
e fazem-lhes cócegas
											e tentam cair nas boas graças das fêmeas.
									","
											Wie wird man ein Alpha-Mann?
											Zunächst muss man beeindruckend
und einschüchternd sein,
											und man zeigt gelegentlich seine Kraft,
											beweist, dass man sehr stark ist.
											Es gibt viele Möglichkeiten, das zu tun.
											Sie müssen aber auch großzügig sein.
											Zum Beispiel werden Männchen,
die eine Kampagne machen
											um den Anführer zu entthronen,
was zwei oder drei Monate dauern kann,
											in denen sie alle Koalitionen
in der Gruppe testen,
											auch sehr großzügig.
											Sie teilen sehr gerne Essen mit allen.
											Oder sie beginnen die Babys
der Weibchen zu kitzeln.
											Männliche Schimpansen sind gewöhnlich
kaum an Kleinkindern interessiert,
											aber wenn sie im Wahlkampf sind,
											interessieren sie sich sehr
für Kinder, kitzeln sie,
											und versuchen, sich bei
den Frauen einzuschmeicheln.
									","
											Comment devenir un mâle alpha ?
											Tout d'abord, vous devez être 
impressionnant et intimidant,
											faire preuve de vigueur par moments,
											et montrer que vous êtes très fort.
											Il y a toutes sortes de
façons d'y parvenir.
											Mais vous devez aussi
vous montrer généreux.
											Par exemple, lorsque les mâles
partent en campagne
											pour détrôner le leader,
											ce qui peut prendre deux ou trois mois,
											ils testent toutes les coalitions
présentes au sein du groupe,
											ils se montrent également très généreux.
											Ils partagent aisément 
la nourriture entre eux
											ou se mettent à chatouiller 
les bébés des femelles...
											En temps normal, les mâles ne 
s'intéressent pas beaucoup aux bébés,
											mais lorsqu'ils sont en campagne,
											ils s'y intéressent beaucoup, 
ils les chatouillent,
											et cherchent à se faire
apprécier des femelles.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Lachen)
									","
											(Rires)
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											So in humans, of course,
											I am always intrigued
by these men who are candidates
											and hold babies up like this.
											This is not particularly
something that babies like —
									","
											Biz insanlarda da
											aday olup bebekleri kucaklayan erkekler
											her zaman ilgimi çekmiştir.
											Bu, bebeklerin sevdiği bir şey değil...
									","
											O mesmo com os seres humanos, claro.
											Eu fico sempre muito intrigado
com esses candidatos
											que agarram em bebés desta forma,
											Não é uma forma que os bebés
gostem muito.
									","
											Bei Menschen
											bin ich immer fasziniert von diesen
Männern, die als Kandidaten
											die Babys so hoch halten.
											Nicht, dass die Babys
das besonders mögen —
									","
											Ainsi, chez les humains,
											je suis très intrigué par ces
hommes qui sont candidats
											qui soulèvent les bébés comme ceci.
											Ça ne plait pas forcément aux bébés —
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Lachen)
									","
											(Rires)
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											but since it is a signal
to the rest of the world,
											they need to hold them in the air.
											And I was really intrigued by,
											when we had a female candidate
in the last election,
											the way she held babies
was more like this,
											which is what babies really like.
											But she of course
didn't need to send the message
											that she could hold a baby
without dropping it,
											which was what the man was doing.
									","
											ama dünyanın geri kalanına
mesaj vermek için
											onları böyle havaya kaldırmaları gerek.
											Bu benim gerçekten ilgimi çekiyordu,
											son seçimlerde bir kadın adayımız vardı
											ve bebeği tutuş şekli daha çok böyleydi,
											böyle tutunca hoşlarına gidiyor.
											Ama kadının amacı dünyaya mesaj verip
											bebeği düşürmeden
tutabileceğini göstermek değildi,
											adam tam da bunu yapıyordu.
									","
											Mas, como é um sinal
para o resto do mundo,
											precisam de agarrá-los assim no ar.
											Fiquei mesmo muito intrigado
											quando vimos, nas últimas eleições
											como uma candidata pegava em bebés
desta forma,
											que é como os bebés gostam.
											Mas, claro, ela não precisava
de enviar a mensagem
											de que podia pegar num bebé
sem o deixar cair
											que era o que o homem estava a fazer.
									","
											aber weil es ein Signal für
den Rest der Welt ist,
											müssen sie sie in die Luft halten.
											Ich war wirklich fasziniert,
											als wir bei den letzten Wahlen
eine Kandidatin hatten,
											hat sie die Babys eher so gehalten,
											was Babys wirklich mögen.
											Sie musste auch nicht beweisen,
dass sie Babys halten kann,
											ohne sie fallen zu lassen,
was der Mann tat.
									","
											mais c'est un signal 
adressé au reste du monde :
											ils doivent les tenir en l'air.
											Et j'étais vraiment intrigué par
											la candidate féminine
de la dernière élection
											qui tenait les bébés plutôt comme ceci,
											ce qui plaît réellement aux bébés.
											Mais elle, bien sûr,
n'avait pas besoin de montrer
											qu'elle pouvait tenir un bébé 
sans le faire tomber,
											contrairement aux hommes.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											So this is a very common tactic,
											and male chimpanzees,
											they spend a lot of time
currying favor with all sorts of parties
											when they are campaigning.
									","
											Bu çok yaygın bir taktik,
											erkek şempanzeler de
											siyaset yaptıklarında
her tür grupla vakit geçirerek
											yalakalık yapıyorlar.
									","
											Esta é uma tática muito vulgar.
											Os chimpanzés machos
											passam muito tempo a tentar
cair nas graças de todas as partes
											quando estão em campanha.
									","
											Das ist eine verbreitete Taktik.
											Männliche Schimpansen
											verbringen viel Zeit damit, sich
bei vielen beliebt zu machen,
											wenn sie im Wahlkampf sind.
									","
											C'est donc une stratégie très commune,
											et les mâles chimpanzés
passent beaucoup de temps
											à chercher l'appréciation
des uns et des autres,
											lorsqu'ils sont en campagne.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											Now, what are the privileges and the costs
											of being an alpha male?
											The biggest privilege is females.
											Food is really irrelevant.
											Male chimpanzees
can go a week without food
											if there's a female in estrus
and they're sexually interested in her.
											Food is secondary to sex.
											And so the male chimpanzees —
											and we evolutionary biologists, of course,
we have an explanation for this,
											is that sex leads to reproduction,
											and reproductive success
is the measure of evolution.
											That's how everything evolves.
											And so if males can enhance
their reproductive success
											by being high ranking,
											you get automatically the ambition
to be high ranking in the males.
											So that's the privilege.
											The costs, one cost is of course
											that you need to keep your partners happy.
											So if you come to power
with the support of an old male,
											you need to let that old male
mate with females.
											If you don't do that,
that old male is going to get mad at you,
											and you're going to lose him as a partner.
											So there's a transaction going on.
											If you become alpha male this way,
you need to keep your partners happy.
											And so that's one of the costs.
									","
											Peki bir alfa erkek olmanın
											imtiyazları ve sonuçları ne?
											En büyük imtiyaz dişiler.
											Yiyecek pek ilgili değil.
											Çiftleşme döneminde
ve ilgilendikleri bir dişi olduğunda
											erkek şempanzelere
yemek yemeden bir hafta geçirebilir.
											Seks, yiyecekten daha ağır basıyor.
											Erkek şempanzeler de...
											tabii ki biz evrimsel biyologların
buna dair açıklaması var,
											seks üreme için gereklidir,
											üremedeki başarı evrimin ölçüsüdür.
											Her şey bu şekilde evrilir.
											Yani erkekler kıdemleri sayesinde
											üreme başarısını artırıyorlarsa
											otomatik olarak erkekler arasındaki
kıdem hırsına kapılıyorlar.
											İşte imtiyaz bu.
											Sonuçlarına gelince...
											biri tabii ki partnerlerinizi
memnun tutmak.
											Yaşlı bir erkeğin desteğiyle
bu güce sahip olursanız
											o yaşlı erkeğin dişilerle
çiftleşmesini sağlamanız gerek.
											Bunu yapmazsanız
o yaşlı erkek size kızacak
											ve partner olarak onu kaybedeceksiniz.
											Yani ortada bir anlaşma var.
											Bu şekilde alfa olursanız
ortaklarınızı memnun etmeniz lazım.
											İşte sonuçlardan biri bu.
									","
											Quais são os privilégios e o preço
											de ser um macho alfa?
											O maior privilégio são as fêmeas.
											A comida é irrelevante.
											Os chimpanzés machos
podem passar uma semana sem comer
											se houver uma fêmea em cio
e eles estiverem interessados nela.
											A comida é secundária, perante o sexo.
											Por isso, os chimpanzés machos
											- claro, os biólogos de evolução
têm uma explicação para isso,
											o sexo conduz à reprodução
											e o êxito da reprodução
é a medida da evolução.
											É como tudo evolui.
											Assim, se os machos podem 
reforçar o seu êxito reprodutivo,
											por estarem numa posição de topo,
											automaticamente aparece a ambição
de estar numa posição de topo nos machos.
											É esse o privilégio.
											Quanto ao preço,
											por um lado, é preciso
manter felizes os parceiros.
											Se chegamos ao poder
com o apoio de um macho velho,
											precisamos de deixar que esse
macho velho acasale com fêmeas.
											Se não o fizermos, aquele macho velho
vai ficar danado connosco
											e perdemo-lo como parceiro.
											Há assim uma transação em curso.
											Se chegarmos a macho alfa desta forma,
precisamos de manter felizes os parceiros.
											Esse é um preço a pagar.
									","
											Was sind die Privilegien und die Kosten
											eines Alpha-Männchens?
											Das größte Privileg sind Frauen.
											Essen ist wirklich irrelevant.
											Männliche Schimpansen brauchen
eine Woche keine Nahrung,
											wenn sie an einem Weibchen im Östrus
sexuell interessiert sind.
											Essen ist sekundär zum Sex.
											Die männlichen Schimpansen —
											wir Evolutionsbiologen haben
natürlich eine Erklärung dafür,
											nämlich, dass Sex zur Fortpflanzung führt,
											und reproduktiver Erfolg
ist das Maß der Evolution.
											So entwickelt sich alles.
											Wenn Männer ihre
Fortpflanzung verbessern können
											durch einen hohen Rang,
											bekommen sie automatisch den Ehrgeiz,
bei den Rüden hochrangig zu sein.
											Das ist also das Privileg.
											Eine Art der Kosten ist natürlich, dass
man seine Partner bei Laune halten muss.
											Wenn man mit der Unterstützung
eines alten Mannes an die Macht kommt,
											muss man diesen alten Mann
mit Frauen paaren lassen.
											Wenn man das nicht tut,
wird dieser alte Mann böse auf dich
											und man verliert ihn als Partner.
											Es läuft also eine Transaktion.
											Wenn Sie so Alpha-männlich werden,
müssen Sie Ihre Partner bei Laune halten.
											Das ist eine Art der Kosten.
									","
											Alors, quels sont les avantages 
et les inconvénients
											d'être un mâle alpha ?
											Le plus gros avantage, c'est les femelles.
											La nourriture n'importe pas.
											Les mâles chimpanzés peuvent
passer une semaine sans manger
											s'il y a une femelle en chaleur
qui les intéresse sexuellement.
											La nourriture est secondaire
par rapport au sexe.
											Et donc le mâle chimpanzé —
											En tant que biologistes évolutionnistes, 
bien sûr, nous avons une explication :
											le sexe mène à la reproduction,
											et le succès reproductif
est la clef de l'évolution.
											C'est comme ça que tout évolue.
											Donc si les mâles peuvent renforcer
leur succès reproductif
											en élevant leur rang,
											alors ces mâles acquièrent automatiquement
l'ambition d'élever leur rang.
											Voilà pour les avantages.
											Parmi les inconvénients, il y a le devoir
											de garantir le bonheur de ses partenaires.
											Donc si vous arrivez au pouvoir 
avec le support d'un vieux mâle,
											vous devez laisser ce vieux mâle 
s'accoupler avec des femelles.
											Si vous ne le faites pas,
ce vieux mâle va se fâcher contre vous
											et vous le perdrez en tant que partenaire.
											Il y a donc une transaction qui s'opère.
											Si vous devenez mâle alpha de cette façon,
vos partenaires doivent être satisfaits.
											C'est le premier inconvénient.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											The second cost is that
everyone wants your position.
											Alpha male position
is a very important position,
											and everyone wants to take it from you,
											and so you constantly
have to watch your back.
											You have to be extremely vigilant.
											For example, you have to
disrupt the coalitions of others
											and that's what male
chimpanzees do quite a bit.
											Divide and rule strategies, they have.
											And so that's a very stressful situation,
and we actually have data on this.
											The data comes from the field,
											from baboons not chimpanzees in this case,
											where they did fecal samples
on the baboons
											and they analyzed them
for glucocorticoids.
											And what you see here is a graph
											where you see that the lower ranking
the male baboon is,
											the higher is his cortisol level
											in the feces,
											but the alpha male, as you see,
											has just as high a level
as the lowest-ranking males,
											and so you may think that being alpha male
is nice and dandy and is wonderful,
											but it's actually
a very stressful position,
											and we can demonstrate
that physiologically.
									","
											İkinci bir sonuç da
herkesin konumunuzda gözü olması.
											Alfa erkek pozisyonu
çok önemli bir pozisyon
											ve herkes bunu elinizden almak ister.
											O yüzden sürekli
arkanızı kollamanız gerek.
											Aşırı dikkatli olmanız lazım.
											Örneğin başkalarının
koalisyonlarını bozmanız lazım
											ve erkek şempanzeler
bunu oldukça sık yapıyor.
											Stratejilerini bozarak onları bölüyor.
											Yani oldukça stresli bir durum,
bu konuda verilerimiz var.
											Vahşi doğadan edinilen veriler,
											şempanzeler değil ama babunlardan,
											babunlardan dışkı örneği topluyorlar
											ve glukokortikoid 
olup olmadığına bakıyorlar.
											Buradaki grafikte gördüğünüz
											erkek babunun kıdemi ne kadar düşükse
											dışkıdaki kortizol seviyesi
											o derecede yüksek,
											bir de alfa erkeğe bir bakalım,
											düşük kıdemli erkeklerle aynı seviyede,
											yani alfa olmanın harika bir şey
olduğunu düşünebilirsiniz,
											ama aslında oldukça stresli bir konum
											ve bunu fizyolojik
olarak da gösterebiliyoruz.
									","
											Por outro lado,
todos querem a nossa posição.
											A posição do macho alfa
é uma posição muito importante
											e todos querem roubá-la.
											Temos que estar sempre
a vigiar as costas.
											Temos que ser extremamente vigilantes.
											Por exemplo, temos que
dar cabo das coligações dos outros.
											É uma coisa que os chimpanzés 
machos fazem muito.
											Têm estratégias de dividir para reinar.
											É uma situação muito tensa
e temos dados sobre isso.
											Os dados vêm do terreno,
											de babuínos - neste caso,
não são de chimpanzés -
											em que se colheram amostras fecais
dos babuínos
											e depois analisaram-nos
procurando glucocorticoides.
											Vemos aqui um gráfico
											em que, quanto mais baixa
é a posição de um babuíno macho,
											mais elevado é o nível de cortisol
nas fezes.
											Mas o macho alfa, como veem,
											tem um nível tão elevado
como os machos de posição mais baixa.
											Por isso podemos pensar que ser macho alfa
é bonito, agradável e maravilhoso,
											mas, na verdade,
é uma posição de grande tensão.
											Podemos demonstrar isso fisiologicamente.
									","
											Die zweite Kostenart ist,
dass jeder Ihre Position will.
											Die Position des Alpha-Männchens
ist sehr begehrt
											und jeder möchte sie von Ihnen nehmen.
											Deshalb muss man ständig aufpassen.
											Man muss extrem wachsam sein.
											Zum Beispiel müssen Sie 
die Koalitionen anderer stören.
											Das machen männliche
Schimpansen sehr oft.
											Ihre Strategie ist: ""Teile und Herrsche"".
											Das ist eine sehr stressige Situation,
und wir haben Daten darüber.
											Die Daten stammen aus dem Feld,
											von Pavianen in diesem Fall,
nicht Schimpansen,
											wo man Kotproben von Pavianen gesammelt,
											und auf Glukokortikoide analysiert hat.
											Was Sie hier sehen, ist eine Grafik
											die zeigt, dass je niedriger
der Rang des männlichen Pavians ist,
											desto höher ist sein Cortisolspiegel
											im Kot,
											aber sie sehen auch,
dass das Alpha-Männchen
											einen ähnlich hohes Niveau
wie die niedrigsten Männchen hat.
											Man denkt vielleicht, dass Alpha-Männchen
sein angenehm, prima und wundervoll ist,
											aber eigentlich ist es eine
sehr stressige Position,
											und das können wir
physiologisch nachweisen.
									","
											Le deuxième est le fait que 
tout le monde envie votre statut.
											Le statut de mâle alpha
est une place très importante,
											et tout le monde veut vous la prendre.
											Alors vous devez constamment vous méfier.
											Vous devez être très vigilant.
											Par exemple, vous devez rompre
les coalitions des autres,
											ce que les mâles chimpanzés
font très souvent :
											diviser pour mieux régner.
											Et c'est une situation stressante,
et en fait, on a des données sur ça.
											Les données viennent du terrain,
											des babouins 
et non des chimpanzés dans ce cas,
											où ils ont fait des échantillons fécaux
des babouins
											et ont analysé leur teneur en 
gluco-corticoïdes.
											Et ce que vous voyez ici est un graphique
											où vous voyez que plus le babouin mâle 
a un classement inférieur,
											plus son niveau de cortisol est élevé
											dans les matières fécales.
											Mais le mâle alpha, comme vous le voyez,
											a un niveau aussi élevé 
que les mâles les plus inférieurs.
											Alors on pourrait penser que d'être 
un mâle alpha est merveilleux,
											mais c'est en fait
une position très stressante
											et on peut démontrer cela 
physiologiquement.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
