pt,tr,en,fr,title,speaker,duration,tags
"
											Então foi o que fizemos, 
e o modo como o fizemos
											foi regressar a esta abordagem típica
de engenharia de tecidos
											mas pensada de forma bem diferente.
											Simplificámo-la bastante,
											e livrámo-nos de várias destas etapas.
											Livrámo-nos da necessidade
de colher células do paciente,
											Livrámo-nos da necessidade
de químicas elaboradas
											e livrámo-nos da necessidade
											de cultivar estes esqueletos 
no laboratório.
											E no que nos focámos realmente
											foi no nosso sistema de materiais
e torná-lo muito simples.
											Mas como o usávamos
de um modo mesmo inteligente,
											fomos capazes de criar 
uma grande quantidade de osso
											usando esta abordagem.
											Então estávamos a usar o corpo como catalisador
											para nos ajudar a fazer muito osso novo
											É uma abordagem a que chamamos
											biorreactor in vivo.

											Fomos capazes de fazer 
enormes quantidade de osso
											usando esta abordagem.
											Vou dizer-vos como foi.
									","
											Bu düşüncemizi de hayat geçirdik, yaparken
											tipik doku mühendisliği yaklaşımına geri döndük ancak
											bunu daha farklı bir düşünce biçimiyle ele aldık.
											Çok daha basitleştirdik
											ve aradaki pek çok basamaktan kurtulmuş olduk.
											Hastadan hücre kültürü almak gereksiniminden,
											değişik değişik kimyasallar kullanmaktan
											ve bu doku iskelelerini
											laboratuar ortamında üretme gereksiniminden kurtulduk.
											Gerçekten odaklandığımız şey,
											malzeme sistemimiz ve onu oldukça basit tutmaktı;
											ancak bunu çok zekice kullandığımız için
											bu yöntemle, çok büyük oranlarda kemik
											üretmeyi başardık.
											Böylece bedeni,
											çok miktarda yeni kemik üretmek için gerçekten de
											bize yardımcı katalist olarak kullanmış olduk.
											Bu yaklaşıma, yaşayan organizma içinde
											biyoreaktör adını verdik ve bu yaklaşım sayesinde
											çok büyük miktarlarda kemik ürettik.
											Bunu size sırasıyla anlatacağım.
									","
											And so this is what we did, and the way we did it
											was by coming back to this typical tissue-engineering approach
											but actually thinking about it rather differently.
											And we simplified it a lot,
											so we got rid of a lot of these steps.
											We got rid of the need to 
harvest cells from the patient,
											we got rid of the need to put 
in really fancy chemistries,
											and we got rid of the need
											to culture these scaffolds in the lab.
											And what we really focused on
											was our material system and making it quite simple,
											but because we used it in a really clever way,
											we were able to generate enormous amounts of bone
											using this approach.
											So we were using the body
											as really the catalyst to help us
											to make lots of new bone.
											And it's an approach that we call
											the in vivo bioreactor, and we were able to make
											enormous amounts of bone using this approach.
											And I'll talk you through this.
									","
											C'est ce que nous avons fait,
											nous avons utilisé le génie tissulaire
											en le considérant de façon bien différente.
											Nous l'avons beaucoup simplifié,
											nous avons éliminé beaucoup d'étapes.
											Nous avons éliminé le besoin
de prélever des cellules du patient,
											nous avons éliminé le besoin
d'utiliser plein de produits chimiques,
											et nous avons éliminé le besoin
											de cultiver ces échafaudages tissulaires
en labo.
											Nous nous sommes concentrés sur
											notre système matériel et comment le simplifier,
											et puisque nous l'avons utilisé 
de façon intelligente,
											nous avons pu générer 
d'énormes quantités d'os
											avec cette approche.
											Donc nous utilisions le corps
											comme un catalyseur pour nous aider
											à fabriquer beaucoup d'os.
											Et c'est cette approche que nous appelons
											le bioréacteur in vivo, et nous avons pu
											fabriquer beaucoup d'os avec cette approche.
											Je vais vous expliquer
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											O que fazemos é isto:
											Todos os humanos têm
células estaminais
											no exterior dos ossos longos.
											Essa camada designa-se periósteo.
											E essa camada é normalmente
											muito, muito ligada ao osso subjacente
											e tem células estaminais.
											Essas células estaminais 
são mesmo importantes
											no embrião, quando se desenvolve,
											e de certo modo acordam
quando há uma fractura
											para ajudar a reparar o osso.
											Então pegamos na camada do periósteo
											e desenvolvemos um modo
de injectar um líquido por baixo
											que, em 30 segundos,
											se torna um gel rígido
											que consegue despegar 
o periósteo do osso.
											Assim, cria uma cavidade artificial
											que está muito próxima do osso
											e desta camada rica em células estaminais.
											Fazemos uma incisão muito pequena
											de modo a que outras células 
do corpo não possam passar.
											O que sucede é que essa cavidade
artificial do biorreactor in vivo
											pode levar à proliferação 
destas células estaminais
											e elas podem formar muito tecido novo.
											Depois, ao longo do tempo,
pode colher-se esse tecido
											e usá-lo em qualquer ponto do corpo.
									","
											Yaptığımız şey,
											insanlarda, hepimizin uzun kemiklerinin etrafını saran
											bir kök hücre katmanı vardır.
											Bu katmana periostom (kemik zarı) denir.
											Bu katman normalde
											alttaki kemiğe çok ama çok sıkı bağlıdır
											ve içinde kök hücreler bulunur.
											Bu kök hücreler
											gelişen embriyo için çok önemlidir
											ve ayrıca kemiğiniz kırılırsa tedaviye yardım etmek için
											bir anlamda uyanırlar.
											Biz bu periostom katmanının
											altına 30 saniye içerisinde
											oldukça dayanıklı bir jele dönüşebilen
											bir sıvı enjekte ederek
											periostom'u kaldırarak kemikten ayıran bir yöntem bulduk.
											Böylece, aslında hem kemiğe
											hem de kök hücrelerle dolu bu katmana
											bitişik yapay bir boşluk yaratmış olduk.
											İğne deliği kesiği ile içeriye girerek
											vücuttaki diğer hücrelerin girmesini engelliyoruz.
											Organizma içi bu yapay biyoreaktör boşluk sayesinde
											buradaki kök hücrelerin çoğalmaları,
											ve çok sayıda yeni doku oluşturmaları sağlanıyor.
											Bir süre sonra bu doku alınarak
											vücudun başka bir yerinde kullanılabiliyor.
									","
											So what we do is,
											in humans, we all have a layer of stem cells
											on the outside of our long bones.
											That layer is called the periosteum.
											And that layer is actually normally
											very, very tightly bound to the underlying bone,
											and it's got stem cells in it.
											Those stem cells are really important
											in the embryo when it develops,
											and they also sort of wake up if you have a fracture
											to help you with repairing the bone.
											So we take that periosteum layer
											and we developed a way to inject underneath it
											a liquid that then, within 30 seconds,
											would turn into quite a rigid gel
											and can actually lift the
periosteum away from the bone.
											So it creates, in essence, an artificial cavity
											that is right next to both the bone
											but also this really rich layer of stem cells.
											And we go in through a pinhole incision
											so that no other cells from the body can get in,
											and what happens is that that
artificial in vivo bioreactor cavity
											can then lead to the proliferation of these stem cells,
											and they can form lots of new tissue,
											and then over time, you can harvest that tissue
											and use it elsewhere in the body.
									","
											comment nous procédons.
											Le corps humain a une couche 
de cellules souches
											à l'extérieur de nos os longs.
											Cette couche s'appelle le périoste.
											Cette couche est normalement
											très très fermement attachée à l'os,
											et contient des cellules souches.
											Ces cellules souches sont très importantes
											dans l'embryon en développement,
											et elles se réveillent quand on a une fracture
											pour aider à reconstruire l'os.
											Donc nous avons développé 
une façon d'injecter
											sous cette couche du périoste
											un fluide qui en 30 secondes
											se transforme en un gel assez rigide
											et peut soulever le périoste de l'os.
											Ça va créer une cavité artificielle
											qui est juste à côté de l'os
											et de cette riche couche de cellules souches.
											Puis nous faisons une minuscule incision
											qu'aucune autre cellule ne puisse pénétrer
											et ce qui va se passer, c'est que
cette cavité artificielle du bioréacteur in vivo
											va amener une prolifération
de cellules souches,
											et elles peuvent former de nouveaux tissus
											et après un moment, on les prélève
											et on les utilise ailleurs sur le corps.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Isto é um diapositivo de histologia
											do que vemos nessa operação.
											Essencialmente o que vemos
											são grandes quantidades de osso.
											Nesta imagem, podem ver 
o interior da perna,
											a medula óssea,
											a seguir podem ver o osso original,
											e podem ver onde o osso original termina.
											Mesmo à esquerda está o osso novo
											que cresceu nessa cavidade do biorreactor
											e pode tornar-se maior.
											Essa delimitação que podem ver
											entre o osso original e o osso novo
											actua como um ligeiro ponto de fraqueza,
											de modo que pode vir o cirurgião.
											fazer a colheita desse osso novo,
											e o periósteo pode voltar a crescer,
											de modo que a perna volta a ficar
											no estado em que estaria
											se nunca tivesse sido operada.
											Assim é muito menos doloroso
											comparado com a colheita da crista ilíaca.
											Podem criar-se diferentes 
quantidades de osso
											dependendo de quanto gel 
se coloca lá dentro,
											por isso é uma espécie 
de procedimento a pedido.
									","
											Bu, bunu yaptığımızda ne gördüğümüzü gösteren
											bir histoloji slaytı,
											temelde gördüğümüz
											çok büyük miktarlarda kemik oluşumu.
											Bu resimde kemiğin ortasını görüyorsunuz,
											yani kemik iliğini,
											sonra orjinal kemiği
											ve bu kemiğin bittiği yeri de görüyorsunuz
											bunun solunda kalan bölge ise biyoreaktör boşluk
											içinde büyümüş olan yeni kemiktir
											bunu daha da büyütebilirsiniz.
											Orjinal kemik ile yeni kemik arasında gördüğünüz
											demarkasyon (sınır çizgisi)
											hafif bir zayıf bölge oluşturur
											ve böylece cerrah gelip
											yeni kemiği alabilir
											ve periostom yeniden büyüyebilir
											böylece bacağınız
											hiç bir operasyon yapılmamış
											gibi daha önceki haline geri döner.
											Bu nedenle ilyak kanadı kültürüne oranla
											çok çok az ağrı olur.
											Oraya koyacağınız jel miktarına göre
											farklı miktarlarda kemik üretebilirsiniz.
											O nedenle talebe bağlı bir prosedürdür.
									","
											This is a histology slide
											of what we see when we do that,
											and essentially what we see
											is very large amounts of bone.
											So in this picture, you can see the middle of the leg,
											so the bone marrow,
											then you can see the original bone,
											and you can see where that original bone finishes,
											and just to the left of that is the new bone
											that's grown within that bioreactor cavity,
											and you can actually make it even larger.
											And that demarcation that you can see
											between the original bone and the new bone
											acts as a very slight point of weakness,
											so actually now the surgeon can come along,
											can harvest away that new bone,
											and the periosteum can grow back,
											so you're left with the leg
											in the same sort of state
											as if you hadn't operated on it in the first place.

											So it's very, very low in terms of after-pain
											compared to an iliac crest harvest.
											And you can grow different amounts of bone
											depending on how much gel you put in there,
											so it really is an on demand sort of procedure.
									","
											Voici une histologie
											de ce que nous voyons quand nous le faisons,
											ce que nous voyons essentiellement
											ce sont de grandes quantités d'os.
											Dans cette image, vous pouvez voir
le milieu d'une jambe,
											la moelle osseuse,
											puis vous pouvez voir l'os original,
											et vous pouvez voir 
où cet os original finit,
											et juste à côté il y a le nouvel os
											qui a crû au sein de 
cette cavité bioréactrice,
											et vous pouvez même l'agrandir.
											La démarcation que vous voyez ici
											entre l'os original et le nouvel os
											agit légèrement comme un point de faiblesse,
											donc maintenant le chirurgien
peut intervenir,
											il peut prélever ce nouvel os,
											et le périoste peut se regénérer,
											et donc le patient se retrouve avec
											la jambe dans le même état
											que s'il n'y avait pas eu d'opération.
											Donc les sequelles sont moins douloureuses
											que pour le prélèvement de la crête iliaque.
											On peut faire pousser différentes quantités d'os
											en fonction de la quantité de gel injecté,
											donc c'est une procédure sur demande.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Quando fizemos isto,
											isto recebeu muita atenção
da imprensa,
											porque era uma forma muito boa
											de gerar novo osso.
											Tivemos muitos, muitos contactos
											de diferentes pessoas
interessadas em usar isto.
											Vou apenas dizer-vos:
											por vezes esses contactos 
são muito estranhos,
											ligeiramente inesperados.
											O contacto mais interessante que tive
											—se assim posso dizê-lo —
											foi uma equipa de jogadores 
de futebol americano
											que queriam ter crânios mais espessos
											nas suas cabeças.
											(Risos)
									","
											Bunu yaptığımız zaman,
											basında büyük ilgi gördü
											çünkü yeni kemik üretmenin
											çok güzel bir yöntemiydi
											ve bunu kullanmak isteyen insanlardan
											çok bağlantı talebi aldık.
											Söylemeliyim ki
											bazen bu bağlantılar çok garip
											hafif beklenmedik
											ve çok ama çok ilginç olabiliyor
											şöyle ifade edeyim;
											bağlantılardan biri
											kafataslarına iki kat kalınlık isteyen
											bir Amerikan futbol takımıydı.
									","
											Now, at the time that we did this,
											this received a lot of attention in the press,
											because it was a really nice way
											of generating new bone,
											and we got many, many contacts
											from different people that 
were interested in using this.
											And I'm just going to tell you,
											sometimes those contacts are very strange,
											slightly unexpected,
											and the very most interesting,
											let me put it that way, contact that I had,
											was actually from a team of American footballers
											that all wanted to have double-thickness skulls
											made on their head.
									","
											Au moment où nous avons fait cela,
											ça a attiré l'attention dans la presse,
											car c'était une très bonne façon
											de générer des tissus osseux,
											et nous avons eu beaucoup de messages
											de personnes que ça intéressait
d'essayer cette méthode.
											Et je dois vous dire que parfois
											ces contacts sont très étranges,
											un peu inattendus,
											et extrêmement intéressants.
											Si je dois dire, le contact que j'ai eu,
											venait d'une équipe de rugby américaine
											qui voulait avoir des crânes à double épaisseur
											sur leurs têtes.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Há este tipo de contactos
											e, claro, sendo inglesa
											e tendo crescido em França,
											tenho tendência a ser muito brusca,
											e por isso tive que explicar 
de modo simpático
											que naquele caso em particular,
											provavelmente não havia muito lá dentro
											para proteger, para começar.
									","
											Böyle pek çok bağlantı oluyor.
											Tabi bir İngiliz ve
											Fransa'da büyümüş biri olarak
											biraz dobra olma eğilimindeyim.
											Bu yüzden çok büyük bir özenle ve kibarca
											onların bu özel durumları için
											kafalarında muhtemelen
											korumaya değer pek bir şey olmadığını anlattım.
									","
											And so you do get these kinds of contacts,
											and of course, being British
											and also growing up in France,
											I tend to be very blunt,
											and so I had to explain to them very nicely
											that in their particular case,
											there probably wasn't that much in there
											to protect in the first place.
									","
											Donc quand on a ce genre de contacts,
											et bien sûr étant Anglaise,
											et ayant grandi en France,
											j'ai tendance à être très franche,
											et j'ai dû leur expliquer très gentiment
											que dans leur cas
											il n'y avait pas grand chose à protéger
											au départ.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											(Risos)
									","
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Rires)
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Então esta foi a nossa abordagem,
											e com materiais simples,
											mas pensámos sobre isso cuidadosamente.
											Sabemos que essas células
											no corpo, no embrião, 
à medida que crescem,
											podem formar um tipo diferente
de tecido, de cartilagem.
											Desenvolvemos um gel um pouco diferente
											e com uma química ligeiramente diferente.
											Introduzimo-lo e conseguimos obter
											100 por cento cartilagem.
									","
											Yaklaşımımız buydu,
											basit malzemelerdi
											ancak çok dikkatle düşünülmüştü.
											Vücuttaki, embriyodaki hücreler gelişirken
											farklı bir doku, kıkırdak
											oluşturabildiğini biliyoruz
											ve biz de doğası biraz daha farklı,
											farklı kimyası olan bir jel geliştirerek
											oraya koyduk ve
											%100 kıkırdak elde ettik.
									","
											So this was our approach,
											and it was simple materials,
											but we thought about it carefully.
											And actually we know that those cells
											in the body, in the embryo, as they develop
											can form a different kind of tissue, cartilage,
											and so we developed a gel that was slightly different
											in nature and slightly different chemistry,
											put it in there, and we were able to get
											100 percent cartilage instead.
									","
											Donc c'était notre approche,
											avec des matériaux simples,
											mais avec une bonne réflexion.
											Nous savons que quand ces cellules
											se développent dans l'embryon,
											elles peuvent former un autre type de tissu,
le cartilage,
											et nous avons élaboré un gel différent
											en nature et en structure,
											nous l'avons injecté, et nous avons eu
											du cartilage à 100%.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Penso que esta abordagem funciona mesmo bem.
											para procedimentos pré-planeados,
											mas é algo que tem que ser pré-planeado.
											Para outro tipo de operações,
											há a necessidade de outras abordagens
											baseadas no esqueleto.
											Quando se pensa em desenhar
											esses outros esqueletos,
											é necessária uma equipa 
multidisciplinar.
											Por isso a nossa equipa
tem químicos,
											biólogos celulares, 
cirurgiões, até físicos.
											Todas essas pessoas juntam-se
											e pensamos arduamente
em desenhar os materiais.
									","
											Bu yaklaşım, önceden planlı prosedürlerde
											gerçekten çok iyi çalışıyor bence
											ancak önceden planlanmış olması gerekiyor.
											Diğer tür operasyonlar için
											kesinlikle iskele temelli yaklaşımlara
											ihtiyaç vardır.
											Diğer iskele temelli tasarımlar
											düşünüldüğünde gerçekten
											disiplinler arası işbirliği gerekiyor.
											Ekibimizde kimyagerler,
											hücre biyologları, cerrahlar, hatta fizikçiler bulunuyor.
											Tüm bu insanlar bir araya gelerek bu malzemelerin
											nasıl tasarlanması gerektiğini düşünüyor.
									","
											And this approach works really well, I think,
											for pre-planned procedures,
											but it's something you do have to pre-plan.
											So for other kinds of operations,
											there's definitely a need for other
											scaffold-based approaches.
											And when you think about designing
											those other scaffolds, actually,
											you need a really multi-disciplinary team.
											And so our team has chemists,
											it has cell biologists, surgeons, physicists even,
											and those people all come together
											and we think really hard about 
designing the materials.
									","
											Cette approche marche plutôt bien, je pense,
											pour les procédures planifiés à l'avance,
											mais ça reste quelque chose à planifier.
											Pour les autres types d'opérations,
											il y a besoin de d'autres types
											d'approches à base d'échafaudage.
											Quand on pense à concevoir
											d'autres échafaudages, en fait,
											il vous faut une équipe pluri-disciplinaire.
											Donc notre équipe comprend des chimistes,
											des biologistes cellulaires, des chirurgiens,
des physiciens même,
											et ces personnes se rassemblent
											et réfléchissent à la conception
des matériaux.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Mas queremos que tenham
informação suficiente
											para que as células façam
o que nós queremos
											mas não tão complexa
que torne difícil
											usar na prática clínica.
											Assim, uma das coisas
em que pensamos muito
											é tentar mesmo perceber
											a estrutura dos tecidos no corpo.
											Se pensarmos no osso,
											— obviamente o meu tecido favorito —
											fazemos ""zoom"", podemos ver,
											mesmo não sabendo nada
sobre a estrutura do osso,
											é organizado de uma forma 
mesmo maravilhosa.
											Tem muitos vasos sanguíneos.
											Se fizermos ""zoom"" de novo,
vemos que
											as células estão rodeadas de uma matriz 3D
											de fibras nanométricas,
											e dão muita informação às células.
											E se fizermos ""zoom"" de novo,
											no caso do osso,
											a matriz à volta das células está 
maravilhosamente organizada
											à escala nano, e é um material híbrido,
											parte orgânico, parte inorgânico.
											Isso levou a todo um campo
											que se dedicou a desenvolver materiais
											com este tipo híbrido de estrutura.
											Estou a mostrar aqui 
apenas dois exemplos
											em que fizémos alguns materiais
que têm esse tipo de estrutura
											e que podem ser modelados.
											Podem ver aqui um muito gelatinoso
											e agora um material
também do tipo híbrido
											mas com uma dureza notável,
											e que já não é quebradiço.
											Um material inorgânico seria 
normalmente muito quebradiço
											e não seria possível
											ter este comprimento e dureza.
									","
											Hücrelerin istediğimiz şeyleri yapmaları için
											onların yeterli bilgiye sahip olmalarını sağlamak istiyoruz
											Fakat bunu karmaşık hale getirmeden,
											kliniğe gelmeden yapmak istiyoruz.
											Üzerinde çok düşündüğümüz şeylerden biri,
											vücuttaki dokuların yapısını
											gerçekten anlamak.
											kemiği düşünürsek,
											benim en sevdiğim dokudur,
											yakınlaşırsak, kemik hakkında hiçbir şey bilmeseniz de
											ne kadar güzel organize, gerçekten güzel organize
											olduğunu görürsünüz.
											Burada pek çok kan damarı bulunur
											ve tekrar yakınlaştığımızda hücrelerin
											nano ölçekte 3 boyutlu bir matriks ile çevrelenmiş olduğunu
											görürsünüz; bunlar
											hücreye pek çok bilgi verirler.
											Daha da yakınlaştığımızda
											kemiklerde, kemiklerin etrafındaki matriksin
											nano ölçekli liflerle çok güzel organize olduğunu görürsünüz.
											Aslında bu hibrid bir malzemedir
											yani yarı organik yarı inorganiktir.
											Bu, bu tür hibrid yapısı olan malzemelerin
											geliştirilmesi için çalışan
											tüm bir alanın oluşmasına yol açtı.
											Şimdi sizlere bu tür yapısı olan malzemeler ürettiğimiz
											özelleştirilebilen
											iki örnek gösteriyorum
											Buradakinin süngersi bir yapısı var
											ve bunda da hibrid materyal var,
											son derece dayanıklı
											kolay kırılabilen bir şey değil.
											Inorganik bir malzeme normalde hayli kırılgan olur
											bu denli sert ve dayanıklı
											olması beklenmez.
									","
											But we want to make them have enough information
											that we can get the cells to do what we want,
											but not be so complex as to make it difficult
											to get to clinic.
											And so one of the things we think about a lot
											is really trying to understand
											the structure of the tissues in the body.
											And so if we think of bone,
											obviously my own favorite tissue,
											we zoom in, we can see,
											even if you don't know anything 
about bone structure,
											it's beautifully organized, 
really beautifully organized.
											We've lots of blood vessels in there.
											And if we zoom in again, we see that the cells
											are actually surrounded by a 3D matrix
											of nano-scale fibers, and they give a lot
											of information to the cells.
											And if we zoom in again,
											actually in the case of bone, the matrix
											around the cells is beautifully organized
											at the nano scale, and it's a hybrid material
											that's part organic, part inorganic.
											And that's led to a whole field, really,
											that has looked at developing materials
											that have this hybrid kind of structure.
											And so I'm showing here just two examples
											where we've made some materials
that have that sort of structure,
											and you can really tailor it.
											You can see here a very squishy one
											and now a material that's also 
this hybrid sort of material
											but actually has remarkable toughness,
											and it's no longer brittle.
											And an inorganic material 
would normally be really brittle,
											and you wouldn't be able to have
											that sort of strength and toughness in it.
									","
											Nous voulons qu'ils aient 
assez d'informations
											pour faire faire aux cellules ce qu'on veut,
											sans que ce soit trop complexe
											pour en rendre l'application difficile.
											Une des choses auxquelles 
nous réfléchissons le plus
											c'est de comprendre
											la structure des tissus dans le corps.
											Si nous pensons à l'os,
											décidémment mon tissu préférer,
											en zoomant, nous pouvons voir,
											même si vous ne connaissez rien
à la structure de l'os,
											que c'est magnifiquement organisé,
très magnifiquement organisé.
											On voit beaucoup de vaisseaux sanguins.
											Si on zoome encore, on voit que les cellules
											sont en fait entourées d'une matrice 3D
											de fibres à une échelle nanométrique,
et elles donnent
											beaucoup d'information aux cellules.
											Si on zoome encore,
											dans le cas de l'os, la matrice
											autour des cellules est 
magnifiquement organisée
											à l'échelle nanométrique, 
et c'est un matériau hybride
											en partie organique, en partie non-organique.
											Ça a mené à un tout autre domaine
											qui se charge de développer des matériaux
											pour ce genre de structure hybride.
											Je montre ici que deux exemples
											où nous avons fabriqué quelques matériaux
qui ont ce genre de structure,
											et comment le fabriquer sur mesure.
											Celui-ci est très spongieux
											et maintenant un matériau qui
est aussi hybride
											mais qui est assez résistant,
											et il n'est plus fragile.
											C'est un matériau non-organique
qui serait normalement fragile,
											et qui n'aurait pas
											ce genre de résistance.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Outra coisa que quero 
mencionar rapidamente
											é que muitos dos esqueletos que fazemos
são porosos, e têm que o ser,
											porque se quer que cresçam 
vasos sanguíneos no interior.
											Mas os poros são muitas vezes
											muito maiores do que as células
											e, mesmo sendo 3D,
											a célula poderá vê-lo mais como 
uma superfície ligeiramente curva,
											e isso é pouco natural.
											Então algo que se pode pensar fazer
											é fazer esqueletos com dimensões
ligeiramente diferentes
											que poderão rodear as células em 3D
											e dar-lhes mais alguma informação.
											Há muito trabalho em curso 
em ambas estas áreas.
									","
											Hızlıca değinmek istediğim bir başka şey ise
											yaptığımız iskelelerin çoğu gözeneklidir ve öyle de olmaları gerekir
											çünkü içlerine kan damarlarının gelişmesi istenir.
											Ancak gözenekler çoğu zaman
											hücrelerin kendilerinden büyüktür
											ve 3 boyutlu olmasına rağmen
											hücre bunu daha çok hafifçe eğimli bir yüzey olarak görür
											ve bu da aslında pek doğal değildir.
											O nedenle yapmayı düşünebileceğiniz şeylerden biri
											hücrelerinizi 3 taraftan da sarabilecek
											farklı boyutta iskeleler hazırlamak
											ve onlara biraz daha fazla bilgi vermektir.
											Her iki alanda da pek çok çalışma yapılmakta.
									","
											One other thing I want to quickly mention is that
											many of the scaffolds we make 
are porous, and they have to be,
											because you want blood vessels to grow in there.
											But the pores are actually oftentimes
											much bigger than the cells,
											and so even though it's 3D,
											the cell might see it more 
as a slightly curved surface,
											and that's a little bit unnatural.
											And so one of the things you can think about doing
											is actually making scaffolds 
with slightly different dimensions
											that might be able to surround your cells in 3D
											and give them a little bit more information.
											And there's a lot of work going 
on in both of these areas.
									","
											Ce que je voulais mentionner d'autre 
c'est que
											beaucoup des échafaudages que nous faisons 
sont poreux, ils doivent l'être,
											pour que les vaisseux sanguins y poussent.
											Mais ces pores sont souvent
											plus grands que les cellules,
											donc même si c'est en 3D,
											la cellule pourrait le voir comme
une surface incurvée,
											et ce n'est pas très naturel.
											Donc une des choses qu'on peut faire
											c'est fabriquer des échafaudages
avec des dimensions un peu différentes
											qui pourraient entourer les cellules en 3D
											et leur donner un peu plus d'informations.
											Il y a beaucoup de travaux en ce moment
sur chacune de ces question.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
