en,pt,tr,es,fr,de,title,speaker,duration,tags
"
											So, it's the year 2000.
											Now, I've been minutely scrutinizing
little teeny tiny telomeres
											very happily for many years,
											when into my lab walks
a psychologist named Elissa Epel.
											Now, Elissa's expertise is in the effects
of severe, chronic psychological stress
											on our mind's and our body's health.
											And there she was standing in my lab,
											which ironically overlooked
the entrance to a mortuary, and —
									","
											Estávamos no ano 2000.
											Eu andava a escrutinar
os minúsculos telómeros,
											alegremente, há muitos anos,
											quando entra no meu laboratório
uma psicóloga chamada Elissa Epel.
											A especialidade da Elissa é o efeito
do ""stress"" psicológico grave e crónico
											na saúde da nossa mente
e do nosso corpo.
											E ali estava ela, no meu laboratório,
											que ironicamente tinha vistas
para a entrada de uma casa mortuária...
									","
											2000 yılı.
											Minik telomerleri uzun yıllar boyunca
çok mutlu bir şekilde
											itinayla yakından inceliyorum,
											Elissa Epel adında bir psikolog
laboratuvarıma geldi.
											Elissa'nın uzmanlık alanı
ciddi ve kronik psikolojik stresin
											akıl ve vücudumuz üzerindeki etkisi.
											Orada öylece duruyordu,
											ne tesadüfse giriş de
bir morga bakıyordu,
									","
											Es el año 2000.
											Estaba escudriñando minuciosamente 
pequeños diminutos telómeros
											muy felizmente muchos años,
											cuando en mi laboratorio vino 
una psicóloga llamada Elissa Epel.
											La experiencia de Elissa es sobre
											los efectos del estrés 
psicológico severo y crónico
											en la salud de nuestra mente 
y nuestro cuerpo.
											Y allí estaba parada en mi laboratorio,
											que irónicamente no vio la entrada 
a un depósito de cadáveres.
									","
											Revenons à l'an 2000.
											À cette époque, j'avais déjà commencé
à étudier de tout petits télomères
											depuis de nombreuses années
											quand une psychologue du nom d'Elissa
Epel est entrée dans mon laboratoire.
											Elissa est spécialiste des effets du
stress psychologique chronique et grave
											sur notre santé mentale et physique.
											Et elle se trouvait dans mon laboratoire
											qui surplombait ironiquement
l'entrée d'une morgue, et...
									","
											Gehen wir zurück ins Jahr 2000.
											Ich habe mit höchster Präzision
winzige Telomere untersucht —
											das waren viele glückliche Jahre —
											als eine Psychologin namens
Elissa Epel in mein Labor kam.
											Sie ist eine Expertin für die
Auswirkungen von chronischem Stress
											auf die körperliche und
psychische Gesundheit.
											Und sie stand in meinem Labor,
											ironischerweise mit Ausblick
auf ein Leichenhaus und —
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											And she had a life-and-death
question for me.
											""What happens to telomeres
in people who are chronically stressed?""
											she asked me.
											You see, she'd been studying caregivers,
											and specifically mothers of children
with a chronic condition,
											be it gut disorder,
be it autism, you name it —
											a group obviously under enormous
and prolonged psychological stress.
											I have to say, her question
											changed me profoundly.
											See, all this time
I had been thinking of telomeres
											as those miniscule
molecular structures that they are,
											and the genes that control telomeres.
											And when Elissa asked me
about studying caregivers,
											I suddenly saw telomeres
in a whole new light.
											I saw beyond the genes and the chromosomes
											into the lives of the real people
we were studying.
											And I'm a mom myself,
											and at that moment,
											I was struck by the image of these women
											dealing with a child with a condition
											very difficult to deal with,
often without help.
											And such women, simply,
											often look worn down.
											So was it possible their telomeres
were worn down as well?
									","
											e ela tinha uma pergunta
de vida ou morte para mim.
											""O que acontece aos telómeros das pessoas
que sofrem de 'stress' crónico?""
											perguntou-me ela.
											Vejam, ela estudava prestadores
de cuidados de saúde,
											especificamente a mães de crianças
com doenças crónicas,
											fossem elas distúrbios intestinais,
autismo, o que fosse,
											um grupo, obviamente sob enorme 
e prolongado ""stress"" psicológico.
											Tenho de vos dizer, aquela pergunta
											mudou-me profundamente.
											É que todo este tempo eu tinha estado
a pensar em telómeros
											como as minúsculas estruturas
moleculares que eles são
											e nos genes que controlam os telómeros.
											E quando a Elissa me pediu
para estudar prestadores de cuidados,
											de repente, vi os telómeros
de uma forma completamente diferente.
											Eu vi-os para além dos genes
e dos cromossomas
											e comecei a ver para dentro da vida
das pessoas reais que estudávamos.
											Eu também sou mãe
											e, naquele momento,
											fiquei aturdida com a imagem
daquelas mulheres
											que tratam de filhos com uma situação
muito difícil de lidar
											e, muitas vezes, sem qualquer ajuda.
											Essas mulheres, simplesmente,
											muitas vezes têm um ar desgastado.
											Então, seria possível que os seus telómeros
também estivessem desgastados?
									","
											Bana bir ölüm-kalım sorusu vardı.
											''Kronik stres yaşayanların
telomerlerine ne oluyor?''
											diye sordu.
											Hasta bakıcılar üzerinde çalışıyordu,
											özellikle çocukları kronik
hastalıklara sahip anneler,
											mide rahatsızlığı olsun, otizm, 
adını siz koyun,
											uzun süre boyunca büyük strese
maruz kalmış bir grup.
											Şunu söylemeliyim ki
											sorusu beni çok değiştirdi.
											Tüm bu zaman boyunca
telomerleri
											minik moleküler yapılar
olarak düşünmüştüm
											ve genlerin onları kontrol ettiğini.
											Elisa hasta bakıcılar hakkında
sorusunu sorduğunda,
											telomerlere bakış açım değişti.
											Genler ve kromozomların ötesinde
											üzerinde çalıştığımız gerçek insanların
hayatlarını gördüm.
											Ben de bir anneyim
											ve o anda
											başa çıkması zor bir durumla
çoğu zaman yardım almadan
											çocuklarıyla ilgilenen
											o annelerin düşünmek beni çok etkiledi.
											Bu kadınlar,
											genellikle çok yorgun görünürler.
											Telomerlerinin de yıpranmış
olması mümkün müydü?
									","
											Y ella tenía una pregunta 
de vida o muerte para mí.
											""¿Qué sucede con los telómeros 
en personas estresadas crónicamente?"",
											me lo preguntó.
											Ella había estado 
estudiando a los cuidadores,
											y específicamente a madres de niños 
con una enfermedad crónica,
											ya sea un trastorno intestinal, 
autismo, lo que sea.
											Se trata de un grupo obviamente bajo 
un estrés psicológico enorme y prolongado.
											Tengo que decir que su pregunta
											me cambió profundamente.
											Todo este tiempo estuve pensando 
en los telómeros
											como esas minúsculas 
estructuras moleculares que son,
											y los genes que controlan los telómeros.
											Y cuando Elissa me preguntó 
sobre estudiar a los cuidadores,
											de repente vi los telómeros 
bajo una luz completamente nueva.
											Vi más allá de los genes y los cromosomas
											en las vidas de las personas 
reales que estábamos estudiando.
											Soy mamá
											y en ese momento
											me llamó la atención 
la imagen de estas mujeres
											tratando con un niño con una afección
											muy difícil de tratar, a menudo sin ayuda.
											Y esas mujeres, simplemente,
											a menudo parecen desgastadas.
											¿Era posible que sus telómeros 
también estuvieran desgastados?
									","
											et elle me posa une question
de vie ou de mort.
											« Qu'arrive-t-il aux télomères des
patients souffrant de stress chronique ? »
											me demanda-t-elle.
											Elle a fait des études sur les soignants,
											notamment sur les mères d'enfants
atteints de maladies chroniques,
											comme des troubles de l'appareil digestif,
l'autisme, et bien d'autres...
											Ce groupe choisi était sous un stress
psychologique important et persistant.
											Et je dois bien l'avouer,

											sa question m'a profondément changée.
											Pendant tout ce temps,
je voyais les télomères
											comme de petites structures
moléculaires
											et les gènes qui contrôlent les télomères.
											La question d'Elissa en lien
avec son étude sur les soignants
											a complètement changé ma vision
des télomères.
											Je voyais désormais au-delà des gènes
et des chromosomes.
											Je prenais en compte la vie des personnes
que nous étudiions.
											J'ai moi-même des enfants
											et à ce moment-là,
											j'ai vu l'image de ces femmes
											s'occupant d'enfants atteints de maladies
											difficilement gérables,
souvent sans aucune aide.
											Et ces femmes ont souvent
											l'air abîmées par le temps.
											Se pourrait-il alors que leurs télomères
soient eux aussi abîmés ?
									","
											und stellte mir eine Frage
über Leben und Tod.
											„Was passiert mit Telomeren
von Menschen mit chronischem Stress?“,
											fragte sie.
											Sie studierte Betreuer,
											besonders Mütter von Kindern
mit chronischen Erkrankungen,
											eine Darmerkrankung, Autismus, etc.,
											eine Gruppe unter starkem
und chronischem Stress.
											Ihre Frage änderte
mein Denken fundamental.
											Die ganze Zeit betrachtete ich Telomere
											als winzige molekulare Strukturen
											und die Gene, die Telomere kontrollieren.
											Als Elissa mich auf die Betreuer ansprach,
											sah ich Telomere
in einem ganz anderen Licht.
											Ich blickte über die Gene
und Chromosomen hinaus
											in das Leben der echten Menschen,
die wir erforschten.
											Ich bin selbst Mutter
											und in diesem Moment
											war ich erschlagen von
der Realität dieser Frauen,
											die sich tagtäglich um
ein krankes Kind kümmern,
											und das unter schwierigen
Umständen und oft ohne Hilfe.
											Und diese Frauen sehen oft
											einfach abgenutzt aus.
											Könnten ihre Telomere auch abgenutzt sein?
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											So our collective curiosity
went into overdrive.
											Elissa selected for our first study
a group of such caregiving mothers,
											and we wanted to ask:
What's the length of their telomeres
											compared with the number of years
that they have been caregiving
											for their child with a chronic condition?
											So four years go by
											and the day comes
when all the results are in,
											and Elissa looked down
at our first scatterplot
											and literally gasped,
											because there was a pattern to the data,
											and it was the exact gradient
that we most feared might exist.
											It was right there on the page.
											The longer, the more years that is,
											the mother had been
in this caregiving situation,
											no matter her age,
											the shorter were her telomeres.
											And the more she perceived
											her situation as being more stressful,
											the lower was her telomerase
and the shorter were her telomeres.
									","
											A nossa curiosidade colectiva
foi impulsionada.
											A Elissa seleccionou para o nosso primeiro
estudo um grupo destas mães,
											e nós queríamos saber
qual era o comprimento dos seus telómeros
											em comparação com o número de anos
que elas tinham passado
											a cuidar dos seus filhos
com uma doença crónica?
											Assim, passaram-se quatro anos
											e chegou o dia em que obtivemos
todos os resultados.
											A Elissa olhou para o nosso
primeiro gráfico
											e literalmente perdeu o fôlego,
											porque existia um padrão nos nossos dados.
											Era exactamente o gradiente 
que nós mais temíamos que existisse.
											Estava ali mesmo no papel.
											Quanto mais tempo, quantos mais anos
a mãe tinha passado
											nesta situação de prestação de cuidados,
											independentemente da sua idade,
											mais curtos eram os seus telómeros.
											E quanto mais ela via a sua situação
											como sendo mais ""stressante"",
											menos telomerase ela tinha
e mais curtos eram os telómeros.
									","
											Merakımız şevke dönüştü.
											Elissa bu hasta bakan annelerden
deney için bir grup seçti,
											şunu sormak istedik:
Kronik bir rahatsızlığa sahip
											çocuklarına bakmakla geçirdikleri
yıllara kıyasla
											telomerlerinin uzunluğu ne kadardı?
											Dört yıl geçti
											ve tüm sonuçları aldığımız gün geldi,
											Elissa ilk dağılıma baktı
											ve resmen nefesi kesildi,
											çünkü veriye ilişkin bir şema vardı
											ve tam da varlığından korktuğumuz
meyil görünüyordu.
											Orada kağıtta yazılıydı.
											Annenin hastaya bakmakla
											geçirdiği yıllar arttıkça,
											yaşına bakılmaksızın,
											telomerleri kısalıyordu.
											Kendisi durumunu
											daha stresli olarak değerlendirdikçe,
											telomerazı daha düşük,
telomerleri daha kısa oluyordu.
									","
											Eso despertó nuestra curiosidad colectiva.
											Elissa seleccionó para nuestro primer 
estudio a un grupo de madres cuidadoras.
											Y queríamos preguntar: 
¿Cuál es la longitud de sus telómeros
											en comparación con la cantidad 
de años que han estado cuidando
											a su hijo con una enfermedad crónica?
											Así que pasan cuatro años
											y llega el día en que 
están todos los resultados,
											y Elissa mira nuestro primer 
diagrama de dispersión
											y literalmente jadea,
											porque había un patrón en los datos,
											y era el gradiente exacto que 
más temíamos que pudiera existir.
											Estaba justo allí en la página.
											Cuanto más tiempo, más años
											la madre había estado 
en esta situación de cuidado,
											no importaba su edad,
											más cortos eran sus telómeros.
											Y cuanto más ella percibía
											su situación como más estresante,
											más baja era su telomerasa 
y más cortos sus telómeros.
									","
											Ceci a alors déclenché
notre curiosité collective.
											Pour notre première étude, Elissa a formé
un groupe avec ces mères soignantes,
											et nous nous sommes posé la question
suivante : la longueur de leurs télomères
											est-elle proportionnelle au nombre
d'années qu'elles ont passé à s'occuper
											de leur enfant porteur
de maladie chronique ?
											Après quatre années,
											les résultats sont enfin tombés.
											Elissa a alors regardé
le premier diagramme
											et s'est exclamée en voyant
											qu'il y avait bien une tendance
qui se révélait.
											Il s'agissait de l'évolution dont
nous craignions le plus l'existence.
											C'était écrit noir sur blanc.
											Plus le nombre d'années passées
											par une mère à prendre soin de
son enfant est important,
											peu importe l'âge de la mère,
											plus ses télomères sont courts.
											De plus, plus la mère considère
											sa situation comme étant très stressante,
											plus sa télomérase et la longueur
de ses télomères diminuent.
									","
											Unsere gemeinsame Neugier
wurde bald zur Besessenheit.
											Elissa wählte für die erste Untersuchung
eine Gruppe solcher Mütter aus
											und wir fragten uns: „Wie lang
sind ihre Telomere im Verhältnis
											zur Anzahl der bisherigen Pflegejahre
											für ihre chronisch erkrankten Kinder?“
											Vier Jahre vergingen und
der Tag der Auswertung kam.
											An diesem Tag sah Elissa unser
erstes Diagramm und rang nach Luft.
											Die Daten folgten einem Muster.
											Es war genau das Gefälle,
das wir befürchteten.
											Genau auf diesem Bild.
											Je länger sich eine Mutter in
dieser Pflegesituation befand,
											unabhängig vom Alter,
											umso kürzer waren ihre Telomere.
											Und je mehr sie ihre
Situation als stressig empfand,
											umso weniger Telomerase und
umso kürzere Telomere hatte sie.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											So we had discovered something unheard of:
											the more chronic stress you are under,
the shorter your telomeres,
											meaning the more likely you were
to fall victim to an early disease span
											and perhaps untimely death.
											Our findings meant
that people's life events
											and the way we respond to these events
											can change how you
maintain your telomeres.
											So telomere length wasn't
just a matter of age counted in years.
											Elissa's question to me,
											back when she first came to my lab,
indeed had been a life-and-death question.
									","
											Tínhamos descoberto algo inédito:
											quanto mais ""stress"" crónico sofremos,
mais curtos são os nossos telómeros,
											o que significa um aumento da probabilidade
de ser vítima de doença precoce
											e talvez morte prematura.
											Os nossos resultados mostraram
que os acontecimentos da vida pessoal
											e a maneira como respondemos
a esses acontecimentos
											pode mudar a manutenção
dos nossos telómeros.
											Assim, o comprimento dos telómeros
não é só uma questão de idade, em anos.
											A pergunta que a Elissa me fez,
											quando ela foi ao meu laboratório,
era mesmo uma pergunta de vida ou morte.
									","
											Biz hiç duyulmamış bir şeyi keşfettik:
											Ne kadar kronik stres çekerseniz,
telomerleriniz o kadar kısalıyor,
											yani erken bir hastalık döngüsüne
düşmeniz daha muhtemel
											hatta zamansız bir ölüme.
											Bulgularımız
insanların hayatlarındaki olayların
											ve bu olaylara verdikleri tepkilerin
											telomerlerin düzenini
değiştirebileceğiydi.
											Yani telomer uzunluğu
yaşın yıl bakımından yorumu değildi.
											Elissa'nın bana sorduğu
											ilk soru gerçekten de
bir ölüm kalım sorusuydu.
									","
											Entonces, descubrimos algo inaudito:
											cuanto más estrés crónico tienes, 
más cortos son tus telómeros,
											lo que significa que es más probable que 
seas víctima de una enfermedad temprana
											y tal vez de muerte prematura.
											Nuestros hallazgos significaban que 
los eventos de la vida de las personas
											y la forma en que respondemos 
a estos eventos
											puede cambiar la manera 
en que uno mantiene sus telómeros.
											La longitud de los telómeros no era 
solo una cuestión de edad contada en años.
											La pregunta que Elissa me hizo
											la primera vez que vino a mi laboratorio, 
era una pregunta de vida o muerte.
									","
											Nous avions donc découvert
quelque chose d'inédit :
											plus une personne est victime de stress
chronique, plus ses télomères sont courts.
											Cela signifie que son espérance de vie
peut être réduite et
											qu'elle risque une mort prématurée.
											Nos recherches ont permis de déterminer
que ce que nous vivons
											et la manière dont nous réagissons face 
à ces événements
											agissent sur le bon entretien
de nos télomères.
											La longueur des télomères n'est donc pas
seulement due au passage des années.
											La question posée par Elissa
											était donc bel et bien une question
de vie ou de mort.
									","
											Wir hatten etwas Unerwartetes entdeckt.
											Je mehr Sie chronisch gestresst sind,
umso kürzer sind Ihre Telomere.
											Daraus folgt eine frühere Krankheitsspanne
											und möglicherweise
sogar ein verfrühter Tod.
											Unsere Ergebnisse legten nahe,
dass die Erfahrungen im Leben
											und unsere Reaktionen auf diese
											den Zustand der Telomere
beeinflussen können.
											Die Telomerlänge hängt also
nicht nur vom Alter ab.
											Elissas Frage an mich,
als ich sie das erste Mal sah,
											ging wirklich um Leben und Tod.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											Now, luckily, hidden
in that data there was hope.
											We noticed that some mothers,
											despite having been carefully caring
for their children for many years,
											had been able to maintain their telomeres.
											So studying these women closely revealed
that they were resilient to stress.
											Somehow they were able
to experience their circumstances
											not as a threat day in and day out
											but as a challenge,
											and this has led to a very important
insight for all of us:
											we have control over the way we age
											all the way down into our cells.
									","
											Mas, felizmente, nos nossos dados
também havia esperança.
											Nós notámos que algumas mães,
											apesar de terem cuidado muito bem
dos seus filhos durante muitos anos,
											tinham conseguido
manter os seus telómeros.
											Estudar bem estas mulheres revelou
que elas eram resilientes ao ""stress"".
											De alguma forma, elas eram capazes
de viver as suas circunstâncias
											não como uma ameaça diária
mas como um desafio.
											Isso levou a um achado
muito importante para todos nós:
											nós temos controlo sobre como envelhecemos
											mesmo ao nível das nossas células.
									","
											Neyse ki o verilerde gizli
umut da vardı.
											Bazı annelerin,
											uzun yıllar çocuklarına
itinayla bakmalarına karşın,
											telomerlerini koruyabildiklerini saptadık.
											Bu kadınları yakından incelemek
strese dayanıklı olduklarını gösterdi.
											Bir şekilde durumlarını
											bir tehdit olarak değil
											bir zorluk olarak görüyorlardı,
											bu da bizim çok önemli bir noktayı
anlamamızı sağladı:
											Hücrelerimize kadar,
											yaşlanma üzerinde kontrol sahibiyiz.
									","
											Afortunadamente, escondida 
en esa información había esperanza.
											Notamos que algunas madres,
											a pesar de haber cuidado 
a sus hijos durante muchos años,
											habían sido capaces 
de mantener sus telómeros.
											Así que el estudio de estas mujeres 
reveló que eran resistentes al estrés.
											De alguna manera, pudieron 
experimentar sus circunstancias
											no como una amenaza diaria,
											sino como un desafío,
											y esto ha llevado a una visión 
muy importante para todos nosotros:
											tenemos control sobre la forma 
en que envejecemos
											a lo largo del camino 
hasta nuestras células.
									","
											Heureusement, nous avons également trouvé
de l'espoir parmi ces données.
											Pour certaines femmes,
											qui se sont également occupées de leurs
enfants avec attention pendant des années,
											leurs télomères se sont maintenus.
											En étudiant ces femmes, nous avons
remarqué qu'elles résistaient au stress.
											En effet, elles vivaient leur situation
											non pas comme une menace constante,
											mais comme un défi.
											Ceci nous a conduites à une réflexion
de la plus haute importance :
											nous contrôlons notre manière de vieillir
											jusque dans nos cellules.
									","
											Glücklicherweise war auch Hoffnung
in unseren Daten enthalten.
											Uns fielen einige Mütter auf,
											die trotz jahrelanger
Betreuung ihrer Kinder
											ihre Telomere instand hielten.
											Bei genauer Betrachtung
waren diese Mütter stressresistent.
											Sie empfanden die Krankheit
nicht als tägliche Bedrohung,
											sondern als Herausforderung.
											Das ermöglichte uns allen
einen sehr wichtigen Einblick.
											Wir kontrollieren unseren Alterungsprozess
											bis in die Zellen hinein.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											OK, now our initial curiosity
became infectious.
											Thousands of scientists
from different fields
											added their expertise
to telomere research,
											and the findings have poured in.
											It's up to over 10,000
scientific papers and counting.
											So several studies
rapidly confirmed our initial finding
											that yes, chronic stress
is bad for telomeres.
											And now many are revealing
											that we have more control
over this particular aging process
											than any of us could ever have imagined.
											A few examples:
											a study from the University
of California, Los Angeles
											of people who are caring
for a relative with dementia, long-term,
											and looked at their caregiver's
telomere maintenance capacity
											and found that it was improved
											by them practicing a form of meditation
											for as little as 12 minutes
a day for two months.
											Attitude matters.
											If you're habitually a negative thinker,
											you typically see a stressful situation
with a threat stress response,
											meaning if your boss wants to see you,
											you automatically think,
""I'm about to be fired,""
											and your blood vessels constrict,
											and your level of the stress
hormone cortisol creeps up,
											and then it stays up,
											and over time, that persistently
high level of the cortisol
											actually damps down your telomerase.
											Not good for your telomeres.
									","
											Neste momento a nossa curiosidade
tornou-se contagiosa.
											Milhares de cientistas de áreas diferentes
											juntaram as suas especializações
ao estudo dos telómeros,
											e os resultados começaram a chover.
											Já são cerca de 10 000 publicações
e ainda vêm mais.
											Muitos estudos rapidamente
confirmaram os nossos resultados iniciais,
											que, de facto, o ""stress"" crónico
é mau para os telómeros.
											E agora muitos revelam
											que temos mais controlo sobre este
processo de envelhecimento
											do que alguma vez teríamos imaginado.
											Alguns exemplos:
											Um estudo da Universidade
da Califórnia, em Los Angeles,
											sobre pessoas que cuidam de um familiar
com demência, a longo prazo,
											e que olhou para a capacidade
de manutenção destes cuidadores
											descobriu que esta era melhorada
											se as pessoas praticassem alguma meditação
											somente durante 12 minutos
por dia, durante dois meses.
											A atitude conta.
											Se forem geralmente negativistas,
											tipicamente vêem uma situação de ""stress""
com uma resposta de ameaça.
											Por exemplo, se o vosso chefe vos chama,
											vocês automaticamente pensam:
""Vou ser despedido,""
											e os vasos sanguíneos contraem-se
											e os níveis da hormona de ""stress"",
o cortisol, aumentam,
											e mantêm-se altos.
											Com o tempo, esse nível alto
constante de cortisol
											diminui efectivamente a vossa telomerase.
											É péssimo para os telómeros.
									","
											Şimdi ilk merakımız
bulaşıcı bir hâle geldi.
											Farklı alanlardan binlerce bilim insanı
											uzmanlıklarına telomer
araştırmasını da ekledi
											ve bulgular hızlı arttı.
											10.000'e yakın bilimsel makale var
ve sayı artıyor.
											Bazı çalışmalar
hızla ilk bulgumuzu doğruluyor,
											evet, kronik stres
telomerler için iyi değil.
											Pek çok çalışma
											yaşlanma süreci üzerinde 
daha önce hayal edebileceğimizden
											bile fazla kontrol sahibi 
olduğumuzu gösterdi.
											Birkaç örnek:
											Los Angeles Kaliforniya Üniversitesi'nden
bir çalışma
											uzun süreli bunama rahatsızlığı çeken
yakınlarına bakan insanların
											telomer düzen kapasitesini inceledi
											ve iki ay günde 12 dakika boyunca
											bir tür meditasyon yaptıklarında
											telomerlerde iyileşme olduğu görüldü.
											Tavır gerçekten önemli.
											Sürekli negatif düşünen biriyseniz,
											stresli bir durumu
tehdit stres yanıtıyla görürsünüz,
											örneğin patron sizi görmek istediğinde,
											otomatik olarak
''Kovulacağım'' diye düşünürsünüz
											kan damarlarınız kasılır
											ve kortizol stres hormonu
seviyeniz artar,
											sonra da o vaziyette kalır,
											zaman içinde bu yüksek seyreden
kortizol düzeyi
											telomerazınız üzerinde etki yapar.
											Telomerleriniz için iyi değil.
									","
											Nuestra curiosidad inicial 
se volvió contagiosa.
											Miles de científicos de diferentes campos
											añadieron su experiencia 
a la investigación de telómeros,
											y los hallazgos han llegado.
											Hay hasta más de 10 000 artículos 
científicos y siguen sumándose.
											Varios estudios confirmaron 
rápidamente nuestro hallazgo inicial
											de que sí, el estrés crónico 
es malo para los telómeros.
											Y muchos son reveladores
											de que tenemos más control sobre 
este particular proceso de envejecimiento
											de lo que ninguno de nosotros 
podría haber imaginado.
											Algunos ejemplos:
											un estudio de la Universidad 
de California, Los Ángeles,
											de personas que están al cuidado de 
un pariente con demencia a largo plazo,
											observó la capacidad de resistencia 
de los telómeros de sus cuidadores
											y descubrió que se había mejorado
											practicando una forma de meditación
											tan solo 12 minutos 
al día durante dos meses.
											La actitud importa.
											Si habitualmente uno tiene 
pensamientos negativos,
											se ve una situación estresante 
con una amenaza de respuesta al estrés,
											es decir, si el jefe quiere verte,
											automáticamente piensas: 
""Estoy a punto de ser despedido""
											y tus vasos sanguíneos se estrechan,
											y tu nivel de cortisol, 
la hormona del estrés, aumenta,
											y luego se mantiene arriba,
											y con el tiempo, ese nivel 
persistentemente alto de cortisol
											en realidad, amortigua tu telomerasa.
											No es bueno para tus telómeros.
									","
											Notre curiosité initiale
est devenue contagieuse.
											Des scientifiques spécialisés
dans différents domaines
											sont venus apporter leur savoir-faire
à la recherche sur les télomères,
											apportant toutes sortes de résultats.
											Nous en sommes à plus de 10 000
articles scientifiques.
											Plusieurs études ont confirmé
nos premières trouvailles, c'est-à-dire
											que le stress chronique
est l'ennemi des télomères.
											Certaines études révèlent
											que nous avons même plus de contrôle
sur ce processus de vieillissement
											que nous l'avions imaginé.
											Par exemple :
											l'Université de Californie à Los Angeles
a mené une étude
											sur des personnes s'occupant de proches
atteints de démence sur le long terme
											en se penchant sur la capacité d'entretien
des télomères de ces personnes.
											Les résultats ont montré
que cette capacité
											était améliorée par la pratique 
quotidienne d'une certaine forme
											de méditation par séance de 12 minutes
par jour pendant deux mois.
											Notre attitude a son importance.
											Si une personne a une attitude pessimiste,
											elle vivra une situation stressante
comme une menace.
											Cela veut dire que si son patron demande
à la voir,
											elle pensera :
« Je vais me faire virer »,
											ses vaisseaux se contracteront
											et son niveau de cortisol, l'hormone
du stress, augmentera
											et restera élevé.
											Avec le temps, ce taux constamment élevé
de cortisol aura
											un impact négatif sur la télomérase,
											et donc sur les télomères.
									","
											Unsere anfängliche Neugier
steckte andere an.
											Tausende Wissenschaftler
aus verschiedenen Disziplinen
											bereicherten die Telomerforschung
um ihre Expertise,
											und die Ergebnisse strömten zu uns.
											Es entstanden mehr als
10.000 wissenschaftliche Aufsätze,
											Tendenz steigend.
											Verschiedene Studien
bestätigten unser Resultat schnell:
											Chronischer Stress
ist schlecht für Telomere.
											Und nun enthüllen viele,
											dass wir diesen speziellen Altersprozess
											mehr kontrollieren als je gedacht.
											Einige Beispiele:
											Eine Studie der University of
California, Los Angeles,
											über langjährige Betreuer
von Verwandten mit Demenz
											betrachtete deren
Telomererhaltungskapazität
											und fand heraus,
											dass sie durch tägliche Mediation
von nur 12 Minuten
											innerhalb von zwei Monaten
verbessert wurde.
											Die persönliche Einstellung ist relevant.
											Wenn Sie gewohnheitsmäßiger
Pessimist sind,
											reagieren Sie auf Stresssituationen
wie auf eine Bedrohung.
											Wenn also Ihr Chef sie sehen will,
											stellen Sie sich sofort
Ihre Kündigung vor.
											Ihre Blutgefäße verengen sich,
											das Level ihres Stresshormons
Cortisol steigt
											und es bleibt in diesem Zustand.
											Diese beständige Cortisol-
Hochkonzentration über längere Zeit
											verringert Ihre Telomerase —
											nicht gut für Ihre Telomere.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
