es,en,de,title,speaker,duration,tags
"
											Los video juegos puede ser realmente profundos
											incluso cuando son completamente tontos.
											Estoy segura de que todos conocen 
Katamari Damacy.
											Se trata de tirar una bola y recoger 
tantos objetos como sea posible,
											en un tiempo determinado,
											que con suerte se podrá convertir en un planeta.
											Nunca he conseguido hacer el planeta,
pero eso es todo.
											O el Vib-cinta que no fue distribuido 
aquí en los Estados Unidos.
											Era un juego de PlayStation pensado para Japón.
											Y fue uno de los primeros videojuegos
											en el que podías elegir tu propia música.
											Así que podías poner en la PlayStation,
											tu propio CD
											y entonces el juego cambiaba con la música. 
Era realmente fantástico.
									","
											You know, video games can be truly deep
											even when they're completely mindless.
											I'm sure that all of you know Katamari Damacy.
											It's about rolling a ball and picking up as many objects as you can
											in a finite amount of time
											and hopefully you'll be able to make it into a planet.
											I've never made it into a planet, but that's it.
											Or, you know, Vib-Ribbon was not distributed here in the United States.
											It was a PlayStation game, but mostly for Japan.
											And it was one of the first video games
											in which you could choose your own music.
											So you would put into the PlayStation,
											you would put your own CD,
											and then the game would change alongside your music. So really fantastic.
									","
											Videospiele können
sehr tiefsinnig sein,
											auch wenn sie 
völlig geistlos sind.
											Ich bin sicher, dass Sie 
alle ""Katamari Damacy"" kennen.
											Man rollt einen Ball und hebt 
so viele Objekte wie möglich auf,
											in einer begrenzten 
Zeitspanne
											und hoffentlich wird 
es zu einem Planeten.
											Ich habe es noch nie bis zu 
einem Planeten geschafft.
											Oder ""Vib-Ribbon"", das nicht
in den USA vertrieben wurde.
											Es war ein PlayStation-Spiel, 
aber hauptsächlich für Japan.
											Es war eines der 
ersten Videospiele,
											in dem man seine eigene 
Musik auswählen konnte.
											Man steckte 
seine eigene CD
											in die PlayStation
											und das Spiel änderte sich 
mit Ihrer Musik. Fantastisch.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Sin olvidar a Eve Online.
											Eve Online es un universo artificial, si se quiere,
											pero uno de los diplomáticos 
que mataron en Bengasi,
											no el Embajador Stevens, 
sino uno de sus colaboradores,
											fue un muy buen jugador de Eve Online,
											así que tienen a un diplomático del mundo real
											que pasa su tiempo en Eve Online
											para probar, tal vez, 
todas sus ideas sobre la diplomacia
											y sobre la creación del universo, hasta el punto que
											el primer anuncio del ataque
											fue dado en realidad en Eve Online,
											y después de su muerte, varias partes del universo
											fueron nombradas en su honor.
											Y estuve recientemente en una reunión 
de fans de Eve Online
											en Reikiavik y fue absolutamente increíble.
											Estamos hablando de una experiencia
											que podrá parecer extraña para muchos de nosotros,
											pero que es muy educativa.
											Por supuesto, hay juegos que son
incluso más educativos.
									","
											Not to mention Eve Online.
											Eve Online is an artificial universe, if you wish,
											but one of the diplomats that was killed in Benghazi,
											not Ambassador Stevens, but one of his collaborators,
											was a really big shot in Eve Online,
											so here you have a diplomat in the real world
											that spends his time in Eve Online
											to kind of test, maybe, all of his ideas about diplomacy
											and about universe-building, and to the point that
											the first announcement of the bombing
											was actually given on Eve Online,
											and after his death, several parts of the universe
											were named after him.
											And I was just recently at the Eve Online fan festival
											in Reykjavík that was quite amazing.
											I mean, we're talking about an experience
											that of course can seem weird to many,
											but that is very educational.
											Of course, there are games that are even more educational.
									","
											Ganz zu schweigen 
von ""Eve Online"".
											""Eve Online"" ist ein 
künstliches Universum,
											aber einer der Diplomaten, der 
in Bengasi getötet wurde,
											nicht Botschafter Stevens, 
aber einer seiner Mitarbeiter,
											war ein wirklich hohes 
Tier in ""Eve Online"".
											Es gibt einen Diplomaten 
in der realen Welt,
											der seine Zeit in 
""Eve Online"" verbringt,
											um vielleicht seine verschiedenen
Ideen über Diplomatie zu testen
											und über das Universum-Bauen,
bis zu dem Punkt,
											dass die erste Nachricht
von dem Anschlag
											auf ""Eve Online""
verkündet wurde
											und nach seinem Tod wurden
mehrere Teile des Universums
											nach ihm benannt.
											Ich war erst vor Kurzem
auf dem ""Eve Online""-Fan-Festival
											in Reykjavík, 
das war erstaunlich.
											Wir reden über ein Erlebnis,
											das vielen seltsam erscheint,
											aber das sehr lehrreich ist.
											Natürlich gibt es Spiele, die 
noch lehrreicher sind.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Dwarf Fortress es como el Santo Grial
											de este tipo de juegos en línea masivo 
de multijugadores,
											y de hecho los dos hermanos Adams 
estaban en Reikiavik,
											y fueron recibidos
											con una ovación de pie por todos los fans 
de Eve Online.
											Fue sorprendente verlo.Es un juego hermoso.
											Así que empiezan a ver que
											la estética, que es tan importante
											para una colección como la del MoMA,
											se mantiene viva también al seleccionar estos juegos.
									","
											Dwarf Fortress is like the holy grail
											of this kind of massive multiplayer online game,
											and in fact the two Adams brothers were in Reykjavík,
											and they were greeted
											by a standing ovation by all the Eve Online fans.
											It was amazing to see. And it's a beautiful game.
											So you start seeing here that
											the aesthetics that are so important
											to a museum collection like MoMA's
											are kept alive also by the selection of these games.
									","
											""Dwarf Fortress"" ist wie 
der Heilige Gral
											dieser Art von 
Massive-Multiplayer-Online-Spiel.
											Und die beiden Adams-Brüder 
waren in Reykjavík
											und sie wurden
											mit stehendem Beifall von den
""Eve Online""-Fans begrüßt.
											Es war erstaunlich zu sehen. 
Es ist ein schönes Spiel.
											Man sieht hier also, dass
											die Ästhetik, 
die so wichtig
											für eine Sammlung
wie die des MoMA ist,
											durch die Auswahl dieser Spiele 
aufrechterhalten wird.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Y Valve Portal es un ejemplo
											de un videojuego en el que
											hay un cierto tipo de violencia,
											y esto me lleva a hablar también
											de uno de los mayores problemas que tratamos
											cuando adquirimos los video juegos: 
qué hacer con la violencia.
											Tuvimos que tomar decisiones.
											Curiosamente, en el MoMA hay mucha violencia
											retratada en la sección de arte de la colección,
											pero cuando llegué al MoMA hace 19 años,como buena Italiana,
											dije: ""Saben qué, necesitamos una Beretta"".
											Y me dijeron, ""No. Sin armas en la colección de diseño"".
											Y yo estaba como:""¿Por qué?"".
											Curiosamente, me enteré de que se considera
											que en el diseño y en la colección de diseño,
											lo que se ve es lo que se tiene.
											Así que cuando ven un arma, es un instrumento para matar en la colección de diseño.
											Si está en la colección de arte,
											podría ser una crítica del instrumento de muerte.
											Es muy interesante.
											Pero estamos formando nuestra dimensión crítica también en el diseño,
											así que tal vez, algún día, podremos también 
adquirir las armas.
											Pero en este caso en particular decidimos
											, con Kate y Pablo,
											que no incluiríamos violencia gratuita.
											Incluimos el Portal porque se dispara contra paredes
											con el fin de crear nuevos espacios.
											Tenemos el Street Fighter II, 
porque las artes marciales son buenas.
											(Risas)
											Pero no tenemos el GTA porque,
											tal vez es algo personal,
											nunca he sido capaz de chocar autos
											y de dispararle a prostitutas y a proxenetas.
											No era muy constructivo. (Risas)
											Me río de esto, pero lo discutimos
											por muchos días. No tienen ni idea.
											Y todavía tengo mis dudas,
											pero cuando se tienen, en cambio, 
juegos como el Flow, no hay ninguna duda.
											Es acerca de la serenidad y de lo sublime,
											de experimentar lo que significa 
ser una criatura del mar.
											Tenemos también algunos clásicos
de deslizamiento lateral.
											Es una colección bastante importante.
									","
											And you know, Valve — you know, Portal —
											is an example of a video game in which
											you have a certain type of violence
											which also leads me to talk about
											one of the biggest issues that we had to discuss
											when we acquired the video games, what to do with violence.
											Right? We had to make decisions.
											At MoMA, interestingly, there's a lot of violence
											depicted in the art part of the collection,
											but when I came to MoMA 19 years ago, and as an Italian,
											I said, ""You know what, we need a Beretta.""
											And I was told, ""No. No guns in the design collection.""
											And I was like, ""Why?""
											Interestingly, I learned that it's considered
											that in design and in the design collection,
											what you see is what you get.
											So when you see a gun, it's an instrument for killing in the design collection.
											If it's in the art collection,
											it might be a critique of the killing instrument.
											So it's very interesting.
											But we are acquiring our critical dimension also in design,
											so maybe one day we'll be able to acquire also the guns.
											But here, in this particular case, we decided,
											you know, with Kate and Paul,
											that we would have no gratuitous violence.
											So we have Portal because you shoot walls
											in order to create new spaces.
											We have Street Fighter II, because martial arts are good.
											(Laughter)
											But we don't have GTA because,
											maybe it's my own reflection,
											I've never been able to do anything but crashing cars
											and shooting prostitutes and pimps.
											So it was not very constructive. (Laughter)
											So, I'm making fun of it, but we discussed this
											for so many days. You have no idea.
											And to this day, I am ambivalent,
											but when you have instead games like Flow, there's no doubt.
											It's like, it's about serenity and it's about sublime.
											It's about experiencing what it means to be a sea creature.
											Then we have a few also side-scrollers — classical ones.
											So it's quite a hefty collection.
									","
											Valve –
Sie wissen, ""Portal"" –
											ist ein Beispiel für 
ein Videospiel, in dem
											Sie eine bestimmte 
Art von Gewalt haben,
											was mich dazu bringt,
darüber zu reden,
											dass eines der größten Probleme, 
die wir klären mussten,
											entstand hinsichtlich Videospiele
und wie wir Gewalt handeln.
											Richtig? Wir mussten
Entscheidungen treffen.
											Im MoMA gibt es
viel Gewalt,
											dargestellt im Kunstteil
der Sammlung,
											aber als ich vor 19 Jahren
als Italienerin zum MoMA kam,
											sagte ich: 
""Wir brauchen eine Beretta.""
											Mir wurde gesagt: ""Nein. Keine 
Waffen in die Design-Sammlung.""
											Ich fragte: ""Warum?""
											Ich habe gelernt, es gilt,
											dass, was man im Design 
und in der Sammlung
											sieht, ist was man bekommt.
											Die Waffe als Tötungsinstrument
in der Design-Sammlung.
											Wenn es in der Kunstsammlung ist,
											könnte es eine Kritik an 
einem Tötungsinstrument sein.
											Es ist sehr interessant.
											Wir fügen auch dem Design 
unsere kritische Dimension hinzu,
											vielleicht werden wir
auch einmal Waffen erwerben.
											In diesem speziellen Fall
beschlossen wir,
											mit Kate und Paul,
											dass wir keine grundlose 
Gewalt haben würden.
											Wir zeigen ""Portal"", weil 
man auf Mauern schießt,
											um neue Räume zu schaffen.
											Wir haben ""Street Fighter II"", 
weil Martial Arts gut sind.
											(Lachen)
											Wir haben kein ""GTA"", weil –
											vielleicht ist es meine 
eigene Haltung –
											ich dort nie etwas anderes tat,
außer Autounfälle zu verursachen
											und Prostituierte und Zuhälter
zu erschießen.
											Es war nicht sehr konstruktiv. 
(Lachen)
											Ich spotte darüber, 
aber wir diskutierten es
											für so viele Tage. 
Sie haben keine Ahnung.
											Bis zum heutigen Tag
bin ich ambivalent,
											aber dafür haben wir Spiele 
ohne Zweifel, wie ""Flow"".
											Es geht um Gelassenheit 
und das Erhabene.
											Man erlebt, wie es ist, 
ein Meerestier zu sein.
											Wir haben einige 
klassische Side-Scroller.
											Es ist eine durchaus 
stolze Sammlung.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Empezamos con los primeros 14,
											pero tenemos varios que están por venir,
											y la razón de por qué no los hemos adquirido aún
											es que no adquirimos solo el juego.
											Adquirimos la relación con la empresa.
											Lo que queremos, a lo que aspiramos, es al código.
											Es muy difícil de conseguir, por supuesto.
											Pero eso es lo que nos permitiría preservar
											los videojuegos por un tiempo muy largo,
											y eso es lo que hacen los museos.
											También conservan artefactos para la posteridad.
											A falta del código, porque las empresas
											de videojuegos no cooperan mucho 
en algunos casos,
											a falta del código, 
adquirimos la relación con la empresa.
											Nos vamos a quedar con ellos para siempre.
											No se van a deshacer de nosotros.
											Y un día, tendremos ese código. (Risas)
									","
											And right now, we started with the first 14,
											but we have several that are coming up,
											and the reason why we haven't acquired them yet
											is because you don't acquire just the game.
											You acquire the relationship with the company.
											What we want, what we aspire to, is the code.
											It's very hard to get, of course.
											But that's what would enable us to preserve
											the video games for a really long time,
											and that's what museums do.
											They also preserve artifacts for posterity.
											In absence of the code, because, you know,
											video game companies are not very forthcoming in some cases,
											in absence of that, we acquire the relationship with the company.
											We're going to stay with them forever.
											They're not going to get rid of us.
											And one day, we'll get that code. (Laughter)
									","
											Wir haben mit den
ersten 14 begonnen,
											aber wir haben mehrere
in der Planung,
											der Grund, warum wir sie noch
nicht erworben haben,
											ist, dass man nicht einfach
ein Spiel erwirbt.
											Man erwirbt die Beziehung 
mit dem Unternehmen.
											Was wir wollen und
anstreben ist der Code.
											Der ist sehr schwer
zu bekommen.
											Aber so wären wir in der 
Lage, die Videospiele
											für eine wirklich lange Zeit 
zu erhalten,
											so wie es die Art
eines Museums ist.
											Sie bewahren auch 
Artefakte für die Nachwelt.
											In Abwesenheit des Codes,
											Videospiel-Unternehmen sind oft
nicht so entgegenkommend,
											daher erwerben wir die 
Beziehung mit dem Unternehmen.
											Wir werden für immer 
zusammenbleiben.
											Sie werden uns nicht los.
											Und eines Tages werden 
wir den Code erhalten. (Lachen)
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Pero quiero explicarles los criterios que elegimos
											para el diseño interactivo. 
La estética es muy importante.
											Aquí ven el Core War,
											que es un juego viejo que aprovecha estéticamente
											las limitaciones del procesador.
											El tipo de interferencias que ven aquí,
											que parecen hermosas barreras en el juego,
											son en realidad una consecuencia 
de las limitaciones del procesador;
											es fantástico. La estética siempre es importante.
									","
											But I want to explain to you the criteria that we chose
											for interaction design. Aesthetics are really important.
											And I'm showing you Core War here,
											which is an early game that takes advantage aesthetically
											of the limitations of the processor.
											So the kind of interferences that you see here
											that look like beautiful barriers in the game
											are actually a consequence of the processor's limitedness,
											which is fantastic. So aesthetics is always important.
									","
											Ich zeige Ihnen unsere
Auswahlkriterien
											für Interaktionsdesign auf. 
Ästhetik ist sehr wichtig.
											Ich zeige Ihnen ""Core War"",
											ein frühes Spiel, das
ästhetisch mit
											der Beschränkung des 
Prozessors spielt.
											Diese Art der Störungen,
											die wie schöne Hindernisse
im Spiel aussehen,
											sind eigentlich die Folge 
der Endlichkeit des Prozessors,
											was fantastisch ist. 
Ästhetik ist also immer wichtig.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											También lo es el espacio, 
el aspecto espacial de los juegos.
											Creo que los mejores videojuegos
											son los que tienen arquitectos 
realmente conocedores
											detrás de ellos y si no son arquitectos,
											con formación genuina en arquitectura, 
se tiene esa sensación.
											Pero la evolución espacial en los video juegos 
es de suma importancia.
									","
											And so is space, the spatial aspect of games.
											You know, I feel that the best video games
											are the ones that have really savvy architects
											that are behind them, and if they're not architects,
											bona fide trained in architecture, they have that feeling.
											But the spatial evolution in video games is extremely important.
									","
											So ist Raum, der 
räumliche Aspekt von Spielen.
											Ich glaube, dass die 
besten Videospiele
											die von versierten 
Architekten sind.
											Wenn sie keine Architekten sind,
											gut in Architektur ausgebildet, 
dann haben sie doch das Gefühl.
											Die räumliche Entwicklung
ist extrem wichtig.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											El tiempo. La forma en que experimentamos el tiempo en los videojuegos,
											como en otras formas de diseño interactivo,
											es realmente asombrosa.
											Puede ser en tiempo real o puede ser
el tiempo dentro del juego,
											como en Animal Crossing, donde las estaciones
											suceden a su propio ritmo.
									","
											Time. The way we experience time in video games,
											as in other forms of interaction design,
											is really quite amazing.
											It can be real time or it can be the time within the game,
											as is in Animal Crossing, where seasons
											follow each other at their own pace.
									","
											Zeit. Die Art und Weise erleben,
wie wir Zeit darin erleben,
											wie in anderen Formen 
des Interaktionsdesigns
											ist wirklich ganz erstaunlich.
											Es kann Echtzeit sein 
oder die Zeit im Spiel selbst,
											wie in ""Animal Crossing"", 
wo sich Jahreszeiten
											im eigenen Tempo abwechseln.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Así que el tiempo, el espacio, la estética,
											y, lo más importante, el comportamiento.
											El tema central del diseño interactivo
es el comportamiento.
											Diseñadores que tratan con comportamientos en el diseño interactivo
											que van a influir el resto de nuestras vidas.
											No están limitados solo 
a nuestra interacción con la pantalla.
											En este caso, estoy mostrando el Marble Madness,
											que es un juego hermoso
											en el que el mando es una gran esfera 
que vibra contigo,
											para tener una esfera que se mueve en este paisaje,
											y la esfera, el mando en sí mismo, 
te da una sensación de movimiento.
											En cierto modo, pueden ver cómo los videojuegos
											son el aspecto más puro de diseño interactivo
											y son muy útiles para explicar qué es la interacción.
									","
											So time, space, aesthetics,
											and then, most important, behavior.
											The real core issue of interaction design is behavior.
											Designers that deal with interaction design behaviors
											that go to influence the rest of our lives.
											They're not just limited to our interaction with the screen.
											In this case, I'm showing you Marble Madness,
											which is a beautiful game
											in which the controller is a big sphere that vibrates with you,
											so you have a sphere that's moving in this landscape,
											and the sphere, the controller itself, gives you a sense of the movement.
											In a way, you can see how video games
											are the purest aspect of interaction design
											and are very useful to explain what interaction is.
									","
											Also Zeit, Raum, Ästhetik,
											und dann, am wichtigsten, 
Verhalten.
											Verhalten ist der wahre Kern
des Interaktionsdesigns.
											Designer, die Verhalten im
Interaktionsdesign behandeln,
											was den Rest unseres 
Lebens beeinflusst.
											Für sie gilt nicht nur unsere 
Interaktion mit dem Bildschirm.
											Ich zeige Ihnen
""Marble Madness"",
											was ein schönes Spiel ist,
											in dem der Controller eine große 
Kugel ist, die mit einem vibriert.
											Die Kugel bewegt sich
in dieser Landschaft.
											Die Kugel, der Controller selbst, 
gibt ein Gefühl von Bewegung.
											Auf ihre Art sind Videospiele
											der reinste Aspekt 
des Interaktionsdesigns
											und sind sehr nützlich, um zu 
erklären, was Interaktion ist.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											No queremos mostrar los videojuegos
											con la parafernalia. 
No hay nostalgia por las maquinitas.
											En todo caso, queremos mostrar el código,
											y aquí pueden ver el distellamap 
de Ben Fry del Pac-Man,
											del código del Pac-Man.
									","
											We don't want to show the video games
											with the paraphernalia. No arcade nostalgia.
											If anything, we want to show the code,
											and here you see Ben Fry's distellamap of Pac-Man,
											of the Pac-Man code.
									","
											Wir wollen keine Videospiele
											mit Zubehör zeigen. 
Keine Arcade-Nostalgien.
											Wenn überhaupt, wollen 
wir den Code zeigen.
											Hier ist Ben Frys ""Distellamap"" 
von ""Pac-Man"",
											dem Pac-Man-Code.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											La forma en que obtuvimos los juegos 
es muy interesante
											y muy poco ortodoxa. Aquí los ven
											exhibidos junto a otros ejemplos de diseño,
											muebles y otras piezas,
											pero no hay ninguna parafernalia, no hay nostalgia,
											solo la pantalla y un pequeño estante 
con los mandos.
											Los mandos son, por supuesto,
parte de la experiencia,
											y no podemos descartarlos.
											Pero curiosamente, esta elección no fue condenada
											con tanta vehemencia por los jugadores.
											Tenía miedo de que nos mataran
											y en cambio comprendieron, especialmente
											cuando les dije que estaba tratando 
de aplicar la misma estratagema
											que Philip Johnson aplicó en 1934
											cuando quería hacer comprender a la gente
											la importancia del diseño y tomó palas de la hélice
											y piezas de maquinaria
											y las puso sobre pedestales blancos 
en las galerías del MoMA
											contra las paredes blancas, como si fueran esculturas de Brancusi.
											Creó esta distancia extraña, este choque,
											que hizo que la gente se diera cuenta 
de lo magníficamente formales
											y funcionalmente importantes
que son las piezas de diseño.
											Me gustaría hacer lo mismo con los video juegos.
											Al quitar las alfombras pegajosas,
las colillas de cigarrillo
											y todo lo que nos recuerde a nuestra infancia,
											quiero que la gente entienda
											que estas son formas importantes de diseño.
											En cierta forma, los videojuegos, 
las tipografías y todo lo demás
											nos ayudan a hacer comprender a la gente
											un significado más amplio para el diseño.
									","
											So the way we acquired the games is very interesting
											and very unorthodox. You see them here
											displayed alongside other examples of design,
											furniture and other parts,
											but there's no paraphernalia, no nostalagia,
											only the screen and a little shelf with the controllers.
											The controllers are, of course, part of the experience,
											so you cannot do away with it.
											But interestingly, this choice was not condemned
											too vehemently by gamers.
											I was afraid that they would kill us,
											and instead they understood, especially
											when I told them that I was trying to apply the same stratagem
											that Philip Johnson applied in 1934
											when he wanted to make people understand
											the importance of design, and he took propeller blades
											and pieces of machinery and
											in the MoMA galleries he put them on white pedestals
											against white walls, as if they were Brancusi sculptures.
											He created this strange distance, this shock,
											that made people realize how gorgeous formally,
											and also important functionally, design pieces were.
											I would like to do the same with video games.
											By getting rid of the sticky carpets and the cigarette butts
											and everything else that we might remember from our childhood,
											I want people to understand
											that those are important forms of design.
											And in a way, the video games, the fonts and everything else
											lead us to make people understand
											a wider meaning for design.
									","
											Die Art des Spielerwerbs 
ist sehr interessant
											und sehr unorthodox. 
Sie sehen es hier
											ausgestellt neben anderen
Beispielen für Design,
											Möbeln und 
anderen Elementen,
											aber es gibt kein Zubehör, 
keine Nostalgien,
											nur den Bildschirm und ein 
kleines Regal mit den Controllern.
											Die Controller sind natürlich 
Teil der Erfahrung,
											es geht also nicht ohne.
											Aber interessanterweise 
wurde dies nicht zu sehr
											von den Spielern verurteilt.
											Ich hatte Angst, dass sie 
uns töten würden,
											und stattdessen 
verstanden sie es, vor allem
											als ich ihnen sagte, dass ich 
den gleichen Trick anwenden will,
											den Philip Johnson 
1934 versuchte,
											als er Menschen die 
Bedeutung von Design
											näherbringen wollte. 
Er nahm Propellerblätter
											und Stücke von 
Maschinen und
											legte sie in den MoMA-Galerien 
auf weiße Sockel,
											vor weiße Wände, als
wären es Brancusi-Skulpturen.
											Er schuf diese seltsame 
Distanz, diesen Schock,
											wodurch Menschen erkannten,
wie wunderschön formal
											und auch funktionell bedeutend
Design-Stücke sind.
											Ich möchte das gleiche 
mit Videospielen tun.
											Das Abschaffen der klebrigen 
Teppiche und Zigarettenstummel
											und allem, was wir aus unserer 
Kindheit erinnern.
											Ich möchte, dass 
Menschen verstehen,
											dass dies wichtige Formen 
des Designs sind.
											Videospiele, die Schriftarten 
und alles andere
											helfen uns dabei, 
dass Menschen
											die weitere Bedeutung 
von Design verstehen.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Una de mis adquisiciones soñadas,
											que ha estado en espera desde hace unos años
											pero que ahora se retomará,
											es un 747.
											Me gustaría adquirirlo, pero sin poseerlo.
											No quiero que sea del MoMA y esté en el MoMA.
											Quiero que siga volando.
											Es una adquisición en la que el MoMA 
hace un arreglo
											con una aerolínea y mantiene el Boeing 747 volando.
									","
											One of my dream acquisitions,
											which has been on hold for a few years
											but now will come back on the front burner,
											is a 747.
											I would like to acquire it, but without owning it.
											I don't want it to be at MoMA and possessed by MoMA.
											I want it to keep flying.
											So it's an acquisition where MoMA makes an arrangement
											with an airline and keeps the Boeing 747 flying.
									","
											Eine meiner 
Traum-Akquisitionen,
											die ein paar Jahre 
auf Eis lag,
											aber jetzt wieder 
aktuell ist,
											ist eine 747.
											Ich möchte sie erwerben, 
aber ohne sie zu besitzen.
											Ich will sie nicht im MoMA haben
und im Besitz der MoMA.
											Ich möchte, dass sie
weiterhin fliegt.
											Es ist also eine Akquisition, 
wo sich das MoMA
											mit einer Fluglinie arrangiert
und die 747 weiterfliegt.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Y lo mismo con el símbolo ""@"" 
que hemos adquirido hace unos años.
											Fue el primer ejemplo de una adquisición de algo
											que es de dominio público.
											Y lo que le digo a la gente, es casi como si
											una mariposa pasara volando
											y capturáramos la sombra en la pared,
											y apenas estamos mostrando la sombra.
											En cierto modo, estamos mostrando 
una manifestación
											de algo que es verdaderamente importante
											y eso es parte de nuestra identidad, 
pero nadie lo puede tener.
											Es demasiado largo para explicar la adquisición,
											pero si quieren ir al blog del MoMA,
											hay un largo post donde explico por qué
											es un gran ejemplo de diseño.
									","
											And the same with the ""@"" sign that we acquired a few years ago.
											It was the first example of an acquisition of something
											that is in the public domain.
											And what I say to people, it's almost as if
											a butterfly were flying by
											and we captured the shadow on the wall,
											and just we're showing the shadow.
											So in a way, we're showing a manifestation
											of something that is truly important
											and that is part of our identity but that nobody can have.
											And it's too long to explain the acquisition,
											but if you want to go on the MoMA blog,
											there's a long post where I explain why
											it's such a great example of design.
									","
											Genau wie das ""@""-Zeichen, das
wir vor ein paar Jahren erwarben.
											Es war das erste Beispiel 
eines Erwerbs von etwas,
											das Gemeingut ist.
											Ich sage Menschen, 
es ist fast, als ob
											ein Schmetterling 
vorbeifliegt
											und wir erfassen 
den Schatten an der Wand,
											und wir zeigen nur den Schatten.
											Wir zeigen eine Manifestation
											von etwas, was wirklich 
wichtig ist.
											Es ist ein Teil unserer Identität, 
den aber niemand besitzen kann.
											Es dauert zu lang, um 
den Erwerb zu erklären,
											aber wenn Sie in 
das MoMA-Blog schauen,
											gibt es einen langen Post, 
in dem ich erkläre, warum
											dies ein großartiges Beispiel 
für Design ist.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											En el camino, he tenido que quemar unas cuantas sillas. ¿Saben?
											He tenido que prescindir de algunos conceptos
de diseño pasados.
											Pero veo que está llegando al público,
											que el público, paradójicamente,
											es mucho más sensible y comprende mejor
											esta expansión del diseño 
que algunos de mis colegas.
											El diseño está realmente en todas partes,
											y el diseño es tan importante 
como cualquier otra cosa,
											y estoy muy contenta de que, debido a su diversidad
											y debido a su importancia para nuestras vidas,
											muchas más personas se acerquen a él
											como una profesión, como una pasión,
											y como, simplemente, parte de su propia cultura.
									","
											Along the way, I've had to burn a few chairs. You know?
											I've had to do away with a few concepts of design past.
											But I see that people are coming along,
											that the audiences, paradoxically,
											are much more responsive and much more understanding
											of this expansion of design than some of my colleagues are.
											Design is truly everywhere,
											and design is as important as anything,
											and I'm so glad that, because of its diversity
											and because of its centrality to our lives,
											many more people are coming to it
											as a profession, as a passion,
											and as, very simply, part of their own culture.
									","
											Auf dem Weg musste ich ein paar
Brücken hinter mir abbrechen.
											Ich musste einigen
Design-Konzepten entsagen.
											Aber Menschen nehmen es an,
											das Publikum, 
paradoxerweise,
											reagiert viel besser und
zeigt mehr Verständnis
											für die Erweiterung des Designs 
als einige meiner Kollegen.
											Design ist 
wirklich überall,
											und Design ist genauso 
wichtig wie alles andere.
											Ich bin so froh
über seine Vielfalt
											und über seine zentrale 
Bedeutung für unser Leben,
											viele Menschen begegnen es
											als Beruf, als Leidenschaft,
											und als Teil
ihrer eigenen Kultur.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Muchas gracias.
									","
											Thank you very much.
									","
											Vielen Dank.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
