en,fr,es,pt,title,speaker,duration,tags
"
											A lack of confidence
pulls us down from the bottom
											and weighs us down from the top,
											crushing us between a flurry
of can'ts, won'ts and impossibles.
											Without confidence, we get stuck,
											and when we get stuck,
we can't even get started.
											Instead of getting mired
in what can get in our way,
											confidence invites us
to perform with certainty.
											We all operate a little differently
when we're sure we can win
											versus if we just hope we will.
											Now, this can be a helpful check.
											If you don't have enough confidence,
											it could be because you need
to readjust your goal.
											If you have too much confidence,
											it could be because
you're not rooted in something real.
											Not everyone lacks confidence.
											We make it easier in this society
for some people to gain confidence
											because they fit our preferred
archetype of leadership.
											We reward confidence in some people
											and we punish confidence in others,
											and all the while far too many people
											are walking around
every single day without it.
											For some of us,
											confidence is a revolutionary choice,
											and it would be our greatest shame
											to see our best ideas go unrealized
											and our brightest dreams go unreached
											all because we lacked
the engine of confidence.
											That's not a risk I'm willing to take.
									","
											Un manque de confiance en nous
nous tire vers le bas
											et nous accable,
											nous écrasant dans un déluge
											de « je ne peux pas »,
« je ne le ferai pas » et « impossible ».
											Sans confiance en nous,
nous nous trouvons coincés
											et quand nous sommes coincés,
nous ne pouvons même pas démarrer.
											Au lieu de nous engluer
dans de possibles obstacles,
											la confiance en nous nous invite
à agir avec certitude.
											Nous opérons tous différemment
quand nous savons pouvoir gagner
											que lorsque nous ne faisons
qu'espérer le pouvoir.
											Ce pourrait être un contrôle utile.
											Si vous n'avez pas assez
confiance en vous,
											ce pourrait être car vous devez
ajuster votre objectif.
											Si vous avez trop confiance en vous,
											vous n'êtes peut-être pas
ancré dans le réel.
											Tout le monde ne manque pas
de confiance en soi.
											Dans cette société,
nous rendons cela plus simple
											pour certains de prendre
en confiance en eux
											car ils correspondent à l'archétype
du leadership que nous préférons.
											Nous récompensons
la confiance en soi chez certains
											et la punissons chez d'autres.
											Et pendant ce temps, bien trop de gens
											se promènent chaque jour
sans confiance en eux.
											Pour certains d'entre nous,
											la confiance en nous
est un choix révolutionnaire
											et ce serait notre plus grande honte
											de voir nos meilleures idées
ne pas se réaliser
											et nos rêves les plus brillants
ne pas être atteints
											simplement car nous manquions
du moteur qu'est la confiance en nous.
											Ce n'est pas un risque
que je suis prête à prendre.
									","
											La falta de confianza nos echa 
para abajo desde el fondo
											y nos pesa desde la cima,
											aplastándonos con una avalancha de
""no puedo"", ""no sucederá"" e ""imposible"".
											Sin confianza, nos estancamos,
											y cuando nos estancamos,
no podemos siquiera empezar.
											En vez de atascarnos
con posibles obstáculos,
											la confianza nos invita
a actuar con seguridad.
											Todos funcionamos de forma distinta
cuando tenemos la certeza de ganar
											y no tan solo la esperanza de ganar.
											Ahora bien, puede ser útil revisar esto.
											Si no tienes suficiente confianza,
											puede que necesites
reconsiderar tus metas.
											Si tienes demasiada confianza,
											puede que tus metas no sean reales.
											No a todo el mundo le falta confianza.
											En esta sociedad,
											hacemos que a algunas personas 
les sea más fácil tomar confianza
											porque encajan en nuestro arquetipo
preferido de liderazgo.
											Recompensamos la confianza 
de algunas personas
											y castigamos la confianza de otras,
											mientras que muchísimas personas
											andan por la vida sin sentir
la más mínima confianza.
											Para algunos de nosotros,
											la confianza es
una decisión revolucionaria,
											y nos causaría una pena enorme
											ver que nuestras mejores ideas
no se hacen realidad
											y nuestros sueños 
más brillantes no se cumplen
											solo porque nos faltó
el motor de la confianza.
											Es un riesgo que no estoy
dispuesta a correr.
									","
											A falta de confiança
afunda-nos profundamente
											e pesa em cima de nós,
											destruindo-nos entre uma enxurrada
de não posso, não faço, impossível.
											Sem confiança, ficamos presos
											e quando ficamos presos,
não conseguimos arrancar.
											Em vez de ficarmos atolados
no que pode interferir,
											a confiança convida-nos
a funcionar com certeza.
											Quando temos a certeza de poder ganhar
											funcionamos de forma diferente
do que quando só esperamos conseguir.
											Isto pode ser uma ajuda.
											Se não tivermos confiança suficiente,
											pode ser porque necessitamos
de reajustar o nosso objetivo.
											Se temos demasiada confiança,
											pode ser porque
não estamos conscientes da realidade.
											Nem todos têm falta de confiança.
											Nesta sociedade, é mais fácil
algumas pessoas ganharem confiança
											porque se encaixam no nosso
estereótipo favorito de líder.
											Premiamos a confiança nalgumas pessoas
											e punimos a confiança noutras
											e, entretanto, há demasiadas pessoas
											a caminhar por ai,
todos os dias, sem a terem.
											Para alguns de nós,
											a confiança é uma escolha revolucionária,
											e seria a nossa maior vergonha
											ver as nossas melhores ideias por realizar
											e os nossos maiores
sonhos por concretizar,
											só porque nos faltou 
o motor da confiança.
											Isso não é um risco
que estou disposta a correr.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											So how do we crack the code on confidence?
											In my estimation,
it takes at least three things:
											permission, community and curiosity.
											Permission births confidence,
											community nurtures it
											and curiosity affirms it.
											In education, we've got a saying,
											that you can't be what you can't see.
											When I was a little girl,
I couldn't show confidence
											until someone showed me.
									","
											Quelle est la solution
pour la confiance en soi ?
											D'après mes estimations,
il faut au moins trois choses :
											la permission, une communauté
et de la curiosité.
											La permission donne naissance
à la confiance en soi,
											la communauté la nourrit
											et la curiosité l'affirme.
											Dans l'éducation, nous avons un dicton :
											vous ne pouvez pas être
ce que vous ne pouvez pas voir.
											Petite, je ne pouvais pas
faire preuve de confiance en moi
											jusqu'à ce que quelqu'un
me montre comment.
									","
											¿Cómo descifrar el código de la confianza?
											En mi opinión, hacen falta
al menos tres cosas:
											permiso, comunidad y curiosidad.
											El permiso crea confianza,
											la comunidad la desarrolla
											y la curiosidad la afirma.
											Tenemos un dicho en educación:
											""No puedes ser lo que no ves"".
											Cuando era una niña, 
no podía mostrar confianza
											hasta que alguien me lo enseñó.
									","
											Então, como desvendar
o código da confiança?
											Na minha estimativa são necessárias,
pelo menos, três coisas:
											permissão, comunidade e curiosidade.
											A permissão dá vida à confiança.
											A comunidade cuida dela
											e a curiosidade dá-lhe certeza.
											No ensino, temos algo a dizer,
											que não podemos ser
aquilo que não conseguimos ver.
											Quando eu era criança, 
não conseguia mostrar confiança
											até que alguém me mostrou.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											My family used to do everything together,
											including the mundane things,
like buying a new car,
											and every time we did this,
											I'd watch my parents
put on the exact same performance.
											We'd enter the dealership,
											and my dad would sit
											while my mom shopped.
											When my mom found a car that she liked,
											they'd go in and meet with the dealer,
											and inevitably, every time
the dealer would turn his attention
											and his body to my dad,
											assuming that he
controlled the purse strings
											and therefore this negotiation.
											""Rev. Packnett,"" they'd say,
""how do we get you into this car today?""
											My dad would inevitably
respond the same way.
											He'd slowly and silently
gesture toward my mother
											and then put his hands
right back in his lap.
											It might have been the complete shock
											of negotiating finances
with a black woman in the '80s,
											but whatever it was,
											I'd watch my mother
work these car dealers over
											until they were basically
giving the car away for free.
									","
											Dans ma famille,
nous faisions tout ensemble,
											y compris des choses banales
comme acheter une voiture
											et, à chaque fois,
											j'observais mes parents
se donner en spectacle.
											Nous entrions dans la concession,
											mon père s'asseyait
											pendant que ma mère faisait son tour.
											Quand ma mère avait trouvé
une voiture qu'elle aimait,
											ils allaient à la rencontre
du concessionnaire
											et, inévitablement, à chaque fois,
le concessionnaire dirigeait son attention
											et tournait son corps vers mon père,
											supposant que c'était lui
qui gérait le porte-monnaie
											et de fait cette négociation.
											« Révérend Packnett, disait-il,
											comment pouvons-nous 
vous faire acheter cette voiture ? »
											Mon père répondait inévitablement
de la même manière.
											Lentement et silencieusement,
											il faisait un geste
en direction de ma mère
											puis remettait ses mains sur ses genoux.
											C'était peut-être la stupéfaction
											de négocier des finances
avec une femme noire dans les années 80,
											mais quoi que ce fût,
											j'observais ma mère
travailler ces concessionnaires
											jusqu'à ce qu'ils en soient
à donner gratuitement la voiture.
									","
											Mi familia solía hacer todo en familia,
											incluyendo cosas mundanas
como comprar un auto nuevo,
											y cada vez que lo hacíamos,
											veía a mis padres ejecutar
la misma acción:
											entrábamos al concesionario,
											y mi papá se sentaba
											mientras mi mamá hacía la compra.
											Cuando mi mamá encontraba 
un auto que le gustaba,
											entraban a hablar con el concesionario
											e, inevitablemente, cada vez
que el concesionario desviaba su atención,
											se dirigía a hablar con mi papá,
											dando por sentado
que él manejaba los gastos
											y, por ende, las negociaciones.
											""Reverendo Packnett"", decían, ""¿cómo lo
convenceremos a comprar hoy este auto?"".
											Mi papá siempre respondía
de la misma manera.
											Señalaba lenta 
y silenciosamente a mi madre
											y se ponía las manos 
de vuelta sobre el regazo.
											Debió haber sido toda una conmoción hacer
negocios con una mujer negra en los 80,
											pero, como fuere,
											yo veía cómo mi madre
negociaba con esos concesionarios
											hasta que básicamente 
les daban el auto gratis.
									","
											A minha família fazia tudo em conjunto,
											incluindo as coisas vulgares,
como comprar um carro novo.
											Sempre que o fazíamos,
											via os meus pais a portarem-se
exatamente da mesma forma.
											Entrávamos no stand,
											o meu pai sentava-se
											enquanto a minha mãe escolhia.
											Quando a minha mãe encontrava
um carro de que gostava,
											entravam e falavam com o vendedor.
											Inevitavelmente, o vendedor
											virava sempre a atenção
e o corpo para o meu pai,
											assumindo que era ele
que controlava a situação
											e, consequentemente, a negociação.
											""Reverendo Packnett,"" diziam, 
""Como o metemos hoje neste carro? ""
											O meu pai, inevitavelmente,
respondia da mesma forma.
											Devagar e silenciosamente,
apontava para a minha mãe
											e depois voltava a pôr as mãos no regaço.
											Devia ser um choque completo
											negociar finanças com uma senhora 
negra nos seus 80 anos,
											mas fosse o que fosse,
											eu observava a minha mãe
a regatear com os vendedores
											até basicamente lhe 
darem o carro de graça.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Risos)
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											She would never crack a smile.
											She would never be afraid to walk away.
											I know my mom just thought
she was getting a good deal on a minivan,
											but what she was actually doing
											was giving me permission
to defy expectations
											and to show up confidently in my skill
no matter who doubts me.
									","
											Elle ne souriait jamais.
											Elle n'avait jamais peur de s'en aller.
											Je sais que ma mère pensait obtenir
une bonne affaire pour un monospace,
											mais ce qu'elle faisait vraiment,
											c'était me donner la permission
de défier les attentes
											et d'avoir confiance en mes aptitudes,
peu importe qui doutait de moi.
									","
											Ella nunca sonreía.
											Nunca tenía miedo de darse
la vuelta y marcharse.
											Sé que mi mamá solo pensaba
en cerrar un buen trato por un minivan,
											pero lo que en realidad estaba haciendo
											era darme permiso 
para desafiar las expectativas
											y mostrar confianza en mis habilidades
sin importar quién dude de mí.
									","
											Ela nunca mostrava um sorriso.
											Não tinha medo de lhes virar as costas.
											A minha mãe pensava estar a fazer
um bom negócio num monovolume,
											mas o que estava a fazer
											era a dar-me permissão
para desafiar as expetativas
											e mostrar-me confiante na minha perícia,
sem me importar com quem duvidava de mim.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											Confidence needs permission to exist
											and community is the safest place
to try confidence on.
									","
											La confiance en soi
permet à la permission d'exister
											et la communauté est l'endroit le plus sûr
pour essayer sa confiance en soi.
									","
											La confianza necesita 
del permiso para existir
											y la comunidad es el lugar 
más seguro para intentarlo.
									","
											Para haver confiança é preciso permissão
											e a comunidade é o local perfeito 
para mostrar confiança.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											I traveled to Kenya this year
to learn about women's empowerment
											among Maasai women.
											There I met a group of young women
											called Team Lioness,
											among Kenya's first all-female
community ranger groups.
											These eight brave young women
were making history
											in just their teenage years,
											and I asked Purity, the most verbose
young ranger among them,
											""Do you ever get scared?""
											I swear to you, I want to tattoo
her response all over my entire body.
											She said, ""Of course I do,
											but I call on my sisters.
											They remind me that we
will be better than these men
											and that we will not fail.""
											Purity's confidence to chase down
lions and catch poachers,
											it didn't come from her athletic ability
or even just her faith.
											Her confidence was
propped up by sisterhood,
											by community.
											What she was basically saying
was that if I am ever in doubt,
											I need you to be there
											to restore my hope
											and to rebuild my certainty.
									","
											Je suis allée au Kenya pour en apprendre
plus sur l'habilitation des femmes
											chez les femmes Masaï.
											J'y ai rencontré un groupe
de jeunes femmes,
											l'équipe des lionnes,
											faisant partie des premiers groupes
de gardes communautaires féminins.
											Ces huit jeunes femmes courageuses
écrivaient l'histoire
											durant leurs années adolescentes
											et j'ai demandé à Purity, la jeune garde
la plus loquace d'entre elles :
											« T'arrive-t-il d'avoir peur ? »
											Je vous promets que j'aimerais
me faire tatouer sa réponse sur le corps.
											Elle a dit : « Bien sûr,
											mais je fais appel à mes sœurs.
											Elles me rappellent que nous serons
meilleures que ces hommes
											et que nous n'échouerons pas. »
											La confiance en elle que Purity a
											pour chasser les lions
et attraper les braconniers
											ne vient pas seulement
de son aptitude physique ou de sa foi.
											Sa confiance en elle
a été renforcée par la sororité,
											par la communauté.
											Ce qu'elle disait,
c'est que si j'ai des doutes,
											j'ai besoin que vous soyez là
											pour restaurer mon espoir
											et rétablir ma certitude.
									","
											Viajé este año a Kenia para aprender 
sobre el empoderamiento
											en las mujeres masáis.
											Ahí conocí a un grupo de mujeres
jóvenes llamado ""Team Lioness"",
											que era de los primeros grupos 
de guardabosques femeninas.
											Estas ochos mujeres valientes
estaban haciendo historia
											siendo apenas adolescentes,
											y le pregunté a Purity, la guardabosque
más locuaz del grupo:
											""¿Alguna vez sientes miedo?"".
											Les juro que quiero hacerme un tatuaje
en todo mi cuerpo con su respuesta.
											Ella dijo: ""Por supuesto que sí,
											pero luego miro a mis hermanas.
											Ellas me recuerdan que seremos
mejores que esos hombres
											y que no fracasaremos"".
											La confianza de Purity para perseguir 
leones y atrapar cazadores furtivos
											no venía de sus aptitudes 
deportivas ni de su fe.
											Su confianza estaba basada
en su hermandad,
											en su comunidad.
											Lo que estaba diciendo 
era que, si alguna vez llego a dudar,
											necesito que estén ahí,
											para recuperar mi esperanza
y reconstruir mi seguridad.
									","
											Este ano fui ao Quénia, 
para conhecer o poder feminino
											na comunidade das mulheres Massai.
											Lá conheci um grupo de raparigas
											chamadas Equipa Leoa,
											um dos primeiros grupos de guardas
florestais femininos no Quénia.
											Estas oito corajosas raparigas 
estavam a fazer história
											apesar de adolescentes.
											Perguntei a Purity,
a mais faladora de todas:
											""Alguma vez tiveste medo?""
											Juro, quero tatuar a resposta dela
por todo o meu corpo.
											Ela disse: ""Claro que tenho,
											""mas chamo as minhas irmãs.
											""Elas lembram-me que seremos 
melhores do que os homens
											""e que não falharemos.""
											A confiança da Purity para perseguir leões
e apanhar caçadores furtivos
											não residia na sua capacidade atlética
nem apenas da sua fé.
											A confiança dela era 
apoiada pela irmandade,
											pela comunidade.
											O que ela estava a dizer era:
											""Se eu alguma vez tiver dúvidas,
preciso que estejas ali,
											""para restaurar a minha esperança
											""e para reconstruir a minha certeza.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											In community, I can find my confidence
											and your curiosity can affirm it.
											Early in my career,
I led a large-scale event
											that did not go exactly as planned.
											I'm lying to you. It was terrible.
											And when I debriefed the event
with my manager,
											I just knew that she
was going to run down the list
											of every mistake I had ever made,
											probably from birth.
											But instead, she opened with a question:
											What was your intention?
											I was surprised but relieved.
											She knew that I was already
beating myself up,
											and that question invited me
to learn from my own mistakes
											instead of damage
my already fragile confidence.
											Curiosity invites people
to be in charge of their own learning.
											That exchange, it helped me
approach my next project
											with the expectation of success.
											Permission, community, curiosity:
											all of these are the things that we
will need to breed the confidence
											that we'll absolutely need
to solve our greatest challenges
											and to build the world we dream,
											a world where inequity is ended
and where justice is real,
											a world where we can be free
on the outside and free on the inside
											because we know that none of us are free
until all of us are free.
											A world that isn't
intimidated by confidence
											when it shows up as a woman
											or in black skin
											or in anything other than
our preferred archetypes of leadership.
											A world that knows
that that kind of confidence
											is exactly the key we need
to unlock the future that we want.
									","
											Dans la communauté, je peux
trouver ma confiance en moi
											et votre curiosité peut l'affirmer.
											Tôt durant ma carrière,
j'ai mené un gros événement
											qui ne s'est pas déroulé
exactement comme prévu.
											Je vous mens. C'était terrible.
											Quand j'ai débriefé l'événement
avec ma responsable,
											je savais qu'elle allait
parcourir la liste
											de toutes les erreurs
que j'avais commises,
											probablement depuis ma naissance.
											Au lieu de cela, elle a ouvert
avec une question :
											« Quelle était ton intention ? »
											J'étais surprise mais soulagée.
											Elle savait que je m'en voulais déjà
											et cette question m'a invitée
à apprendre de mes erreurs
											au lieu de porter atteinte
à ma confiance en moi déjà fragile.
											La curiosité invite les gens
à être en charge de leur apprentissage.
											Cet échange m'a aidée
à approcher le projet suivant
											avec des attentes de réussite.
											La permission, une communauté,
de la curiosité :
											ce sont les choses dont nous aurons besoin
pour engendrer la confiance en nous
											dont nous aurons besoin pour résoudre
nos plus grands défis
											et pour bâtir le monde dont nous rêvons,
											un monde où l'on met un terme
à l'inégalité et où la justice existe,
											un monde où nous pouvons être libres
à l'extérieur et à l'intérieur
											car nous savons
qu'aucun d'entre nous n'est libre
											tant que nous ne le sommes pas tous.
											Un monde qui n'est pas intimidé
par la confiance en soi
											quand elle se manifeste
sous la forme d'une femme,
											de peau noire
											ou quelconque forme différente
de nos archétypes favoris de leadership.
											Un monde qui sait
que ce genre de confiance en soi
											est exactement la clé qu'il nous faut
pour libérer le futur que nous voulons.
									","
											Puedo encontrar mi confianza en comunidad
											y la curiosidad la puede consolidar.
											A inicios de mi carrera, 
dirigí un gran evento
											que no salió exactamente como esperaba.
											Les estoy mintiendo. Salió horrible.
											Y cuando le informé 
sobre el evento a mi gerenta,
											sabía que ella empezaría a nombrar
											todos los errores que haya cometido
											quizás desde que nací.
											En vez de eso, empezó con una pregunta:
											""¿Cuál era tu intención?"".
											Quedé sorprendida, pero aliviada.
											Ella sabía que yo ya estaba
siendo dura conmigo misma
											y esa pregunta me invitó 
a aprender de mis propios errores
											en lugar de dañar mi confianza 
ya resquebrajada.
											La curiosidad invita a las personas
a estar a cargo de su propio aprendizaje.
											Ese intercambio me ayudó 
a asumir mi siguiente proyecto
											con expectativas de éxito.
											Permiso, comunidad, curiosidad;
											cosas que necesitaremos
para fomentar la confianza,
											para resolver nuestros mayores desafíos
											y para construir el mundo que soñamos.
											Un mundo donde no haya desigualdades
y donde la justicia realmente exista.
											Un mundo donde podamos ser libres,
tanto por dentro como por fuera,
											porque sabemos que nadie 
es libre hasta que todos lo somos.
											Un mundo que no esté
intimidado por la confianza
											cuando se manifiesta en una mujer,
											o en una piel oscura,
											o en cualquier otro de nuestros arquetipos
preferidos de liderazgo.
											Un mundo que sepa
que esa clase de confianza
											es exactamente la llave que necesitamos
para abrir puertas al futuro que deseamos.
									","
											""Na comunidade, eu posso encontrar 
a minha confiança
											""e a tua curiosidade pode confirmá-la"".
											No início da minha carreira,
liderei um evento de grande escala
											que não correu exatamente como planeado.
											Estou a mentir-vos. Foi terrível.
											Quando descrevi o evento
à minha superiora,
											eu sabia que ela iria percorrer a lista
											de todos os erros que já fizera,
											talvez desde o meu nascimento.
											Mas, em vez disso,
ela fez-me uma pergunta:
											""Qual foi a tua intenção?""
											Fiquei surpreendida, mas aliviada.
											Ela sabia que já estava 
e sentir-me suficientemente culpada
											e aquela pergunta convidou-me
a aprender com os meus erros,
											em vez de danificar
a minha confiança já tão frágil.
											A curiosidade convida as pessoas
											a serem responsáveis
pela sua aprendizagem.
											Essa interação ajudou-me
a abordar o meu projeto seguinte,
											com expetativa de sucesso.
											A permissão, a comunidade, a curiosidade:
											tudo isso são as coisas
de que vamos precisar
											para alimentar a confiança
											de que precisamos para resolver
os nossos maiores problemas
											e construir o mundo com que sonhamos,
											um mundo onde acaba a desigualdade
e a justiça é real,
											um mundo onde podemos ser livres 
por fora e livres por dentro,
											porque sabemos que nenhum de nós é livre
enquanto não formos todos livres.
											Um mundo que não se intimide
com a confiança
											quando ela se revela como uma mulher
											ou numa pele de cor
											ou em qualquer coisa para além
dos nossos estereótipos de chefia.
											Um mundo que sabe
que esse tipo de confiança
											é exatamente a chave de que precisamos
para desbloquear o futuro que queremos.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											I have enough confidence
to believe that that world
											will indeed come to pass,
											and that we are the ones to make it so.
									","
											J'ai assez de confiance en moi
pour croire que ce monde
											arrivera un jour
											et que nous serons ceux
qui le feront advenir.
									","
											Tengo la confianza suficiente 
para creer que ese mundo
											sin duda se convertirá en realidad,
											y que seremos nosotros
quienes lo harán posible.
									","
											Eu tenho confiança
para acreditar que esse mundo
											vai de facto acontecer,
											e que somos nós quem o pode criar.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											Thank you so much.
									","
											Merci beaucoup.
									","
											Muchísimas gracias.
									","
											Muito obrigada.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Aplausos)
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
