en,pt,fr,es,de,title,speaker,duration,tags
"
											After my release,
											I set up Clean Start.
											Clean Start is a social enterprise
											that seeks to give these women and girls
											a second chance.
											What we do is we build bridges for them.
											We go into the prisons, train them,
											give them skills, tools and support
											to enable them to be able
to change their mindsets,
											their behaviors and their attitudes.
											We also build bridges into the prisons
											from the corporate sector —
											individuals, organizations
											that will partner with Clean Start
											to enable us to provide employment,
											places to call home,
											jobs, vocational training,
											for these women, girls,
											boys and men,
											upon transition back into society.
									","
											Depois que saí da prisão
criei a Clean Start.
											A Clean Start é uma empresa social
											que procura dar
a essas mulheres e raparigas
											uma segunda oportunidade.
											Criamos pontes para elas.
											Vamos às prisões,
damos-lhes formação,
											damos-lhes qualificações,
ferramentas e apoio
											para as possibilitar
a mudar de mentalidade,
											de comportamento e de atitudes.
											Também criamos pontes
entre as prisões e o setor empresarial
											— indivíduos, organizações,
											que são parceiros do Clean Start —
											para proporcionar empregos,
											um lugar para morarem,
											postos de trabalho, formação vocacional,
											para essas mulheres e raparigas,
											homens e rapazes,
											na transição de volta à sociedade.
									","
											Après ma libération,
											j'ai lancé « Nouveau départ ».
											Nouveau départ est une entreprise sociale
											qui cherche à donner
à ces femmes et ces filles
											une deuxième chance.
											Nous établissons
des fondations pour elles.
											Nous allons en prison, les formons,
											leur offrons les compétences,
les outils et le soutien
											pour leur permettre d'être capables
de changer leur état d'esprit,
											leur comportement et leurs attitudes.
											Nous établissons aussi des liens
entre les prisons
											et le secteur des entreprises —
											des individus, des organisations
											qui deviennent partenaires
de Nouveau départ
											pour nous permettre d'offrir un emploi,
											un chez-soi,
											des postes, des formations vocationnelles
											pour ces femmes, ces filles,
											ces garçons et ces hommes
											à leur retour au sein de la société.
									","
											Después de mi puesta en libertad,
											puse en marcha Clean Start.
											Clean Start es una empresa social
											que busca dar a estas mujeres y niñas
											una segunda oportunidad.
											Tendemos puentes para ellas.
											Entramos en las prisiones, las entrenamos,
											les damos habilidades, 
herramientas y apoyo
											para permitirles cambiar 
su forma de pensar,
											sus comportamientos y sus actitudes.
											También tendemos puentes 
hacia las cárceles
											desde el sector corporativo.
											Individuos, organizaciones
											que se asocian con Clean Start
											para permitirnos proporcionar empleo,
											espacios a los que llamar hogar,
											trabajos y entrenamiento vocacional
											para estas mujeres, niñas,
											niños y hombres,
											desde la transición 
de vuelta a la sociedad.
									","
											Nach meiner Entlassung
gründete ich Clean Start.
											Clean Start ist ein Sozialunternehmen,
											das betroffenen Frauen und Mädchen
eine zweite Chance geben will.
											Wir bauen Brücken für sie.
											Wir gehen in die Gefängnisse,
bilden sie aus,
											vermitteln ihnen Fähigkeiten
und bieten Mittel und Unterstützung,
											um ihnen dabei zu helfen,
											ihre Denkweisen, ihr Verhalten
und ihre Einstellungen zu ändern.
											Wir bauen auch Brücken
											zwischen Gefängnissen
und dem Unternehmenssektor —
											Einzelpersonen und Organisationen,
											die sich mit Clean Start zusammentun
											und uns bei der Vermittlung
von Arbeit und Wohnungen helfen;
											die berufliche Unterstützung und Bildung
											für betroffene Frauen, Mädchen,
Jungen und Männer bieten,
											um ihre Wiedereingliederung
in die Gesellschaft zu erleichtern.
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											I never thought
											that one day
											I would be giving stories
											of the injustices that are so common
											within the criminal justice system,
											but here I am.
											Every time I go back to prison,
											I feel a little at home,
											but it is the daunting work
											to achieve the vision
											that keeps me awake at night,
											connecting the miles to Louisiana,
											which is deemed as the incarceration
capital of the world,
											carrying with me stories
											of hundreds of women
											whom I have met within the prisons,
											some of whom are now
embracing their second chances,
											and others who are still
on that bridge of life's journey.
									","
											Nunca pensei
											que um dia
											eu estaria a contar histórias
											das injustiças tão comuns
											dentro do sistema judicial criminal,
											mas aqui estou.
											Sempre que volto à prisão,
											sinto-me um pouco em casa,
											mas é o trabalho gigantesco
											para concretizar a visão
											que me mantém acordada de noite,
											viajando quilómetros até Louisiana,
											considerada a capital mundial
do encarceramento,
											levando comigo histórias
											de centenas de mulheres
											que conheci nas prisões,
											algumas das quais já estão a aproveitar
uma segunda oportunidade,
											e outras que ainda estão
na ponte desse percurso da vida.
									","
											Je n'avais jamais pensé
											qu'un jour,
											je raconterais les histoires
											des injustices si habituelles
											au sein du système de justice pénale,
											mais me voilà.
											Chaque fois que je retourne en prison,
											je me sens un peu comme chez moi,
											mais c'est le considérable
travail nécessaire
											pour réaliser cette vision
											qui me tient éveillée la nuit,
											reliant les points jusqu'à la Louisiane,
											qui est présumée être
la capitale mondiale de l'incarcération,
											emmenant avec moi les histoires
											de centaines de femmes
											que j'ai rencontrées dans des prisons.
											Certaines d'entre elles embrassent
maintenant leur seconde chance
											et d'autres sont toujours sur ce chemin
dans le parcours de leur vie.
									","
											Nunca pensé
											que un día
											estaría narrando historias
											de las injusticias que son tan comunes
											dentro del sistema de la justicia penal,
											pero aquí estoy.
											Cada vez que vuelvo a la prisión,
											me siento un poco en casa,
											pero es el trabajo desalentador
											de lograr la visión
											lo que me mantiene despierta por la noche,
											lo que me conecta con Louisiana,
											considerada la capital mundial 
del encarcelamiento,
											llevando conmigo historias
											de cientos de mujeres
											a quienes he conocido 
dentro de las prisiones,
											algunas de las cuales ahora tienen 
su segunda oportunidad,
											y otras que todavía están 
en el camino del transcurso de la vida.
									","
											Ich hätte nie gedacht,
											dass ich eines Tages Geschichten
über die Ungerechtigkeiten erzählen würde,
											die in unserem Strafrechtssystem
so verbreitet sind,
											aber hier stehe ich nun.
											Jedes Mal, wenn ich das Gefängnis besuche,
											fühle ich mich ein wenig wie zu Hause.
											Aber die entmutigende Arbeit
											bis meine Vision erreicht ist,
											bereitet mir schlaflose Nächte.
											Auf meinen Reisen nach Louisiana,
											dem sogenannten Gefängnis-Staat,
											habe ich die Geschichten
Hunderter von Frauen im Gepäck,
											die ich in den Gefängnissen
getroffen habe.
											Manche von ihnen
nutzen schon ihre zweite Chance;
											andere sind noch auf dem Weg
zur anderen Seite der Brücke.
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											I embody a line
											from the great Maya Angelou.
											""I come as one,
											but I stand as 10,000.""
									","
											Eu incarno uma frase
											da grande Maya Angelou.
											""Pareço apenas uma,
											""mas represento 10 000.""
									","
											J'incarne une phrase
											de la grande Maya Angelou :
											« Je viens seule,
											mais j'en représente 10 000. »
									","
											Yo encarno una frase
											de la gran Maya Angelou.
											""Vengo sola,
											pero soy como 10 000"".
									","
											Ich lebe nach einem Zitat
											der großen Maya Angelou:
											""Ich komme allein,
											aber ich stehe für 10.000.""
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											For my story is singular,
											but imagine with me
											the millions of people
											in prisons today,
											yearning for freedom.
									","
											A minha história é única,
											mas imaginem comigo
											os milhões de pessoas
											hoje nas prisões,
											ansiando por liberdade.
									","
											Mon histoire est singulière,
											mais imaginez avec moi
											les millions de personnes
											emprisonnées aujourd'hui,
											aspirant à la liberté.
									","
											Porque mi historia es singular,
											pero imaginen junto a mí
											los millones de personas
											en las cárceles de hoy,
											que anhelan libertad.
									","
											Meine Geschichte ist einzigartig,
											aber denken Sie mit mir
an die Millionen von Menschen,
											die gerade im Gefängnis sitzen
											und sich nach Freiheit sehnen.
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											Three years post my conviction
											and two years post my release,
											I got cleared by the courts of appeal
											of any wrongdoing.
									","
											Três anos após a minha condenação
											e dois anos após sair da prisão,
											eu fui considerada inocente
pelo tribunal de apelação.
									","
											Trois ans après ma condamnation
											et deux ans après ma libération,
											j'ai été acquittée par la cour d'appel
											de tout acte répréhensible.
									","
											Tres años después de mi condena
											y dos años tras mi puesta en libertad,
											los tribunales de apelación me dejaron
											libre de cualquier cargo.
									","
											Drei Jahre nach meiner Verurteilung
											und zwei Jahre nach meiner Entlassung
											sprachen mich die Berufungsgerichte
von jedem Fehlverhalten frei.
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											Around the same time,
											I got blessed with my son,
											whom I named Uhuru,
											which in my dialect means ""freedom.""
									","
											Mais ou menos ao mesmo tempo,
											recebi a bênção de um filho,
											a quem dei o nome de Uhuru,
											que, no meu dialeto,
significa ""liberdade"".
									","
											A la même période,
											j'ai été bénie par l'arrivée de mon fils
											que j'ai appelé Uhuru,
											ce qui dans mon dialecte
signifie « liberté ».
									","
											Casi al mismo tiempo,
											fui bendecida con mi hijo,
											a quien llamé Uhuru,
											que en mi dialecto significa ""libertad"".
									","
											Etwa zur selben Zeit wurde ich
mit meinem Sohn gesegnet,
											dem ich den Namen Uhuru gab,
											was in meinem Dialekt ""Freiheit"" bedeutet.
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											Because I had finally gotten the freedom
											that I so longed for.
											I come as one,
											but I stand as 10,000,
											encouraged by the hard-edged hope
											that thousands of us have come together
											to reform and transform
the criminal justice system,
											encouraged that we are doing our jobs
											as we are meant to do them.
											And let us keep doing them
											with no apology.
									","
											Porque finalmente consegui a liberdade
											que tanto queria.
											Pareço apenas uma
											mas represento 10 000,
											encorajada pela esperança inabalável
											que milhares de nós nos reunimos
											para reformar e transformar
o sistema de justiça criminal,
											encorajada por estarmos
a fazer o nosso trabalho
											como devíamos fazer.
											E vamos continuar a fazer,
sem desculpas.
									","
											Car j'avais enfin acquis cette liberté
											que j'avais si longtemps désirée.
											Je viens seule,
											mais j'en représente 10 000,
											encouragée par l'espoir coriace
											que des milliers d'entre nous
se sont réunis
											pour réformer et transformer
le système de justice pénale,
											encouragée par le fait
que nous faisons notre travail
											comme nous sommes censés le faire.
											Laissez-nous le faire
											sans excuses.
									","
											Porque finalmente 
había obtenido la libertad
											que tanto anhelaba.
											Vengo sola,
											pero soy como 10 000
											alentada por la dura esperanza
											de que miles de nosotras 
nos hemos reunido
											para reformar y transformar 
el sistema de justicia penal,
											alentadas por hacer nuestro trabajo
											como estamos destinadas a hacerlo.
											Y sigamos haciéndolo
											sin pedir disculpas.
									","
											Denn ich hatte endlich
die Freiheit erlangt,
											nach der ich mich so gesehnt hatte.
											Ich komme allein,
											aber ich stehe für 10.000,
											ermutigt durch die beharrliche Hoffnung,
											dass Tausende von uns
zusammengekommen sind,
											um das Strafrechtssystem
zu verbessern und umzugestalten,
											und dass wir unsere Arbeit so machen,
											wie es sein soll.
											Machen wir weiter so,
											ohne Entschuldigungen.
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											Thank you.
									","
											Obrigada.
									","
											Merci.
									","
											Gracias.
									","
											Danke.
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
"
","
","
","
","
",What I learned serving time for a crime I didn't commit,Teresa Njoroge,12:23,"activism,inequality,corruption,Africa,leadership,personal growth,criminal justice,social change,society,prison,women"
