en,fr,de,tr,title,speaker,duration,tags
"
											Why the difference?
I'll tell you why the difference.
											Because America was from the outset
a nation of wave after wave of immigrants,
											so it had to create an identity
											which it did by telling a story
											which you learned at school,
you read on memorials
											and you heard repeated
in presidential inaugural addresses.
											Britain until recently
wasn't a nation of immigrants,
											so it could take identity for granted.
											The trouble is now
											that two things have happened
which shouldn't have happened together.
											The first thing is in the West
we've stopped telling this story
											of who we are and why,
											even in America.
											And at the same time,
											immigration is higher
than it's ever been before.
											So when you tell a story
and your identity is strong,
											you can welcome the stranger,
											but when you stop telling the story,
											your identity gets weak
											and you feel threatened by the stranger.
											And that's bad.
									","
											Pourquoi la différence ?
Je vais vous dire pourquoi.
											Car l'Amérique, dès ses débuts,
											fut une nation de vague
après vague d'immigrants,
											elle a donc dû créer une identité,
											ce qu'elle a fait
en racontant une histoire
											apprise à l'école, lue sur les monuments
											et entendue en boucle dans les discours
inauguraux présidentiels.
											Jusqu'à peu, la Grande-Bretagne
n'était pas une nation d'immigrants
											et pouvait considérer
son identité pour acquise.
											Le problème est que maintenant
											deux choses qui n'auraient pas dû
se produire en même temps sont arrivées.
											La première est qu'en Occident,
nous avons arrêté de raconter l'histoire
											de qui nous sommes et pourquoi,
											même en Amérique.
											En même temps,
											l'immigration est plus élevée
que jamais auparavant.
											Quand je vous raconte une histoire
et que votre identité est forte,
											vous pouvez accueillir l'étranger,
											mais quand vous arrêtez
de raconter l'histoire,
											votre identité faiblit
											et vous vous sentez menacé par l'étranger.
											Et c'est mauvais.
									","
											Wieso der Unterschied?
Ich erkläre den Grund dafür.
											Die USA war von Anbeginn
eine Nation mit Einwanderungswellen,
											daher musste es eine Identität erschaffen,
											indem eine Geschichte erzählte wurde,
											die man in der Schule lernte,
die man auf Denkmälern las
											und die in Antrittsreden der
Präsidenten wiederholt wurde.
											Bis vor Kurzem war Großbritannien
keine Einwanderernation,
											daher konnte es seine Identität
als gegeben voraussetzen.
											Das Problem ist,
											das zwei Dinge stattfanden,
die nicht gleichzeitig passieren sollten.
											Zuerst hatten wir im Westen aufgehört,
die Geschichte zu erzählen,
											darüber, wer wir sind und warum,
											sogar in den USA.
											Und gleichzeitig ist Immigration
höher als jemals zuvor.
											Wenn man eine Geschichte erzählt
und eine starke Identität hat,
											kann man Fremde willkommen heißen.
											Hört man auf, die Geschichte zu erzählen,
											wird die Identität schwach
											und man fühlt sich vom Fremden bedroht.
											Und das ist schlecht.
									","
											Bu fark niye?
Size açıklayım.
											Çünkü Amerika mülteci
dalgalarının ard arda geldiği
											ve bir kimlik yaratmak zorunda olan
											ve bunu da bir hikaye anlatarak
											başlatan bir ülke, ve bu yüzden
okullarda anıtlar hakkında
											okuyorsunuz, ve başkanlık konuşmalarında
da bunu yeniden dinliyorsunuz.
											Yakın zamana kadar İngiltere
mültecilerden oluşan
											bir ülke olmadı, ve kimliğini
hep var saydı.
											Sorun şu ki,
											aynı anda olmaması gereken iki şey
aynı anda oldu.
											Birincisi, Batıda biz bu hikayeyi 
söylemekten vazgeçtik
											yani kim ve neden burda olduğumuz,
											Amerika'da bile.
											Ve aynı zamanda,
											mülteci sayısı hiç olmadığı kadar
yükseldi.
											Yani bir hikaye anlattığınız zaman
ve kimliğiniz güçlüyse,
											yabancıları kabul edebilirsiniz,
											ama hikayenizi anlatmaktan vazgeçerseniz,
											kimliğiniz zayıflar
											ve yabancıları tehdit olarak 
görmeye başlarsınız.
											Ve bu çok kötü.
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											I tell you, Jews have been scattered
and dispersed and exiled for 2,000 years.
											We never lost our identity.
											Why? Because at least once a year,
											on the festival of Passover,
											we told our story
and we taught it to our children
											and we ate the unleavened
bread of affliction
											and tasted the bitter herbs of slavery.
											So we never lost our identity.
											I think collectively
											we've got to get back
to telling our story,
											who we are, where we came from,
											what ideals by which we live.
											And if that happens,
											we will become strong enough
											to welcome the stranger and say,
											""Come and share our lives,
											share our stories,
											share our aspirations and dreams.""
											That is the us of identity.
									","
											Les Juifs ont été éparpillés, dispersés
et exilés durant 2 000 ans,
											mais nous n'avons jamais
perdu notre identité.
											Pourquoi ? Car au moins une fois par an,
											durant le festival de Pessa'h,
											nous avons raconté notre histoire,
l'avons apprise aux enfants,
											avons mangé le pain
sans levain de l'affliction
											et goûté aux herbes amères de l'esclavage.
											Nous n'avons jamais perdu notre identité.
											Je pense que collectivement,
											il nous faut recommencer
à raconter notre histoire,
											qui nous sommes, d'où nous venons,
											selon quels idéaux nous vivons.
											Si cela arrive,
											nous deviendrons assez forts
											pour accueillir l'étranger et dire :
											« Viens partager notre vie,
											viens partager nos histoires,
											viens partager nos aspirations et rêves. »
											C'est le nous de l'identité.
									","
											Juden waren 2 000 Jahre
verstreut und vertrieben.
											Wir verloren unsere Identität nie.
											Warum?
											Mindesten ein Mal im Jahr,
am Pessach-Fest,
											erzählten wir unsere Geschichte;
wir lehrten sie unseren Kindern,
											wir aßen das ungesäuerte
Brot der Bedrängnis
											und schmeckten die bitteren
Kräuter der Sklaverei.
											Daher verloren wir nie unsere Identität.
											Ich denke, wir müssen gemeinsam
											dazu zurückkehren,
unsere Geschichte zu erzählen,
											darüber, wer wir sind, woher wir kamen,
											nach welchen Idealen wir leben.
											Und wenn das passiert,
											werden wir stark genug,
											um Fremde willkommen
zu heißen und zu sagen:
											""Komm und nimm an unserem Leben teil,
											nimm an unseren Geschichten,
											unseren Wünschen und Träumen teil.""
											Das ist das ""Wir"" der Identität.
									","
											Yahudiler, göçebe olmuş ve 
sürgün halde 2000 yıl kadar yaşadılar.
											Kimliğimizi hiç kaybetmedik.
											Neden? Çünkü en az yılda bir kez,
											Pesah Bayramında,
											kendi hikayemizi anlatıp
çocuklarımıza da öğrettik
											ve ıstıraplı mayasız ekmeğimizi
yiyip
											köleliğin acı bitkilerini yedik.
											Böylece kimliğimizi asla kaybetmedik.
											Bence topluca
											kendi hikayemizi yeniden 
anlatmaya geri dönmeliyiz
											yani kim olduğumuz
ve nereden geldiğimiz
											ve hangi idealleri yaşattığımız hakkında.
											Ve eğer bu olursa,
											yeniden güçleneceğiz
											ve yabancılara diyebileceğiz ki,
											''Gelin ve hayatlarımızı paylaşın,
											hikayelerimizi paylaşın,
											beklentilerimizi ve 
hayallerimizi paylaşın''
											Bu kimliğimizdeki biziz.
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											And finally, the us of responsibility.
											Do you know something?
											My favorite phrase in all of politics,
											very American phrase,
											is: ""We the people.""
											Why ""we the people?""
											Because it says that we all
share collective responsibility
											for our collective future.
											And that's how things
really are and should be.
									","
											Pour finir, le nous de la responsabilité.
											Savez-vous quelque chose ?
											Ma phrase préférée en politique,
											un phrase très américaine,
											est : « Nous, le peuple ».
											Pourquoi ?
											Car elle indique que nous partageons tous
une responsabilité collective
											pour notre avenir collectif.
											C'est ainsi que les choses
sont et devraient être.
									","
											Und schließlich das ""Wir""
der Verantwortung.
											Wissen Sie etwas darüber?
											Mein Lieblingsausdruck aus der Politik,
											ein sehr amerikanischer Ausdruck,
											ist: ""Wir, das Volk.""
											Wieso, ""wir, das Volk""?
											Es drückt aus, dass wir
gemeinsam Verantwortung tragen
											für unsere gemeinsame Zukunft.
											So sind und sollten
die Dinge wirklich sein.
									","
											Ve son olarak, sorumluluklarımızda biz.
											Biliyor musunuz?
											Siyasette en çok sevdiğim sözcük
											çok Amerikan olan bir deyim,
											''Biz, halk.''
											Neden, ''Biz, halk?''
											Çünkü bu hepimizin toplu geleceğimiz için
											toplu bir sorumluluk 
paylaştığını anlatıyor.
											Bu aslında işlerin nasıl olduğu ve 
olması gerektiğini gösteriyor.
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											Have you noticed how magical thinking
											has taken over our politics?
											So we say, all you've got to do
is elect this strong leader
											and he or she will solve
all our problems for us.
											Believe me, that is magical thinking.
											And then we get the extremes:
											the far right, the far left,
											the extreme religious
and the extreme anti-religious,
											the far right dreaming
of a golden age that never was,
											the far left dreaming
of a utopia that never will be
											and the religious and anti-religious
equally convinced
											that all it takes is God
or the absence of God
											to save us from ourselves.
											That, too, is magical thinking,
											because the only people
who will save us from ourselves
											is we the people,
											all of us together.
											And when we do that,
											and when we move from the politics of me
											to the politics of all of us together,
											we rediscover those beautiful,
counterintuitive truths:
											that a nation is strong
											when it cares for the weak,
											that it becomes rich
											when it cares for the poor,
											it becomes invulnerable
when it cares about the vulnerable.
											That is what makes great nations.
									","
											Avez-vous remarqué que la pensée magique
											a conquis notre politique ?
											Nous disons qu'il suffit
d'élire un dirigeant fort
											et qu'il ou elle résoudra
tous nos problèmes pour nous.
											Croyez-moi, c'est de la pensée magique.
											Puis on a les extrêmes :
											l'extrême droite, l'extrême gauche,
											l'extrême religieux
et l'extrême anti-religieux,
											l'extrême-droite rêvant
d'un âge d'or qui n'a jamais existé,
											l'extrême-gauche rêvant
d'une utopie qui n'existera jamais,
											les religieux et anti-religieux
tous convaincus
											qu'il ne faut que Dieu
ou l'absence de Dieu
											pour nous sauver de nous-mêmes.
											C'est aussi de la pensée magique
											car les seules personnes
qui nous sauverons de nous-mêmes,
											c'est nous, le peuple,
											tous ensemble.
											En faisant cela,
											en passant d'une politique du moi
											à une politique du nous tous ensemble,
											nous redécouvrons ces vérités
belles et contre-intuitives :
											une nation est forte
											quand elle prend soin des faibles,
											elle devient riche
											quand elle prend soin des pauvres,
											elle devient invulnérable
quand elle prend soin des vulnérables.
											C'est cela qui fait de grandes nations.
									","
											Haben Sie bemerkt, wie Wunschdenken
											unsere Politik übernommen hat?
											Wir sagen etwa, Sie müssen nur
diesen starken Anführer wählen,
											und er oder sie wird all
unsere Probleme für uns lösen.
											Glauben Sie mir, das ist Wunschdenken.
											Dann bekommen wir die Extreme:
											die extreme Rechte, die extreme Linke,
											die extrem Religiösen
und die extrem Anti-Religiösen.
											Die extrem Rechten träumen von dem
nie dagewesenen goldenen Zeitalter,
											die extreme Linke träumen
von einer unerreichbaren Utopie,
											und die Religiösen und Anti-Religiösen
sind gleichermaßen überzeugt,
											dass es nur die Anwesenheit
oder Abwesenheit von Gott braucht,
											um uns vor uns selbst zu schützen.
											Das ist auch Wunschdenken,
											denn die einzigen Menschen,
die uns vor uns selbst retten werden,
											sind wir, das Volk,
											alle von uns gemeinsam.
											Wenn wir das machen
											und von der ""Ich""-Politik
											zur gemeinsamen ""Wir""-Politik übergehen,
											entdecken wir diese schönen
kontraintuitiven Wahrheiten wieder:
											dass eine Nation stark ist,
											wenn sie sich um die Schwachen kümmert,
											dass sie reich wird,
											wenn sie sich um die Armen sorgt,
											dass sie unverwundbar wird, wenn sie sich
um die Verletzlichen kümmert.
											Das macht große Nationen aus.
									","
											Kurgusal bir düşünce şeklinin
siyasetimizde
											nasıl yükseldiğinin farkında mısınız?
											Diyoruz ki, yapmamız gereken tek şey
bu güçlü lideri seçmek
											ve bizim sorumlarımızı
bizim yerimize de çözecek.
											Bana inanın ki bu kurgusal bir düşünce.
											Sonra aşırıcılar karşımıza çıkar:
											Aşırı sağ, aşırı sol,
											aşırı dinci ve aşırı anti dinci,
											hiç yaşanmamış bir altın çağı hayal eden
bir aşırı sağ
											ve hiç ulaşılamayacak bir ütopyaya inanan 
aşırı sol
											ve aşırı dindar ve aşırı anti-din
kampları şse
											Tanırının varlığının veya yokluğunun,
											bizleri kendimizden kurtaracağına
inanıyor.
											Bunlar da kurgusal düşünceler,
											çünkü bizi kendimizden
kurtarabilecek insanlar,
											''biz, halk'' tır.
											Hepimiz birlikte.
											Ve bunu yaptığımızda,
											bireysel siyasetten öteye baktığımızda
											birlikte siyasete baktığımızda
											güzel ve beklentilerimizin karşıtı
gerçekleri keşfedebiliriz:
											toplumlar,
											zayıflara baktıkları zaman güçlenir,
											fakirlere baktıkları zaman
											zenginleşir
											ve savunmasızlara baktığında
savunmasını geliştirebilir.
											Müthiş toplumları müthiş yapan budur.
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											So here is my simple suggestion.
											It might just change your life,
											and it might just help
to begin to change the world.
											Do a search and replace operation
											on the text of your mind,
											and wherever you encounter
the word ""self,""
											substitute the word ""other.""
											So instead of self-help, other-help;
											instead of self-esteem, other-esteem.
											And if you do that,
											you will begin to feel the power
											of what for me is one
of the most moving sentences
											in all of religious literature.
											""Though I walk through the valley
of the shadow of death,
											I will fear no evil,
											for you are with me.""
											We can face any future without fear
											so long as we know
											we will not face it alone.
									","
											Voilà ma suggestion simple.
											Elle pourrait changer votre vie
											et elle pourrait aider à commencer
à changer le monde.
											Recherchez et remplacez
											dans le texte de votre esprit,
											dès que vous trouvez le mot « soi »,
											remplacez-le par « l'autre ».
											Remplacez « développement personnel »
par « développement de l'autre »,
											« estime de soi »
par « estime de l'autre ».
											Si vous faites cela,
											vous sentirez le pouvoir
											de ce qui, pour moi, est
l'une des phrases les plus émouvantes
											dans toute la littérature religieuse :
											« Quand je marche dans la vallée
de l’ombre de la mort,
											je ne crains aucun mal,
											car tu es avec moi. »
											Nous pouvons faire face
à n'importe quel futur sans peur
											tant que nous savons
											que nous n'y ferons pas face seuls.
									","
											Hier ist also mein simpler Vorschlag.
											Er kann Ihr Leben komplett verändern,
											und er kann uns helfen,
die Welt zu verändern.
											Starten Sie eine Such- und Ersetz-Aktion
											im Text Ihrer Gedanken,
											und wo immer Sie
das Wort ""Selbst"" entdecken,
											ersetzen Sie es durch das Wort ""andere"".
											Statt Selbsthilfe, Hilfe für andere;
											statt Selbst-Achtung, Achtung anderer.
											Wenn Sie das machen,
											werden Sie beginnen, die Kraft zu fühlen,
											von einem der bewegendsten Sätze
											aller religiösen Literatur.
											""Und ob ich schon
wanderte im finstern Tal,
											fürchte ich kein Unglück,
											denn Du bist bei mir.""
											Wir können jeder Zukunft
furchtlos begegnen,
											solange wir wissen,
											dass wir ihr nicht allein begegnen müssen.
									","
											Benim size basit önerim şudur.
											Bu hayatınızı değiştirebilir,
											belki dünyayı da değiştirebilir.
											Kafanızdaki metinler üzerinde bir
											ara ve değiştir operasyonu yapın
											ve ne zaman ''kendim'' sözcüğüyle
karşılaşırsanız,
											''diğeri'' kelimesiyle değiştirin.
											Yani kişisel-yardım yerine 
diğerine yardım,
											özgüven yerine, diğerinin güveni.
											Ve eğer bunu yaparsanız,
											beni dini edebiyat içinde,

											en çok etkileyen cümlelerden birinin
											gücünü hissetmeye başlayacaksınız:
											''Ölümün gölgesinin dolaştığı
vadiden yürüyor olsam da,
											korkum yok,
											çünkü benimlesin.''
											Gelecekle korkusuzca yüzleşebilriz
											eğer bunu
											tek başımıza yüzleşmeyeceğimizi bilirsek.
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											So for the sake of the future ""you,""
											together let us strengthen
											the future ""us.""
									","
											Pour le bien de « votre futur moi »,
											renforçons tous ensemble
											« notre futur nous ».
									","
											Des zukünftigen ""Du"" zuliebe
											stärken wir gemeinsam
											das zukünftige ""Wir"".
									","
											Bu yüzden gelecekteki ''sen,'' aşkına,
											haydi hep birlikte
											gelecekteki ''biz''i güçlendirelim.
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											Thank you.
									","
											Merci.
									","
											Danke.
									","
											Teşekkürler.
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
"
","
","
","
","How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,12:36,"community,fear,future,global issues,humanity,peace,personal growth,politics,social change,religion"
