tr,en,title,speaker,duration,tags
"
											Ya ses tasarımcılarının kullandığı
											diğer araçlar veya hack'ler nelerdir?
											İşte, burada gerçekten büyük bir tanesi.
											Sessizlik.
											Birkaç saniyelik sessizlik bizi
dikkat ettirecektir.
											Ve Batı dünyasında,
											fiilen sessizliğe alışkın değiliz.
											Bu garip veya kaba olarak kabul ediliyor.
											Yani sözlü iletişim öncesindeki sessizlik
											büyük bir stres yaratabilir.
											Ama bir sürü patlamanın ve
otomatik silahların olduğu
											büyük bir Hollywood filmi düşünün.
											Gürültü bir süre sonra gürültü 
olmaktan çıkıyor.
											Yin-yang teorisine göre
											her ikisinin de işe yaraması için
											sessizliğin gürültüye, gürültünün de
sessizliğe ihtiyacı vardır.
									","
											But what are some other tools or hacks
											that sound designers use?
											Well, here's a really big one.
											It's silence.
											A few moments of silence
is going to make us pay attention.
											And in the Western world,
											we're not really used to verbal silences.
											They're considered awkward or rude.
											So silence preceding verbal communication
											can create a lot of tension.
											But imagine a really big Hollywood movie,
											where it's full of explosions
and automatic guns.
											Loud stops being loud
anymore, after a while.
											So in a yin-yang way,
											silence needs loudness
and loudness needs silence
											for either of them to have any effect.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Fakat sessizlik ne demek?
											Bu filmde nasıl kullanıldığına
göre değişir.
											Sessizlik bizi karakterin kafasına koyar
											veya düşündürür.
											Genellikle sessizliği...
											düşünme,
											meditasyon,
											derin düşüncelerde olmayla
ilişkilendiririz.
											Ama tek anlamı olmak dışında
											sessizlik, izleyicinin kendi düşüncelerini
											çizmeye davet edildiği bomboş 
bir sayfa hâline geliyor.
									","
											But what does silence mean?
											Well, it depends how
it's used in each film.
											Silence can place us inside
the head of a character
											or provoke thought.
											We often relate silences with ...
											contemplation,
											meditation,
											being deep in thought.
											But apart from having one meaning,
											silence becomes a blank canvas
											upon which the viewer is invited
to the paint their own thoughts.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Bunu daha açık bir hâle getirmek
istiyorum: Sessizlik diye bir şey yoktur.
											Ve biliyorum ki bu kulağa en iddialı
TED konuşması cümlesi gibi geliyor.
											Ama yansımanın ve dış seslerin

											hiç olmadığı odaya girseniz bile,
											yine de kalbinizin kan pompalama 
sesini duyabilirsiniz.
											Ve sinemada, geleneksel olarak, 
projektör yüzünden
											asla sessiz bir an olmaz.
											Ve bugünün Dolby dünyasında bile
											etrafınızı dinlerseniz sessiz
bir an yoktur.
											Her zaman bir çeşit gürültü vardır.
									","
											But I want to make it clear:
there is no such thing as silence.
											And I know this sounds like the most
pretentious TED Talk statement ever.
											But even if you were to enter
a room with zero reverberation
											and zero external sounds,
											you would still be able to hear
the pumping of your own blood.
											And in cinema, traditionally,
there was never a silent moment
											because of the sound of the projector.
											And even in today's Dolby world,
											there's not really any moment of silence
if you listen around you.
											There's always some sort of noise.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Şimdi, sessizlik diye bir şey
olmadığına göre,
											film yapımcıları ve ses tasarımcıları
ne kullanıyorlar?
											Eş anlamlısı olan, 
ambiyansı kullanıyorlar.
											Ambiyanslar, her noktaya özel
											eşsiz arka plan sesleridir.
											Her mekânın eşsiz bir sesi vardır
											ve her odanın da oda tonu denen
											eşsiz bir sesi vardır.
											İşte Fas'ta bir marketin ses kayıtları.
									","
											Now, since there's no such
thing as silence,
											what do filmmakers
and sound designers use?
											Well, as a synonym,
they often use ambiences.
											Ambiences are the unique background sounds
											that are specific to each location.
											Each location has a unique sound,
											and each room has a unique sound,
											which is called room tone.
											So here's a recording
of a market in Morocco.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Sesler ve müzik sesi)
									","
											(Voices, music)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Ve burada da New York 
Times Meydanı'nın ses kayıtları.
									","
											And here's a recording
of Times Square in New York.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Trafik sesleri, korna sesleri, sesler)
									","
											(Traffic sounds, car horns, voices)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Oda tonu, odanın içindeki
her sesin toplamıdır:
											Havalandırma, ısıtıcı, buzdolabı.
											Brooklyn'deki dairemin ses kayıtları.
									","
											Room tone is the addition of all
the noises inside the room:
											the ventilation, the heating, the fridge.
											Here's a recording
of my apartment in Brooklyn.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											[Havalandırmayı, su ısıtıcısını,
buzdolabını ve trafiği duyabilirsiniz]
									","
											(You can hear the ventilation, the boiler,
the fridge and street traffic)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Ambiyanslar en temel şekilde çalışırlar.
											Bilinçaltından beynimizle
direkt olarak konuşabilirler.
											Yani, kuşların camınızın dışında
cıvıldaması normal gelebilir,
											belki de bu, bir tür olarak,
											milyonlarca yıldır her sabah bu sesi
duymaya alışkın olduğumuzdandır.
									","
											Ambiences work in a most primal way.
											They can speak directly
to our brain subconsciously.
											So, birds chirping outside your window
may indicate normality,
											perhaps because, as a species,
											we've been used to that sound
every morning for millions of years.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Kuş cıvıldama sesi)
											Diğer açıdan, endüstriyel sesler
bize biraz daha
											yakın zamanda tanıtıldı.
											Kişisel olarak sevsem de —
											kahramanlarımın biri David Lynch ve

											onun ses tasarımcısı Alan Splet
tarafından kullanıyor —
											endüstriyel sesler genellikle
olumsuz yan anlam taşırlar.
									","
											(Birds chirp)
											On the other hand, industrial sounds
have been introduced to us
											a little more recently.
											Even though I really like
them personally —
											they've been used by one
of my heroes, David Lynch,
											and his sound designer, Alan Splet —
											industrial sounds often carry
negative connotations.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Makine sesleri)
									","
											(Machine noises)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Şimdi, ses efektleri duygusal hafızamızla
bağlantı kurabilirler.
											Zaman zaman, bir filmdeki karakter
											olabilecek kadar önemli olabilirler.
											Yıldırım sesi kutsal bir müdahale veya
öfkenin işareti olabilir.
									","
											Now, sound effects can tap
into our emotional memory.
											Occasionally, they can be so significant
											that they become a character in a movie.
											The sound of thunder may indicate
divine intervention or anger.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Yıldırım sesi)
									","
											(Thunder)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Kilise çanı bize zamanın geçtiğini
veya belki de
											ölümlü olduğumuzu hatırlatabilir.
									","
											Church bells can remind us
of the passing of time,
											or perhaps our own mortality.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Çan sesi)
									","
											(Bells ring)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Ve bardak kırmak, bir ilişkinin veya
bir arkadaşlığın biteceğinin
											işareti olabilir.
									","
											And breaking of glass can
indicate the end of a relationship
											or a friendship.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Bardak kırılma sesi)
									","
											(Glass breaks)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Bilim insanları, ahenksiz seslerin,
											örneğin, nefesli veya üflemeli çalgıların
yüksek sesli çalınmasının bize,
											doğadaki hayvanların ulumalarını
hatırlatabileceğini ve böylelikle
											rahatsızlık veya korku duygusu
yaratabileceğine inanıyorlar.
									","
											Scientists believe that dissonant sounds,
											for example, brass or wind
instruments played very loud,
											may remind us of animal howls in nature
											and therefore create a sense
of irritation or fear.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Nefesli ve üflemeli çalgı sesi)
									","
											(Brass and wind instruments play)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Ekrandaki sesler hakkında konuşmuş olduk.
											Ama zaman zaman, sesin kaynağı görülemez.
											Buna ekran dışı sesler veya
											''akuzmatik'' ses deriz.
											Akuzmatik sesler —
											''akuzmatik'' terimi, disiplinine göre
kendini ortaya çıkarmayan,
											perde veya peçe arkasından 
yıllarca eğitim veren
											antik Yunan'daki Pisagor'dan gelir.
											Bence matematikçi filozof,
											öğrencileri,
											onun konuşurkenki görüntüsü yerine,
											sesine, sözlerine ve
											söylediklerini anlamaya daha iyi 
odaklanabileceklerini düşündü.
											Yani Wizard of Oz (Oz Büyücüsü) veya
											1984'lerin ""Big Brother"" 
(Büyük Birader)'ı gibi,
											sesi kaynağından,
											sebep-sonucu da birbirinden ayırarak,
											bir tür aynı anda her yerde bulunma veya
izleniyormuş hissi yaratıyor
											ve böylelikle, otorite oluşturuyor.
									","
											So now we've spoken
about on-screen sounds.
											But occasionally, the source
of a sound cannot be seen.
											That's what we call offscreen sounds,
											or ""acousmatic.""
											Acousmatic sounds —
											well, the term ""acousmatic"" comes
from Pythagoras in ancient Greece,
											who used to teach behind
a veil or curtain for years,
											not revealing himself to his disciples.
											I think the mathematician
and philosopher thought that,
											in that way,
											his students might focus
more on the voice,
											and his words and its meaning,
											rather than the visual of him speaking.
											So sort of like the Wizard of Oz,
											or ""1984's"" Big Brother,
											separating the voice from its source,
											separating cause and effect
											sort of creates a sense
of ubiquity or panopticism,
											and therefore, authority.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Akuzmatik sesin güçlü 
bir geleneği vardır.
											Roma ve Venedik'teki 
manastırlardaki rahibeler,
											tavana yakın galerilerde şarkı söylerek,
											gökyüzündeki melekleri dinliyormuşuz
hissi yarattılar.
											Richard Wagner herkes tarafından bilinen,
izleyici ve sahne arasında
											bir çukurda, gizli bir orkestra oluşturdu.
											Kahramanlarımdan biri, Aphex Twin, 
kulüplerin karanlık köşelerinde
											mükemmel bir şekilde saklandı.
									","
											There's a strong tradition
of acousmatic sound.
											Nuns in monasteries in Rome and Venice
used to sing in rooms
											up in galleries close to the ceiling,
											creating the illusion that we're listening
to angels up in the sky.
											Richard Wagner famously
created the hidden orchestra
											that was placed in a pit
between the stage and the audience.
											And one of my heroes, Aphex Twin,
famously hid in dark corners of clubs.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Sanırım tüm bu üstadların bildiği şey,
kaynağı saklayarak
											gizem hissi yaratıyorsunuz.
											Bu sinemada Hitchcock'la ve
											''Alien"" (Yaratık)'daki'' Ridley Scott'la 
tekrar tekrar görüldü.
											Kaynağını bilmeden bir ses duymak
											bir tür heyecan yaratacaktır.
											Ayrıca, bu yönetmenlerin sahip olduğu
bazı görüşsel sınırlamaları en aza indirir
											ve film çekimi sırasında orada olmayan
bir şeyi orada gibi gösterebilir.
											Ve eğer tüm bu sesler biraz teorikse
											küçük bir video izletmek istiyorum.
									","
											I think what all these masters knew
is that by hiding the source,
											you create a sense of mystery.
											This has been seen
in cinema over and over,
											with Hitchcock,
and Ridley Scott in ""Alien.""
											Hearing a sound without knowing its source
											is going to create some sort of tension.
											Also, it can minimize certain visual
restrictions that directors have
											and can show something
that wasn't there during filming.
											And if all this sounds
a little theoretical,
											I wanted to play a little video.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Oyuncak gıcırtısı sesi)
									","
											(Toy squeaks)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Daktilo sesi)
									","
											(Typewriter)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Davul sesi)
									","
											(Drums)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Masa tenisi sesi)
									","
											(Ping-pong)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Bıçak bilenme sesi)
									","
											(Knives being sharpened)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Scratch kayıt sesi)
									","
											(Record scratches)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Testere kesme sesi)
									","
											(Saw cuts)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Kadın çığlık sesi)
									","
											(Woman screams)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Bu araçlarla kanıtlamaya çalıştığım şey
											sesin bir dil olduğudur.
											Bizi coğrafi olarak taşıyarak
kandırabilir;
											modumuzu değiştirebilir,
											tempoyu ayarlayabilir;
											bizi güldürebilir veya korkutabilir.
									","
											What I'm sort of trying
to demonstrate with these tools
											is that sound is a language.
											It can trick us by transporting
us geographically;
											it can change the mood;
											it can set the pace;
											it can make us laugh
or it can make us scared.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Kişisel açıdan, yıllar önce bu dile
											âşık oldum,
											ve bir şekilde bunu bir tür 
mesleğe çevirdim.
											Ve bence ses kütüphanelerindeki işimizle,
											bu dilin kelime dağarcığını 
genişletmeye çalışıyoruz.
											Ve bu açıdan, ses tasarımcılarına,
											film yapımcılarına,
											bilgisayar oyunu ve
											uygulama yapımcılarına,
											daha iyi hikâyeler anlatabilmeleri ve
daha güzel yalanlar
											üretebilmeleri için
doğru araçlar sunuyoruz.
									","
											On a personal level, I fell
in love with that language
											a few years ago,
											and somehow managed to make it
into some sort of profession.
											And I think with our work
through the sound library,
											we're trying to kind of expand
the vocabulary of that language.
											And in that way, we want
to offer the right tools
											to sound designers,
											filmmakers,
											and video game and app designers,
											to keep telling even better stories
											and creating even more beautiful lies.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											Dinlediğiniz için teşekkürler.
									","
											So thanks for listening.
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
											(Alkışlar)
									","
											(Applause)
									",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
"
","
",Everything you hear on film is a lie,Tasos Frantzolas,16:33,"communication,entertainment,illusion,hearing,film,library,media,mind,music,brain,sound,storytelling,speech,TEDx,technology"
