fr,en,de,es,pt,title,speaker,duration,tags
"
											Donc, voilà ce que nous avons à examiner,
											ces, vous savez, fiches de donnés sur la sécurité, ridicules,
											qui ne contiennent pratiquement rien.
											Et maintenant, ils ont été obligés de publier la liste définitive
											de tout ce qu'il y a dans le Corexit.
											Et, devinez,
											il y manque des tonnes de trucs.
											Les dérivés, les dérivés, ce sont des grands groupes, dans leur totalité,
											de beaucoup, beaucoup de composés, ces sorbitanes.
											Et puis, on en arrive aux distillats de pétrole,
											qui sont les solvants,
											il y en a des centaines.
											Ils ne sont pas identifiés. Et pourquoi ?
											Encore le secret commercial.
											BP mène le bal,
											et la société Nalco, c'est tout ce qu'ils ont besoin de faire.
											Jusqu'à présent, ces ingrédients n'ont pas été publiés,
											et les toxicologues sont vraiment en train de devenir cinglés
											parce que nous ne pouvons pas prédire avec certitude
											ce que les interactions
											et les résultats toxiques vont être.
									","
											So this is what we have to look at,
											these, you know, ridiculous safety data sheets,
											which have nothing on them much.
											And now they were forced to release the ultimate list
											of everything that's in Corexit.
											And guess what,
											tons of stuff is missing.
											Derivatives, derivatives, these are whole big groups
											of many, many compounds, these sorbitans.
											And then you get down to the petroleum distillates,
											which are the solvents,
											hundreds of them.
											They are not identified. And why?
											Trade secrets again.
											BP's running the show,
											and the Nalco company, this is all they have to do.
											So far these ingredients have not been released,
											and toxicologists are actually going nuts
											because we cannot predict with certainty
											what the interactions
											and toxic results are going to be.
									","
											Das ist es, was wir untersuchen müssen,
											diese, wissen Sie, lächerlichen Sicherheitsdatenblätter,
											die nichts Wesentliches enthalten.
											Und jetzt wurden sie gezwungen, die entgültige Liste
											von allem, was Corexit enthält, zu veröffentlichen.
											Und siehe da,
											jede Menge Zeug fehlt.
											Derivate, Derivate, das sind ganze große Gruppen
											von vielen, vielen Verbindungen, diese Sorbitane.
											Und dann kommt man zu den Petroleumdestillaten,
											das sind die Lösungsmittel,
											hunderte davon.
											Sie sind nicht gekennzeichnet. Und warum?
											Wieder Geschäftsgeheimnisse.
											BP zieht eine Show ab,
											und die Firma Nalco, mehr müssen sie nicht tun.
											Bis heute sind diese Inhaltsstoffe nicht veröffentlicht worden,
											und wir Toxikologen sind am Verzweifeln,
											weil wir nicht mit Sicherheit voraussagen können,
											was für Wechselwirkungen
											und toxische Ergebnisse zu erwarten sind.
									","
											Así que esto es lo que tenemos que ver,
											estas, ya saben, ridículas hojas de datos de seguridad,
											que no tienen gran información.
											Y ahora están obligados a divulgar la lista completa
											de todo lo que contiene el Corexit.
											Y ¿qué creen?
											Hay toneladas de cosas faltantes.
											Derivados, derivados, estos son grandes grupos
											de muchos, muchos compuestos, estos sorbitanos.
											Y entonces se llega a los destilados de petróleo,
											que son los solventes,
											cientos de ellos.
											Esos no están identificados. ¿Por qué?
											Secreto industrial otra vez.
											BP controla el espectáculo
											y la compañía Nalco, es todo lo que tiene que hacer.
											Hasta ahora esos ingredientes no se han divulgado,
											y los toxicólogos están volviéndose locos
											porque no pueden predecir con certidumbre
											qué interacciones
											y resultados tóxicos van a darse.
									","
											Isto é o que temos para estudar,
											estas folhas de dados
ridiculamente seguros
											que pouco contêm.
											Agora, foram forçados
a publicar a lista final
											de tudo o que existe no Corexit.
											E querem saber?
											Faltam toneladas de coisas.
											Os derivativos, que são grupos enormes
											de muitos compostos — os sorbitanos.
											Depois, chegamos ao destilados de petróleo
											que são os solventes, centenas deles.
											Não estão identificados. E porquê?
											Mais uma vez, segredos comerciais.
											A BP dirige o espetáculo
											e a empresa Nalco, só têm que fazer isso.
											Até agora, esses ingredientes
não foram divulgados
											e os toxicólogos estão a ficar doidos
											porque não podem prever com certeza
											quais as interações
											e os resultados tóxicos que irá haver.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Mais nous avons beaucoup de choses qui sont menacées
											là-bas, comme nous le savons tous,
											les 33 refuges de la faune,
											tant d'espèces sauvages
											et les poissons et la diversité.
											Donc nous savons à cause des marées précédentes.
											Et alors une partie de ce savoir fait
											partie de mes cauchemars.
											Et je suis heureuse de pouvoir
											évacuer certaines de mes
											angoisses auprès de vous.
											Ce que nous savons, c'est que les coraux vont être durement touchés.
											Et voilà une étude qui a été faite
											sur la côte australienne,
											la côte de Tasmanie.
											Les coraux, vous savez, sont l'habitat
											d'environ un quart de toutes les espèces marines.
											Et avec le Corexit
											et le pétrole,
											il n'y a aucune fécondation.
											Avec seulement le pétrole, il y a 98 pour cent de fécondation.
											C'est donc une espèce très sensible
											à cette combinaison.
									","
											But we do have quite a lot at risk
											down there, as we all know,
											the 33 wildlife refuges,
											so much wildlife
											and fish and diversity.
											So we know from previous spills.
											And then part of this is just
											part of my bad dreams.
											And I appreciate being able
											to vent some of my
											anguish upon you.
											What we do know is that the corals are going to get hit hard.
											And this is a study that was done
											on the Australian coast,
											the coast of Tasmania.
											Corals are, you know, the home to
											about a quarter of all marine species.
											And with the Corexit
											and the oil,
											there's zero percent fertilization.
											With oil alone, there's 98 percent fertilization.
											So they're a very sensitive species
											to this combo.
									","
											Aber es ist vieles gefährdet
											da unten, wie wir alle wissen,
											33 Wildtierreservate
											so eine große Tierwelt
											und Fische, solche Vielfalt.
											Wir wissen das von früheren Ölkatastrophen.
											Und ein Teil davon ist einfach
											Teil meiner Albträume.
											Und ich bin froh, dass ich
											etwas von meiner Angst
											bei Ihnen rauslassen kann.
											Was wir sicher wissen, ist, dass die Korallen stark betroffen sein werden.
											Und das ist eine Studie, die
											an der australischen Küste durchgeführt worden ist,
											an der Küste von Tasmanien.
											Wissen sie, Korallen beherbergen
											etwa ein Viertel aller Meerestierarten.
											Und mit dem Corexit
											und dem Öl,
											gibt es Null Prozent Befruchtung.
											Mit Öl alleine, gibt es 98 Prozent Befruchtung.
											Es handelt sich also um Arten, die sehr empfindlich
											auf diese Kombination reagieren.
									","
											Pero tenemos mucho en riesgo
											aquí abajo, como todos sabemos,
											los 33 refugios de vida salvaje,
											y tanta vida salvaje
											y peces y diversidad.
											Lo sabemos por derrames anteriores.
											Y parte de esto es sólo
											parte de mis pesadillas.
											Y aprecio poder
											ventilar algo de mi
											angustia con Uds.
											Lo que sabemos es que los corales van a ser golpeados duramente.
											Y este es un estudio hecho
											en la costa australiana,
											la costa de Tasmania.
											Los corales son, ya saben, la casa
											de un cuarto de todas las especies marinas.
											Y con el Corexit
											y el petróleo,
											hay 0% de fertilización.
											Con el petróleo solo, hay una fertilización del 98%.
											Así que esta es una especie muy sensible
											a esta combinación.
									","
											Mas há aqui muita coisa em risco
											como todos sabemos.
											Os 33 refúgios de vida selvagem,
											tanta vida selvagem
											e os peixes e a diversidade.
											Sabemos isso graças a derrames anteriores.
											Uma parte disto tudo
											faz parte dos meus pesadelos.
											E sabe-me bem poder desabafar
											alguma da minha angústia convosco.
											Sabemos que os corais
vão ressentir-se profundamente.
											Este é um estudo que fizemos
											na costa australiana,
na costa da Tasmânia.
											Os corais albergam
											um quarto de todas as espécies marinhas.
											Com o Corexit e o petróleo.
											há zero por cento de fertilização.
											Com o petróleo apenas, 
há 98% de fertilização.
											São uma espécie muito sensível
a esta mistura.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Voici un autre groupe.
											Moi-même, j'ai pu le voir facilement dans la colonne d'eau.
											Le plancton et ceux qui mangent le plancton,
											vous savez, ce sont les petits harengs
											qui traversent la colonne d'eau avec leur bouche ouverte,
											se nourrissant de façon non sélective
											simplement en gobant
											ce pudding marron de matières toxiques.
											Et nous savons par d'autres études
											que c'est un mélange extrêmement toxique.
											Voyez-vous le pétrole et le Corexit provoque la mort
											à une dose beaucoup, beaucoup plus faible
											que le pétrole seul.
											C'est probablement tout ce nous savons
											sur les effets toxiques.
											Mais mes cauchemards se présentent comme ça.
											Les poissons piscivores,
											les cobias, mérous, sérioles, ces gros poissons,
											et aussi les thons et les requins,
											vont être touchés par ça.
											Et les branchies sont très sensibles.
											Le système respiratoire est très sensible.
											Réfléchissez-y, avec
											le Corexit qui touche les membranes,
											et qui va boucher les branchies,
											et puis ces animaux vont être
											atteints par quelque chose comme ce que l'on appelle
											une pneumonie chimique,
											en essayant d'aspirer les composés.
											Cela causera également des hémorragies internes
											lors de l'ingestion.
											Je suis très inquiète au sujet des mammifères qui respirent dans l'air parce que je les étudie,
											mais aussi, à cause de la façon dont ils vont être exposés
											à chaque fois qu'ils vont venir à la surface pour inspirer,
											ils vont inhaler ces vapeurs volatiles.
											Et ce qui finit par arriver avec ça
											c'est que la pneumonie s'installe
											et le foie, les reins, le cerveau sont endommagés.
											Le Corexit
											transporte le pétrole
											dans toutes les membranes
											et tous les systèmes du corps.
											Et on a de
											nombreux effets désagréables,
											comme des brûlures aux yeux et à la bouche,
											des ulcères de la peau, des lésions.
											Et je pense, personnellement,
											que nous n'avons pas commencé à voir
											l'impact de cette marée
											sur la faune du Golfe.
									","
											Here's another group.
											I could see myself easily in the water column.
											The plankton and the plankton eaters,
											you know, these are the little herring fish
											that go through the water column with their mouths open,
											feeding indiscriminately
											and just lapping up
											this brown pudding of toxic stuff.
											And we do know from other studies
											that this is a highly toxic mixture.
											See the oil and Corexit is causing death
											at a much, much lower dose
											than oil alone.
											That's probably as far as what we do know
											about toxic effects.
											But my bad dreams go like this.
											The piscivorous fish,
											the cobia, grouper, amberjacks, those big fish,
											also the tuna and sharks,
											are going to hit by this.
											And the gills are quite sensitive.
											The respiratory system is very sensitive.
											Think about it with
											the Corexit hitting the membranes,
											and it will clog up the gills,
											and then these animals are going to be
											getting something like what you call
											chemical pneumonia,
											trying to aspirate the compounds.
											It also will cause internal bleeding
											upon ingestion.
											I'm very worried about the air-breathing mammals because I study them,
											but also, the way their going to be exposed
											is every time they come to the surface to take a breath,
											they're going to inhale these volatile fumes.
											And what does happen with that eventually
											is pneumonia sets in
											and liver, kidney, brain damage.
											The Corexit
											is transporting the oil
											into every membrane
											and every system of the body.
											And you're having
											a lot of different unpleasant effects,
											but burns to the eyes and mouth,
											skin ulcers, lesions.
											And I think, personally,
											that we have not begun to see
											the impacts of this spill
											on the wildlife of the Gulf.
									","
											Hier ist eine andere Gruppe.
											Ich konnte sie problemlos in der Wassersäule sehen.
											Plankton und Planktonfresser,
											wissen Sie, das sind kleine Heringsfische,
											die mit offenen Mäulern durch die Wassersäule schwimmen,
											dabei wahllos fressen
											und diesen braunen giftigen Pudding
											einfach runterschlucken.
											Und wir wissen aus anderen Studien,
											dass das eine hochgiftige Mischung ist.
											Schauen Sie, Öl und Corexit führen zum Tod
											in einer sehr viel niedrigeren Dosis
											als Öl allein.
											Das ist wahrscheinlich alles, was wir bis jetzt
											über toxische Wirkungen wissen.
											Aber meine schlechten Träume sehen so aus.
											Fischfressende Fische,
											Combia, Zackenbarsch, Amberjack, diese großen Fische,
											auch Thunfische und Haifische,
											werden davon betroffen sein.
											Die Kiemen sind sehr empfindlich.
											Das Atmungssystem ist sehr empfindlich.
											Denken Sie daran,
											dass Corexit die Membranen angreift
											und die Kiemen verstopft,
											und dann entwickeln diese Tiere
											etwas, was man
											chemische Lungenentzündung nennt,
											wenn sie versuchen, diese Verbindungen einzuatmen.
											Wenn es gechluckt wird,
											verursacht es innere Blutungen.
											Ich mache mir große Sorgen um luftatmende Säugetiere, denn das ist mein Forschungsgebiet,
											auch darüber dass sie jedesmal, wenn sie
											an die Wasseroberfläche kommen, um zu atmen,
											diesen flüchtigen Dämpfen ausgesetzt sind.
											Und das wird schließlich
											zu Lungenentzündung führen
											und Leber-, Nieren- und Gehirnschäden.
											Corexit
											transportiert das Öl
											in jede Membrane
											und in jedes System des Körpers.
											Und es gibt
											viele verschiedene unangenehme Auswirkungen,
											wie Verbrennungen an Augen und Mäulern,
											Hautgeschwüre, Wunden.
											Und ich persönlich meine,
											dass wir noch garnicht angefangen haben
											die Auswirkungen dieser Ölkatastrophe
											auf die wild lebenden Tiere im Golf zu sehen.
									","
											Aquí hay otro grupo.
											Podía verme claramente en la columna de agua.
											Y el plancton y los comedores de plancton,
											ya saben, estos pequeños arenques
											que pasan por la columna de agua con sus bocas abiertas,
											alimentándose indiscriminadamente
											y simplemente tragando
											este pudín café de cosas tóxicas.
											Y sabemos por otros estudios
											que esto es una mezcla altamente tóxica.
											Ven el petróleo y el Corexit causando muerte
											a mucho, mucho más bajas dosis
											que el petróleo solo.
											Esto es probablemente tanto como sabemos
											acerca de los efectos tóxicos.
											Pero mis pesadillas son así.
											Los peces piscívoros,
											la cobia, el mero, la serviola, esos peces grandes,
											también el atún y los tiburones,
											van a ser golpeados por esto.
											Y las agallas son muy sensibles.
											El sistema respiratorio es muy sensible.
											Piénsenlo con
											el Corexit golpeando las membranas,
											y el petróleo atascando las agallas,
											y entonces esos animales van a
											tener algo como lo que llamaríamos
											pulmonía química,
											tratando de aspirar los compuestos.
											También causará sangrado interno
											al ingerirse.
											Estoy muy preocupada por los mamíferos que respiran aire porque los estudio,
											pero también, la forma en que estarán expuestos
											cada vez que salgan a la superficie a respirar,
											van a inhalar esos humos volátiles.
											Y lo que sucede con eso es, eventualmente,
											la pulmonía
											y daños al hígado, riñones y cerebro.
											El Corexit
											está transportando el petróleo
											a cada membrana
											y cada sistema del cuerpo.
											Y se producen
											muchos efectos desagradables,
											quemaduras en los ojos y boca,
											úlceras en la piel, lesiones.
											Y pienso, personalmente,
											que no hemos comenzado a ver
											los impactos de este derrame
											en la vida salvaje del Golfo.
									","
											Este é outro grupo.
											Pude ver com os meus olhos
na coluna de água.
											O plâncton e os comedores de plâncton
											que são estes pequenos arenques
											que passam pela coluna de água
de boca aberta,
											comendo indiscriminadamente
											e bebendo este pudim castanho
											de coisas tóxicas.
											Sabemos, graças a outros estudos,
											que isto é uma mistura
altamente tóxica.
											Vejam o petróleo e o Corexit
a provocar a morte
											com uma dose muitíssimo mais baixa
											do que o petróleo sozinho.
											É provavelmente apenas o que sabemos
											sobre os efeitos tóxicos.
											Mas os meus pesadelos são estes.
											Os peixes piscívoros,
											o cóbia, a garoupa, esses peixes grandes,
											o atum e o tubarão também,
											vão ser duramente atingidos.
											As brânquias são muito sensíveis.
											O sistema respiratório é muito sensível.
											Pensem no que será
											o Corexit a atingir as membranas
											e a obstruir as brânquias.
											Estes animais vão sofrer
											duma coisa a que podíamos chamar
uma pneumonia química,
											ao aspirarem os compostos.
											Também provocará hemorragias internas
											quando ingeridos.
											Sinto enorme preocupação com os mamíferos
que respiram ar, porque os estudei
											mas também pela forma
como vão ser expostos
											sempre que vêm à superfície
para inspirarem.
											Vão inalar aqueles vapores voláteis.
											O que acontece por causa disso
											é que acabam por ter pneumonia
											e danos no fígado, nos rins, no cérebro.
											O Corexit está a transportar o petróleo
											para todas as membranas
											e para todos os sistemas do corpo.
											Estamos a ter muitos
dos diversos efeitos desastrosos
											como queimaduras nos olhos e na boca,
											úlceras na pele, lesões.
											Penso que ainda não começámos a ver
											os impactos deste derrame
											na vida selvagem do Golfo.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Nous avons commencé à émettre des hypothèses:
											Que savons-nous?
											Qu'est-ce qui, à notre avis, constituerait une cascade trophique?
											Ce qui signifie qu'une espèce est détruite,
											et puis tout ce qui est au dessus
											et qui les mange va s'effondrer.
											Donc, notre réflexion a été –
											c'est un processus de réflexion simple, mais ...
											de toute évidence, le plancton, les planctonophages,
											et nous ne sommes pas vraiment allés plus loin.
											Et alors il s'avère que nous ne sommes pas très doués pour arriver à comprendre ces choses.
											C'est ce que les scientifiques pensaient qu'il se passerait avec l'Exxon Valdez,
											cette cascade trophique
											où vous perdez le varech et les harengs
											et d'autres poissons en remontant.
											Ils pensaient que finalement les orques
											seraient au sommet de cette cascade.
											Et puis, voici ce qui s'est vraiment passé,
											beaucoup plus compliqué, beaucoup plus spécifique
											En fait, le varech
											et les bernaches qui se fixent au rocher
											ont été décimés par la combinaison
											de Corexit et de pétrole.
											Ils ont été remplacés par des espèces envahissantes,
											moins capables de s'accrocher aussi fermement au rocher.
											Il y a eu des tempêtes.
											Elles les ont arrachées du rocher.
											Et cela constituait tout le réseau alimentaire des canards de mer.
											Et comme vous le savez, nous avons perdu environ 300.000 canards de mer
											suite à la marée noire de l'Exxon Valdez,
											et ils ne sont pas revenus.
									","
											We started hypothesizing:
											what do we know?
											what do with think would be a trophic cascade?
											which means that somebody gets wiped out,
											and then everything above
											that's eating those guys will crash.
											So our thought was —
											this is a simple thinking process, but ...
											obviously the plankton, the planktivores,
											and that's about as far as we got.
											And then it turns out we're not very good at figuring this stuff out.
											This is what the Exxon Valdez scientists thought would happen,
											this trophic cascade
											where you lose the kelp and the herring
											and other fishes and going up.
											They thought that eventually the killer whale
											would be at the top of this cascade.
											And then here's what really happened,
											much more complicated, much more specific.
											Actually the kelp
											and the barnacles that attach to the rock
											were decimated by the combination
											of Corexit and the oil.
											They were replaced by invasive species,
											which had less holding power to the rock.
											Storms came along.
											They ripped out of the rock.
											And this was the entire food web for the sea ducks.
											And as you know, we lost about 300,000 sea ducks
											from the Exxon Valdez spill,
											and they haven't come back.
									","
											Wir haben erste Hypothesen aufgestellt:
											Was wissen wir?
											Was wäre unserer Ansicht nach eine trophische Kaskade?
											das bedeute, dass ein Lebewesen ausstirbt,
											und alles, das
											sich davon ernährt, wird zusammenbrechen.
											Unser Gedanke war —
											das ist ein einfacher Denkprozes, aber......
											offensichtlich Plankton, die Planktonfresser,
											und weiter sind wir noch nicht gekommen.
											Wie es aussieht, können wir uns das alles garnicht so gut vorstellen.
											Hier sehen Sie was die Wissenschaftler von Exxon Valdez erwartet haben,
											diese trophische Kaskade,
											wo Seetang und Heringe sterben
											und anderen Fische und noch mehr.
											Sie dachten, dass möglicherweise die Schwertwale
											an der Spitze dieser Kaskade stehen.
											Und hier sehen Sie was wirklich geschehen ist,
											viel komplizierter, viel spezifischer.
											Tatsächlich wurden Seetang
											und Rankenfußkrebse, die sich an Felsen festhalten,
											dezimiert von der Mischung
											aus Corexit und Öl.
											Sie wurden durch invasive Arten ersetzt,
											die weniger Haftkraft an den Felsen haben.
											Stürme sind gekommen.
											Sie haben die Felsen herausgerissen.
											Und das war das gesamte Nahrungsnetz für die Seeenten.
											Wie Sie wissen, haben wir ungefähr 300.000 Seeenten verloren
											durch die Exxon Valdez Katastrophe,
											und sie sind nicht zurückgekommen.
									","
											Comenzamos a teorizar:
											¿qué sabemos?
											¿qué pensamos que sea una cadena trófica?
											lo cual quiere decir que cuando uno es diezmado,
											entonces todos por encima [en la cadena]
											que comen a esos tipos, se estrellarán.
											Así que pensamos...
											este es proceso simple de pensamiento, pero...
											obviamente el plancton, los planctívoros,
											y es hasta donde llegamos.
											Y sucede que no somos muy buenos para averiguar este tipo de cosas.
											Eso es lo que los científicos del Exxon Valdez pensaron que sucedería,
											esta cadena trófica,
											donde se pierde las algas marinas y el arenque,
											y los demás peces y hacia arriba.
											Pensaron que eventualmente la orca
											estaría en la cima de la cadena.
											Y entonces lo que sucedió realmente
											es mucho más complicado, mucho más específico.
											De hecho las algas marinas
											y las lapas que se adhieren a la roca
											fueron diezmadas por la combinación
											de Corexit y petróleo.
											Y fueron reemplazadas por especies invasivas,
											que tienen menos poder adherente a las rocas.
											Llegaron las tormentas.
											Rasgaron las rocas.
											Y esta era la cadena alimenticia entera de los patos marinos.
											Y, como saben, perdimos unos 300.000 patos marinos
											debido al derrame del Exxon Valdez,
											y no se han recuperado.
									","
											Começámos a fazer hipóteses:
											o que é que sabemos?
											O que é que pensamos
que seja uma cascata trófica?
											Ou seja, quando um deles for dizimado,
											depois, tudo o que estiver acima
											que costuma comer os dizimados
sofrerá um colapso.
											O nosso pensamento era
											que isto era um processo simples,
											mas obviamente, o plâncton,
os planctívoros...
											só conseguimos chegar até aí
											Acontece que não somos muito bons
a imaginar estas coisas.
											Isto é o que os cientistas da Exxon Valdez
pensaram que ia acontecer,
											esta cascata na cadeia alimentar,
											em que perdemos as algas e o arenque
											e outros peixes por aí acima.
											Pensaram que, por fim,
											a orca estaria no topo desta cascata.
											E aqui está o que aconteceu realmente,
											uma coisa muito mais complicada,
muito mais específica.
											As algas marinhas e as cracas
											que se agarram às rochas
											foram dizimadas pela combinação
											do Corexit e do petróleo.
											Foram substituídas por espécies invasivas
											que tinham menos poder
de se agarrarem às rochas.
											Quando apareceram as tempestades,
											arrancaram-nas das rochas.
											Isto era toda a cadeia alimentar
para os patos marinhos.

											Como sabem, perdemos
cerca de 300 000 patos marinhos
											devido ao derrame da Exxon Valdez,
											e esses patos não recuperaram.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Donc, nous lançons
											une étude indépendante.
											Et par indépendante, je ne veux pas dire seule,
											je veux dire indépendante dans le sens
											de ne pas être liée au
											genre de secret de scène de crime
											qui a cours dans le Golfe maintenant.
											Mais nous allons vraiment évaluer les impacts toxiques,
											mais il nous faut beaucoup, beaucoup de partenaires
											pour faire cela intelligemment.
											Nous avons rallié certains partenaires.
											Et Dave Gallo s'est inscrit.
											Sylvia en fait partie.
											Et nous espérons que certains d'entre vous vont nous aider.
											La question que je vous pose est : pourquoi ne devrions-nous pas savoir?
											N'avons-nous pas le droit de savoir?
											Nous avons certainement le droit d'apprendre
											quelle perte nous sommes en train de subir dans le Golfe.
											Et mon souhait –
											pour le prix du Golfe - serait
											que nous obtenions la vérité.
											Quelle qu'elle soit, s'il vous plaît laissez-nous obtenir la vérité.
											Et pour y arriver,
											nous devons faire cette évaluation.
									","
											So we are launching
											an independent study.
											And by independent, I do not mean alone;
											I mean independent in the sense
											of not tied to
											the kind of crime-scene secrecy
											that's going on in the Gulf now.
											But we are actually going to be assessing toxic impacts,
											but we need lots and lots of partners
											to do this intelligently.
											We have some of the partners lined up.
											And Dave Gallo signed on.
											Sylvia's in here.
											And we hope that some of you will help us.
											My question to you is: why shouldn't we know?
											Don't we have the right to know?
											Surely we have the right to learn
											what loss we are going through in the Gulf.
											And my wish would be —
											for the gulf prize — would be
											that we have the truth.
											Whatever it is, please let us have the truth.
											And to get there,
											we need to do the assessment.
									","
											Deshalb starten wir
											eine unabhängige Studie.
											Und mit unabhängig meine ich nicht im Alleingang;
											sondern unabhängig in dem Sinne,
											dass die Studie nichts mit
											der Tatort-Geheimhaltung zu tun hat,
											die sich jetzt am Golf abspielt.
											Wir werden tatsächlich toxische Auswirkungen untersuchen,
											aber wir brauchen viele, viele Partner
											um es klug anzupacken.
											Ein paar Partner haben wir schon gefunden.
											Und Dave Gollo macht mit.
											Sylvia ist mit dabei.
											Und wir hoffen, dass uns einige von Ihnen helfen werden.
											Meine Frage an Sie lautet: Warum sollten wir es nicht wissen?
											Haben wir kein Recht, die Wahrheit zu erfahren?
											Sicherlich haben wir das Recht zu erfahren,
											welche Verluste im Golf auftreten werden.
											Und mein Wunsch wäre —
											für den Golf Preis —
											dass wir die Wahrheit erfahren.
											Was auch immer das ist, bitte lassen Sie uns die Wahrheit erfahren.
											Und um das zu schaffen,
											müssen wir diese Studie ausführen.
									","
											Así que estamos lanzando
											un estudio independiente.
											Y por independiente, no quiero decir a solas.
											Quiero decir independiente en el sentido
											de no estar atado
											a alguna clase de secreto de la escena del crimen
											como está sucediendo en el Golfo ahora.
											Pero estamos de hecho comenzando a medir los impactos tóxicos,
											pero necesitamos montones y montones de socios
											para hacer esto inteligentemente.
											Tenemos algunos de esos socios listos.
											Y Dave Gallo se ha sumado.
											Sylvia está aquí.
											Y esperamos que algunos de Uds nos ayuden.
											Mi pregunta a Uds es: ¿por qué no deberíamos saber?
											¿No tenemos derecho a saber?
											Seguramente tenemos derecho a saber
											qué pérdidas estamos teniendo en el Golfo.
											Y mi deseo es,
											por el Premio Golfo, sería
											que podamos conocer la verdad.
											Cualquier cosa que sea, por favor déjennos conocer la verdad.
											Y para llegar allá,
											necesitamos hacer la evaluación.
									","
											Assim, estamos a lançar
											um estudo independente.
											Por independente, não estou a dizer
que é isolado.
											Independente, no sentido
de que não está ligado
											ao tipo de segredo do local do crime
											que existe agora no Golfo.
											Estamos a avaliar os impactos tóxicos
											mas necessitamos de muitos parceiros
											para fazer isto de modo inteligente.
											Já temos alguns desses parceiros.
											Dave Gallo aderiu.
											Sylvia está connosco.
											E esperamos que alguns de vocês
nos ajudem.
											A minha pergunta é:
Porque é que não devemos saber?
											Não temos o direito de saber?
											Claro que temos o direito de saber
											que perdas vamos ter no Golfo.
											O meu desejo será
											— para o prémio do Golfo —
											será que obtenhamos a verdade.
											Qualquer que ela seja,
temos que ter a verdade.
											Para lá chegar,
											precisamos de fazer a avaliação.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Je suis donc heureuse d'être ici. Je vous remercie.
									","
											So I appreciate being here. Thank you.
									","
											Vielen Dank, dass ich hier sein darf.
									","
											Así que aprecio estar aquí. Gracias.
									","
											Gostei muito de estar aqui.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Beifall)
									","
											(Aplausos)
									","
											Obrigada.
											(Aplausos)
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
