en,es,fr,tr,pt,title,speaker,duration,tags
"
											The robbers.
											So after four years on city council,
I decided to run for mayor,
											realizing that being a part-time
councilman wasn't enough
											to enact the structural
changes we need to see in Stockton,
											and I came to that conclusion
by looking at the data.
											So my old council district,
where I grew up,
											is 10 minutes away
from a more affluent district.
											And 10 minutes away in the same city,
											the difference between
zip code 95205 and 95219
											in life expectancy is 10 years.
											Ten minutes away, 4.5 miles,
											10 years life expectancy difference,
											and not because of the choices
people are making.
											Because no one chose
to live in an unsafe community
											where they can't exercise.
											No one chose to put more liquor stores
than grocery stores in the community.
											No one chose these things,
but that's the reality.
											I realized, as a councilman,
											to enact a structural change
I wanted to see,
											where between the same zip codes
											there's a 30 percent difference
in the rate of unemployment,
											there's a 75,000 dollars a year
difference in income,
											that being a councilman
was not going to cut it.
											So that's when I decided to run for mayor.
									","
											Los ladrones.
											Así que 4 años más tarde decidí aceptar
una candidatura para alcalde,
											dándome cuenta de que ser concejal
de tiempo parcial no alcanzaba
											para lograr los cambios estructurales
que Stockton necesitaba,
											y llegué a esa conclusión
estudiando los datos.
											El distrito municipal donde nací,
											queda a 10 minutos de uno más rico.
											Y a 10 minutos en la misma ciudad,
											la diferencia entre los
códigos postales 95205 y 95219
											es una expectativa de vida de 10 años más.
											A 10 minutos de distancia y 7 km,
											una diferencia de expectativa
de vida de 10 años,
											y no por cosas elegidas por las personas.
											Nadie elige vivir
en una comunidad insegura
											en la que no puede hacer ejercicio.
											Nadie elige poner más tiendas de venta
de alcohol que de comestibles.
											Nadie elije eso, pero esa es la realidad.
											Como concejal me di cuenta
											de que tenía que accionar el cambio
estructural que quería ver,
											donde en esos mismos códigos postales
											hay una diferencia
en la tasa de desempleo del 30 %,
											una diferencia de salarios de USD 75 000,
											que como concejal no iba a poder reducir.
											Así que decidí postularme para alcalde.
									","
											Les voleurs.
											Après quatre ans au conseil municipal,
j'ai brigué la mairie,
											réalisant qu'être conseiller
à mi-temps n'était pas assez
											pour promulguer les changements
structurels à Stockton
											et j'en suis venu à cette conclusion
en considérant les données.
											Mon ancien quartier, où j'ai grandi,
											est à 10 minutes d'un quartier plus aisé.
											Et 10 minutes dans une même ville,
											la différence entre
les codes postaux 95205 et 95219,
											en termes d'espérance de vie,
ce sont 10 ans.
											Dix minutes, sept kilomètres,
											dix ans de différence
dans l'espérance de vie
											et non pas du fait des choix
que les gens font.
											Personne ne vit par choix
dans une communauté peu sûre
											où on ne peut pas faire de sport.
											Personne n'a choisi de mettre
plus de magasins d'alcool que d’épiceries.
											Personne n'a choisi cela,
mais c'est la réalité.
											J'ai réalisé que pour promulguer
le changement structurel souhaité,
											où entre ces codes postaux,
											il y a 30% de différence
dans le taux de chômage,
											il y a une différence de revenus
de 75 000 dollars par ans,
											être conseiller n'allait pas
être suffisant.
											Alors j'ai décidé de briguer la mairie.
									","
											Hırsızlar.
											Belediye meclisindeki dört yıldan sonra,
yarı zamanlı bir meclis üyesi olmanın
											Stockton'da görmemiz gereken yapısal 
değişiklikleri yerine getirmek için
											yeterli olmadığını verilere bakarak
fark ettikten sonra
											başkanlığa aday olmaya karar verdim.
											Büyüdüğüm eski belediye semtim
											daha zengin bir semtten
10 dakika uzaklıkta.
											Aynı şehirde, 10 dakika uzaklıktaki
											95205 ve 95219 posta kodları arasındaki
											yaşam süresi farkı 10 yıl.
											Yedi km, on dakika uzaklıkta,
											10 yıllık yaşam beklentisi farkı
											ve bu insanların yaptığı 
seçimler yüzünden değil.
											Çünkü kimse güvensiz
bir toplulukta,
											egzersiz yapamadıkları 
yaşamı seçmedi.
											Toplumdaki kimse marketlerden daha
fazla içki dükkanı koymayı seçmedi.
											Kimse bunları seçmedi ama gerçek bu.
											Meclis üyesi olarak fark ettim ki
											istediğim yapısal değişikliği 
gerçekleştirebilmek için
											aynı posta kodları arasında
											işsizlik oranında
yüzde 30'luk bir fark,
											yılda 75.000 dolar gelir farkı vardı
											ve meclis üyesi olmam 
bunu değiştirmeyecekti.
											O zaman başkanlığına aday
olmaya karar verdim.
									","
											Em segundo, os ladrões.
											Depois de passar quatro anos na câmara,
decidi candidatar-me a presidente,
											porque percebi que trabalhar
como vereador em ""part-time"",
											não era o suficiente para decretar
as mudanças estruturais necessárias.
											Cheguei a esta conclusão
depois de analisar os dados.
											O meu velho bairro, onde cresci,
											fica a 10 minutos
do distrito mais abastado.
											E na mesma cidade,
a 10 minutos de distância,
											entre os códigos postais
95205 e 95219,
											há uma diferença de 10 anos
quanto à esperança de vida.
											Uma diferença de 10 anos
quanto à esperança de vida,

											à distância de 10 minutos,
de 6 quilómetros e meio.
											Não é por causa das decisões das pessoas.
											Ninguém escolhe viver
numa comunidade perigosa,
											onde não podem fazer exercício.
											Ninguém escolhe ter mais lojas de bebidas
do que mercearias na comunidade.
											Ninguém faz essas escolhas,
mas a realidade é essa.
											Como vereador, percebi que,
para pôr em prática
											a mudança estrutural pretendida
nesses dois códigos postais
											onde há uma diferença
de 30% na taxa de desemprego
											e uma diferença de rendimentos
de 75 mil dólares por ano,
											não era suficiente ser vereador.
											Foi aí que decidi
candidatar-me a presidente.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											And as mayor, we've been focused
on the robbers and the road.
											So in Stockton, as I mentioned,
											we have historically had problems
with violent crime.
											In fact, that's why I decided
to run for office in the first place.
											And my first job as mayor
was helping our community
											to see ourselves, our neighbors,
											not just in the people
victimized by violence
											but also in the perpetrators.
											We realized that those
who enact pain in our society,
											those who are committing homicides
and contributing to gun violence,
											are oftentimes victims themselves.
											They have high rates of trauma,
they have been shot at,
											they've known people who have been shot.
											That doesn't excuse their behavior,
but it helps explain it,
											and as a community,
we have to see these folks as us, too.
											That they too are our neighbors.
											So for the past three years —
									","
											Como alcalde me concentré
en los ladrones y el camino.
											Como les conté, en Stockton,
											históricamente tenemos problemas
por crímenes violentos.
											De hecho, eso me hizo
decidir a postularme.
											Mi primera tarea como alcalde
fue ayudar a que la comunidad
											se viera como a vecinos,
											no solo como a víctimas de la violencia,
											sino también como a los responsables.
											Nos dimos cuenta de que quienes
causan dolor en nuestra sociedad,
											aquellos que cometen los asesinatos
y contribuyen a la violencia por armas,
											suelen ser víctimas ellos también.
											Tienen altas tasas
de traumas, reciben tiros,
											conocen a gente baleada.
											Esto no excusa su comportamiento,
pero ayuda a entenderlo,
											tenemos que ver a estas personas
como parte de nuestra comunidad.
											Son nuestros vecinos.
											Así que, durante estos últimos 3 años,
									","
											En tant que maire, nous nous sommes
concentrés sur les voleurs et la route.
											A Stockton, comme je l'ai dit,
											nous avons historiquement eu
des crimes violents.
											C'est pour cela que j'ai décidé
de briguer la mairie.
											Mon premier rôle de maire
a été d'aider notre communauté
											à nous voir, nous, nos voisins,
											pas que chez les gens
victimisés par la violence
											mais aussi chez les contrevenants.
											Nous avons réalisé que ceux
imposant de la douleur dans notre société,
											ceux qui commettent des homicides
et contribuent à la violence armée
											sont souvent eux-mêmes des victimes.
											Ils ont connu des traumatismes,
se sont fait tirer dessus,
											connaissent des gens sur qui on a tiré.
											Cela n'excuse pas leur comportement
mais aide à l'expliquer
											et, en tant que communauté,
nous devons nous voir en eux.
											Eux aussi sont nos voisins.
											Les trois dernières années —
									","
											Belediye başkanı olarak
soygunculara ve yola odaklandık.
											Bahsettiğim gibi Stockton’da
											tarihsel olarak şiddet
suçuyla sorunlarımız oldu.
											Aslında, en başta bu yüzden 
başkanlığına aday olmaya karar verdim.
											Belediye başkanı olarak
ilk işim, toplum olarak
											kendimizi ve komşularımızı
											sadece şiddet mağduru insanlar 
olarak değil
											aynı zamanda suçlular olarak da 
görmemizi sağlamaktı.
											Fark ettik ki toplumumuza
acı çektiren,
											cinayet işleyen ve 
silahlı şiddette bulunanların
											çoğu zaman kendileri de mağdur.
											Yüksek travma oranları var, 
vuruldular,
											vurulmuş insanları tanıyorlar.
											Bu davranışlarına mazeret değil
fakat açıklamaya yardımcı
											ve topluluk olarak bu insanları 
da bizim gibi görmeliyiz.
											Onlar da bizim komşularımız.
											Son üç yıldır,
									","
											Como presidente, tenho-me focado
nos ladrões e no caminho.
											Como já mencionei, Stockton
											tem tido, historicamente,
problemas com crimes violentos.
											Aliás, foi por isso mesmo
que decidi candidatar-me.
											O meu primeiro trabalho
como presidente da câmara,
											foi ajudar a comunidade
a ver-se a si e aos seus vizinhos,
											não só como vítimas da violência
											mas também como os responsáveis.
											Percebemos que aqueles
que causam dor na nossa sociedade,
											que cometem homicídios
e contribuem para a violência armada,
											muitas vezes, também são vítimas.
											Têm altas taxas de traumas,
já foram alvejados,
											e conhecem outras pessoas
que também foram alvejadas.
											Isso não justifica tal comportamento,
mas esclarece-o.
											Enquanto comunidade,
essas pessoas têm de ser incluídas.
											Eles também são o nosso próximo.
											Então, durante estes últimos três anos...
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											So for the past three years,
we've been working on two strategies:
											Ceasefire and Advance Peace,
											where we give these guys
as much attention, as much love
											from social services,
from opportunities, from tattoo removals,
											in some cases even cash,
											as a gift from law enforcement.
											And last year, we saw
a 40 percent reduction in homicides
											and a 30 percent reduction
in violent crime.
									","
											durante los últimos tres años
estuve trabajando en dos estrategias:
											el cese del fuego y el avance de la paz,
											donde le damos a estos tipos 
tanta atención, afecto,
											de servicios sociales, de oportunidades,
de borrado de tatuajes,
											a veces hasta dinero,
											como un regalo para mantener el orden.
											El año pasado se vieron
40 % menos homicidios
											y una reducción del 30 %
en crímenes violentos.
									","
											Depuis trois ans,
nous travaillons sur deux stratégies :
											un cessez-le-feu et l'avancée de la paix,
											nous accordons beaucoup
d'attention et d'amour à ces gens,
											des services sociaux,
des opportunités, des détatouages,
											parfois même de l'argent liquide :
											un cadeau des forces de l'ordre.
											L'année dernière, nous avons observé
une diminution des homicides de 40%
											et une réduction de 30%
des crimes violents.
									","
											Son üç yıldır iki strateji
üzerinde çalışıyoruz:
											Ateşkes ve İlerleme Barışı.
											Bu insanlara olabildiğince çok ilgi,
sosyal hizmetler,
											bazı fırsatlar, dövme sildirme,
											hatta bazen nakit para gibi
sevgi içeren hediyeleri
											kanun uygulayıcıları olarak veriyoruz.
											Geçen sene cinayetlerde
yüzde 40 azalma,
											şiddet suçlarında yüzde
30'luk bir azalma gördük.
									","
											Durante estes últimos três anos,
temos trabalhado em duas estratégias:
											Cessar Fogo e Promover a Paz.
											em que damos a essas pessoas 
muita atenção e carinho
											dos serviços sociais, com oportunidades,
com remoção de tatuagens,
											e, por vezes, até com dinheiro,
											como um presente das autoridades.
											O resultado foi uma diminuição 
de 40% nos homicídios,
											e de 30% nos crimes violentos.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											And now, the road.
											I mentioned that my community
has a 23 percent poverty rate.
											As someone who comes from poverty,
it's a personal issue for me.
											So I decided that we
wouldn't just do a program,
											or we wouldn't just do something
to go around the edges,
											but we would call into question
the very structure
											that produces poverty in the first place.
											So starting in February,
we launched a basic income demonstration,
											where for the next 18 months,
											as a pilot, 130 families,
randomly selected,
											who live in zip codes at or below
the median income of the city,
											are given 500 dollars a month.
											And we're doing this
for a couple of reasons.
											We're doing it because we realize
											that something is structurally
wrong in America,
											when one in two Americans
can't afford one 400-dollar emergency.
											We're doing it because we realize
that something is structurally wrong
											when wages have only increased
six percent between 1979 and 2013.
											We're doing it because we realize
something is structurally wrong
											when people working two and three jobs,
											doing all the jobs
no one in here wants to do,
											can't pay for necessities, like rent,
											like lights, like health care,
like childcare.
									","
											Volviendo a lo del camino.
											Mencioné que mi comunidad
tiene una tasa de pobreza del 23 %.
											Proviniendo de la pobreza yo mismo,
este es un asunto personal para mí.
											Así que decidí que no sería
solo un programa,
											ni algo muy superficial,
											íbamos a cuestionar la estructura propia
											de lo que genera la pobreza.
											A partir de febrero, lanzamos
un proyecto de ingresos básicos
											en el que por 18 meses,
											a modo de un piloto,
se eligieron 130 familias al azar,
											de zonas cuyo código postal fuera inferior
al de los ingresos medios de la ciudad,
											les dimos USD 500 por mes.
											Y lo hicimos por un par de motivos.
											Lo hicimos porque sabemos
											que hay algo que no funciona
en la estructura de EE. UU.
											cuando uno de cada dos norteamericanos
no puede cubrir una emergencia de USD 400.
											Lo hicimos porque nos dimos cuenta
de que la estructura no funcionaba
											si los salarios habían aumentado solo
un 6 % desde 1979 a 2013.
											Lo hicimos porque nos dimos cuenta
de que la estructura no funcionaba
											cuando había gente que tenía
dos o tres trabajos
											y que hacía todos los trabajos
que no le gustan a nadie,
											y no podía pagar cosas
esenciales como el alquiler
											la luz, los cuidados sanitarios,
las guarderías.
									","
											Maintenant, la route.
											J'ai dit que ma communauté
avait un taux de pauvreté de 23%.
											Étant quelqu'un issu de la pauvreté,
j'en fais une affaire personnelle.
											J'ai décidé de ne pas seulement
établir un programme
											ou de faire quelque chose
tournant autour du pot,
											mais nous allions remettre
en question la structure
											qui entraîne de la pauvreté.
											Depuis février, nous avons lancé
une démonstration du revenu de base
											où, pendant les 18 prochains mois,
											dans un projet pilote,
130 familles choisies au hasard
											et vivant dans des quartiers
sous le revenu médian de la ville,
											reçoivent 500 dollars par mois.
											Nous faisons cela pour plusieurs raisons.
											Car nous avons réalisé
											que structurellement,
une chose clochait en Amérique,
											quand un Américain sur deux
n'a pas 400 dollars pour une urgence.
											Car nous avons réalisé
que structurellement, une chose clochait
											quand les salaires n'avaient augmenté
que de 6% entre 1979 et 2013.
											Car nous avons réalisé
que structurellement, une chose clochait
											quand les gens ayant
deux ou trois emplois,
											effectuant le travail
dont personne ne veut,
											ne peuvent pas payer
le minimum vital : le loyer,
											l'électricité, les soins de santé
et la garde des enfants.
									","
											Şimdi, bunun yolu.
											Topluluğumun yüzde 23 yoksulluk 
oranına sahip olduğunu söyledim.
											Yoksulluktan gelen biri olarak,
bu benim için kişisel bir mesele.
											Sadece bir program ya da 
üstünkörü bir şeyler yapmamamız
											gerektiğine karar verdim,
											fakat yoksulluk üreten yapıyı
											en başta sorgulayacaktık.
											Şubat ayından itibaren temel 
bir gelir gösterimi başlattık.
											Önümüzdeki 18 ay boyunca
											şehrin medyan gelirinin altında yaşayan
											rastgele seçilmiş 130 aileye
											ayda 500 dolar verildi.
											Bunu birkaç nedenden dolayı yapıyoruz.
											Bunu yapıyoruz çünkü
											Amerika’da bir şeyin yapısal olarak 
yanlış olduğunu gördük;
											iki Amerikalıdan biri 400 dolarlık 
bir acil durumu karşılayamıyor.
											Bunu yapıyoruz çünkü fark ettik ki
bir şey yapısal olarak yanlış;
											1979 ile 2013 arasında ücretler
yalnızca yüzde altı artmış.
											Bunu yapıyoruz çünkü fark ettik ki
bir şey yapısal olarak yanlış;
											insanlar iki ve üç işte çalışıyor,
											hiç kimsenin yapmak
istemeyeceği işleri yapıyor,
											kira, elektrik, sağlık hizmeti, 
çocuk bakımı gibi
											ihtiyaçları için ödeme yapamıyor.
									","
											Agora falemos do caminho.
											Mencionei que a minha comunidade
tem uma taxa de pobreza de 23%.
											Como fui pobre, considero isso
como sendo um problema pessoal.
											Por isso decidi que não
faríamos só um programa
											nem faríamos algo só para remediar,
											como também teríamos
em conta, antes de tudo,
											a própria estrutura que cria a pobreza.
											No início de fevereiro, começámos
com um apoio de rendimento mínimo,
											em que, durante os 18 meses seguintes,
											como experiência piloto, 130 famílias
selecionadas aleatoriamente,
											que vivem em bairros com rendimentos
dentro da média da cidade, ou abaixo dela,
											recebem 500 euros por mês.
											Estamos a fazer isto por algumas razões.
											Estamos a fazê-lo porque percebemos
											que há algo estruturalmente
errado nos EUA,
											quando um em cada dois americanos
não tem 400 dólares para uma emergência.
											Estamos a fazê-lo porque percebemos
que há algo estruturalmente errado,
											quando os salários só cresceram
6% entre 1979 e 2013.
											Estamos a fazê-lo porque há algo
estruturalmente errado,
											quando pessoas com dois ou três empregos,
											a fazer os trabalhos
que mais ninguém quer,
											não conseguem pagar 
as coisas essenciais,
											como a renda, a luz, a saúde,
os cuidados com os filhos.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											So I would say, Stockton again,
we have real issues.
											I have constituent emails in my phone now,
about the homelessness issue,
											about some of the violent crime
we're still experiencing.
											But I would say, I think as a society,
we would be wise to go back
											to those old Bible stories
we were taught growing up,
											and understand that number one,
											we have to begin to see
each other as neighbors,
											that when we see someone
different from us,
											they should not reflect our fears,
our anxieties, our insecurities,
											the prejudices we've been taught,
our biases — but we should see ourselves.
											We should see our common humanity.
											Because I think once we do that,
											we can do the more important work
of restructuring the road.
									","
											Así que yo diría que en Stockton
tenemos un verdadero problema.
											Recibí mensajes de conciudadanos
sobre la cuestión de la falta de vivienda,
											sobre los delitos violentos que nos tocan.
											Yo creo que como sociedad
deberíamos retornar
											a las historias de la Biblia
de cuando éramos pequeños,
											y entender que, en primer lugar,
											nos tenemos que ver
a nosotros mismos como vecinos,
											y cuando vemos a alguien diferente,
											no deberíamos reflejar nuestros temores,
nuestras ansiedades, nuestra inseguridad,
											los prejuicios que nos enseñaron, esos
sesgos, y, vernos a nosotros mismos.
											Deberíamos ver nuestra humanidad común.
											Porque creo que cuando lo hagamos,
											estaremos haciendo la tarea más
importante de restructurar el camino.
									","
											Je dirais à nouveau que nous avons
de vrais problèmes à Stockton.
											J'ai actuellement des mails d'électeurs
sur le problème de sans-abrisme,
											sur certains des crimes violents
que nous connaissons.
											Je dirais qu'en tant que société,
il serait sage d'en revenir
											à ces vieilles histoires bibliques
apprises en grandissant
											et de comprendre
											que nous devons nous voir
comme des voisins,
											que quelqu'un de différent de nous
											ne devrait pas refléter nos peurs,
nos anxiétés, nos insécurités,
											les préjugés qu'on nous a appris,
mais nous devrions nous y voir.
											Nous devrions voir notre humanité commune.
											Car je pense qu'ainsi,
											nous pouvons entreprendre
l'importante restructuration de la route.
									","
											Demek istediğim, Stockton'da 
gerçek sorunlarımız var.
											Telefonumda evsizlik problemine,
											hâlâ yaşadığımız bazı şiddet 
suçlarına ilişkin e-postalar var.
											Bence bir toplum olarak,
											büyüdüğümüz eski İncil hikâyesine
geri dönmek
											ve bir numaralı kuralı anlamak
akıllıca olur.
											Birbirimizi komşu olarak 
görmeye başlamalıyız,
											bizden farklı birini gördüğümüzde
											korkularımızı, kaygılarımızı, 
güvensizliklerimizi,
											öğretilmiş ön yargıları yansıtmamalı, 
birbirimizi görmeliyiz.
											Ortak insanlığımızı görmeliyiz.
											Çünkü bunu başardığımız zaman,
											yolun yeniden yapılandırılması için
daha önemli çalışmalar yapabiliriz.
									","
											Então diria, mais uma vez,
que Stockton tem graves problemas.
											Tenho ""e-mails"" dos eleitores
no meu telemóvel
											sobre o problema dos sem abrigo,
sobre crimes violentos ainda presentes.
											Mas diria que, como sociedade,
seria prudente voltar à sabedoria
											das velhas histórias da Bíblia,
que aprendemos em crianças
											e compreender que, primeiramente,
											temos de ver os outros
como o nosso próximo,
											quando vemos alguém diferente de nós,
											ele não deve refletir os nossos medos,
ansiedades, inseguranças,
											e todos os preconceitos que nos ensinaram,
mas devemos ver-nos a nós mesmos.
											Temos de ver a nossa humanidade comum.
											Penso que, ao fazer isso,
											podemos fazer o trabalho
mais importante de reconstruir o caminho.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											Because again, I understand
some listening are saying,
											""Well, Mayor Tubbs, you're talking about
structural violence and structural this,
											but you're on the stage.
											That the structures can't be too bad
if you could come up from poverty,
											have a father in jail, go to Stanford,
											work in the White House and become mayor.""
											And I would respond by saying
the term for that is exceptionalism.
											Meaning that we recognize it's exceptional
for people to escape the structures.
											Meaning by our very language,
											we understand that the things we're seeing
in our world are by design.
											And I think that task for us, as TEDsters,
											and as good people,
just people, moral people,
											is really do the hard work necessary
of not just joining hands as neighbors,
											but using our hands
to restructure our road,
											a road that in this country has been
rooted in things like white supremacy.
											A road like in this country
has been rooted in things like misogyny.
											A road that's not working
for far too many people.
											And I think today, tomorrow and 2020
we have a chance to change that.
									","
											Me imagino que algunos de Uds. dirán:
											""Alcalde Tubbs, Ud. habla de violencia
estructural, y de ese tipo de estructuras,
											pero Ud. está en el escenario.
											Esas estructuras no pueden ser
tan malas si Ud. viene de la pobreza,
											si tiene a un padre preso,
si ha estudiado en Stanford,
											si trabaja en la Casa Blanca
y llegó a ser alcalde"".
											Y yo respondería que
eso es algo excepcional.
											Quiero decir que es excepcional 
poder escaparse de esas estructuras.
											Según nuestro idioma propio,
											sabemos que lo que vemos
en el mundo fue diseñado.
											Y creo que una de
nuestras tareas como TEDores,
											y como buena gente que somos,
gente justa, gente con principios,
											es hacer la dura tarea de no solo unir
nuestras manos como vecinos,
											sino de usar las manos
para reestructurar el camino,
											un camino que en este país ha estado lleno
de cosas como la supremacía blanca.
											Un camino arraigado en misoginia.
											Un camino que no funciona para muchos.
											Y creo que hoy, mañana, y en 2020
tenemos la posibilidad de cambiarlo.
									","
											Je comprends que certains
qui écoutent disent :
											« Maire Tubbs, vous parlez de violence
et d'autres soucis structurels,
											mais vous êtes sur scène.
											Les structures ne sont pas si terribles
											si vous avez pu grandir dans la pauvreté,
											avoir un père en prison, aller à Stanford,
											travailler à la Maison-Blanche
et devenir maire. »
											Je répondrais en disant que le terme
pour cela est l'exceptionnalisme.
											Nous reconnaissons qu'il est exceptionnel
pour les gens d'échapper aux structures.
											Par notre langage même,
											nous comprenons que ce que nous voyons
dans notre monde est conçu ainsi.
											Je crois que pour notre tâche,
en tant participants à TED,
											en tant que personnes
bonnes, justes et morales,
											est de réaliser le dur labeur nécessaire,
											pas seulement de nous tendre la main
en tant que voisins,
											mais d'utiliser nos mains
pour restructurer notre route,
											une route qui, dans ce pays,
est ancrée dans la suprématie blanche.
											Une route qui, dans ce pays,
est ancrée dans la misogynie.
											Une route qui ne va pas
à beaucoup trop de gens.
											Je crois qu'aujourd'hui,
demain et en 2020,
											nous avons une chance de changer cela.
									","
											Bazılarının söylediklerini anlıyorum,
											''Pekâlâ Belediye Başkanı Tubbs, 
yapısal şiddetten bahsediyorsunuz
											fakat siz sahnedesiniz.
											O sorunlar o kadar da kötü olamaz
siz yoksulluktan geldiğinize,
											hapishanede babanız olduğuna, 
Stanford'a gidip
											Beyaz Saray'da çalışıp başkan
olabildiğinize göre.''
											Bunun istisnai bir durum olduğunu
söyleyerek cevap veririm.
											İnsanların yapısallaşandan kaçmalarının 
istisnai olduğunu biliyoruz.
											Bizim dilimizle anlamı,
											dünyamızda gördüğümüz şeylerin
tasarım gereği olduğunu biliyoruz.
											Bence bu görev biz TEDciler,
											iyi insanlar, sadece insanlar,
ahlaklı insanlar olarak
											sıkı çalışmak ellerimizi komşular 
olarak birleştirmenin yanında
											yolumuzu yeniden yapılandırmak
için ellerimizi kullanmaktan geçiyor.
											Bu ülkede beyaz üstünlük
gibi şeylere dayanan bir yol.
											Bu ülkedeki yol, kadın düşmanlığı
gibi şeylere dayanıyor.
											Çok fazla insan için çalışmayan bir yol.
											Bence bunu değiştirmek için bugün,
yarın, 2020'de şansımız var.
									","
											Porque percebo que alguns
dos que estão a ouvir dizem:
											""Presidente Tubbs, está a falar sobre
violência estrutural e tudo o mais,
											""mas o senhor está na ribalta.
											""As estruturas não podem ser assim tão más
se conseguiu sair da pobreza
											""com um pai preso, ir para Stanford,
											""trabalhar na Casa Branca
e ser presidente.""
											E eu respondo, dizendo
que o termo para isso é ""exceção"".
											Reconhecemos que é uma exceção
alguém escapar às estruturas.
											Pelas nossas próprias palavras,
											reconhecemos que as coisas que estamos
a ver no mundo são intencionais.
											E penso que o que nós, 
membros da TED, devemos fazer,
											como pessoas boas, justas, e morais,
											é fazer o trabalho duro necessário
de nos juntarmos com o nosso próximo,
											mas juntarmo-nos
para restruturar o nosso caminho,
											um caminho em que, neste país,
se mantêm as raízes da supremacia branca.
											Um caminho em que, neste país,
se mantêm as raízes da misoginia.
											Um caminho que não está a funcionar
para demasiadas pessoas.
											Penso que hoje, amanhã, e em 2020,
temos a possibilidade de mudar isso.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
