en,es,pt,de,tr,title,speaker,duration,tags
"
											Now, we've seen this can work
with all forms of art —
											drawing, painting, collage —
											but what seems to have the most impact
											is mask-making.
											Finally, these invisible wounds
don't just have a name,
											they have a face.
									","
											Hemos observado que esto funciona
con cualquier tipo de arte —
											dibujo, pintura, collage —
											pero lo que parece tener
el mayor impacto
											es hacer máscaras.
											Al fin y al cabo, estas heridas invisibles
no sólo tienen un nombre,
											tienen también una cara.
									","
											Verificámos que isto resulta
com todas as formas de arte
											— desenho, pintura, colagem —
											mas aquilo que parece ter maior impacto
											é a criação de máscaras.
											Finalmente, aquelas feridas invisíveis
não têm apenas um nome,
											têm uma cara.
									","
											Wir haben gesehen, dass das 
mit allen Kunstformen funktioniert:
											Zeichnen, Malen und Collagen erstellen.
											Den größten Einfluss aber
											übt die Fertigung von Masken aus.
											Endlich haben diese unsichtbaren Wunden
nicht nur einen Namen,
											sondern ein Gesicht.
									","
											Bunun - çizim, resim, kolaj
gibi - tüm sanat biçimlerinde işe
											yaradığını gördük, fakat en fazla
											etki bırakan, maske yapımı gibi
											gözüküyor.
											Sonuç olarak, bu görünmez yaraların
yalnızca bir ismi yok, aynı zamanda
											yüzleri de var.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											And when service members
create these masks,
											it allows them to come to grips,
literally, with their trauma.
											And it's amazing
how often that enables them
											to break through the trauma
and start to heal.
									","
											Y cuando los militares
crean estas máscaras,
											literalmente tocan y lidian
con el trauma.
											Y es impresionante
cómo eso les permite
											fracturar el trauma
y comenzar a sanar.
									","
											Quando os militares criam essas máscaras.
											isso permite-lhes, literalmente,
enfrentar os seus traumas.
											É espantosa a frequência
com que isso lhes permite
											pôr fim aos traumas e começar a cura.
									","
											Wenn Einsatzkräfte Masken herstellen,
											können sie damit ihr Trauma buchstäblich
in den Griff bekommen.
											Es ist erstaunlich, wie oft sie damit
											ihr Trauma überwinden
und wieder genesen können.
									","
											Askerler bu maskeleri yarattıkları zaman,
											gerçekten travmalarının
üstesinden gelebiliyorlar.
											Bunun, travmayı
atlatmalarına ve iyileştirmeye
											başlamasına neden
olması, muhteşem bir şey.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											Remember BFIB?
											That was a real experience
for one of my patients,
											and when he created his mask,
											he was able to let go
of that haunting image.
											Initially, it was a daunting process
for the service member,
											but eventually he began
to think of BFIB as the mask,
											not his internal wound,
											and he would go to leave each session,
											he would hand me the mask,
and say, ""Melissa, take care of him.""
											Eventually, we placed BFIB in a box
to further contain him,
											and when the service member
went to leave the NICoE,
											he chose to leave BFIB behind.
											A year later, he had only seen BFIB twice,
											and both times BFIB was smiling
											and the service member
didn't feel anxious.
											Now, whenever that service member
is haunted by some traumatic memory,
											he continues to paint.
											Every time he paints
these disturbing images,
											he sees them less or not at all.
									","
											Recuerdan la CSB?
											Eso fue una experiencia real
para uno de mis pacientes,
											y cuando creó su máscara,
											pudo superar esa imagen
que lo atormentaba.
											Al principio, fue un proceso abrumador
para el paciente,
											pero, poco a poco, comenzó
a identificar la CSB como máscara
											y no como su herida interna,
											y cada vez que terminábamos
una sesión,
											me entregaba la máscara y me decía,
""Melissa, cuídalo"".
											Después de un tiempo, metimos a la CSB
en una caja, para contenerla y dominarla,
											y cuando el paciente
dejó el NICoE,
											decidió dejar la CSB.
											Un año después, había visto a la CSB
sólo dos veces,
											y, en ambas ocasiones la CSB
sonreía
											y el paciente no sintió angustia.
											Ahora, cada vez que es atormentado
por algún recuerdo traumático,
											sigue pintando.
											Y cada vez que pinta
estas imágenes perturbadoras,
											las ve con menos frecuencia
o deja de verlas por completo.
									","
											Lembram-se do CEB?
											Foi uma experiência real
de um dos meus doentes.
											Depois de criar esta máscara,
											conseguiu ver-se livre
daquela imagem que o perseguia.
											Inicialmente, foi um processo
assustador para o militar
											mas, por fim, começou a pensar no CEB,
enquanto máscara,
											e não como a sua ferida interior.
											Cada vez que terminava uma sessão,
											dava-me a máscara e dizia:
""Melissa, toma conta dele"".
											Por fim, colocámos o CEB numa caixa,
para melhor o conter
											e, quando o militar quis sair do NICoE,
											preferiu abandonar o CEB.
											Durante o ano seguinte,
só viu o CEB duas vezes,
											e de ambas as vezes,
o CEB estava a sorrir
											e o militar não se sentiu ansioso.
											Agora, sempre que este militar
											é perseguido por qualquer
memória traumática,
											continua a pintar.
											Sempre que ele pinta
estas imagens perturbadoras,
											começa a vê-las menos
ou elas desaparecem.
									","
											Erinnern Sie sich an BGIB?
											Das war eine echte Erfahrung
eines meiner Patienten.
											Als er seine Maske erschuf,
											konnte er das quälende Bild
endlich loslassen.
											Anfangs war es für ihn
ein beängstigender Prozess,
											aber dann begann er, BGIB 
nur als Maske zu sehen
											und nicht als seine innere Wunde.
											Am Ende einer jeden Therapiestunde
											gab er mir seine Maske und sagte:
""Melissa, pass auf ihn auf.""
											Schließlich legten wir BGIB in eine Kiste,
um ihn weiter wegzuschließen.
											Als diese Einsatzkraft NICoE verließ,
											entschied er sich dazu,
BGIB zurück zu lassen.
											Im folgenden Jahr hatte er BGIB
nur zweimal gesehen.
											Beide Male lächelte BGIB
											und der Soldat spürte keine Angst.
											Immer wenn dieser Soldat jetzt von einer
traumatischen Erinnerung verfolgt wird,
											fängt er an zu malen.
											Jedes Mal, wenn er diese
erschreckenden Bilder malt,
											sieht er sie seltener oder gar nicht mehr.
									","
											SKY'yi hatırlıyor musunuz?
											Bu, hastalarımdan birisi
için gerçek bir tecrübeydi ve
											o, bu maskeyi yarattığında
											o rahatsız edici görüntüden kurtulabildi.
											Bu süreç, asker için
ilk başlarda ürkütücüydü,
											fakat sonrasında SKY'yi,
içsel dünyası olarak değil, bir maske
											olarak düşünmeye başladı ve
											her seansın bitişinde bana maskeyi
											uzatıp, ""Melissa, ona iyi bak."" diyordu.
											En sonunda, SKY'yi bir kutuya koyduk ve
											asker, merkezi terk edeceği zaman,
											onu orada bırakmayı tercih etti.
											Bir yıl sonra SKY'yi
yalnızca iki kez gördü
											ve her ikisinde de, SKY gülümsüyordu
											ve asker de gerginlik hissetmemişti.
											Şimdi, bu asker ne zaman travmatik
bir anı tarafından rahatsız edilse,
											çizmeye devam ediyor.
											Bu rahatsız edici
görüntüleri her çizdiğinde, onları
											ya daha az görüyor ya da hiç görmüyor.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											Philosophers have told us
for thousands of years
											that the power to create
											is very closely linked
to the power to destroy.
											Now science is showing us
that the part of the brain
											that registers a traumatic wound
											can be the part of the brain
where healing happens too.
											And art therapy is showing us
how to make that connection.
									","
											Los filósofos nos han dicho
desde hace miles de años
											que el poder de crear
											está íntimamente relacionado
con el poder de destrucción.
											Ahora la ciencia nos muestra
que el área del cerebro
											que registra
una lesión traumática
											puede ser la misma parte del cerebro
donde ocurre la sanación.
											Y, el arteterapia nos enseña
cómo hacer esa conexión.
									","
											Os filósofos disseram-nos,
durante milhares de anos,
											que o poder de criar
											está intimamente ligado
ao poder de destruir.
											Agora, a ciência diz-nos
que a parte do cérebro
											que regista uma ferida traumática
											pode ser a parte do cérebro
em que também ocorre a cura.
											A terapia pela arte mostra-nos
como fazer esta ligação.
									","
											Philosophen erzählen uns
seit Jahrtausenden,
											dass die schöpferische Kraft
											sehr eng verbunden ist
mit der zerstörerischen Kraft.
											Die Wissenschaft zeigt uns jetzt,
dass die Gehirnregion,
											die traumatische Wunden erfährt,
											auch die Region sein kann, 
wo Heilung passiert.
											Kunsttherapie zeigt uns,
wie man diese Verbindung herstellt.
									","
											Filozoflar bizlere, yüzyıllar
boyunca, yaratma gücünün,
											tahrip etme gücüyle çok
											yakından bağlantılı olduğunu söylediler.
											Şimdi de bilim, beynin
travmatik bir yarayı kaydeden
											kısmının, aynı zamanda iyileşme
											sürecinin de bulunduğu
yer olduğunu gösteriyor.
											Sanat terapisi de bize
bu bağlantıyı kurmayı öğretiyor.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											We asked one of our service members
											to describe how mask-making
impacted his treatment,
											and this is what he had to say.
									","
											Le pedimos a uno de nuestros pacientes
											que describiera cómo el hacer máscaras
ha impactado en su tratamiento,
											y esto fue lo que dijo.
									","
											Pedimos a um dos nossos militares
											que descrevesse qual o impacto
da criação de máscaras no seu tratamento.
											Eis o que ele nos disse:
									","
											Wir haben eine Einsatzkraft gebeten,
											die Wirkung von Maskenherstellung
auf seine Behandlung zu beschreiben.
											Folgendes hatte er zu sagen:
									","
											Askerlerimizden birisinden,
											maske yapımının, tedavisine nasıl
etki ettiğini tanımlamasını istedik
											ve söylediği şey buydu.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											(Video) Service Member:
You sort of just zone out into the mask.
											You zone out into the drawing,
											and for me, it just released the block,
											so I was able to do it.
											And then when I looked at it
after two days, I was like,
											""Holy crap, here's the picture,
here's the key, here's the puzzle,""
											and then from there it just soared.
											I mean, from there
my treatment just when out of sight,
											because they were like,
Kurt, explain this, explain this.
											And for the first time in 23 years,
											I could actually talk about stuff
openly to, like, anybody.
											I could talk to you about it
right now if I wanted to,
											because it unlocked it.
											It's just amazing.
											And it allowed me to put 23 years of PTSD
											and TBI stuff together in one place
											that has never happened before.
											Sorry.
									","
											(Video) Paciente:
Simplemente te pierdes en la máscara.
											Te pierdes en el dibujo,
											y me desbloqueó,
											y por eso pude hacerlo.
											Y, cuando la vi después
de dos días, dije
											""Dios mío, ésta es la pintura,
ésta es la llave, éste es el acertijo,""
											y, a partir de ahí,
mi tratamiento se disparó
											es decir, se desahogó,
											porque me decían,
Kurt, explica esto, explica esto.
											Y, por primera vez en 23 años,
											pude realmente hablar
abiertamente con cualquiera.
											Podría hablarles de ello ahora
si quisiera,
											porque lo liberé.
											Es impresionante.
											Y me permitió colocar 23 años de TEPT

											y de TBI en un solo lugar.
											Eso nunca me había pasado.
											Lo siento.
									","
											Militar: Alheamo-nos de tudo,
exceto da máscara, exceto do desenho.
											Quanto a mim, senti-me livre,
desbloqueado,
											por isso, consegui fazê-la.
											Depois, quando olhei para ela,
ao fim de dois dias, fiquei:
											""Caramba, isto é a imagem,
isto é a chave, isto é o 'puzzle'. ""
											A partir daí, levantei voo.
											Quer dizer, a partir daí,
o meu tratamento acelerou
											porque me diziam:
""Kurt, explica isto, explica aquilo""
											e, pela primeira vez em 23 anos,
											consegui falar das coisas
abertamente, a toda a gente.
											Conseguia falar com vocês sobre isso,
agora mesmo, se eu quisesse,
											porque estão desbloqueadas.
											É espantoso.
											Permitiu-me pôr 23 anos
de PSPT e de LIC
											os dois juntos, num sítio
											o que nunca antes tinha acontecido.
											Desculpem.
									","
											(Video) Einsatzkraft: Du vertiefst
dich ganz in die Maske.
											Du vertiefst dich ganz in die Zeichnung.
											Für mich hat es die Blockade gelöst,
											sodass ich das tun konnte.
											Beim erneuten Anblick
nach zwei Tagen dachte ich:
											""Hier ist das Bild, hier ist die Lösung,
hier ist das Rätsel.""
											Ab dann ging es steil bergauf.
											Meine Behandlung lief fantastisch,
											sie fragten mich: ""Kurt, erkläre
uns dies, erkläre uns das"".
											Zum ersten Mal seit 23 Jahren
											konnte ich tatsächlich mit jedem
über diese Sachen offen reden.
											Ich könnte mit Ihnen jetzt
darüber reden, wenn ich wollte,
											denn ich habe die Blockade gelöst.
											Es ist einfach erstaunlich.
											Es ermöglichte mir, 23 Jahre PTBS und SHT
											an einen Ort zu platzieren.
											Das war vorher nie der Fall.
											Entschuldigung.
									","
											(Video) Asker: Bir şekilde,
maskenin içerisine dalıyorsunuz.
											Çizimin içerisine dalıyorsunuz
											ve benim için bu, engeli kaldırdı
											ve ben de yapabildim.
											İki gün sonra ona baktığımda, şöyle dedim;
											""Vay, işte resim, işte
anahtar, işte bulmaca"" ve
											her şey burada başladı ve devam etti.
											Yani, tedavim buradan,
gözden uzak bir yerlere gitti çünkü
											Kurt, bunu açıkla,
bunu açıkla diyor gibiydiler.
											23 yıl içerisinde bir ilk olarak,
											bu konuyu açıkça
herkesle konuşabiliyordum.
											Eğer istesem şu anda
sizinle de bunu konuşabilirdim,
											çünkü o artık kilitli değil.
											Bu muhteşem.
											23 yıllık TSSB ve tüm gövde ışınlamasını
bir yerde toplamama neden oldu
											ve bu daha önce
											hiç olmamıştı.
											Üzgünüm.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											Melissa Walker: Over the past five years,
											we've had over 1,000 masks made.
											It's pretty amazing, isn't it?
									","
											Melissa Walker: En los últimos 5 años
											se han hecho más de mil máscaras.
											Es increíble, no?
									","
											Melissa Walker: Nos últimos cinco anos,
											fizemos mais de mil máscaras.
											É incrível, não acham?
									","
											Melissa Walker: In den letzten 5 Jahren
											wurden bei uns
über 1 000 Masken gefertigt.
											Ziemlich erstaunlich, oder?
									","
											Melissa Walker: Geçtiğimiz beş yılda,
											1.000'den fazla maske yaptık.
											Oldukça şaşırtıcı, değil mi?
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											Thank you.
									","
											Gracias.
									","
											(Aplausos)
									","
											Danke.
									","
											Teşekkürler.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											(Applause)
											I wish I could have shared
this process with my grandfather,
											but I know that he would be thrilled
											that we are finding ways
											to help today's and tomorrow's
service members heal,
											and finding the resources within them
											that they can call upon
											to heal themselves.
									","
											(Aplausos)
											Me hubiera encantado compartir
este proceso con mi abuelo,
											pero sé que estaría emocionado
											de que estamos encontrando maneras
											para ayudar a sanar a los militares
de hoy y mañana,
											y dándoles herramientas internas
											que pueden utilizar
											para sanarse a sí mismos.
									","
											Obrigada.
											(Aplausos)
											Gostava de ter partilhado
este processo com o meu avô,
											mas sei que ele teria ficado entusiasmado
											por estarmos a encontrar formas
											de ajudar a curar os militares
de hoje e de amanhã,
											e de encontrar neles os recursos
											a que eles podem recorrer
para se curarem.
									","
											(Applaus)
											Ich wünschte, ich hätte diese Methode
mit meinem Großvater teilen können.
											Ich weiß, dass er davon begeistert wäre,
											dass wir Wege finden,
											um den Einsatzkräften von heute und morgen
bei ihrer Genesung zu helfen.
											Und dass wir die Mittel dazu
in ihnen selbst finden,
											die sie anzapfen können,
											um sich selbst zu heilen.
									","
											(Alkış)
											Bu süreci büyükbabamla
paylaşabilmeyi dilerdim, fakat
											biliyorum ki, bugünün ve yarının
											askerlerinin iyileşmelerine
											yardımcı olacak yollar
bulmamız ve onların kendilerini
											iyileştirmeleri için başvurabileceği
											kaynaklar buluyor olmamız
											onu heyecanlandırırdı.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											Thank you.
									","
											Gracias.
									","
											Obrigada.
									","
											Vielen Dank.
									","
											Teşekkürler.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
