en,de,pt,title,speaker,duration,tags
"
											So it's a rather elegant, almost poetic
way of looking at the world,
											but it has one catastrophic problem.
											It turns out that string theory
isn't one theory at all,
											but a whole collection of theories.
											It's been estimated, in fact,
											that there are 10 to the 500
different versions of string theory.
											Each one would describe
a different universe
											with different laws of physics.
											Now, critics say this makes
string theory unscientific.
											You can't disprove the theory.
											But others actually
turned this on its head
											and said, well,
maybe this apparent failure
											is string theory's greatest triumph.
											What if all of these 10 to the 500
different possible universes
											actually exist out there somewhere
											in some grand multiverse?
											Suddenly we can understand
											the weirdly fine-tuned values
of these two dangerous numbers.
											In most of the multiverse,
											dark energy is so strong
that the universe gets torn apart,
											or the Higgs field is so weak
that no atoms can form.
											We live in one of the places
in the multiverse
											where the two numbers are just right.
											We live in a Goldilocks universe.
									","
											Eine der vielversprechensten Theorien
hierfür ist die String-Theorie.
											Der Gedanke dahinter ist:
											Könnten Sie in die elementaren Teilchen
unserer Welt hinein zoomen,
											würden Sie sehen, 
dass es keine Teilchen sind,
											sondern kleine schwingende 
Fäden von Energie,
											wobei jede Schwingungsfrequenz
einem anderen Teilchen entspricht,
											etwa wie verschiedene Töne
auf einer Gitarrensaite.
									","
											É uma maneira elegante, e quase poética,
de olhar para o mundo,
											mas há um problema
catastrófico associado.
											Ao que parece, a teoria das cordas
não é apenas uma teoria,
											mas sim uma combinação de teorias.
											Calcula-se que há
											entre 10 a 500 versões
diferentes da teoria das cordas.
											Cada uma delas
descreve um universo diferente
											com diferentes leis da física.
											Os críticos alegam que
esta teoria não é científica
											porque não se pode refutar a teoria.
											Mas outros viram o problema
de outro modo
											e assumiram que este aparente fracasso
											é talvez o maior triunfo
da teoria das cordas.
											E se estes 10 a 500 possíveis
universos diferentes
											realmente existem algures
											num grande multiverso?
											De repente, conseguimos entender
											o efeito tão estranhamente afinado
dos dois números perigosos.
											Na maior parte do multiverso,
											a energia negra é tão forte
que o universo se desmorona,
											ou o campo de Higgs é tão fraco
que os átomos não se conseguem formar.
											Nós vivemos num dos locais
do multiverso
											em que estes dois números 
são os ideais.
											Nós vivemos num universo adequado.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											Now, this idea is extremely controversial,
and it's easy to see why.
											If we follow this line of thinking,
											then we will never be able
to answer the question,
											""Why is there something
rather than nothing?""
											In most of the multiverse,
there is nothing,
											and we live in one of the few places
											where the laws of physics
allow there to be something.
											Even worse, we can't test
the idea of the multiverse.
											We can't access these other universes,
											so there's no way of knowing
whether they're there or not.
									","
											Also eine elegante, fast poetische Art,
auf die Welt zu blicken,
											aber da gibt es ein riesiges Problem.
											Denn die String-Theorie
ist nicht nur eine Theorie,
											sondern eine Ansammlung von Theorien.
											Es wird angenommen,
											dass 10 hoch 500 verschiedene Versionen
der String-Theorie existieren.
											Jede Version beschreibt 
ein anderes Universum
											mit anderen physikalischen Gesetzen.
											Kritikern ist die String-Theorie 
zu unwissenschaftlich.
											Man kann die Theorie nicht widerlegen.
											Andere drehten die Sache um und sagten,
dass diese offensichtliche Schwäche
											möglicherweise die größte Stärke
der String-Theorie ist.
											Was ist, falls diese 10 hoch 500 Universen
											tatsächlich irgendwo draußen
											in einem großen Multiversum existieren?
											Plötzlich können wir
diese verrückt präzisen Werte
											dieser zwei gefährlichen Zahlen verstehen.
											In den meisten Universen
											ist die dunkle Energie so stark,
dass sie zerrissen werden,
											oder das Higgs-Feld ist so schwach,
dass keine Atome entstehen können.
											Wir leben also
an einem Ort im Multiversum,
											wo diese zwei Zahlen passen.
											Wir leben in einem Goldlöckchen-Universum.
									","
											Esta ideia é muito controversa,
e é fácil perceber porquê.
											Se seguirmos esta linha de pensamento,
											nunca seremos capazes 
de responder à pergunta:
											""Porque é que há algo
em vez de nada?""
											Na maior parte do multiverso
não há nada,
											e nós vivemos num dos poucos locais
											em que as leis da física
permitem que haja algo.
											Pior ainda, nós não podemos testar
a ideia de um multiverso.
											Não temos como aceder
aos outros universos,
											por isso, não temos como
saber se existem ou não.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											So we're in an extremely
frustrating position.
											That doesn't mean
the multiverse doesn't exist.
											There are other planets,
other stars, other galaxies,
											so why not other universes?
											The problem is, it's unlikely
we'll ever know for sure.
											Now, the idea of the multiverse
has been around for a while,
											but in the last few years,
we've started to get the first solid hints
											that this line of reasoning
may get born out.
											Despite high hopes
for the first run of the LHC,
											what we were looking for there —
											we were looking
for new theories of physics:
											supersymmetry or large extra dimensions
											that could explain this weirdly
fine-tuned value of the Higgs field.
											But despite high hopes, the LHC
revealed a barren subatomic wilderness
											populated only by a lonely Higgs boson.
											My experiment published paper after paper
											where we glumly had to conclude
that we saw no signs of new physics.
									","
											Dieser Gedanke ist sehr umstritten und
der Grund dafür ist leicht zu verstehen.
											Folgen wir diesem Gedankengang,
											werden wir niemals jene
Frage beantworten können:
											""Warum ist da 'etwas' und nicht 'nichts'?""
											In den meisten Universen gibt es ""nichts"",
											und wir leben an einem der wenigen Orte,
											wo die Gesetze der Physik es erlauben, 
dass da ""etwas"" ist.
											Noch schlimmer, wir können die These
des Multiversums nicht testen.
											Wir erreichen die anderen Universen nicht.
											Es gibt keine Möglichkeit zu wissen, 
ob sie da sind oder nicht.
									","
											Assim, estamos numa posição
muito frustrante.
											Isto não implica que
o multiverso não existe.
											Existem outros planetas,
outras estrelas e galáxias,
											então porque não outros universos?
											O problema é que dificilmente
teremos a certeza.
											A ideia de multiverso
já existe há algum tempo,
											mas nos últimos anos, temos tido
as primeiras indicações concretas
											de que este raciocínio 
possa ter razão de ser.
											Apesar das expetativas elevadas
aquando do primeiro ensaio do LHC,
											o que estávamos à procura
era de novas teorias da física:
											super-simetria ou extra-dimensões elevadas
											que podiam explicar o valor
tão ajustado do campo de Higgs.
											Apesar das expetativas, o LHC mostrou
uma região pobre em partículas subatómicas
											onde existia apenas um bosão de Higgs.
											As minhas descobertas foram publicadas
em muitos artigos
											em que infelizmente tínhamos de concluir
que não havia sinal de uma nova física.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											The stakes now could not be higher.
											This summer, the LHC began
its second phase of operation
											with an energy almost double
what we achieved in the first run.
											What particle physicists
are all desperately hoping for
											are signs of new particles,
micro black holes,
											or maybe something totally unexpected
											emerging from the violent collisions
at the Large Hadron Collider.
											If so, then we can continue
this long journey
											that began 100 years ago
with Albert Einstein
											towards an ever deeper understanding
of the laws of nature.
									","
											Wir sind in einer äußerst
frustrierenden Situation.
											Das heißt nicht, dass
das Multiversum nicht existiert.
											Es gibt ja andere Planeten, 
Sterne und Galaxien,
											warum dann nicht auch andere Universen?
											Das Problem ist, wir werden es
wohl nie erfahren.
											Die Idee des Multiversums 
gibt es schon eine Weile,
											und in den letzten Jahren erhielten wir
die ersten konkreten Hinweise darauf,
											dass sich diese Überlegungen
bestätigen könnten.
											Ungeachtet der hohen Erwartungen
für den ersten Lauf des LHC
											suchten wir ...
											Wir suchten neue Theorien der Physik:
											Supersymmetrie
oder große Extra-Dimensionen,
											die die unglaublich fein-abgestimmten
Werte des Higgs-Feldes erklären könnten.
											Trotz hoher Erwartungen zeigte uns der
LHC eine Wüste subatomarer Teilchen,
											bevölkert von einem einsamen Higgs-Boson.
											Von meinem Experiment wurde
Studie um Studie veröffentlicht,
											bei denen wir demütig folgern mussten,
											dass wir keinen Anzeichen
neuer physikalischer Theorien sahen.
									","
											As expetativas agora
não podiam ser maiores.
											Este Verão, o LHC começou
a sua segunda fase de operação
											usando uma energia que é quase
o dobro da que foi usada anteriormente.
											O que todos os físicos de partículas
desejam encontrar
											são sinais de novas partículas,
micro-buracos negros,
											ou talvez outra coisa 
totalmente inesperada
											derivadas das colisões violentas no LHC.
											Se encontrarem, podemos continuar
esta longa viagem
											que começou há 100 anos.
com Albert Einstein
											em direção a um conhecimento
mais profundo das leis da Natureza.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											But if, in two or three years' time,
											when the LHC switches off again
for a second long shutdown,
											we've found nothing but the Higgs boson,
											then we may be entering
a new era in physics:
											an era where there are weird features
of the universe that we cannot explain;
											an era where we have hints
that we live in a multiverse
											that lies frustratingly
forever beyond our reach;
											an era where we will never be able
to answer the question,
											""Why is there something
rather than nothing?""
									","
											Die Herausforderungen 
könnten nicht größer sein.
											Diesen Sommer begann das LHC
seine zweite Betriebsphase,
											mit einer doppelt so hohen Energie
als in der ersten Phase.
											Die Teilchenphysiker
hoffen verzweifelt darauf,
											Hinweise auf neue Teilchen, 
mikro-schwarzer Löcher,
											oder etwas völlig Unerwartetes
zu entdecken,
											was die gewaltigen Zusammenstöße
am LHC hervorbringen werden.
											Wenn das eintrifft, 
können wir die Reise fortsetzen,
											die mit Albert Einstein
vor 100 Jahren begann,
											und ein noch tieferes Verständnis
der Naturgesetze erreichen.
									","
											Mas se, dentro de 2 ou 3 anos,
											quando o LHC voltar a ser desligado
para uma segunda longa pausa,
											não encontrarmos nada 
exceto o Bosão de Higgs,
											podemos entrar numa 
nova era em física:
											uma era em que há certas propriedades
do universo que não conseguimos explicar;
											uma era em que temos indícios
que vivemos num multiverso
											que será para sempre inalcançável;
											uma era em que não poderemos
responder à pergunta:
											""Porque é que há algo
em vez de nada?""
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											Thank you.
									","
											Wenn wir jedoch in 2 bis 3 Jahren,
											wenn der LHC für eine zweite 
längere Zeit abgeschaltet wird,
											nichts als das Higgs-Boson gefunden haben,
											dann beginnt womöglich
eine neue Ära in der Physik —
											eine Ära, in der wir die Phänomene
des Universums nicht erklären können;
											eine Ära mit Hinweisen darauf,
in einem Multiversum zu leben,
											welches frustierenderweise
unerreichbar weit entfernt liegt;
											eine Ära, in der wir nie folgende
Frage beantworten können:
											""Warum ist da 'etwas' und nicht 'nichts'?""
									","
											Obrigado.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											(Applause)
									","
											Vielen Dank.
									","
											(Aplausos)
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											Bruno Giussani: Harry,
even if you just said
											the science may not have some answers,
											I would like to ask you a couple
of questions, and the first is:
											building something like the LHC
is a generational project.
											I just mentioned, introducing you,
that we live in a short-term world.
											How do you think so long term,
											projecting yourself out a generation
when building something like this?
									","
											(Applaus)
									","
											Bruno Giussani: Harry,
apesar de teres dito
											que a ciência pode
não ter algumas respostas,
											eu gostaria de fazer algumas
perguntas, e a primeira é esta.
											Construir algo como o LHC 
é um projeto de gerações.
											Quando te apresentei, mencionei
que vivemos num mundo a curto prazo.
											Como é que pensas a longo prazo,
											saltando uma geração
ao construir algo deste género?
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											Harry Cliff: I was very lucky
											that I joined the experiment
I work on at the LHC in 2008,
											just as we were switching on,
											and there are people in my research group
who have been working on it
											for three decades,
their entire careers on one machine.
											So I think the first conversations
about the LHC were in 1976,
											and you start planning the machine
without the technology
											that you know you're going to need
to be able to build it.
											So the computing power
did not exist in the early '90s
											when design work began in earnest.
											One of the big detectors
which record these collisions,
											they didn't think there was technology
											that could withstand the radiation
that would be created in the LHC,
											so there was basically a lump of lead
in the middle of this object
											with some detectors around the outside,
											but subsequently
we have developed technology.
											So you have to rely on people's ingenuity,
that they will solve the problems,
											but it may be a decade
or more down the line.
									","
											Bruno Guissani: Harry,
auch wenn Sie gerade sagten,
											die Wissenschaft habe
einige Antworten nicht,
											möchte ich Ihnen einige Fragen stellen
und die erste ist:
											So etwas wie den LHC zu bauen,
ist ein Generationenprojekt.
											Als ich Sie vorstellte, sagte ich,
dass wir in einer kurzlebigen Zeit leben.
											Wie plant man eine solche Maschine,
											die über eine Generation hinaus
gebaut werden soll?
									","
											Harry Cliff: Tive muita sorte
											por me ter juntado à investigação
em que trabalho no LHC em 2008,
											quando estávamos a arrancar.
											Há pessoas no meu grupo
que têm trabalhado nisto
											há já três décadas, toda a sua carreira
numa única máquina.
											Acho que as primeiras discussões
acerca do LHC foram em 1976.
											Começámos a conceber a máquina
sem ter a tecnologia
											que sabíamos ser necessária
para a construir.
											Não havia poder de computação
no início dos anos 90
											quando o projeto arrancou a sério.
											Pensava-se que não havia tecnologia
											para criar um dos maiores detetores
que regista estas colisões
											que resistisse à radiação criada pelo LHC,
											pelo que se usou um circuito de chumbo
no meio desse objeto
											com alguns detetores à sua volta.
											Mas depois desenvolvemos a tecnologia.
											Temos que confiar no engenho das pessoas
para resolverem os problemas
											mas isso pode demorar uma década ou mais.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											BG: China just announced
two or three weeks ago
											that they intend to build
											a supercollider twice the size of the LHC.
											I was wondering how you
and your colleagues welcome the news.
									","
											Harry Cliff: Ich hatte Glück.
											Ich schloss mich 2008
dem Experiment am LHC an,
											gerade als wir ihn starteten.
											Es gab Leute in meiner Gruppe,
die daran schon gearbeitet haben,
											und das 30 Jahre, ihre ganze Karriere
an einer Maschine.
											Ich glaube also, die ersten Gespräche
über den LHC gab es 1976,
											und sie planten die Maschine,
ohne die Technologien zu haben,
											die sie für den Zusammenbau brauchen.
											Die Rechenleistung gab es
Anfang der 90er nicht,
											als die konkrete Planung begann.
											Die großen Detektoren,
											die zur Aufzeichnung
der Kollisionen dienen —
											Sie glaubten, dass keine Technik
											die entstehende Strahlung 
am LHC aushalten kann.
											So war da zunächst
ein Bleiklumpen in der Mitte
											mit einigen Detektoren herum.
											Aber dann entwickelten wir die Technik.
											Man muss sich auf den Erfindergeist der
Leute verlassen, die Probleme zu lösen.
											Das kann 10 Jahre und länger dauern.
									","
											BG: A China anunciou
há duas ou três semanas
											que pretende construir um super-colisor
duas vezes maior que o LHC.
											Estava a questionar-me como é que
a tua equipa recebeu esta notícia.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											HC: Size isn't everything, Bruno.
BG: I'm sure. I'm sure.
									","
											BG: China hat vor 2-3 Wochen verkündet,
											dass sie einen Supercollider planen,
											der doppelt so groß wie der LHC sein soll.
											Ich frage mich, wie Sie und Ihre Kollegen
diese Nachricht aufgenommen haben.
									","
											HC: O tamanho não é tudo, Bruno.
BG: Claro, claro.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											(Laughter)
									","
											HC: Größe ist nicht alles, Bruno.
BG: Sicher, sicher.
									","
											(Risos)
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											It sounds funny for a particle
physicist to say that.
											But I mean, seriously, it's great news.
											So building a machine like the LHC
											requires countries from all over the world
to pool their resources.
											No one nation can afford
to build a machine this large,
											apart from maybe China,
											because they can mobilize
huge amounts of resources,
											manpower and money
to build machines like this.
											So it's only a good thing.
											What they're really planning to do
is to build a machine
											that will study the Higgs boson in detail
and could give us some clues
											as to whether these new ideas,
like supersymmetry, are really out there,
											so it's great news for physics, I think.
									","
											(Lachen)
									","
											É engraçado um físico atómico dizer isso.
											Mas agora a sério, são ótimas notícias.
											Construir uma máquina como o LHC
											requer que imensos países 
participem com os seus recursos.
											Nenhum país pode construir
uma máquina tão grande,
											a não ser talvez a China,
											porque consegue obter
imensos recursos, mão-de-obra e dinheiro
											para construir máquinas assim.
											Por isso, é só vantagem.
											Eles planeiam construir uma máquina
											que estudará o bosão de Higgs
e talvez nos venha a dar pistas
											sobre se estas ideias,
como a super-simetria, são mesmo reais,
											o que é ótimo para a física,
acho eu.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											BG: Harry, thank you.
HC: Thank you very much.
									","
											HC: Es klingt lustig, wenn
ein Teilchenhysiker das sagt.
											Aber im Ernst, das sind tolle Neuigkeiten.
											Um einen Maschine wie den LHC zu bauen,
											braucht es Staaten aus aller Welt,
die ihre Resourcen bündeln.
											Keine Nation kann 
so eine große Maschine bauen,
											außer vielleicht China,
											weil es für den Bau große Resourcen
											wie Geld und Arbeit mobilisieren kann.
											Also ist es eine gute Sache.
											Sie planen tatsächlich das Higgs-Boson
detailliert nach Hinweisen zu untersuchen,
											ob die Konzepte wie Supersymmetrie
tatsächlich existieren.
											Das sind doch tolle Neuigkeiten
für die Physik.
									","
											BG: Obrigado Harry.
HC: Muito obrigado.
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
											(Applause)
									","
											BG: Harry, vielen Dank.
HC: Vielen Dank.
									","
											(Aplausos)
									",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
"
","
","
",Have we reached the end of physics?,Harry Cliff,13:57,"big bang,dark matter,complexity,exploration,future,innovation,nature,physics,science,space,technology,universe,quantum physics"
