en,pt,fr,de,tr,title,speaker,duration,tags
"
											He told me about all the suicide attempts
he's seen in Ferguson's jail;
											about the time a man found
a way to hang himself
											out of reach of the other inmates,
											so all they could do
was yell and yell and yell,
											trying to get the guards' attention
											so they could come down and cut him down.
											And he told me that it took the guards
over five minutes to respond,
											and when they came,
the man was unconscious.
											So they called the paramedics
and the paramedics went to the cell.
											They said, ""He'll be OK,""
											so they just left him there on the floor.
											I heard many stories like this
and they shouldn't have surprised me,
											because suicide is the single leading
cause of death in our local jails.
											This is related to the lack
of mental health care in our jails.
									","
											Falou-me das tentativas de suicídio
que vira na prisão de Ferguson;
											da altura em que um homem
conseguiu forma de se enforcar,
											longe do alcance dos outros detidos
											de modo que eles só podiam
gritar e gritar
											a tentar chamar a atenção dos guardas
											para eles o tirarem dali.
											Disse-me que os guardas
levaram mais de cinco minutos a responder
											e, quando chegaram,
o homem estava inconsciente.
											Por isso, chamaram os paramédicos
que foram à cela e disseram:
											""Ele vai ficar bem"".
											e deixaram-no ali estendido no chão.
											Oiço muitas histórias como esta
e não devia ficar admirado
											porque o suicídio é a causa principal
de morte nas nossas cadeias locais.
											Tem a ver com a falta
de cuidados mentais nas nossas prisões.
									","
											Il m'a narré les tentatives de suicide
dont il a été témoin à Ferguson.
											Il y a un homme qui a réussi à se pendre
											hors d'atteinte des autres prisonniers
											qui n'ont d'autre ressort
que de crier encore et encore,
											pour attirer l'attention des gardes
											afin que ceux-ci viennent couper la corde.
											Les gardes ont pris cinq minutes
pour arriver, m'a-t-il dit.
											Quand ils sont arrivés,
l'homme était inconscient.
											Ils ont appelé les infirmiers.
Les infirmiers sont venus.
											Ils ont affirmé qu'il s'en remettrait
et l'ont abandonné par terre.
											J'ai entendu tant d'histoires similaires.
Ça ne devrait plus me surprendre
											car le suicide est la cause principale
de mort dans nos prisons locales.
											C'est causé par les carence
en soin mentaux.
									","
											Er erzählte mir von all den
Selbstmordversuchen im Ferguson-Gefängnis;
											Von einem Mann, der sich außerhalb
der Reichweite anderer Insassen erhängte.
											Sie konnten nur rufen und rufen, um die
Aufmerksamkeit der Wachen zu erregen,
											damit sie ihn losschneiden würden.
											Er erzählte mir, dass die Wachen
5 Minuten brauchten, um zu reagieren.
											Als sie kamen, war der Mann bewusstlos.
											Sie riefen die Rettung und
die Sanitäter gingen zur Zelle.
											Sie sagten: ""Er wird wieder"", also
ließen sie ihn einfach am Boden liegen.
											Ich hörte viele solcher Geschichten
und sie sollten mich nicht überraschen,
											denn Selbstmord ist die häufigste
Todesursache in unseren Gefängnissen.
											Das hat mit der mangelnden
psychologischen Versorgung dort zu tun.
									","
											Ferguson hapishanesinde gördüğü
her bir intihar girişiminden bahsetti;
											bir keresinde bir adam
mahkûmların ulaşamadığı bir yerde
											kendisini asmanın bir yolunu bulmuş,
											onlar da ancak muhafızların
ilgisini çekmek için
											bağırıp çağırmışlar ki
											gelip de ipini kesebilsinler diye.
											Bana muhafızların cevap vermelerinin
beş dakikayı aldığını
											ve geldiklerinde adamın kendinde 
olmadığını söyledi.
											Sağlık görevlilerini aradıktan sonra
görevliler hücreye gelmiş.
											""Normale döner."" deyip
											adamı yerde bırakmışlar.
											Böyle çok hikâye duydum
ve bu beni şaşırtmamalıydı,
											çünkü intihar yerel hapishanelerde
en önde gelen ölüm nedenidir.
											Bu, hapishanelerdeki akıl sağlığı
hizmetlerinin yetersizliğindendir.
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											I met a woman, single mother of three,
making seven dollars an hour.
											She relies on food stamps
to feed herself and her children.
											About a decade ago,
											she got a couple of traffic tickets
and a minor theft charge,
											and she can't afford her fines
and fees on those cases.
											Since then, she's been jailed
about 10 times on those cases,
											but she has schizophrenia
and bipolar disorder,
											and she needs medication every day.
											She doesn't have access
to those medications in Ferguson's jail,
											because no one has access
to their medications.
											She told me about what it was like
to spend two weeks in a cage,
											hallucinating people and shadows
and hearing voices,
											begging for the medication
that would make it all stop,
											only to be ignored.
											And this isn't anomalous, either:
											thirty percent of women in our local jails
have serious mental health needs
											just like hers,
											but only one in six receives
any mental health care while in jail.
									","
											Conheci uma mulher,
mãe solteira de três filhos,
											que ganhava sete dólares à hora.
											Serve-se de senhas alimentares
para se alimentar e aos filhos.
											Há uns 10 anos,
											foi acusada de tráfico de senhas
e de um roubo menor
											e não tem dinheiro para as multas
e despesas desses dois processos.
											Desde aí, já passou pela cadeia
umas 10 vezes
											mas tem esquizofrenia 
e transtorno bipolar,
											precisa de medicamentação todos os dias.
											Não tem acesso aos medicamentos
na cadeia de Ferguson,
											porque ninguém tem acesso
a medicamentos.
											Contou-me como era passar
duas semanas numa gaiola,
											com pessoas alucinadas,
com sombras e a ouvir vozes,
											suplicando os medicamentos
que fariam parar aquilo tudo,
											e sendo ignorada.
											Isto também não é anómalo:
											30% das mulheres nas nossas cadeias locais
têm graves perturbações mentais,
											como as dela,
											mas só uma em seis recebe
assistência mental na cadeia.
									","
											J'ai rencontré une femme,
mère de trois enfants,
											qui gagnait 7 dollars de l'heure.
											Elle nourrissait ses enfants
grâce aux coupons alimentaires.
											Il y a une dizaine d'années,
											elle a reçu une amende routière
et une condamnation pour un vol mineur.
											Elle n'a pas les moyens de payer
ses amendes et les frais.
											Depuis lors, on l'a incarcérée
à dix reprises.
											Elle souffre de schizophrénie
et de trouble bipolaire,
											elle a besoin de médicaments
tous les jours.
											Mais ceux-ci ne sont pas disponibles
dans la prison de Ferguson.
											Personne n'a accès à des médicaments.
											Elle m'a expliqué ce que ça représente
											de rester deux semaines en cage,
											hallucinant sur les gens et les ombres,
entendant des voix,
											suppliant pour avoir des médicaments
qui la soulageraient,
											mais en vain.
											Son cas n'est pas unique.
											30% des femmes emprisonnées
souffrent de troubles mentaux graves,
											comme elle.
											Toutefois, seule une sur six
reçoit des soins en prison.
									","
											Ich traf eine alleinerziehende
Mutter von drei Kindern,
											die 7 Dollar die Stunde verdiente.
											Nur durch Essensmarken konnte
sie sich und ihre Kinder ernähren.
											Vor etwa zehn Jahren 
bekam sie einige Strafzettel
											und eine unbedeutende
Anzeige wegen Diebstahls
											Sie konnte sich die Kosten nicht leisten.
											Seither war sie zehnmal wegen
dieser Fälle im Gefängnis.
											Sie ist schizophren und bipolar
und braucht täglich Medikamente.
											Sie erhielt diese Medikamente
im Ferguson-Gefängnis nicht,
											weil dort niemand Zugang
zu Medikamenten hat.
											Sie erzählte mir, wie es war zwei
Wochen in einem Käfig zu verbringen.
											Sie halluzinierte und hörte Stimmen.
											Sie flehte um ihre Medikamente, damit es
aufhören würde, aber sie wurde ignoriert.
											Das ist nicht ungewöhnlich:
											30 % der Frauen in unseren Gefängnissen
haben wie sie ernste psychische Probleme,
											aber nur ein Sechstel erhält im
Gefängnis psychologische Versorgung.
									","
											Üç çocuğuna bakan, saati yedi dolara
çalışan bekâr bir kadınla tanıştım.
											Kendisinin ve çocuklarının beslenmesi
gıda puluna bağlı.
											Yaklaşık on yıl önce,
											birkaç trafik cezası aldı 
ve küçük bir hırsızlık suçu işledi,
											dava ücretlerini ve cezalarını ödeyemedi.
											O zamandan beri, aynı davalarda
yaklaşık 10 defa hapse girdi,
											aynı zamanda şizofreni
ve bipolar bozukluğu var
											ve her gün ilaç kullanması lazım.
											Ferguson hapishanesinde
bu ilaçları alamıyordu,
											çünkü kimse ilaçlarını alamıyordu.
											İki haftasını bir hücrede geçirmenin
nasıl bir şey olduğunu anlattı;
											insanlar ve gölgeler gördüğünü,
sesler duyduğunu sanıp
											görmezlikten gelmek için
											bunları durduracak ilaçlar
için bağırıp durduğunu.
											Bu hiç de anormal değil:
											Yerel hapishanelerdeki kadınların
%30'unun tıpkı onun gibi ciddi
											akıl sağlığı sorunu var,
											fakat yalnızca altıda biri hapisteyken
akıl sağlığı hizmeti alabiliyor.
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											And so, I heard all these stories
about this grotesque dungeon
											that Ferguson was operating
for its debtors,
											and when it came time
for me to actually see it
											and to go visit Ferguson's jail,
											I'm not sure what I was expecting to see,
											but I wasn't expecting this.
											It's an ordinary government building.
											It could be a post office or a school.
											It reminded me that these illegal
extortion schemes
											aren't being run somewhere in the shadows,
											they're being run out in the open
by our public officials.
											They're a matter of public policy.
											And this reminded me
that poverty jailing in general,
											even outside the debtors' prison context,
											plays a very visible and central role
in our justice system.
									","
											Ouvi estas histórias todas
desta masmorra grotesca
											que Ferguson reservava
para os devedores
											e quando chegou a altura
de ir lá vê-la,
											de visitar a cadeia de Ferguson,
											não sei bem o que é que esperava ver,
											mas não esperava ver isto.
											É um edifício governamental vulgar.
											Podia ser um posto dos correios
ou uma escola.
											Fez-me lembrar que aqueles esquemas
de extorsão ilegal
											não são feitos algures na sombra,
											mas a pleno céu aberto
pelos nossos funcionários públicos.
											São uma espécie de política pública.
											Fez-me lembrar que a prisão de pobres,
de modo geral,
											mesmo fora do contexto
da prisão de devedores
											desempenha um papel muito visível
e central no nosso sistema de justiça.
									","
											J'avais aussi entendu parler
de ce donjon grotesque
											que Ferguson exploite
aux dépends de ses débiteurs.
											Quand j'ai enfin pu le voir
et visiter la prison de Ferguson,
											je ne savais pas trop à quoi m'attendre,
mais certainement pas à ça.
											C'est un bâtiment
administratif très banal.
											Ça pourrait être un bureau
de poste ou une école.
											Ça m'a rappelé que ces systèmes
d'extorsion illégaux
											ne sont pas opérés dans l'ombre.
											Ils sont exploités au grand jour
par les fonctionnaires.
											C'est de la politique administrative.
											Ça m'a rappelé que l'incarcération
de l'indigence en général,
											même en dehors du contexte des débiteurs,
											joue un rôle central très visible
dans notre justice.
									","
											Ich hörte diverse Geschichten
über diese grotesken Kerker,
											die Ferguson für Schuldner betrieb.
											Ich weiß nicht, was ich erwartet hatte,
											als ich das Gefängnis von
Ferguson schließlich besuchte,
											aber bestimmt nicht das.
											Ein gewöhnliches, öffentliches Gebäude,
											das auch ein Postamt
oder eine Schule sein könnte.
											Es erinnerte mich daran,
											dass diese illegalen Erpressungsmaßnahmen
nicht irgendwo im Dunkeln ablaufen,
											sondern in aller Öffentlichkeit
durch unsere Regierungsbeamten.
											Sie sind Teil der öffentlichen Politik.
											Das erinnerte mich daran,
											welch offensichtliche und wichtige Rolle
es in unserem Justizsystem spielt,
											Arme ins Gefängnis zu stecken
und das nicht nur im Schuldnerkontext.
									","
											Ferguson'un borçluları için işlettiği
											bu acayip zindan hakkındaki
tüm hikâyeleri duydum
											ve Ferguson hapishanesine
											gitme fırsatım oluştuğunda
											ne göreceğimden emin olmasam da
											bunu beklemiyordum.
											Sıradan bir devlet binası.
											Postane ya da bir okul olabilirdi.
											Bu yasa dışı zorbalık olaylarının
gölgeler arkasında
											bir yerlerde dönmediği aklıma düştü;
											devlet memurları tarafından
açıkça yapılıyordu.
											Kamu politikasının bir sorunuydu bu.
											Ve bu bana, genel manada
fakirlerin hapsedilmesinin
											borçlu hapsi bağlamının dışında,
											adalet sistemimizde bariz ve merkezi
bir rol oynadığını hatırlattı.
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											What I have in mind is our policy of bail.
											In our system, whether
you're detained or free,
											pending trial is not a matter
of how dangerous you are
											or how much of a flight risk you pose.
											It's a matter of whether you can afford
to post your bail amount.
											So Bill Cosby, whose bail
was set at a million dollars,
											immediately writes the check,
and doesn't spend a second in a jail cell.
											But Sandra Bland, who died in jail,
											was only there because her family
was unable to come up with 500 dollars.
											In fact, there are half a million
Sandra Blands across the country —
											500,000 people who are in jail right now,
											only because they can't afford
their bail amount.
									","
											O que me preocupa
é a nossa política de fianças.
											No nosso sistema, 
quer estejamos detidos ou livres,
											um julgamento pendente não depende
de até que ponto somos perigosos
											ou do risco de fuga que representamos.
											É sobretudo uma questão de
se podemos pagar a fiança.
											Bill Cosby, cuja fiança
foi estipulada num milhão de dólares
											preenche o cheque de imediato
e não passa um segundo numa cela da prisão
											Mas Sandra Bland, que morreu na cadeia,
											estava ali porque a família dela
não pôde arranjar 500 dólares.
											Há meio milhão de Sandras Blands 
em todo o país
											— 500 000 pessoas que estão na cadeia
neste momento,
											só porque não podem pagar
a fiança estipulada.
									","
											Je pense au système de caution.
											Dans notre système,
être emprisonné ou libre
											dans l'attente de notre procès
ne dépend pas de notre dangerosité
											ou du risque de fuite ;
											cela dépend de notre capacité
à financer notre caution.
											Bill Cosby, par exemple,
avec une caution d'un million de dollars,
											a immédiatement écrit un chèque
et n'a pas passé une seconde en prison.
											Sandra Bland, par contre,
morte en prison,
											y est restée parce que sa famille
n'a pas pu réunir 500 dollars.
											Dans ce pays, il y un demi-million
de Sandra Bland.
											500 000 personnes sont incarcérées
											parce qu'elles ne peuvent pas
payer leur caution.
									","
											Ich denke dabei an unser Kautionssystem.
											Ob man seine Verhandlung
in einer Zelle abwartet,
											hängt in unserem System nicht
davon ab, wie gefährlich man ist
											oder ob man ein Fluchtrisiko darstellt.
											Es hängt davon ab, ob man
sich die Kaution leisten kann.
											Bill Cosby, dessen Kaution
bei einer Million Dollar lag,
											stellte sofort einen Scheck aus und
verbrachte keine Sekunde in einer Zelle.
											Aber Sandra Bland, die im Gefängnis starb,
											war nur dort, weil ihre Familie
die 500 Dollar nicht aufbringen konnte.
											Tatsächlich gibt es eine halbe Million
Leute wie Sandra Bland in den USA —
											500.000 Menschen sitzen
gerade im Gefängnis,
											nur weil sie sich ihre Kaution
nicht leisten können.
									","
											Aklımda olan kefalet politikamız.
											Gözaltında olup olmasanız da,
sistemimizde
											duruşma süreniz, ne kadar
tehlikeli olduğunuza ya da
											kaçış riskinizin ne kadar 
olduğuna bağlı değil.
											Kefaletinizi ödeyip
ödeyemediğinize bağlı.
											Yani kefaleti milyonlarca
dolar olan Bill Cosby
											anında çek yazarak,
hücrede bir saniye bile durmuyor.
											Ama hapiste ölen Sandra Bland ise
											ailesi 500 dolar bulamadığından oradaydı.
											İşin aslı, ülke boyunca
yarım milyon Sandra Bland bulunmakta;
											sadece kefaletlerini ödeyemediklerinden
											hapiste şu an 500 bin kişi bulunuyor.
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											We're told that our jails
are places for criminals,
											but statistically that's not the case:
											three out of every five people
in jail right now are there pretrial.
											They haven't been convicted of any crime;
											they haven't pled guilty to any offense.
											Right here in San Francisco,
											85 percent of the inmates
in our jail in San Francisco
											are pretrial detainees.
											This means San Francisco is spending
something like 80 million dollars
											every year
											to fund pretrial detention.
									","
											Dizem-nos que as cadeias
são locais para criminosos,
											mas, estatisticamente,
não é isso que acontece:
											três em cada cinco pessoas
que estão hoje na cadeia
											estão em prisão preventiva.
											Não foram condenadas
por nenhum crime;
											não se confessaram culpadas
de nenhuma ofensa.
											Aqui mesmo, em São Francisco,
											85% dos detidos na cadeia
de São Francisco
											são detidos em prisão preventiva.
											Isso significa que São Francisco
está a gastar
											uns 80 milhões de dólares todos os anos
											para financiar a detenção preventiva.
									","
											On nous dit que les prisons
sont pour les criminels.
											Statistiquement, ce n'est pas le cas :
											sur cinq personnes en prison,
trois attendent leur procès.
											Elles ne sont pas
condamnées pour un crime.
											Elles n'ont pas encore plaidé
coupable d'un délit.
											Ici, à San Francisco,
											85% des prisonniers dans nos prisons
											sont des détenus en attente de procès.
											Ça signifie que San Francisco dépense
environ 80 millions de dollars par an
											pour financer les détentions
en attente de procès.
									","
											Uns wird gesagt, Gefängnisse
seien für Kriminelle.
											Statistisch gesehen
stimmt das jedoch nicht:
											Drei von fünf Insassen warten
dort auf ihre Verhandlung.
											Sie wurden nicht verurteilt.
											Sie haben sich zu keinem
Verbrechen schuldig bekannt.
											Hier in San Francisco sind 85 % der
Gefängnisinsassen in Untersuchungshaft.
											San Francisco gibt also pro Jahr
etwa 80 Millionen Dollar aus,
											um die U-Haft zu finanzieren.
									","
											Bize hapislerimizin
suçlular için olduğu söylense de
											istatistiksel açıdan asıl olay bu değil:
											Hapiste olan beş insanın üçü
ön duruşma süresinde içeride.
											Herhangi bir suç işlememiş,
											bir suçtan hüküm giymemişlerdir.
											Burada, San Francisco'da
											San Francisco hapishanesindeki
mahkûmların yüzde 85'i
											ön duruşma tutuklusu.
											Bu San Francisco'nun
80 milyon dolar gibi bir rakamı
											her yıl ön duruşma hapsine
											harcadığı anlamına geliyor.
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											Many of these people who are in jail
only because they can't post bail
											are facing allegations so minor
											that the amount of time it would take
for them to sit waiting for trial
											is longer than the sentence
they would receive if convicted,
											which means they're guaranteed
to get out faster
											if they just plead guilty.
											So now the choice is:
											Should I stay here in this horrible place,
											away from my family and my dependents,
											almost guaranteed to lose my job,
											and then fight the charges?
											Or should I just plead guilty to whatever
the prosecutor wants and get out?
											And at this point, they're pretrial
detainees, not criminals.
											But once they take that plea deal,
we'll call them criminals,
											even though an affluent person
would never have been in this situation,
											because an affluent person
would have simply been bailed out.
									","
											Muitas destas pessoas que estão na cadeia
só porque não podem pagar a fiança
											enfrentam acusações tão mínimas
											que o tempo despendido com elas
à espera de julgamento
											é maior do que a sentença
que receberão, se forem condenadas,
											o que significa que sairiam mais depressa
											se se confessassem culpadas.
											Assim, a opção é esta:
											Vou ficar aqui neste sítio horroroso,
											afastado da família
e dos meus dependentes,
											com quase a certeza de perder o emprego,
											e refutar as acusações?
											Ou vou considerar-me culpado
do que o promotor quiser e sair?
											Nesta altura, são detidos preventivos,
não são criminosos.
											Mas, quando aceitam este acordo,
passamos a chamar-lhes criminosos,
											apesar de uma pessoa abastada
nunca ter estado nesta situação,
											porque uma pessoa abastada
pura e simplesmente, pagaria a fiança.
									","
											Or la plupart de ces gens sont là
car ils ne peuvent pas payer la caution
											pour des allégations de délits mineurs
											qui imposent un temps
de peine inférieur, le cas échéant,
											au délai d'attente de leur procès
passé en prison.
											Cela signifie la garantie
d'une libération plus rapide
											en plaidant coupable.
											Voici donc leur choix :
											rester dans cet endroit horrible,
											loin de sa famille, de ses enfants,
											avec la certitude de perdre son emploi
											et combattre les charges,
											ou plaider coupable de ce que
le procureur plaidera et sortir ?
											Or, ils sont en détention préventive.
Ce ne sont pas des criminels.
											Mais s'ils plaident coupables,
ils deviendront des criminels.
											Même si une personne riche
ne sera jamais dans cette situation
											parce qu'elle paiera sa caution.
									","
											Viele dieser Insassen, die sich
die Kaution nicht leisten können,
											erwarten so geringe Anschludigungen,
											dass die Zeit, die sie im Gefängnis
auf ihr Verfahren warten, länger ist
											als die Strafe, die sie im Falle
einer Verurteilung bekämen.
											Sie kommen also garantiert schneller frei,
											wenn sie sich schuldig bekennen.
											Also haben sie folgende Wahl:
											Soll ich hier an diesem
schrecklichen Ort bleiben,
											weit weg von meiner Familie
und Menschen, die mich brauchen,
											fast unausweichlich meinen Job verlieren
und gegen die Anschuldigungen kämpfen?
											Oder soll ich mich einfach schuldig
bekennen und freikommen?
											Zu diesem Zeitpunkt sind
sie noch keine Kriminellen.
											Aber sobald sie sich schuldig
bekennen, sind sie kriminell,
											obwohl eine wohlhabende Person
nie in diese Situation geraten wäre,
											weil eine wohlhabende Person
auf Kaution frei gekommen wäre.
									","
											Kefaleti ödeyemediği için
hapiste olan çoğu insan
											o kadar küçük suçlamalarla
karşı karşıyalar ki
											bir duruşma için bekleme süreleri
											hüküm giyip de çekecekleri
ceza süresinden daha fazla,
											yani suçlu bulunsalardı
daha hızlı çıkacakları
											kesindi.
											Yani seçim şu:
											Ailemden ve tanıdıklarımdan uzak,
											işimi kaybetmem kesinken
											bu felaket yerde kalmalı
											ve suçlamalarla uğraşmalı mıyım?
											Ya da savcı ne derse desin 
suçlu bulunup çıkmalı mıyım?
											Bu noktada, onlar ön duruşma
tutuklusudur, suçlu değil.
											Ama savunmalarını yaptıktan sonra
onlara suçlu deriz,
											yine de varlıklı bir kişi asla
böyle bir duruma düşmeyecektir,
											çünkü varlıklı bir insan
kefaletle hemen serbest kalır.
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											At this point you might be wondering,
											""This guy's in the inspiration section,
what is he doing —
									","
											Nesta altura, devem estar a pensar:
											""Este tipo está na secção da inspiração"".
									","
											Vous vous posez sans doute la question
											de savoir comment je peux vous inspirer.
									","
											Jetzt fragen sie sich wahrscheinlich:
											""Der Typ ist in der Kategorie Inspiration,
was macht der bloß —
									","
											Bu noktada merak ediyor olmalısınız,
											""Bu adam ilham kısmında,
ne yapıyor ya —
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Gülüşler)
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											""This is extremely depressing.
I want my money back.""
									","
											""Isto é extremamente deprimente,
quero que me devolvam o dinheiro"".
									","
											« C'est très déprimant.
Je veux qu'on me rembourse. »
									","
											Das ist wahnsinnig deprimierend,
ich will mein Geld zurück"".
									","
											""Fena hâlde içim karardı,
paramı geri istiyorum.""
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Gülüşler)
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
											But in actuality,
											I find talking about jailing much less
depressing than the alternative,
											because I think if we don't talk
about these issues
											and collectively change
how we think about jailing,
											at the end of all of our lives,
											we'll still have jails full of poor people
who don't belong there.
											That really is depressing to me.
											But what's exciting to me is the thought
that these stories can move us
											to think about jailing in different terms.
											Not in sterile policy terms
like ""mass incarceration,""
											or ""sentencing of nonviolent offenders,""
											but in human terms.
									","
											Mas, na realidade,
											acho que falar da cadeia
											é muito menos deprimente
do que a alternativa,
											porque, se não falarmos destas questões,
											e, coletivamente, mudarmos
quanto ao que pensamos da cadeia,
											no final da nossa vida,
											as cadeias continuarão cheias
de pessoas pobres que não deviam lá estar.
											Essa realidade é que é deprimente.
											Mas o que me anima
é pensar que estas histórias
											podem levar-nos a pensar na cadeia
de modo diferente.
											Não em termos estéreis de política
como ""encarceramento em massa""
											ou ""condenação
de ofensores não violentos"",
											mas em termos humanos.
									","
											Mais en fait,
											parler de ce sujet est moins déprimant
que son alternative.
											Si on ne parle pas de ces problèmes,
											si on ne change pas notre vision
commune de l'incarcération,
											in fine, nos prisons resteront remplies
de pauvres qui n'y ont pas leur place.
											Et ça, c'est super déprimant.
											Ce qui m'enthousiasme dans ces histoires,
c'est qu'elles nous poussent
											à envisager la prison autrement.
											Non plus en ces termes stériles
que sont l'incarcération massive
											ou la condamnation
de contrevenants non violents,
											mais en termes humains.
									","
											Ich finde über Inhaftierung zu sprechen
weniger deprimierend als die Alternative.
											Wenn wir nämlich nicht
über diese Probleme sprechen
											und gemeinsam verändern,
wie wir darüber denken,
											haben wir am Ende unseres Lebens
											immer noch Gefängnisse voll armer
Leute, die dort nicht hingehören.
											Das finde ich richtig deprimierend.
											Mich reizt der Gedanke, dass diese
Geschichten uns dazu bewegen können,
											anders über Inhaftierung zu denken.
											Nicht in sterilen politischen Begriffen,
											wie ""Masseninhaftierung,"" oder
""Verurteilung gewaltfreier Straftäter"",
											sondern in menschlichen Begriffen.
									","
											Ama işin aslı,
											diğer şeyleri konuşmaktansa 
hapsi konuşmanın daha az moral bozucu
											olduğunu düşünüyorum,
ama bu konular hakkında konuşmaz
											ve hapis hakkında düşündüklerimizi
toptan değiştirmezsek,
											hayatlarımızın sonunda
											hücrelerimiz oraya ait olmayan 
yoksul insanlarla dolu olur.
											İşte bu benim içimi karartıyor.
											Ama beni heyecanlandıran şey ise
bu hikâyelerle hapsi farklı şekilde
											algılayabileceğimiz düşüncesi.
											""Kitlesel hapis"" ya da
""pasif suçluların cezalandırılması""
											terimleri gibi verimsiz açıdan değil de
											insani açıdan değişmesi.
									",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
"
","
","
","
","
",How jails extort the poor,Salil Dudani,12:43,"corruption,activism,government,crime,prison,poverty,terrorism,TEDx,criminal justice,justice system"
