en,es,fr,de,pt,tr,title,speaker,duration,tags
"
											Twenty-four European rabbits
											were brought to Australia in 1859
											by a British settler
											for sporting purposes, for hunting.
											And within a hundred years,
											that population of 24 had exploded to half a billion.
											The European rabbit has no natural predators in Australia,
											and it competes with native wildlife
											and damages native plants
											and degrades the land.
											Since the 1950s,
											Australia has been introducing lethal diseases
											into the wild rabbit population
											to control growth.
											These rabbits were bred at a government facility,
											Biosecurity Queensland,
											where they bred three bloodlines of rabbits
											and have infected them with a lethal disease
											and are monitoring their progress
											to see if it will effectively kill them.
											So they're testing its virulence.
											During the course of this trial, all of the rabbits died,
											except for a few, which were euthanized.
									","
											Veinticuatro conejos europeos
											fueron llevados a Australia en 1859
											por un colono británico
											con fines deportivos, para la caza.
											Y en cien años
											esa población de 24 se ha disparado hasta quinientos millones.
											El conejo europeo no tiene depredadores naturales en Australia
											y compite con la fauna nativa
											y daña las plantas nativas
											y degrada la tierra.
											Desde los años 50,
											Australia ha estado introduciendo enfermedades letales
											en la población de conejos silvestres
											para controlar el crecimiento.
											Estos conejos fueron criados en una instalación del gobierno,
											Bioseguridad de Queensland,
											donde se crían tres linajes de conejos
											y los han infectado con una enfermedad mortal
											y están vigilando su progreso
											para ver si efectivamente los mata.
											Así que están poniendo a prueba su virulencia.
											Durante el transcurso de este ensayo, todos los conejos murieron,
											a excepción de unos pocos, que fueron sacrificados.
									","
											Chapitre 6. Vingt-quatre lapins européens
											ont été amenés en Australie en 1859
											par un colon britannique
											pour des raisons sportives, pour la chasse.
											Et en moins de cent ans,
											cette population de 24 avait explosé à un demi-milliard.
											Le lapin européen n'a pas de prédateurs naturels en Australie,
											et il est en concurrence avec la faune indigène
											et il nuit aux plantes indigènes
											et dégrade la terre.
											Depuis les années 1950,
											l'Australie a introduit des maladies mortelles
											dans la population des lapins sauvages
											pour contrôler la croissance.
											Ces lapins ont été élevés dans une installation gouvernementale,
											Biosecurity Queensland,
											où ils ont élevé trois lignées de lapins
											et les ont infectés par une maladie mortelle
											et en surveillent les progrès
											pour voir si elle les tuera vraiment.
											Donc, ils ont testé sa virulence.
											Au cours de cet essai, tous les lapins sont morts,
											sauf quelques-uns, qui ont été euthanasiés.
									","
											Vierundzwanzig europäische Kaninchen
											wurden 1859 von einem britischen Siedler
											nach Australien gebracht,
											zu sportlichen Zwecken, zum Jagen.
											Und innerhalb von hundert Jahren
											vermehrten sich diese 24 
Exemplare zu einer halben Milliarde.
											Das europäische Kaninchen hat 
in Australien keine natürlichen Feinde.
											Es steht im Wettbewerb mit den 
dort ursprünglich beheimateten Tieren,
											es schadet der Pflanzenwelt
											und mindert die Bodenqualität.
											Seit den 50er Jahren
											verwendet man in Australien tödliche Krankheiten,
											um die Vermehrung der Wildkaninchen
											einzudämmen.
											Diese Kaninchen wurden in 
einer Einrichtung der Regierung gezüchtet,
											der Biosecurity Queensland,
											wo drei Stammbäume 
von Kaninchen aufwuchsen,
											mit einer tödlichen Krankheit infiziert wurden
											und beobachtet werden,
											um herauszufinden, ob es wirkt.
											Es wird also die Virulenz getestet.
											Bei diesem Versuch starben alle Kaninchen,
											bis auf einige wenige, 
die eingeschläfert wurden.
									","
											Vinte e quatro coelhos europeus
											foram levados para a Austrália, em 1859,
											por um colonizador britânico
											com fins desportivos, para a caça.
											E em cem anos,
											esta população tinha explodido 
de 24 para 500 milhões.
											O coelho europeu não tem predadores
naturais na Austrália
											e compete com a fauna nativa,
											destrói a flora nativa
											e degrada a terra.
											Desde os anos 50,
											a Austrália tem introduzido 
doenças mortais
											na população de coelhos selvagens
											para controlar o seu crescimento.
											Estes coelhos foram cruzados 
numa instalação do governo,
											Biosecurity Queensland,
											que criou três linhagens de coelhos
											e infetou-os com uma doença mortal.
											Agora estão a monitorizar 
o seu progresso
											para ver se conseguirão
matar os coelhos.
											Estão a testar a sua virulência.
											No decorrer desses testes, 
todos os coelhos morreram,
											exceto uns poucos,
que foram mortos por eutanásia.
									","
											[Bölüm 6]
24 ada tavşanı,
											İngiliz bir yerleşimci tarafından
											sportif amaçlarla avlamak için 1856'da
											Avustralya'ya getirildi.
											Yüz yıl içinde, bu 24 tavşanlık kitlenin
											nüfusu yarım milyara çıktı.
											Ada tavşanını avlayacak 
yırtıcı bir hayvan türü yok
											ve bu tavşan yaban hayatla
rekabet ediyor,
											yerli bitkilere zarar verip
											toprağı alt üst ediyor.
											Avustralya 1950'lerden bu yana
											vahşi tavşan nüfusunun büyümesini
											kontrol edebilmek için,
											ölümcül hastalıklar getirmişlerdir.
											Bir grup tavşan, bir devlet tesisi olan
											Biosecurity Queensland'de yetiştirilmiş.
											Üç soy boyunca tavşanları besleyip
											ölümcül bir hastalık bulaştırdılar
											onları öldürüp öldürmediğini görmek için
											süreci kontrol ettiler.
											Hastalığın öldürücülüğünü test ettiler.
											Deneylerde, birkaç tavşan hariç
tüm tavşanlar öldü,
											o birkaç tavşana da ötenazi yapıldı.

									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Haigh's Chocolate,
											in collaboration
											with the Foundation for Rabbit-Free Australia,
											stopped all production of the Easter Bunny in chocolate
											and has replaced it with the Easter Bilby.
											Now this was done to counter
											the annual celebration of rabbits
											and presumably make the public more comfortable
											with the killing of rabbits
											and promote an animal that's native to Australia,
											and actually an animal that is threatened
											by the European rabbit.
									","
											Chocolates Haigh,
											en colaboración
											con la Fundación para la Australia Libre de Conejos,
											detuvo toda la producción del conejo de pascua de chocolate
											y lo ha sustituido por el bilbi de pascua.
											Esto se hizo para contrarrestar
											la celebración anual de los conejos
											y se supone que hará que el público esté más cómodo
											con la matanza de conejos
											y promocionará a un animal nativo de Australia,
											y de hecho un animal que está amenazado
											por el conejo europeo.
									","
											Haigh's Chocolat,
											en collaboration
											avec la Fondation Libérer l'Australie des lapins,
											a cessé toute production de lapins de Pâques en chocolat
											et les a remplacés par le Bilby de Pâques.
											Cela a été fait pour contrer
											la célébration annuelle de lapins
											et sans doute rendre le public plus à l'aise
											avec la mise à mort des lapins
											et pour promouvoir un animal originaire d'Australie,
											et en fait un animal menacé
											par le lapin européen.
									","
											Der Hersteller von Haigh-Schokolade
											hat in Zusammenarbeit mit
											der Stiftung für ein kaninchenfreies Australien
											die Herstellung von 
Schokoladen-Osterhasen gestoppt
											und auf Oster-Bilbies umgestellt.
											Damit wollte man der jährlichen
											Osterhasenkultur entgegenwirken
											und die Bevölkerung einstimmen auf
											das gezielte Ausrotten der Kaninchen
											und für ein einheimisches 
australisches Tier werben,
											genau genommen ein Tier,
											das durch europäische Kaninchen bedroht ist.
									","
											Os chocolates Haigh
											em colaboração com
a Fundação Austrália Sem Coelhos
											interromperam toda a produção 
de coelhos de chocolate para a Páscoa
											e substituíram os coelhos
pelo Bilby da Páscoa.
											Isto foi feito para neutralizar
											a celebração anual dos coelhos
											e, aparentemente, deixou o público 
mais confortável
											com a matança de coelhos.
											Também se promove
um animal nativo da Austrália,
											um animal ameaçado
pelo coelho europeu.
									","
											Haigh's Chocolate,
											Rabbit-Free Australia Kurumu'yla
											işbirliği yaparak çikolatadan 
Paskalya tavşanı üretimini
											durdurdu ve yerine 
Paskalya keseli tavşanı
											şeklinde üretim başlattı.
											İşte bu, yıllık tavşan kutlamasını
											karşılamak, muhtemelen tavşanların
											öldürülmesi konusunda halkı rahatlatmak
											ve Avustralya'ya özgü olan,
											hatta Ada tavşanı tehdidi altında olan,
											bir hayvanı desteklemek için
											yapıldı.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											In chapter seven, I focus on the effects
											of a genocidal act
											on one bloodline.
											So over a two-day period,
											six individuals from this bloodline
											were killed in the Srebrenica massacre.
											This is the only work
											in which I visually represent the dead.
											But I only represent those
											that were killed in the Srebrenica massacre,
											which is recorded as the largest mass murder in Europe
											since the Second World War.
											And during this massacre,
											8,000 Bosnian Muslim men and boys
											were systematically executed.
									","
											En el capítulo séptimo, me centro en los efectos
											de un acto de genocidio
											en un linaje.
											En un periodo de dos días,
											seis individuos de este linaje
											fueron asesinados en la masacre de Srebrenica.
											Este es el único trabajo
											en el que represento visualmente a los muertos.
											Sólo represento
											a los que fueron asesinados en la masacre de Srebrenica,
											que se documentó como el genocidio en masa más grande en Europa
											desde la Segunda Guerra Mundial.
											Y durante la masacre,
											8.000 musulmanes bosnios, hombres y niños
											fueron ejecutados de manera sistemática.
									","
											Dans le chapitre sept, je me concentre sur les effets
											d'un acte de génocide
											sur une lignée.
											Donc, sur une période de deux jours,
											six individus de cette lignée
											ont été tués dans le massacre de Srebrenica.
											C'est le seul travail
											dans lequel je représente visuellement les morts.
											Mais je ne représente que ceux
											qui ont été tués dans le massacre de Srebrenica,
											qui est reconnue comme étant le plus grand massacre en Europe
											depuis la Seconde Guerre mondiale.
											Et pendant ce massacre,
											8000 bosniaques musulmans, hommes et enfants
											ont été systématiquement exécutés.
									","
											In Kapitel sieben beschäftige ich 
mich mit den Auswirkungen
											von Genozid
											auf einen Stammbaum.
											Im Laufe von zwei Tagen wurden
											sechs Personen dieses Stammbaums
											bei dem Massaker von Srebenica umgebracht.
											Das ist die einzige Arbeit,
											in der ich Tote bildlich darstelle.
											Aber ich zeige nur diejenigen,
											die bei dem Massaker 
von Srebenica getötet wurden,
											das als der größte Massenmord in Europa
											seit dem Zweiten Weltkrieg verzeichnet ist.
											Und während dieses Massakers
											wurden 8.000 bosnische Muslime, 
Männer und Jungen,
											systematisch hingerichtet.
									","
											No capítulo sete, foco-me nos efeitos
											de um ato genocida
											numa linhagem.
											Num intervalo de dois dias
											seis pessoas de uma linhagem
											foram mortas no massacre de Srebrenica.
											Este é o único trabalho
											em que decidi representar 
visualmente os mortos.
											Mas eu só represento
os que foram mortos
											no massacre de Srebrenica,
											que foi o maior assassínio em massa 
alguma vez visto na Europa
											desde a Segunda Guerra Mundial.
											Durante este massacre,
											oito mil muçulmanos bósnios, 
homens e rapazes,
											foram executados sistematicamente.
									","
											[Bölüm 7], burada bir nesle uygulanmış
											bir soykırımın etkileri
											üzerine odaklanıyorum.
											İki günlük bir sürede,
											aynı soya ait altı birey,
											Srebrenitsa katliamı sırasında öldürüldü.
											Görsel olarak ölüyü temsil ettiğim
											tek çalışma bu.
											Ama sadece İkinci Dünya Savaşı'ndan
											bu yana Avrupa'da kaydedilmiş en büyük
											toplu katliam olan 
Srebrenitsa katliamında
											öldürülenleri temsil ediyorum.
											Bu katliam esnasında, 8000 Bosnalı
											Müslüman adam ve erkek çocuk
											sistematik bir şekilde infaz edildi.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											So when you look at a detail of this work,
											you can see, the man on the upper-left
											is the father of the woman sitting next to him.
											Her name is Zumra.
											She is followed by her four children,
											all of whom were killed in the Srebrenica massacre.
											Following those four children is Zumra's younger sister
											who is then followed by her children
											who were killed as well.
											During the time I was in Bosnia,
											the mortal remains of Zumra's eldest son
											were exhumed from a mass grave.
											And I was therefore able to photograph
											the fully assembled remains.
											However, the other individuals
											are represented by these blue slides,
											which show tooth and bone samples
											that were matched to DNA evidence collected from family members
											to prove they were the identities
											of those individuals.
											They've all been given a proper burial,
											so what remains are these blue slides
											at the International Commission for Missing Persons.
									","
											Así que cuando nos fijamos en un detalle de este trabajo,
											se puede ver, el hombre en la parte superior izquierda
											es el padre de la mujer sentada a su lado.
											Su nombre es Zumra.
											Ella va seguida de sus cuatro hijos,
											todos ellos asesinados en la masacre de Srebrenica.
											Después de esos cuatro niños, está la hermana menor de Zumra
											que va seguida de sus hijos
											que fueron asesinados también.
											Durante el tiempo que estuve en Bosnia,
											los restos mortales del hijo mayor de Zumra
											fueron exhumados de una fosa común.
											Y, por lo tanto, fui capaz de fotografiar
											los restos completamente dispuestos.
											Sin embargo, las otras personas
											están representadas por estas diapositivas azules,
											que muestran dientes y muestras de huesos
											que fueron comparadas con las pruebas de ADN recogidas de los miembros de la familia
											para demostrar que eran las identidades
											de aquellas personas.
											Todos ellos han recibido un entierro apropiado,
											lo que queda son las diapositivas de color azul
											en la Comisión Internacional sobre Personas Desaparecidas.
									","
											Ainsi, lorsque vous regardez un détail de ce travail,
											vous pouvez le voir, l'homme en haut à gauche
											est le père de la femme assise à côté de lui.
											Son nom est Zumra.
											Elle est suivie de ses quatre enfants,
											qui ont tous été tués dans le massacre de Srebrenica.
											Après ces quatre enfants il y a la petite sœur de Zumra
											qui est ensuite suivie de ses enfants
											qui eux aussi ont été tués.
											A l'époque, j'étais en Bosnie,
											La dépouille du fils aîné de Zumra
											a été exhumée d'un charnier.
											Et j'ai donc pu photographier
											la dépouille reconstituée.
											Cependant, les autres individus
											sont représentés par ces diapos bleues,
											qui montrent des échantillons de dents et d'os
											qui ont identifiés aux preuves ADN recueillies auprès de membres de la famille
											pour prouver qu'ils étaient les identités
											de ces individus.
											Ils ont tous reçu une sépulture convenable,
											donc ce qui reste ce sont ces diapositives bleues
											à la Commission Internationale pour les Personnes Disparues.
									","
											Wenn man ein Detail 
dieser Arbeit betrachtet,
											sieht man, dass der Mann oben links
											der Vater von der Frau neben ihm ist.
											Ihr Name ist Zumra.
											Ihr folgen ihre vier Kinder,
											die alle im Massaker 
von Srebrenica getötet wurden.
											Nach diesen vier Kindern sieht 
man Zumras jüngere Schwester,
											der ihre Kinder folgen,
											die auch getötet wurden.
											Während meiner Zeit in Bosnien
											wurden die sterblichen Überreste 
von Zumras ältestem Sohn
											aus einem Massengrab exhumiert.
											Und ich konnte daher
											die vollständigen Überreste fotografieren.
											Aber die anderen Personen werden
											durch diese blauen Folien repräsentiert,
											welche Zähne und Knochenproben zeigen,
											die mit DNA-Proben der Familienmitglieder 
abgeglichen wurden,
											um nachzuweisen, dass sie
											mit diesen Personen übereinstimmten.
											Sie erhielten alle ein 
ordentliches Begräbnis.
											Was also bleibt, sind diese blauen Folien
											in der Internationalen Kommission 
für vermisste Personen.
									","
											Quando observamos em detalhe 
este trabalho,
											vemos que o homem,
à esquerda lá em cima
											é o pai da mulher sentada ao lado dele.
											O nome dela é Zumra.
											Ela está seguida pelos seus quatro filhos,
											todos eles foram mortos
no massacre de Srebrenica.
											Depois dessas quatro crianças, 
está a irmã mais nova de Zumra
											que é seguida pelos seus próprias filhos,
											que também foram todos mortos.
											No tempo em que estive na Bósnia,
											os restos mortais
do filho mais velho de Zumra
											foram exumados de uma vala comum.
											E consegui fotografar

											os restos mortais totalmente montados.
											No entanto, os outros indivíduos
											estão representados 
por estes slides azuis,
											que mostram amostras de dentes e ossos,
											que foram combinados com o ADN 
recolhido de membros da família
											para comprovar as identidades
desses indivíduos.
											Todos eles receberam 
um enterro apropriado,
											e o que resta são estes slides azuis
											na Comissão Internacional 
de Pessoas Desaparecidas.
									","
											Bu çalışmanın detaylarına baktığınızda,
											sol üst köşedeki adamın, yanında oturan
											kadının, babası olduğunu görebilirsiniz.
											Kadının adı Zumra.
											Onun ardından, Srebrenitsa katliamında
											öldürülen dört çocuğu geliyor.
											Bu dört çocuğun ardından,
											Zumra'nın kız kardeşi, sonrasında
											onun çocukları geliyor, ki 
onlar da öldürülmüşler.
											Bosna'da bulunduğum esnada,
											Zumra'nın en büyük oğlunun cesedi,
											toplu mezardan çıkartıldı.
											Bu sayede cesedin bir araya getirilmiş
											parçalarını fotoğraflama imkanım oldu.
											Fakat diğer kişiler,
											bunların kimliklerini
											kanıtlamak amacıyla aile
											bireylerinden toplanan DNA verisiyle
											eşleşen diş ve kemik örneklerini gösteren
											bu mavi slaytlarla temsil ediliyor.
											Hepsi de düzgün şekilde defnedilmiş,
											onlardan geriye kalan ise,
											Uluslararası Kayıp Kişiler Komisyonundaki 
bu mavi slaytlar.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											These are personal effects
											dug up from a mass grave
											that are awaiting identification from family members
											and graffiti at the Potochari battery factory,
											which was where the Dutch U.N. soldiers were staying,
											and also the Serbian soldiers later
											during the times of the executions.
											This is video footage used at the Milosevic trial,
											which from top to bottom
											shows a Serbian scorpion unit
											being blessed by an Orthodox priest
											before rounding up the boys and men
											and killing them.
									","
											Estos son los efectos personales
											desenterrados de una fosa común
											que están a la espera de la identificación por miembros de la familia
											y el graffiti en la fábrica de baterías Potochari,
											donde los soldados holandeses de la ONU se alojaban,
											y también más tarde los soldados serbios
											durante los periodos de las ejecuciones.
											Este material de video utilizado en el juicio de Milosevic,
											que, de arriba a abajo,
											muestra una unidad escorpión serbia
											siendo bendecida por un sacerdote ortodoxo
											antes de reunir a los niños y los hombres
											y matarlos.
									","
											Voici des effets personnels
											déterrés d'une fosse commune
											qui attendent d'être identifié par les membres de la famille
											et les graffitis à l'usine de batteries Potochari,
											là où les soldats hollandais de l'ONU étaient stationnés,
											et plus tard les soldats serbes aussi
											à l'époque des exécutions.
											Voici la séquence vidéo utilisée lors du procès de Milosevic,
											qui de haut en bas
											montre une unité Scorpion serbe
											bénie par un prêtre orthodoxe
											avant de rassembler les hommes et les garçons
											et de les tuer.
									","
											Das sind persönliche Gegenstände,
											aus einem Massengrab ausgegraben,
											die auf Identifizierung durch 
Familienmitglieder warten
											und Graffiti an der Batterie-Fabrik in Potocari,
											wo die niederländischen U.N.-Soldaten 
untergebracht waren,
											und später auch die serbischen Soldaten,
											während den Zeiten der Exekutionen.
											Das ist Videomaterial, das beim Prozess 
gegen Milosevic eingesetzt wurde.
											Es zeigt von oben nach unten
											eine serbische Skorpion-Einheit,
											die von einem orthodoxen 
Priester gesegnet wird,
											bevor die Jungen und 
Männer zusammengetrieben
											und getötet werden.
									","
											Estes são os pertences
											retirados de uma vala comum
											que estão a aguardar reconhecimento 
por membros da família
											e um ""graffiti"" na fábrica
de baterias Potochari,
											onde os soldados holandeses estavam,
											e mais tarde os soldados sérvios
											na época das execuções.
											Este vídeo foi usado
no julgamento de Milosevic.
											De cima para baixo,
											mostra membros de uma unidade
paramilitar sérvia
											a serem abençoados
por um sacerdote ortodoxo
											pouco antes de cercar os rapazes e homens
											e de matá-los.
									","
											Bunlar, aile bireyleri aracılığıyla 

											kimlik tespiti için bekleyen
											ve toplu mezarlardan kazılarak 
çıkartılmış kişisel eşyalar
											ve Hollandalı B.M askerlerinin,
											daha sonra da Sırp askerlerinin,
											infazlar sırasında kaldığı,
											Potochari batarya fabrikasındaki
grafitiler.
											Bu da Milosevic'in duruşmasında kullanılan
											video görüntüsü, erkek çocukları
											ve adamların etrafını çevreleyip
											onları öldürmeden önce 
Ortodoks bir rahip tarafından
											kutsanan bir Sırp akrep birimini
											baştan sona gösteriyor.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Chapter 15 is more of a performance piece.
											I solicited China's State Council Information Office in 2009
											to select a multi-generational bloodline
											to represent China for this project.
											They chose a large family from Beijing for its size,
											and they declined to give me
											any further reasoning for their choice.
											This is one of the rare situations
											where I have no empty portraits.
											Everyone showed up.
											You can also see the evolution of the one-child-only policy
											as it travels through the bloodline.
									","
											El Capítulo 15 es más una actuación.
											Solicité a la Oficina de Información del Estado de China en 2009
											que seleccionara un linaje de varias generaciones
											para representar a China para este proyecto.
											Eligieron una familia grande de Pekín por su tamaño,
											y se negaron a darme
											ningún razonamiento más para su elección.
											Esta es una de las situaciones poco frecuentes
											donde no tengo retratos vacíos.
											Todo el mundo se presentó.
											También se puede ver la evolución de la política del hijo único
											a medida que se viaja a través del linaje.
									","
											Le chapitre 15 est plus une œuvre de performance.
											J'ai sollicité le Bureau d'Etat d'information du Conseil chinois en 2009
											pour sélectionner une lignée multi-générationnelle
											pour représenter la Chine dans ce projet.
											Ils ont choisi une grande famille de Pékin pour son importance,
											et ils ont refusé de me donner
											davantage d'arguments quant à leur choix.
											C'est l'une des rares situations
											où je n'ai pas de portraits vides.
											Tout le monde s'est présenté.
											Vous pouvez également voir l'évolution de la politique de l'enfant unique
											alors qu'elle traverse la lignée.
									","
											Kapitel 15 ist mehr eine Art Performance.
											Ich habe 2009 das Chinesische 
Informationsbüro des Staatsrats gebeten,
											einen Mehrgenerationen-Stammbaum auszuwählen,
											der China bei diesem Projekt repräsentiert.
											Sie wählten eine große Familie 
aus Beijing wegen der Größe
											und weigerten sich,
											mir weitere Begründungen 
für ihre Wahl zu nennen.
											Dies ist eine der seltenen Situationen,
											wo ich keine leeren Porträts habe.
											Jeder tauchte auf.
											Man sieht auch die Entwicklung der Ein-Kind-Politik,
											wie sie sich durch den Stammbaum zieht.
									","
											O capítulo 15 é mais uma peça 
de performance.
											Em 2009, pedi ao Gabinete do Conselho
Estatal de Informação da China
											que escolhesse uma família 
com várias gerações
											para representar a China neste projeto.
											Eles escolheram uma família 
muito grande de Pequim,
											e recusaram-se a dizer-me
o motivo da escolha,
											para além do tamanho da família.
											Isto é uma dessas situações raras
											em que não tenho nenhum retrato vazio.
											Toda a gente apareceu.
											Dá para ver também a evolução 
da política de filho único
											na linhagem desta família.
									","
											[Bölüm 15]
daha çok performans içerikli.
											Çin'in Danıştay Bilgi Ofisi'nden 2009'da
											bu projede Çin'i temsil edecek
											çok kuşaklı bir soy kütüğü talep ettim.
											Pekin'den büyük bir aileyi bireylerinin
											çok olması sebebiyle seçtiler ve bana
											daha fazla açıklama yapmayı reddettiler.
											Bu, hiç boş portrenin olmadığı
											çok az rastlanan bir durum.
											Herkes gözüküyor.
											Soykütüğünde ilerledikçe, 
tek çocuk politikasının
											evrimini görebiliyorsunuz.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Previously known as the Department of Foreign Propaganda,
											the State Council Information Office
											is responsible for all of China's external publicity operations.
											It controls all foreign media and image production
											outside of China
											from foreign media working within China.
											It also monitors the Internet
											and instructs local media
											on how to handle any potentially controversial issues,
											including Tibet, ethnic minorities,
											Human Rights, religion,
											democracy movements and terrorism.
											For the footnote panel in this work,
											this office instructed me
											to photograph their central television tower in Beijing.
											And I also photographed the gift bag they gave me
											when I left.
									","
											Conocido previamente como el Departamento de Propaganda Exterior,
											la Oficina de Información del Consejo de Estado
											es responsable de todas las operaciones de publicidad exterior de China.
											Controla todos los medios de comunicación extranjeros y la producción de imágenes
											fuera de China
											de los medios de comunicación extranjeros que trabajan dentro de China.
											También supervisa Internet
											e instruye a los medios locales
											sobre cómo manejar las cuestiones potencialmente polémicas,
											incluyendo el Tíbet, las minorías étnicas,
											los derechos humanos, la religión,
											los movimientos democráticos y el terrorismo.
											Para el panel de notas en este trabajo,
											esta oficina me dio instrucciones
											de fotografiar la torre de la televisión central de Pekín.
											Y también fotografié la bolsa de regalo que me dieron
											cuando me fui.
									","
											Anciennement connu sous le nom de ministère de la propagande étrangère,
											le Bureau d'information du Conseil d'Etat
											est responsable de toutes les opérations de publicité externes de la Chine.
											Il contrôle tous les médias étrangers et la production d'images
											en dehors de la Chine
											des médias étrangers qui travaillent en Chine.
											Il surveille également Internet
											et donne des instructions aux médias locaux
											sur la façon de gérer toutes les questions potentiellement polémiques,
											y compris le Tibet, les minorités ethniques,
											les droits de l'homme, la religion,
											les mouvements démocratiques et le terrorisme.
											Pour le panneau de notes dans cette œuvre,
											le bureau m'a donné pour instructions
											de photographier leur tour de télévision centrale à Pékin.
											Et j'ai aussi photographié le sac-cadeau qu'ils m'ont donné
											quand je suis partie.
									","
											Früher als Abteilung für ausländische Propaganda bekannt,
											ist das Informationsbüro des Staatsrats
											für alle ausländischen Öffentlichkeits-
maßnahmen Chinas verantwortlich.
											Es kontrolliert jede Medien- und Bildproduktion
											außerhalb Chinas
											von ausländischen Medien, 
die innerhalb Chinas arbeiten.
											Es überwacht auch das Internet
											und instruiert die lokalen Medien,
											wie sie mit potentiell 
kontroversen Themen umgehen —
											einschließlich Tibet, 
ethnischen Minderheiten,
											Menschenrechten, Religion,
											Demokratiebewegungen und Terrorismus.
											Für die Fußnoten-Tafel in dieser Arbeit
											wies mich das Büro an,
											ihren zentralen Fernsehturm 
in Beijing zu fotografieren.
											Und ich fotografierte auch die Geschenktüte,
											die sie mir beim Abschied gaben.
									","
											Anteriormente conhecido como
Departamento de Propaganda Exterior,
											o Gabinete do Conselho Estatal 
de Informação
											é responsável por todas as operações 
de propaganda da China no exterior.
											Controla todos os ""media"" estrangeiros 
e a produção de imagens,
											fora da China,
											dos meios de comunicação estrangeiros
que trabalham no país.
											O Gabinete também monitoriza a Internet
											e dá instruções aos ""media"" locais
											em como lidar com assuntos 
potencialmente controversos,
											incluindo o Tibete, as minorias étnicas,
											os direitos humanos, a religião,
											os movimentos democráticos e o terrorismo.
											Para a nota de rodapé deste trabalho,
											o Gabinete deu-me instruções
											para fotografar a torre central
de televisão em Pequim.
											E também fotografei os presentes 
que eles me deram
											quando me vim embora.
									","
											Önceden Dış Propaganda Bakanlığı
											olarak bilinen Danıştay Bilgi Ofisi,
											tüm Çin'in dış tanıtım 
işlemlerinden sorumludur.
											Çin dışındaki tüm yabancı medyayı 
ve imaj oluşturma sürecini
											Çin'in içerisinde işlev gören
											yabancı medyayla kontrol eder.
											Aynı zamanda interneti takip eder
											ve yerel medyaya, Tibet, etnik azınlıklar
											insan hakları, din, demokrasi 
hareketleri ve terörizm gibi
											tartışmalı meseleleri
											nasıl ele alması gerektiğine yönelik
											talimatlar verir.
											Bu çalışmadaki dipnot paneli için, 
bu ofis bana
											Pekin'deki merkezi televizyon kulesini
											fotoğraflamam için talimat verdi.
											Bir de ayrıldığımda bana verdikleri
											hediye paketini fotoğrafladım.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
