fr,en,tr,de,es,pt,title,speaker,duration,tags
"
											Il y a beaucoup de mystères, ces statues.
											Tout le monde veut savoir, comment ils les ont construites,
											comment ils les ont transportées.
											La femme au premier plan est Jo Anne Van Tilberg.
											Elle est l'archéologue en chef travaillant sur Île de Pâques aujourd'hui.
											Et cela fait environ 20 ans qu'elle étudie les statues,
											et elle possède des dossiers détaillés sur chaque statue.
											Celle sur la page ici est la même que là-haut.
											Un problème intéressant, est que la pierre n'est pas très dure.
											Avant, elles étaient complètement polies
											En fait, pour la plupart de ces statues, lorsque vous les déblayez,
											l'arrière est totalement lisse — presque comme du verre.
											Mais après 1000 ans soumises aux intempéries,
											elles ressemblent à cela.
									","
											There's many mysteries, these statues.
											Everyone wants to know, how did they make them,
											how did they transport them?
											This woman in the foreground is Jo Anne Van Tilberg.
											She's the leading archaeologist working Easter Island today.
											And she has studied the statues for 20-some years,
											and she has detailed records of every single statue.
											The one on the page here is the same that's up there.
											One interesting problem is the stone isn't very hard.
											So, this used to be completely smooth.
											In fact, in many of the statues, when you excavate them,
											the backs are totally smooth — almost glass smooth.
											But after 1,000 years out in the weather,
											they look like this.
									","
											Bu heykeller gibi pek çok gizem var.
											Herkes bunları nasıl yaptıklarını, onları nasıl taşıdıklarını
											bilmek istiyor.
											Ön plandaki kadın Jo Anne Van Tilberg.
											Easter Adasındaki arkeolojik kazının öncüsü.
											Yaklaşık 20 yıldır bu heykeller üstünde çalışıyor ve
											her biri için çok detaylı raporlar tutmuş.
											Bu sayfadaki ile yukarıdaki aynı.
											Taşların çok sert olmaması da ilginç bir sorun.
											Yani bu eskiden tamamen düzmüş.
											Aslında bu heykellerin çoğunun kazı sırasında arkaları
											dümdüz bulunmuş—cam kadar düz...
											Ama dış ortamda 1000 yıl içinde
											bu şekilde görünüyorlar.
									","
											Diese Statuen sind ein großes Rätsel.
											Alle möchten wissen, wie sie sie gemacht haben,
											wie haben sie sie transportiert?
											Diese Frau im Vordergrund ist Jo Anne Van Tilberg.
											Sie ist heute die leitende Archäologin der Osterinsel.
											Sie hat diese Statuen über 20 Jahre lang studiert
											und hat detaillierte Aufzeichnungen über jede einzelne Statue.
											Die auf der Seite hier ist die gleiche wie da oben.
											Ein interessantes Problem ist, dass der Stein nicht sehr hart ist.
											Dies war also einmal völlig glatt.
											Tatsächlich ist bei vielen Statuen, wenn Sie sie ausgraben,
											die Rückseite total glatt – fast so glatt wie Glas.
											Aber nach 1.000 Jahren im Wetter
											sehen sie so wie hier aus.
									","
											Hay muchos misterios en estas estatuas.
											Todo el mundo quiere saber cómo las hicieron,
											cómo las transportaron...
											Esta mujer en primer plano es Jo Anne Van Tilberg.
											Es actualmente la arqueóloga jefe en la Isla de Pascua.
											Ha estudiado estas estatuas durante unos 20 años.
											y tiene documentos detallados de cada una de las estatuas.
											La estatua que está aquí en la página es la misma que están viendo allí.
											Un problema interesante es que la piedra no es muy dura.
											Esto solía ser completamente liso.
											De hecho, en muchas de las estatuas, cuando se excava en ellas,
											la parte de atrás está totalmente lisa, casi tan lisa como un cristal.
											Pero después de 1000 años al exterior soportando el clima,
											han quedado así.
									","
											Há muitos mistérios nestas estátuas.
											Todos querem saber
como terão sido feitas,
											como terão sido transportadas.
											Esta mulher, em primeiro plano,
é Jo Anne Van Tilberg.
											É a principal arqueóloga
que trabalha hoje na Ilha da Páscoa.
											Estuda as estátuas há 20 anos
											e tem registos pormenorizados
de cada uma delas.
											A que está naquela página
é a mesma que aquela ali em cima.
											Um problema interessante
é que a pedra não é muito rija.
											Portanto, isto era totalmente liso.
											Muitas das estátuas,
quando as escavamos,
											têm as costas completamente lisas
— quase como o vidro.
											Mas, após mil anos
expostas às intempéries,
											ficam com este aspeto.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Jo Anne et moi-même venons juste de débuter le projet de toutes les digitaliser,
											et nous allons digitaliser à très haute résolution,
											tout d'abord car c'est une façon de les préserver.
											Ensuite, nous avons cette idées de la manière dont il est alors possible, grâce à des algorithmes,
											de percer certains de leurs mystères.
											Depuis combien de temps sont-elles debout, dans quelle position ?
											Et peut-être, indirectement, arriver à certaines des raisons
											qui les ont amenées à être comme elles sont.
											Quand j'étais sur l'Île de Paques, la comète McNaught était également là,
											et donc, vous avez droit en prime à une photo
											d'un Moaï avec une comète.
									","
											Jo Anne and I have just embarked on a project to digitize them all,
											and we're going to do a very high-res digitization,
											first because it's a way of preserving them.
											Second, we have these ideas about how you can algorithmically, then,
											learn a few of the mysteries about them.
											How long have they been standing in what positions?
											And maybe, indirectly, get at some of the issues of
											what caused them to be the way they are.
											While I was in Easter Island, comet McNaught was there also,
											so you get a gratuitous picture
											of a moai with a comet.
									","
											Jo Anne ve ben hepsini dijitalize etmek için yeni bir proje başlattık,
											çok yüksek çözünürlüklü bir dijitalizasyon yapacağız,
											aslında bu onları korumanın da bir yolu.
											İkinci olarak nasıl bir algoritmi yakalayacağımızı düşünüyoruz,
											bu şekilde onların gizemleri hakkında birşeyler öğrenebiliriz.
											Ne kadar zamandır, hangi pozisyonlarda duruyorlar?
											Ve belki, dolaylı olarak onların bu şekilde olmalarının
											nedeni hakkında bazı çıkarımlarda da bulunabiliriz.
											Ben Easter Adasındayken, McNaught kuyruklu yıldızı da oradaydı,
											böylece bir moai ve kuyrukluyıldızın
											amaçsız fotoğrafını elde ediyorsunuz.
									","
											Jo Anne und ich haben gerade mit einem Projekt angefangen, sie zu digitalisieren
											und wir werden eine sehr hochauflösende Digitalisierung vornehmen,
											erstens, um sie zu erhalten.
											Zweitens, wir haben diese Idee, wie man dann algorithmisch
											etwas über ihre Rätsel lernen kann.
											Wie lange haben sie in welcher Position gestanden?
											Und vielleicht, indirekt, etwas darüber erfahren
											aus welchem Grund sie so sind wie sie sind.
											Während ich auf der Osterinsel war, war der Komet McNaught auch dort,
											deswegen sehen Sie jetzt ein total überflüssiges Bild
											von einem Moai mit einem Komet.
									","
											Jo Anne y yo nos hemos embarcado en un proyecto para digitalizarlas todas,
											y vamos a hacer una digitalización de alta resolución.
											Primero, porque es una manera de conservarlas.
											Segundo, porque tenemos algunas ideas de cómo se puede aprender después
											algorítmicamente de algunos de los misterios que encierran.
											¿Cuánto tiempo llevan allí, en qué posiciones?
											Y quizás, indirectamente, averiguar algunos de los motivos
											que causaron el estado en que están.
											Mientras estaba en la Isla de Pascua, se podía ver el cometa McNaught,
											así que aquí tienen una foto gratuita
											de un moai con un cometa.
									","
											Jo Anne e eu embarcámos
num projeto para as digitalizar todas
											e vamos fazer uma digitalização
de alta resolução,
											primeiro, porque é uma forma
de as preservar.
											Segundo, temos a ideia de que
podemos usar algoritmos
											para conhecer alguns dos mistérios
sobre elas.
											Há quanto tempo têm ali estado
e em que posições?
											Talvez, indiretamente,
cheguemos a algumas das razões
											que fizeram com que elas
sejam como são.
											Quando eu estava na Ilha da Páscoa,
também por lá passou o cometa McNaught
											por isso, conseguimos
uma foto exclusiva
											de um moaï com um cometa.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											J'ai également un projet archéologique en cours
											en Égypte.
											""En cours"" est peut être un peu exagéré.
											Nous essayons d'obtenir toutes les permissions
											pour être fin prêt, afin de pouvoir commencer.
											Donc, j'en parlerai à un prochain TED.
											Mais il y a aussi des opportunités incroyables en Égypte.
											Une autre de mes occupations est d'inventer des trucs.
											En fait, je conçois des réacteurs nucléaires.
											Ce n'est pas une blague.
											Ceci est le cycle
											nucléaire conventionnel.
											La ligne rouge indique ce qui se passe
											dans la plupart des réacteurs nucléaires. Cela s'appelle le cycle combustible ouvert.
											Les lignes blanches sont ce que l'on appelle un cycle combustible avancé,
											oú on retraite.
									","
											I also have an archaeological project going on
											in Egypt.
											""Going on"" is perhaps a little bit strong.
											We're trying to get all of the permissions
											to get everything all set, to get it going.
											So, I'll talk about it at a future TED.
											But there's some amazing opportunities in Egypt as well.
											Another thing I do is I invent stuff.
											In fact, I design nuclear reactors.
											Not a joke.
											This is the conventional
											nuclear fuel cycle.
											The red line is what is done in
											most nuclear reactors. It's called the open fuel cycle.
											The white lines are what's called an advance fuel cycle,
											where you reprocess.
									","
											Mısır'da devam eden arkeolojik bir
											projem daha var.
											Devam eden demek belki biraz sert kaçtı.
											Herşeyi düzenleyip, başlatmak için
											gerekli izinlerin hepsini almaya çalışıyoruz.
											Yani TED'de bu konu hakkında daha sonra konuşacağım.
											Ama Mısır'da da inanılmaz fırsatlar var.
											Ayrıca bazı şeyler icat ediyorum.
											Aslında, nükleer reaktör dizaynı yapıyorum.
											Şaka değil!
											Bu geleneksel nükleer
											yakıt devresi.
											Bu kırmızı çizgi bütün nükleer
											reaktörlerde yapılan şey. Buna açık yakıt devresi deniliyor.
											Beyaz çizgiler gelişmiş yakıt devresi denilen ilerleme
											kaydettiğiniz şey.
									","
											Ich habe auch noch ein archäologisches Projekt
											in Ägypten laufen.
											""Laufen"" ist vielleicht etwas übertrieben.
											Wir versuchen all die Genehmigungen zu bekommen,
											so dass alles bereit ist, damit es losgehen kann.
											Also werde ich darüber auf einer zukünftigen TED-Konferenz reden.
											Aber es gibt unglaubliche Möglichkeiten auch in Ägypten.
											Außerdem beschäftige ich mich damit, Sachen zu erfinden.
											Tatsache ist, ich entwerfe nukleare Reaktoren.
											Kein Witz.
											Dies ist ein konventioneller
											nuklearer Brennstoffzyklus.
											Die rote Linie zeigt, was in den meisten nuklearen Reaktoren
											gemacht wird. Es wird ""offener Brennstoffkreislauf"" genannt.
											Die weiße Linie zeigt den sogenannten ""erweiterten Brennstoffkreislauf"",
											in dem man wiederaufbereitet.
									","
											Tengo también otro proyecto arqueológico en marcha
											en Egipto.
											""En marcha"" es quizás demasiado.
											Estamos intentando obtener todos los permisos
											para poder tener todo listo y ponerlo en marcha.
											Así que hablaré de ello en un TED futuro.
											Pero hay algunas oportunidades increíbles en Egipto también.
											Otra de las cosas que hago es inventar cosas.
											De hecho, diseño reactores nucleares.
											No es una broma.
											Este es el ciclo convencional
											del combustible nuclear.
											La línea roja es lo que se hace
											en la mayoría de los reactores nucleares. Se llama ciclo de combustible abierto.
											Las líneas blancas es lo que se llama un ciclo avanzado de combustible,
											donde se vuelve a procesar.
									","
											Também tenho em marcha
um projeto arqueológico no Egito.
											""Em marcha"" é talvez um pouco exagerado.
											Estamos a tentar obter as autorizações
											para preparar tudo e pô-lo em marcha.
											Portanto, falarei dele
numa futura TED.
											Mas também há oportunidades
fantásticas no Egito.
											Outra coisa que faço
é inventar coisas.
											Concebo reatores nucleares.
											Não estou a gozar.
											Este é o ciclo nuclear convencional.
											A linha vermelha é o que se passa
na maioria dos reatores nucleares.
											Chama-se o ciclo de combustível aberto.
											As linhas brancas são o que se chama
ciclo avançado de combustível.
											onde se volta a processar.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											A l'heure actuelle, c'est la technique habituelle.
											Ca a l'immense avantage
											de ne pas créer de pollution au carbone.
											Ca a beaucoup d'inconvénients —
											chacune de ces étapes est très coûteuse,
											c'est potentiellement très dangereux
											et chaque étape a la propriété intéressante
											de ne pas pouvoir être effectuée dans le jardin du premier venu,
											ce qui est un problème.
											Donc, notre réacteur élimine ces étapes,
											ce qui, si nous pouvions le faire fonctionner, serait très cool.
											Bon, c'est assez dingue de travailler sur un nouveau réacteur nucléaire.
											Il y a — aucun réacteur n'a été construit aux Etats-Unis
											ni selon le vieux modèle, et encore moins selon le nouveau,
											depuis 25 ans.
											C'est le genre de chose à très haut risque, mais potentiellement à très haut retour sur investissement,
											que nous faisons.
									","
											Now, this is the normal way it's done.
											It's got the huge advantage that it
											does not create carbon pollution.
											It has a lot of disadvantages:
											each one of these steps is extremely expensive,
											it's potentially dangerous
											and they have the interesting property that the step
											cannot be performed in anyone's backyard,
											which is a problem.
											So, our reactor eliminates these steps,
											which, if we can actually make it work, is a really cool thing.
											Now, it's kind of nuts to work on a new nuclear reactor.
											There's — no reactor's been even built
											to an old design, much less a new one, in the United States
											for 25 years.
											It's the kind of very high-risk, but potentially very high-return
											thing that we do.
									","
											Şimdi normalde böyle yapılıyor.
											Karbon kirliliği yaratmamak gibi büyük
											bir avantaja sahip.
											pek çok dezavantajı da var—
											bu basamakların hepsi çok ama çok pahalı,
											potansiyel tehlikesi var,
											ve kimsenin arka bahçesinde yapılamama gibi
											ilginç bir özelliği de var ki,
											bu bir problem.
											Yani bizim reaktörümüz bu basamakları
											elimine ediyor, eğer çalışmasını sağlarsak çok kıyak olacak.
											Yeni bir nükleer santral üstünde çalışmak çatlakça.
											ABD'de 25 yıldır eski bir dizaynla
											inşa edilmiş hiç bir yeni
											nükleer santral yok.
											Çok yüksek risk alıp, geri dönüşü de yüksek potansiyelde
											olabilecek birşey yapıyoruz.
									","
											Nun, dies ist die übliche Art, wie man das macht.
											Es hat den großen Vorteil, dass es
											keine Luftverschmutzung durch Kohlendioxid verursacht.
											Es hat eine ganze Reihe von Nachteilen:
											jeder dieser Schritte ist außerordentlich teuer,
											es ist potentiell gefährlich,
											und es hat die interessante Eigenschaft, dass der Schritt
											nicht in jedermanns Garten gemacht werden kann,
											was ein Problem ist.
											Nun, unser Reaktor eliminiert diese Schritte,
											was echt 'ne tolle Sache ist, wenn wir ihn tatsächlich zum Laufen bekommen.
											Es ist ein wenig verrückt, an einem neuen Nuklearreaktor zu arbeiten.
											In den USA, in den letzten 25 Jahren,
											wurde kein einziger Reaktor nach altem
											oder gar nach neuem Design gebaut.
											Es ist ein Projekt mit sehr hohem Risiko, aber potentiell sehr hohem Gewinn,
											das wir unternehmen.
									","
											Ahora bien, esta es la manera normal de hacerlo.
											Tiene la enorme ventaja de que
											no contamina con carbono.
											Pero tiene un montón de inconvenientes:
											cada uno de los pasos es extremadamente caro,
											potencialmente peligroso,
											y tiene la interesante propiedad de que
											no se puede hacer en el patio trasero de una casa,
											lo que es un problema.
											Así que nuestro reactor elimina estos pasos,
											lo cual, si realmente llegamos a hacer que funcione, sería algo fantástico.
											Ahora bien, es un poco de locos trabajar en un nuevo reactor nuclear.
											No se ha construido ningún reactor
											de diseño antiguo, mucho menos del nuevo, en los EEUU
											en 25 años.
											Es el tipo de cosas que hacemos, con un riesgo muy alto,
											pero con un resultado potencialmente muy bueno.
									","
											Esta é a forma normal
como se faz a coisa.
											Tem a enorme vantagem de não criar
poluição por carbono.
											Mas tem muitos inconvenientes:
											cada uma destas fases
é extremamente cara,
											é potencialmente perigoso
											e tem uma propriedade interessante:
											aquela fase não se pode realizar
no quintal de ninguém,
											o que é um problema.
											O nosso reator elimina essas fases
											o que, se conseguirmos pô-lo
a funcionar, é uma coisa excelente.
											É uma coisa de malucos
trabalhar num novo reator nuclear.
											Há 25 anos que não se constrói 
nenhum reator, nos EUA,
											segundo um ""design"" antigo
e, muito menos, segundo um novo.
											É o tipo de coisa de alto risco,
mas possivelmente de alto retorno
											que fazemos.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Et maintenant sur un sujet totalement différent,
											nous faisons beaucoup de choses dans le domaine de la physique de l'état solide,
											particulièrement dans le secteur des métamatériaux.
											Un métamatériau est un matériau artificiel,
											qui manipule, dans le cas présent, les radiations électromagnétiques,
											d'une manière que vous ne pourriez normalement pas obtenir.
											Ce dispositif ici est une cape d'invisibilité.
											Ca peut ne pas y ressembler, mais si vous étiez une micro-onde,
											voici comment vous le verriez.
											Les rayons lumineux — dans ce cas, de la lumière micro-onde —
											arrivent, et ils se pressent autour de la cellule,
											et ils ressortent de l'autre côté.
											Vous pourriez faire la même chose avec des miroirs vus sous un certain angle.
											Ce qui est cool, c'est que ceci marche sous tous les angles.
											Les métamatériaux, malheureusement —
											petit A, ça ne marche que pour des micro-ondes,
											et petit B, ça ne marche pas encore vraiment très bien.
											Mais les métamatériaux forment une discipline incroyablement excitante.
											C'est — vous savez, j'aimerais aujourd'hui pouvoir dire
											que c'est un marché à zéro milliards de dollars, mais,
											en réalité, c'est négatif.
											Mais un jour, un jour, peut-être que ça marchera.
									","
											Changing into a totally different field,
											we do a lot of stuff in solid state physics,
											particularly in an area called metamaterials.
											A metamaterial is an artificial material,
											which manipulates, in this case, electromagnetic radiation,
											in a way that you couldn't otherwise.
											So, this device here is an invisibility cloak.
											It may not seem that, but if you were a microwave,
											this is how you would view it.
											Rays of light — in this case, microwave light —
											come in, and they just squish around the cell,
											and they come back the other side.
											Now, you could do that with mirrors from one angle.
											The cool thing is, this does it from all angles.
											Metamaterials, unfortunately —
											A, it only works on microwave,
											and B, it doesn't work all that well yet.
											But metamaterials are an incredibly exciting field.
											It's — you know, today I'd like to say
											it's a zero billion dollar business, but,
											in fact, it's negative.
											But some day, some day, maybe it's going to work.
									","
											Tamamen farklı bir alana dönüyorum,
											katı-hal fiziği ile ilgili birçok şey yapıyoruz,
											özellikle matemateryal denilen alanla ilgiliyiz.
											matemateryal yapay bir materyaldir,
											özellikle bu durumda elektromanyetik radyasyonu
											geri dönülmez şekilde manuple ediyor.
											İşte buradaki alet de bir görünmezlik pelerini.
											Benzemiyor olabilir ama bir mikrodalga olsaydınız,
											onu bu şekilde görürdünüz.
											Işık ışınları— bu durumda, mikrodalga ışığı—
											içeriye giriyor, hücrenin içinde geziniyor,
											ve diğer taraftan geri dönüyorlar.
											Bunu bir açıdan aynalarla yapabilirsiniz.
											Bunun güzelliği, tüm açılarda yapılabilmesi.
											Matemateryaller, ne yazık ki—
											A. sadece mikrodalgada çalışıyor
											ve B, henüz o kadar da iyi çalışmıyor.
											Ama matemateryaller çok heyecan verici bir alan.
											Bugün, sizde biliyorsunuz,
											sıfır milyon dolarlık bir iş ama
											gerçekte, negatif.
											Ama bir gün, bir gün belki de çalışacak.
									","
											Wechseln wir zu einem ganz anderen Thema:
											wir arbeiten auch viel mit Festkörperphysik,
											besonders im Gebiet der so genannten ""Metamaterialien"".
											Ein Metamaterial ist ein künstliches Material,
											das, in diesem Fall, elektromagnetische Strahlung
											auf eine Weise verändert, die sonst nicht möglich wäre.
											So, dieses Gerät ist eine optische Tarnkappe.
											Es sieht vielleicht nicht danach aus, aber wenn Sie eine Mikrowelle wären,
											würden Sie es so sehen.
											Lichtstrahlen – in diesem Fall, Mikrowellenlicht –
											kommen herein, quetschen sich an der Zelle vorbei
											und kommen auf der anderen Seite wieder an.
											Jetzt könnten Sie das mit Spiegeln aus einer Richtung auch machen.
											Das Geniale daran ist, dass dies es aus allen Richtungen macht.
											Leider, bei Metamaterialien –
											A: es funktioniert nur mit Mikrowellen,
											und B: es funktioniert ja noch gar nicht so gut.
											Aber Metamaterialien sind ein unglaublich spannendes Gebiet.
											Wissen Sie, heute würde ich gerne sagen können:
											""es ist ein Null-Milliarden-Dollar-Geschäft"", aber
											in Wirklichkeit ist es im Minus.
											Aber eines Tages, eines Tages wird es vielleicht funktionieren.
									","
											Cambiando a una materia totalmente diferente,
											trabajamos mucho en el campo de la física del estado sólido,
											y en particular, en el área de los llamados ""metamateriales"".
											Un metamaterial es un material artificial,
											que manipula, en este caso, la radiación electromagnética,
											en una forma única, que no podría hacerse de otra manera.
											Así, este aparato de aquí es como una capa invisible.
											Puede que no lo parezca, pero si usted fuera un microondas,
											es así como lo verían.
											Rayos de luz, en este caso, luz de microondas,
											entran, pasan alrededor de la célula
											y vuelven por el otro lado.
											Se podría hacer eso mismo con espejos desde un ángulo.
											Lo increíble es que esto lo hace desde todos los ángulos.
											Los metamateriales, desafortunadamente,
											A, sólo funcionan con microondas,
											y B, todavía no funcionan tan bien.
											Pero los metamateriales son un campo increíblemente emocionante.
											Es...bueno, hoy hay que decir
											que es un negocio de cero billones de dólares,
											de números rojos, en realidad.
											Pero algún día, algún día, quizás funcionará.
									","
											Mudando para uma área
totalmente diferente,
											fazemos muitas coisas
na física do estado sólido,
											em especial, numa área
chamada ""metamateriais"".
											Um metamaterial é
um material artificial
											que manipula, neste caso,
radiações eletromagnéticas
											de uma forma que não
é possível fazer de outra forma.
											Este aparelho aqui
é uma capa da invisibilidade.
											Pode não parecer,
mas, se fôssemos uma micro-onda,
											era assim que o víamos.
											Raios de luz — neste caso
luz de micro-ondas —
											que incidem e afastam-se junto da célula,
											e voltam a juntar-se.
											Podemos fazer isto
com espelhos de um ângulo.
											O interessante é que isto
acontece de todos os ângulos.
											Infelizmente, os metamateriais
											primeiro, só funcionam com micro-ondas,
											e segundo, ainda não funcionam muito bem.
											Mas os metamateriais são uma área
extremamente excitante.
											Gostaria de poder dizer hoje
											que é um negócio de zero
milhares de milhões de dólares
											mas, na realidade, é negativo.
											Mas, um dia, talvez funcione.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Nous travaillons beaucoup dans le domaine du biomédical.
											Ici, nous travaillons avec une fondation médicale importante
											à développer des moyens peu chers pour diagnostiquer
											les maladies dans les pays en voie de développement.
											On dit que les yeux sont les miroirs de l'âme —
											il se trouve qu'ils sont un miroir pour un tas d'autres choses.
											Et — soit-dit en passant, il se trouve que ce sont mes yeux.
									","
											We do a lot of work in biomedical fields.
											In this case, we're working with a major medical foundation
											to develop inexpensive ways of diagnosing
											diseases in developing countries.
											So, they say the eyes are the windows of the soul —
											turns out they're a window to a whole lot more stuff.
											And these happen to be my eyes, by the way.
									","
											Biomedikal alanda çok iş yapıyoruz.
											Burada büyük bir medikal kuruluş ile birlikte çalışıyoruz
											gelişmekte olan ülkelerde hastalıkların tanısını koymak için
											ucuz teşhis araçları geliştiriyoruz
											Gözler ruhun penceresidir derler—
											aslında daha pek çok şeyin penceresi oldukları ortaya çıktı.
											Bu arada bunlar da benim gözlerim.
									","
											Wir arbeiten sehr viel in biomedizinischen Bereichen.
											In diesem Fall arbeiten wir mit einer großen medizinischen Stiftung,
											um kostengünstige Methoden zur Diagnose von Krankheiten
											in Entwicklungsländern zu entwickeln.
											Man sagt, die Augen seien die Fenster der Seele –
											eigentlich sind sie die Fenster zu einer ganzen Menge anderer Dinge.
											Diese sind übrigens meine Augen.
									","
											Trabajamos también mucho en el campo biomédico.
											En este caso, estamos trabajando con una importante fundación médica
											para desarrollar formas baratas de diagnosticar
											enfermedades en países en desarrollo.
											Dicen que los ojos son las ventanas del alma,
											pero resulta que son una ventana para muchas más cosas.
											A propósito, estos son mis ojos.
									","
											Fazemos muitos trabalhos
na área da biomedicina.
											Neste caso, estamos a trabalhar
com uma importante fundação médica
											para desenvolver formas baratas
de diagnosticar doenças
											em países em desenvolvimento.
											Diz-se que os olhos
são a janela da alma,
											mas acontece que são uma janela
de muito mais coisas.
											A propósito, estes são os meus olhos.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
