es,pt,en,de,title,speaker,duration,tags
"
											Y luego hay hombres y mujeres 
que cruzan la línea heterosexual,
											que tienen relaciones sexuales 
con su propio sexo
											o que tienen una identidad 
de género diferente.
											Ellos son el blanco de leyes
que castigan sus actividades,
											e incluso su apariencia.
											Y luchan a diario 
con el estigma social,
											con el desespero familiar,
											y con el fuego y 
el azufre religioso.
									","
											E depois há homens e mulheres 
que ultrapassam a linha da heterossexualidade,
											que têm sexo com o seu próprio sexo
											ou que têm uma identidade de género diferente.
											Eles são alvo de leis 
que punem as suas atividades,
											até a sua aparência.
											E enfrentam uma luta diária 
contra o estigma social,
											contra o desespero familiar
											e contra o fogo e enxofre religiosos.
									","
											And then there are men and women who 
cross the heterosexual line,
											who have sex with their own sex,
											or who have a different gender identity.
											They are on the receiving end of laws
which punish their activities,
											even their appearance.
											And they face a daily struggle with social stigma,
											with family despair,
											and with religious fire and brimstone.
									","
											Dann gibt es Männer und Frauen, die 
die heterosexuelle Linie überschreiten,
											und Sex mit ihrem eigenen Geschlecht
											oder eine andere 
geschlechtliche Identität haben.
											Sie sind Ziel von Gesetzen, 
die ihre Aktivitäten bestrafen,
											sogar ihr Aussehen.
											Sie sind einem täglichen Kampf gegen 
das gesellschaftliche Stigma,
											der Verzweiflung der Familie,
											und Gift und Galle 
durch die Religion ausgesetzt.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Y no es que en la cama matrimonial
todo sea color de rosa.
											Las parejas buscan 
una mayor felicidad,
											mayor felicidad sexual 
en su vida de casados,
											pero no saben cómo lograrlo,
											especialmente las esposas, que 
temen ser vistas como malas mujeres
											si muestran alguna 
chispa en el dormitorio.
									","
											Na cama conjugal também não são só rosas.
											Há casais que procuram uma maior felicidade,
											uma maior felicidade sexual 
nas suas vidas de casados,
											mas não sabem como lá chegar,
											especialmente as esposas, que têm medo 
de ser vistas como devassas,
											se mostrarem alguma faísca no quarto.
									","
											Now, it's not as if it's all rosy 
in the marital bed either.
											Couples who are looking for greater happiness,
											greater sexual happiness in their married lives,
											but are at a loss of how to achieve it,
											especially wives, who are afraid 
of being seen as bad women
											if they show some spark in the bedroom.
									","
											Es ist aber nicht so, als wäre es 
im Ehebett alles viel schöner.
											Paare auf der Suche 
nach größerem Glück,
											nach mehr sexueller Erfüllung 
in ihrer Ehe,
											die aber nicht wissen, 
wie sie das erreichen,
											besonders Ehefrauen, die Angst haben,
als schlechte Frauen zu gelten,
											wenn sie im Bett 
etwas Leidenschaft zeigen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Y luego están aquellas 
cuyos matrimonios
											no son más que pantalla 
para la prostitución.
											Han sido vendidas 
por sus familias,
											a menudo a turistas 
árabes pudientes.
											Es solo una cara del comercio sexual 
en auge en toda la región árabe.
									","
											E depois há aqueles cujos casamentos
											são na verdade um véu para a prostituição.
											Foram vendidas pelas suas famílias,
											frequentemente a turistas árabes abastados.
											Isto é apenas uma face de um negócio sexual 
crescente na região árabe.
									","
											And then there are those whose marriages
											are actually a veil for prostitution.
											They have been sold by their families,
											often to wealthy Arab tourists.
											This is just one face of a booming 
sex trade across the Arab region.
									","
											Und dann sind da noch die,
											deren Ehen eigentlich 
ein Deckmantel für Prostitution sind.
											Sie wurden von ihren Familien verkauft,
											oft an wohlhabende arabische Touristen.
											Das ist nur eine Seite eines 
boomenden Sexhandels im arabischen Raum.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Ahora, levanten la mano
si esto les suena familiar,
											si se da en su parte del mundo.
											Sí. Entonces, no es que el mundo árabe 
tenga el monopolio de las taras sexuales.
									","
											Levantem a mão se isto vos soa familiar,
											do vosso lado do mundo.
											Sim. Não é como se o mundo árabe 
tivesse o monopólio dos problemas sexuais.
									","
											Now raise your hand if any of 
this is sounding familiar to you,
											from your part of the world.
											Yeah. It's not as if the Arab world
has a monopoly on sexual hangups.
									","
											Heben Sie bitte die Hand, wenn Ihnen 
etwas davon aus Ihrem Teil der Welt
											bekannt vorkommt.
											Es ist nicht so, dass die arabische Welt 
ein Monopol auf sexuelle Missstände hätte.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Y aunque todavía no tenemos 
un informe Kinsey árabe
											que diga exactamente qué está sucediendo 
en los dormitorios del mundo árabe,
											está claro que algo 
no anda bien.
											Dobles valores para 
hombres y mujeres,
											el sexo como 
fuente de vergüenza,
											el control familiar que limita 
las opciones individuales
											y un abismo enorme 
entre apariencia y realidad:
											lo que la gente 
está haciendo
											y lo que están 
dispuestos a admitir,
											y una reticencia general a ir 
más allá de los susurros privados,
											a una discusión seria 
y pública sostenida.
									","
											E embora ainda não tenhamos 
um relatório Kinsey árabe [sobre o sexo]
											que nos diga, exatamente, o que se passa 
dentro dos quartos na região árabe,
											é bastante óbvio 
que algo não bate certo.
											Dois pesos e duas medidas 
para homens e mulheres,
											sexo enquanto fonte de vergonha,
											controlo familiar a limitar as escolhas individuais,
											e um enorme abismo entre 
a aparência e a realidade:
											o que as pessoas andam a fazer
											e o que estão dispostas a admitir
											e uma relutância geral 
para passar dos sussurros privados
											para uma discussão pública séria e sustentada.
									","
											And although we don't yet have
an Arab Kinsey Report
											to tell us exactly what's happening 
inside bedrooms across the Arab region,
											It's pretty clear that 
something is not right.
											Double standards for men and women,
											sex as a source of shame,
											family control limiting individual choices,
											and a vast gulf between appearance and reality:
											what people are doing
											and what they're willing to admit to,
											and a general reluctance to move 
beyond private whispers
											to a serious and sustained public discussion.
									","
											Und obwohl wir noch keinen 
arabischen Kinsey-Report haben,
											der uns sagt, was genau 
in arabischen Schlafzimmern vorgeht,
											ist es ziemlich klar, 
dass da etwas nicht stimmt.
											Doppelte Standards für Männer und Frauen,
											Sex als Quell der Schande,
											Kontrolle der Familie, 
die die Wahlfreiheit einschränkt,
											und eine riesige Kluft 
zwischen Schein und Sein:
											Was die Leute tun
											und was sie bereit sind zuzugeben,
											und von einer allgemeinen 
Zurückhaltung über Geflüster
											zu einer ernsthaften und nachhaltigen, 
öffentlichen Diskussion überzugehen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Como un médico en 
el Cairo lo resumió para mí,
											""Aquí, el sexo es lo 
contrario del deporte.
											Del fútbol, todo el mundo habla,
											pero casi nadie lo juega.
											Del sexo, todos lo hacen,
											pero nadie quiere hablar 
de ello"". (Risas)
									","
											Como um médico no Cairo mo resumiu:
											""O sexo é o oposto do desporto.
											""Todos falam sobre futebol,
											""mas quase ninguém joga.
											""Mas o sexo, todos o fazem,
											""mas ninguém quer falar sobre isso."" 
(Risos)
									","
											As one doctor in Cairo summed it up for me,
											""Here, sex is the opposite of sport.
											Football, everybody talks about it,
											but hardly anyone plays.
											But sex, everybody is doing it,
											but nobody wants to talk about it.""
(Laughter)
									","
											Ein Arzt aus Kairo hat es 
für mich so zusammengefasst:
											""Hier ist Sex 
das Gegenteil von Sport.
											Über Fußball spricht jeder,
											aber kaum einer spielt es.
											Aber Sex hat jeder,
											nur will keiner drüber reden."" 
(Gelächter)
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											(Música) (En árabe)
									","
											(Música) (Em árabe)
									","
											(Music) (In Arabic)
									","
											(Musik) (Arabisch)
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											SEF: Quiero darles un consejo,
											que de seguirlo, 
les hará felices toda la vida.
									","
											SEF: ""Quero dar-vos um conselho,
											""e se o seguirem
serão felizes a vida inteira.
									","
											SEF: I want to give you a piece of advice,
											which if you follow it,
will make you happy in life.
									","
											SEF: Ich will dir einen Rat geben,
											der dich, wenn du ihn befolgst, 
glücklich machen wird.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Cuando tu marido llegue a ti,
											cuando tome una 
parte de tu cuerpo,
											suspira profundamente 
y míralo con lujuria.
									","
											""Quando o vosso marido 
se aproximar de vocês,
											""quando ele agarrar uma parte do vosso corpo,
											""suspirem profundamente 
e olhem para ele com luxúria.
									","
											When your husband reaches out to you,
											when he seizes a part of your body,
											sigh deeply and look at him lustily.
									","
											Wenn dein Mann die Hand 
nach dir ausstreckt,
											wenn er einen Teil 
deines Körpers berührt,
											seufze tief und sieh ihn lustvoll an.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Cuando te penetre 
con su pene,
											trata de hablar con coquetería 
y muévete en armonía con él.
									","
											""Quando ele vos penetrar com o seu pénis,
											""tentem falar sensualmente 
e mexam-se em harmonia com ele.""
									","
											When he penetrates you with his penis,
											try to talk flirtatiously and 
move yourself in harmony with him.
									","
											Wenn er mit seinem Penis 
in dich eindringt,
											versuche verführerisch zu reden 
und dich im Einklang mit ihm zu bewegen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											¡Picante la cosa!
											Pareciera que estos 
útiles consejos
											provienen de ""El Placer 
del Sexo"" o de YouPorn.
											Pero no. Vienen de un 
libro árabe del siglo X
											llamado ""La enciclopedia del placer""
											que cubre el sexo desde la zoofilia
hasta los afrodisíacos,
											y todo lo demás.
									","
											Isto é potente!
											E até pode parecer que estas dicas úteis
											vêm de um manual sobre sexo 
ou de um site porno.
											Mas, na verdade, 
vêm de um livro árabe do séc. X
											chamado ""A enciclopédia do prazer"",
											que fala sobre sexo, 
desde afrodisíacos a zoofilia,
											e tudo o que está pelo meio.
									","
											Hot stuff!
											And it might sound that these handy hints
											come from ""The Joy of Sex"" or YouPorn.
											But in fact, they come from
a 10th-century Arabic book
											called ""The Encyclopedia of Pleasure,""
											which covers sex from aphrodisiacs to zoophilia,
											and everything in between.
									","
											Ganz schön heiß!
											Und es klingt vielleicht so, 
als kämen diese nützlichen Tipps
											aus ""The Joy of Sex"" 
oder von YouPorn.
											Aber tatsächlich stammen sie aus einem 
arabischen Buch aus dem 10. Jahrhundert,
											namens ""Die Enzyklopädie 
des Vergnügens"",
											das Sex von A wie Aphrodisiakum 
bis Z wie Zoophilie,
											und auch alles dazwischen behandelt.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											La enciclopedia es una de la larga lista
que hay en la érotica árabe,
											en gran parte escrita 
por eruditos religiosos.
											Volviendo al Profeta Mahoma,
											existe una rica itradición en el Islam
											de charla franca 
sobre el sexo:
											no solo sobre sus problemas, 
sino también sobre sus placeres,
											y no solo entre hombres, 
sino también entre mujeres.
											Mil años atrás, solíamos tener 
diccionarios completos de sexo en árabe.
											Palabras para cubrir 
todo rasgo sexual concebible,
											las posiciones y preferencias, 
un cuerpo de lenguaje
											tan rico como para cubrir el cuerpo 
de la mujer que ven en esta página.
									","
											Esta enciclopédia é apenas um 
numa longa fila de livros eróticos árabes,
											muitos dos quais escritos por 
estudiosos religiosos.
											Remontando ao Profeta Maomé,
											existe uma tradição no Islão
											de falar com franqueza sobre sexo:
											não apenas sobre os problemas, 
mas também sobre os prazeres,
											e não apenas para os homens, 
mas também para as mulheres.
											Há mil anos, tínhamos dicionários inteiros 
sobre sexo, em árabe.
											Palavras para descrever 
todas as características sexuais imagináveis,
											as posições e preferências, 
uma linguagem corporal
											suficientemente rica para inventar 
o corpo da mulher que veem nesta página.
									","
											The Encyclopedia is just one 
in a long line of Arabic erotica,
											much of it written by religious scholars.
											Going right back to the Prophet Muhammad,
											there is a rich tradition in Islam
											of talking frankly about sex:
											not just its problems, but also its pleasures,
											and not just for men, but also for women.
											A thousand years ago, we used to have 
whole dictionaries of sex in Arabic.
											Words to cover every conceivable sexual feature,
											position and preference, a body of language
											that was rich enough to make up the body 
of the woman you see on this page.
									","
											Die Enzyklopädie ist nur eines in einer 
langen Linie erotischer arabischer Werke,
											von denen viele von 
religiösen Gelehrten verfasst wurden.
											Bis zurück zum Propheten Mohammed
											reicht diese Tradition im Islam,
											frei über Sex zu sprechen:
											Nicht nur über die Probleme, 
sondern auch über das Vergnügen,
											und nicht nur für Männer, 
sondern auch für Frauen.
											Vor tausend Jahren hatten wir 
ganze Wörterbücher über Sex auf Arabisch.
											Wörter, die jeden denkbaren 
Aspekt der Sexualität beschrieben,
											jede Position und jede Vorliebe, 
eine Sprache,
											die reich genug war, um den Körper einer 
Frau zu verzieren, den Sie hier sehen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Hoy en día, en la región árabe,
esta historia es desconocida.
											Incluso por personas educadas, 
que hablan de sexo con mayor comodidad
											en una lengua extranjera 
que en su propia lengua.
											El panorama sexual de hoy se parece 
al de Europa y Estados Unidos
											justo antes de la revolución sexual.
									","
											Hoje em dia, esta história 
é amplamente desconhecida na região árabe,
											até por pessoas educadas, que se sentem 
mais confortáveis a falar sobre sexo,
											numa língua estrangeira 
do que na sua própria língua.
											A paisagem sexual da atualidade 
parece-se muito com a Europa e a América
											à beira da revolução sexual.
									","
											Today, this history is largely unknown 
in the Arab region.
											Even by educated people, who often
feel more comfortable talking about sex
											in a foreign language than they do
in their own tongue.
											Today's sexual landscape looks
a lot like Europe and America
											on the brink of the sexual revolution.
									","
											Heute ist diese Geschichte in der 
arabischen Welt weitgehend unbekannt.
											Selbst bei gebildeten Menschen, 
denen es oft leichter fällt,
											in einer fremden Sprache über Sex 
zu sprechen als in ihrer eigenen.
											Die heutige sexuelle Landschaft 
sieht der von Europa und Amerika
											am Vorabend der sexuellen Revolution 
sehr ähnlich.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Mientras Occidente se ha abierto al sexo,
											las sociedades árabes parecen haber estado 
moviéndose en dirección opuesta.
											En Egipto y muchos paises vecinos,
											este cerrarse es parte de 
un cerrarse en ámbitos más amplios,
											en lo político, lo social y lo cultural.
											Y es el producto de un 
complejo proceso histórico,
											uno que ha ganado terreno con 
el auge del conservatismo islámico
											desde finales de los setenta.
											""Solo digan no"" es lo que aconsejan 
los conservadores de todo el mundo
											ante cualquier desafío 
al statu quo sexual.
											En la región árabe, estos intentos
son tachados de conspiración occidental
											para socavar los valores árabes 
e islámicos tradicionales.
											Pero lo que realmente 
está en juego aquí
											es una de sus herramientas 
de control más poderosas:
											sexo envuelto en religión.
									","
											Mas enquanto o Ocidente se abriu sobre o sexo,
											as sociedades árabes parecem 
estar a dirigir-se na direção oposta.
											No Egito e em muitos dos países vizinhos,
											este fechamento faz parte 
de um fechamento mais vasto
											no pensamento político, social e cultural.
											E é o produto de um processo histórico complexo,
											que ganhou terreno com a ascensão 
do conservadorismo islâmico
											desde o final dos anos 70.
											""Simplesmente diz não"" 
é o que os conservadores pelo mundo
											dizem a qualquer desafio ao ""status quo"" sexual.
											Na região árabe, estigmatizam estas tentativas 
enquanto conspiração ocidental
											para minar a tradição árabe 
e os valores islâmicos.
											Mas o que está realmente em causa
											é um dos seus instrumentos 
mais poderosos de controlo:
											o sexo ""embrulhado"" em religião.
									","
											But while the West has opened on sex,
											what we found is that Arab societies appear
to have been moving in the opposite direction.
											In Egypt and many of its neighbors,
											this closing down is part of a wider closing
											in political, social and cultural thought.
											And it is the product of a complex historical process,
											one which has gained ground with the rise 
of Islamic conservatism
											since the late 1970s.
											""Just say no"" is what conservatives 
around the world
											say to any challenge to the sexual status quo.
											In the Arab region, they brand these attempts
as a Western conspiracy
											to undermine traditional Arab
and Islamic values.
											But what's really at stake here
											is one of their most powerful tools of control:
											sex wrapped up in religion.
									","
											Aber während sich der Westen 
dem Sex geöffnet hat,
											fanden wir, dass arabische Gesellschaften 
sich anscheinend
											in die andere Richtung bewegten.
											In Ägypten und 
vielen seiner Nachbarländer
											ist dieses Sich-Verschließen 
Teil einer weitreichenden Schließung
											in politischen, sozialen 
und kulturellen Fragen.
											Es ist das Produkt eines komplexen 
historischen Prozesses,
											der mit dem Aufstieg 
des islamischen Konservatismus
											seit den späten 1970er Jahren 
an Boden gewonnen hat.
											""Sag einfach nein"" 
ist die Antwort
											eines jeden Konservativen 
auf der ganzen Welt,
											wann immer der sexuelle Status Quo 
hinterfragt wird.
											Im arabischen Raum werden solche Versuche 
als westliche Verschwörung gebranntmarkt,
											die die traditionellen arabischen 
und islamischen Werte untergraben soll.
											Was aber wirklich auf dem Spiel steht,
											ist eines ihrer mächtigsten 
Kontrollinstrumente:
											Sex umhüllt von Religion.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Pero la historia nos muestra 
que hasta hace poco,
											en la época de 
nuestros padres y abuelos,
											ha habido momentos 
de mayor pragmatismo,
											tolerancia y disposición a considerar 
otras interpretaciones:
											ya sea sobre el aborto, la masturbación o 
incluso el tema incendiario de la homosexualidad.
											No es blanco y negro, como 
los conservadores quieren hacernos creer.
											En estos, como en 
tantos otros asuntos,
											el islam nos ofrece por 
lo menos 50 tonos de gris.
											(Risas)
									","
											Mas a história mostra-nos que, 
até recentemente,
											na altura dos nossos pais e avós,
											houve alturas de maior pragmatismo,
											tolerância e boa vontade 
para considerar outras interpretações:
											seja o aborto, a masturbação ou até 
o tópico incendiário da homossexualidade.
											Não é preto e branco, como os conservadores 
querem que acreditemos.
											Nestes, como em tantos outros assuntos,
											o Islão oferece-nos pelo menos 
50 sombras de cinzento (""grey""/Gray).
											(Risos)
									","
											But history shows us that 
even as recently
											as our fathers' and grandfathers' day,
											there have been times of greater pragmatism,
											and tolerance, and a willingness
to consider other interpretations:
											be it abortion, or masturbation, or even 
the incendiary topic of homosexuality.
											It is not black and white,
as conservatives would have us believe.
											In these, as in so many other matters,
											Islam offers us at least 50 shades of gray.
											(Laughter)
									","
											Aber die Geschichte zeigt uns, 
dass es selbst vor kurzem,
											zu Zeiten unserer Väter und Großväter,
											schon Zeiten größeren Pragmatismus
											und Toleranz und einer Bereitschaft, andere 
Interpretationen zu erwägen, gegeben hat:
											Sei es Abtreibung, Masturbation oder selbst 
das provokante Thema Homosexualität.
											Es gibt kein Schwarz und Weiß, wie 
Konservative uns glauben machen wollen.
											In diesen sowie in vielen 
anderen Fragen
											bietet uns der Islam mindestens 
""50 Shades of Gray"".
											(Gelächter)
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Durante mis viajes,
											he conocido a hombres y mujeres 
por toda la región árabe
											que han estado 
explorando ese espectro,
											sexólogos que están tratando 
de ayudar a las parejas
											a encontrar una mayor felicidad 
en sus matrimonios,
											innovadores que se las están ingeniando 
para llevar educación sexual a las escuelas,
											pequeños grupos de 
hombres y mujeres,
											lesbianas, gays, 
transgéneros, transexuales,
											que están tratando de 
llegar a sus semejantes
											con iniciativas 
virtuales y apoyo real.
											Mujeres y hombres, que, cada vez,
están empezando a hablar más
											y a luchar contra 
la violencia sexual
											en las calles y en el hogar.
											Grupos que ayudan a los trabajadores 
sexuales a protegerse contra el VIH
											y otros riesgos laborales,
											y organizaciones no gubernamentales 
que ayudan a madres solteras como Faiza
											a encontrar un lugar en la sociedad 
y de manera crítica, a quedarse con sus hijos.
									","
											Nas minhas viagens,
											conheci homens e mulheres, 
pela região árabe,
											que exploravam esse espectro.
											Sexólogos que tentam ajudar casais
											a encontrar maior felicidade 
nos seus casamentos,
											inovadores que estão a conseguir 
levar a educação sexual às escolas,
											pequenos grupos de homens e mulheres,
											lésbicas, gays, transgéneros, transexuais,
											que estão a aproximar-se dos seus pares
											com iniciativas ""online"" e apoio no mundo real.
											Mulheres, e cada vez mais homens, 
que começam a fazer-se ouvir
											e que rejeitam a violência sexual
											nas ruas e em casa.
											Grupos que tentam ajudar os trabalhadores 
do sexo a protegerem-se contra o VIH
											e outros riscos profissionais.
											ONGs que estão a ajudar mães solteiras, 
como a Faiza,
											a encontrar um lugar na sociedade 
e a ficarem com os seus filhos.
									","
											Over my travels,
											I've met men and women 
across the Arab region
											who've been exploring that spectrum —
											sexologists who are trying
to help couples
											find greater happiness in their marriages,
											innovators who are managing to get 
sexuality education into schools,
											small groups of men and women,
											lesbian, gay, transgendered, transsexual,
											who are reaching out to their peers
											with online initiatives and real-world support.
											Women, and increasingly men,
who are starting to speak out
											and push back against sexual violence
											on the streets and in the home.
											Groups that are trying to help sex workers
protect themselves against HIV
											and other occupational hazards,
											and NGOs that are helping unwed mothers like Faiza
											find a place in society, and critically,
stay with their kids.
									","
											Auf meinen Reisen
											traf ich überall im arabischen Raum 
Männer und Frauen,
											die dieses Spektrum erforscht haben —
											Sexologen, die versuchen, Paaren zu helfen,
											eine erfülltere Ehe zu führen,
											Reformierer, die es schaffen, 
Sexualkunde an die Schulen zu bringen,
											kleine Gruppen von Männern und Frauen,
											lesbisch, schwul oder transsexuell,
											die sich an ihre Gleichgesinnten wenden,
											mit Online-Initiativen 
und echter Unterstützung.
											Frauen, und immer mehr Männer, 
die beginnen, ihre Stimmen zu erheben,
											und sich gegen sexuelle Gewalt
											auf den Straßen und zu Hause aufzulehnen.
											Gruppen, die versuchen, Prostituierten 
zu helfen, sich gegen HIV
											und andere Berufsrisiken zu schützen,
											und Nichtregierungsorganisationen, 
die ledigen Müttern wie Faiza helfen,
											einen Platz in der Gesellschaft zu finden,
und vor allem, bei ihren Kindern zu bleiben.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Son esfuerzos pequeños 
que, a menudo, no tienen fondos,
											y enfrentan una oposición formidable.
											Pero soy optimista
y creo que en el largo plazo,
											los tiempos cambiarán 
y ellos y sus ideas
											ganarán terreno.
											El cambio social en la región árabe
no se da vía la confrontación drástica,
											los golpes o desnudándose los pechos,
											sino más bien 
mediante la negociación.
									","
											Mas estes esforços são pequenos, 
frequentemente pouco financiados
											e enfrentam uma enorme oposição.
											Mas estou otimista que a longo prazo
											os tempos mudem, 
e que eles e as suas ideias
											ganhem terreno.
											A mudança social não acontece na região árabe 
através de um confronto dramático,
											com violência e demonstrações de poder,
											mas sim através da negociação.
									","
											Now these efforts are small, 
they're often underfunded,
											and they face formidable opposition.
											But I am optimistic that, in the long run,
											times are changing, and they and their ideas
											will gain ground.
											Social change doesn't happen in the Arab region
through dramatic confrontation,
											beating or indeed baring of breasts,
											but rather through negotiation.
									","
											Diese Bemühungen sind klein 
und oft unterfinanziert,
											und sie stehen einem 
beachtlichen Widerstand gegenüber.
											Aber ich bin zuversichtlich,
											dass sich langfristig die Zeiten ändern
											und sie und ihre Ideen Fuß fassen.
											Gesellschaftlicher Wandel geschieht 
im arabischen Raum
											nicht durch dramatische Konfrontationen,
											Prügel oder gar entblößte Brüste,
											sondern eher durch Verhandlungen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
