en,tr,fr,es,title,speaker,duration,tags
"
											So I started a collection
											of as many of these stories
as I could find.
											I built an evolving,
still-growing database
											at baratunde.com/livingwhileblack.
											Seeking understanding,
I realized the process
											was really diagramming sentences
to understand these headlines.
											And I want to thank
my Sidwell English teacher Erica Berry
											and all English teachers.
											You have given us tools
to fight for our own freedom.
									","
											Ben de bir derleme yapmaya başladım,
											bu haberlerden bulduklarımı topladım.
											Sürekli gelişen ve büyüyen
bir veri tabanı oluşturdum,
											web adresi
baratunde.com/livingwhileblack.
											Anlayış bekliyordum
											ve kendimi bu manşetlerin
bir diyagramını yaparken buldum.
											Sidwell'den İngilizce öğretmenim
Erica Berry'ye teşekkürler
											ve tüm İngilizce öğretmenlerine.
											Kendi bağımsızlığımız için
bize araçlar kazandırdınız.
									","
											Alors j'ai démarré une collection
											de toutes les histoires
que je pouvais trouver.
											J'ai créé une base de données
évolutive et en pleine expansion
											sur baratunde.com/livingwhileblack.
											En cherchant à comprendre,
j'ai réalisé que le processus
											était de faire un diagramme de ces phrases
pour comprendre ces gros titres.
											Je veux remercier mon enseignante
d'anglais de Sidwell, Erica Berry,
											et tous mes enseignants d'anglais.
											Vous m'avez donné les outils
pour me battre pour notre liberté.
									","
											Entonces, empezé a coleccionar
											tantas historias como pude encontrar.
											Creé una base de datos 
que sigue creaciendo
											en el sitio web:
baratunde.com/livingwhileblack
											En busca de entendimiento, entendí
											que estaba diagramando oraciones 
para comprender los titulares.
											Quería dar las gracias a mi maestra
de inglés en Sidwell, Erica Berry
											y a todos los maestros de inglés.
											Nos han dado los instrumentos 
para luchar para nuestra libertad.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											What I found was a process
to break down the headline
											and understand the consistent layers
											in each one:
											a subject takes an action against a target
engaged in some activity,
											so that ""White Woman Calls Police
On Eight-Year-Old Black Girl""
											is the same as ""White Man Calls Police
On Black Woman Using Neighborhood Pool""
											is the same as ""Woman Calls Cops
On Black Oregon Lawmaker
											Campaigning In Her District.""
											They're the same.
											Diagramming the sentences
allowed me to diagram the white supremacy
											which allowed such sentences to be true,
											and I will pause to define my terms.
									","
											Manşetleri irdeleme sürecine girdim
											ve manşeti oluşturan şeyleri anlamaya,
											her seferinde aynıydı:
											bir faaliyet içindeki hedefe karşı
eylem gerçekleştiren bir özne.
											''Beyaz kadın, sekiz yaşındaki
siyahi kızı polise ihbar ediyor.''
											''Beyaz adam, mahalle havuzunu kullanan
siyahi kadını polise ihbar ediyor.''
											''Kendi ilçesinde kampanya yapan
siyahi Oregonlu avukatı,
											bir kadın, polise ihbar ediyor.''
											Hepsi aynı.
											Cümlelerin diyagramını çıkararak
beyaz üstünlüğünü şemaladım,
											bu cümlelerin doğruluğunu gösterdi
											ve kendimi savunmak için
bir saniye duracağım.
									","
											Ce que j'ai découvert était une méthode
pour décomposer le titre
											et comprendre les couches logiques
											dans chacun d'eux :
											un sujet agit contre une cible
exerçant une activité.
											« Une femme blanche appelle la police
au sujet d'une fille noire de huit ans »
											est identique à « Un homme blanc
appelle la police
											au sujet d'une femme noire
utilisant la piscine »,
											est identique à « Une femme blanche
appelle la police
											au sujet d'un législateur noir de l'Oregon
faisant campagne dans son district ».
											C'est la même chose.
											Faire un diagramme de ces phrases
m'a permis de faire un diagramme
											de la suprématie blanche
											qui a permis à ces phrases d'être vraies
											et je vais marquer une pause
pour définir mes termes.
									","
											Lo que he encontrado es un proceso
para descomponer el titular
											y entender los niveles coherentes
											de cada uno:
											Un sujeto hace una acción contra
un objetivo participado en actividades
											entonces ""una mujer blanca
llama a la policía por una chica negra""
											es el mismo que ""un hombre blanco llama a
la policía porque una mujer negra
											ha usado la piscina de los vecinos"" y 
""una mujer llama a la policía
											porque un legislador negro 
hace campaña en su área"".
											Son iguales.
											Diagramar las oraciones me permitió 
diagramar la supremacía de la blancura
											lo que permite a tales oraciones 
ser correctas.
											Voy a parar un poco para explicar 
las definiciones,
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											When I say ""white supremacy,""
											I'm not just talking about Nazis
											or white power activists,
											and I'm definitely not saying
that all white people are racist.
											What I'm referring to
											is a system of structural advantage
that favors white people over others
											in social, economic and political arenas.
											It's what Bryan Stevenson
at the Equal Justice Initiative
											calls the narrative of racial difference,
											the story we told ourselves
to justify slavery and Jim Crow
											and mass incarceration and beyond.
									","
											''Beyaz üstünlüğü'' derken
											sadece Nazilerden bahsetmiyorum
											veya beyaz milliyetçisi aktivistlerden
											ve kesinlikle tüm beyaz insanlar
ırkçıdır demiyorum.
											Söylemek istediğim şey,
											beyaz insanları, diğerlerine karşı
avantajlı hâle getiren bir sistem var;
											sosyal, ekonomik ve siyasi alanlarda.
											Eşit Adalet Hareketi'nde Bryan Stevenson
											ırksal farklılığa dikkat çekmişti,
											köleliği ve Jim Crow'u,
toplu yıkımları ve daha da ötesini
											haklı çıkarmak için kendimize
söylediğimiz bir hikâye.
									","
											Quand je dis « suprématie blanche »,
											je ne parle pas que des nazis
											ou des activistes du pouvoir blanc
											et je ne dis certainement pas
que tous les Blancs sont racistes.
											Ce à quoi je fais référence,
											c'est à un système d'avantages structurels
favorisant les Blancs plus que les autres
											dans les arènes sociales,
économiques et politiques.
											C'est ce que Bryan Stevenson
											de l'initiative
pour une justice égalitaire
											appelle le récit de la différence raciale,
											l'histoire que nous nous sommes racontée
pour justifier l'esclavage, Jim Crow,
											l'incarcération de masse et d'autres.
									","
											""la supremacía de la blancura"".
											No estoy hablando de nazis
											o activistas blancos y poderosos,
											Sin duda, no digo que todos los blancos
sean racistas.
											A lo que me refiero es que
											el sistema de beneficios estructurales 
que favorece más a los blancos
											en espacios sociales, 
económicos y políticos.
											Este es lo que Bryan Stevenson
en ""the Equal Justice Initiative""
											llama la narrativa de 
la diferencia racial,
											el cuento que nos explicamos 
para justificar la esclavitud y Jim Crow,
											la encarcelación en masa, etc.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											So when I saw this pattern repeating,
											I got angry,
											but I also got inspired
											to create a game,
											a game of words that would allow me
to transform this traumatic exposure
											into more of a healing experience.
											I'm going to talk you through the game.
									","
											Bu şablonun tekrar ettiğini fark ettiğimde
											sinirlendim
											ama ilham da aldım,
											bir oyun geliştirmek için.
											Bu travmatik olayı daha iyileştirici
bir deneyim hâline getirecek
											bir kelime oyunu.
											Oyunun nasıl oynandığını anlatacağım.
									","
											Quand j'ai vu cette structure se répéter,
											cela m'a mis en colère
											mais cela m'a aussi inspiré
											à créer un jeu,
											un jeu de mots qui me permettrait
											de transformer
cette exposition traumatique
											en une expérience thérapeutique.
											Je vais vous expliquer le jeu.
									","
											Entonces, cuando entendí 
este modelo repetitivo,
											me enfadé,
											pero esto me animó al mismo tiempo
											para crear un juego,
											un juego de palabras que me permite
transformar esta exposición traumática
											en una experiencia sanadora.
											Hablaré sobre el juego.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											The first level is a training level,
and I need your participation.
											Our objective: to determine
if this is real or fake.
											Did this happen or not?
											Here is the example:
											""Catholic University Law Librarian
Calls Police On Student
											For 'Being Argumentative.'""
											Clap your hands if you think this is real.
									","
											Birinci seviye alışma seviyesi,
katılımınız gerekli.
											Hedefimiz:
Gerçek mi sahte mi karar vermek.
											Bu oldu mu olmadı mı?
											İşte bir örnek:
											''Katolik Üniversitesi
Hukuk kütüphanecisi
											sorgulayıcı olduğu için öğrenciyi
polise ihbar etti.''
											Gerçek olduğunu düşünüyorsanız alkışlayın.
									","
											Le premier niveau
est un niveau d'entraînement
											et j'ai besoin de votre participation.
											Notre objectif : déterminer
si ceci est vrai ou faux.
											Ceci est-il arrivé ?
											Voici l'exemple :
											« Un bibliothécaire
d'une fac de droit catholique
											appelle la police au sujet d'un étudiant
trop “ argumentatif ” ».
											Tapez des mains
si vous pensez que c'est vrai.
									","
											El primero nivel es del ejercitarse,
y necesito su participación.
											Nuestro objetivo: es determinar 
si esto es real o falso.
											¿Esto pasó o no?
											Por ejemplo:
											""Un bibliotecario de la Universidad 
Católica de Derecho llama a la policía
											porque un estudiante estaba discutidor.
											¡Aplaudan si creen que esto es real!
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Clap your hands if you think this is fake.
									","
											Sahte olduğunu düşünüyorsanız alkışlayın.
									","
											Tapes des mains
si vous pensez que c'est faux.
									","
											¡Aplaudan si creen que esto es falso!
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											The reals have it, unfortunately,
											and a point of information,
											being argumentative in a law library
											is the exact right place to do that.
									","
											Ne yazık ki gerçek.
											Bir de ek bilgi olarak
											bir hukuk kütüphanesinde sorgulayıcı olmak
											bunun tam da yeri.
									","
											Ceux pensant que c'est vrai
ont malheureusement raison,
											et un point d'information :
											être argumentatif
dans une bibliothèque de droit,
											c'est le bon endroit.
									","
											Los que creen que es real tienen razón, 
por desgracia,
											y la información, ser discutidor
											en la biblioteca de Derecho
											es el lugar adecuado para hacerlo.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											This student should be
promoted to professor.
									","
											Bu öğrenciyi öğretim görevlisi yapın.
									","
											Cet étudiant devrait
être promu professeur.
									","
											Este estudiante debería ser profesor.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Training level complete,
so we move on to the real levels.
									","
											Alıştırma seviyesi tamamlandı,
şimdi gerçek seviyelere geçiyoruz.
									","
											Niveau d'entraînement terminé,
nous passons aux vrais niveaux.
									","
											El nivel de formación se completa y
continuamos con los niveles reales.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Level one, our objective is simple:
											reverse the roles.
											That means ""Woman Calls Cops
On Black Oregon Lawmaker""
											becomes ""Black Oregon Lawmaker
Calls Cops On Woman.""
											That means ""White Man
Calls Police On Black Woman
											Using Neighborhood Pool""
											becomes ""Black Woman Calls Police
On White Man Using Neighborhood Pool.""
											How do you like
them reverse racist apples?
									","
											Seviye 1, hedefimiz basit:
											rolleri değiştiriyoruz.
											''Beyaz kadın, siyahi avukatı
polise ihbar etti.'' manşeti
											şuna dönüşüyor: ''Siyahi avukat,
kadını polise ihbar etti.''
											''Beyaz adam, mahalle havuzunu
kullandığı için
											siyahi kadını polise ihbar etti.""
											''Siyahi kadın, mahalle havuzunu
kullanan adamı polise ihbar etti.''
											Irkçı elmalar değişince nasıl görünüyor?
									","
											Niveau un, notre objectif est simple :
											inverser les rôles.
											« Une femme appelle la police
au sujet d'un législateur noir »
											devient « Un législateur noir
appelle la police au sujet d'une femme ».
											« Un homme blanc appelle la police
au sujet d'une femme noire
											utilisant la piscine »
											devient « Une femme noire
appelle la police
											au sujet d'un homme blanc
utilisant la piscine ».
											Est-ce que vous aimez
quand c'est inversé ?
									","
											Nivel uno, nuestro objetivo es simple:
											invertimos los roles.
											Significa ""Una mujer llama a la policía
a causa de un legislador negro""
											se convierte en ""Un legislador negro 
llama a la policía a causa de una mujer"".
											Significa ""Un hombre blanco llama 
a la policía
											porque una negra utiliza
la piscina de los vecinos
											se convierte en ""una negra llama 
a la policía a causa de un blanco"".
											¿Cómo quieres revertir las
manzanas racistas?
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											That's it, level one complete,
											and so we level up to level two,
											where our objective is to increase
the believability of the reversal.
											Let's face it, a black woman
calling police on a white man using a pool
											isn't absurd enough,
											but what if that white man was trying
to touch her hair without asking,
											or maybe he was making oat milk
while riding a unicycle,
											or maybe he's just talking
over everyone in a meeting.
									","
											İşte bu. Seviye 1 tamamlandı.
											Seviye 2'ye geçiyoruz.
											Bu değişimin inandırılabilirliğini
artırmaya çalışacağız.
											Gerçek şu ki siyahi bir kadının
bir havuz yüzünden beyaz bir adamı
											polise ihbar etmesi çok gülünç bir şey
											ama diyelim ki beyaz adam
onun saçlarına dokunmaya çalıştı
											veya tek teker sürerken
yulaf sütü yapıyordu
											ya da bir toplantıda
herkesin sözünü kesiyordu.
									","
											Ça y est, niveau terminé
											et nous passons au niveau deux
											où notre objectif est d'augmenter
la crédibilité de l'inversion.
											Une femme noire appelant la police
au sujet d'un homme blanc dans une piscine
											n'est pas assez absurde,
											mais et si cet homme blanc essayait
de toucher ses cheveux sans demander,
											qu'il faisait du lait d'avoine
en faisant du monocycle
											ou qu'il coupait la parole
à tout le monde durant une réunion.
									","
											Eso es; el nivel uno es completo
											Continuamos con el nivel dos,
											donde el objetivo es aumentar 
la credibilidad del cambio.
											Hagámoslo, una mujer negra llama a 
la policía porque un blanco usa la piscina
											no es lo suficiente absurdo,
											pero ¿qué pasaría si el hombre 
tocara su pelo sin preguntarla?
											o ¿si él preparase la leche con
avena montando en un monociclo?
											o ¿si quizá hablase de los demás
en una reunión?
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											We've all been there, right?
											Seriously, we've all been there.
									","
											Hepimiz yaşadık bunu.
											Gerçekten, hepimiz yaşadık.
									","
											Nous avons tous connu cela, n'est-ce pas ?
											Sérieusement, nous avons tous connu cela.
									","
											¿Hemos estado allí, correcto?
											En serio, todos hemos estado allí
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											So that's it, level two complete.
											But it comes with a warning:
											simply reversing the flow
of injustice is not justice.
											That is vengeance,
that is not our mission,
											that's a different game
so we level up to level three,
											where the objective
is to change the action,
											also known as ""calling the police
is not your only option
											OMG, what is wrong with you people!""
									","
											Seviye 2 tamamlandı.
											Ama burada bir uyarı var:
											Haksızlık rollerini değiştirmek
adaletli değil.
											Bu intikam,
amacımız bu değil.
											Bu başka bir oyun,
o yüzden seviye 3'e geçiyoruz,
											amacımız eylemi değiştirmek,
											diğer adıyla ''polisi aramak
tek seçeneğiniz değil.
											Aman Tanrım,
siz insanların sorunu ne?""
									","
											Ça y est, niveau deux terminé.
											Mais il s'accompagne d'un avertissement :
											se contenter d'inverser l'injustice
n'est pas de la justice.
											C'est de la vengeance,
ce n'est pas notre mission,
											c'est un jeu différent,
alors nous passons au niveau trois
											où l'objectif est de changer l'action,
											ou « appeler la policer
n'est pas votre seule option,
											c'est quoi votre problème à tous ?! »
									","
											Eso es, nivel dos completo.
											Eso viene con aviso:
											Simplemente invertir 
la corriente de injusticia no es justo.
											Es una venganza que no es nuestra misión.
											Es un juego diferente, ahora
continuamos al nivel tres,
											que es cambiar la acción, conocida como
											""Llamar a la policía no 
es tu única opción.
											¿Qué les pasa, gente?""
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplauso)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											And I need to pause the game
to remind us of the structure.
											A subject takes an action
against a target engaged in some activity.
											""White Woman Calls Police
On Black Real Estate Investor
											Inspecting His Own Property.""
											""California Safeway
Calls Cops On Black Woman
											Donating Food To The Homeless.""
											""Gold Club Twice Calls Cops
On Black Women For Playing Too Slow.""
											In all these cases,
the subject is usually white,
											the target is usually black,
											and the activities are anything,
											from sitting in a Starbucks
											to using the wrong type of barbecue
											to napping
											to walking ""agitated"" on the way to work,
											which I just call ""walking to work.""
									","
											Yapıyı hatırlatmak için
oyunu durduruyorum.
											Bir faaliyet içindeki hedefe karşı
eylem gerçekleştiren bir özne.
											''Beyaz kadın siyahi emlakçıyı
polise ihbar etti,
											kendi mülkünü incelediği için.''
											''California Safeway
siyahi kadını polise ihbar etti,
											evsizlere yemek bağışı yaptığı için.''
											''Golf Kulübü çok yavaş oynadığı için
siyahi kadınları polise ihbar etti.''
											Tüm bu durumlarda, özne genellikle beyaz,
											hedef genellikle siyahi
											ve aktiviteler her şey olabilir.
											Starbucks'ta oturmak,
											yanlış bir mangal kullanmak,
											uyuklamak,
											işe giderken ''sıkıntılı'' görünmek,
											ki buna ''işe gitmek'' denir.
									","
											Je dois mettre le jeu en pause
pour nous rappeler la structure.
											Un sujet agit contre une cible
exerçant une activité.
											« Une Blanche appelle la police
au sujet d'un investisseur immobilier noir
											inspectant sa propre propriété ».
											« Un supermarché appelle la police
au sujet d'une femme noire
											donnant à manger aux sans-abris ».
											« Un club de golf appelle la police
											au sujet de femmes noires
jouant trop lentement ».
											Dans tous ces cas, le sujet
est généralement blanc,
											la cible est généralement noire
											et les activités sont variées,
											de s'asseoir à un Starbucks
											à utiliser le mauvais type de barbecue,
											en passant par faire une sieste
											et marcher jusqu'au travail
de façon « agitée »,
											ce que j'appelle « aller au travail ».
									","
											Necesito hacer una pausa 
para recordar la estructura.
											Un sujeto hace una acción contra
un objetivo participado en una actividad
											""Una blanca llama a la policía
porque un inversor inmobiliario negro
											inspecciona su propiedad""
											""Un supermercado llama a la
policía porque una blanca
											dona comida a la gente sin hogar.""
											""Un club llama a la policía dos veces 
porque una negra juega demasiado lento"".
											En todos casos el sujeto 
es siempre blanco,
											el objetivo es negro,
											y las actividades son cualquier cosa,
											sentarse en Starbucks,
											utilizar el tipo incorrecto del barbacoa,
											echarse la siesta,
											andar ""nervioso"" de camino al trabajo,
											lo que llamo ""andar hasta el trabajo""
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											And, my personal favorite,
											not stopping his dog from humping her dog,
											which is clearly a case for dog police,
											not people police.
									","
											En sevdiğim de
											köpeğinin çiftleşme isteğine engel olmamak
											ki bu da köpek polisinin sorunu,
											gerçek polisin değil.
									","
											Et mon préféré,
											ne pas empêcher son chien
de sauter le sien,
											ce qui est clairement une affaire
pour la police canine,
											pas pour la police humaine.
									","
											y, mi favorito,
											hacer que su perro deje de 
chupar el perro de ella,
											lo que es una situación seria para
el perro de policía
											no para la policía real.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											All of these activities add up to living.
											Our existence is being
interpreted as crime.
									","
											Tüm bu faaliyetler yaşamak demek.
											Varlığımız suç gibi yorumlanıyor.
									","
											Toutes ces activités reviennent à vivre.
											Notre existence est interprétée
comme un crime.
									","
											Todas esas actividades suman en la vida.
											Nuestra existencia 
se entiende como un delito.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
