fr,de,tr,title,speaker,duration,tags
"
											Neil Gershenfeld : Merci Peter.
PG : Merci .
									","
											Neil Gershenfeld: Danke, Peter.
PG: Danke.
									","
											Neil Gershenfeld: Teşekkürler, Peter.
Peter Gabriel: Ben teşekkür ederim.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : Donc Peter m'a contacté.
											J'ai craqué quand j'ai vu ce clip.
											Il m'a approché avec la vision de faire ces trucs
											non pas pour les gens, mais pour les animaux.
									","
											NG: Peter kontaktierte mich.
											Mir wurde ganz anders, 
als ich diesen Clip sah.
											Er hatte diese Idee, diese Sachen nicht für
											Menschen, sondern für Tiere zu machen.
									","
											Neil Gershenfeld: Sonra Peter bana yaklaştı.
											O videoyu izlediğimde kendimden geçtim.
											Tüm bu şeyleri insanlar için değil de, hayvanlar için yapma
											vizyonuyla bana yaklaştı.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Et ensuite j'ai été frappé par l'histoire d'Internet.
											C'est à ça que ressemblait Internet 
lorsque ça a commencé
											et vous pouvez appeler ça l'Internet
											des hommes blancs d'âge mûr,
											majoritairement des hommes blancs d'âge mûr,
									","
											Und dann war ich von 
der Geschichte des Internets erschlagen.
											So sah es aus, als es anfing
											und man kann es als Internet
											der weißen Männer mittleren Alters bezeichnen,
											überwiegend weiße Männer mittleren Alters.
									","
											Sonra, internetin tarihine takıldım.
											Doğduğunda internet böyle gözüküyordu.
											Buna orta yaşlı beyaz adamların...
											interneti diyebilirsiniz.
											Yani çoğunlukla orta yaşlı beyaz adamların.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Vint Cert : (Rires)
									","
											Vint Cerf: (Lacht)
									","
											Vint Cerf: (Güler)
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											(Rires)
									","
											(Lachen)
									","
											(Kahkaha)
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : J'en suis un.
											Ensuite, lorsque je suis venu à TED
pour la première fois,
											c'est là que j'ai rencontré Peter, j'ai montré ceci.
											C'est un serveur web à 1$,
											à cette époque c'était extrême.
											La possibilité de fabriquer
un serveur web pour un dollar
											s'est transformé en ce qui est devenu
l'Internet des Objets,
											qui est, littéralement, une industrie
avec des implications énormes
											pour la santé, l'efficacité énergétique.
											Nous étions heureux avec nous-mêmes.
											Lorsque Peter m'a montré ça,
											j'ai compris que nous avions raté quelque chose,
											qui est le reste de la planète.
											Donc nous avons commencé
ce projet d'Internet inter-espèces.
											Nous avons commencé à parler avec TED
											de la façon dont nous pourrions amener 
les dauphins, les grands singes et les éléphants
											à TED, et nous avons compris
que ça ne marcherait pas.
											Donc nous allons vous amener à eux.
											Si on peut passer le son de cet ordinateur,
											nous avons fait une téléconférence
avec des animaux cognitifs,
											nous allons voir chacun d'eux
											se présenter rapidement.
											Si on pouvait avoir ça là-haut, génial.
									","
											NG: Wie der da.
											Als ich zum ersten Mal zu TED kam,
											wo ich Peter traf, zeigte ich dies.
											Dies ist ein 1$-Webserver,
											damals einschneidend.
											Die Möglichkeit, 
einen Webserver für 1$ herzustellen,
											entwickelte sich zum heutigen
""Internet der Dinge"",
											eine Industrie, die heutzutage 
ungeheuerliche Auswirkungen hat,
											in der Medizin, der Energieeffizienz.
											Und wir sind mit uns zufrieden.
											Und als Peter mir das zeigte,
											bemerkte ich, dass wir etwas
außer Acht gelassen hatten,
											nämlich den Rest des Planeten.
											Wir starteten also 
dieses Interspezies-Internet-Projekt.
											Dann redeten wir mit TED darüber,
											wie wir Delphine, Menschenaffen und Elefanten
											zu TED bringen könnten,
das ließ sich aber nicht umsetzen.
											Also bringen wir euch zu ihnen.
											Können wir jetzt das Audio anmachen?
											Wir halten Videokonferenzen 
mit Tieren mit Bewusstsein
											und wir werden alle von ihnen
											kurz vorstellen.
											Könnten wir dieses auch zeigen, Klasse.
									","
											Neil Gershenfeld: Tek konuşuyorum.
											Sonra, TED'e ilk geldiğimde,
											Peter ile de burada karşılaştım zaten, bunu gösterdim.
											Bu 1 dolarlık web sunucusu.
											O zamanlar çok uç bir şeydi.
											Sonra 1 dolarlık web sunucuları yapma ihtimali
											Nesnelerin İnterneti diye bilinen şey oldu çıktı.
											Artık bu, sağlık hizmetleri ve enerji verimliliği için
											...gerçekten mükemmel neticeleri olan bir sanayi.
											Kendi halimizden memnunduk.
											Bir gün Peter bana bunu gösterdi
											ve ben de bir şeyi gözardı ettiğimizin farkına vardım.
											O şey gezegenin geri kalanıydı.
											Böylelikle türlerarası internet projesine başladık.
											Yunusları, maymunları ve filleri
											TED'e nasıl getirebileceğimizi TED'le görüşmeye başladık.
											Sonra bunun işe yaramayacağını fark ettik.
											Dolayısıyla sizi onlara götüreceğiz.
											Şimdi bu bilgisayardan gelen sesi açabilirsek,
											akıllı hayvanlarla video konferansı düzenliyoruz.
											Her birine zaman ayıracağız
											ve sadece kısaca onları tanıtacağız.
											Bunu da büyütebilirsek, harika.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Le premier site que nous allons voir
											est le zoo de Cameron park à Waco, 
avec des orangs-outans.
											Durant la journée, ils vivent dehors. 
Maintenant c'est la nuit là-bas.
											Vous pouvez y aller, s'il vous plaît ?
									","
											Das erste, das wir sehen werden,
											ist der Cameron Park Zoo 
in Waco mit Orang-Utans.
											Tagsüber leben sie draußen.
Jetzt ist es gerade Abend.
											Terri, du hast das Wort.
									","
											İlk önce Waco'daki Cameron Park Hayvanat Bahçesinden
											orangutanlarla görüşeceğiz.
											Gündüz açık alanda oluyorlar. Orada şimdi gece.
											Buyurun lütfen.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Terri Cox : Salut, je suis Terri Cox
											au zoo de Cameron Park à Waco, au Texas,
											et avec moi il y a KeraJaan et Mei,
											deux de nos orangs-outans de Bornéo.
											Pendant la journée, ils ont
un vaste et magnifique habitat en extérieur,
											et pendant la nuit, ils viennent ici,
											dans leurs quartiers de nuit,
											où ils ont un climat contrôlé
											et un environnement sécurisé pour y dormir.
											Nous participons au programme Apps for Apes 
(Applications pour les singes)
											Orangutan Outreach et nous utilisons des iPads
											pour aider à stimuler et enrichir les animaux,
											également pour contribuer
à l'amélioration de leur conscience
											pour ces animaux en danger de disparition.
											Ils partagent 97 % de notre ADN
											et sont incroyablement intelligents,
											c'est donc très excitant
de penser à toutes les opportunités
											que nous avons grâce à la technologie et à Internet
											pour enrichir vraiment leurs vies
et ouvrir leur monde.
											Nous sommes vraiment excités par la possibilité
											d'un internet inter-espèces.
											et K.J a vraiment apprécié la conférence.
									","
											Terri Cox: Hi, Ich bin Terri Cox
											im Cameron Park Zoo in Waco, Texas,
											und bei mir sind KeraJaan und Mei,
											zwei Orang-Utans aus Borneo.
											Tagsüber haben sie ein schönes
weitläufiges Habitat,
											und nachts kommen sie in dieses Habitat,
											in ihre Nachtquartiere,
											wo sie ein klimakontrolliertes,
											sicheres Umfeld zum Schlafen haben.
											Wir beteiligen uns 
am Programm ""Orangutan Outreach"",
											im Rahmen von ""Apps für Menschenaffen""
und wir benutzen iPads,
											um die Tiere zu motivieren und zu bereichern,
											sowie Aufmerksamkeit auf diese
											stark gefährdeten Arten zu lenken.
											Sie teilen mit uns 97% unser DNA
											und sind unwahrscheinlich intelligent.
											Es ist also sehr spannend, 
an all diese Möglichkeiten
											zu denken, die wir via 
Internet und Technologie haben,
											um ihr Leben zu bereichern 
und ihre Welt zu öffnen.
											Wir sind auf die Möglichkeiten
											eines Interspezies-Internet richtig gespannt.
											K.J. hat diese Konferenz sehr genossen.
									","
											Terri Cox: Merhaba, ben Teksas, Waco'daki
											Cameron Park Hayvanat Bahçesinden Terri Cox.
											Burada benimle birlikte KeraJaan ve Mei var.
											Borneo orangutanlarımızdan ikisi.
											Gün içinde güzel, geniş açık yaşam alanları var.
											Gece de bu yaşam alanına...
											gece barınaklarına geliyorlar.
											Burada uyuyabilecekleri klima kontrollü ve
											güvenli bir çevre var.
											Maymunlar için uygulamalar programından
											Orangutan Destek programına katılıyoruz ve güdülenmelerine yardımcı olmak,
											hayvanlara değer katmak ve
											tehlike altındaki bu hayvanlar adına...
											farkındalık yaratmak için iPadleri kullanıyoruz.
											Bunlar bizim DNAmızın yüzde 97'sini paylaşıyorlar
											ve inanılmaz derecede zekiler.
											Bu yüzden, dünyalarını aydınlatmak ve yaşamlarını
											zenginleştirmek için teknoloji ve internet sayesinde
											sahip olduğumuz imkanları düşünmek çok heyecan verici.
											Türlerarası internet ihtimali bile
											bizi heyecanlandırıyor.
											Konferans K.J.'nin çok hoşuna gitti zaten.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : C'est génial.
Lorsque nous avons répété hier soir,
											il s'est beaucoup amusé en regardant les éléphants.
											Le prochain groupe sont
les dauphins de l'aquarium National.
											Je vous en prie, allez-y.
									","
											NG: Großartig. Als wir letzte Nacht probten,
											hatte er viel Spaß, 
die Elefanten zu beobachten.
											Die nächste Gruppe sind die Delphine 
des ""National Aquarium"".
											Allison, leg los.
									","
											Neil Gershenfeld: Bu harika. Dün gece prova yaparken,
											filleri izleyerek eğlendi.
											Bir sonraki kullanıcı grup Milli Akvaryum'daki yunuslar.
											Lütfen buyurun.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Allison Ginsburg : Bonsoir.
											Et bien, mon nom est Allison Ginsburg,
											et nous sommes à Baltimore à l'Aquarium National.
											Avec moi, il y a trois de nos huit Grands Dauphins
											Chesapeake qui a 20 ans, 
il est le premier dauphin né ici,
											sa fille de 4 ans Bayley,
											et sa demi-sœur, de 11 ans, Maya.
											Maintenant, ici à l'aquarium national
											nous sommes engagés 
dans l'excellence des soins aux animaux,
											pour la recherche et la conservation.
											Les dauphins sont vraiment intrigués
par ce qui ce passe ici ce soir.
											Ils ne sont pas vraiment habitués
à avoir des caméras ici
											à 8 heures du soir.
											En plus de ça, nous sommes engagés dans
											différents types de recherche.
											Comme Diana l'a mentionné, 
nos animaux sont impliqués
											dans différentes études scientifiques.
									","
											Allison Ginsburg: Guten Abend.
											Ich bin Allison Ginsburg
											und wir sind live in Baltimore 
im National Aquarium.
											Bei mir sind 8 große Tümmler:
											Die 20-jährige Chesapeake,
unser erster hier geborener Delphin,
											ihre 4 Jahre alte Tochter Bayley
											und ihre Halbschwester, die 11 Jahre alte Maya.
											Wir befinden uns im National Aquarium,
											wir engagieren uns für herausragende Tierpflege,
											für die Forschung und die Erhaltung.
											Die Delphine sind schon ganz gespannt, 
was sie heute Nacht erwartet.
											Sie sind die Kameras nicht gewohnt
											um 8 Uhr abends.
											Zusätzlich sind wir auch sehr interessiert
											an unterschiedlichen Forschungsrichtungen.
											Wie Diana erwähnte, sind unsere Tiere
											an vielen verschiedenen Studien beteiligt.
									","
											Allison Ginsburg: iyi akşamlar.
											Şey, benim adım Allison Ginsburg.
											Baltimore'daki Milli Akvaryum'dan canlı bağlanıyoruz.
											Benimle birlikte şu an sekiz şişe burunlu atlantik yunusundan üçü var.
											Biri burada doğan ilk yunusumuz, yirmi yaşındaki Chesapeake,
											diğeri dört yaşındaki kızı Bayley...
											...ve bir diğeri de onun yarım kardeşi on bir yaşındaki Maya.
											Şimdi, Milli Akvaryum olarak,
											hayvan bakımında mükemmeliyet,
											koruma ve araştırma için çalışıyoruz.
											Bu gece burada ne olduğu ile ilgili yunusların biraz kafası karıştı.
											Gece 8'de kameraların burada olmasına...
											...pek de alışık değiller.
											Ayrıca farklı türde araştırmalar yapmak da
											amaçlarımız arasında.
											Diana'nın da bahsettiği gibi, bizim hayvanlarımız
											bir çok araştırmaya dahiller.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : Ça, c'est pour vous.
											Ok, c'est génial, merci.
											Et le troisième groupe d'utilisateurs, en Thaïlande,
											est Think Elephants. 
Allez-y Josh.
									","
											NG: Diese sind für dich.
											Okay, Klasse, danke.
											Und die dritte Gruppe in Thailand
											sind die ""Denkenden Elefanten"". Weiter Josh.
									","
											Neil Gershenfeld: Bunlar size.
											Peki, mükemmel, teşekkürler.
											Üçüncü kullanıcı grup Tayland'dan
											Think Elephants Kurumu. Buyur, Josh.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Josh Plotnik : Salut, mon nom est Josh Plotnik,
											et je suis avec Think Elephants International,
											nous sommes dans le Triangle d'Or en Thaïlande
											avec la fondation Golden Triangle Asian Elephant.
											Il y a 26 éléphants ici,
											et nos recherches portent sur l'évolution 
de l'intelligence avec les éléphants,
											mais notre fondation Think Elephant s'emploie
											à amener les éléphants 
dans les classes du monde entier,
											virtuellement comme ici, en montrant aux gens
											à quel point ces animaux sont incroyables.
											Nous sommes donc capables 
d'amener la caméra sur l'éléphant,
											de mettre de la nourriture dans la bouche de l'éléphant,
											et de montrer aux gens 
ce qui se passe dans leur bouche,
											et de montrer à tous sur la planète
											à quel point ces animaux sont vraiment incroyables.
									","
											Josh Plotnik: Hi, ich bin Josh Plotnik
											und ich arbeite bei ""Think Elephants International""
											und wir befinden uns 
im Goldenen Dreieck Thailands
											mit den Elefanten 
der Golden Triangle Asian Elephant Foundation.
											Wir haben 26 von ihnen hier.
											Der Fokus unserer Forschung bezieht sich
auf die Evolution der Intelligenz bei Elefanten,
											aber unsere Stiftung ""Think Elefants"" 
ist darauf fokussiert,
											Elefanten auf der ganzen Welt 
zur Schule zu bringen,
											wie hier zu sehen ist, und den Menschen
											zu zeigen, wie außergewöhnlich sie sind.
											Wir sind in der Lage, die Kamera
auf den Elefanten zu platzieren,
											ihnen etwas zu essen ins Maul zu legen
											und zu zeigen, was im Maul passiert,
											und allen Menschen auf der Welt zeigen,
											wie unglaublich diese Tiere sind.
									","
											Josh Plotnik: Merhaba, Benim adım Josh Plotnik.
											Uluslararası Think Elephants Kurumu'nda çalışıyorum.
											Şu an burada, Tayland'ın Altın Üçgeni'ndeyiz.
											Yanımızda Altın Üçgen Asya Filleri Kurumu'nun filleri var.
											Burada 26 filimiz var
											ve araştırmalarımız fillerde zekanın evrimi üzerine odaklanmış durumda.
											Ancak Think Elephant Kurumumuz filleri...
											bu şekilde sanal olarak dünyanın her yerindeki okullara
											taşımayı ve bu hayvanların ne kadar da inanılmaz olduğunu
											insanlara göstermeyi amaçlıyor.
											Kamerayı tam olarak file doğru yaklaştırabiliyoruz,
											filin ağzına yiyecek koyabiliyoruz ve
											insanlara ağzında neler olduğunu gösterebiliyoruz ve
											dünyanın her yerinde insanlara bu hayvanların
											gerçekten de ne kadar inanılmaz hayvanlar olduklarını gösteriyoruz.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : Ok, c'est génial. Merci Josh.
											Et encore une fois, 
nous avons construit de grandes relations
											parmi eux juste depuis que nous répétons.
											Donc maintenant si nous pouvons 
revenir à l'autre ordinateur,
											nous commencions à penser à la façon d'intégrer
											le reste de la biomasse de la planète à Internet,
											et nous avons rencontré
la personne la plus capable
											que je connaisse, c'est-à-dire Vint Cerf,
											un des fondateurs d'Internet. Vint ?
									","
											NG: Okay, sehr schön. Danke Josh.
											Und ein weiteres Mal haben wir
tolle Beziehungen aufgebaut
											unter ihnen, bei der Probe.
											Gehen wir zum anderen Computer zurück.
											Wir dachten darüber nach, wie wir den Rest
											der Biomasse unseres Planeten
ins Internet integrieren könnten
											und wir wendeten uns 
an die passendste Person,
											die mir einfiel, nämlich Vint Cerf,
											einer der Gründer des Internets, Vint?
									","
											Neil Gershenfeld: Tamam, mükemmel. Teşekkürler Josh.
											Bir kez daha prova yapmaya başladığımızdan beri
											mükemmel ilişkiler kuruyoruz zaten.
											Bu noktada, diğer bilgisayara geri geçebilirsek,
											gezegendeki biyokütlenin geri kalanını...
											internete nasıl entegre edebileceğimizi düşünmeye başlıyorduk
											ve düşünebileceğim muhtemel en iyi
											...kişiye, yani Vint Cerf'e gittik.
											Kendisi bize interneti bahşeden kuruculardan biridir. Vint?
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											VC : Merci, Neil.
									","
											VC: Danke, Neil.
									","
											Vint Cerf: Teşekkürler, Neil.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Il y a très longtemps dans une galaxie 
— oups, mauvais discours,
											Il y a quarante ans, Bob Kahn et moi
											avons créé Internet.
											Il y a trente ans, nous l'avons allumé.
											L'année dernière, nous avons allumé
l'Internet dans sa version aboutie.
											Vous avez utilisé une version expérimentale
											durant les 30 dernières années.
											La version aboutie, elle, utilise la version 6 d'IP.
											Elle a 3,4 fois 10 puissance 38
terminaisons possibles.
											C'est un chiffre que seul ce public peut apprécier.
											Mais il mène à ce qui vient après.
											Quand Bob et moi avons conçu ça,
											nous pensions que nous étions en train de construire un système pour connecter des ordinateurs.
											Ce que nous avons rapidement découvert
											c'est que c'était un système 
pour connecter les gens.
											Et ce que vous avez vu ce soir
											vous montre que nous ne devrions pas 
restreindre ce réseau
											à une seule espèce,
											que ces autres espèces intelligentes
et douées de conscience
											devraient également faire partie du système.
											A propos, c'est le système tel qu'il est aujourd'hui.
											C'est à ça que ressemble Internet pour un ordinateur
											qui essaye de comprendre où le trafic
											est supposé aller.
											C'est généré par un programme
											qui regarde la connectivité d'Internet
											et comment les différents réseaux
sont connectés entre eux.
											Il y a environ 400 000 réseaux, interconnectés,
											qui fonctionnent indépendamment 
grâce à 400 000 opérateurs
											et la seule raison qui fait que ça fonctionne
											c'est parce qu'ils utilisent 
tous les mêmes protocoles TCP/IP.
									","
											Es war einmal in einer Galaxie – 
ups, falsches Skript.
											Vor 40 Jahren haben Bob Khan und ich
											das Internet designt.
											Vor 30 Jahren schalteten wir es ein.
											Erst letztes Jahr schalteten wir 
die Live-Version ein.
											Ihr habt die Testversion benutzt,
											die letzten 30 Jahre.
											Die Live-Version benutzt die IP Version 6.
											Es hat 3,4 mal 10 hoch 38 mögliche Kabelendverschlüsselungen.
											Nur der Kongress kann diese Zahl wertschätzen.
											Aber es führt uns zu dem, was kommt.
											Als Bob und ich dies entwarfen,
											dachten wir, wir stellten ein System her,
das Computer miteinander verbindet.
											Wir merkten aber ziemlich schnell,
											dass wir ein System erstellt hatten,
das Menschen miteinander verbindet.
											Was ihr heute Abend gesehen habt,
											sagt euch, wir sollten dieses Netzwerk nicht nur
											einer Spezies zugänglich machen,
											andere, intelligente, fühlende Spezies
											sollten ebenfalls Teil dieses Systems werden.
											Übrigens sieht so das System heute aus.
											So sieht Internet für einen Computer aus,
											der gerade herausfindet, wohin der Verkehr
											gehen soll.
											Es wird von einem Programm generiert,
											das die Konnektivität des Internets erforscht
											und wie alle Netzwerke 
miteinander zusammenarbeiten.
											Es gibt 400.000 
miteinander verbundene Netzwerke,
											die unabhängig von 400.000 
verschiedenen Agenturen betrieben werden
											und es funktioniert bloß deshalb,
											weil alle denselben Standard
an TCP/IP Protokollen benutzen.
									","
											Galaksinin birinde yıllar önce —- ayy, yanlış metin.
											Kırk yıl önce, Bob Kahn ve ben...
											internetin tasarımını yaptık.
											Otuz yıl önce, interneti başlattık.
											Tam olarak geçen yıl internet ürününü başlattık.
											Geçtiğimiz 30 yıl boyunca
											deneme sürümünü kullanıyordunuz.
											Ürün sürümü altıncı IP sürümünü kullanıyor.
											38. muhtemel bitişe 3.4 çarpı 10.
											Bu sadece meclisin takdir edebileceği bir sayı.
											Ancak sonra gelecek olana götürüyor.
											Bob ve ben bu tasarımı yaptığımızda,
											bilgisayarları birbirine bağlayan bir sistem kurduğumuzu düşünüyorduk.
											Çok çabuk farkına vardık ki
											bu aslında insanları birbirine bağlayan bir sistemmiş.
											Bu gece burada gördükleriniz size
											bu ağı sadece bir türe kısıtlamamanızı
											ve diğer akıllı ve bilinçli türlerin de
											bu sistemin bir parçası olması
											...gerektiğini söylüyor.
											Bu arada, sistem günümüzde böyle gözüküyor.
											Bu, trafiğin ne yöne akması gerektiğini çözmeye
											çalışan bir bilgisayara
											internetin görünüş şekli.
											Bu, internet bağlantısına
											çeşitli ağların birbirine nasıl bağlandığına bakan
											bir program tarafından üretildi.
											400.000 işletim şirketi tarafından bağımsız olarak işletilen,
											birbirine bağlı yaklaşık 400.000 ağ var.
											Bunun çalışmasının tek sebebi
											hepsinin aynı standart TCP/IP protokolünü kullanmaları.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Bien, vous savez où ça nous mène.
											L'Internet des Objets nous dit
											que de nombreux appareils et équipements
											vont également devenir
partie intégrante du système :
											les appareils que vous utilisez à la maison,
											que vous utilisez dans vos bureaux,
											que vous emmenez avec vous
ou dans votre voiture.
											C'est l'Internet des Objets qui arrive.
											Maintenant, ce qui est important 
au sujet de ce que ces gens font
											c'est qu'ils commencent à apprendre
											comment communiquer avec les espèces
											qui ne sont pas nous
											mais qui partagent
un environnement sensoriel commun.
											Nous commençons à explorer ce que cela signifie
											de communiquer avec quelque chose
											qui n'est pas seulement une autre personne.
											Et bien, vous pouvez voir ce qui arrive après.
											Tous les types d'être conscients
											pourraient être connectés à travers ce système,
											j'ai hâte de voir ces expériences se dérouler.
									","
											Ihr wisst, worauf ich hinaus will.
											Das Internet der Dinge lehrt uns,
											dass eine Menge 
computerbasierter Geräte
											auch Teil dieses Systems werden werden:
											Geräte im Haushalt,
											im Büro oder solche,
											die man bei sich oder im Auto hat.
											Das ist das Internet der Dinge, das bald da ist.
											Wichtig bei der Sache ist aber,
											dass Menschen lernen,
											wie mit anderen Spezies 
kommuniziert werden kann,
											die nicht wir sind,
											aber dieselbe Umwelt teilen.
											Wir lernen, was es bedeutet,
											mit jemandem zu kommunizieren,
											der nicht bloß ein anderer Mensch ist.
											Ihr seht also was kommt.
											Vielerlei Arten von fühlenden Kreaturen
											werden vielleicht durch dieses System
miteinander verbunden sein
											und ich kann es kaum erwarten, 
dieses Experiment zu erleben.
									","
											Yani bunun nereye gittiğini biliyorsunuz.
											Nesnelerin İnterneti bize
											bir çok bilgisayar tabanlı uygulamaların ve aygıtların
											bu sistemin bir parçası olacağını söylüyor.
											Yani, evde kullandığınız,
											ofislerinizde kullandığınız,
											arabanızda veya yanınızda taşıdığınız uygulamalar.
											Gelen Nesnelerin İnterneti.
											Şimdi, bu insanların yaptıkları işin önemli olan kısmı...
											...bizden olmayan ama
											bizimle aynı duyum alanını paylaşan türlerle
											nasıl iletişim kurulacağını
											öğrenmeye başlamalarıdır.
											Başka bir insan olmayan bir şeyle
											nasıl iletişim kurulduğunu
											keşfetmeye başlıyoruz.
											Bir sonraki adımı görebiliyorsunuzdur.
											Bu sistem yoluyla duyu yetisine sahip tüm varlıklarla
											bağlantı kurulabilir.
											Bu deneylerin sonuçlarını sabırsızlıkla bekliyorum.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
