en,pt,es,fr,de,title,speaker,duration,tags
"
											And so what does that look like,
											20 billion dollars,100 dollars a ton?
											That requires us to build
200 synthetic forests,
											each capable of capturing
a million tons of CO2 per year.
											That adds up to about five percent
of US annual emissions.
											It doesn't sound like much.
											Turns out, it's actually significant.
											If you look at the emissions
associated with long-haul trucking
											and commercial aircraft,
											they add up to about five percent.
											Our dependence on liquid fuels
makes these emissions
											really difficult to avoid.
											So this investment
could absolutely be significant.
									","
											Então, que tal?
											20 mil milhões de dólares, 
100 dólares a tonelada?
											Para isso é necessário contruirmos
200 florestas sintéticas,
											cada uma capaz de captar
um milhão de toneladas de CO2 por ano.
											Isso compara com cerca de 5%
das emissões anuais dos EUA.
											Não parece muito.
											Mas acaba por ser significativo.
											Se olharmos para as emissões associadas
a camiões de longa distância
											e à aviação comercial,
											elas somam cerca de 5%.
											A nossa dependência dos combustíveis
líquidos faz com que estas emissões
											sejam muito difíceis de evitar.
											Por isso, este investimento poderá
ser absolutamente significativo.
									","
											¿Cómo sería USD 20 mil millones
a USD 100 la tonelada?
											Para ello, hay que construir
200 bosques sintéticos,
											cada uno con capacidad de capturar
un millón de toneladas de CO2 por año.
											Eso representa cerca del 5 % 
de las emisiones anuales en EE. UU.
											No parece mucho,
											pero es, en realidad, muy significativo.
											Las emisiones generadas
por el transporte de larga distancia
											y las aerolíneas comerciales,
											suman alrededor del 5 %.
											Nuestra dependencia 
de los combustibles líquidos
											hace que estas emisiones
sean muy difíciles de evitar.
											Así que esta inversión podría
ser completamente significativa.
									","
											Mais à quoi ça ressemble
											20 milliards de dollars, 
100 dollars par tonne ?
											Ça nécessite 200 forêts synthétiques,
											chacune capable de capturer
un million de tonnes de CO2 par an.
											Ça diminue les émissions annuelles
des États-Unis de 5%.
											Ça ne paraît pas énorme.
											Mais en réalité, c'est très important.
											Si l'on prend les émissions
liées au transport routier
											et au transport aérien,
											ça nous donne 5%.
											Notre dépendance sur les carburants
liquides rend ces émissions
											difficiles à éviter.
											Donc cet investissement
peut vraiment faire la différence.
									","
											Also wie würde das aussehen,
											20 Milliarden Dollar,
100 Dollar pro Tonne?
											Das würde von uns verlangen,
200 künstliche Wälder zu bauen,
											die jeweils eine Millionen Tonnen CO2
pro Jahr einfangen können.
											Das summiert sich auf etwa 5 %
der jährlichen Emissionen der USA.
											Es hört sich nicht viel an.
											Aber es ist tatsächlich signifikant.
											Beim Blick auf die Emissionen
der Langstreckenfahrten von LKW
											und des kommerziellen Flugverkehrs
											summieren diese sich auf etwa 5 %.
											Unsere Abhängigkeit von Flüssigtreibstoff
macht es wirklich schwierig,
											diese Emissionen zu vermeiden.
											Also könnten diese Investitionen
absolut signifikant sein.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											Now, what would it take
in terms of land area to do this,
											200 plants?
											It turns out that they would take up
about half the land area of Vancouver.
											That's if they were fueled by natural gas.
											But remember the downside
of natural gas — it also emits CO2.
											So if you use natural gas
to do direct air capture,
											you only end up capturing
about a third of what's intended,
											unless you have that
clever approach of co-capture
											that Carbon Engineering does.
											And so if we had an alternative approach
											and used wind or solar to do this,
											the land area would be
about 15 times larger,
											looking at the state of New Jersey now.
											One of the things that I think about
in my work and my research
											is optimizing and figuring out
where we should put these plants
											and think about
the local resources available —
											whether it's land, water,
cheap and clean electricity —
											because, for instance,
you can use clean electricity
											to split water to produce hydrogen,
											which is an excellent, carbon-free
replacement for natural gas,
											to supply the heat required.
									","
											Agora, em termos de terreno,
											quanto custaria fazer 200 florestas?
											Acontece que isso ocuparia cerca
de metade da área de Vancouver.
											Isto, se fossem abastecidas
por gás natural.
											Mas lembrem-se do aspeto negativo
do gás natural - também emite CO2.
											Por isso, se usarmos gás natural
para fazer a captação direta do ar,
											apanhamos apenas um terço
daquilo que era suposto,
											a menos que usemos a abordagem inteligente
											que a Carbon Engineering usa.
											Por isso, se tivéssemos
uma abordagem alternativa
											e usássemos o vento
ou o sol para isso,
											a área de terreno seria cerca
de 15 vezes maior,
											desta vez, do tamanho
do estado de Nova Jersey.
											Uma das coisas que penso
no trabalho e na investigação
											é otimizar e imaginar onde devíamos
pôr estas florestas
											e pensar nos recursos
locais disponíveis
											- se há terra, água,
eletricidade limpa e barata -
											porque, por exemplo,
podemos usar eletricidade limpa
											para separar a água para
produzir hidrogénio,
											que é um excelente substituto
livre de carbono para o gás natural,
											para fornecer o calor necessário.
									","
											¿Qué superficie terrestre 
se necesitaría para hacer esto?
											Doscientas plantas,
											que ocuparían cerca de la mitad
de la superficie de Vancouver.
											Esto, si funcionaran a gas natural.
											Pero recuerden que la desventaja
del gas natural es que también emite CO2.
											Y si usamos gas natural para capturar
CO2 directamente del aire,
											acabaremos captando alrededor
de un tercio de lo que se pretende,
											a menos que se use el sistema 
inteligente de la cocaptura
											aplicado por ""Carbon Engineering"".
											Si tuviéramos un sistema alternativo
y utilizáramos energía eólica o solar,
											la superficie debería ser 15 veces mayor,
como el tamaño de Nueva Jersey.
											Una de los temas que me ocupan
en mi trabajo y en mi investigación
											es optimizar estas plantas
y evaluar dónde instalarlas
											y pensar en los recursos
locales disponibles,
											ya sea tierra, agua, electricidad
asequible y no contaminante.
											Se puede usar, por ejemplo,
electricidad no contaminante
											para separar el agua y producir hidrógeno,
											que es un sustituto excelente del gas
natural — libre de carbono, además —
											para suministrar el calor necesario.
									","
											Mais quelle superficie
faudrait-il pour construire
											200 centrales ?
											Il faudrait la moitié
de la superficie de Vancouver,
											et ça seulement si
elles fonctionnaient au gaz naturel.
											Mais l'inconvénient du gaz naturel,
c'est qu'il émet du CO2.
											Donc en utilisant du gaz naturel
pour capturer le CO2,
											on ne capture qu'un tiers 
de ce que l'on veut
											sauf si l'on a la méthode
ingénieuse de co-capture
											que Carbon Engineering utilise.
											Mais si l'on avait une méthode différente
											et que l'on utilisait l'énergie 
solaire ou éolienne,
											la superficie serait 15 fois plus grande,
											donc à peu près l'État du New Jersey.
											Ce que j'essaye de faire
dans mon travail et mes recherches
											c'est optimisation et trouver
où l'on pourrait construire ces centrales,
											en prenant en compte 
les ressources locales,
											comme le terrain, l'eau,
l'électricité propre et peu coûteuse,
											parce que, par exemple,
on peut utiliser de l'énergie propre
											pour séparer l'hydrogène de l'eau,
											qui est une excellente alternative 
zéro carbone au gaz naturel,
											pour fournir la chaleur nécessaire.
									","
											Nun, was würde es an Land brauchen,
											für diese 200 Anlagen?
											Es zeigt sich, dass sie etwa die Hälfte
der Fläche von Vancouver benötigen.
											Wenn sie mit Erdgas betrieben werden.
											Aber erinnern Sie sich an den Nachteil von
Erdgas — es emittiert ebenfalls CO2.
											Wenn Sie also Erdgas nutzen
für die Direct Air Capture,
											enden Sie mit nur einem Drittel
des beabsichtigten CO2,
											außer Sie haben diesen klugen Ansatz
der Parallel-Erfassung,
											wie ihn Carbon Engineering hat.
											Wenn wir einen alternativen Ansatz hätten
											und Wind- oder Solarenergie nutzen würden,
											wäre die Fläche 15 mal größer,
											vergleichbar mit New Jersey.
											Eine Sache, über die ich bei meiner Arbeit
und Forschung nachdenke, ist es,
											geeignete Orte für diese Anlagen zu finden
											und lokal verfügbare Ressourcen
mit einzuberechnen —
											ob es jetzt Land, Wasser,
günstige und saubere Elektrizität ist —
											denn Sie können zum Beispiel
saubere Elektrizität bei der Elektrolyse
											nutzen, um Wasserstoff herzustellen,
											was eine ausgezeichnete, CO2-freie
Alternative zu Erdgas ist,
											um die benötigte Wärme zu liefern.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											But I want us to reflect a little bit
again on negative emissions.
											Negative emissions should not be
considered a silver bullet,
											but they may help us
if we continue to stall
											at cutting down on CO2
pollution worldwide.
											But that's also why we have to be careful.
											This approach is so alluring
that it can even be risky,
											as some may cling onto it as some kind
of total solution to our climate crisis.
											It may tempt people to continue
to burn fossil fuels 24 hours a day,
											365 days a year.
											I argue that we should not
see negative emissions
											as a replacement for stopping pollution,
											but rather, as an addition to an existing
portfolio that includes everything,
											from increased energy efficiency
											to low-energy carbon
											to improved farming —
											will all collectively get us on a path
to net-zero emissions one day.
									","
											Mas quero voltar a refletir um bocado
sobre as emissões negativas.
											As emissões negativas não devem
ser consideradas uma solução milagrosa,
											mas talvez possam ajudar,
											se continuarmos a deixar de reduzir
a poluição de CO2 no mundo todo.
											Mas também é por isso
que devemos ter cuidado.
											Esta abordagem é tão aliciante
que pode ser arriscada,
											porque muita gente pode agarrar-se a isso
											como a única solução
para a crise climática.
											Pode tentar as pessoas a continuar
a queimar combustível fóssil 24h por dia,
											365 dias por ano.
											Eu defendo que não devemos
encarar as emissões negativas
											como um substituto
para parar com a poluição,
											mas sim, como um contributo
para o portfólio existente que inclui tudo
											desde a eficiência energética melhorada
											ao carbono de baixa energia
											até à agricultura melhorada
											- tudo em conjunto conduzir-nos-á
às emissões zero, um dia.
									","
											Pero quiero que reflexionemos 
de nuevo sobre las emisiones negativas.
											Las emisiones negativas no deben
considerarse un remedio milagroso,
											pero pueden ayudarnos 
si seguimos atascados
											a la hora de reducir la polución
de CO2 a nivel mundial.
											Por eso tenemos que tener cuidado.
											Este método es tan atractivo
que hasta puede ser riesgoso,
											pues algunos pueden aferrarse a él
											como si fuera la solución
definitiva a la crisis climática.
											Puede tentar a la gente a quemar 
combustibles fósiles 24 horas al día,
											365 días al año.
											No deberíamos considerar
las emisiones negativas
											como un sustituto
para detener la polución,
											sino como un elemento más 
de un portafolio que ya existe
											y que incluye todo,
											desde una mayor eficiencia energética,
											al carbono de bajo consumo,
											a la agricultura mejorada.
											Algún día, todo esto nos llevará 
al camino de las emisiones negativas.
									","
											Mais revenons aux émissions négatives.
											Les émissions négatives 
ne sont pas la solution miracle,
											mais elles peuvent nous aider

											si l'on a du mal à réduire
les émissions mondiales de CO2.
											C'est pourquoi il faut aussi être prudent.
											Cette approche est si tentante
qu'elle peut être risquée,
											car certains peuvent la voir
											comme une solution complète
à la crise climatique
											et peuvent être tentés de continuer
à brûler des énergies fossiles
											24h sur 24, 7 jours sur 7.
											Selon moi, il ne faut pas croire
que les émissions négatives
											nous dispensent de diminuer la pollution,
											mais elles s'ajoutent plutôt
à un ensemble de solutions,
											comme un meilleur rendement énergétique,
											un carbone utilisant peu d'énergie
											et une agriculture responsable.
											Tout ça nous aidera à atteindre
l'objectif zéro émission.
									","
											Ich möchte aber nochmal auf negative
Emissionen zurückkommen.
											Negative Emissionen sollten nicht als
Patentrezept angesehen werden,
											aber sie können uns helfen,
wenn wir es weiterhin nicht schaffen,
											die weltweite Verschmutzung
durch CO2 zu reduzieren.
											Aber das ist auch ein Grund,
warum wir vorsichtig sein müssen.
											Dieser Ansatz ist so verführerisch,
dass es riskant sein kann,
											da manch einer sich daran festhalten kann
als Gesamtlösung unserer Klimakrise.
											Es kann Menschen dazu verführen,
weiter fossile Brennstoffe zu verbrennen,
											24 Stunden am Tag, 365 Tage im Jahr.
											Ich plädiere dafür,
dass wir negative Emissionen
											nicht als Ersatz dafür sehen,
dass wir die Verschmutzung stoppen,
											sondern als Zusatz zu einem exisiterenden
Portfolio, das alles beinhaltet,
											von erhöhter Energieeffizienz
											über energiearmes CO2
											zu verbesserter Landwirtschaft —
											das alles wird uns gemeinsam
auf den Weg zur Klimaneutralität bringen.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											A little bit of self-reflection:
											my husband is an emergency physician.
											And I find myself amazed
by the lifesaving work
											that he and his colleagues
do each and every day.
											Yet when I talk to them
about my work on carbon capture,
											I find that they're equally amazed,
											and that's because combatting
climate change by capturing carbon
											isn't just about saving a polar bear
											or a glacier.
											It's about saving human lives.
									","
											Um pouco de autorreflexão:
											o meu marido é um médico de urgências.
											E eu dou por mim maravilhada
com o trabalho de salvamento de vidas
											que ele e os seus colegas
fazem todos os dias.
											No entanto, quando eu lhes falo
do meu trabalho para captação de carbono,
											eles ficam igualmente maravilhados,
											porque combater a alteração
climática, captando o carbono
											não é apenas salvar o urso polar
ou um glaciar.
											É salvar vidas humanas.
									","
											Un poco de autorreflexión.
											Mi marido es médico de urgencias.
											Y me maravilla el trabajo
que él hace con sus colegas
											para salvar vidas todos los días.
											Y cuando hablo con ellos
de mi trabajo para capturar carbono,
											veo que ellos también se maravillan.
											Y eso es porque combatir el cambio 
climático capturando el carbono,
											no se trata solo de salvar
un oso polar o un glaciar.
											Se trata de salvar vidas humanas.
									","
											Un peu d'introspection :
											mon mari est médecin urgentiste.
											Lui et ses collègues
sauvent des vies chaque jour,
											et ça m'impressionne vraiment.
											Mais quand je leur parle
de mon travail sur le carbone,
											ils sont tout aussi impressionnés,
											car combattre le changement climatique
en retirant le carbone de l'air
											ne sauve pas seulement un ours polaire
											ou un glacier,
											c'est sauver des vies humaines.
									","
											Ein kleines bisschen Selbstreflektion:
											mein Ehemann ist Notarzt.
											Und ich bin immer wieder fasziniert
über die lebensrettende Arbeit,
											die er und seine Kollegen
jeden Tag leisten.
											Dennoch, wenn ich mit ihnen
über meine Arbeit spreche,
											merke ich, dass sie genauso
beeindruckt davon sind,
											denn, den Klimawandel durch Entfernen
von CO2 zu bekämpfen,
											ist nicht nur die Rettung eines Eisbären
											oder eines Gletschers.
											Es geht um die Rettung von Menschen.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											A synthetic forest may not ever be
as pretty as a real one,
											but it could just enable us
to preserve not only the Amazon,
											but all of the people
											that we love and cherish,
											as well as all of our future generations
											and modern civilization.
									","
											Uma floresta sintética pode nunca
vir a ser tão bonita como uma real,
											mas pode permitir-nos preservar
não apenas a Amazónia,
											mas todas as pessoas
											que nós amamos e valorizamos,
											assim como as nossas futuras gerações
											e a civilização moderna.
									","
											Puede que un bosque sintético nunca
llegue a ser tan bello como uno de verdad,
											pero podría permitirnos 
preservar no solo el Amazonas
											sino a todas las personas
que queremos y valoramos,
											además de las generaciones futuras
											y la civilización moderna.
									","
											Une forêt synthétique ne sera jamais
aussi belle qu'une vraie forêt,
											mais elle pourrait nous aider
à sauver non seulement l'Amazonie,
											mais aussi tous les êtres
											qui nous sont chers,
											ainsi que les générations futures
											et la civilisation moderne.
									","
											Ein künstlicher Wald ist vielleicht
niemals so schön wie ein echter,
											aber er könnte es uns ermöglichen,
nicht nur den Amazonas zu bewahren,
											sondern all die Menschen,
											die wir lieben,
											und genauso all unsere
zukünftigen Generationen
											und modernen Zivilisationen.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias.
									","
											Merci.
									","
											Vielen Dank.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
