en,pt,es,tr,fr,title,speaker,duration,tags
"
											We questioned everything:
											What is a planet?
											When is a planet no longer
a planet anymore?
											We played with new ideas.
											We had to get rid
of our old way of thinking,
											and by playing, I could
throw away all of the data,
											all of the rules of the real world,
											and free my mind to explore.
											And by making a mental space
											where I could try out outrageous ideas
											and then bring them back
into the real world to test them,
											I could learn.
											And by playing, we learned so much.
											I combined my lab experiments
with computer models
											and discovered that
after most giant impacts,
											the Earth is so hot, there's no surface.
											There's just a deep layer of gas
that gets denser and denser with depth.
											The Earth would have been like Jupiter.
											There's nothing to stand on.
											And that was just part of the problem.
											I wanted to understand the whole problem.
											I couldn't let go of the challenge
to figure out what was really going on
											in giant impacts.
											It took almost two years
											of throwing away old ideas
											and building new ones
											that we understood the data
											and knew what it meant for the Moon.
									","
											Questionamos tudo.
											O que é um planeta?
											Quando é que um planeta
deixa de ser um planeta?
											Brincávamos com novas ideias.
											Tivemos de pôr de lado
a nossa velha forma de pensar
											e, brinca brincando,
abandonei todos os dados,
											todas as regras do mundo real
											e libertei o meu espírito
para poder explorar.
											Abrindo um espaço mental
											em que podia tentar ideias extravagantes,
											e depois trazê-las ao mundo real
para as testar,
											conseguiria aprender.
											Brinca, brincando, aprendemos muito.
											Combinei as experiências de laboratório
com os modelos de computador
											e descobri que, depois da maioria
dos impactos gigantes,
											a Terra está tão quente
que não há superfície.
											Há só uma espessa camada de gás
cada vez mais densa com a profundidade.
											A Terra teria sido como Júpiter.
											Não havia nada onde pôr o pé.
											E essa era apenas uma parte do problema.
											Eu queria perceber o problema total.
											Não podia abandonar o desafio
de perceber o que se estava a passar
											nos impactos gigantes.
											Demorei quase dois anos
a abandonar ideias antigas
											e a criar ideias novas
											para compreendermos os dados
											e perceber o que significam para a Lua.
									","
											Nos preguntamos todo:
											¿Qué es un planeta?
											¿Cuándo un planeta
deja de ser un planeta?
											Jugamos con nuevas ideas.
											Había que deshacerse
de antiguos conceptos,
											y jugando con las ideas, 
podía desechar todos los datos,
											todas las reglas del mundo real
y liberar mi mente para explorar.
											Y al hacer un espacio mental
donde probar ideas extravagantes,
											y traerlas de vuelta 
al mundo real para probarlas,
											podía aprender.
											Y jugando, aprendimos mucho.
											Combiné mis experimentos de laboratorio
con modelos computarizados
											y descubrí que luego de la mayoría
de los grandes impactos,
											la Tierra está tan caliente
que no hay superficie.
											Solo hay una profunda capa de gas que
se vuelve más densa con la profundidad.
											La Tierra habría sido como Júpiter.
											No hay donde pisar.
											Y eso era solo parte del problema.
											Yo quería entender todo el problema.
											No podía abandonar el desafío
de descifrar qué sucedía
											en los grandes impactos.
											Fueron casi dos años de desechar 
viejas ideas y crear nuevas,
											hasta entender los datos y saber
qué relación tenían con la Luna.
									","
											Her şeyi sorguladık:
											O bir gezegen miydi?
											Ne zaman bir gezegendi
ve ne zaman olmayı bıraktı?
											Yeni fikirlerle oynadık.
											Eski düşünme biçimimizden
kurtulmamız lazımdı
											ve oynayarak, tüm verileri,
gerçek dünyanın bütün kurallarını
											bir kenara atabilirdim
											ve keşfetmek için
zihnimi boşaltabilirdim.
											Acayip fikirleri deneyebileceğim
											ve sonra onları test etmek için
											gerçek dünyaya geri götürebileceğim
bir ruhsal alan yaratarak
											öğrenebilirdim.
											Oynayarak, çok şey öğrendik.
											Laboratuvar deneylerimi
bilgisayar modelleriyle birleştirdim
											ve en dev çarpışmalardan sonra
Dünya'nın çok sıcak olduğunu,
											bir yüzeyin olmadığını keşfettim.
											Yalnızca, derinlikle birlikte gittikçe
yoğunlaşan derin bir gaz katmanı var.
											Dünya Jüpiter gibi olabilirdi.
											Üzerinde durulacak bir şey yok.
											Problemin bir kısmı da bu.
											Bütün problemi anlamak istiyordum.
											Dev çarpışmalarda neler olduğunu
											çözmeye çalışma
mücadelesini bırakamıyordum.
											Eski fikirleri atıp
											verileri anladığımız
											ve Ay için ne anlama
geldiklerini bildiğimiz
											yeni fikirler üretmek
											neredeyse iki senemi aldı.
									","
											Nous avons tout remis en question :
											Qu'est-ce qu'une planète ?
											Quand une planète n'est-elle
plus une planète ?
											Nous avons joué avec de nouvelles idées.
											Nos anciennes mentalités
devaient disparaître
											et en jouant, je pouvais
jeter toutes les données,
											toutes les règles du monde réel
											et libérer mon esprit pour explorer.
											En créant un espace mental
											où je pouvais mettre en place
des idées extravagantes
											et ensuite les apporter
dans le monde réel pour les tester,
											je pouvais apprendre.
											En jouant, nous avons tellement appris.
											J'ai combiné mes expériences pratiques
avec des modèles informatiques
											et découvert qu'après la plupart
des impacts géants,
											la Terre est si chaude
qu'elle n'a pas de surface.
											Il y a juste une large couche de gaz
qui se densifie en profondeur.
											La Terre aurait été comme Jupiter.
											Elle n'aurait pas eu de surface solide.
											Et ce n'était qu'une partie du problème.
											Je voulais comprendre
l'ensemble du problème.
											Je ne pouvais pas abandonner et
ne pas savoir ce qu'il se passe vraiment
											lors des impacts géants.
											Nous avons passé près de deux ans
											à rejeter de vieilles idées
											et à en construire des nouvelles
											pour finalement comprendre les données
											et en déduire l'origine de la Lune.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											I discovered a new type
of astronomical object.
											It's not a planet.
											It's made from planets.
											A planet is a body whose self-gravity
											is strong enough to give it
its rounded shape.
											It spins around all together.
											Make it hotter and spin it faster,
											the equator gets bigger and bigger
until it reaches a tipping point.
											Push past the tipping point,
											and the material at the equator
spreads into a disk.
											It's now broken all the rules
of being a planet.
											It can't spin around together anymore,
											its shape keeps changing
as it gets bigger and bigger;
											the planet has become something new.
									","
											Descobri um novo tipo
de objeto astronómico.
											Não é um planeta,
											é feito a partir de planetas.
											Um planeta é um corpo
cuja gravidade própria
											é suficientemente forte
para lhe dar a sua forma redonda.
											Gira sobre si próprio.
											Se aquecer e girar mais depressa,
											o equador torna-se cada vez maior
até chegar a um ponto crítico.
											Passando esse ponto crítico,
											o material no equador
transforma-se num disco,
											quebrando todas as regras
de ser um planeta.
											Deixa de poder girar.
											A forma continua a mudar,
vai aumentando de tamanho.
											O planeta passa a ser uma coisa nova.
									","
											Descubrí un nuevo tipo
de objeto astronómico.
											No es un planeta.
											Está hecho de planetas.
											Un planeta es un cuerpo
cuya propia gravedad
											es lo suficientemente fuerte
para darle su forma redondeada.
											Gira en su conjunto.
											Si es más caliente y gira más rápido,
											el ecuador se hace cada vez más grande
hasta que llega a un punto crítico.
											Al sobrepasar ese punto crítico,
											el material del ecuador
se esparce y forma a un disco.
											Ahora rompió todas 
las reglas para ser un planeta.
											Ya no puede girar en conjunto,
											su forma sigue cambiando
a medida que se agranda,
											y el planeta se convirtió en algo nuevo.
									","
											Yeni bir tür astronomik obje keşfettim.
											Bir gezegen değildi.
											Gezegenlerden oluşuyordu.
											Gezegen, kendi yer çekimi
											ona yuvarlak şeklini verebilecek
kadar güçlü olan bir cisimdir.
											Hep birlikte kendi etrafında dönerler.
											Daha sıcak olursa ve daha hızlı dönerse,
											ekvator bir taşma noktasına
ulaşana kadar büyür ve büyür.
											Taşma noktasını iterek ilerler
											ve ekvatordaki materyal,
bir diske dönüşerek yayılır.
											Artık bir gezegen olmanın
bütün kurallarını yıkmıştır.
											Artık kendi etrafında dönemez,
											büyüdükçe ve büyüdükçe
şekli de değişmeye devam eder;
											gezegen yeni bir şey olmuştur.
									","
											J'ai découvert un nouveau type
d'objet astronomique.
											Ce n'est pas une planète.
											C'est fait à partir de planètes.
											Une planète est un corps
dont l'auto-gravité
											est assez forte pour lui donner
une forme arrondie.
											Tout tourne ensemble.
											Chauffez-la et faites-la
tourner plus vite :
											l'équateur s'élargit de plus en plus
jusqu'à un point critique.
											Dépassez le point critique
											et la matière à l'équateur
se répand dans un disque.
											Les règles concernant les planètes
sont désormais brisées.
											Elle ne tourne plus de manière homogène,
											la forme évolue sans cesse
à mesure qu'elle grandit ;
											la planète devient
quelque chose de nouveau.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											We gave our discovery its name:
											synestia.
											We named it after the goddess Hestia,
											the Greek goddess of the hearth and home,
											because we think the Earth became one.
											The prefix means ""all together,""
											to emphasize the connection
between all of the material.
											A synestia is what a planet becomes
											when heat and spin push it over the limit
of a spheroidal shape.
									","
											Demos um nome a esta descoberta:
											sinestia.
											Este nome tem origem na deusa Héstia,
											a deusa grega da lareira e do lar,
											porque pensamos que foi nisso
que a Terra se transformou.
											O prefixo significa ""tudo junto"",
											para sublinhar a ligação
entre todos os materiais.
											A sinestia é aquilo
em que um planeta se torna
											quando o calor e a rotação o levam
ao limite duma forma esferoide.
									","
											Le dimos un nombre
a nuestro descubrimiento:
											sinestia.
											Le dimos su nombre por Hestia,
diosa griega del corazón y el hogar,
											porque creemos que la Tierra
se convirtió en uno.
											El prefijo significa ""todo junto"",
											para hacer énfasis en la conexión
existente en su material.
											Una sinestia es en lo que se convierte
un planeta cuando el calor y su velocidad
											le hacen perder su forma esferoidal.
									","
											Keşfimize isim verdik:
											sinesti.
											Adını Hestia adlı tanrıçadan aldı,
											Yunan, aile ocağı tanrıçası,
											çünkü Dünya'nın da
öyle olduğunu düşünüyoruz.
											Ön eki ""hep birlikte"" anlamına geliyor,
											bütün materyaller arasındaki
bağlantıyı vurguluyor.
											Sinesti, ısı ve dönüşü
											onun küre şeklinin sınırını yıktığında,
gezegenin dönüştüğü şeydir.
									","
											Nous avons donné un nom
à notre découverte :
											la synestie.
											Nous l'avons nommée d'après Hestia,
											la déesse grecque
du foyer et de la maison,
											car nous pensons
que la Terre en est devenue une.
											Le préfixe signifie « ensemble »
											pour mettre l'accent sur le lien
entre tous les matériaux.
											Une synestie est ce qu'une planète devient
											quand la chaleur et la rotation dépassent
les limites de la forme sphéroïde.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											Would you like to see a synestia?
									","
											Gostavam de ver uma sinestia?
									","
											¿Quieren ver una sinestia?
									","
											Bir sinesti görmek ister misiniz?
									","
											Aimeriez-vous voir une synestie ?
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											(Cheers)
									","
											(Aplausos)
									","
											(Vítores)
									","
											(Tezahürat)
									","
											(Enthousiasme)
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											In this visualization
of one of my simulations,
											the young Earth is already spinning
quickly from a previous giant impact.
											Its shape is deformed, but our planet
would be recognizable
											by the water on its surface.
											The energy from the impact
vaporizes the surface,
											the water, the atmosphere,
											and mixes all of the gases together
in just a few hours.
											We discovered that many
giant impacts make synestias,
											but these burning, bright objects
don't live very long.
											They cool down, shrink
and turn back into planets.
											While rocky planets
like Earth were growing,
											they probably turned into synestias
one or more times.
									","
											Nesta visualização
de uma das minhas simulações,
											a jovem Terra já está a girar rapidamente
depois de um impacto gigante anterior.
											Está deformada, mas reconhecemos
o nosso planeta
											pela água à superfície.
											A energia provocada pelo impacto
											vaporiza a superfície,
a água, a atmosfera,
											e mistura todos os gases
em poucas horas.
											Descobrimos que muitos
impactos gigantes criam sinestias,
											mas estes objetos brilhantes,
a arder, não vivem muito tempo.
											Arrefecem, encolhem,
e voltam a ser planetas.
											Quando os planetas rochosos,
como a Terra, estavam a crescer,
											provavelmente transformaram-se
em sinestias mais do que uma vez.
									","
											En esta visualización
de una de mis simulaciones,
											la joven Tierra ya está 
girando a gran velocidad
											como resultado de un gran
impacto anterior.
											Ha perdido su forma, pero 
nuestro planeta es reconocible
											por el agua de su superficie.
											La energía del impacto vaporiza 
la superficie, el agua y la atmósfera,
											y mezcla todos los gases
en cuestión de horas.
											Descubrimos que muchos
grandes impactos crean sinestias,
											pero estos objetos ardientes
y brillantes no viven mucho tiempo.
											Se enfrían, se encogen
y vuelven a ser planetas.
											Mientras los planetas rocosos
como la Tierra estaban creciendo,
											probablemente se convirtieron
en sinestias una o más veces.
									","
											Simülasyonlarımdan bir tanesinin
bu görselleştirmesinde,
											genç Dünya, önceki dev bir
çarpışmayla hali hazırda dönüyor.
											Şekli bozulmuş, fakat gezegenimiz
											yüzeyindeki sudan tanınabilir.
											Çarpışmanın enerjisi yüzeyi, suyu,
											atmosferi buharlaştırıyor
											ve yalnızca birkaç saatte
bütün gazları karıştırıyor.
											Birçok dev çarpışmanın
sinestiler oluşturduğunu keşfettik,
											fakat bu yanan, parlak objeler
çok fazla yaşamıyorlar.
											Soğuyorlar, sönüyorlar
ve gezegene dönüşüyorlar.
											Dünya gibi kayalıklı gezegenler büyüyordu,
											muhtemelen bir veya daha fazla kez
sinestiye dönüştüler.
									","
											Dans cette représentation
d'une de mes simulations,
											la jeune Terre tourne déjà rapidement
à cause d'un précédent impact géant.
											Elle est déformée, mais notre planète
est reconnaissable
											grâce à l'eau à sa surface.
											L'énergie de l'impact vaporise la surface,
											l'eau, l'atmosphère
											et mélange tous les gaz ensemble
en quelques heures.
											Nous avons découvert que beaucoup
d'impacts géants forment des synesties
											mais ces objets enflammés et brillants
ne vivent pas longtemps.
											Ils se refroidissent, rétrécissent
et redeviennent des planètes.
											Les planètes rocheuses
comme la Terre, en grandissant,
											ont probablement été des synesties
une ou plusieurs fois.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											A synestia gives us a new way to solve
the problem of the origin of the Moon.
											We propose that the Moon formed
inside a huge, vaporous synestia.
											The Moon grew from magma rain
											that condensed out of the rock vapor.
											The Moon's special connection to Earth
											is because the Moon formed
inside the Earth
											when Earth was a synestia.
											The Moon could have orbited
inside the synestia for years,
											hidden from view.
											The Moon is revealed by the synestia
cooling and shrinking
											inside of its orbit.
											The synestia turns into planet Earth
											only after cooling
for hundreds of years longer.
											In our new theory,
											the giant impact makes a synestia,
											and the synestia divides
into two new bodies,
											creating our isotopically
identical Earth and Moon.
											Synestias have been created
throughout the universe.
											And we only just realized that
by finding them in our imagination:
											What else am I missing
in the world around me?
											What is hidden from my view
by my own assumptions?
									","
											Uma sinestia dá-nos uma nova forma
de resolver o problema da origem da Lua.
											Propomos que a Lua se formou
											no interior de uma enorme
sinestia vaporosa.
											A Lua cresceu a partir da chuva de magma
											que se condensou
a partir do vapor rochoso.
											A ligação especial da Lua com a Terra
											justifica-se porque a Lua
se formou dentro da Terra,
											quando a Terra era uma sinestia.
											A Lua poderá ter orbitado
dentro da sinestia, durante anos,
											oculta à vista.
											A Lua é revelada quando a sinestia
arrefece e encolhe
											dentro da sua órbita.
											A sinestia transforma-se
no planeta Terra,
											só depois de arrefecer
durante centenas de anos.
											Na nossa nova teoria,
											o impacto gigante cria uma sinestia
											e a sinestia divide-se
em dois novos corpos,
											criando a Terra e a Lua
idênticas quanto aos isótopos.
											Têm sido criadas sinestias 
por todo o universo.
											Só percebemos isso
através da nossa imaginação:
											que mais me escapa
no mundo à minha volta?
											O que está oculto à minha vista
pelos meus pressupostos?
									","
											Una sinestia nos da una nueva explicación
											para resolver el problema 
del origen de la Luna.
											Proponemos que la Luna se formó
dentro de una gran y vaporosa sinestia.
											La Luna se formó a partir 
de la lluvia de magma
											que se condensó por el vapor de la roca.
											La conexión especial
de la Luna con la Tierra
											es porque la Luna 
se formó dentro de la Tierra
											cuando la Tierra era una sinestia.
											La Luna pudo haber orbitado
dentro de la sinestia por años,
											oculta a la vista.
											La Luna aparece cuando la sinestia
se enfría y se encoge dentro de su órbita.
											La sinestia se convierte
en el planeta Tierra
											recién después de enfriarse
durante cientos de años.
											En nuestra nueva teoría,
el gran impacto forma una sinestia,
											y la sinestia se divide
en dos nuevos cuerpos,
											creando la Tierra y la Luna
isotópicamente idénticas.
											Las sinestias se formaron
en todo el universo.
											Y recién nos dimos cuenta de eso
usando nuestra imaginación.
											¿Qué otras cosas me estoy perdiendo
del mundo que me rodea?
											¿Qué se oculta de mi vista
por mis propias suposiciones?
									","
											Bir sinesti, bizlere ayın kökeni
sorununu çözmek için yeni bir yol sunar.
											Biz Ay'ın devasa, buharlı bir sinesti
içerisinde oluştuğunu öne sürüyoruz.
											Ay, kayalık buharından sıvılaşan
											magma yağmurundan oluştu.
											Ay'ın Dünya'yla özel bağlantısının nedeni
											Dünya bir sinestiyken
											Ay'ın Dünya içerisinde oluşmuş olmasıdır.
											Ay, yıllar boyunca sinesti içerisinde
yörüngeye oturabilirdi,
											gözlerden uzak olabilirdi.
											Ay, kendi yörüngesinde soğuyan
ve küçülen sinesti tarafından
											açığa çıkarılmıştır.
											Sinesti, yüz yıllar boyunca
soğuduktan sonra
											Dünya gezegenine dönüşür.
											Yeni teorimizde
											dev çarpışma bir sinestiyi oluşturur
											ve sinesti de iki yeni cisme bölünür,
											bu da izotop özelliğinde olan
özdeş Dünya ve Ay'ı oluşturur.
											Sinestiler evren boyunca yaratılmıştır.
											Bizlerse bunu, onları yalnızca
hayalimizde bularak fark ettik:
											Dünyada etrafımda olup
bitenler içerisinde neyi kaçırıyorum?
											Varsayımlarımın benim görüş açımdan
sakladıkları şey ne?
									","
											Un synestie offre une nouvelle façon
de déterminer l'origine de la Lune.
											Nous suggérons que la Lune se soit formée
au sein d'une énorme synestie vaporeuse.
											La Lune a été engendrée
par la pluie de magma
											condensée par la roche gazeuse.
											Le lien particulier
entre la Lune et la Terre
											est dû à la formation de la Lune
à l'intérieur de la Terre
											alors que la Terre était une synestie.
											La Lune a pu être en orbite
dans la synestie pendant des années,
											sans être visible.
											La Lune est révélée par le refroidissement
et le rétrécissement interne
											de la synestie au sein de son orbite.
											La synestie se transforme en planète Terre
											seulement après avoir refroidi
pendant des centaines d'années.
											Dans notre nouvelle théorie,
											l'impact géant crée une synestie
											et la synestie se divise
en deux nouveaux corps,
											ce qui fait naître la Terre et la Lune
et les rend isotopiquement identiques.
											Des synesties ont été formées
partout dans l'univers.
											Et nous venons de réaliser cela
en les trouvant dans notre imagination.
											Qu'est-ce qui m'échappe
dans le monde qui m'entoure ?
											Qu'est-ce que m'empêchent de voir
mes propres suppositions ?
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											The next time you look at the Moon,
											remember:
											the things you think you know
											may be the opportunity to discover
something truly amazing.
									","
											Da próxima vez que olharem para a Lua,
											não se esqueçam:
											as coisas que julgamos saber
											podem ser a oportunidade
de descobrir qualquer coisa fantástica.
									","
											La próxima vez que miren
a la Luna, recuerden:
											las cosas que creen saber
											pueden ser la oportunidad de descubrir
algo verdaderamente increíble.
									","
											Ay'a bir kez daha baktığınız zaman
											şunu hatırlayın:
											bildiğinizi düşündüğünüz şeyler,
											gerçekten mükemmel bir şey
keşfetme fırsatınız olabilir.
									","
											La prochaine fois
que vous regarderez la Lune,
											souvenez-vous de ceci :
											les choses que vous pensez savoir
											pourraient vous permettre de découvrir
quelque chose de vraiment incroyable.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
