en,pt,de,title,speaker,duration,tags
"
											Now, back then, this must have felt
like a dream come true.
											You had a patient
with a suspected bacterial infection,
											you gave him the antibiotic,
											and without really needing to know
anything else about the bacteria
											causing the disease,
											many of the patients recovered.
											And so as we developed
more and more antibiotics,
											they, rightly so, became the first-line
therapy for bacterial infections.
											And by the way, they have contributed
tremendously to our life expectancy.
											We are only able to do
complex medical interventions
											and medical surgeries today
											because we have antibiotics,
											and we don't risk the patient
dying the very next day
											from the bacterial infection that he might
contract during the operation.
									","
											Na altura, deve ter parecido 
um sonho tornado realidade.
											Imaginemos um doente
com suspeitas de uma infecção bacteriana,
											administrávamos-lhe o antibiótico,
											e sem precisar de saber mais nada
sobre a bactéria causadora da doença
											muitos dos doentes melhoravam.
											Assim, ao criarmos
cada vez mais antibióticos,
											estes tornaram-se a terapia de 
primeira linha para infecções bacterianas.
											E, diga-se, melhoraram imenso
a nossa esperança de vida.
											Actualmente realizamos 
intervenções médicas e cirurgias
											altamente complexas,
											e graças aos antibióticos,
											o doente não corre o risco
de morrer no dia seguinte
											com uma infecção bacteriana que possa
ter contraído durante a operação.
									","
											Das muss damals gewesen sein,
wie ein wahr-gewordener Traum.
											Einem Patienten mit Verdacht auf
eine bakterielle Infektion
											gab man ein Antibiotikum
											und ohne mehr über
die Bakterien wissen zu müssen,
											welche die Krankheit verursachten,
											genasen viele der Patienten.
											Während wir also immer mehr
Antibotika entwickelten
											wurden sie, zu Recht, die Standardtherapie
für bakterielle Infektionen.
											Sie haben unglaublich
zu unserer Lebenserwartung beigetragen.
											Heute können wir komplexe
medizinische Eingriffe und Operationen
											nur wegen Antibiotika durchführen,
											ohne zu riskieren, dass der Patient
am nächsten Tag
											an einer bakteriellen Infektion stirbt.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											So we started to forget about phages,
especially in Western medicine.
											And to a certain extent, even when
I was growing up, the notion was:
											we have solved bacterial infections;
we have antibiotics.
											Of course, today,
we know that this is wrong.
											Today, most of you
will have heard about superbugs.
											Those are bacteria
that have become resistant
											to many, if not all, of the antibiotics
that we have developed
											to treat this infection.
									","
											Então, começámos a esquecer os fagos,
principalmente na medicina ocidental.
											E em certa medida, ainda quando 
eu era novo, a ideia era:
											resolvemos o problema das infecções
bacterianas; temos os antibióticos.
											É claro que, hoje em dia,
sabemos que estávamos errados.
											Já devem ter ouvido falar 
em superbactérias.
											São bactérias que ficaram resistentes
											a vários, senão a todos,
os antibióticos que desenvolvemos
											para combater essas infecções.
									","
											Also haben wir Phagen, vor allem in der
westlichen Medizin, vergessen.
											Die Vorstellung während
meiner Kindheit war großteils:
											Wir haben mit Antibiotika die Lösung
für bakterielle Infektionen gefunden.
											Heute wissen wir natürlich,
dass das falsch ist.
											Die meisten haben schon
von Superbazillen gehört.
											Das sind Bakterien, die resistent sind
											gegen viele, wenn nicht alle,
der existierenden Antibiotika
											zur Behandlung dieser Infektion.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											How did we get here?
											Well, we weren't as smart
as we thought we were.
											As we started using
antibiotics everywhere —
											in hospitals, to treat and prevent;
at home, for simple colds;
											on farms, to keep animals healthy —
											the bacteria evolved.
											In the onslaught of antibiotics
that were all around them,
											those bacteria survived
that were best able to adapt.
											Today, we call these
""multidrug-resistant bacteria.""
											And let me put a scary number out there.
											In a recent study commissioned
by the UK government,
											it was estimated that by 2050,
											ten million people could die every year
from multidrug-resistant infections.
											Compare that to eight million deaths
from cancer per year today,
											and you can see
that this is a scary number.
									","
											Como chegámos a este ponto?
											Parece que não somos tão espertos 
quanto pensávamos.
											Conforme começámos a utilizar
antibióticos em todo o lado
											— em hospitais para tratamento e prevenção
e em casa para constipações,
											na pecuária, para manter o gado saudável —
											as bactérias foram evoluindo.
											Perante a investida que os antibióticos
desferiam contra elas,
											sobreviveram as bactérias
com melhor capacidade de adaptação.
											Hoje, chamamos-lhes 
""bactérias multirresistentes"".
											E deixem-me referir um número assustador.
											Um estudo recente pedido
pelo governo do Reino Unido
											estima que, pelo ano 2050,
											dez milhões de pessoas podem morrer
anualmente de infecções multirresistentes.
											Comparando isso com os oito milhões 
de mortes anuais por cancro,
											podemos ver o quão assustador
é este valor.
									","
											Wie ist es so weit gekommen?
											Tja, wir waren nicht so schlau,
wie wir dachten.
											Wir begannen Antibiotika
überall zu verwenden —
											in Kliniken, zur Behandlung und
Vorbeugung; privat, gegen Erkältungen;
											auf Farmen, um die Tiere
gesund zu halten —
											und die Bakterien passten sich an.
											Den Angriff von Antibiotika,
die sie überall umgaben,
											überlebten nur jene Bakterien,
die sich am besten anpassten.
											Heute nennen wir sie
""multiresistente Bakterien"".
											Ich präsentiere Ihnen
eine verstörende Zahl.
											Laut einer aktuellen Studie
der britischen Regierung
											wird geschätzt, dass bis 2050
jährlich 10 Millionen Menschen
											an multiresistenten Infektionen
sterben könnten.
											Verglichen mit den heutigen 8 Millionen
Krebstoten pro Jahr,
											ist das eine beängstigende Zahl.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											But the good news is,
phages have stuck around.
											And let me tell you, they are not
impressed by multidrug resistance.
									","
											A boa notícia é que os fagos
continuam connosco.
											E a multirresistência a antibióticos 
não os impressiona muito.
									","
											Die gute Nachricht ist,
dass Phagen immer noch da sind.
											Und ich sage Ihnen, Multiresistenz
kann sie nicht beeindrucken.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											They are just as happily killing
and hunting bacteria all around us.
											And they've also stayed selective,
which today is really a good thing.
											Today, we are able to reliably identify
a bacterial pathogen
											that's causing an infection
in many settings.
											And their selectivity will help us
avoid some of the side effects
											that are commonly associated
with broad-spectrum antibiotics.
											But maybe the best news of all is:
they are no longer an invisible microbe.
											We can look at them.
											And we did so together before.
											We can sequence their DNA.
											We understand how they replicate.
											And we understand the limitations.
											We are in a great place
											to now develop strong and reliable
phage-based pharmaceuticals.
									","
											Continuam a caçar e a destruir bactérias
ao nosso redor sem qualquer problema.
											E mantiveram-se selectivos,
o que é uma vantagem hoje em dia.
											Agora conseguimos identificar
exactamente qual a bactéria patogénica
											responsável por uma infecção
em vários contextos.
											E a sua selectividade ajuda a evitar
certos efeitos secundários
											normalmente associados
a antibióticos de largo espectro.
											Mas talvez a melhor notícia seja esta:
já não são um micróbio invisível.
											Agora podemos observá-los.
											Foi o que fizemos há pouco.
											Podemos fazer sequenciação do seu ADN.
											Podemos estudar como se replicam
											e compreender as suas limitações.
											Estamos numa óptima posição
											para desenvolver medicação à base 
de fagos que seja eficaz e segura.
									","
											Sie töten und jagen immer noch gerne
die Bakterien um uns herum.
											Und sie sind selektiv geblieben,
was heute eine sehr gute Sache ist.
											Wir können ein bakterielles Pathogen,
dass eine Entzündung verursacht,
											in vielen Umgebungen
verlässlich identifizieren.
											Ihre Selektivität wird uns helfen,
Nebenwirkungen zu vermeiden,
											die häufig mit Breitbandantibiotika
in Verbindung gebracht werden.
											Die wahrscheinlich beste Nachricht ist:
sie sind nicht länger unsichtbar.
											Wir können sie uns ansehen.
											Das haben wir gemeinsam getan.
											Wir können ihre DNA sequenzieren.
											Wir verstehen wie sie sich vermehren
											und kennen die Grenzen.
											Wir sind auf dem Weg,
											starke und verlässliche Phagen-basierte
Arzneimittel zu entwickeln.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											And that's what's happening
around the globe.
											More than 10 biotech companies,
including our own company,
											are developing human-phage applications
to treat bacterial infections.
											A number of clinical trials
are getting underway in Europe and the US.
											So I'm convinced
that we're standing on the verge
											of a renaissance of phage therapy.
											And to me, the correct way to depict
the phage is something like this.
									","
											E é isso que está a acontecer 
a nível global.
											Mais de 10 empresas de biotecnologia,
incluindo a nossa,
											estão a estudar como utilizar fagos
para tratar infecções bacterianas.
											Na Europa e nos EUA, já estão em curso 
vários ensaios clínicos.
											Por isso, estou convencido
											de que estamos perante a era
do Renascimento da fagoterapia.
											E para mim, a forma mais correcta 
de representar os fagos é esta.
									","
											Und das passiert auf der ganzen Welt.
											Mehr als 10 Biotech-Unternehmen,
unseres eingeschlossen,
											entwickeln Human-Phagen-Anwendungen
gegen bakterielle Infektionen.
											Einige klinische Studien werden in den
USA und Europa in die Wege geleitet.
											Ich bin überzeugt: wir sind am Rande
											einer Renaissance der Phagen-Therapie.
											Für mich sieht die richtige Weise
Phagen abzubilden so aus.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											To me, phages are the superheroes
that we have been waiting for
											in our fight against
multidrug-resistant infections.
									","
											Para mim, os fagos são os super-heróis
de que precisávamos
											na luta contra as infecções
por multirresistência a antibióticos.
									","
											Für mich sind Phagen die Superhelden,
auf die wir gewartet haben,
											in unserem Kampf gegen
multiresistente Infektionen.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											So the next time you think about a virus,
											keep this image in mind.
											After all, a phage might
one day save your life.
									","
											Então, da próxima vez
que pensarem num vírus,
											tenham esta imagem em mente.
											Quem sabe, um dia, um fago
pode salvar-vos a vida.
									","
											Wenn Sie also das nächste Mal
an einen Virus denken,
											denken Sie an dieses Bild.
											Schließlich könnte eine Phage
eines Tages ihr Leben retten.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											Thank you.
									","
											Obrigado.
									","
											Danke.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
