en,fr,de,tr,pt,es,title,speaker,duration,tags
"
											Solution number two:
											education for kids
is a lifeline, not a luxury,
											when you're displaced for so long.
											Kids can bounce back when they're given
the proper social, emotional support
											alongside literacy and numeracy.
											I've seen it for myself.
											But half of the world's refugee children
of primary school age
											get no education at all,
											and three-quarters of secondary school age
get no education at all.
											That's crazy.
									","
											Solution n°2 :
											l'instruction des enfants
est une nécessité, pas un luxe,
											quand vous êtes déplacés aussi longtemps.
											Les enfants savent rebondir
											si on leur donne
le bon soutien social et moral
											en même temps qu'une éducation scolaire.
											J'en ai été témoin.
											Mais la moitié des enfants réfugiés
qui devraient être en primaire
											ne reçoivent aucune éducation
											et c'est le cas pour 75% d'entre eux
dans le secondaire.
											C'est complètement fou.
									","
											Lösung Nummer zwei:
											Bildung für Kinder ist
eine Lebensader, kein Luxus,
											wenn man so lange schon
fern der Heimat ist.
											Kinder lassen sich nicht unterkriegen,
											wenn sie angemessene soziale,
emotionalen Hilfe bekommen,
											parallel zu Unterricht
in Lesen und Schreiben.
											Ich habe es selbst gesehen.
											Aber die Hälfte der weltweiten
Flüchtlingskinder im Grundschulalter
											erhalten gar keine Bildung,
											genauso wie drei Viertel
der Kinder in der Sekundarstufe.
											Das ist verrückt.
									","
											İkinci çözüm:
											eğitim uzun süre göçmen olmuş
çocukların hayatında
											bir lüks değil bir yaşam kaynağıdır.
											Çocuklar kendilerine gerekli sosyal
ve duygusal destek verildiğinde
											okur yazarlığa ek olarak, 
canlanıyorlar.
											Bunu kendim gözlemledim.
											Tüm dünyadaki mülteci çocuk 
nüfusunun yarısı
											ilkokul çağında fakat
eğitim alamıyor
											ve dörtte üçü orta okul yaşında
fakat eğitim alamıyor.
											Bu delilik.
									","
											Solução número dois:
											A educação para as crianças é 
um salva-vidas, não um luxo,
											quando deslocadas há muito tempo.
											As crianças podem recuperar
											quando lhes é dado o apoio social
e emocional adequado,
											acompanhado das várias literacias.
											Já o vi com os meus olhos.
											Mas metade das crianças refugiadas do 
mundo com 5 a 11 anos
											não recebem nenhuma educação,
											e três quartos das crianças com 11 a 18
anos também não recebem educação.
											É uma loucura.
									","
											Solución número dos:
											La educación infantil
es una necesidad, no un lujo,
											cuando se es un refugiado
por tanto tiempo.
											Los niños se recuperan si reciben
apoyo social y emocional apropiado,
											alfabetización y enseñanza matemática.
											Yo mismo lo he visto.
											Pero la mitad de los niños refugiados
en edad escolar primaria
											no reciben ningún tipo de educación,
											y tres cuartos de los jóvenes 
en edad escolar secundaria,
											no reciben nada.
											¡Es inaudito!
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Solution number three:
											most refugees are in urban areas,
in cities, not in camps.
											What would you or I want
if we were a refugee in a city?
											We would want money
to pay rent or buy clothes.
											That is the future
of the humanitarian system,
											or a significant part of it:
											give people cash so that
you boost the power of refugees
											and you'll help the local economy.
									","
											Solution n°3 :
											la plupart des réfugiés sont
dans les villes, pas dans des camps.
											Que voudriez-vous si vous étiez
un réfugié dans une ville ?
											De l'argent pour payer votre loyer
et vous acheter des vêtements.
											C'est le futur du système humanitaire,
ou une bonne partie, en tout cas :
											donnez de l'argent aux réfugiés
pour augmenter leur pouvoir
											et vous aiderez l'économie locale.
									","
											Lösung Nummer drei:
											Die meisten Flüchtlinge leben
in Stadtgebieten und nicht in Lagern.
											Was würden Sie oder ich wollen,
wären wir ein Flüchtling in einer Stadt?
											Wir würden Geld für
Miete und Kleidung wollen.
											Das ist die Zukunft humanitärer Hilfe
											oder eines wichtigen Teils davon:
											Geben Sie Leuten Geld,
um die Flüchtlinge zu ermächtigen,
											und sie helfen der lokalen Wirtschaft.
									","
											Üçüncü çözüm:
											çoğu mülteciler şehirlerde
yaşıyor, kamplarda değil.
											Eğer sen veya ben bir şehirde
mülteci olsak ne isterdik?
											Paraya ihtiyaç duyardık,
kiramızı ödemek veya elbise almak için.
											Bu insani yardım sisteminin
geleceğidir
											ya da büyük bir kısmıdır:
											insanlara nakit verin,
ve mültecilerin gücünü arttırın
											böylece lokal ekonomiye de 
faydanız dokunur.
									","
											Solução número três:
											A maioria dos refugiados estão em áreas
urbanas em cidades, não em campos.
											O que iria querer um refugiado
numa cidade?
											Iria querer dinheiro para pagar a renda
ou comprar roupa.
											Esse é o futuro do sistema humanitário,
											ou uma parte importante dele.
											Dar dinheiro para impulsionar o poder
dos refugiados.
											e ajudar a economia local.
									","
											Solución número tres:
											la mayoría de los refugiados viven
en zonas urbanas, ciudades, no campos.
											¿Que necesitaríamos si fuésemos
refugiados en una ciudad?
											Necesitaríamos dinero 
para pagar el alquiler o comprar ropa.
											Este es el futuro del sistema humanitario
o una parte muy importante:
											darle efectivo a los refugiados 
para otorgarles poder adquisitivo,
											lo que ayudaría a la economía local.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											And there's a fourth solution, too,
											that's controversial
but needs to be talked about.
											The most vulnerable refugees
need to be given a new start
											and a new life in a new country,
											including in the West.
											The numbers are relatively small,
hundreds of thousands, not millions,
											but the symbolism is huge.
											Now is not the time
to be banning refugees,
											as the Trump administration proposes.
											It's a time to be embracing people
who are victims of terror.
											And remember —
									","
											Il existe une quatrième solution,
											elle est controversée,
mais on doit en parler.
											Les réfugiés les plus vulnérables
doivent vivre un nouveau départ
											et une nouvelle vie dans un nouveau pays,
											y compris en Occident.
											Le nombre est relativement faible,
											des centaines de milliers,
pas des millions,
											mais la symbolique est énorme.
											L'heure n'est pas
au bannissement des réfugiés,
											comme le propose l'administration Trump.
											Il est temps d'ouvrir nos bras à ceux
qui sont victimes de la terreur.
											Et rappelez-vous…
									","
											Es gibt noch eine vierte Lösung,
											die kontrovers ist,
aber die besprochen werden muss.
											Die verletzbarsten Flüchtlinge
brauchen einen Neustart,
											ein neues Leben in einem neuen Land,
											auch im Westen.
											Die Zahlen sind relativ klein,
Hunderttausende, keine Millionen,
											aber die Symbolik ist enorm.
											Dies ist nicht der Moment,
um Flüchtlinge abzuschieben,
											wie die Trump-Regierung vorschlägt.
											Es ist Zeit, Menschen aufzunehmen,
die Opfer von Terror sind.
											Und denken Sie daran —
									","
											Dördüncü bir çözüm daha var,
											bu daha tartışmalı, ama
konuşulması gerekiyor.
											En savunmasız mültecilere
yeni bir başlangıç hakkı sunulmalı
											ve yeni bir ülkede yeni bir hayat
verilmeli,
											Batı da dahil.
											Bu rakamlar çok küçük, 
yüz binlerden bahsediyoruz,
											milyonlardan değil,
ama sembolizmi kocaman.
											Trump hükümetinin teklif
ettiği gibi
											zaman mültecileri yasaklama
zamanı değil.
											Zaman, terör kurbanlarına
kucak açma zamanı.
											Ve şunu hatırlayın —
									","
											E há uma quarta solução, também,
											que é controversa
mas temos de falar sobre ela.
											É preciso dar um novo começo 
aos refugiados mais vulneráveis
											e uma nova vida num novo país,
											incluindo no ocidente.
											Os números são relativamente pequenos,
centenas ou milhares, não milhões,
											mas o simbolismo é enorme.
											Agora não é altura para banir refugiados.
											como a administração de Trump propõe.
											É altura de abraçar as pessoas
que são vítimas de terror.
											E lembrem-se...
									","
											Y hay también una cuarta solución,
											que es controversial
pero hay que hablar de ello.
											Los refugiados más vulnerables
necesitan un nuevo comienzo
											y una nueva vida en un nuevo país,
											incluso en el Occidente.
											Los números son relativamente pequeños,
unos cientos de miles, no millones,
											pero el simbolismo es enorme.
											Este no es momento de prohibir
la llegada de refugiados
											como lo propone
la administración de Trump.
											Es momento de darle la mano 
a las víctimas del terror.
											Recuerden...
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Remember, anyone who asks you,
""Are they properly vetted?""
											that's a really sensible
and good question to ask.
											The truth is, refugees
arriving for resettlement
											are more vetted than any other population
arriving in our countries.
											So while it's reasonable
to ask the question,
											it's not reasonable to say that refugee
is another word for terrorist.
									","
											Rappelez-vous, si on vous demande :
« Est-ce qu'on peut être sûr d'eux ? »
											c'est une vraie bonne question à poser.
											La réalité est que ceux
qui arrivent pour s'établir chez nous
											sont plus passés au crible
que n'importe quelle autre population.
											Donc, s'il est raisonnable
de poser la question,
											il ne l'est pas de dire que réfugié
est synonyme de terroriste.
									","
											Bedenken Sie, dass jeder, der fragt:
""Wurden sie gründlich überprüft?"",
											eine sehr vernünftige
und gute Frage stellt.
											Die Wahrheit ist, dass Flüchtlinge,
die sich niederlassen wollen,
											besser überprüft werden, als jede
andere Bevölkerungsgruppe,
											die in unser Land kommt.
											Während es vernünftig ist,
diese Frage zu stellen,
											ist es unvernünftig zu sagen, Flüchtling
sei ein anderes Wort für Terrorist.
									","
											''Düzgün seçildiler mi?'' sorusunu 
soranlar olunca,
											bunun çok mantıklı ve iyi bir soru
olduğunu hatırlayın.
											Gerçek o ki, yerleşmeye gelen mülteciler,
ülkelerimize gelen diğer
											nüfus gruplarına oranla 
daha düzgün seçiliyorlar.
											Yani bu hernekadar da 
makul bir soru olsa da,
											mülteci, terörist anlamına gelen bir
söz değildir.
									","
											E lembrem-se, se alguém vos perguntar:
""Eles são adequadamente controlados?""
											— essa é uma boa questão, e 
bastante pertinente.
											A verdade é que os refugiados
que chegam para reinstalação
											são mais controlados que qualquer 
outra população nos nossos países.
											Logo, apesar de ser
uma questão pertinente,
											não é aceitável dizer que ""refugiado""
é outra palavra para terrorista.
									","
											Recuerden, si alguien pregunta:
""¿Han sido bien investigados?"",
											es una buena y razonable pregunta.
											La verdad es que los refugiados
que llegan para establecerse
											han sido los más investigados de todos 
los que llegan a nuestros países.
											Así que, si bien
es una pregunta razonable,
											no es razonable decir que un refugiado
es sinónimo de terrorista.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Now, what happens —
									","
											Que se passe-t-il —
									","
											Was passiert, —
									","
											Şimdi —
											(Alkışlar)
									","
											Agora, o que acontece...
									","
											Ahora, ¿qué pasa...
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											Peki mülteciler işe giremeyince,

											çocuklarını okula gönderemeyince,
paraları olmadığında,
									","
											(Aplausos)
									","
											(Aplausos)
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											What happens when refugees can't get work,
											they can't get their kids into school,
											they can't get cash,
they can't get a legal route to hope?
											What happens is they take risky journeys.
											I went to Lesbos, this beautiful
Greek island, two years ago.
											It's a home to 90,000 people.
											In one year, 500,000 refugees
went across the island.
											And I want to show you what I saw
											when I drove across
to the north of the island:
											a pile of life jackets
of those who had made it to shore.
											And when I looked closer,
											there were small
life jackets for children,
											yellow ones.
											And I took this picture.
											You probably can't see the writing,
but I want to read it for you.
											""Warning: will not
protect against drowning.""
											So in the 21st century,
											children are being given life jackets
											to reach safety in Europe
											even though those jackets
will not save their lives
											if they fall out of the boat
that is taking them there.
									","
											Que se passe-t-il si les réfugiés
ne trouvent pas de travail,
											ne peuvent pas mettre
leurs enfants à l'école,
											n'ont pas d'argent,
pas de chemin autorisé vers l'espoir ?
											Eh bien, ils entreprennent
des périples dangereux.
											Je suis allé à Lesbos, cette magnifique
île grecque, il y a deux ans.
											90 000 personnes y habitent.
											En une année, 500 000 réfugiés
sont passés par l'île.
											Je tiens à vous montrer ce que j'ai vu
											en conduisant dans le nord de l'île :
											un tas de gilets de sauvetage laissés
par ceux qui ont atteint la côte.
											En regardant de plus près,
											j'ai vu des gilets plus petits
pour les enfants,
											les jaunes.
											Et j'ai pris cette photo.
											Vous ne pouvez sans doute pas lire,
je vais le faire pour vous :
											« Attention : ne protège pas
de la noyade. »
											Donc au XXIe siècle,
											on donne à des enfants des gilets
											pour trouver refuge en Europe
											alors même que ces gilets
ne les sauveront pas
											s'ils tombent du bateau
qui les y conduits.
									","
											Was passiert, wenn
Flüchtlinge nicht arbeiten,
											wenn sie ihre Kinder
nicht in die Schule schicken,
											kein Bargeld bekommen können,
											sie auf legalem Weg
keine Perspektive haben?
											Dann schlagen sie riskante Wege ein.
											Ich fuhr vor zwei Jahren nach Lesbos,
diese schöne griechische Insel.
											Dort leben 90 000 Menschen.
											In einem Jahr passierten
500 000 Flüchtlinge die Insel.
											Ich möchte Ihnen mitteilen, was ich sah,
											als ich Richtung Norden
über die Insel fuhr:
											ein Stapel Jacken derer,
die es an die Küste geschafft hatten.
											Und als ich genauer hinsah,
											sah ich kleine, gelbe
Rettungswesten für Kinder,
											Und ich machte dieses Foto.
											Sie können wahrscheinlich die Schrift
nicht lesen, daher lese ich es Ihnen vor.
											""Warnung: Schützt nicht vor Ertrinken.""
											Im 21. Jahrhundert
											erhalten Kinder also Rettungswesten,
											um Europa sicher zu erreichen,
											auch wenn die Westen nicht
ihr Leben schützen werden,
											wenn sie aus dem Boot fallen,
das sie dorthin bringt.
									","
											yasal yoldan umutlarına
											erişemediklerinde ne olur?
											Olan şu, daha riskli 
yolculuklara çıkarlar.
											İki yıl önce Yunanistan'ın güzel 

											Midilli adasına gittim.
											90.000 nüfusu var.
											Bir yılda, 500.000
mülteci bu adaya uğradı.
											Size adanın kuzeyinde
araba sürerken
											gördüklerimi
göstermek istiyorum:
											sahile varmış insanların
can yeleklerinden bir yığın.
											Daha yakından baktığımda,
											çocuklar için küçük sarı
											can yelekleri vardı.
											Ve şu resmi çektim.
											Muhtemelen yazıları 

											okuyamıyorsunuz, ama ben sizin
yerinize okuyayım:
											''Dikkat: Boğulmaya karşı
korumaz.''
											Yani 21. yüzyılda,
											çocuklara Avrupa'ya güvene 
ulaşmaları için
											can yelekleri veriliyor,
hem de bu ceketlerin
											onları oraya götüren botlardan
düşmeleri halinde
											hayatlarını kurtarmayacağı halde.

									","
											O que acontece quando os refugiados
não conseguem arranjar trabalho
											não conseguem pôr os filhos na escola,
											não têm dinheiro, não podem ter 
uma via legal para a esperança?
											Acabam por tomar caminhos arriscados.
											Eu fui a Lesbos, esta linda ilha grega, 
há dois anos.
											É a casa de 90 mil pessoas.
											Num ano, 500 mil refugiados
atravessaram a ilha.
											E quero mostrar-vos o que vi
											quando atravessei o norte da ilha:
											Um monte de coletes salva-vidas dos
que conseguiram chegar à costa
											E quando olhei mais de perto,
											havia pequenos coletes salva-vidas
para as crianças,
											amarelos.
											E eu tirei esta fotografia.
											Provavelmente não conseguem ver
o que está escrito mas eu leio
											""Aviso: não protege contra o afogamento.""
											Portanto, em pleno século XXI,
											são dadas às crianças coletes salva-vidas
											para chegar a salvo à Europa
											apesar desses coletes 
não salvarem as suas vidas
											se caírem do barco que as leva.
									","
											¿Qué pasa cuando los refugiados
no pueden trabajar,
											inscribir a sus hijos
en la escuela, obtener dinero,
											o conseguir una alternativa legal
que les dé esperanza?
											Pues, se ven obligados 
a emprender viajes riesgosos.
											Hace dos años fui a Lesbos,
una hermosa isla griega,
											con unos 90 000 habitantes.
											En un año, 500 000 refugiados
habían pasado por la isla.
											Quiero mostrarles lo que vi
											cuando crucé hacia el norte
de la isla manejando:
											un cúmulo de chaquetas salvavidas
de aquellos que habían logrado llegar.
											Cuando miré de cerca, había chaquetas
pequeñas para niños, amarillas.
											Y tomé esta foto.
											Probablemente no puedan ver lo que dice
así que se los voy a leer:
											""Advertencia: no sirve
para prevenir el ahogamiento"".
											Así que, en el siglo XXI,
											a los niños se les dan
chaquetas salvavidas
											para llegar a salvo a Europa,
											aun cuando esas chaquetas
no salvarán sus vidas
											si se caen de la lancha en la que viajan.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											This is not just a crisis, it's a test.
											It's a test that civilizations
have faced down the ages.
											It's a test of our humanity.
											It's a test of us in the Western world
											of who we are and what we stand for.
											It's a test of our character,
not just our policies.
											And refugees are a hard case.
											They do come from faraway
parts of the world.
											They have been through trauma.
											They're often of a different religion.
											Those are precisely the reasons
we should be helping refugees,
											not a reason not to help them.
											And it's a reason to help them
because of what it says about us.
											It's revealing of our values.
											Empathy and altruism are two
of the foundations of civilization.
											Turn that empathy and altruism into action
											and we live out a basic moral credo.
									","
											Ce n'est pas seulement
une crise, c'est un test.
											Celui que les civilisations
ont subi au cours des siècles.
											Celui de notre humanité.
											C'est un test pour le monde occidental,
											de qui nous sommes, de nos idéaux.
											C'est un test de notre caractère,
pas seulement de nos politiques.
											Le cas des réfugiés est difficile.
											Ils viennent d'endroits loin de chez nous.
											Ils ont vécu des traumatismes.
											Ils sont souvent de religion différente.
											C'est justement pour cela
qu'on devrait les aider
											et non le contraire.
											On devrait aussi les aider
pour ce que cela dit de nous.
											Cela révèle nos valeurs.
											L'empathie et l'altruisme sont
deux fondements de la civilisation.
											Agissez selon ces deux sentiments,
											vous concrétiserez vos principes moraux.
									","
											Das ist nicht nur eine Krise,
es ist eine Prüfung.
											Es ist eine Prüfung, der Zivilisationen
über Epochen begegneten.
											Es ist eine Prüfung der Menschlichkeit.
											Es ist eine Prüfung
für die westliche Welt,
											wer wir sind und wo wir stehen.
											Es ist eine Prüfung unseres Charakters,
nicht nur unserer Politik.
											Flüchtlinge sind ein schwerer Fall.
											Sie kommen aus weit
entfernten Teilen der Welt.
											Sie haben Traumata erlebt.
											Sie haben oft eine andere Religion.
											Das sind genau die Gründe,
warum wir Flüchtlingen helfen sollten,
											und kein Grund, warum wir
ihnen nicht helfen sollten.
											Grund genug, ihnen zu helfen,
wegen dem, was es über uns aussagt.
											Es offenbart unsere Werte.
											Empathie und Altruismus sind
zwei der Fundamente von Zivilisation.
											Setzt man Empathie
und Altruismus in die Tat um,
											leben wir aus einem grundlegenden
moralischen Credo heraus.
									","
											Bu bir kriz değil, bu bir sınav.
											Bu medeniyetlerin çağlar boyunca
karşılaştığı bir sınav.
											İnsanlığımızın sınavı.
											Batı dünyasındaki bizlerin 
kim olduğumuzun
											ve neleri savunduğumuzun
sınavı.
											Karakterimizin sınavı,
sadece politikalarımızın değil.
											Ve mülteciler çok zor bir konudur.
											Dünya'nın çok uzak yerlerinden 
geliyorlar.
											Travmalar atlatıyorlar.
											Genellikle farklı bir dinden oluyorlar.
											Bunlar mültecilere
yardım etmememiz için değil,
											yardım etmemiz için olan nedenler.
											Kendimiz hakkında anlattıkları
için yardım etmeliyiz.
											Bizim değerlerimizi yansıtıyor.
											Empati ve özgecilik medeniyetin
iki temelidir.
											Empati ve özgeselliği harekete dökün
											ve bir ahlak temeline göre yaşayalım.
									","
											Isto não é apenas uma crise, é um teste.
											É um teste que as civilizações defrontam
ao longo dos tempos.
											É um teste à nossa humanidade.
											É um teste para nós no mundo ocidental
											de quem somos e do que defendemos.
											É um teste ao nosso carácter, 
não apenas às nossas políticas.
											E os refugiados são um caso difícil.
											E eles vêm de partes distantes do mundo.
											Passaram por traumas.
											São, muitas vezes,
duma religião diferente.
											E essas são precisamente as razões pelas
quais os devemos ajudar,
											não para não o fazermos.
											E é uma razão para os ajudarmos
porque diz muito sobre nós mesmos.
											Revela os nossos valores.
											A empatia e o altruísmo são dois
dos alicerces da civilização.
											Transformem a empatia e altruísmo em ação
											e viveremos num credo moral básico.
									","
											Esta no es solo una crisis, es una prueba.
											Es una prueba que las civilizaciones
han enfrentado por años.
											Es una prueba a nuestra humanidad.
											Es una prueba para nosotros
en el mundo occidental,
											para demostrar quiénes somos
y cuáles valores defendemos.
											Es una prueba a nuestro carácter,
no solo a nuestra políticas.
											Y los refugiados son un caso difícil.
											Ellos vienen de sitios 
distantes en el mundo.
											Han pasado por traumas.
											Con frecuencia
tienen una religión distinta.
											Estas son razones por las que deberíamos
ayudar a los refugiados,
											no razones para no ayudarlos.
											Y es una razón para ayudarlos
porque refleja lo que somos.
											Revela nuestros valores.
											La empatía y el altruismo son
dos de los pilares de la civilización.
											Al convertir esa empatía
y altruismo en acción
											viviremos siguiendo un credo moral básico.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											And in the modern world,
we have no excuse.
											We can't say we don't know
what's happening in Juba, South Sudan,
											or Aleppo, Syria.
											It's there, in our smartphone
											in our hand.
											Ignorance is no excuse at all.
											Fail to help, and we show
we have no moral compass at all.
									","
											Et dans le monde actuel,
nous n'avons pas d'excuse.
											On ne peut pas dire
qu'on ignore ce qu'il se passe
											à Juba, dans le Sud Soudan,
ou à Alep, en Syrie.
											Tout est là, dans notre téléphone,
											dans nos mains.
											L'ignorance n'est
absolument pas une excuse.
											N'aidons pas et nous montrerons
que nous n'avons plus de principes moraux.
									","
											In der modernen Welt
gibt es keine Ausrede.
											Wir können nicht sagen, dass wir nicht
wissen, was in Juba, Südsudan,
											oder in Aleppo, Syrien, passiert.
											Es steht hier in unseren Smartphones,
											in unseren Händen.
											Unkenntnis ist überhaupt keine Ausrede.
											Versagen wir zu helfen, zeigen wir, dass
wir gar keinen moralischen Kompass haben.
									","
											Ve modern günümüzde 
hiçbir mazaretimiz yok.
											Juba, Güney Sudan'da veya Halep, Suriye'de
neler olduğunu
											bilmediğimizi söyleyemeyiz.
											Orda, elimizdeki
											telefonun içinde.
											Cahillik bir mazaret değildir.
											Yardım etmezsek, vicdan pusulamızın 
olmadıdığını gösteririz.
									","
											E no mundo de hoje, não temos desculpa.
											Não podemos dizer que não sabemos 
o que acontece em Juba, no sul do Sudão,
											ou em Alepo, Síria.
											Está aqui, no nosso Smartphone,
											na nossa mão.
											A ignorância não é uma desculpa, de todo.
											Se falharmos em ajudar, mostramos que
não temos qualquer tipo de bússola moral.
									","
											Y en el mundo moderno no tenemos excusas.
											No podemos decir que no sabemos
											lo que está ocurriendo en Juba,
en Sudán del Sur, o en Alepo, en Siria.
											Está allí, en nuestro teléfono,
											en nuestra mano.
											La ignorancia no es ninguna excusa.
											Si dejamos de ayudar, demostramos
que no tenemos ningún tipo de moral.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											It's also revealing about
whether we know our own history.
											The reason that refugees
have rights around the world
											is because of extraordinary
Western leadership
											by statesmen and women
after the Second World War
											that became universal rights.
											Trash the protections of refugees,
and we trash our own history.
											This is —
									","
											Cela révèle également que
nous connaissons notre propre histoire.
											Les réfugiés ont des droits
dans le monde entier
											grâce à l'impulsion extraordinaire
du monde occidental,
											des femmes et des hommes qui,
après la deuxième guerre mondiale,
											en ont fait un droit universel.
											Effacer la protection des réfugiés,
c'est effacer notre propre histoire.
											Cela…
									","
											Es zeigt auch, ob wir unsere
eigene Geschichte kennen.
											Der Grund, warum Flüchtlinge
weltweit Rechte haben,
											liegt in der außergewöhnlichen
westlichen Führung
											von Staatsmännern und -frauen
nach dem zweiten Weltkrieg,
											die zu allgemeinen
Menschenrechten wurden.
											Beschädigt man den Flüchtlingsschutz,
verwerfen wir unsere eigene Geschichte.
											Das ist ...
									","
											Ayrıca, tarihimizi bilip
bilmediğimizi de gösterir.
											Mültecilerin dünyada haklarının
olmasının nedeni
											olağanüstü Batı
devlet adamları ve kadınlarının
											İkinci Dünya Savaşı sonrasında
gösterdiği olağanüstü liderlik

											sayesinde evrensel insan haklarımız var.
											Mültecilerin sığınma haklarını çöpe atın
ve kendi tarihimizi çöpe atmış oluruz.
											Bu—
									","
											Também revela se sabemos
a nossa própria história.
											A razão pela qual os refugiados têm
direitos no mundo,
											é graças à extraordinária 
liderança ocidental
											dos estadistas depois da 
Segunda Guerra Mundial,
											que os tornaram direitos universais.
											Criticar a proteção dos refugiados é
criticar a nossa própria História.
											Isto também...
									","
											También nos revela si conocemos
nuestra propia historia.
											Los refugiados tienen
derechos en todo el mundo
											por el extraordinario liderazgo occidental
de hombres y mujeres estadistas,
											que se volvieron derechos universales
después de la Segunda Guerra Mundial.
											Negarles la protección a los refugiados,
es negar nuestra propia historia.
											Esto...
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
