pt,en,fr,title,speaker,duration,tags
"
											Ainda temos muito a aprender 
a respeito dos pirilampos,
											mas provavelmente 
muitas histórias ficarão por contar
											porque, por todo o mundo, 
há populações de pirilampos a apagar-se.
											O principal culpado: perda de ""habitat"".
											Praticamente em toda a parte, 
os campos e forestas,
											os manguezais e os prados, de que 
os pirilampos precisam para sobreviver,
											estão a dar lugar 
ao desenvolvimento e à expansão.
									","
											We still have a lot to learn about fireflies,
											but it looks like many stories will remain untold,
											because around the world, firefly populations
											are blinking out.
											The main culprit: habitat loss.
											Pretty much everywhere, the fields and forests,
											the mangroves and meadows
that fireflies need to survive,
											are giving way to development and to sprawl.
									","
											Nous avons encore beaucoup 
à apprendre des lucioles
											mais il semblerait qu'un nombre 
d'histoires resteront inconnues
											car dans le monde, 
les populations de lucioles
											sont en train de s'éteindre.
											La première cause : 
la perte de leur habitat.
											Un peu partout, les champs et les forêts,
											les mangroves et prairies, 
dont ont besoin les lucioles,
											cèdent place au développement 
et à l'extension urbaine.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											E há outro problema: vencemos a escuridão
											mas, nesse processo, 
espalhamos tanta luz na noite
											que perturba a vida de outras criaturas.
											Os pirilampos são especialmente 
sensíveis à poluição luminosa
											porque obscurece os sinais
											que eles usam para encontrar 
os seus parceiros.
									","
											Here's another problem: we've conquered darkness,
											but in the process, we spill so
much extra light out into the night
											that it disrupts the lives of other creatures,
											and fireflies are especially sensitive to light pollution
											because it obscures the signals
											that they use to find their mates.
									","
											Un autre problème : 
nous avons conquis l'obscurité,
											mais en même temps,
nous répandons trop de lumière la nuit,
											ce qui perturbe la vie d'autres créatures.
											Et les lucioles sont très
sensibles à la pollution lumineuse,
											parce qu'elle interfère avec les signaux
											émis pour trouver leurs partenaires.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											Precisamos mesmo dos pirilampos?
											Afinal, são somente um pedacinho
											da biodiversidade terrestre.
											No entanto, cada vez que 
desaparece uma espécie
											é como extinguir um quarto cheio de velas,
											uma a uma.
											Podemos não notar
											quando se extinguem as primeiras chamas
											mas, por fim, ficamos presos na escuridão.
											À medida que trabalhamos juntos 
para criar um futuro planetário,
											espero que possamos encontrar uma maneira
											de manter essas luzes brilhantes a brilhar.
									","
											Do we really need fireflies?
											After all, they're just one tiny bit
											of Earth's biodiversity.
											Yet every time a species is lost,
											it's like extinguishing a room full of candles
											one by one.
											You might not notice
											when the first few flames flicker out,
											but in the end, you're left sitting in darkness.
											As we work together to craft a planetary future,
											I hope we can find a way
											to keep these bright lights shining.
									","
											Avons-nous vraiment besoin des lucioles ?
											Après tout, elles sont 
une si petite partie
											de la biodiversité de la Terre.
											Pourtant, chaque fois 
qu'une espèce disparait,
											c'est comme éteindre
une salle remplie de bougies
											une par une.
											Vous ne remarquerez pas
											lorsque les premières 
flammes s’éteindront,
											mais à la fin, vous resterez
assis dans le noir.
											Comme nous travaillons ensemble
pour concevoir l'avenir de notre planète
											j'espère que nous trouverons une solution
											pour garder ces lumières brillantes.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											Obrigada.
									","
											Thank you.
									","
											Merci.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissement)
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
