de,es,pt,tr,fr,title,speaker,duration,tags
"
											Aber wenn man die gleiche Verteilung in einem englischen Text betrachtet,
											schaut das so aus.
											Und ich sagen Ihnen, bei englischen Texten ist dies sehr stabil.
											Und wenn man sich französische Texte anschaut, dann sieht es ein wenig anders aus,
											oder bei Italienisch oder Deutsch.
											Sie alle haben eine eigene Häufigkeitsverteilung,
											aber es ist solide.
											Dabei ist es unwichtig, ob über Politik oder Wissenschaft geschrieben wurde.
											Es ist auch nicht wichtig, ob es ein Gedicht ist,
											oder ein mathematischer Text.
											Es ist eine stabile Signatur,
											und es ist sehr stabil.
											Solange unsere Bücher auf Englisch geschrieben werden —
											weil Menschen sie neu schreiben und wieder kopieren —
											wird das immer da sein.
									","
											Pero si vemos la misma distribución en un texto en inglés,
											se parece a esto.
											Es muy consistente en textos en inglés.
											Y si vemos un texto en francés, se ve un poco distinto.
											o en italiano, o en alemán.
											Todos tienen su propia frecuencia de distribución de letras,
											pero es robusto.
											No importa si se escribe de política o ciencia.
											no importa si es un poema
											o un texto matemático.
											Es una señal robusta,
											y muy estable.
											Mientras los libros estén escritos en inglés,
											porque las personas los re-escriben y copian,
											estará ahí.
									","
											Mas se agora olharmos para a mesma
distribuição em textos em inglês,
											é este o gráfico.
											E digo-vos, este resultado é bastante
consistente nos vários textos em inglês.
											E se olhar para textos em francês,
tem um aspecto ligeiramente diferente,
											ou em italiano, ou alemão.
											Todas têm o seu próprio tipo
de frequência de distribuição,
											mas é consistente.
											Não importa se o texto
é sobre política ou ciência.
											Não importa se é um poema
											ou se é um texto matemático.
											É uma assinatura consistente,
											e é bastante estável.
											Desde que os nossos livros
sejam escritos em inglês
											— porque as pessoas
estão a reescrevê-los e a copiá-los —
											estará lá.
									","
											Fakat;şimdi İngilizce metinlerde ki aynı dağıtıma baktıysan
											bunun gibi görünür.
											Ve diyorum ki bu İngilizce metinler arasında çok sağlam.
											Ve biraz Fransızca metinlere baktıysam bu biraz
											İtalyanca ve Almanca'dan farklı.
											Bunlar frekans dağılımının kendi türleridir,
											Fakat çok zorlardır.
											Bilim hakkında mı ya da siyaset hakkında mı yazıldığı pek önemli değil.
											Şiir testi mi
											ya da matematik testi mi olduğu hiç önemli değil.
											Zor bir sinyatür,
											ve çok istikrarlı.
											Kitaplarımız ingilizce yazıldığı sürece
											çünkü insalar onları tekrar okuyor ve kopyalıyor
											orada olacak.
									","
											Mais si vous regardez la même distribution dans les textes en anglais,
											ça ressemble à ça.
											Et je peux vous dire, c'est très consistant dans les textes en anglais.
											Si je regarde les textes en français, ça a l'air un peu différent,
											ou en italien ou en allemand.
											Les langues ont toutes leur propre type de distribution de fréquences,
											mais c'est consistant.
											Peu importe si le texte parle de politique ou de science.
											Peu importe si c'est un poème
											ou un texte de mathématiques.
											C'est une signature consistante,
											et c'est très stable.
											Tant que nos livres sont écrits en anglais -
											parce que les gens les réécrivent et les recopient -
											on y trouvera ça.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Das hat mich angeregt darüber nachzudenken,
											was, wenn ich versuche, diese Idee
											nicht dazu benutze zufällige Texte
											von Texten mit Bedeutung zu unterscheiden,
											sondern dazu benutze, eine Bedeutung zu finden
											in den Biomolekülen, die Leben ausmachen.
											Aber zuerst muss ich fragen:
											Was sind die Bausteine, wie das Alphabet, Elemente, die ich Ihnen gezeigt habe?
											Es zeigt sich, dass wir viele verschiedene Alternativen haben
											für solch einen Satz von Bausteinen.
											Wir könnten Aminosäuren verwenden,
											wir könnten Nukleinsäuren, Carbonsäuren, Fettsäuren verwenden.
											Die Chemie ist extrem reich, und unser Körper verwendet vieles davon.
									","
											Eso me inspiró a pensar,
											bueno, qué tal si usamos esta idea
											no para diferenciar textos al azar
											de textos con significado,
											sino para detectar que hay significado
											en las biomoléculas que conforman la vida.
											Primero tengo que preguntar:
											¿cuáles son estos bloques de construcción, como el alfabeto?
											Bueno, resulta, que tenemos diferentes alternativas
											para estos bloques de construcción.
											Podríamos usar aminoácidos,
											podríamos usar ácidos nucleicos, ácidos carboxílicos, ácidos grasos.
											La química es muy rica y nuestros cuerpos la usan mucho.
									","
											Então, isso inspirou-me a pensar:
											""E se eu tentar usar esta ideia
											""não para detectar textos aleatórios,
											""de textos com significado,
											""mas antes detectar o facto
de que existe significado
											""nas biomoléculas que constituem a vida?""
											Mas primeiro tenho de perguntar:
											O que são estes elementos constituintes,
como o alfabeto, que vos mostrei?
											Bem, acontece que temos
muitas alternativas diferentes
											para este conjunto
de elementos constituintes.
											Podemos usar aminoácidos,
											podemos usar ácidos nucleicos,
ácidos carboxílicos, ácidos gordos.
											De facto, a química é extremamente rica,
											e o nosso corpo usa
uma grande quantidade dela.
									","
											Bu nedenle bana düşünmek için ilham veren,
											şey, rastgele bir text bulmak için
											bu düşünceyi kullanırsanız
											anlamlı bir metinden,
											ama gerçek anlamı bularak
											hayatı yapan biyo moleküler biyoloji ile
											Fakat; birincisi Soru sormak zorundayım:
											Sana gösterdiğim alfabe gibi bu yapı taşlarının unsurları nelerdir?
											Şey, sonuçta bu yapı taşları gibi
											pek çok farklı alternatifimiz var.
											Amino asitleri kullanıyoruz ,
											Nükleik asitler, karboksilik asitler, yağ asitlerini kullanabilirdik.
											Aslında, Kimya çok zengin ve vucudumuz bunun büyük bir bölümünü kullanır.
									","
											Ça m'a amené à me demander
											ce qui se passerait si j'essayais d'utiliser cette idée
											non pas pour distinguer les textes aléatoires
											des textes avec du sens,
											mais plutôt pour détecter qu'il y a du sens
											dans les biomolécules qui constituent la vie.
											Mais d'abord je dois poser la question :
											""Que sont ces blocs de construction, comme l'alphabet, ces éléments que je vous ai montrés ?""
											Eh bien, il s'avère que nous avons de nombreuses alternatives
											pour un tel ensemble de blocs de construction.
											On pourrait utiliser les acides aminés,
											on pourrait utiliser les acides nucléiques, les acides carboxyliques, les acides gras.
											En fait la chimie est extrêmement riche, et notre corps en utilise beaucoup.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Um diese Idee zu testen, sahen wir uns daher
											zunächst Aminosäuren und ein paar andere Carbonsäuren an.
											Und hier sind die Ergebnisse.
											Das bekommt man,
											wenn man zum Beispiel die Verteilung der Aminosäuren betrachtet
											auf einem Kometen, oder im interstellaren Raum,
											oder in einem Labor,
											wenn man sichergestellt hat, dass in der ursprünglichen Suppe
											nichts Lebendes drin ist.
											Man findet zumeist Glycin, dann Alanin,
											und dann gibt Spuren anderer Elemente.
											Das ist auch sehr stabil —
											was man in Systemen wie der Erde findet,
											wo es Amniosäuren gibt,
											aber kein Leben.
									","
											Para probar esta idea
											primero observamos los aminoácidos y algunos ácidos carboxílicos.
											Y he aquí el resultado.
											Esto es lo que se obtiene
											si, por ejemplo, vemos la distribución de aminoácidos
											en un cometa o en el espacio interestelar
											o, de hecho, en un laboratorio,
											donde aseguramos que en la sopa primigenia
											no haya nada viviente.
											Principalmente encontramos glicina y alanina
											y algunos elementos traza de otros (aminoácidos).
											Eso también es muy robusto...
											se encuentra en sistemas similares a la Tierra
											en los que hay aminoácidos,
											pero no hay vida.
									","
											Então, para testar esta ideia,
											primeiro fomos ver os aminoácidos
e alguns outros ácidos carboxílicos.
											E aqui está o resultado.
											Aqui está o que se obtém
											se, por exemplo, se olharmos
para a distribuição dos aminoácidos
											num cometa ou no espaço interestelar
											ou, de facto, num laboratório,
											em que nos assegurámos de que
na nossa sopa primordial
											não existia lá nada vivo.
											O que descobrimos
é sobretudo glicina e depois alanina
											e existem alguns vestígios
de outros elementos.
											Isto é também muito consistente
											— o que se encontra em sistemas
como a Terra,
											onde existem aminoácidos,
											mas não existe vida.
									","
											Bundan dolayı bu fikri test etmek için
											ilk olarak amino asitlere ve koboksilik asitlere bir göz attım.
											Ve burada sonuç.
											Burda ki gerçek burda senin ne aldığın
											Eğer amino asitlerin dağılımına baktıysan
											uzayda bir kuyruklu yıldız yada yıldızlar üzerinde
											ya da aslında bir lobarotuvarda,
											Senin yaptığın ilk ilkel çorbanın olduğu yerde
											orada yaşayan şeylerin olmadığı yerde.
											Bulduğun çoğublukla alanin ve sonrasında glisindir
											ve diğer bazı iz elementler vardır.
											Bu hem de amino asitlerin olduğu yerde ne bulduğun
											dünya sisteminde
											çok zor.
											Ama orada yaşam yok.
									","
											Donc pour vérifier cette idée
											on a d'abord examiné les acides aminés et d'autres acides carboxyliques.
											Voici le résultat.
											Voici, en fait, ce que vous obtenez
											si par exemple vous regardez la distribution des acides aminés
											sur une comète ou dans l'espace interstellaire
											ou, en fait, en laboratoire,
											où vous vous assurez que dans votre soupe primitive
											il n'y a pas d'éléments vivants.
											Ce que vous trouvez est principalement de la glycine, puis de l'alanine,
											et aussi les autres acides sous forme de traces.
											C'est également très consistant,
											ce que vous trouvez dans des systèmes comme la Terre
											où il y a des acides aminés,
											mais pas de vie.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Aber nehmen wir an, man nimmt ein wenig Dreck
											und wühlt darin
											und dann untersucht man es in diesen Spektrometern,
											weil da überall Bakterien sind;
											oder man nimmt Wasser von irgendwo auf der Erde,
											weil es voller Leben ist,
											und dann macht man die gleiche Analyse;
											das Spektrum schaut komplett anders aus.
											Natürlich ist da weiterhin Glycin und Alanin,
											aber da sind diese Schwerelemente, diese schweren Aminosäuren,
											die produziert werden,
											weil sie für den Organismus nützlich sind.
											Und andere wiederum,
											welche nicht im 20er Komplex verwendet werden,
											treten überhaupt nicht auf
											in jeder möglichen Konzentration.
											Also das scheint sehr stabil zu sein.
											Es ist nebensächlich, welches Sediment man verwendet, um es zu zermahlen,
											ob es Bakterien, Pflanzen oder Tiere sind.
											Überall wo Leben ist,
											wird man diese Verteilung haben,
											im Gegensatz zu dieser Verteilung.
											Und das kann man nicht nur in Aminosäuren finden.
									","
											Pero supongamos que escarbamos
											en la tierra
											y lo ponemos en estos espectómetros,
											porque hay bacterias por todas partes;
											o tomamos agua en cualquier lugar de la Tierra,
											porque está repleta de vida,
											y hacemos el mismo análisis;
											el espectro se ve completamente diferente.
											Desde luego, hay glicina y alanina todavía,
											pero de hecho, son elementos pesados, aminoácidos pesados,
											que se producen
											porque son valiosos para el organismo.
											Y algunos otros
											que no se usan en el grupo de 20,
											no aparecerán
											en ningún tipo de concentración.
											Así que esto resulta ser muy robusto.
											No importa qué tipo de sedimento se muela,
											ya sea bacteria o cualquier planta o animal.
											Siempre que haya vida,
											existirá esta distribución,
											a diferencia de esta.
											Y es detectable no sólo en aminoácidos.
									","
											Mas imaginem que pegam
num pouco de terra
											e escavam através dela
											e depois colocam estes espectrómetros,
											porque há bactérias por toda a parte;
											ou que recolhem água
em qualquer lugar na Terra,
											porque está a fervilhar de vida,
											e fazem a mesma análise;
											o espectro parece completamente diferente.
											Claro, há na mesma glicina e alanina,
											mas estes são elementos pesados,
											aminoácidos pesados
que estão a ser produzidos
											porque são valiosos para o organismo.
											E alguns outros
											que não são usados no conjunto de 20,
											não aparecerão de todo
											em nenhum tipo de concentração.
											Isto também se revela
extremamente consistente.
											Não importa que tipo de sedimento
se usa para raspar,
											sejam bactérias
ou quaisquer plantas ou animais.
											Onde quer que haja vida,
											iremos ter esta distribuição,
											por oposição àquela distribuição.
											E é detectável não apenas em aminoácidos.
									","
											Ama farzek ki biraz leke eline aldın
											ve kazı onu
											ve sonra bu spektometrelerin içine koy,
											çünkü her yerde bakteriler var;
											ya da dünya da her hangi bir yeren su al,
											çünkü yaşamla uyum sağlıyorlar.
											ve biraz analiz ed;
											spektrum tamamen farklı gözüküyor.
											Tabiki alain ve glisin var,
											fakat gerçekte, bu ağır elementler
											üretilmiş amino asitlerdir.
											çünkü organizma için değerlidirler.
											Ve 20 seti kullanılmayan
											diğer organizmalar
											her türlü konsantrasyonda
											görünmeyeceklerdir.
											Bu yüzden son derece zor.
											Bilemek için bakteri, bitki ya da herhangi bir hayvan olsun
											bilemek için ne kullandığınızın hiç bir önemi yoktur.
											Herhangi bir yerde hayat var,
											B dağıtım için gidiyoruz,
											dağıtıma karşı olarak.
											Ve bu sadece amino asitlerle saptanabilir.
									","
											Mais imaginez que vous preniez de la terre,
											que vous y creusiez
											et en mettiez dans ces spectromètres,
											parce qu'il y a des bactéries dans tous les coins ;
											ou vous prenez de l'eau n'importe où sur la Terre,
											parce qu'elle grouille de vie,
											et vous faites la même analyse ;
											le spectre a l'air totalement différent.
											Bien sûr il y a toujours de la glycine et de l'alanine,
											mais en fait ce sont ces éléments lourds, ces acides aminés lourds
											qui sont produits
											parce qu'ils sont importants pour l'organisme.
											Et d'autres,
											qui ne sont pas utilisés dans le groupe de 20,
											n'apparaîtront pas du tout,
											dans aucun type de concentration.
											Cela s'avère aussi être extrêmement consistant.
											Peu importe quel type de sédiment vous broyez,
											que ce soit des bactéries ou n'importe quels autres plantes ou animaux.
											Partout où il y a de la vie,
											vous allez trouver cette distribution-ci,
											par opposition à cette distribution-là.
											Et il n'y a pas que dans les acides aminés qu'on peut le détecter.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Jetzt könnte man fragen:
											was ist mit diesen Avidian?
											Die Avidian sind die Bewohner dieser Computerwelt,
											wo sie sich überglücklich reproduzieren und an Komplexität zunehmen.
											Das ist die Verteilung, die man bekommt,
											wenn es kein Leben gibt.
											Sie haben ungefähr 28 dieser Anweisungen.
											Und wenn man ein System hat, wo sie gegeneinander austauschbar sind,
											ist es so wie die Affen, die auf der Schreibmaschine schreiben.
											Jede der Anweisungen erscheint
											mit etwa der gleichen Häufigkeit.
											Aber wenn man nun eine Zusammensetzung aus sich reproduzierenden Typen nimmt
											wie im vorherigen Video,
											schaut es so aus.
											Es gibt ein paar Anweisungen
											die extrem wichtig für die Organismen sind,
											und deren Häufigkeit wird hoch sein.
											Und es gibt einige Anweisungen,
											die man nur einmal, wenn überhaupt verwendet.
											Also sind diese entweder giftig
											oder sollten nur zu einen niedrigen Grad verwendet werden, als zufällig.
											In diesem Fall, ist die Häufigkeit niedriger.
											Und jetzt kann man sehen, ob es eine stabile Signatur ist.
											Ich kann es sagen, ja in der Tat, es ist eine,
											weil dieser Spektrumtyp, wie wir in Büchern gesehen haben,
											und wie wir es in Aminosäuren gesehen haben,
											nicht wirklich wichtig ist dabei, wie man die Umgebung verändert, es ist sehr stabil;
											es wird die Umwelt wiederspiegeln.
									","
											Ahora podrían preguntarse:
											¿Qué son los avidianos?
											Los avidianos son los habitantes de este mundo computacional
											donde se replican felizmente y aumentan su complejidad.
											Esta es la distribución que se obtiene
											si, de hecho, no hay vida"".
											Hay cerca de 28 instrucciones.
											Y si tienen un sistema donde se reemplazan unas por otras
											es como tener monos que escriben en un teclado.
											Cada una de estas instrucciones aparece
											con casi la misma frecuencia.
											Pero si se toma un grupo de tipos replicantes
											como en el video que vieron,
											se ve así.
											Hay instrucciones muy valiosas
											para estos organismos,
											y su frecuencia será alta.
											Hay otras instrucciones
											que se usan una sola vez, si acaso.
											Así que o son venenosas
											o deberían usarse poco menos que aleatoriamente.
											En este caso, la frecuencia es baja.
											Y ahora podemos ver, ¿es realmente una señal robusta?
											Les puedo decir que sí lo es,
											porque este tipo de espectro, tal como lo han visto en los libros,
											y justo como lo vieron en los aminoácidos,
											no importa cómo cambie el ambiente, es muy robusto;
											reflejará el ambiente.
									","
											Agora podem perguntar:
											E quanto aos Avidianos?
											Os Avidianos são os habitantes
deste mundo de computador
											onde são felizes replicando-se
e desenvolvendo-se em complexidade.
											Então esta é a distribuição que se obtém
											se, de facto, não houver vida.
											Eles têm cerca de 28 destas instruções.
											E se tivermos um sistema em que
eles são substituídos uns pelos outros,
											é como os macacos a escrever
numa máquina de escrever.
											Cada uma destas instruções surge
											com frequência aproximadamente igual.
											Mas se agora tomarmos um conjunto
de tipos em replicação
											como no vídeo que viram,
											tem este aspecto.
											Então aqui estão algumas instruções
											que são extremamente valiosas
para estes organismos,
											e a sua frequência vai ser alta.
											E há na verdade algumas instruções
											que apenas se usa uma vez, ou nem isso.
											As instruções ou são venenosas
											ou devem realmente ser usadas
a menos de um nível abaixo de aleatório.
											Neste caso, a frequência é mais baixa.
											E agora podemos ver, é esta realmente
uma assinatura consistente?
											Posso dizer-vos que, na verdade, é,
											porque neste tipo de espectro,
tal como o que viram nos livros,
											e tal como o que viram nos aminoácidos,
											não importa como se muda o meio ambiente,
é muito consistente;
											vai reflectir o meio ambiente.
									","
											Şimdi sorabilirsin:
											şey, bu Avidans hakkında ne var?
											Avidanslar bunları kusursuzca kopyalayan ve karmaşıklığı artan
											bu bilgisayar dünyasının sakinleridir.
											Yani aldığın bu dağıtım
											gerçekse orada yaşam yoktur.
											Bunların 28 öğretisi var.
											ve diğeri ile yer değiştiren bir sisteme sahipsen
											BU maymunların daktiloda yazdığına benzer.
											Bu talimatlardan her biri
											yaklaşık olarak eşit sıklıkta görünür.
											Ama bu videoda gördüğünüz gibi
											bunu kopyalayan elemanlrın bir bölümünü alacaksın
											buna benzer.
											Yani bu organizmalar için son derece değerli olan
											ve yoğunluğu fazla olacak olan
											talimatlar var.
											Ve bi kere kullanabileceğin
											bazı talimatlar var.
											Yani onlar da zehirli
											ya da yada daha düşük bir seviyede kullanılması gerekenlerdir.
											Bu durumda frekans düşüktür.
											Ve böylece şimdi gerçekten güçlü bir imza görebilirmiyiz?
											Aslında size olabileceğini söyleyebilirim,
											çünkü bu tür spektrumlar kitapta ne gördüğün gibi
											ve amino asitlerde ne gördüğün gibidir.
											Gerçekten çevrenin nasıl değiştiğini fark etmessiniz, çok sağlam;
											O ortamı yansıtacak.
									","
											Maintenant vous pourriez demander :
											""Bien, que se passe-t-il pour ces Avidiens ?"",
											les Avidiens étant les habitants du monde informatique,
											où ils sont parfaitement heureux de se répliquer et de se complexifier.
											Donc voici la distribution que vous obtenez
											si, en réalité, il n'y a pas de vie.
											Ils ont environ 28 de ces instructions.
											Et si vous avez un système où les uns sont remplacés par les autres,
											c'est comme les singes qui tapent à la machine.
											Chacune de ces instructions apparaît
											approximativement à la même fréquence.
											Mais si vous prenez un groupe de trucs qui se répliquent
											comme dans la vidéo que vous avez vue,
											ça ressemble à ça.
											Donc il y a des instructions
											qui sont extrêmement importantes pour ces organismes,
											et leur fréquence va être élevée.
											Et il y a en fait des instructions
											que vous n'utilisez qu'une fois, et encore.
											Elles sont soit toxiques
											ou doivent vraiment être utilisées à un niveau inférieur à celui du hasard.
											Dans ce cas, la fréquence est plus basse.
											Et maintenant on peut voir si la signature est vraiment consistante.
											Je peux vous dire qu’en effet, elle l'est,
											parce que ce type de spectre, juste comme vous l'avez vu dans les livres,
											et juste comme vous l'avez vu avec les acides aminés,
											peu importe le changement que vous apportez à l'environnement, c'est très constant ;
											ça va refléter l'environnement.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Ich werde nun ein kleines Experiment zeigen, das wir gemacht haben.
											Und ich muss erklären,
											die Spitze der Graphik
											zeigt die Häufigkeitverteilung, über die ich gesprochen habe.
											Hier, ist das Umfeld ohne Leben,
											wo jede Anweisung passiert
											auf einer gleichen Häufigkeit.
											Und hier unten zeigt es
											die Mutationsrate im Umfeld.
											Ich beginne mit dieser Mutationsrate, die so hoch ist,
											dass, auch wenn sie fallen würde,
											ein reproduzierendes Programm,
											das aufsteigen würde,
											um die ganze Welt zu füllen,
											wenn es sinkt, mutiert es sofort zu Tod.
											Also ist kein Leben möglich
											auf diesen Mutationsindikator.
											Aber wenn ich die Hitze runterdrehe,
											und dann gibt es die Entwicklungsfähigkeitschwelle
											wo es jetzt möglich ist
											für einen Replikator zu leben.
											Und wir werden diese Kerle die ganze Zeit
											in die Mixtur sinken lassen.
									","
											Les mostraré ahora un pequeño experimento que hicimos.
											Tengo que explicarles,
											la parte superior de esta gráfica
											muestra la distribución de frecuencias de la que hablé.
											Aquí, de hecho, es el ambiente sin vida
											donde ocurre cada instrucción
											con igual frecuencia.
											Y aquí abajo, les muestro
											la tasa de mutación en el ambiente.
											Comienzo esto en una tasa de mutación que es tan alta
											que, aún si tiramos
											un programa replicante
											que crecería felizmente en otras condiciones
											hasta llenar todo el mundo,
											si lo tiramos ahí, muta a muerte de inmediato.
											Así que no hay posibilidad de vida
											en ese tipo de tasa de mutación.
											Pero entonces voy a bajar la temperatura, por así decirlo,
											y está este umbral de viabilidad
											donde ahora sería posible
											que sobreviva un replicador.
											Y, de hecho, echaremos a estos tipos
											a esta sopa todo el tiempo.
									","
											Vou então mostrar-vos agora
uma pequena experiência que fizemos.
											E tenho de vos explicar,
											a parte de cima deste gráfico
											mostra aquela distribuição
da frequência de que falei.
											Aqui, de facto,
trata-se do meio ambiente sem vida
											em que cada instrução ocorre
											com frequências iguais.
											E aqui em baixo, mostro a taxa
de mutação no meio ambiente.
											E começo por uma taxa de mutação tão alta
											que, mesmo que introduzíssemos
											um programa de replicação
											que de outra forma
se desenvolveria alegremente
											até preencher o mundo inteiro,
											se o introduzíssemos, sofreria uma mutação
e morreria imediatamente.
											Então, não há vida possível
											a este nível de taxa de mutação.
											Mas agora vou lentamente descer
a temperatura, por assim dizer,
											e então há este limiar de viabilidade
											em que agora seria possível
											a um replicador realmente viver.
											E iremos introduzir estes tipos
											naquela sopa a toda a hora.
									","
											Şimdi yaptığımız küçükbir deneyle size göstereceğim.
											Ve size açıklayacağım,
											bu grafiğin en üstünü
											hakkında konuşmuş olduğumuz frekansı gösterir.
											Aslında, burada eşit bir sıklıkta meydana gelen
											komutların olduğu yaşamsız bir
											ortam vardır.
											Ve bunun altında ki
											mutasyon oranını gösterdim.
											Ve bu yüksek olan mutasyon oranında işe başladım,
											hatta tüm dünyada
											memnuniyetle
											kullanılan
											bir program olsaydın ,
											eğer kaybedersen hemen ölmek için mutasyona uğramış olursun.
											Yani, mutasyon ranında
											bu tür bir yaşam olasılığı yoktur.
											Ama sonra tabiri caizsse ısıyı yavaş yavaş kapatmak için gidiyorum
											ve sonra repligatörün yaşaması için
											şimdi mümkün olabiileceği yerde
											canlılık eşiği vardırr.
											Ve aslında bu adamları
											bunun içine bırakacağız.
									","
											Je vais maintenant vous montrer une petite expérience que nous avons faite.
											Je dois vous expliquer :
											le haut de ce graphique
											vous montre la distribution des fréquences dont je vous ai parlée.
											Ici, en fait, c'est un environnement sans vie
											où chaque instruction survient
											à la même fréquence.
											Et en-dessous, je montre, en fait,
											le taux de mutation dans l'environnement.
											Et je commence cela à un taux de mutation qui est si élevé
											que même si vous lâchiez
											un programme qui se réplique
											qui dans d'autres circonstances grandirait tranquillement
											pour remplir le monde entier,
											si vous le lâchiez dedans, il mutera jusqu'à la mort immédiatement.
											Donc il n'y a pas de vie possible
											à ce taux de mutation.
											Mais je vais lentement baisser la température, pour ainsi dire,
											et on a alors un seuil de viabilité
											où il serait alors possible
											pour un réplicateur de vivre.
											Et en effet, nous allons lâcher ces trucs
											dans cette soupe tout le temps.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Schauen wir uns an, wie sie ausschaut
											Als erstes, nichts, nichts nichts.
											zu heiß, zu heiß
											Jetzt ist die Entwicklungsfähigkeitsschwelle erreicht,
											und die Häufigkeitsverteilung
											hat sich drastisch verändert, in Wahrheit stabilisiert.
											Dann war ich gemein
											und habe die Hitze wieder ansteigen lassen.
											Und natürlich erreicht es die Entwicklungsfähigkeitschwelle.
											Ich zeigs jetzt nochmal, weil es so schön ist.
											Man erreicht die Entwicklungsfähigkeitschwelle.
											Die Verteilung ändert sich zu ""lebendig"".
											Und dann, wenn man die Schwelle erreicht,
											wo die Mutationsrate so hoch ist,
											dass man sich nicht selbst reproduzieren kann,
											kann man die Infomation nicht
											bis zur Nachkommenschaft kopieren,
											ohne so viele Fehler zu machen,
											dass die Fähigkeit zur Reproduktion verschwindet.
											Und dann ist die Signatur verloren.
									","
											Veamos cómo se ve.
											Primero, nada, nada, nada.
											Muy caliente, muy caliente.
											Ahora alcanzan el umbral de viabilidad,
											y la distribución de frecuencias
											cambia drásticamente y, de hecho, se estabiliza.
											Y ahora lo que hice
											fue, estaba siendo grosero, subí la temperatura más y más.
											Y por supuesto, alcanzó el umbral de viabilidad.
											Se los mostraré de nuevo porque se ve bien.
											Alcanzan el umbral de viabilidad.
											La distribución cambia a ""vivientes""
											y entonces, ya que alcanzan el umbral
											donde la tasa de mutación es tan alta
											que no pueden auto-replicarse,
											no pueden copiar la información
											hacia sus descendientes
											sin cometer tantos errores
											que la habilidad de replicarse se desvanece.
											Y entonces se pierde el marcador.
									","
											Então vamos ver qual o aspecto disso.
											Primeiro, nada, nada, nada.
											Muito quente, muito quente.
											Agora o limiar de viabilidade é atingido,
											e a distribuição da frequência
											mudou dramaticamente e estabiliza.
											E agora o que eu fiz foi,
											estava a ser mauzinho, voltei a aumentar
a temperatura uma e outra vez.
											E claro, atinge o limiar da viabilidade.
											E estou a mostrar-vos isto de novo
porque é tão lindo.
											Acerta-se no limiar da viabilidade.
											A distribuição muda para ""vivo!""
											E então, assim que se acerta no limiar
											em que a taxa de mutação é tão alta
											que não é possível a auto-reprodução,
											não se pode copiar a informação
											e passá-la à descendência
											sem fazer tantos erros que
											a capacidade de replicar-se desaparece.
											E então a assinatura perde-se.
									","
											bu yüzden nasıl görünüyor bir göz atalım.
											Bunun için ilk önce, hiçbir şey, hiçbir şey, hiçbir şey.
											Çok sıcak, çok sıcak.
											Şimdi canlılık eşiğine ulaştı
											ve frekans dağılımı
											dramatik bir şekilde değişti ve aslında dengeledi.
											Ve şimdi benim burda yaptığım
											kirlenmem ve sadece ısıyı tekrar tekrar döndürmem oldu.
											Elbette bu canlılık eşiğine ulaşır.
											Ve size tekar göateriyorum çünkü çok güzel.
											Canlılık eşiğini yakaladın.
											Dağılım canlı olarak değişir
											Ve sonra iki kez eşiğe vur
											mutasyon oranının çok yüksek olduğu yerde
											senin yeniden üretemeyeceğin,
											bilgi kaydedemeyeceğin
											ileri sonuçlarının
											bir çok hata yapmak olamksızın
											taklit yeteneğini ortadan kaybeden.
											Ve sonra isaretler kayıp.
									","
											Donc voyons ce à quoi ça ressemble.
											D'abord, rien, rien, rien.
											Trop chaud, trop chaud.
											Maintenant le seuil de viabilité est atteint,
											et la distribution de fréquence
											a radicalement changé et en fait se stabilise.
											Maintenant ce que j'ai fait ici
											est que, j'ai été méchant, j'ai juste monté la température encore et encore.
											Bien sûr le seuil de viabilité a été atteint.
											C'est tellement chouette que je vous montre ça encore une fois.
											Vous atteignez le seuil de viabilité.
											La distribution passe au mode ""vivant"" !
											Alors, une fois atteint le seuil
											où le taux de mutation est si élevé
											que vous ne pouvez pas vous auto-reproduire,
											vous ne pouvez pas reproduire l'information
											vers vos descendants
											sans faire tant d'erreurs
											que votre capacité à vous répliquer s'évapore.
											Et alors la signature est perdue.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
