fr,de,tr,es,title,speaker,duration,tags
"
											Ces imprimantes coûtent 800 $ US maintenant.
											Nous estimons que si elles tournaient 24 heures par jour,
											elles pourraient produire 10 millions de tests par an.
											Donc, c'est un problème réglé. Ce problème particulier est réglé.
											Et voici un exemple du genre de chose que vous pouvez voir.
											Voici un papier d'environ 20 x 30 cm.
											Ça prend environ 2 secondes à faire.
											Et donc, je considère ça comme réglé.
											Il y a quelque chose de très important ici,
											c'est que parce que c'est une imprimante,
											une imprimante couleur, elle imprime en couleur. C'est ce que font les imprimantes couleur.
											Je vais vous montrer dans un instant, c'est en fait très utile.
									","
											Die Drucker kosten jetzt 800 Dollar.
											Wenn wir schätzen, dass wir sie 24 Stunden am Tag betreiben,
											könnten Sie etwa 10 Millionen Tests jährlich herstellen.
											So, es ist ein gelöstes Probem. Diese spezielle Problem ist gelöst.
											Und hier sehen Sie ein Beispiel für diese Art von Instrument.
											Das ist auf einem Stück DIN-A4–Papier.
											Die Herstellung dauert ungefähr zwei Sekunden.
											Und daher betrachte ich es als geschafft.
											Es gibt hier eine sehr wichtige Angelegenheit,
											da es ein Drucker ist,
											ein Farbdrucker, er druckt Farben. Das ist was Farbdrucker tun.
											Ich werde Ihnen in einem Moment zeigen, dass es wirklich ziemlich nützlich ist.
									","
											Yazıcının şu andaki maliyeti 800 dolar.
											Eğer bu yazıcıyı 24 saat çalıştırırsanız
											yılda yaklaşık 10 milyon test yaparlar.
											Böylece bu sorun çözülmüş bir sorundur.
											Ve bu gördüğünüz şeyin bir örneği var
											Bu 8'e 12 bir kağıt
											Bunu yapmak 2 saniye sürüyor
											Ben bunu da bitmiş olarak nitelendiriyorum
											Burada çok önemli bir konu var,
											o da şudur ki bu bir yazıcı
											renkli yazıcı, renki baskı yapar. Renkli yazıcıların yaptığı gibi.
											Size az sonra göstereceğim bu aslında cok yararlı.
									","
											Las impresoras cuestan 800 dólares ahora.
											Y harán, si estimamos que las tienen trabajando 24 horas al día,
											harían aproximadamente 10 millones de pruebas al año.
											Entonces, es un problema resuelto. Ese problema en particular está resuelto.
											Y ahí está un ejemplo del tipo de resultado que verían.
											Eso es en un papel de 8 por 12 (pulgadas).
											Se tarda 2 segundos en hacer.
											Así que considero que eso ya está resuelto.
											Existe un aspecto muy importante aquí,
											y es que al tratarse de una impresora,
											una impresora a color; imprime colores. Eso es lo que hacen las impresoras a color.
											Les enseñaré en un momento que eso en realidad resulta muy útil.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Maintenant, la prochaine question que vous allez poser
											c'est de savoir ce qu'on veut mesurer ? Que veut-on analyser ?
											Et la chose que l'on souhaite analyser en priorité,
											nous en sommes assez loin.
											C'est ce que l'on appelle ""une fièvre d'origine non diagnostiquée"".
											Quelqu'un arrive dans une clinique,
											il a de la fièvre, il ne se sent pas bien, qu'est-ce qu'il a ?
											Est-ce qu'il a la Tuberculose ? Est-ce qu'il a le SIDA ?
											Est-ce qu'il a un simple rhume ?
											Le problème du triage. C'est un problème très difficile
											pour des raisons dont je ne parlerai pas.
											Il y a un nombre énorme de choses que vous voulez pouvoir distinguer.
											Mais il y a une série de choses,
											SIDA, hépatite, Malaria,
											Tuberculose, ou autre.
											Et des plus simples, comme des guides de traitements.
									","
											Nun, die nächste Frage, die Sie fragen möchten,
											ist, was möchten Sie messen? Was möchten Sie analysieren?
											Und die Sache, die Sie am liebsten analysieren möchten,
											davon sind wir eine gute Weile entfernt.
											Es wird ""Fieber mit unbekannter Ursache"" genannt.
											Jemand kommt in die Klinik,
											sie haben Fieber, sie fühlen sich schlecht, was haben sie?
											Haben sie T.B.? Haben sie AIDS?
											Haben sie eine Erkältung?
											Das Selektionsproblem. Das ist ein schwieriges Problem
											aus Gründen, die ich nicht erleutern werde.
											Es gibt eine ungemeine Zahl von Dingen, zwischen denen Sie unterscheiden möchten.
											Aber dann gibt es eine Reihe von Sachen,
											AIDS, Hepatitis, Malaria,
											TB, andere.
											Und einfachere wie Orientierung für die Behandlung.
									","
											Şimdi sormak istediğim bir sonraki soru ise:
											Ne ölçmek istersiniz? Ne analiz etmek istersiniz?
											Ve en çok incelemek isteyebileceğiniz şeyden kayda değer uzaklıktayız.
											bu da ''tanımlanmamış orijin ateşi''
											diye adlandırdığımız şeydir.
											Biri kliniğe gelir
											ateşi var, kendini iyi hissetmiyor, hastalığı nedir?
											tüberküloz mu, AIDS mi?
											Yoksa soğuk algınlığı mı?
											triyaj sorunu, değinmeyeceğim sebeplerden
											dolayi zor bir sorun.
											Aralarında ayırt etmek istediğiniz bir çok şey vardır.
											Ama bazı seriler vardir,
											AIDS, hepatit, sıtma
											tüberküloz, ve diğerleri
											Ve tedavi kılavuzluğu gibi basit olanlar.
									","
											Ahora, la siguiente cuestión que querrán preguntar
											es ¿qué quieren medir?¿Qué les gustaría analizar?
											Y lo que más les gustaría analizar
											- aún estamos bastante lejos de lograrlo -
											es lo que se conoce como ""fiebre de origen no diagnosticado”.
											Alguien llega a la clínica
											tienen fiebre, se sienten mal, ¿qué tienen?
											¿Tienen tuberculosis?¿Tienen SIDA?
											¿Tienen una gripe común?
											El problema de la triada. Es un problema difícil
											por razones que no discutiré.
											Existen una gran cantidad de enfermedades que deberíamos poder distinguir.
											Pero además hay otras enfermedades,
											SIDA, hepatitis, malaria,
											tuberculósis y otras.
											Y otras cuestiones más simples, como la elección de un tratamiento.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Maintenant, même ça est plus compliqué qu'on pourrait le croire.
											Un de mes amis travaille dans un centre psychiatrique multi-culturel.
											Et il s'intéresse à la question de savoir
											pourquoi les gens prennent ou ne prennent pas leur médicaments ?
											Donc, du Dapsone, ou quelque chose comme ça,
											vous devez le prendre pendant un certain temps.
											Il y a une histoire merveilleuse où il parle à un villageois en Inde.
											Il lui demande ""Est-ce que vous avez pris votre Dapsone ?"" ""Oui"".
											""Vous l'avez pris tous les jours ?"" ""Oui""
											""Vous l'avez pris pendant un mois ?"" ""Oui"".
											En fait, ce que le type voulait dire,
											c'est qu'il avait donné les doses des 30 jours de Dapsoe
											à son chien, ce matin.
											(Rires)
											Il disait la vérité. Parce que
											dans une culture différente,
											le chien est votre substitut,
											vous savez, ""aujourd'hui"", ""ce mois-ci"", ""depuis la saison des pluies"",
											Il y a beaucoup d'occasions de mauvaise interprétation.
											Et donc, un problème ici est,
											dans certains cas, de savoir
											comment gérer des problèmes qui ne semblent pas intéressants,
											comme la conformité.
									","
											Nun sogar das ist schwieriger als Sie denken.
											Einer meiner Freunde arbeitet in zwischen-kultureller Psychatrie.
											Und er interessiert sich für die Frage,
											warum Menschen ihre Medikamente nehmen oder nicht.
											So, Dapsone, oder so ähnlich,
											muss für eine Weile eingenommen werden.
											Es gibt eine wunderbare Geschichte über ein Gespräch mit einem Dorfbewohner in Indien.
											Sagend, ""Haben Sie Ihr Dapsone genommen?"" ""Ja.""
											""Haben Sie es jeden Tag genomment?"" ""Ja.""
											""Haben Sie es für einen Monat genommen?"" ""Ja.""
											Was der Mann in Wirklichkeit gemeint hat,
											war, dass er seinem Hund eine 30-Tage-Dosis of Dapsone
											gefüttert hat, diesen Morgen.
											(Gelächter)
											Er sagte die Wahrheit. Da
											in anderen Kulturen
											der Hund ein Stellvertreter für Sie ist,
											wissen Sie, ""heute,"" ""diesen Monat,"" ""seit der Regenzeit,""
											es gibt eine Vielzahl von Möglichkeiten für Missverständnisse.
											Eine Frage ist daher
											in einigen Fällen herauszufinden,
											wie man mit Sachen umgeht, die uninteressant erscheinen,
											wie Folgsamkeit.
									","
											Ama onlar bile düşündüğünüzden daha karmaşıktır.
											Bir arkadaşım kültürler arası psikiyatride çalışıyor
											ve onun ilgisini şu soru çekiyor:
											insanlar niçin ilaçlarını almazlar?
											mesela Dapsone, yada ona benzer bir ilaç
											uzun bir süre kullanılması gereken bir ilaç
											Çok güzel bir hikaye var Hindistanda bir köylü ile ilgili
											Sormuşlar: ""Dapsone'larını alıyor musun?"", ""Evet""
											""Hergün aldın mı?"", ""Evet""
											""Bir ay boyunca aldın mı?"",""Evet""
											Adamın aslında söylemek istediği şey şu ki
											30 günlük Dapsone'u
											o sabah köpeğine vermiş olmasıydı
											(Gülüşmeler)
											O doğruyu söylüyordu çünkü
											başka bir kültürde
											köpeğin senin vekilindir
											birde bilirsiniz ki ""bugün"",""bu ay"".""yağmurlu sezondan beri""
											yanlış anlaşılabilecek bir çok imkan var
											buradaki sorun şudur ki:
											önemsiz olarak gözüken bazı sorunların
											nasıl ilgilenilmesini çözmek,
											örneğın uyum gibi.
									","
											Incluso eso es más complicado de lo que creen.
											Un amigo mío trabaja en psiquiatría transcultural.
											Y le interesa la pregunta de
											por qué las personas toman o dejan de tomar sus medicinas.
											Así, Dapsona, o algo parecido,
											se tiene que tomar por un tiempo.
											Existe la historia maravillosa de que están hablando con un campesino en India
											y le dicen ""¿Ya se tomó su Dapsona?"". ""Sí"".
											""¿Se la ha tomado a diario?"". ""Sí"".
											""¿Se la ha tomado por un mes?"". ""Sí"".
											Lo que el hombre realmente quería decir
											es que le había dado una dosis de 30 días de Dapsona
											a su perro esa mañana.
											(Risas)
											Y estaba diciendo la verdad. Porque
											en una cultura diferente,
											el perro es un sustituto de ""tú"",
											ya saben, ""hoy"", ""este mes"", ""desde la temporada de lluvias"",
											existen muchas oportunidades para malentendidos.
											Entonces, es un problema
											en algunos casos el averiguar
											cómo lidiar con asuntos que pueden parecer poco interesantes,
											como la conformidad.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Maintenant, regardons à quoi ressemble un test typique.
											Piquez un doigt, vous obtenez du sang,
											environ 50 microlitres.
											C'est à peu près tout ce que vous allez avoir.
											Parce que vous ne pouvez pas utiliser les systèmes habituels.
											Vous ne pouvez pas le manipuler très facilement,
											mais je vais vous le montrer dans un moment.
											Donc, vous prenez la goutte de sang, sans plus de manipulations.
											Vous la déposez sur ce petit dispositif.
											Il filtre les cellules sanguines, en laissant passer le sérum au travers,
											et vous obtenez une série de couleurs
											ici en bas.
											Et les couleurs indiquent une maladie ou si tout va bien.
											Mais même ça, c'est compliqué.
											Parce que pour vous, pour moi, les couleurs peuvent indiquer que tout va bien.
											Mais après tout, nous souffrons tous
											d'un excès probable d'éducation.
									","
											Nun, sehen Sie, wie ein typischer Test aussieht.
											Sie stechen in einen Finger, erhalten ein bisschen Blut,
											um die 50 Mikroliter.
											Das ist ungefähr alles, was Sie erhalten werden.
											Da Sie die gewöhnlichen Art von Instrumenten nicht nutzen können,
											können Sie es nicht sehr gut verarbeiten,
											obwohl ich Ihnen etwas darüber in einem Moment zeigen werde.
											So, Sie nehmen den Tropfen Blut, ohne weitere Verarbeitung.
											Sie bringen ihn in ein kleines Gerät.
											Das Gerät filtert die Blutzellen heraus, und lässt das Serum durch,
											und Sie erhalten eine Reihe von Farben
											dort unten.
											Und die Farben zeigen Krankheit oder normal.
											Aber sogar das ist kompliziert.
											Da für Sie, für mich, die Farben normal bedeuten können.
											Aber im Grunde leiden wir wahrscheinlich alle
											an zu einem Übermaß an Bildung.
									","
											Şimdi klasik bir testin nasıl olduğuna bakalım
											parmağa iğne batırırsınız, az bir kan alırsınız
											yaklaşık 50 microlitre
											Bundan daha fazlasını alamazsınız
											çünkü klasik sistemleri kullanamaz durumdasınız
											bunu iyi derecede manipule de edemezsiniz,
											ama bu konu ile ilgili size az sonra bir şey göstereceğım
											Evet, bir damla kan aldınız, daha fazla manipulasyon da yok
											ufak bir cihaza koydunuz
											cihaz kan hücrelerini filitreledi, serumun geçmesine izin verdi
											ve bir seri renkler oluştu,
											şurada aşağıda.
											ve renkler hastalık mı normal mı belirtti.
											Ama bu bile karmaşık olabilir
											çünkü sana ya da bana renkler normali belirtiyor olabilir
											ama ne de olsa biz yoğun eğitimin
											kurbanlarıyız.
									","
											Ahora, miren cómo se ve una prueba típica.
											Pinchan un dedo, obtienen sangre,
											aproximadamente 50 microlitros.
											Eso es todo lo que obtendrán.
											Porque no pueden usar los sistemas habituales.
											No pueden manipularla muy bien,
											aunque les mostraré algo al respecto en un momento.
											Entonces, toman la gota de sangre, sin manipularla más.
											La ponen en un pequeño dispositivo.
											El dispositivo filtra las células y deja pasar el suero,
											y obtienen una serie de colores
											ahí en la parte de abajo.
											Y los colores indican enfermedad o normalidad.
											Pero incluso eso es complicado.
											Porque para ustedes, para mi, los colores podrían indicar normalidad.
											Pero, después de todo, todos estamos sufriendo de
											un probable exceso de educación.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Que faites-vous si quelque chose requiert
											une analyse quantitative ?
											Et donc, la solution à laquelle nous et beaucoup d'autres
											personnes pensons ici,
											et actuellement, il y a une diffusion impressionnante,
											et il en sort la solution universelle à tout ces temps ci,
											qui est un téléphone portable. Dans ce cas particulier, un téléphone-appareil photo.
											Il y en a partout, six millions de plus chaque mois, rien qu'en Inde.
											Et l'idée, c'est que quelqu'un
											prend ce système.
											Vous le trempez. Vous développez les couleurs.
											Vous prenez une photo. La photo est envoyée à un laboratoire central.
											Vous n'avez pas besoin d'envoyer un docteur.
											Vous envoyez quelqu'un qui va juste prélever les échantillons.
											Et dans la clinique, soit un docteur, ou idéalement un ordinateur
											dans ce cas, fera l'analyse.
											Il se trouve que ça fonctionne assez bien, en particulier quand votre
											imprimante couleur a imprimé des barres de couleurs
											qui indiquent comment les choses fonctionnent.
									","
											Was stellen Sie mit etwas, dass
											eine quantitative Analyse erfordert, an?
											Und die Lösung, über die wir und viele andere Leute
											dort nachdenken,
											und an diesem Punkt gibt es einen dramatischen Tusch,
											und heraus kommt die universelle Lösung für alles in diesen Tagen,
											das Handy. In diesem speziellen Fall, ein Handy mit Kamera.
											Sie sind überall, sechs Milliarden im Monat, in Indien.
											Und die Idee ist, was man macht ist,
											man das Handy zu nehmen.
											Sie tauchen es ein. Sie entwickeln die Farbe.
											Sie schießen ein Foto. Das Foto geht in ein zentrales Labor.
											Sie müssen keinen Arzt hinaus schicken.
											Sie schicken jemanden, der die Probe nehmen kann.
											Und entweder der Doktor, oder idealerweise in diesem Fall ein Computer,
											macht die Analyse in der Klinik.
											Es stellt sich heraus, dass dies wirklich ziemlich gut funktioniert, besonders wenn ihr
											Farbprinter die Farbbalken gedruckt hat,
											die zeigen, wie er funktioniert.
									","
											niceliksel bir analiz isteyen bir şey için
											ne yaparsiniz?
											Benim ve bir çok insanin
											düşündüğü çözüm ise
											bu noktada dramatik bir gelişme var
											ve günümüzde herşeyın çözümü olan evrensel cözüm çıkar
											cep telefonu, bu spesifik durumda, kameralı bir telefon
											Her yerde varlar, ayda 6 milyon, Hindistanda
											Fikir ise biri
											o cihazi alır
											daldırırsınız, renkleri oluşturursunuz,
											resmini çekersiniz, bu resim merkezi bir laboratuvara gider.
											Bir doktor da yollamanıza gerek yok.
											Siz sadece örnek alabilcek birini yollarsınız
											ve bu durumda klinikde bir doktor yada ideal olarak bir bilgisayar
											analizi yapar.
											Sonuç olarak bu iş aslında çok kolaydır
											hele renkli yazıcınız işlerin nasıl
											yürüdüğünü gösteren renklı çizgileri bastıkdan sonra.
									","
											¿Qué hacer con algo que requiere
											un análisis cuantitativo?
											Entonces, la solución que nosotros y muchas otras personas
											estamos considerando,
											y en este punto existe una expansión dramática,
											y estos días se ha convertido en la solución universal para todo,
											es el teléfono celular. En este caso en particular, un teléfono con cámara.
											Están en todas partes, seis millones al mes, en India.
											Y la idea es que lo que uno hace,
											es tomar el dispositivo.
											Lo sumergen. Esperan a que se revele el color.
											Le toman una foto. La foto se envía al laboratorio central.
											No necesitas enviar un médico.
											Mandas a alguien que pueda tomar la muestra.
											Y en la clínica ya sea un doctor, o idealmente una computadora
											en este caso, hace el análisis.
											Resulta funcionar bastante bien, sobre todo cuando
											tu impresora a color ha imprimido las barras de colores
											que indican cómo funcionan las cosas.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Donc, ma vision du personnel de santé du future
											n'est pas un docteur,
											mais un jeune de 18 ans, qui sinon est au chômage
											et qui a deux choses. Il a un sac à dos rempli de ces tests.
											et un bistouri pour prendre des échantillons de sang,
											et une [Kalachnikov] AK-47.
											Et ce sont ces choses qui lui feront passer sa journée.
									","
											So, meiner Meinung nach ist die Person verantwortlich für die medizinische Versorgung in der Zukunft
											nicht ein Arzt,
											sondern ein 18-jähriger, ansonsten arbeitslos,
											der zwei Sachen hat. Er hat einen Rucksack voll solcher Tests
											und eine Lanzette um gelegentlich eine Blutprobe zu nehmen
											und ein AK47.
											Und das sind die Dinge, die ihn durch den Tag bringen.
									","
											Sonuç benim görüşümde geleceğın saglık çalışanı
											bir doktor değıl
											18 yaşında bir gençtir, diğer bir değişle işsiz.
											iki şeyi var, bir bu testlerle dolu bir çanta
											ve lanset ara ara kan örneği almak için,
											iki, bir AK47.
											Gününü geçirmesini sağlayan seyler bunlardır,
									","
											Entonces, mi visión del trabajador del sector salud del futuro
											no es un médico,
											sino un joven de 18 años, que de otro modo podría estar desempleado
											pero que tiene dos cosas: tiene una mochila llena de estas pruebas,
											y una lanceta con la cual puede tomar una muestra de sangre ocasionalmente,
											y un rifle AK47.
											Y esas son las cosas que le permiten sobrevivir día a día.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Il y a une autre connexion très intéressante ici.
											Qui est de savoir comment faire
											pour faire passer de l'information utile
											au travers d'un système téléphonique qui est assez catastrophique.
											Il s'avère qu'il y a un volume d'information énorme
											déjà disponible sur ce sujet, qui est le problème du robot sur Mars.
											Comment récupérer une vue précise des couleurs sur Mars,
											si vous avez un débit très mauvais pour faire ça ?
											Et la réponse n'est pas compliquée
											mais je ne veux pas l'aborder ici,
											à part pour indiquer que les systèmes de communication
											pour faire ça sont assez bien compris.
									","
											Es gibt hier eine weitere, sehr interessante Verbindung.
											Und diese ist, dass das, was man machen möchte,
											ist wertvolle Information weiter zu leiten
											über ein im Allgemeinen ziemlich schlechtes Telefonsystem.
											Es stellt sich heraus, dass schon eine enorme Menge an Informationen
											über dieses Gebiet erhältlich ist,das Mars-Rover Problem.
											Wie bekommen Sie ein korrektes Bild über die Farben des Mars,
											wenn Sie eine wirklich schreckliche Bandweite zur Verfügung haben, um es zu tun?
											Und die Antwort ist nicht kompliziert,
											aber es ist eine, in die ich hier nicht mehr eingehen möchte
											als zu sagen, dass die Kommunikationssysteme
											um dies zu erreichen wirklich sehr gut bekannt sind.
									","
											Burada başka çok enteresan bir sorun var
											o da genel olarak bu kadar kötü bir
											telefon ağından yararlı bilgi geçirmek
											isteyen biri.
											Olay şudur ki bu konu ile ilgili muzzam miktarda
											bilgi var, Mars gezgini sorunu.
											Mars'ın yüzeyinin renklerini nasıl kesin bir şekilde alırsın,
											çok kötü bir band genişliğin varsa?
											Ve cevap cok karmaşık değil,
											Bunların yapılması için haberleşme sistemleri
											yeterince anlaşılmış durumda
											ama burada bunun dışında bu konuya değınmeğeceğım.
									","
											Y existe otra conexión muy interesante aquí.
											Y es que lo que uno quiere hacer
											es comunicar la información útil
											a través de un sistema de teléfonos que por lo general es terrible.
											Y resulta que hay una gran cantidad de información
											ya disponible sobre el tema, que es el problema del explorador que se envió a Marte.
											¿Cómo se puede obtener una vista precisa del color en Marte,
											si se tiene un ancho de banda terrible para lograrlo?
											Y la respuesta no es complicada
											pero es algo que no quiero discutir en esta ocasión,
											excepto para decir que los sistemas de comunicación
											para hacer esto han sido muy bien estudiados.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Aussi, un fait que vous ne connaissez peut-être pas,
											est que la capacité de calcul de cet objet
											n'est pas très différente de la capacité de calcul
											de votre ordinateur de bureau.
											C'est un dispositif fantastique qui commence tout juste à être exploré.
											Je ne sais pas si l'idée d'un ordinateur pour chaque enfant
											est une bonne idée. Voici l'ordinateur du futur.
											Parce que l'écran est déjà là et qu'ils peuvent être partout.
									","
											Eine Tatsache, die Sie vielleicht auch nicht kennen,
											ist, dass die Rechnerpower dieses Dings
											nicht so verschieden ist von der Rechnerpower
											Ihres Desktop Computers.
											Dies ist ein fantastisches Gerät, das nur anfangsweise aufgegriffen wird.
											Ich weiß nicht, ob die Idee ""ein Computer, ein Kind""
											klar ist. Hier ist der Computer der Zukunft.
											Da der Bildschirm schon das ist und sie universell sind.
									","
											Ayrıca bir çoğunuz bilmeyebilir ama
											bunun hesaplama kabiliyeti
											bir masaüstü bilgisayardan
											çok farklı değil.
											Daha yeni yeni keşfetığımız olağanüstü bir cihaz bu.
											Bir çocuğa bir bilgisayar fikri mantıklı mıdır ben bilemem ama,
											işte geleceğin bilgisayarı.
											Çünkü bu ekran şimdiden orada ve onlar her yerde hazır ve nazır bulunmakta.
									","
											También, un hecho que tal vez no conozcan
											es que la capacidad de computación de este dispositivo
											no es tan diferente de la capacidad de computación
											de su computadora de escritorio.
											Este es un dispositivo fantástico que apenas empieza a ser aprovechado.
											Y no sé si la idea de una computadora por niño
											tiene sentido. Ésta es la computadora del futuro.
											Porque esta pantalla ya esta ahí y además son ubicuos.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Bon, maintenant, laissez-moi vous montrer des dispositifs avancés.
											Commençons par poser un petit problème.
											Ce que vous voyez là est un autre dispositif d'un centimètre carré.
											Et les différentes couleurs sont différentes couleurs de teintures.
											Et vous remarquez quelque chose qui peut
											vous sembler intéressant,
											qui est que le jaune semble disparaître,
											passer au travers du bleu, et ensuite au travers du rouge.
											Comment ça marche ? Comment faire passer quelque chose au travers d'autre chose ?
											Et bien sûr, la réponse, c'est : ""Vous ne le faites pas"".
											Vous le faites passer par dessous ou par dessus.
									","
											Nun, lassen Sie mich Ihnen nur ein bisschen über fortgeschrittene Systeme zeigen.
											Und wir starten mit dem Aufwerfen eines kleinen Problems.
											Was Sie hier sehen, ist ein weiteres Zentimeter großes Gerät.
											Und die verschiedenen Farben sind verschiedene Farben des Farbstoffes.
											Und Sie stellen etwas fest, das Ihnen ein bisschen
											interessant erscheinen mag,
											das ist, dass Gelb zu verschwinden scheint,
											durch das Blaue geht, und dann durch Rot geht.
											Wie funktioniert das? Wie lassen Sie etwas durch etwas anderes fließen?
											Und die Antwort ist natürlich, ""Sie tun es nicht"".
											Sie lassen es darunter und darüber fließen.
									","
											Peki size şimdi biraz daha gelişmis cihazlardan bahsedeyim.
											Ufak bir problem ortaya çikararak başlıyalım.
											Burada gördüğünüz başka bir santimetrelik bir cihaz.
											ve değişik renkler ise değişik reklerde boya
											size az biraz enteresan gelebilecek
											bir şey farketmiş olabilirsiniz
											bu da şudur ki sarı kayboluyormuş gibi gözüküyor.
											maviden geçer sonra da kırmızıdan.
											Bu nasıl oluyor? Nasıl olur da birseyi birseyin içersinden akıtırsınız?
											ve elbette cevap ""Hayır öyle birşey yapmazsınız""
											üzerinden ve üstünden akıtırsınız.
									","
											Muy bien, ahora déjenme mostrarles algo acerca de dispositivos más avanzados.
											Y comenzaremos por proponer un pequeño problema.
											Lo que ven aquí es otro dispositivo de un centímetro de tamaño.
											Y los colores diferentes son distintas tintas de color.
											Y se nota algo que les podría parecer
											interesante,
											y es que el amarillo parece desaparecer,
											atravesar el azul, y luego pasar por el rojo.
											¿Cómo sucede eso?¿Cómo haces que algo fluya a través de algo?
											Y desde luego la respuesta es: ""no lo haces""
											Lo haces pasar por debajo o por encima.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Mais la question devient : comment le faire passer
											par dessous et par dessus dans une feuille de papier ?
											Et la réponse est que ce que vous faites,
											et les détails ne sont pas très importants ici,
											est de faire quelque chose de plus élaboré,
											vous prenez plusieurs couches de papier différentes,
											chacune contenant son propre petit système de fluide,
											et vous les séparez par des morceaux de,
											littéralement, du scotch double face pour tapis,
											le truc que vous utilisez pour coller les tapis sur le sol.
											Et le fluide va passer d'une couche vers la suivante.
											Il se diffuse de lui-même, au travers de trous,
											se diffusant au travers des différentes couches de papier.
									","
											Aber nun ist die Frage, wie lassen Sie es unter
											und über einem Stück Papier fließen?
											Und die Antwort ist, dass Sie,
											und die Details sind hier nicht besonders wichtig,
											etwas ein bisschen raffinierter gestalten,
											Sie nehmen mehrere Lagen Papier,
											jedes mit seinem eigenen kleinen Fließsystem,
											und Sie trennen sie mit Stücken von,
											im wahrsten Sinne des Wortes, zweiseitigem Teppichklebestreifen,
											das Zeug, des Sie benutzen um Teppich am Boden festzukleben.
											Und die Flüssigkeit wird von einer Lage in die nächste fließen.
											Es verbreitet sich von selbst, fließt durch weitere Löcher,
											verbreitet sich von selbst.
									","
											ama şimdi soru şu üzerinden yada altından
											akmasını nasıl sağlarsınız.
											cevap ise şudur ki
											bu şeyi daha özenli yaparsınız,
											detaylar çok önemli değıl.
											bir kaç kat kağıt alırsınız
											her biri kendi sıvı sistemini içerir
											ve onlari çift taraflı halı
											bandı ile ayırırsınız.
											şu halıları yerlere yapıştırmak için kullanılan bant.
											ve sıvı bır katmandan diğer katmana akar
											kendisini dağıtır, deliklerden akar
											ve kendini dağıtır.
									","
											Pero ahora la pregunta es, ¿cómo lo haces fluir
											por debajo y por encima en un pedazo de papel?
											Y la respuesta es que lo que haces,
											y los detalles no son tan importantes aquí,
											es algo más elaborado.
											Tomas varias capas de papel,
											cada una conteniendo su propio sistema de fluidos,
											y las separas con pedazos de,
											literalmente, cinta adhesiva de doble lado,
											de las que se usan para pegar alfombras al piso.
											Y el fluido pasará de una capa a la siguiente.
											Se distribuirá, pasará por más hoyos,
											se distribuirá.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
