en,pt,tr,es,title,speaker,duration,tags
"
											One of the factors of a tool like this
											is to be able to do diagnosis with this.
											So, I'm going to do
a quick demo here, where —
											this is a moment where I'm going
to make a little finger prick,
											and a tiny drop of blood
is going to come out.
											If you don't like blood,
you don't have to look at it.
											Here is a little lancet.
											These lancets are available everywhere,
											completely passive.
											And if I've had breakfast today ...
											That didn't hurt at all.
											OK, I take a little capillary
with a drop of blood —
											now this drop of blood has answers,
											that's why I'm interested in it.
											It might actually tell me whether
I have malaria right now or not.
											I take a little capillary,
											and you see it starts wicking in.
											I'm going to draw a little more blood.
											And that's good enough for right now.
											Now, I just seal this capillary
by putting it in clay.
											And now that's sealed the sample.
									","
											Um dos fatores de um instrumento como este
											é poder diagnosticar com isto.
											Vou fazer aqui
uma rápida demonstração.
											Este é o momento em que vou fazer
uma picadela no dedo
											e vai sair uma gota de sangue.
											Se não gostam de ver sangue,
não precisam de olhar.
											Este é um pequeno bisturi.
											Há destes bisturis em toda a parte,
são totalmente inofensivos.
											E se eu tivesse tomado
o pequeno almoço hoje...
											Isto não doeu nada.
											Ok, agarro num tubo capilar,
obtenho uma gota de sangue,
											agora esta gota de sangue tem respostas.
											Por isso é que estou interessado nela.
											Pode dizer-me se estou com malária ou não.
											Agarro num tubo capilar
											e vocês veem que ele começa a chupar.
											Vou tirar um pouco mais de sangue.
											Isto por agora chega.
											Selo o tubo capilar,
pondo-o em barro.
											E agora a amostra está selada.
									","
											Böyle bir aletin faktörlerinden birisi,
											bununla teşhis yapabilmenizdir.
											Bunun için,
burada küçük bir gösteri yapacağım:
											Parmağımı birazcık kesip,
											minik bir damla kan alacağım.
											Kandan hoşlanmıyorsanız
bakmayabilirsiniz.
											Minik bir neşter.
											Bunları her yerde bulabilrsiniz;
											tamamen zararsız.
											Keşke sabah kahvaltı yapsaydım...
											Hiç acıtmadı.
											Tamam, bu çubuğa
bir damla kan alayım.
											Bu bir damla kanda
sorularımın cevapları var;
											bu yüzden, bu kadar ilgileniyorum.
											Hemen şu anda,
bana sıtma olup olmadığımı söyleyebilir.
											Minik bir tüp alıyorum;
											görüyorsunuz emiyor.
											Birazcık daha kan alacağım.
											Şimdilik bu kadarı iyi.
											Şimdi tüpü kille kapatıyorum.
											Şimdi numune mühürlenmiş oldu.
									","
											Uno de los factores 
de una herramienta como esta
											es poder hacer el diagnóstico con esto.
											Por eso, haré una demostración 
rápida aquí.
											Este es un momento 
en el que voy a hacer un pinchazo.
											Y una pequeña gota de sangre va a salir.
											Si no les gusta la sangre, 
no tienen que mirarla.
											Aquí hay una pequeña lanceta.
											Estas lancetas están 
disponibles en todas partes,
											bien tranquilo.
											Y si hubiera desayunado hoy...
											No dolió nada.
											Tomo un pequeño capilar 
con una gota de sangre.
											Esta gota de sangre tiene respuestas,
											por eso estoy interesado en ella.
											En realidad, podría decirme 
si tengo malaria en este momento o no.
											Tomo un pequeño capilar.
											Y ven que comienza a absorber la sangre.
											Voy a tomar un poco más de sangre.
											Y ya es lo suficientemente 
bueno por ahora.
											Ahora, sello este capilar 
poniéndolo en barro.
											Y ahora sello la muestra.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											We're going to take the sample,
											mount it on Paperfuge.
											A little piece of tape
to make a sealed cavity.
											So now the sample is completely enclosed.
											And we are ready for a spin.
											I'm pushing and pulling with this object.
											I'm going to load this up ...
											And you see the object starts spinning.
											Unlike a regular centrifuge,
											this is a counter-rotating centrifuge.
											It goes back and forth, back and forth ...
											And now I'm charging it up,
											and you see it builds momentum.
											And now — I don't know
if you can hear this —
											30 seconds of this,
											and I should be able to separate
all the blood cells with the plasma.
											And the ratio of those blood 
cells to plasma —
									","
											Vamos agarrar na amostra
											e montá-la no Paperfuge.
											Um bocadinho de fita
para fazer uma cavidade selada.
											Agora a amostra está totalmente encaixada
											e estamos prontos para girar.
											Vou esticando e largando com este objeto.
											Primeiro vou carregá-lo...
											E estão a ver que o objeto começa a girar.
											Ao contrário de uma centrifugadora normal,
											esta é uma centrifugadora
de contra-rotações.
											Gira para um lado e para o outro...
											Agora estou a carregá-la,
											e vocês veem que está
a ganhar velocidade.
											Não sei se conseguem ouvir
											Ao fim de 30 segundos,
											consigo separar todas as células
sanguíneas do plasma.
											E a proporção dessas células
sanguíneas em relação ao plasma...
									","
											Numuneyi alıp,
											Kağıtfüj'e yerleştireceğiz.
											Sabitlemek için bir parça bant.
											Böylece numunemiz tamamen
kapanmış oldu.
											Döndürmeye hazırız.
											Bununla çekip bırakıyorum.
											Bunu yükleyeceğim
											ve dönmeye başladığını göreceksiniz.
											Normal bir santrifüjden farklı olarak,
											bu çift yönlü dönen bir santrifüj.
											İleri, geri, ileri, geri...
											Şimdi yükleniyorum
											ve momentum oluştuğunu görüyorsunuz.
											Şimdi, duyabiliyor musunuz bilmiyorum?
											30 saniye içerisinde,
											kan hücreleri plazmadan
ayırılmış oluyor.
											Bu kan hücrelerinin plazmaya oranı...
									","
											Vamos a tomar la muestra,
											montarlo en Papelfuga.
											Un pequeño pedazo de cinta 
para hacer una cavidad sellada.
											Ahora la muestra 
está completamente cerrada.
											Y estamos listos para una vuelta.
											Estoy empujando y tirando con este objeto.
											Voy a preparar esto...
											Y ven que el objeto comienza a girar.
											A diferencia de una centrífuga regular,
											esta es una centrífuga contrarrotante.
											Va y viene, adelante y atrás...
											Y ahora la estoy cargando,
											y ven que construye impulso.
											Y ahora, no sé si pueden escuchar esto,
											con 30 segundos de esto,
											debería poder separar todas 
las células de la sangre con el plasma.
											Y la relación de esos glóbulos con plasma.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											Already, if you see right here,
											if you focus on this,
											you should be able to see
a separated volume
											of blood and plasma.
											And the ratio of that actually tells me
whether I might be anemic.
									","
											Se olharem para aqui,
											se concentrarem a atenção nisto,
											devem conseguir ver
um volume separado
											de sangue e plasma.
											A proporção disto
diz-me se eu estou anémico.
									","
											Halihazırda, görüyorsanız,
											buna odaklanırsanız,
											ayrı ayrı miktarları
görebiliyor olmalısınız,
											kan ve plazma.
											Bunun oranı, anemi olup
olmadığımı söyleyebilir.
									","
											Ya, si ven justo aquí,
											si se enfocan en esto,
											verán un volumen separado
											de sangre y plasma.
											Y la proporción de eso realmente 
me dice, si podría estar anémico.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											One of the aspects of this is,
we build many types of Paperfuges.
											This one allows us to identify
malaria parasites
											by running them for a little longer,
											and we can identify malaria parasites
that are in the blood
											that we can separate out and detect
with something like a centrifuge.
											Another version of this allows me
to separate nucleic acids
											to be able to do nucleic acid tests
out in the field itself.
											Here is another version that allows me
to separate bulk samples,
											and then, finally,
											something new that we've been working on
											to be able to implement the entire
multiplex test on an object like this.
											So where you do the sample preparation
and the chemistry in the same object.
									","
											Um dos aspetos disto é que
construímos muitos tipos de Paperfuges.
											Este permite-nos identificar
parasitas da malária.
											Pondo-os a girar um pouco mais de tempo,
											podemos identificar parasitas
da malária que estão no sangue
											que podemos separar e detetar
											com uma coisa parecida
com uma centrifugadora.
											Outra versão permite-me
separar ácidos nucleicos
											para poder fazer testes
de ácidos nucleicos no terreno.
											Esta é outra versão que me permite
separar amostras a granel.
											e, finalmente, uma coisa nova
em que temos estado a trabalhar.
											para podermos implementar
o teste múltiplo, num objeto como este,
											ou seja, onde fazemos a preparação
da amostra e a química, no mesmo objeto.
									","
											Bunun bir diğer yönü de,
çok farklı Kağıtfüj'ler yapmış olmamız.
											Bu, sıtma parazitlerini
tespit etmemizi sağlıyor.
											Biraz daha uzun çalıştırırsak,
											kandaki sıtma parazitlerini
tespit edebiliriz.
											Bunu ancak santrifüj gibi
bir şeyle yapabilirsiniz.
											Bunun bir başka versiyonu
nükleik asitleri ayırmaya yarar.
											Bu da, arazide nükleik asit testlerini
yapabilmemizi mümkün kılar.
											Bu da, toplu numunelerle
çalışmaya yarıyor.
											Son olarak,
											üzerinde henüz çalışmakta olduğumuz,
											çoklu testin tamamını
uygulayabileceğimiz bir tanesi.
											Böylece numune hazırlama ve
test aynı nesneyle yapılabilecek.
									","
											Uno de los aspectos es que 
construimos muchos tipos de Papelfugas.
											Este nos permite identificar 
parásitos de la malaria
											girándolo un poco más.
											Podemos identificar los parásitos 
de la malaria que están en la sangre
											que podemos separar y detectar 
con algo así como una centrífuga.
											Otra versión de esto 
me permite separar ácidos nucleicos
											para poder hacer pruebas 
de ácido nucleico en el propio campo.
											Aquí hay otra versión que 
me permite separar las muestras a granel.
											Y luego, finalmente,
											algo nuevo en lo que 
hemos estado trabajando
											para poder implementar la prueba 
multiplex completa en un objeto como este.
											Es decir, donde se prepara la muestra 
y la química en el mismo objeto.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											Now ...
											this is all good,
											but when you start thinking about this,
											you have to share these tools with people.
											And one of the things we did is —
we just got back from Madagascar;
											this is what clinical trials
for malaria look like —
									","
											Ora bem...
											tudo isto é bom
											mas, quando começamos a pensar nisto,
											temos que partilhar
estes utensílios com as pessoas.
											Uma das coisas que fizemos
— voltámos de Madagáscar.
											Isto é o aspeto que têm
as análises clínicas para a malária.
									","
											Şimdi,
											hepsi güzel,
											ama bunun hakkında
düşünmeye başladığınızda,
											bu aletlerin insanlarla
paylaşılması gerektiği açık.
											Yaptığımız şeylerden birisi...
Madagaskar'dan henüz döndük;
											bu da sıtmayla ilgili
klinik deneyler.
									","
											Ahora...
											está todo bien,
											pero si lo pensamos,
											tenemos que compartir 
estas herramientas con la gente.
											Acabamos de regresar de Madagascar,
											esto son los ensayos clínicos 
para la malaria.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											You can do this while having coffee.
											But most importantly,
											this is a village six hours from any road.
											We are in a room with one of the senior
members of the community
											and a health care worker.
											It really is this portion of the work
that excites me the most —
											that smile,
											to be able to share simple but powerful
tools with people around the world.
											Now, I forgot to tell you this,
											that all of that cost me 20 cents to make.
									","
											Podemos fazer isto
enquanto tomamos café.
											Mas, o mais importante,
											isto é uma aldeia
a seis horas de qualquer estrada.
											Estamos numa sala com um
dos membros mais velhos da comunidade
											e um trabalhador da saúde.
											É esta parte do trabalho
que mais me entusiasma
											— aquele sorriso,
											poder partilhar utensílios simples
mas poderosos com pessoas em todo o mundo.
											Esqueci-me de dizer
											que tudo aquilo
custa-me 20 cêntimos a fazer.
									","
											Bunu kahve içerken yapabilirsiniz.
											Ama en önemlisi,
											bu köy, en yakın yola altı saat mesafede.
											Topluluğun yaşlı üyelerinden biri ve
											bir sağlık çalışanıyla birlikteyiz.
											İşin, beni en fazla heyecanlandıran kısmı,
											işte bu gülümseme.
											Basit ama etkili aletleri
dünyadaki insanlarla paylaşmak.
											Bu arada, söylemeyi unuttum:
											Bunu üretmenin toplam maliyeti
sadece 20 sent.
									","
											Uds. pueden hacer esto 
mientras toman café.
											Pero lo más importante,
											este es un pueblo a seis horas 
de cualquier carretera.
											Estamos en una habitación con uno 
de los miembros mayores de la comunidad
											y un trabajador de la salud.
											Realmente es esta parte 
que más me encanta,
											esa sonrisa,
											compartir herramientas sencillas pero
poderosas con personas de todo el mundo.
											Me olvidé de mencionar
											que todo eso me costó USD 0,20.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											OK, in the negative time I have left,
											I'll tell you about the most recent —
									","
											Ok, no tempo negativo que ainda tenho,
											vou contar a invenção mais recente...
									","
											Peki, kalan kısa sürede size
											laboratuvarımızın en son...
									","
											En el tiempo negativo que me han dejado,
											les contaré lo más reciente.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											invention from our lab.
											It's called Abuzz —
											the idea that all of you
could help us fight mosquitoes;
											you could all help us track our enemies.
											These are enemies because they cause
malaria, Zika, chikungunya, dengue.
											But the challenge is that we actually
don't know where our enemies are.
											The world map for where
mosquitoes are is missing.
											So we started thinking about this.
											There are 3,500 species of mosquitoes,
											and they're all very similar.
											Some of them are so identical
											that even an entomologist cannot
identify them under a microscope.
									","
											... a invenção do nosso laboratório.
											Chama-se Abuzz,
											a ideia de que todos vocês
podem ajudar-nos a combater os mosquitos,
											podem ajudar-nos
a detetar os nossos inimigos.
											São inimigos porque causam
a malária, o zika, o chikungunya, o dengue.
											Mas o problema é que nós não sabemos
onde estão os nossos inimigos.
											Falta-nos o mapa do mundo
onde estão os mosquitos.
											Por isso, pensámos nisto.
											Há 3500 espécies de mosquitos
e são todos muito parecidos.
											Alguns deles são tão idênticos
											que nem um entomólogo consegue
identificá-los ao microscópio.
									","
											icadından bahsedeceğim.
											İsmi ""Avızz""...
											Fikir şu: Sivrisineklerle savaşmamıza
hepiniz yardımcı olabilirsiniz;
											düşmanlarımızı izlememize
yardım edebilirsiniz.
											Bunlar düşmanımız çünkü sıtma, zika,
chikungunya, deng hummalarının sebebi.
											Ama işin zor tarafı, düşmanlarımızın
yerlerini bilmememiz.
											Dünya sivrisinek haritası
diye bir şey yok.
											Bu yüzden bunu düşünmeye başladık.
											3.500 sivrisinek türü var
											ve hepsi birbirine çok benziyor.
											Bazıları o kadar yakın ki,
											bir böcekbilimci bile
mikroskopla ayırt edemeyebiliyor.
									","
											La invención de nuestro laboratorio.
											Se llama Abuzz.
											La idea de que todos podrían 
ayudarnos a combatir a los mosquitos.
											Podrían todos ayudarnos 
a rastrear a nuestros enemigos.
											Son enemigos porque causan malaria, 
Zika, chikunguña, dengue.
											Pero el reto es que, en realidad, 
no sabemos dónde están nuestros enemigos.
											Falta el mapa del mundo 
donde están los mosquitos.
											Así que empezamos a pensar en esto.
											Hay 3500 especies de mosquitos,
											y todos muy similares.
											Algunos de ellos son tan idénticos
											que incluso un entomólogo no puede 
identificarlos bajo un microscopio.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											But they have an Achilles' heel.
											This is what mosquitoes flirting
with each other looks like.
											That's a male chasing a female.
											They're actually talking to each other
with their wingbeat frequencies.
											(Buzzing sound)
											And thus, they have a signature.
											We realized that using a regular phone,
											a $5-10 flip phone —
											how many remember what this object is?
									","
											Mas têm um calcanhar de Aquiles.
											Isto é o aspeto de um mosquito
a namorar com outro.
											É um macho a perseguir uma fêmea.
											Estão a falar um com o outro
através da frequência do bater de asas.
											(Zumbido)
											E é assim que têm a sua assinatura.
											Percebemos isso,
usando um telemóvel normal,
											um telefone de tampa de 5 a 10 dólares
											— quem se lembra de um objeto destes?
									","
											Ama onların da bir Aşil tendonu var.
											Bu flört eden sivrisineklerin görüntüsü.
											Dişiyi kovalayan bir erkek.
											Kanat çırpma frekanslarıyla
birbirleriyle konuşurlar.
											(Vızıltı)
											Bu yüzden, bir imzaları vardır.
											Fark ettik ki, normal bir telefonla,
											5-10 dolarlık bir şey,
											kimler bunu hatırlar?
									","
											Pero tienen un talón de Aquiles,
											los mosquitos coqueteando se parecen.
											Eso es un macho persiguiendo a una hembra.
											En realidad, están hablando entre sí 
con sus frecuencias de alas.
											(Zumbidos)
											Y, por lo tanto, tienen una firma.
											Nos dimos cuenta de que 
el uso de un teléfono regular,
											Un móvil común de USD 5 a UDS 10.
											¿Cuántos recuerdan qué es esto?
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											We can record these acoustic
signatures from mosquitoes.
											I'll tell you exactly how to do this.
									","
											Podemos gravar estas assinaturas
acústicas de mosquitos.
											Vou dizer como se faz isso exatamente.
									","
											Bununla, sivrisineklerin
sesli imzalarını kaydedebiliriz.
											Size bunun nasıl yapıldığını anlatayım.
									","
											Podemos registrar 
estas firmas acústicas de los mosquitos.
											Les diré exactamente cómo hacerlo.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											I caught some mosquitoes outside.
											Unlike Bill [Gates], I'm not
going to release them.
									","
											Apanhei lá fora alguns mosquitos.
											Contrariamente a Bill Gates,
não vou libertá-los.
									","
											Dışardan birkaç sivrisinek yakaladım.
											Bill (Gates) gibi, onları 
serbest bırakmayacağım.
									","
											Atrapé algunos mosquitos afuera.
											A diferencia de Bill Gates, 
no los voy a soltar.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											But I will tell you how
to record from this.
											All you do is tap them and they fly.
											You can first test —
											I can actually hear that.
											And you bring your phone,
which has microphones —
											it turns out the mics
are so damn good already,
											even on regular phones,
											that you can pick up
this near-field signature.
											And since I'm out of time,
											let me just play the recording
that I made a day ago.
									","
											Mas vou dizer como gravá-los com isto.
											Só precisam de dar-lhes
umas pancadinhas e eles voam.
											Podem testar primeiro.
											Estou a ouvi-los.
											Agarram no telefone
que tem microfones
											— acontece que os microfones
já são ótimos,
											mesmo nos telefones simples,
											podem apanhar esta assinatura.
											Como já estou sem tempo,
											vou passar a gravação
que fiz ontem.
									","
											Size nasıl kayıt yaptığımı anlatacağım.
											Yapmanız gereken, tıklamak, hemen uçarlar.
											Önce bir test edebilirsiniz.
											Duyabiliyorum.
											Sonra telefonunuzu alın,
mikrofonu var...
											mikrofon çalışır,
zaten artık mikrofonlar çok iyi,
											normal telefonlarda bile,
											bu bölgenin imzasını alabilirsiniz.
											Zamanım kalmadığı için,
											bir gün önce aldığım kaydı dinleteyim.
									","
											Pero les diré cómo hacer esto.
											Todo lo que se hace es tocarlos y vuelan.
											Lo pueden probar primero.
											Realmente puedo oír eso.
											Y con su teléfono que tiene micrófono,
											los micrófonos ya funcionan tan bien,
											incluso en los teléfonos regulares,
											que se puede recoger 
esta firma de campo cercano.
											Y como no tengo tiempo,
											les pongo la grabación 
que hice hace un día.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											(Mosquitoes buzz)
									","
											(Zumbido)
									","
											(Sivrisinek vızıltıları)
									","
											(Zumbido de mosquitos)
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											This is all the charming sound
that you heard before
											that you all love.
											One of the contexts of this
											is that being able to do this
with a regular cell phone
											allows us to map mosquito species.
											Using a flip phone,
											we mapped one of the largest
acoustic databases
											with 25 to 20 species of mosquitoes
that carry human pathogens.
											And from this and machine learning,
											anybody who uploads this data,
											we can identify and tell the probability
											of what species of mosquitoes
you're actually working with.
											We call this Abuzz,
and if any of you want to sign up,
											just go to the website.
									","
											Este é o som encantador
que ouviram há bocado
											e que todos nós adoramos.
											Um dos contextos disto
											é que poder fazer isto
com um telemóvel simples
											permite-nos mapear espécies de mosquitos.
											Usando um telefone de tampa,
											mapeámos uma das maiores
bases de dados acústicas
											com 20 a 25 espécies de mosquitos
											que transportam
agentes patogénicos humanos.
											E com a aprendizagem de máquinas
											quem carregar estes dados
											pode identificar e dizer,
com bastante probabilidade,
											com que espécies de mosquitos
está a trabalhar
											Chamamos-lhe Abuzz.
											Se alguém quiser inscrever-se
basta ir ao ""website"".
									","
											Daha önce duyduğumuz
büyüleyici ses,
											hepinizin bayıldığı ses.
											Bunun sonuçlarından birisi şu:
											Normal bir cep telefonuyla
bunu yapabilmek,
											sivrisinek türlerinin haritasını
çıkarmamıza yarar.
											Bir kapaklı telefonla,
											en büyük ses veritabanı
haritasını çıkardık;
											insan patojenleri taşıyan
20-25 sivrisinek türünü kapsıyor.
											Buna makina öğrenmesini de
eklersek,
											verileri yüklediğimizde,
											çalışmakta olduğumuz sivrisinek türünün
											olasılığını belirleyebilir
ve söyleyebiliriz.
											Buna ""Avızz"" diyoruz
ve kaydolmak isterseniz
											tek yapmanız gereken
bu siteye gitmek.
									","
											Esto es todo el sonido 
encantador que oyeron antes
											que a todos Uds. les encanta.
											Uno de los contextos de este
											es poder hacer esto 
con un teléfono móvil común
											lo que nos permite mapear 
especies de mosquitos.
											Usando un teléfono móvil,
											mapeamos una de las bases 
de datos acústicas más grandes
											con 25 a 20 especies de mosquitos 
que portan patógenos humanos.
											Y de este aprendizaje y de la máquina,
											cualquiera que cargue estos datos,
											se pueden identificar 
y decir la probabilidad
											de qué especies de mosquitos 
están trabajando.
											Llamamos a esto Abuzz, y 
si alguno de Uds. desea inscribirse,
											solo tiene que ir al sitio web.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											Let me close with something
											that's very important
and dear to my heart.
											One of the challenges of today
is we have terrible problems.
											We have a billion people
with absolutely no health care,
											climate change, biodiversity loss,
											on and on and on.
											And we hope that science
is going to provide the answer.
									","
											Vou terminar com uma coisa
que é muito importante
											e, para mim, especialmente grata.
											Um dos desafios de hoje
é que temos problemas terríveis.
											Temos mil milhões de pessoas
sem qualquer assistência à saúde,
											a alteração climática,
a perda de biodiversidade,
											eic., etc., etc.
											Esperamos que a ciência
nos vá fornecer a resposta.
									","
											Bir şey ekleyerek bitiriyorum;
											benim için çok önemli
ve değerli.
											Günümüz zorluklarından bir tanesi,
berbat sorunlarımızın olması.
											Sağlık hizmetlerinden yoksun
bir milyar insan,
											iklim değişikliği,
biyoçeşitliliğin azalması
											ve bu gibi daha niceleri.
											Ancak umarım bilim,
çözümleri bulacaktır.
									","
											Permítanme cerrar con algo
											muy importante 
y querido para mi corazón.
											Uno de los desafíos de hoy 
es que tenemos problemas terribles.
											Mil millones de personas 
sin ningún cuidado de salud,
											cambio climático, 
pérdida de biodiversidad, etc.
											Y esperamos que 
la ciencia dé la respuesta.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											But before you leave this theatre today,
											I want you to promise one thing.
											We're going to make science accessible —
											not just to the people who can afford it,
											but a billion others who can't.
											Let's make science and scientific
literacy a human right.
											The moment that you pass the tingling
feeling of making a discovery
											to another child,
											you're enabling them to be
the next group of people
											who will actually solve these problems.
									","
											Mas antes de saírem daqui hoje,
											quero que me prometam uma coisa.
											Vamos tornar acessível a ciência
											não apenas às pessoas que podem pagá-la,
											mas aos mil milhões de pessoas
que não podem.
											Vamos fazer da ciência e da literacia
científica um direito humano.
											No momento em que passamos
para outra criança
											o sentimento excitante
de fazer uma descoberta,
											estamos a permitir-lhes
ser o próximo grupo de pessoas
											que resolverão estes problemas.
									","
											Ama bugün bu salonu terk etmeden önce,
											size bir söz vermek isterim.
											Bilimi ulaşılabilir hale getireceğiz;
											sadece maddi imkanları olanlar için değil,
											diğer bir milyar insan için de.
											Gelin bilimi ve bilimsel okuryazarlığı
insan haklarına ekleyelim.
											İcat yapma hazzını bir çocuktan diğerine
											geçirdiğiniz an,
											onların, sorunları çözecek olan
											sonraki insan topluluğu
olmalarını sağlarsınız.
									","
											Pero antes de salir de esta sala hoy,
											quiero que prometan una cosa.
											Vamos a hacer accesible la ciencia,
											no solo para las personas 
que pueden permitírselo,
											sino a otros mil millones que no pueden.
											Hagamos de la ciencia y la alfabetización 
científica un derecho humano.
											Al pasarle a los niños 
la sensación de hormigueo
											de hacer un descubrimiento
											uno les permite que sean 
el siguiente grupo de personas
											que resolverá estos problemas.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											Thank you.
									","
											Obrigado.
									","
											Teşekkürler.
									","
											Gracias.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
