pt,tr,es,en,fr,title,speaker,duration,tags
"
											As empresas de hoje em dia
colecionam montanhas de dados.
											A primeira coisa que podem fazer
é doar esses dados.
											Algumas empresas já o fazem.
											Por exemplo, uma grande
empresa de telecomunicações.
											Deram acesso aos seus dados
em Senegal e na Costa do Marfim,
											e os investigadores descobriram
											que, se olharmos para os padrões
dos sinais das torres telefónicas,
											conseguimos seguir
a deslocação das pessoas.
											E com isso podemos ver, por exemplo,
											para onde a malária poderá espalhar-se,
e fazer previsões com isso.
											Ou, por exemplo, o caso
de uma empresa inovadora de satélites.
											Disponibilizaram e doaram os seus dados,
											com os quais podíamos acompanhar
											o impacto das secas na produção alimentar.
											Desta forma podemos ativar
fundos de ajuda antes de a crise ocorrer.
									","
											Şirketler günümüzde,
çok fazla veri topluyorlar,
											yani yapabilecekleri ilk şey
bu veriyi bağışlamak.
											Bazı şirketler bunu yapıyor bile.
											Mesela, büyük bir 
telekomünikasyon şirketi.
											Senegal ve Fildişi Sahili'nde 
verilerini açtılar
											ve araştırmacılar buldu ki,
											cep telefonu vericilerine gelen 
sinyallerin akışına baktığımızda,
											insanların nereye 
seyahat ettiğini görebiliyoruz.
											Bu da bize, sıtma gibi hastalıkların
nereye doğru yayılabileceğini gösterebilir
											ve bu sayede bazı tahminler yapabiliriz.
											Veya mesela yenilikçi bir uydu firması.
											Bize verisini açtı ve bağışladı,
											bu veri ile su kıtlığının gıda üretimini
											nasıl etkilediğini izleyebiliyorduk.
											Bu sayede bir kriz olmadan önce yardım 
fonlaması başlatabiliriz.
									","
											Las compañías de hoy en día
recolectan montañas de datos,
											por lo que comenzar a donar esos datos
es lo primero que pueden hacer.
											Algunas compañías ya lo están haciendo.
											Piensen, por ejemplo,
en una compañía de telecomunicaciones.
											Ellos liberaron sus datos 
en Senegal y Costa de Marfil
											y los investigadores descubrieron
											que si se analiza los patrones en los 
pings a las torres de servicio móvil,
											se podrá ver hacia dónde
está viajando la gente.
											Y eso le puede decir cosas como
											hacia dónde se puede propagar la malaria,
y realizar predicciones en base a eso.
											O, por ejemplo, una innovadora 
compañía de satélites.
											Ellos liberaron sus datos y los donaron,
											y con esa información se puede registrar
											cómo las sequías impactan
a la producción de comida.
											Con eso se pueden activar fondos de 
ayuda antes de que ocurra una crisis.
									","
											Companies today,
they collect mountains of data,
											so the first thing they can do
is start donating that data.
											Some companies are already doing it.
											Take, for example,
a major telecom company.
											They opened up their data
in Senegal and the Ivory Coast
											and researchers discovered
											that if you look at the patterns
in the pings to the cell phone towers,
											you can see where people are traveling.
											And that can tell you things like
											where malaria might spread,
and you can make predictions with it.
											Or take for example
an innovative satellite company.
											They opened up their data and donated it,
											and with that data you could track
											how droughts are impacting
food production.
											With that you can actually trigger
aid funding before a crisis can happen.
									","
											Les sociétés aujourd'hui,
elles amassent des montagnes de données,
											donc la première choses à faire,
c'est donner ces données.
											Certaines sociétés le font déjà.
											Prenez par exemple,
une entreprise de télécom.
											Ils ont partagé leurs données
au Sénégal et en Côte d'Ivoire
											et les chercheurs ont découvert
											qu'en étudiant les pings
envoyés vers les antennes relais,
											on peut voir les déplacements des gens.
											Et ça peut nous informer
sur des choses comme
											la diffusion du paludisme,
grâce à ça on peut faire des prévisions.
											Ou prenez, par exemple,
une société satellite innovante.
											Elle a partagé et donné ses données.
											Avec ces données, on peut voir
											comment la sécheresse influe
sur la production alimentaire.
											Avec ceci, on peut déclencher
des financements d'aide avant une crise.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											É um ótimo começo.
											Existem informações importantes
nos dados das empresas.
											Claro, é preciso sermos cuidadosos.
											É preciso respeitar a privacidade,
											por exemplo mantendo
o anonimato dos dados.
									","
											Bu harika bir başlangıç.
											Şirket verilerinin içerisinde işimize
yarayabilecek önemli şeyler var.
											Ve evet, çok dikkatli olmak 
durumundayız.
											Gizlilik konusuna saygı göstermeliyiz,
mesela veriyi anonim hâle getirerek.
									","
											Este es un gran comienzo.
											Hay conocimientos importantes atrapados
entre los datos de las compañías.
											Y sí, se necesita tener cuidado.
											Se debe respetar el tema de privacidad,
por ejemplo, al anonimizar los datos.
									","
											This is a great start.
											There's important insights
just locked away in company data.
											And yes, you need to be very careful.
											You need to respect privacy concerns,
for example by anonymizing the data.
									","
											C'est un bon début.
											D'importants enseignements sont
enfermés dans les données des sociétés.
											Et oui, il faut faire attention.
											Il faut respecter la confidentialité,
par exemple en anonymisant les données.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Mas mesmo que abrissem as comportas,
											e todas as empresas deixassem
passar os seus dados
											para académicos, ONGs,
organizações humanitárias,
											tal não seria suficiente para aproveitar
todo o potencial humanitário destes dados.
											Porquê?
											Para retirar conclusões,
precisamos dos cientistas de dados.
											São pessoas como eu.
											Pegam nos dados, filtram-nos
											e transformam-nos para serem
introduzidos num algoritmo otimizado
											para resolver uma dada
necessidade de negócio.
											No mundo da ajuda humanitária,
há muito poucos cientistas de dados.
											A maioria trabalha para empresas.
											Eis a segunda coisa
que as empresas têm de fazer.
											Para além de doarem os seus dados,
											precisam de doar os cientistas de dados.
									","
											Ancak, tüm kapılar açılsa bile,
											tüm şirketler veri bağışı yapsalar da,
											akademiye, STK'lara,
insani yardım kuruluşlarına,
											yine de bu veri, tüm potansiyeliyle
insani amaçlar için
											kullanılmaya hazır değil.
											Neden?
											Çünkü verinin içerisinden işimize 
yarayabilecek şeyleri alabilmek için
											benim gibi veri bilimcilerine 
ihtiyaç var.
											Karar bilimcileri veriyi alır, temizler,
											dönüştürür ve sorunu en iyi çözebilecek
											yararlı bir algoritmanın
içerisinde kullanır.
											İnsani yardım dünyasında
çok az veri bilimcisi var.
											Birçoğu şirketler için çalışıyor.
											O yüzden bu, şirketlerin 
yapması gereken ikinci şey,
											veri bağışı yapmaya ek olarak,
											kendi veri bilimcilerini bağışlamalılar.
									","
											Pero incluso si se abren
todas las puertas,
											e incluso si todas las compañías
donaran sus datos
											a académicos, a ONGs,
a organizaciones humanitarias,
											no sería suficiente para aprovechar
el impacto total de los datos
											para fines humanitarios.
											¿Por qué?
											Para desbloquear estos conocimientos en los
datos, necesitará científicos de decisión.
											Los científicos de decisión
son personas como yo.
											Ellos toman los datos, los depuran,
											los transforman y los colocan
dentro de un algoritmo útil
											para tomar la mejor decisión y enfrentar
la necesidad del negocio del momento.
											En el mundo de la ayuda humanitaria
existen muy pocos científicos de decisión.
											La mayoría de ellos
trabajan para compañías.
											Por lo tanto, eso es lo segundo
que pueden hacer las compañías.
											Además de donar sus datos,
											necesitarán donar a sus
científicos de decisión.
									","
											But even if the floodgates opened up,
											and even if all companies
donated their data
											to academics, to NGOs,
to humanitarian organizations,
											it wouldn't be enough
to harness that full impact of data
											for humanitarian goals.
											Why?
											To unlock insights in data,
you need decision scientists.
											Decision scientists are people like me.
											They take the data, they clean it up,
											transform it and put it
into a useful algorithm
											that's the best choice
to address the business need at hand.
											In the world of humanitarian aid,
there are very few decision scientists.
											Most of them work for companies.
											So that's the second thing
that companies need to do.
											In addition to donating their data,
											they need to donate
their decision scientists.
									","
											Mais même si les barrières s'ouvrent,
											même si toutes les sociétés
donnaient leurs données
											aux universitaires, aux ONG,
aux organisations humanitaires,
											ça ne suffira pas à maîtriser
toute l'influence des données
											pour des fins humanitaires.
											Pourquoi ?
											Pour libérer des idées des données,
il faut des scientifiques décisionnels.
											Les scientifiques décisionnels
sont des gens comme moi.
											Ils prennent des données, les nettoient,
											les transforment et les mettent
dans un algorithme utile
											qui est le meilleur choix 
pour répondre au besoin commercial.
											Dans le monde de l'aide humanitaire,
il y a peu de scientifiques décisionnels.
											La plupart travaillent pour des sociétés.
											Donc c'est la 2ème chose
qu'une société a à faire.
											En plus de donner leurs données,
											ils doivent donner
leurs scientifiques décisionnels.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											A isto as empresas responderão: ""Oh não!
Não levem os nossos cientistas de dados.
											""Precisamos de cada segundo
do seu tempo.""
											Mas há uma solução.
											Se uma empresa quisesse doar
parte do tempo de um cientista de dados,
											faria muito mais sentido distribuir
essa quota do seu tempo
											por um longo período,
por exemplo cinco anos.
											Isto traduzir-se-á numas
poucas horas por mês,
											que não fariam falta à empresa,
											mas que permitem algo muito importante:
parcerias a longo-prazo.
											As parcerias de longo-prazo
permitem estabelecer relações,
											conhecer melhor os dados,
compreendê-los realmente,
											e começar a perceber
as necessidades e desafios
											que uma organização humanitária enfrenta.
											No Programa Alimentar Mundial em Roma
precisámos de cinco anos para tal.
											Cinco anos!
											Os primeiros três anos, bem,
foi o que não conseguimos resolver.
											Os dois anos seguintes foram para
aperfeiçoar e implementar a ferramenta,
											tal como nas operações no Iraque
e noutros países.
											Não me parece um período
de tempo irrealista,
											no que toca a usar dados
para fazer mudanças operacionais.
											É um investimento. Requer paciência.
											Mas os tipos de resultados
que se conseguem são inegáveis.
											Para nós, foi poder alimentar
mais dezenas de milhares de pessoas.
									","
											Şimdi şirketler diyecek ki,
""Ah, veri bilimcilerimizi bizden almayın.
											Onların her saniyesine ihtiyacımız var.""
											Ancak bir yol var.
											Bir şirket veri bilimcisinin zamanının 
belirli bir kısmını bağışlayacaksa,
											o belirli kısmı geniş bir zamana yaymak
aslında daha mantıklı,
											mesela 5 senelik bir zamana.
											Böylece her ay başına birkaç saat düşer,
											şirket için çok zor olmaz
											ve bu sayede çok faydalı bir şey çıkar:
Uzun dönemli ortaklıklar.
											Uzun dönemli ortaklıklar, 
ilişkiler oluşturabilmeyi sağlar,
											veriyi tanımayı, gerçekten anlamayı
											ve insani kuruluşun ihtiyaçları ile 
karşılaştığı zorlukları
											anlamayı sağlar.
											Roma'da, Dünya Gıda Programı'nda,
bunu yapmak beş yılımızı aldı,
											beş yıl.
											İlk üç sene tamam, bu zamanı
çözüm üretmekle geçirdik
											Ondan iki sene sonra geliştirdiğimiz
aracın incelik ayarlarını yapmak,
											mesela Irak'taki veya diğer ülkelerdeki 
operasyonlar için.
											Bence bu gerçekçi olmayan bir
zaman çizelgesi değil,
											operasyonel değişiklikler yapmak için
veri kullanmakta.
											Bu bir yatırım. Sabır gerektiriyor.
											Ancak üretilebilecek çözümlerin 
başarısı inkâr edilemez.
											Bizim örneğimizde, on binlerce daha fazla 
insanın beslenebilmesi söz konusuydu.
									","
											Ahora, las compañías dirán ""¡Ah! No nos
quiten a nuestros científicos de decisión.
											Necesitamos cada segundo de su tiempo"".
											Pero hay una manera.
											Si una compañía fuera a donar un bloque
del tiempo de un científico de decisión,
											en realidad, tendría más sentido
extender ese bloque de tiempo
											por un período largo de tiempo,
digamos, por ejemplo, cinco años.
											Esto significaría quizás
un par de horas al mes,
											que no sería gran pérdida
para una compañía,
											pero que permitiría algo muy importante:
alianzas a largo plazo.
											Las alianzas a largo plazo
permiten forjar relaciones,
											ir conociendo los datos,
de verdad entenderlos
											y comenzar a entender
las necesidades y retos
											que la organización
humanitaria está enfrentando.
											En Roma, en el Programa Mundial de 
Alimentos, esto nos tomó cinco años,
											cinco años.
											Esos primeros tres años, bien,
no había forma de evitarlos.
											Luego hubo dos años después de eso
para refinar e implementar la herramienta,
											como en las operaciones en Irak
y otros países.
											No considero que ese sea
un plazo poco realista
											en lo que respecta a usar datos
para hacer cambios operacionales.
											Es una inversión. Requiere paciencia.
											Pero los tipos de resultados que
pueden ser producidos son incuestionables.
											En nuestro caso, se trató de alimentar 
a decenas de miles de personas.
									","
											Now, companies will say, ""Ah! Don't take
our decision scientists from us.
											We need every spare second of their time.""
											But there's a way.
											If a company was going to donate
a block of a decision scientist's time,
											it would actually make more sense
to spread out that block of time
											over a long period,
say for example five years.
											This might only amount
to a couple of hours per month,
											which a company would hardly miss,
											but what it enables is really important:
long-term partnerships.
											Long-term partnerships
allow you to build relationships,
											to get to know the data,
to really understand it
											and to start to understand
the needs and challenges
											that the humanitarian
organization is facing.
											In Rome, at the World Food Programme,
this took us five years to do,
											five years.
											That first three years, OK,
that was just what we couldn't solve for.
											Then there was two years after that
of refining and implementing the tool,
											like in the operations in Iraq
and other countries.
											I don't think that's
an unrealistic timeline
											when it comes to using data
to make operational changes.
											It's an investment. It requires patience.
											But the types of results
that can be produced are undeniable.
											In our case, it was the ability
to feed tens of thousands more people.
									","
											Ils diront : « Ah ! Ne nous prenez pas
nos scientifiques décisionnels.
											Nous avons besoin de tout leur temps. »
											Mais il y a un moyen.
											Si une société donnait un bloc du temps
d'un scientifique décisionnel,
											ça serait plus intéressant,
d'étaler ce bloc de temps
											sur une période longue,
cinq ans par exemple.
											Ça représenterait seulement
quelques heures par mois,
											ça manquerait à peine à la société,
											mais ce que ça permet est très important :
des collaborations durables.
											Des collaborations durables
construisent des relations,
											permettent de connaître les données,
de les comprendre
											et de commencer à comprendre
les besoins et défis
											que l'organisation humanitaire
doit surmonter.
											A Rome, au Programme Alimentaire Mondial,
cela nous a pris cinq ans,
											cinq ans.
											Les 3 premières années concernaient
ce qu'on ne pouvait pas résoudre.
											Les deux années suivantes, nous avons
affiné et mis en œuvre l'outil,
											comme pour les actions
en Irak et dans d'autres pays.
											Ça ne me semble pas un délai irréaliste
											quand il s'agit d'utiliser des données
pour faire des changements opérationnels.
											C'est un investissement.
Ça exige de la patience.
											Mais les types de résultats qui
peuvent être produits sont indéniables.
											Dans notre cas, c'était la capacité
de nourrir des milliers de gens en plus.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Portanto, temos dados para doar
e cientistas de dados para doar,
											e há ainda mais uma forma
de as empresas ajudarem:
											doando tecnologia para adquirir
novas fontes de dados.
											Sabem, faltam-nos dados
para muitas coisas.
											Neste momento, refugiados da Síria
estão a afluir em massa para a Grécia
											e a agência da ONU para refugiados
está cheia de trabalho.
											O sistema atual para localizar pessoas
é feito com papel e lápis,
											portanto quando mãe e cinco filhos
entram num campo de refugiados
											os serviços centrais
não tomam conhecimento.
											Tudo isto mudará nas próximas semanas,
											graças à colaboração do setor privado.
											Haverá um novo sistema baseado
em tecnologia de localização de embalagens
											doada pela empresa de logística
na qual trabalho.
											Com este novo sistema,
haverá um rasto de dados,
											e saberemos quando a mãe e seus filhos
entraram no campo de refugiados.
											E, além disto, saberemos
se ela terá mantimentos
											neste mês e no próximo.
											O acesso à informação gera eficiência.
											Para as empresas, usar tecnologia
para recolher dados importantes
											é o pão nosso de cada dia.
											Eles fazem isso há anos,
											e tem-lhes permitido enormes melhorias
na eficiência das operações.
											Tentem imaginar a vossa empresa
favorita de bebidas
											a planear o seu inventário
											sem saber quantas garrafas
estão nas prateleiras.
											É absurdo.
											Os dados permitem melhores decisões.
									","
											O hâlde, veri bağışını ve
veri bilimcileri bağış yapmayı konuştuk.
											Şirketlerin yardım edebileceği 
üçüncü bir yol daha var:
											Yeni data kaynakları bulabilmek için
teknoloji bağışı yapmak.
											Verisine sahip olmadığımız
pek çok şey var.
											Şu anda, Suriyeli mülteciler
akın akın Yunanistan'a geliyorlar
											ve Birleşmiş Milletler mülteci biriminin
işi başından aşkın.
											İnsanları takip etmekte şu an 
kullanılan sistem, kalem ve kâğıt
											ve bu şu demek oluyor:
											Bir anne ve beş çocuğu kampa geldiğinde,
											bundan yetkililerin haberi olmuyor.
											Birkaç hafta içerisinde bu değişecek,
											özel sektör işbirliği sayesinde.
											Yardım paketi takip teknolojisi üzerine
kurulu yeni bir sistem olacak,
											çalıştığım lojistik şirketi sayesinde.
											Bu yeni sistemle, veri takibi
yapabileceğiz.
											Yani anne ve çocuklarının tam olarak
											kampa girdiği zamanı bileceğiz.
											Ve daha da fazlası, bu ay ve sonrasında
											yardım alabilecek mi bileceğiz.
											Bilgi görünürlüğü verimliliği getiriyor.
											Şirketler için önemli veriyi çekmek
için teknoloji kullanmak
											olmazsa olmaz.
											Bunu senelerdir yapıyorlar,
											bu sayede operasyonel verimliliklerinde
büyük gelişmeler oldu.

											Mesela en sevdiğiniz 
içecek şirketini düşünün,
											stok planlaması yaptıklarını
											ve raflarda kaç şişe olduğunu
bilmediklerini.
											Bu absürt.
											Veri daha iyi karar verebilmeyi sağlar.
									","
											Entonces, hemos donado datos,
hemos donado científicos de decisión,
											y hay una tercera forma en la 
que pueden ayudar las compañías:
											donando tecnología para captar
nuevas fuentes de datos.
											Verán, hay muchas cosas
sobre las que no tenemos datos.
											Ahora mismo, hay refugiados sirios
desbordándose sobre Grecia,
											y en la agencia de refugiados 
de la ONU no tienen un respiro.
											El sistema actual para rastrear 
a la gente es con papel y lápiz,
											lo cual significa que
											cuando una madre y sus cinco hijos
entran en un campamento,
											la central queda básicamente
ciega en este momento.
											Todo eso va a cambiar
en las próximas semanas,
											gracias a la colaboración
del sector privado.
											Va a haber un nuevo sistema basado 
en un paquete con tecnología de rastreo,
											donado a la compañía de logística
para la que trabajo.
											Con este nuevo sistema 
habrá un rastro de datos,
											por lo que se podrá
conocer el momento exacto
											en el que esa madre y sus hijos
entran al campamento.
											E incluso, se podrá saber
y ella tendrá provisiones
											para este mes y el siguiente.
											La visibilidad de la información
impulsa a la eficiencia.
											Para las compañías, el uso de la tecnología
para recolectar datos importantes,
											es el pan nuestro de cada día.
											Ellos lo han estado haciendo por años,
											y eso ha llevado a importantes mejoras
de la eficiencia operacional.
											Solo trate de imaginar 
a su compañía de refrescos favorita
											tratando de planificar su inventario
											sin saber cuántas botellas
hay en los estantes.
											Es absurdo.
											Los datos llevan a mejores decisiones.
									","
											So we have donating data,
we have donating decision scientists,
											and there's actually a third way
that companies can help:
											donating technology
to capture new sources of data.
											You see, there's a lot of things
we just don't have data on.
											Right now, Syrian refugees
are flooding into Greece,
											and the UN refugee agency,
they have their hands full.
											The current system for tracking people
is paper and pencil,
											and what that means is
											that when a mother and her five children
walk into the camp,
											headquarters is essentially
blind to this moment.
											That's all going to change
in the next few weeks,
											thanks to private sector collaboration.
											There's going to be a new system based
on donated package tracking technology
											from the logistics company
that I work for.
											With this new system,
there will be a data trail,
											so you know exactly the moment
											when that mother and her children
walk into the camp.
											And even more, you know
if she's going to have supplies
											this month and the next.
											Information visibility drives efficiency.
											For companies, using technology
to gather important data,
											it's like bread and butter.
											They've been doing it for years,
											and it's led to major
operational efficiency improvements.
											Just try to imagine
your favorite beverage company
											trying to plan their inventory
											and not knowing how many bottles
were on the shelves.
											It's absurd.
											Data drives better decisions.
									","
											Donc on donne des données,
des scientifiques décisionnels
											et les entreprises peuvent aider
d'une 3ème façon :
											donner de la technologie pour capter
de nouvelles sources de données.
											Il y a beaucoup de choses
sur lesquelles on n'a pas de données.
											En ce moment, des réfugiés syriens
inondent la Grèce,
											l'agence de l'ONU pour les réfugiés
a du pain sur la planche.
											Le système actuel pour suivre les gens
est un papier et crayon,
											cela veut dire
											que quand une mère et ses cinq enfants
entrent dans un camp,
											le siège est essentiellement
aveugle à ce moment.
											Tout ceci va changer
dans les semaines à venir,
											grâce à la collaboration du secteur privé.
											Il va y avoir un nouveau système basé
sur des dispositifs de suivi
											par la société logistique
pour laquelle je travaille.
											Avec ce nouveau système,
les données sont tracées,
											donc on connaît le moment exact
											où cette mère et ses enfants
entrent dans le camp.
											On peut aussi savoir
si elle va avoir des provisions
											ce mois et le suivant.
											La visibilité de l'information
entraîne l'efficacité.
											Pour les sociétés, utiliser la technologie
pour recueillir des données,
											c'est la routine.
											Elles font ceci depuis des années
											et ça a entraîné des améliorations
de l'efficacité opérationnelle.
											Imaginez votre entreprise
de boissons préférée
											essayant de planifier leur inventaire
											et ne sachant pas combien de bouteilles
sont sur les étagères.
											C'est absurde.
											Des données entraînent
de meilleures décisions.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Agora, se representam uma empresa
											e são pragmáticos e não apenas idealistas,
											poderão estar a pensar:
""Sim Mallory, isso é tudo muito bonito,
											""mas porque haveria
de me querer envolver?""
											Bem, em primeiro lugar,
além de gerar boa publicidade
											a ajuda humanitária é um setor
de 24 mil milhões de dólares,
											e mais de 5 mil milhões de pessoas,
vossos potenciais clientes,
											vivem em países subdesenvolvidos.
											Além disso, as empresas
que participam na filantropia de dados
											descobrem informações novas
escondidas nos seus dados.
											Vejam o exemplo de uma empresa
de cartões de crédito
											que abriu um centro
											que serve como eixo de ligação
entre académicos, ONGs e governos,
											cooperando entre si.
											Eles analisam as informações
dos leitores de cartões
											e utilizam-nas para perceber
como é que famílias na Índia
											vivem, trabalham, ganham e gastam.
											Para o mundo humanitário,
isso fornece informação
											sobre como poderemos
tirar as pessoas da pobreza.
											Mas, para as empresas, permite
saber mais sobre os clientes
											e potenciais clientes na Índia.
											Todos ficam a ganhar.
											Agora, para mim, o que me entusiasma
na filantropia de dados
											— doação de dados, doação de cientistas
e doação de tecnologia —
											é o seu valor para jovens como eu,
											que escolhem trabalhar em empresas.
											Estudos demonstraram que
a próxima geração de trabalhadores
											quer que o seu trabalho
tenha um impacto maior.
											Queremos fazer a diferença.
											Através da filantropia de dados,
											as empresas podem ajudar a envolver
e reter os seus cientistas de dados.
											E isso é muito importante
para uma profissão tão procurada.
									","
											Şimdi, eğer bir şirketi temsil 
ediyorsanız
											ve sadece idealist değil,
aynı zamanda pragmatik iseniz,
											kendinize diyebilirsiniz ki,
""Tamam, bu süper, Mallory,
											ama neden ben buna katılmak isteyeyim?""
											Bir kere, iyi PR etkisi dışında,
											insani yardım sektörü,
24 milyar dolarlık bir sektör
											ve 5 milyardan fazla insan
sizin gelişmekte olan dünyadaki
											müşterileriniz olabilir.
											Dahası, veri bağışında bulunan şirketler,
											verilerin içerisinde gizli kalmış işlerine
yarayabilecek yeni şeyler bulabiliyorlar.
											Mesela, bir kredi kartı şirketi
											yeni bir yer açtı,
											akademisyenler, STK'lar ve 
hükûmet yetkilileri için bir mekân,
											burada hep beraber çalışıyorlar.
											Geçirilen kredi kartı 
bilgilerine bakıyorlar
											ve bulunması zor olan bazı hane halkı 
bilgilerine erişim sağlıyorlar,
											Hindistan'da, aileler nasıl yaşıyor,
çalışıyor, kazanıyor ve harcıyor.
											İnsani yardım dünyası için bu veri
											insanları fakirlikten nasıl 
kurtarabileceğinizle ilgili bilgi sağlar.
											Şirketler için ise, müşterileri ve
											potansiyel müşterileri ile 
ilgili bilgi sağlar.
											Bu herkes için kazançlı.
											Şimdi, benim veri filantropisine —
veri bağışı, veri bilimcisi bağışı
											ve teknoloji bağışı— ilgi duymamın sebebi
											bunun benim gibi şirketlerde
çalışmayı seçen genç profesyoneller için
											anlamlı olması.
											Araştırmalar gösteriyor ki,
yeni nesil iş gücü
											işlerinin daha büyük bir anlamı
olmasını umursuyor.
											Fark yaratmak istiyoruz,
											veri filantropisi ile,
											şirketler veri bilimcilerinin ilgisini 
çekebilir ve ellerinde tutabilirler.
											Çok revaçta olan bir meslek
için bu nokta önemli.
									","
											Ahora, si uno está representando
a una compañía,
											y es pragmático y no solo idealista,
											quizás esté pensando:
""Ok, todo esto está muy bien, Mallory,
											pero, ¿por qué querría estar involucrado?""
											Bueno, para empezar,
más allá de la buena publicidad,
											la ayuda humanitaria es un sector 
de USD 24 000 millones,
											y hay más de 5000 millones de personas,
quizás sus próximos clientes,
											que viven en el mundo
en vías de desarrollo.
											Luego, las compañías que
se involucran en la filantropía de datos
											están descubriendo nuevos conocimientos
atrapados en su información.
											Consideren, por ejemplo, a una
compañía de tarjetas de crédito
											que ha abierto un centro
											que funciona como una sede para
académicos, ONGs y gobiernos,
											todos trabajando juntos.
											Ellos buscan información en
las lecturas de tarjetas de crédito
											y usan esos datos para conocer más
sobre cómo los hogares en la India
											viven, trabajan, ganan y gastan.
											Para el mundo humanitario,
esto brinda información
											sobre cómo se puede sacar
a la gente de la pobreza.
											Pero para las compañías, esto brinda
conocimientos sobre los clientes
											y clientes potenciales en la India.
											Todos ganan aquí.
											En mi caso, lo que me parece
emocionante de la filantropía de datos
											— donar datos, donar científicos 
de decisión y donar tecnología —
											es lo que importa para
jóvenes profesionales como yo
											que decidimos trabajar en compañías.
											Lo estudios muestran que para la próxima
generación de la fuerza laboral
											es importante que su trabajo
genere un impacto mayor.
											Queremos hacer la diferencia,
											y con la filantropía de datos,
											las compañías pueden ayudar a involucrar
y a retener a sus científicos de decisión.
											Y eso es un asunto importante para
una profesión que está en alta demanda.
									","
											Now, if you're representing a company,
											and you're pragmatic
and not just idealistic,
											you might be saying to yourself,
""OK, this is all great, Mallory,
											but why should I want to be involved?""
											Well for one thing, beyond the good PR,
											humanitarian aid
is a 24-billion-dollar sector,
											and there's over five billion people,
maybe your next customers,
											that live in the developing world.
											Further, companies that are engaging
in data philanthropy,
											they're finding new insights
locked away in their data.
											Take, for example, a credit card company
											that's opened up a center
											that functions as a hub for academics,
for NGOs and governments,
											all working together.
											They're looking at information
in credit card swipes
											and using that to find insights
about how households in India
											live, work, earn and spend.
											For the humanitarian world,
this provides information
											about how you might
bring people out of poverty.
											But for companies, it's providing
insights about your customers
											and potential customers in India.
											It's a win all around.
											Now, for me, what I find
exciting about data philanthropy —
											donating data, donating decision
scientists and donating technology —
											it's what it means
for young professionals like me
											who are choosing to work at companies.
											Studies show that
the next generation of the workforce
											care about having their work
make a bigger impact.
											We want to make a difference,
											and so through data philanthropy,
											companies can actually help engage
and retain their decision scientists.
											And that's a big deal for a profession
that's in high demand.
									","
											Si vous représentez une société,
											si vous êtes pragmatique
et pas seulement idéaliste,
											vous vous dites peut-être :
« Tout ça est très bien, Mallory,
											mais pourquoi devrais-je m'engager ? »
											En plus d'être bon pour l'image,
											l'aide humanitaire
est un secteur de 24 millions de dollars,
											et plus de 5 millions de gens,
des clients potentiels,
											qui habitent dans les pays
en développement.
											De plus, les entreprises s'engageant
dans la philanthropie des données,
											trouvent de nouvelles idées
enfermées dans leurs données.
											Prenez une société de cartes de crédit
											qui ouvre un centre
											qui sert de hub pour les universitaires,
les ONG et les gouvernements
											qui travaillent tous ensemble.
											Ils étudient des informations
lors de chaque usage de carte
											et utilisent ceci pour trouver des données
sur comment les familles en Inde
											vivent, travaillent, gagnent et dépensent.
											Pour le monde humanitaire,
cela fournit des informations
											sur comment on peut
sortir les gens de la pauvreté.
											Mais pour les sociétés, cela fournit
des informations sur vos clients
											et clients potentiels en Inde.
											Tout le monde y gagne.
											Ce que je trouve excitant
concernant la philanthropie des données,
											— le don de données, de scientifiques
décisionnels et de technologie —
											c'est ce que ça signifie
pour des jeunes professionnels
											qui veulent de travailler
dans des sociétés.
											Des études montrent que
les nouveaux travailleurs
											veulent que leur travail
ait un plus grand effet.
											Nous voulons changer les choses,
											et grâce à la philanthropie des données,
											les sociétés peuvent aider à engager,
retenir leurs scientifiques décisionnels.
											Et c'est un facteur important
pour une profession très sollicitée.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
