en,es,pt,fr,tr,de,title,speaker,duration,tags
"
											This photo was taken in the burner
of a coal-fired power station.
											I was fascinated by coal,
fundamental to our global energy needs,
											but also very close to my family.
											My great-grandfather was a coal miner,
											and he spent 50 years
of his life underground.
											This is a photo of him,
and when you see that photo,
											you see someone from another era.
											No one wears trousers
with a waistband quite that high
											in this day and age. (Laughter)
											But yet, that's me
with my great-grandfather,
											and by the way, they are not
his real ears. (Laughter)
									","
											Esta foto fue tomada en el quemador
de una central eléctrica de carbón.
											Me fascinaba el carbón,
											esencial para el suministro
energético mudial,
											pero también muy cercano a mi familia.
											Mi bisabuelo era minero del carbón,
											y pasó 50 años de su vida bajo tierra.
											Ésta es una foto suya,
y cuándo la veo,
											parece alguien de otra época.
											Nadie usa pantalones de cintura
tan alta hoy en día. (Risas)
											Pero sí, ésta soy yo con mi bisabuelo,
											y, a propósito, esas no son sus orejas
de verdad. (Risas)
									","
											Falei com executivos, especialistas,
cientistas e economistas,
											para tentar perceber como funciona
a nossa economia mundial.
											A minha curiosidade
levou-me a locais extraordinários.
											Esta foto foi tirada
numa central elétrica a carvão.
											Fiquei fascinada pelo carvão,
											É fundamental para
a necessidade mundial de energia
											mas também é uma coisa 
muito ligada à minha família.
											O meu bisavô foi mineiro de carvão.
											Passou 50 anos da vida debaixo do chão.
											Esta é uma fotografia dele.
											Quando vemos esta foto
vemos uma pessoa de outra época.

											Já ninguém hoje usa calças
com a cintura tão alta.
									","
											Cette photo a été prise dans le brûleur 
d'une centrale électrique au charbon.
											J'étais fascinée par le charbon,

											essentiel à nos besoins 
énergétiques mondiaux,
											mais également très lié
à ma famille.
											Mon arrière-grand-père était mineur,
											et il avait passé cinquante ans 
de sa vie sous terre.
											Voici une photo de lui,
et lorsque vous voyez cette photo,
											vous voyez quelqu'un d'une autre époque.
											Plus personne ne porte des pantalons 
avec une taille aussi haute
											de nos jours. (Rires)
											Mais encore, c'est moi 
avec mon arrière-grand-père,
											et en passant, ce ne sont pas 
ses vraies oreilles. (Rires)
									","
											Bu fotoğraf bir termik
santralin ocağında çekildi.
											Kömür, küresel enerji ihtiyacının 
temeli olması ve fakat aynı zamanda 

											aileme çok yakın olmasıyla beni şaşırttı.
											Benim büyük büyükbabam 
bir kömür madencisiydi
											ve yaşamının 50 yılını
yer altında geçirdi.
											Bu onun bir fotoğrafı
ve bu fotoğrafı gördüğünüzde,
											başka bir çağdan birisini görürsünüz.

											Bugün bu çağda hiç kimse 
bu kadar yüksek belli 


											bir pantolon giymez. (Gülüşmeler)
											Buna rağmen, bu ben ve büyük büyük babam.
											Bu arada onlar gerçek
kulakları değil. (Gülüşmeler)
									","
											Dieses Foto wurde im Brenner
eines Kohlekraftwerks gemacht.
											Kohle faszinierte mich: wichtig
für den globalen Energiebedarf
											und auch meiner Familie so nah.
											Mein Urgroßvater war Bergmann
											und verbrachte 50 Jahre
seines Lebens unter Tage.
											Auf diesem Foto von ihm
											sehen Sie jemanden aus einer anderen Zeit.
											Niemand trägt heutzutage
Hosen mit so hohem Bund.
											(Lachen)
											Trotzdem bin ich das da
mit meinem Urgroßvater;
											übrigens sind das nicht
seine richtigen Ohren. (Lachen)
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											We were close. I remember sitting on
his knee listening to his mining stories.
											He talked of the camaraderie underground,
											and the fact that the miners used to save
the crusts of their sandwiches
											to give to the ponies
they worked with underground.
											It was like it was yesterday.
											And on my journey of learning,
											I went to the World
Coal Association website,
											and there in the middle
of the homepage, it said,
											""We have about 118 years of coal left.""
											And I thought to myself, well,
that's well outside my lifetime,
											and a much greater figure
than the predictions for oil.
											But I did the math, and I realized
that my great-grandfather
											had been born exactly 118 years
before that year,
											and I sat on his knee
until I was 11 years old,
											and I realized it's nothing
											in time, nor in history.
											And it made me make a decision
I never thought I would make:
											to leave the sport
of solo sailing behind me
											and focus on the greatest challenge
I'd ever come across:
											the future of our global economy.
									","
											Estábamos unidos.
											Recuerdo sentarme en su regazo
y escuchar sus historias de minero.
											Hablaba de la camaradería bajo tierra,
											y del hecho de que los mineros 
guardaran la corteza de sus bocadillos
											para dársela a los ponies
con los que trabajaban bajo tierra.
											Parece que fue ayer.
											Y en mi trayecto de aprendizaje,
											visité el sitio web de la
Asociación Mundial del Carbón,
											y allá, en medio
de la portada, decía:
											""Nos quedan unos
118 años más de carbón.""
											Y me dije, bueno, excede mucho
el curso de mi vida,
											y una cifra muchísimo mayor
que las predicciones del petróleo.
											Pero hice los cálculos
y me di cuenta de que mi bisabuelo
											había nacido exactamente
118 años antes de aquel año,
											y yo me senté en su regazo
hasta los 11 años de edad,
											y me di cuenta de que eso no es nada
											en el tiempo, ni en la historia.
											Esto me hizo tomar una decisión
que nunca pensé que tomaría:
											abandonar el deporte
de la navegación en solitario
											y dedicarme al mayor reto
que he encontrado:
											el futuro de la economía mundial.
									","
											(Risos)
											Esta agora, sou eu,
com o meu bisavô,

											A propósito, aquelas orelhas não são dele.
											(Risos)
											Nós éramos muito chegados.
											Lembro-me de estar ao colo dele,
a ouvir histórias da mina.
											Falava-me da camaradagem lá em baixo,
											de os mineiros costumarem guardar
as côdeas das sanduíches
											para darem aos póneis
que trabalhavam debaixo do chão.
											Parece que foi ontem.
											Na minha jornada de aprendizagem,
											visitei o “website” 
da Associação Mundial do Carvão.
											A meio da página inicial, dizia:
											“Só temos carvão para 118 anos”.
											Fiquei a pensar: 
“Já é muito para além da minha vida”.
											É um número muito maior
do que as previsões para o petróleo.
											Mas fiz as contas e apercebi-me
											de que o meu bisavô tinha nascido 
exatamente 118 anos antes daquele ano
											e eu sentara-me ao colo dele
até aos 11 anos.
											Percebi que não tinham significado
no tempo, nem na história.

											Isso fez com que eu tomasse uma decisão
que nunca imaginaria tomar:

									","
											Nous étions proches.
											Je me rappelle m'asseoir 
sur ses genoux et écouter ses histoires.
											Il parlait de la camaraderie sous terre,
											et du fait que les mineurs gardaient 
les croûtes de leurs sandwiches
											pour les donner aux poneys 
avec qui ils travaillaient sous terre.
											C'était comme si c'était hier.
											Et dans mon aventure vers le Savoir,
											j'ai visité le site 
de la World Coal Association,
											et sur la page d'accueil était écrit :
											« Il nous reste environ 
118 ans de charbon. »
											Et je me suis dit, bon, 
c'est bien après mon existence,
											et un chiffre bien meilleur 
que les prédictions pour le pétrole.
											Mais j'ai compté, et j'ai réalisé 
que mon arrière-grand-père
											était né exactement 118 ans 
avant cette année-là,
											et je m'asseyais sur ses genoux 
jusqu'à ce que j'aie 11 ans.
											J'ai réalisé que ce n'était rien
											ni en termes d'années, ni d'histoire.
											Et ça m'a fait prendre une décision 
tout à fait inattendue :
											de laisser la voile 
en solitaire derrière moi,
											et de me concentrer sur le plus grand 
défi que j'avais jamais rencontré :
											le futur de notre économie mondiale.
									","
											Biz çok yakındık. Dizinde oturup maden 
hikayelerini dinlediğimi hatırlıyorum.

											O, yer altındaki arkadaşlıktan
											ve sandviçlerinin hamurunu
bozulmasın diye orada 

											birlikte çalıştıkları midilli atlarına 
verdiklerinden bahsederdi.
											Sanki dün gibi.
											Ve öğrenme maceramda,
											Dünya Kömür Birliği’nin 
web sitesine girdim
											ve anasayfanın ortasında 
şöyle diyordu:
											”Yaklaşık 118 yıllık kömürümüz kaldı.”
											Ve kendi kendime düşündüm, peki, 
bu benim ömrümden daha fazla
											ve petrol hakkındaki 
tahminlerden çok, çok fazla.
											Bir hesap yaptım, büyük 
büyükbabamın tam olarak 

											o yıldan 118 yıl önce 
doğduğunu fark ettim
											ve ben onun kucağında
11 yaşına kadar oturmuştum
											ve bunun ne şimdi ne de tarihte
											hiçbir şey olmadığını fark ettim.
											Bu, bana yapacağımı hiç 
düşünmediğim bir karar aldırdı:

											bireysel yelkencilik 
sporunu arkada bırakmak

											ve hayatımda karşılaştığım 
en büyük zorluğa odaklanmak:

											küresel ekonomimizin geleceğine.

									","
											Wir standen uns nah. Ich erinnere
mich an seine Geschichten aus dem Bergbau.
											Er erzählte von
der Kameradschaft unter Tage
											und dass die Bergarbeiter
die Rinde ihrer Brote aufbewahrten,
											um sie den Ponys,
die unter Tage arbeiteten, zu geben.
											Mir ist als wäre es gestern gewesen.
											Bei meinen Studien
											ging ich zur Website
der World Coal Association
											und mitten auf der Homepage stand:
											""Wir haben noch für etwa 118 Jahre Kohle.""
											Ich dachte mir, gut, das ist
nicht zu meinen Lebenszeiten,
											und länger als die Vorhersagen für Öl.
											Aber als ich nachrechnete wurde mir klar,
dass mein Urgroßvater
											genau 118 Jahre früher geboren worden war;
											und bis ich 11 war
hatte ich auf seinen Knien gesessen.
											Mir wurde klar, dass 118 Jahre
											nichts sind gemessen an
Zeit und Geschichte.
											So traf ich eine Entscheidung,
die ich nie für möglich hielt:
											Ich würde den Segelsport hinter mir lassen
											und mich der größten Aufgabe widmen,
auf die ich gestoßen war,
											die Zukunft unserer globalen Wirtschaft.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											And I quickly realized it wasn't
just about energy.
											It was also materials.
											In 2008, I picked up a scientific study
											looking at how many years we have
											of valuable materials
to extract from the ground:
											copper, 61; tin, zinc, 40; silver, 29.
											These figures couldn't be exact,
but we knew those materials were finite.
											We only have them once.
											And yet, our speed that we've used
these materials has increased rapidly,
											exponentially.
											With more people in the world
with more stuff,
											we've effectively seen
100 years of price declines
											in those basic commodities
erased in just 10 years.
											And this affects all of us.
											It's brought huge volatility in prices,
											so much so that in 2011,
											your average European car manufacturer
											saw a raw material price increase
											of 500 million Euros,
											wiping away half their operating profits
											through something they have
absolutely no control over.
									","
											Y luego me di cuenta
de que no se trataba solo de energía,
											sino también de materiales.
											En 2008, repasé un estudio científico
											que analizaba cuántos años nos quedan
											de materiales valiosos
que extraer del suelo:
											cobre, 61; estaño, zinc, 40; plata, 29.
											Esas cifras pueden no ser exactas,
											pero sabíamos
que eses materiales eran finitos.
											Sólo los tenemos por una vez.
											Sin embargo, la velocidad con que usamos
eses materiales ha aumentado rápidamente
											exponencialmente.
											Con más gente en el mundo con más cosas,
											efectivamente hemos visto 100 años
de caídas de precios
											de esas mercancías básicas
borrados en apenas 10 años.
											Y eso nos afecta a todos.
											Causó enormes volatilidades
en los precios,
											tanto que en 2011,
											un fabricante
de automóviles europeos
											observó un aumento
en el precio de la materia prima
											de 500 millones de euros,
											eliminando la mitad
de sus ganancias operativas
											a causa de algo de lo que no tienen
siquiera el menor control.
									","
											Abandonar o desporto
da navegação solitária
											e concentrar-me no maior desafio 
que eu já tinha encontrado:

											O futuro da nossa economia mundial.
											Cedo me apercebi
que não se tratava apenas da energia.
											Também se tratava das matérias-primas.
											Em 2008, encontrei um estudo científico
											que previa por quantos anos teremos
											alguns dos materiais preciosos
que se extraem do solo.

											Cobre: 61 anos; 
estanho, zinco: 40; prata: 29.
											Estes números podiam não ser exatos
											mas sabíamos
que estes materiais eram finitos.
											Só os temos uma vez.
											No entanto, a velocidade
com que temos usado estes materiais
											aumentou rapidamente, exponencialmente.
											Com mais gente no mundo,
que possui mais coisas,
											vimos desaparecer, apenas em 10 anos,
											a baixa de preços nestes produtos básicos
que se verificou ao longo de 100 anos.

											Isto afeta-nos a todos.
											Causou uma enorme volatilidade nos preços,
											De tal modo que, em 2011,
											o fabricante europeu médio de automóveis
											viu as matérias-primas
aumentarem de preço,
									","
											J'ai vite réalisé que ça ne concernait 
pas que l'énergie,
											mais aussi les matières premières.
											En 2008, j'ai trouvé 
une étude scientifique
											qui étudiait combien d'années
de matériaux précieux
											à extraire du sol il nous reste :
											cuivre, 61 ; étain, zinc, 40 ; argent, 29.
											Ces chiffres ne pouvaient pas être exacts,
											mais nous savions qu'ils étaient limités.
											Nous ne les avons qu'une fois.
											Pourtant, la vitesse 
à laquelle nous les utilisons
											a rapidement augmenté,
de façon exponentielle.
											Toujours plus nombreux à
posséder toujours plus de choses,
											nous avons en effet 
vu cent ans de baisse de prix
											pour ces produits de base 
être effacée en seulement dix ans.
											Et ça nous touche tous.
											Ça a amené une énorme 
instabilité dans les prix,
											tant et si bien qu'en 2011,
											le constructeur automobile 
européen moyen
											a vu le prix des matières 
premières augmenter
											de 500 millions d'euros,
											effaçant la moitié 
de ses bénéfices d'exploitation
											au profit de quelque chose sur lequel 
il n'a absolument aucun contrôle.
									","
											Bunun sadece enerjiyle alakalı
olmadığı hemen fark ettim.
											Aynı zamanda materyallerle alakalıydı.
											2008'de elime değerli madenleri 
çıkarmak için
											kaç yılımız olduğunu anlatan
											bir bilimsel çalışma aldım:
											bakır, 61; kalay, çinko, 40; gümüş, 29.
											Bu rakamlar tam olmayabilir, fakat 
biz bunların sonlu olduğunu biliyorduk.

											Biz onlara bir defalık sahibiz.
											Ve maalesef bu materyalleri
kullanma hızımız süratle,
											katlanarak arttı.
											Dünyadaki daha fazla insan ve 
nesneyle gerçekten gördük ki
											bu temel emtialardaki 
100 yılın fiyat düşüşü 

											sadece 10 yılda bitti.
											Ve bu hepimizi etkiliyor.
											Bu fiyatları uçurdu,
											öyle ki 2011’de,
											ortalama bir Avrupalı araç üreticisi
											tamamen kontrollerinin 
dışındaki bir şeyden dolayı
											faaliyet kârlarının yarısını
silip süpüreren
											500 milyon Avroluk
											bir ham madde fiyat artışı gördü.
									","
											Es geht nicht nur um Energie,
das wurde mir schnell klar.
											Es geht auch um Rohstoffe.
											2008 las ich eine wissenschaftliche Studie
											über die Jahre, die uns noch bleiben,
											um wertvolle Materialien
aus dem Erdreich zu gewinnen:
											Kupfer, 61; Zinn, Zink, 40; Silber, 29.
											Das ist nicht exakt, doch wir wissen,
dass diese Rohstoffe endlich sind.
											Wir haben sie nur einmal.
											Doch die Geschwindigkeit,
mit der wir diese Materialien nutzen,
											hat sich exponential erhöht.
											In einer Welt mit mehr Menschen,
die mehr haben,
											wurde der 100-jährige Preisrückgang
für diese Grundstoffe
											in nur 10 Jahren ausgelöscht.
											Und das betrifft uns alle.
											Es führte zu enormen Preisschwankungen,
											so viel, dass 2011
											für den durchschnittlichen
europäischen Autohersteller
											die Rohstoffpreise
											um mehr als 500 Millionen Euro anstiegen
											und es die Hälfte der Gewinne vernichtete,
											ohne dass sie darüber
irgendeine Kontrolle hatten.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											And the more I learned, the more
I started to change my own life.
											I started traveling less,
doing less, using less.
											It felt like actually doing less
was what we had to do.
											But it sat uneasy with me.
											It didn't feel right.
											It felt like we were
buying ourselves time.
											We were eking things out a bit longer.
											Even if everybody changed,
it wouldn't solve the problem.
											It wouldn't fix the system.
											It was vital in the transition,
but what fascinated me was,
											in the transition to what?
What could actually work?
									","
											Y cuánto más aprendía,
más empezaba yo a cambiar mi propia vida.
											Empecé a viajar menos,
hacer menos, usar menos.
											Me parecía que de hecho hacer menos
era lo que debíamos hacer.
											Pero eso me inquietaba.
											No me parecía correcto.
											Parecía que estábamos ganando tiempo.
											Estábamos esforzándonos un poco más.
											Incluso si todos cambiaran,
no se solucionaría el problema.
											No se arreglaría el sistema.
											Era esencial en la transición.
Pero lo que me fascinaba era,
											¿en la transición hacia qué?
¿Qué podría realmente funcionar?
									","
											na ordem dos 500 milhões de euros,
											desviando metade
dos benefícios de exploração
											para uma coisa
que ele não tem hipótese de controlar.
											Quanto mais eu aprendia,
mais a minha vida mudava.

											Comecei a viajar menos,
a fazer menos, a usar menos.

											Achava que tínhamos que fazer menos
com o que tínhamos de fazer.
											Mas sentia-me desconfortável com isso.
											Não me parecia correto.
											Parecia-me que estávamos
apenas a ganhar tempo.
											Estávamos apenas a adiar as coisas.
											Mesmo que toda a gente mudasse,
não se resolveria o problema.

									","
											Plus j'en apprenais, plus je commençais 
à changer ma propre vie.
											J'ai moins voyagé, 
moins fait, moins utilisé.
											Il semblait que moins faire 
était ce qu'il fallait faire.
											Mais ça me mettait mal à l'aise.
											Ça n'allait pas.
											J'avais l'impression 
que l'on gagnait du temps.
											Nous rallongions un peu les choses.
											Même si tout le monde changeait,
le problème ne serait pas résolu.
											Ça ne réparerait pas le système.
											C'était vital dans la transition,
mais voici ce qui me fascinait :
											la transition vers quoi ?

											Qu'est-ce qui pourrait vraiment marcher ?
									","
											Daha fazla öğrendikçe hayatımı 
daha fazla değiştirmeye başladım.

											Daha az seyahat etmeye, daha az şey 
yapmaya ve kullanmaya başladım.
											Daha az şey yapmayı yapmak zorunda 
olduğumuz bir şeymiş gibi hissettim.

											Fakat bu beni rahatsız etti.
											Doğru olmadığı hissi uyardı.
											Zamana oynadığımızı hissettim.
											Resmen top çeviriyorduk.
											Herkes değişse bile,
bu problemi çözmeyecektir.
											Sistemi tamir etmeyecektir.
											Bu, geçiş aşamasında önemliydi, 
fakat beni asıl meraklandıran şey


											neye geçildiğiydi.
Aslında ne işe yarabilirdi?
									","
											Je mehr ich lernte, desto mehr
veränderte ich mein eigenes Leben.
											Ich begann weniger zu reisen,
zu tun, zu nutzen.
											Es fühlte sich so an,
als sollten wir weniger tun.
											Aber es fühlte sich nicht richtig an,
											stimmte nicht richtig.
											Mir war, als würden wir
nur etwas Zeit gewinnen.
											Wir streckten die Dinge nur etwas.
											Selbst wenn jeder sich änderte,
würde es das Problem nicht lösen.
											Es würde das System nicht richten.
											Es war für den Übergang unerlässlich,
doch was mich beschäftigte,
											war der Übergang zu was?
Was würde wirklich funktionieren?
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											It struck me that the system itself,
the framework within which we live,
											is fundamentally flawed,
											and I realized ultimately
											that our operating system,
the way our economy functions,
											the way our economy's been built,
is a system in itself.
											At sea, I had to understand
complex systems.
											I had to take multiple inputs,
											I had to process them,
											and I had to understand the system to win.
											I had to make sense of it.
											And as I looked at our global economy,
I realized it too is that system,
											but it's a system that effectively
can't run in the long term.
									","
											Me sorprendió que el propio sistema,
el contexto en donde vivimos,
											es defectuoso en su esencia,
											Y por fin me di cuenta
											de que nuestro sistema operativo,
la manera cómo funciona nuestra economía,
											tal como se construyó,
es un sistema en sí.
											En el mar, yo tenía
que comprender sistemas complejos.
											Yo tenía que considerar varias entradas,
											tenía que procesarlas,
											y tenía que comprender
el sistema para vencer.
											Yo tenía que darle sentido.
											Y mientras miraba
la economía mundial,
											me di cuenta de que ella también
es ese sistema,
											pero un sistema que no logra 
funcionar eficazmente a largo plazo.
									","
											Não endireitaria o sistema.
											Era fundamental para a transição.
											Mas, uma transição para o quê?
											O que é que podia resultar?
											O que me chocou foi que
											o enquadramento em que vivemos
é profundamente defeituoso.
											Acabei por perceber
											que o nosso sistema de funcionamento,
a forma como funciona a nossa economia,

											a forma como a nossa economia
tem sido construída
											é um sistema em si mesmo.
											No mar, eu tinha que perceber
sistemas complexos.
											Tinha que integrar milhentas informações,
											tinha que as processar.
									","
											J'ai constaté que le système en lui-même,
le cadre dans lequel nous vivons,
											est fondamentalement imparfait,
											et j'ai réalisé à la fin
											que notre système de fonctionnement,
la façon dont notre économie marche,
											dont notre économie a été construite,
est un système en lui-même.
											En mer, j'avais dû comprendre 
des systèmes complexes.
											Je devais intégrer de
multiples informations,
											je devais les traiter,
											et je devais comprendre 
le système pour gagner.
											Je devais le rendre intelligible.
											Alors que j'étudiais notre économie,
											j'ai réalisé que c'était aussi un système,
											mais c'est un système qui ne peut 
pas fonctionner sur le long terme.
									","
											Beni asıl vuran çerçevesi 
içinde yaşadığımız 

											temeli çatlamış sistemin kendisiydi.
											Ve sonunda anladım ki,
											işletme sistemimiz, 
ekonomimizin işleme biçimi,
											ekonomimizin kuruluş biçimi 
kendi içinde bir sistemdir.

											Denizdeyken karmaşık sistemleri
anlamak zorunda kalmıştım.

											Birden fazla girdiyi almak,
											onları işlemek
											ve kazanmak için sistemi 
anlamak zorundaydım.
											Onu anlamlandırmalıydım.
											Küresel ekonomimize baktığımda 
fark ettim ki o da bir sistem, 

											fakat uzun vadede etkili bir şekilde 
sürdürülebilir olmayan bir sistem.

									","
											Mir fiel auf, dass das System selbst,
dieses Gefüge, in dem wir leben,
											grundsätzliche Fehler hat
											und dass letztendlich die Art und Weise,
auf die unsere Wirtschaft funktioniert,
											und wie unsere Wirtschaft aufgebaut ist,
an sich ein System ist.
											Auf See musste ich
komplexe Systeme verstehen.
											Ich musste unterschiedliche Vorgaben
aufnehmen, sie verarbeiten
											und das System verstehen, um zu gewinnen.
											Ich musste daraus schlau werden.
											Mir wurde klar, dass auch
unsere globale Wirtschaft ein System ist,
											doch das dieses System nicht wirklich
auf lange Sicht weitergehen kann.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											And I realized we've been perfecting
what's effectively a linear economy
											for 150 years,
											where we take a material
out of the ground,
											we make something out of it,
and then ultimately
											that product gets thrown away,
and yes, we do recycle some of it,
											but more an attempt to get out
what we can at the end,
											not by design.
											It's an economy that fundamentally
can't run in the long term,
											and if we know that we
have finite materials,
											why would we build an economy
that would effectively use things up,
											that would create waste?
											Life itself has existed
for billions of years
											and has continually adapted
to use materials effectively.
											It's a complex system,
but within it, there is no waste.
											Everything is metabolized.
											It's not a linear economy
at all, but circular.
									","
											Y comprendí que 
estábamos funcionando en
											lo que era de hecho una economía lineal
											durante 150 años,
											en la que recogemos un material del suelo,
											lo convertimos en alguna cosa, y por fin,
											ese producto es desechado,
y sí, reciclamos una parte,
											pero más bien intentando aprovechar
lo que podamos al final,
											no de forma planeada.
											Es una economía que esencialmente
no logra funcionar a largo plazo,
											Y si sabemos que tenemos
materiales finitos,
											¿Por qué crearíamos una economía
que de hecho agotaría las cosas,
											que generaría desechos?
											La vida en sí ha existido
miles de millones de años
											Y continuamente se adaptó
para usar los materiales eficazmente.
											Es un sistema complejo,
pero dentro de él no hay desechos.
											Todo es metabolizado.
											No es en absoluto una economía
lineal, sino circular.
									","
											Tinha que compreender o sistema,
para poder vencê-lo.
											Tinha que o tornar inteligível.
											Quando estudava a economia mundial,
percebi que ela também é um sistema.
											mas é um sistema
que não se aguenta a longo-prazo.
											Percebi que temos vindo a aperfeiçoar
uma economia linear
											durante 150 anos.
											Extraímos um material do solo,
											fabricamos qualquer coisa com ele
e no final, deitamos fora esse produto.
											Sim, reciclamos uma parte,
											mas sobretudo numa tentativa
de aproveitar o que é possível,
											e não como um fim em si.
											É uma economia que não se aguenta
a longo prazo.
											Se sabemos que temos materiais finitos,
											porque é que criamos uma economia
											que gasta coisas que cria desperdícios?
											A vida só existe 
há milhares de milhões de anos,
									","
											J'ai réalisé que nous avions parfait 
ce qui est une économie linéaire
											pendant cent cinquante ans,
											où nous sortons une matière du sol,
											nous en faisons quelque chose,
et à la fin,
											ce produit est jeté,
et oui, nous en recyclons une partie,
											mais plus comme une façon 
d'en tirer ce qu'on peut à la fin,
											pas parce qu'on l'a prévu.
											C'est une économie qui ne peut 
pas marcher sur le long terme,
											et si nous savons 
que nos matières sont limitées,
											pourquoi construirions-nous une économie 
qui consommerait les choses,
											qui créerait des déchets ?
											La vie elle-même existe 
depuis des milliards d'années
											et s'est continuellement adaptée
à l'utilisation efficace des matières.
											C'est un système complexe, 
mais il n'y a pas de gaspillage.
											Tout est métabolisé.
											Ce n'est pas du tout 
une économie linéaire, mais circulaire.
									","
											Ve fark ettim ki 150 yıldır 
doğrusal ekonomiyi 

											geliştirmeye çalışıyoruz.
											Bir materyali yerin 
altından çıkardığımızda

											ondan bir şey yapıyoruz 
ve en sonunda 

											bu ürün atılıyor, evet, 
bazısını geri dönüştürüyoruz,
											başta öyle planlandığı için değil,
											başka çare olmadığı için.
											Bu öyle bir ekonomi ki aslında 
uzun vadede sürdürülemez
											ve sonlu materyellerimizin 
olduğunu da biliyorsak,

											peki o zaman neden 
nesneleri tüketen
											ve çöp üreten bir 
ekonomi kuralım ki?
											Hayat milyarlarca yıl önce oluştu
											ve sürekli materyalleri etkin bir şekilde
kullanmaya adapte oldu.

											Çok karmaşık bir sistem ama
içinde bir tane bile çöp yok.

											Her şey metabolize ediliyor.
											Bu kesinlikle doğrusal bir ekonomi değil, 
fakat döngüsel.
									","
											Mir wurde auch klar, dass wir
über 150 Jahre eine lineare Wirtschaft
											perfektioniert hatten,
											indem wir der Erde Rohstoffe entnehmen,
											etwas daraus machen und schlussendlich
											das Produkt dann weggeworfen wird.
Einen Teil davon recyceln wir,
											doch es ist eher der Versuch
mehr daraus zu machen,
											als dass es so konzipiert wäre.
											So eine Wirtschaft kann
langfristig nicht fortbestehen.
											Doch wenn wir wissen,
dass Rohstoffe begrenzt sind,
											warum bauen wir eine Wirtschaft auf,
die die Dinge verbraucht
											und Abfall erzeugt?
											Das Leben selbst existiert
seit Milliarden von Jahren
											und es passt sich beständig an,
um Rohstoffe effektiv zu nutzen.
											Es ist ein komplexes System,
doch darin gibt es keinen Abfall.
											Alles wird umgewandelt.
											Es ist keine lineare Wirtschaft,
sondern ein Kreislauf.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
