es,de,pt,tr,fr,title,speaker,duration,tags
"
											Así que cuando los observaban
											solo se fijaban en lo diferentes que son.
											El paquicefalosaurio tiene una cúpula grande y gruesa en el cráneo
											y algunos bultitos en la parte trasera de la cabeza,
											y algunos bultos nudosos en la punta de la nariz.
											El stygimoloch, otro dinosaurio
											de la misma época,
											tiene cuernos en la parte trasera de la cabeza
											y una cúpula pequeña,
											y bultos nudosos en la nariz.
											Y este otro se llama Dracorex hogwartsia,
											el favorito de Hogwart.
											¿Adivinan de donde viene? De ""dragón"".
											Este dinosaurio
											tiene cuernos que salen 
de la cabeza, sin cúpula
											y nudos en la nariz.
									","
											Die Leute sahen sich also diese Saurier an
											und sprachen darüber, wie unterschiedlich sie seien.
											Pachycephalosaurus hat eine große, dicke Kuppel auf seinem Kopf,
											und ein paar Beulen am Hinterkopf,
											und er hat einige höckerartige Dinge auf der Nasenspitze.
											Und Stygimoloch, ein anderer Dinosaurier
											aus demselben Zeitalter, hat zur gleichen Zeit gelebt,
											ihm ragen Dornen aus dem Hinterkopf.
											Er hat eine winzig kleine Kuppel,
											und einige höckerartige
Dinge auf der Nasenspitze.
											Und dann gibt es da noch
Dracorex hogwartsia.
											Ratet, wo das herkommt! Drache.
											Hier ist also ein Saurier
											mit Stacheln aus dem Hinterkopf, ohne Kuppel
											und mit höckerartigen Dingen auf der Nasenspitze.
									","
											Assim, as pessoas
estavam a olhar para estes
											e a discutirem sobre
o quão diferentes eles eram.
											O Paquicéfalossauro tem uma grande
e espessa cúpula na cabeça,
											e tem alguns altinhos
na parte posterior da cabeça,
											e tem montes de protuberâncias rugosas,
na ponta do focinho.
											E depois o Estigimoloque, outro dinossauro
											da mesma era, que viveu ao mesmo tempo,
											tem espigões a saírem
da parte posterior da cabeça.
											Tem uma cúpula pequena e minúscula
											e tem montes de protuberâncias rugosas
no focinho.
											E depois, há esta coisa chamada
""Dracorex hogwartsia"".
											Adivinhem de onde vem o nome?
Dragão.
											Portanto, aqui está um dinossauro
											que tem espigões a sair da cabeça,
sem cúpula
											e protuberâncias rugosas no focinho.
									","
											Fakat insanlar bunlara bakıyor
											ve ne kadar da farklı olduklarından bahsediyorlardı.
											Pachycephalosaurus büyük, kalın küremsi bir kafatasına sahip
											ve kafasının arka kısmında küçük çıkıntılar var
											ön tarafında, burun civarında ise bir grup budaklı yapılar var.
											Bir diğer dinozor Stygimoloch,
											aynı yaşta ve aynı zamanda yaşamış
											kafasından geriye doğru uzanan sivri yapılar var
											ufak küremsi bir kafatası
											ve yine burun kısmında budaklı yapılar mevcut.
											Bu üçüncüsü de Dracorex adı verilen dinozor.
											Hogwart'ın Gözleri.
											Tahmin edin bu isim nereden geliyor? Dragon.(İngilizcede Ejderha anlamına gelir)
											Evet bu da bir dinozor
											kafasından geriye uzanan sivri yapılara sahip, küremsi kafatası yok
											ve burun kısmında budaklı yapılar var.
									","
											Donc les gens les observaient
											et ils parlaient de l'importance de leurs différences.
											Pachycéphalosaure a un gros dôme épais sur sa tête.
											et il a des petites bosses sur l'arrière de sa tête,
											et il a une grappe de trucs noueux au bout de son nez.
											Alors que Stygimoloch, un autre dinosaure
											de la même période, ayant vécu en même temps,
											a des piquants hérissés sur l'arrière de sa tête.
											Il a un petit dôme minuscule,
											et une grappe de trucs noueux sur son nez.
											Et enfin il y'a celui-là qui s'appelle Dracorex,
											Oeil de Poudlard.
											Devinez d'où ça vient ? Dragon.
											Donc, voilà un dinosaure
											qui a des piquants hérissés sur sa tête, pas de dôme
											et des trucs noueux sur son nez.
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
											Nadie se dio cuenta de que la parte nudosa se parecía.
											Pero los miraban y decían:
											""Son tres dinosaurios diferentes
											y el dracorex es probablemente el más primitivo.
											Y aquel es más primitivo que el otro"".
											No tengo claro
											cómo los ordenaron.
											Pero si los alineamos,
											si alineamos los tres cráneos,
											quedarían así.
											dracorex es el más joven,
											stygimoloch es el mediano y
											el paquicefalosaurio es el mayor.
											Y eso debería
											darles alguna idea.
											(Risas)
											Pero no, no se les ocurrió nada.
											Bueno... ya sabemos por qué.
											A los científicos les gusta poner nombres.
									","
											Keinem ist aufgefallen, dass die höckerartigen Dinger ähnlich aussahen.
											Aber sie haben sich diese drei angesehen
											und gesagt, ""Das sind drei verschiedene Dinosaurier,
											und Dracorex ist vermutlich der primitivste von ihnen.
											Und der andere ist weniger weit entwickelt als dieser andere.
											Mir ist nicht klar,
											wie sie diese drei tatsächlich geordnet haben.
											Aber wenn man sie aufreiht,
											wenn man einfach die drei Schädel nimmt und nebeneinander legt,
											dann ordnen sie sich so.
											Dracorex ist der kleinste,
											Stygimoloch ist der mittelgroße,
											Pachycephalosaurus ist der größte.
											Und man könnte meinen,
											das gibt einem einen Hinweis.
											(Lachen)
											Aber es hat ihnen keinen Hinweis gegeben.
											Weil ... wir wissen all, warum.
											Wissenschaftler geben Dingen gerne Namen.
									","
											Ninguém reparou que as protuberâncias
rugosas, até pareciam todas iguais.
											Mas eles olharam para estes três
e disseram:
											""Estes são três dinossauros diferentes,
											""e o Dracorex é provavelmente
o mais primitivo deles.
											""E o outro é mais primitivo do que
aquele outro"".
											Não é claro para mim
											como é que eles ordenaram estes três.
											Mas se os alinharem,
											se simplesmente pegarem
naqueles três crânios e os alinharem,
											eles alinham-se assim.
											O Dracorex é o mais pequeno,
											o Estigimoloque é o de tamanho médio,
											o Paquicéfalossauro é o maior.
											E pensar-se-ia,
											que isso me daria uma pista.
											(Risos)
											Mas não lhes deu uma pista.
											Porque, bem, sabemos porquê.
											Os cientistas gostam de dar nome
às coisas.
									","
											Hiç kimse burun kısmındaki budaklı yapıların benzerliğini farketmemişti.
											Fakat bu üçüne baktılar ve şöyle dediler:
											""Bunlar üç farklı dinozor,
											ve muhtemelen en ilkel olanları da Dracorex.
											Şu diğeri de şundan daha ilkel.
											Onlar bu üçünü
											nasıl sınıflandırdılar anlayamıyorum.
											Ama bunları sıralarsanız
											bu üç kafatasını yanyana koyar
											ve böyle kıyaslarsanız.
											Dracorex en küçükleri,
											Stygimoloch ortanca olanları,
											Pachycephalosaurus ise en büyükleri.
											Bu tablonun bana
											bir ipucu vermesi gerektiği düşünülür.
											(Kahkahalar)
											Fakat bu onlara bir ipucu vermedi.
											Çünkü... Bunun nedenini biliyoruz.
											Bilim adamları bir şeylere isim vermeyi severler.
									","
											Personne n'a remarqué que les trucs noueux avaient plutôt l'air ressemblants.
											Mais ils ont regardé ces trois-là
											et ils ont dit, « Voici trois dinosaures différents,
											et Dracorex est probablement le plus primitif d'entre eux.
											Et cet autre est plus primitif que celui-là.
											Ce n'est pas très clair pour moi
											comment ils ont effectivement classifié ces trois-là.
											Mais si vous les alignez,
											si vous prenez juste ces trois crânes et que vous les alignez
											ils s'alignent de cette façon.
											Dracorex est le plus petit,
											Stygimoloch celui de taille moyenne,
											Pachycéphalosaure est le plus gros.
											Et on penserait
											que ça devrait me mettre la puce à l'oreille.
											(Rires)
											Mais ça ne leur a pas mis la puce à l'oreille.
											Parce que, bon, on sait pourquoi.
											Les scientifiques aiment nommer les choses.
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
											Si abrimos
											el dracorex...
											(yo abrí nuestro dracorex)
											vemos tejido esponjoso,
											muy esponjoso,
											que significa que es un juvenil
											y que está creciendo muy de prisa.
											Así que crecerá mucho más.
											Si abrimos el stygimoloch,
											está en el mismo proceso.
											La pequeña cúpula
											está creciendo muy rápido.
											Inflándose muy de prisa.
											Lo interesante es que el cuerno trasero del dracorex
											también estaba creciendo muy rápido,
											pero las del stygimoloch se estaban
											reabsorbiendo,
											estaban empequeñeciendo,
											mientras la cúpula se hacía más grande.
											Si observamos al paquicefalosaurio,
											este tiene una cúpula maciza
											y los bultos en la parte trasera de la cabeza
											se están reabsorbiendo.
									","
											Also haben wir einen
											Dracorex aufgeschnitten –
											ich habe unseren Dracorex aufgeschnitten –
											und siehe da, er war innen schwammartig,
											wirklich schwammig.
											Ich meine, er ist ein Jungtier
											und er wächst wirklich schnell.
											Er wird also noch größer.
											Wenn man einen Stygimoloch aufschneidet,
											ist es das gleiche Spiel.
											Die Kuppel, diese kleine Kuppel,
											wächst richtig schnell.
											Sie bläht sich schnell auf.
											Was interessant ist, die Stacheln am Hinterkopf des Dracorex
											wuchsen auch sehr schnell.
											Die Stacheln am Hinterkopf von Stygimoloch
											werden allerdings resorbiert,
											d.h. sie werden kleiner,
											während die Kuppel größer wird.
											Und wenn wir uns Pachycephalosaurus ansehen,
											Pachycephalosaurus hat eine massive Kuppel
											und die kleinen Beulen am Hinterkopf
											waren auch am Resorbieren.
									","
											Por isso, se cortarmos ao meio o Dracorex
											— eu cortei ao meio o nosso Dracorex —
											e olharmos, é esponjoso por dentro,
											realmente esponjoso por dentro.
											Quero dizer, é um juvenil
											e estava a crescer muito depressa.
											Portanto, ia ficar maior.
											Se cortarem ao meio o Estigimoloque,
											ele estava a fazer o mesmo.
											A cúpula, aquela pequena cúpula,
											estava a crescer muito depressa.
											Estava a aumentar muito depressa.
											O que é interessante, é que o espigão
da parte posterior do Dracorex
											também estava a crescer muito depressa.
											Os espigões na parte posterior
do Estigimoloque
											estavam, na verdade, a ser reabsorvidos,
											o que significa que estavam a ficar
mais pequenos
											à medida que a cúpula
estava a ficar maior.
											E se olharmos para o Paquicéfalossauro,
											o Paquicéfalossauro tem uma cúpula sólida
											e os altinhos na parte posterior da cabeça
											estavam também a ser reabsorvidos.
									","
											Evet, eğer Dracorex'e
											bir kesik açıp bakarsak —
											Ben bizim Dracorex'e açtım —
											ve baktım ve süngerimsi
											gerçekten süngerimsi bir iç yapısı olduğunu gördüm.—
											Bu elimizdeki kemiğin genç olduğu anlamına geliyor,
											bunlar gerçekten hızlı büyürler.
											İleride daha büyük olacağını düşünebiliriz.
											Stygimoloch üzerinde bir kesik açarsanız
											aşağı yukarı aynı şeyi görürsünüz.
											Küremsi küçük kafatasının
											hızla büyüdüğünü anlıyoruz.
											Çok hızlı bir şekilde şişiyor.
											İlginç olan bir diğer şey de Dracorex'in kafasının
											arka kısmındaki sivri yapıların da hızla büyümesi.
											Stygimoloch'un kafasının arkasındaki sivrilikler
											erimeye başlıyor
											yani küremsi şişlik büyürken
											kafanın gerisindeki sivrilikler küçülüyor.
											Pachycephalosaurus'a baktığımızda,
											Pachycephalosaurus üst tarafta katı bir küremsi yapıya sahip
											ve kafasının arkasındaki çıkıntılar
											iyice küçülmüş.
									","
											Donc si on les coupe en deux
											Dracorex -
											je coupe notre Dracorex en deux —
											et, regardez, c'était spongieux à l'intérieur,
											vraiment spongieux dedans.
											Je veux dire, il est jeune
											et il est en train de grandir très rapidement.
											Donc il va devenir plus gros.
											Si vous découpez Stygimoloch,
											ça donne la même chose.
											Le dôme, ce petit dôme,
											est en train de grandir très rapidement.
											C'est en train d'enfler très rapidement.
											Ce qui est intéressant c'est que le piquant sur le dos de Dracorex
											était en train de grandir très rapidement aussi.
											Les piquants sur le dos de Stygimoloch
											sont en fait en train de se résorber
											ce qui veut dire qu'elles deviennent plus petites
											alors que ce dôme est en train de grossir.
											Et si on regarde Pachycéphalosaure,
											Pachycéphalosaure a un dôme solide
											et ses petites bosses à l'arrière de sa tête
											sont également en train de se résorber.
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
											Un científico, solo con estos tres dinosaurios
											puede fácilmente
											establecer la hipótesis de que
											representan una serie de crecimiento
											del mismo animal.
											Lo que por supuesto significa
											que el stygimoloch y el dracorex
											se han extinguido.
											(Risas)
											Bien.
											Lo que significa
											que solo nos quedan 10 dinosaurios principales.
									","
											Mit nur diesen drei Dinosauriern
											kann man – als Wissenschaftler –
											also mutmaßen,
											dass es sich um eine Wachstumsreihe
											des gleichen Tiers handelt.
											Was natürlich bedeutet,
											dass Stygimoloch und Dracorex
											ausgestorben sind.
											(Lachen)
											Okay.
											Was natürlich bedeutet,
											dass wir es mit zehn großen Saurierarten zu tun haben.
									","
											Portanto, só com estes três dinossauros,
											podemos facilmente — como cientistas —
											podemos facilmente levantar a hipótese
											de que são apenas fases de crescimento
											do mesmo animal.
											O que, claro, significa
que o Estigimoloque e o Dracorex
											estão extintos.
											(Risos)
											Ok.
											O que, claro, significa que temos
10 dinossauros primários com que lidar.
									","
											Şimdi bu üç dinozoru inceleyerek
											siz — bir bilim adamı olarak —
											kolaylıkla şu hipotezi oluşturabilirsiniz:
											Bu tablo sadece aynı hayvanın
											gelişim serisini ifade ediyor.
											Şu anlama da geliyor
											Stygimoloch ve Dracorex
											artık yok.
											(Kahkahalar)
											Evet.
											Ayrıca şu anlama da geliyor:
											Geriye 10 temel dinozorumuz kaldı.
									","
											Donc juste avec ces trois dinosaures,
											vous pouvez facilement — en tant que scientifique —
											nous pouvons facilement émettre l'hypothèse
											qu'il s'agit juste d'une série de poussées de croissance
											du même animal.
											Ce qui veut dire bien sûr
											que Stygimoloch et Dracorex
											ont disparu.
											(Rires)
											Ok.
											Ce qui veut dire bien sûr
											que nous avons affaire à 10 dinosaures primaires.
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
											Con un colega de Berkley
											estudiamos al triceratops.
											Y antes del año 2000...
											recuerden que
											el triceratops fue descubierto en el siglo XIX.
											Antes de 2000, nadie había visto
											un juvenil de triceratops.
											Hay triceratops en todos los museos del mundo,
											pero nadie tenía un juvenil.
											Ya saben por qué, ¿verdad?
											Porque todos querían tener uno grande.
											Y todos tenían uno grande.
											Así que nosotros salimos a buscar
											y encontramos muchos pequeños.
											Son muy abundantes.
											Así que tenemos un montón en nuestro museo.
											(Risas)
											Todos piensan que es porque el museo es pequeño,
											entonces tenemos dinosaurios pequeños.
									","
											Eine Kollege von mir in Berkeley,
											er und ich haben Triceratops untersucht.
											Und vor dem Jahr 2000 –
											erinnert euch,
											Triceratops wurde im 19. Jahrhundert entdeckt –
											vor 2000 hatte niemand je
											einen jungen Triceratops gesehen.
											Jedes Museum auf der Welt hat einen Triceratops,
											aber niemand hatte je ein Jungtier in seiner Sammlung.
											Und wir wissen warum, richtig?
											Weil alle einen großen haben wollte.
											Also hatte auch jeder einen großen.
											Wir sind also losgezogen und haben einiges gesammelt
											und wir haben reichlich kleine Tiere gefunden.
											Sie sind überall. Es wimmelt von ihnen.
											Wir haben also ganz viele in unserem Museum.
											(Lachen)
											Und alle sagen, das ist so, weil ich ein kleines Museum habe.
											Wenn man ein kleines Museum hat, hat man auch kleine Saurier.
									","
											Então, eu e um colega meu
na Universidade de Berkley
											estávamos a olhar para o Tricerátopo.
											E antes do ano 2000
											— agora lembrem-se,
											o Tricerátopo foi descoberto
pela primeira vez nos anos de 1800 —
											antes de 2000, nunca ninguém tinha visto
											um tricerátopo juvenil.
											Há um tricerátopo
em todos os museus no mundo,
											mas ninguém alguma vez
recolheu um juvenil.
											E nós sabemos porquê, certo?
											Porque toda a gente quer ter um grande.
											Então toda a gente tinha um grande.
											Então, saímos e recolhemos
montes de coisas
											e encontrámos um monte de pequeninos.
											Eles estão em todo o lado. 
Estão por toda a parte.
											Por isso, temos um monte deles
no nosso museu.
											(Risos)
											E toda a gente diz que é
porque eu tenho um pequeno museu.
											Quando se tem um pequeno museu,
tem-se dinossauros pequenos.
									","
											Berkley'de bir meslektaşım ve ben
											Triceratops'a bakıyorduk.
											Hatırladığım kadarıyla
											2000'den önceydi.
											Triceratops ilk olarak 1800'lerde bulundu.
											Fakat 2000 yılından önce
											hiç kimse genç bir Triceratops görmemişti.
											Dünya'nın pek çok yerindeki müzelerdeTriceratops vardı,
											fakat hiç kimsede genç bir Triceratops yoktu.
											Nedenini biliyoruz, değil mi?
											Çünkü herkes büyük olanı ister.
											Herkeste büyük olanlar vardı.
											Biz de çıktık ve birkaç şey topladık
											ve birkaç küçük dinozor iskeleti bulduk.
											Onlar her yerdeler.
											Onlardan bizim müzede çok sayıda var.
											(Kahkahalar)
											Herkes bunu benim müzemin küçük olmasına bağlıyor.
											Küçük bir müzen varsa, küçük dinozorların vardır.
									","
											Donc un de mes collègues à Berkeley,
											lui et moi étions en train de regarder les Tricératops.
											Et avant l'an 2000 —
											rappelez-vous,
											le Tricératops a été découvert dans les années 1800 —
											avant l'an 2000, personne n'avait jamais vu
											un jeune Tricératops.
											Il y a un Tricératops dans tous les musées du monde,
											mais personne n'a jamais récupéré un juvénile.
											Et nous savons pourquoi, n'est-ce pas ?
											Parce que tout le monde en veut un gros.
											Donc tout le monde en avait un gros.
											Donc, nous sommes allés recueillir tout un tas de choses
											et nous avons trouvé tout un tas de petits.
											Ils sont partout, il y en a plein partout.
											Donc nous en avons tout un tas dans notre musée.
											(Rires)
											Et tout le monde dit que c'est parce que j'ai un petit musée.
											Quand vous avez un petit musée, vous avez des petits dinosaures.
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
											(Risas)
									","
											(Lachen)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Rires)
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
											Si observamos al triceratops,
											vemos que cambia de forma.
											Cuando los juveniles crecen,
											los cuernos se curvan hacia atrás.
											Y cuando se hacen mayores,
											se curvan hacia delante.
											Es muy impresionante.
											A lo largo del collar óseo
											tienen huesos triangulares
											que crecen bastante
											y se achatan contra el collar óseo,
											más o menos como los cuernos
											del paquicefalosaurio.
											Y como los juveniles están en mi colección,
											los abro
											y miro dentro.
											Y el pequeño es muy esponjoso
											y el mediano también.
											Pero lo interesante era
											que el triceratops adulto también era esponjoso.
											Y este cráneo tiene dos metros de largo.
											Es un gran cráneo.
									","
											Wenn man Triceratops betrachtet,
											sieht man wie er sich verändert, seine Gestaltwandlung.
											Während die Jungtiere wachsen,
											krümmen sich ihre Hörner nach hinten.
											Und wenn sie älter werden,
											wachsen die Hörner nach vorne.
											Das ist ziemlich cool.
											Am Rand des Nackenschilds entlang
											haben sie diese kleinen dreieckigen Knochen,
											die wirklich als Dreiecke wachsen
											und sich dann flach an den Schild anlegen,
											ähnlich wie die Stacheln
											bei Pachycephalosaurus.
											Und dann, weil die Jungtiere ja in meiner Sammlung sind,
											habe ich sie aufgeschnitten
											und mir das Innere angesehen.
											Und der Kleine ist so richtig schwammig.
											Und der mittelgroße ist auch ziemlich schwammig.
											Aber was interessant war,
											der erwachsene Triceratops war auch schwammig.
											Das ist ein zwei Meter langer Schädel.
											Es ist ein großer Schädel.
									","
											Se olharem para o Tricerátopo,
											podem ver que ele está a mudar,
está a mudar de forma.
											À medida que os juvenis crescem,
											os seus chifres, curvam-se para trás.
											E depois, à medida que envelhecem,
											os chifres crescem para a frente.
											E isso é bastante fixe.
											Se olharem ao longo do limite do escudo,
											eles têm estes pequenos ossos triangulares
											que crescem como triângulos
											e que depois se achatam contra o escudo
											mais ou menos como acontece
com os espigões no Paquicéfalossauro.
											E depois, porque os juvenis
estão na minha coleção,
											eu corto-os ao meio...
											(Risos)
											e olho para o interior.
											E o pequeno é mesmo esponjoso.
											E o de tamanho médio
é mesmo esponjoso.
											Mas o que foi interessante
											foi que o Tricerátopo adulto
era também esponjoso.
											E este é um crânio
que tem 2 metros de comprimento.
											É um grande crânio.
									","
											Triceratops'a bakarsanız,
											farklılaştığını, şekil değiştirdiğini görebilirsiniz.
											Genç bireyler büyürken
											boynuzları geriye doğru kıvrılır.
											Daha da yaşlandıklarında
											boynuz ileri doğru büyür.
											Bu oldukça hoştur.
											Kafasındaki fırfırlar boyunca bakarsanız
											üçgen şeklinde küçük kemikler görürsünüz
											bunlar üçgen olarak büyürler
											ve yetişkinlerde fırfırın üzerine yayılırlar.
											Tıpkı Pachycephalosaurs'un kafasından geriye
											uzanan sivri çıkıntılar gibi.
											Genç bireyler benim koleksiyonumda olduğu için
											onlara kesik açtım
											ve içlerine baktım.
											Küçük olan oldukça süngerimsiydi.
											Orta boyuttaki de süngerimsi iç yapıya sahipti.
											Ama ilginç olan şu ki
											yetişkin Triceratops da aynı şekilde süngerimsi iç yapıya sahipti.
											Bu kafatası iki metre uzunluğundaydı.
											Büyük bir kafatasıydı.
									","
											Si vous regardez le Tricératops,
											vous pouvez voir qu'il change, sa structure est en train de muter.
											Lorsque les juvéniles grandissent,
											leurs cornes se recourbent en fait vers l'arrière.
											Et lorsqu'ils vieillissent,
											leurs cornes grandissent vers l'avant.
											Et c'est plutôt génial.
											Si vous regardez le long du bord de la collerette,
											ils ont ces petits os triangulaires
											qui grandissent en fait pour devenir des triangles
											et qui ensuite s'aplatissent le long de la collerette.
											un peu comme le font les piquants
											chez les Pachycéphalosaures.
											Et ensuite, parce les juvéniles sont dans ma collection,
											je les découpe
											et je regarde à l'intérieur.
											Et le petit est vraiment spongieux.
											Et le moyen est vraiment spongieux.
											Mais ce qui était intéressant,
											c'est que l'adulte Tricératops également était spongieux.
											Et c'est un crâne qui fait deux mètres de long.
											C'est un gros crâne.
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
											Pero hay otro dinosaurio
											en el mismo lugar
											que se parece al triceratops, solo que más grande
											y que se llama torosaurio.
											Y cuando abrimos al torosaurio
											encontramos hueso adulto.
											Pero con grandes agujeros en la placa.
											Y todos afirman: ""El triceratops y el torosaurio
											no pueden ser la misma especie
											porque uno es más grande que el otro"".
											(Risas)
											""Y tiene agujeros en el collar óseo"".
											""¿Tenemos algún ejemplar juvenil de torosaurio?"", pregunté.
											Contestaron: ""Pues no,
											pero este tiene agujeros en el collar óseo"".
									","
											Es gibt aber noch einen anderen Saurier,
											der in dieser geologischen Formation gefunden wird
											und aussieht wie ein Triceratops, nur ist er größer,
											und er heißt Torosaurus.
											Und als wir Torosaurus aufgeschnitten haben,
											hatte er erwachsenes Knochengewebe.
											Aber er hat diese großen Löcher in seinem Schild.
											Und jeder sagt, ""Triceratops und Torosaurus
											können unmöglich das gleiche Tier sein,
											weil einer davon größer ist als der andere.""
											(Lachen)
											""Und er hat Löcher in seinem Schild.""
											Und ich sage, ""Haben wir denn junge Torosaurier?""
											Und die sagen, ""Nein,
											aber er hat Löcher in seinem Schild.""
									","
											Mas há outro dinossauro
											que é encontrado nesta formação
											que se parece com um Tricerátopo,
exceto por ser maior,
											e que se chama Torossauro.
											E o Torossauro, quando o cortámos,
											tinha um osso maduro.
											Mas ele tem estes grandes buracos
no seu escudo.
											E toda a gente diz:
""Um Tricerátopo e um Torossauro
											""não podem ser o mesmo animal
											""porque um deles é maior do que o outro"".
											(Risos)
											""E tem buracos no seu escudo"".
											E eu perguntei:
""Bem, temos algum Torossauro juvenil ?""
											E eles disseram: ""Bem, não,
mas ele tem buracos no seu escudo"".
									","
											Bu formda olan
											bir başka dinozor daha var,
											daha büyük olması dışında Triceratops'a benziyor
											Torosaurus olarak adlandırılmış.
											Torosaurus'a kesik açtığımızda
											olgun bir kemik yapısı görürüz.
											Fakat kalkanında şu büyük delikleri vardır.
											Herkes şöyle dedi: ""Triceratops ve Torosaurus'un
											aynı hayvan olması mümkün değildir,
											çünkü biri diğerinden daha büyük.""
											(Kahkahalar)
											""Ve fırfırlarının altında delikleri var.""
											Ben de şöyle dedim: ""Peki, elimizde genç bir Torosaurus var mı?""
											Onlar da: ""Hayır yok,
											ama kafasında delikler var."" dediler.
									","
											Mais il y a un autre dinosaure
											que l'on trouve à cette période
											qui ressemble à un Tricératops, en plus gros,
											et il s'appelle Torosaure.
											Et le Torosaure, quand on l'a découpé,
											a des os matures.
											Mais il a ces gros trous dans sa carapace.
											Et tout le monde dit, « Un Tricératops et un Torosaure
											ne peuvent sûrement pas être le même animal
											parce que l'un est plus gros que l'autre. »
											(Rires)
											« Et il a des trous dans sa collerette. »
											Et j'ai dit, « Bon, est-ce qu'on a des Torosaures juvéniles ? »
											Et ils ont dit, « Ben, non,
											mais il a des trous dans sa collerette. »
									",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
"
","
","
","
","
",Where are the baby dinosaurs?,Jack Horner,18:23,"TEDx,biology,dinosaurs,paleontology,science,history,animals,humor"
