en,tr,es,fr,de,title,speaker,duration,tags
"
											So let's get back to the energetics.
											What is it made of?
											Well, ideally we would love
to have a piece of 'Oumuamua
											into the laboratory,
so we could study it in detail.
											But since even private industry
can't manage to launch
											a spacecraft within a week
											to something like this,
											astronomers have to rely
on remote observations.
											So astronomers will look at how the light
interacts with the surface.
											Some colors may get absorbed,
giving it a chemical fingerprint,
											whereas other colors may not.
											On the other hand, some substances
may just reflect more blue
											or red light efficiently.
											In the case of 'Oumuamua,
it reflected more red light,
											making it look very much like the organic
rich surface of the comet recently visited
											by the Rosetta spacecraft.
											But not everything that looks reddish
has the same composition.
											In fact, minerals that have
tiny little bits of iron in the surface
											can also look red,
											as does the dark side
of Saturn's moon Iapetus,
											shown in these images
from the Cassini spacecraft.
											Nickel-iron meteorites,
in other words, metal,
											can also look red.
											So while we don't know
what's on the surface,
											we know even less
about what's on the inside.
											However, we do know
that it must at least be strong enough
											to not fly apart as it rotates,
											so it probably has a density
similar to that of rocky asteroids;
											perhaps even denser, like metal.
									","
											Enerji bilimine geri dönelim.
											Bu neden oluşuyor?
											Tercihen ayrıntılı
bir şekilde incelemek için
											'Oumuamua'nın bir parçasına
sahip olmayı çok isterdik.
											Ancak özel endüstri bile
böyle bir şeye
											bir hafta içerisinde
											bir uzay aracı göndermeyi başaramaz,
											astronomların uzaktan gözlem
yapmaları gerekiyor.
											O yüzden de astronomlar, ışığın yüzeyle
nasıl etkileşime girdiğine bakarlar.
											Bazı renkler absorbe edilip
kimyasal bir iz oluşturabilir,
											bazı renklerde bu olmaz.
											Diğer yandan bazı maddeler
											daha fazla mavi veya kızıl ışığı
daha etkili şekilde yansıtabilirler.
											'Oumuamua daha fazla
kızıl ışık yansıtıyordu,
											Rosetta uzay aracı tarafından
ziyaret edilen gök cisminin
											organik zengin yüzeyine
çok benziyordu.
											Ancak kızıl görünümlü her şey
aynı bileşenlere sahip değil.
											Hatta yüzeyinde çok küçük madde hâlinde
demir içeren mineraller bile
											kızıl görünebilir,
											tıpkı Satürn'ün uydusu
Iapetus'un karanlık kısmı gibi,
											Cassini uzay aracının
çektiği görsellerde görünüyor.
											Nikel demir meteroitler,
											başka bir deyişle
metal de kızıl görünebilir.
											Yani zaten yüzeyde ne olduğunu bilmezken
											içinde ne olduğu hakkında
daha da az bilgi sahibiyiz.
											Yine de dönerken
parçalara ayrılmamasından
											güçlü bir yapısı olduğunu çıkarıyoruz,
											muhtemelen kayalıklı asteroitlere
benzer bir yoğunluğu var;
											hatta daha bile yoğun, metal gibi.
									","
											Volvamos a la energética.
											¿De qué está compuesto?
											Lo ideal sería tener 
un fragmento de 'Oumuamua
											en el laboratorio para poder
estudiarlo en detalle.
											Pero como ni siquiera el sector 
privado es capaz de lanzar
											una nave espacial en una semana
											para estudiar algo así,
											los astrónomos se tienen que conformar
con las observaciones remotas.
											Así, observan cómo la luz
interactúa con la superficie.
											Algunos colores se absorben
y dejan una huella química,
											mientras que otros colores no lo hacen.
											Por otro parte, algunas sustancias
reflejan más eficientemente
											la luz azul o roja.
											En el caso de 'Oumuamua,
reflejaba más luz roja,
											asemejándolo a la superficie rica
en componentes orgánicos del cometa
											que la nave espacial Rosetta
visitó hace muy poco.
											Pero no todo lo que se ve rojizo
tiene la misma composición.
											De hecho, los minerales con minipartículas
de hierro en la superficie
											también pueden verse rojos,
											como el lado oscuro
de la luna de Saturno, Jápeto,
											que vemos en estas imágenes
tomadas desde la nave espacial Cassini.
											Meteoritos de níquel y hierro,
es decir, metal,
											también pueden verse rojos.
											Así como ignoramos
qué hay en la superficie,
											menos sabemos qué hay en su interior.
											Lo que sabemos es que debe ser
al menos lo suficientemente fuerte
											para no despedazarse a medida que rota,
											así que posiblemente tenga una densidad
similar a la de los asteroides rocosos,
											o quizá sea más denso, como el metal.
									","
											Revenons aux énergétiques.
											De quoi est-elle faite ?
											Dans l'idéal, nous adorerions
avoir un morceau de ‘Oumuamua
											au laboratoire
afin de pouvoir l'étudier en détail.
											Comme il est impossible même
pour une entreprise privée de lancer
											un engin spatial en une semaine
											vers quelque chose comme ça,
											les astronomes dépendent
d'observations à distance.
											Les astronomes observent l'interaction
entre la lumière et la surface.
											Certaines couleurs peuvent être absorbées,
leur donnant une empreinte chimique,
											tandis que d'autres couleurs
ne le seront pas.
											D'autre part, il se peut que certaines
substances réfléchissent la couleur bleue
											ou rouge avec plus d'efficacité.
											Dans le cas de ‘Oumuamua,
elle réfléchit mieux la lumière rouge,
											ce qui ressemble à la riche surface
organique d'une comète récemment visitée
											par la sonde spatiale Rosetta.
											Mais tout ce qui est rouge en apparence
n'a pas forcément la même composition.
											De fait, les minéraux contenant
de petits morceaux de fer à la surface
											peuvent aussi sembler rouges,
											tout comme le côté obscur
de Japet, la lune de Saturne,
											comme le montrent ces images
prises par la sonde Cassini.
											Les météorites en fer,
ou métal,
											peuvent aussi avoir l'air rouges.
											Bien que nous ne sachions pas
ce qui est à la surface,
											nous en savons encore moins
sur ce qui est à l'intérieur.
											Toutefois, nous savons
qu'elle doit être suffisamment solide
											pour ne pas voler en éclats en tournant.
											Sa densité est probablement similaire
à celle d'un astéroïde rocheux ;
											peut-être même plus dense, comme le métal.
									","
											Schauen wir uns wieder die Energetik an.
											Woraus besteht es?
											Idealerweise hätten wir
ein Stückchen von ’Oumuamua
											im Labor, um es im Detail zu erforschen.
											Doch da nicht mal die privaten Firmen
einen Start eines Raumschiffs
											zu solch einem Ziel
in einer Woche schaffen,
											müssen Astronomen sich auf
Beobachtungen aus der Ferne verlassen.
											Also untersuchen Astronomen, wie
das Licht mit der Oberfläche interagiert.
											Manche Farben werden absorbiert,
was die chemische Zusammensetzung verrät,
											andere Farben nicht.
											Andererseits können manche Stoffe
das blaue oder rote Licht
											besser reflektieren.
											Im Fall von ’Oumuamua wird
mehr rotes Licht reflektiert,
											was es wie die organische Oberfläche
des von Rosetta besuchten Kometen
											aussehen lässt.
											Doch nicht alles Rötliche
hat die gleiche Zusammensetzung.
											Minerale haben kleine Spuren
von Eisen in ihrer Oberfläche,
											die auch rot aussehen,
											wie beispielsweise die dunkle Seite
von Saturns Mond Iapetus,
											wie auf diesen Bildern
der Cassini-Sonde zu sehen ist.
											Nickel-Eisen-Meteoriten — also Metalle —
											könne auch rot aussehen.
											Während wir also wenig
über die Oberfläche wissen,
											ist uns das Innere noch unbekannter.
											Dennoch muss es stark genug sein,
											um bei der Rotation nicht
fortgeschleudert zu werden,
											also vermutlich mit einer Dichte
wie bei steinigen Asteroiden,
											vielleicht noch dichter, wie Metall.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Well, at the very least,
I want to show you
											one of the beautiful
color images that we got
											from one of the ground-based telescopes.
											All right, I admit,
it's not all that spectacular.
									","
											Sabit teleskoplarımızdan biriyle çekilmiş
											çok güzel renkli görsellerimizden birini
											sizinle paylaşmak istiyorum.
											Pekâlâ, kabul ediyorum,
o kadar da harika değil.
									","
											Bien, al menos quisiera enseñarles
											una de las hermosas imágenes
a color que obtuvimos
											con uno de los telescopios en tierra.
											Lo admito, no es tan espectacular.
									","
											Je veux au moins vous montrer
											l'une des plus belles images en couleur
											prises par l'un des télescopes terrestres.
											D'accord, je l'admets,
ce n'est pas si spectaculaire.
									","
											Zum Schluss möchte ich Ihnen
											noch eines unserer
wunderschönen Farbbilder
											von einem irdischen Teleskop zeigen.
											Ja, ich gebe zu,
es ist nicht gerade spektakulär.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											We just don't have the resolution.
											Even Hubble Space Telescope
											doesn't present a much better view.
											But the importance of the Hubble data
was not because of the images,
											but because it extended
our observations out
											to two and a half months
from the discovery,
											meaning we get more positions
along the orbit,
											which will hopefully let us figure out
where 'Oumuamua came from.
									","
											Yeterli çözünürlüğe sahip değiliz.
											Hubble Uzay Teleskobu bile
											daha iyi bir görüntü alamıyor.
											Ancak Hubble verisinin önemi
görsellerden kaynaklanmıyor,
											keşif zamanından itibaren
											gözlemlerimizi 2,5 ay uzatmamızı sağladı,
											yani yörüngede daha fazla
konum gözlemleyebiliriz,
											bu da 'Oumuamua'nın nereden geldiğini
anlamamıza yardımcı olacaktır.
									","
											No tienen resolución.
											Ni siquiera el telescopio espacial 
Hubble nos da una mejor imagen.
											Pero la importancia de los datos
del Hubble no son las imágenes,
											sino que extendió nuestras observaciones
											a dos meses y medio 
después del descubrimiento,
											es decir que tendremos 
más posiciones a lo largo de la órbita
											que quizá nos permitirán descubrir
de dónde proviene 'Oumuamua.
									","
											Nous n'avons juste pas
la résolution nécessaire.
											Même avec le télescope spatial Hubble,
											la vue n'est pas bien meilleure.
											Mais l'importance des données d'Hubble
n'était pas due aux images,
											mais parce qu'il a allongé
notre temps d'observation
											jusqu'à deux mois et demi
après la découverte,
											en ayant d'autres positions
le long de son orbite,
											qui, je l'espère, vont nous aider
à déterminer d'où provient ‘Oumuamua.
									","
											Wir haben nicht die Auflösung.
											Sogar das Hubble-Weltraumteleskop
											kann keine bessere Aufnahme
zustande bringen.
											Doch der Wert der Daten von Hubble
lag nicht in den Bildern,
											sondern weil es unsere Beobachtung um
											2½ Monate seit der Entdeckung verlängerte,
											weswegen wir mehr Positionen
bestimmen konnten,
											was hoffentlich einige Antworten
für ’Oumuamuas Ursprung enthält.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											So what exactly is 'Oumuamua?
											We firmly believe it's likely to be
a leftover archaeological remnant
											from the process of the birth
of another planetary system,
											some celestial driftwood.
											Some scientists think
that maybe 'Oumuamua formed
											very close to a star
that was much denser than our own,
											and the star's tidal forces
shredded planetary material
											early in the solar system's history.
											Still others suggest that maybe
this is something that formed
											during the death throes of a star,
											perhaps during a supernova explosion,
											as planetary material got shredded.
									","
											Peki 'Oumuamua tam olarak ne?
											Başka bir gezegen sisteminin
oluşum sürecinden çıkmış
											arkeolojik bir kalıntı
olduğu yönünde hemfikiriz,
											kıyıya vurmuş bir dal parçası gibi.
											Bazı bilim insanlarına göre
belki de 'Oumuamua
											bizimkinden çok daha yoğun
bir yıldıza çok yakın oluştu
											ve yıldızın gelgit kuvveti
güneş sisteminin ilk zamanlarında
											gezegen materyalini parçalara ayırdı.
											Başkalarına göre
											bir yıldızın yok oluş
döneminde oluşmuş olabilir,
											muhtemelen gezegen
materyalinin parçalandığı
											bir süpernova patlaması esnasında.
									","
											Ahora bien, ¿qué es 'Oumuamua exactamente?
											Creemos firmemente que es
un remanente arqueológico
											del proceso de formación
de otro sistema planetario,
											como material cósmico a la deriva.
											Algunos científicos piensan 
que quizá 'Oumuamua se formó
											muy cerca de una estrella
mucho más densa que la nuestra,
											y que las fuerzas de marea de esa estrella
despedazaron material planetario
											en los comienzos del sistema solar.
											Otros sugieren que quizá se formó
durante la agonía de una estrella,
											quizá durante la explosión
de una supernova,
											causando desprendimiento 
de material planetario.
									","
											Mais qu'est-ce que ‘Oumuamua, exactement ?
											Nous croyons sincèrement à la possibilité
d'avoir découvert un reste archéologique
											du processus de formation
d'un autre système planétaire,
											une sorte de bois flottant céleste.
											Certains scientifiques pensent que
‘Oumuamua se serait formé
											très près d'une étoile
plus dense que la nôtre,
											et que les forces de marée ont broyé
des matériaux planétaires
											au tout début du système solaire.
											D'autres suggèrent encore que
c'est un objet qui se serait formé
											pendant l'agonie mortelle d'une étoile,
											peut-être lors de l'explosion
d'une supernova,
											en même temps que le broyage
de matériaux planétaires.
									","
											Was ist ’Oumuamua also?
											Wir glauben fest, dass es
ein übriggebliebenes Relikt
											von der Geburt eines anderen
Planetensystems ist —
											himmlisches Treibholz sozusagen.
											Manche Wissenschaftler vermuten,
dass ’Oumuamua in großer Nähe
											zu einer größeren Sonne
als der unseren entstand
											und dass die Gezeitenkraft des Sterns
in der frühen Phase dieses Systems
											Planetenmaterial zerkleinerte.
											Andere wiederum deuten
die Formung aufgrund
											des Todes eines Sterns,
											vielleicht während einer
explodierenden Supernova,
											als Planetenmaterial zerfetzt wurde.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Whatever it is, we believe
it's a natural object,
											but we can't actually prove
that it's not something artificial.
											The color, the strange shape,
the tumbling motion
											could all have other explanations.
											Now while we don't believe
this is alien technology,
											why not do the obvious experiment
and search for a radio signal?
											That's exactly what
the Breakthrough Listen project did,
											but so far, 'Oumuamua
has remained completely quiet.
									","
											Ne olursa olsun, biz onun
doğal bir cisim olduğuna inanıyoruz,
											ama yapay olmadığını da kanıtlayamıyoruz.
											Rengi, garip şekli, hareketi...
											farklı açıklamalar getirebilir.
											Bunun dünya dışı teknoloji
olduğuna inanmasak da
											neden gerekli deneyi yapıp
radyo sinyalleri aramayalım ki?
											İşte Breakthrough Listen 
projesi bunu yaptı,
											ancak şimdiye dek 'Oumuamua
tamamen sessizliğe bürünmüş hâlde.
									","
											Sea lo que sea, creemos
que es un objeto natural,
											aunque no podemos probar
que no es artificial.
											El color, la forma extraña,
el movimiento bamboleante
											podrían tener otras explicaciones.
											Si bien creemos que no es
tecnología extraterrestre,
											¿por qué no hacemos la típica prueba
de buscar señales de radio?
											Eso fue exactamente lo que hizo 
el proyecto ""Breakthrough Listen""
											pero, hasta ahora, 'Oumuamua
no ha dado ninguna señal.
									","
											Quoi qu'il puisse être, nous pensons
que c'est un objet naturel,
											mais nous ne pouvons pas prouver
que ce n'est pas un objet artificiel.
											La couleur, la forme étrange,
le mouvement de culbutage
											pourraient tous avoir
d'autres explications.
											Même si nous ne croyons pas que c'est
une technologie extraterrestre,
											pourquoi ne pas faire l'expérience logique
et rechercher un signal radio ?
											C'est exactement ce que le projet
Breakthrough Listen a fait,
											mais jusqu'ici, ‘Oumuamua
reste absolument silencieuse.
									","
											Was auch immer es ist,
wir glauben an ein natürliches Objekt,
											doch wir können nicht belegen,
dass es nicht künstlich ist.
											Die Farbe, die ungewöhnliche Form,
die eiernde Bewegung
											könnten alle eine andere Erklärung haben.
											Auch wenn wir nicht an eine
Alien-Technologie glauben,
											warum nicht einfach
nach Radiosignalen suchen?
											Genau das hat das Projekt
Breakthrough Listen gemacht,
											doch bis jetzt war
’Oumuamua komplett still.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Now could we send
a spacecraft to 'Oumuamua
											and answer this question once and for all?
											Yes, we do actually have the technology,
											but it would be a long
and expensive voyage,
											and we would get there so far from the Sun
											that the final approach trajectory
would be very difficult.
									","
											'Oumuamua'ya bir uzay aracı göndererek
											tüm sorularımızın yanıtını alabilir miyiz?
											Evet, bunu yapacak teknolojimiz var,
											ama uzun ve pahalı bir yolculuk olur
											ve Güneş'ten o kadar uzaklaşırız ki
											son yaklaşma gidişatı çok zor olur.
									","
											Ahora bien, ¿podríamos enviar 
una nave espacial hacia 'Oumuamua
											y así responder a todas las preguntas?
											Sí, tenemos la tecnología
pero sería un viaje largo y costoso,
											y estaríamos tan lejos del Sol
											que el trayecto final
de acercamiento sería muy difícil.
									","
											Pourrait-on envoyer
un engin spatial vers ‘Oumuamua
											et répondre à cette question
une fois pour toute ?
											Oui, nous avons la technologie nécessaire,
											mais ce serait un voyage long et coûteux,
											et nous nous éloignerions
tellement du Soleil
											que la trajectoire d'approche finale
serait très compliquée.
									","
											Könnten wir ’Oumuamua
ein Raumschiff nachsenden,
											um diese Fragen endgültig zu beantworten?
											Ja, wir haben die nötige Technologie,
											aber das wäre eine lange und teure Reise
											und wir würden uns
von der Sonne so weit entfernen,
											dass die Annäherungsflugbahn
äußerst schwierig wäre.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											So I think 'Oumuamua probably
has many more things to teach us,
											and in fact there might be
more surprises in store
											as scientists such as myself
continue to work with the data.
											More importantly,
I think this visitor from afar
											has really brought home the point
that our solar system isn't isolated.
											We're part of a much larger environment,
											and in fact, we may even
be surrounded by interstellar visitors
											and not even know it.
											This unexpected gift
											has perhaps raised more questions
than its provided answers,
											but we were the first to say hello
to a visitor from another solar system.
									","
											Bence 'Oumuamua'nın
bize öğreteceği çok şey var
											ve benim gibi bilim insanları
veriler üzerinde çalışmayı sürdürürken
											bizi bekleyen sürprizler ortaya çıkabilir.
											Daha da önemlisi,
uzaktan gelen bu misafir
											güneş sistemimizin yalnız olmadığı
konusuna dikkatimizi çekti.
											Çok daha büyük bir ortamın parçasıyız
											ve aslında yıldızlararası
misafirlerle çevrili olup
											farkında bile olmayabiliriz.
											Bu beklenmedik hediye,
											muhtemelen beraberinde
yanıt yerine daha fazla soru getirdi,
											ama başka bir güneş sistemiyle
ilk irtibat kuran biz olduk.
									","
											Pienso que 'Oumuamua 
aún tiene mucho que enseñarnos
											e incluso podría haber más sorpresas
											mientras más científicos
seguimos trabajando con los datos.
											Lo más importante es 
que este visitante lejano
											nos demostró que nuestro 
sistema solar no está aislado.
											Somos parte de un universo
mucho más grande
											e incluso podríamos estar
rodeados de visitante interestelares
											sin saberlo.
											Este regalo inesperado
											quizá haya generado
más preguntas que respuestas,
											pero fuimos los primeros en decirle ""hola""
al primer visitante de otro sistema solar.
									","
											Je pense que ‘Oumuamua a beaucoup
d'autres choses à nous apprendre,
											et en fait, il pourrait y avoir
plus de surprises
											pendant que des scientifiques comme moi
continuent à étudier les données.
											Plus important encore,
je pense que ce lointain visiteur
											a vraiment confirmé le fait
que notre système solaire n'est pas isolé.
											Nous faisons partie
d'un milieu bien plus grand,
											et en effet, nous pourrions bien être
entourés de visiteurs interstellaires
											sans même le savoir.
											Ce cadeau inattendu
											a peut-être soulevé plus de questions
qu'il n'a apporté de réponses
											mais nous avons été les premiers à saluer
un visiteur d'un autre système solaire.
									","
											Ich denke, ’Oumuamua kann
uns noch viel lehren,
											und da noch mehr Überraschungen warten,
											arbeiten Wissenschaftler wie ich
noch immer mit den Daten.
											Doch vor allem hat dieser
Besucher aus der Ferne verdeutlicht,
											dass unser Sonnensystem
nicht isoliert ist.
											Wir sind Teil einer größeren Umgebung,
											und vielleicht sind wir von
interstellaren Besuchern umgeben,
											ohne es zu wissen.
											Dieses unerwartete Geschenk
											hat mehr Fragen aufgeworfen
als beantwortet,
											doch wir konnten ertsmals einen Besucher
aus einem anderen Sonnensystem begrüssen.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Thank you.
									","
											Teşekkürler.
									","
											Gracias.
									","
											Merci.
									","
											Vielen Dank.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Jedidah Isler: Thanks, Karen.
											I of course enjoyed
that talk very much. Thank you.
											As I recall, we found it
pretty late in its journey towards us.
											Will future technologies like
the Large Synoptic Survey Telescope
											help us detect these things sooner?
									","
											Jedidah Isler: Teşekkürler, Karen.
											Bu konuşmadan
çok keyif aldım, teşekkürler.
											Hatırladığım kadarıyla biz bunu
yolculuğunun ileri aşamasında bulduk.
											Large Synoptic Survey
Teleskobu gibi gelecek teknolojiler
											daha erken tespit etmemizi sağlar mı?
									","
											Jedidah Isler: Gracias, Karen.
											Disfruté mucho de tu charla. Gracias.
											Según recuerdo, lo descubrimos
ya tarde en su viaje hacia la Tierra.
											¿Será posible que tecnologías futuras 
como el Gran Telescopio para Sondeos
											puedan detectar estos objetos
con más anticipación?
									","
											Jedidah : Merci, Karen.
											J'ai beaucoup apprécié
cette conférence. Merci.
											Comme nous l'avons découvert
tardivement dans son trajet vers nous,
											les technologies futures telles
que le Large Synoptic Survey Telescope
											détecteront-elles ces objets plus tôt ?
									","
											Jedidah Isler: Danke, Karen.
											Ich habe diesen Vortrag natürlich
sehr genossen. Danke.
											Zusammenfassend haben
wir es sehr spät entdeckt.
											Wird zukünftige Technologie
wie das Large Synoptic Survey Telescope
											solche Dinge früher für uns erkennen?
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Karen Meech: Yeah. We're hoping that
we'll start to see a lot of these things,
											and ideally, you'd love to find one
as it's approaching the Sun,
											because you want to have time
to do all the science,
											or even more ideal,
											you'd get a spacecraft ready to go,
											parked somewhere in the L4 or L5 position,
											somewhere near Earth,
											so that when something comes by,
you can chase it.
									","
											Karen Meech: Evet. Bunlardan
çok daha fazla görmeyi umuyoruz,
											tercihen Güneş'e yaklaşan
bir tane bulmayı çok istiyoruz
											çünkü gerekli bilimsel inceleme için
zamanımız olsun istiyoruz,
											bundan daha da iyisi,
											bir uzay aracı hazırlayabiliriz,
											L4 veya L5 konumunda bir yerde bekletiriz,
											Dünya'ya yakın bir yerde,
											böylece yakına bir şey geldiğinde
arkasından gidebiliriz.
									","
											Karen Meech: Sí, esperamos ver
más objetos como estos
											e, idealmente, nos gustaría
descubrirlos en su camino al Sol
											porque queremos tener tiempo
para poder estudiarlos,
											e incluso mejor sería tener una nave
espacial lista para despegar,
											estacionarla en las posiciones L4 o L5,
											cerca de la Tierra,
											de modo que cuando algún objeto 
se acerque podamos perseguirlo.
									","
											Karen Meech : Oui. Nous espérons continuer
de voir beaucoup de ces objets.
											Dans l'idéal, nous aimerions en découvrir
un dans sa trajectoire vers le Soleil
											pour avoir le temps de faire
tous les tests scientifiques,
											ou encore mieux,
											avoir un engin spatial prêt à décoller,
											garé quelque part en position L4 ou L5;
											proche de la Terre,
											pour que lorsqu'un objet s'approche,
nous puissions le suivre.
									","
											Karen Meech: Ja. Wir hoffen,
dass es viele weitere Dinge sehen wird,
											und hoffentlich werden wir es
beim Annähern an die Sonne finden,
											damit wir alle Untersuchungen
durchführen können
											oder noch besser,
											ein Raumfahrzeug starten können,
											das irgendwo in der
L4- oder L5-Position bereitsteht
											und die Jagd in Erdnähe eröffnen kann.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											JI: Awesome, thanks so much.
Let's thank Karen again.
									","
											JI: Müthiş, çok teşekkürler.
Karen'a yeniden teşekkürler.
									","
											JL: Fantástico, muchas gracias.
Una vez más, gracias a Karen.
									","
											JL : Génial, merci beaucoup.
Remercions encore Karen.
									","
											J. I.: Genial, vielen Dank.
Lassen Sie uns Karen noch einmal danken.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
