fr,en,de,es,title,speaker,duration,tags
"
											♫ parce que c'est juste un sphinx colibri ♫
									","
											♫ 'cause it's just a hummingbird moth ♫
									","
											♫ Es ist doch nur eine Kolibrimotte, ♫
									","
											♫ porque es una polilla colibrí ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ qui agit comme un oiseau ♫
									","
											♫ who's acting like a bird ♫
									","
											♫ die sich wie ein Vogel aufführt, ♫
									","
											♫ que actúa como un pájaro ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ qui pense qu'il est une abeille. ♫
									","
											♫ that thinks it's a bee. ♫
									","
											♫ der sich für eine Biene hält. ♫
									","
											♫ que se cree abeja. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Est-ce nous ou est-ce tout en vrac ? ♫
									","
											♫ Is it us or is this messed up? ♫
									","
											♫ Ist das verrückt, oder sind wir es? ♫
									","
											♫ ¿Nos parece o esto es un lío? ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Tout le monde se déforme ♫
									","
											♫ Everyone's deforming ♫
									","
											♫ Jeder deformiert sich ♫
									","
											♫ Todo el mundo se deforma ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ en présence de l'essaim ♫
									","
											♫ in the presence of the swarming ♫
									","
											♫ wenn man umschwirrt wird ♫
									","
											♫ en presencia del enjambre ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ de l'abeille de l'oiseau du sphinx. ♫
									","
											♫ of the bee of the bird of the moth. ♫
									","
											♫ von der Biene des Vogels der Motte. ♫
									","
											♫ de la abeja del ave de la polilla. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Les protozoaires, les serpents et les chevaux ♫
									","
											♫ Protozoa, snakes and horses ♫
									","
											♫ Protozoen, Schlangen, Pferde ♫
									","
											♫ Protozoos, serpientes y caballos ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ se sont enrôlés dans les armées ♫
									","
											♫ have enlisted in the forces ♫
									","
											♫ haben sich den Truppen angeschlossen ♫
									","
											♫ se han alistado en las fuerzas ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ de l'abeille de l'oiseau du sphinx. ♫
									","
											♫ of the bee of bird of the moth. ♫
									","
											♫ von der Biene des Vogels der Motte. ♫
									","
											♫ de la abeja del ave de la polilla. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ L'insecte-chat est un chat ♫
									","
											♫ Catbug is a cat ♫
									","
											♫ Katzenkäfer ist eine Katze ♫
									","
											♫ Catbug (bicho gato) es un gato ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ mais il a de l’insecte dans ses veines. ♫
									","
											♫ but he's got bugness in his veins. ♫
									","
											♫ aber in seinen Adern fließt Käferkeit. ♫
									","
											♫ pero tiene alma de bicho. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ L'homme-maison vit en lui-même ♫
									","
											♫ Manhouse lives within himself ♫
									","
											♫ Menschhaus lebt in sich selbst ♫
									","
											♫ Manhouse vive dentro de sí mismo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ avec une cervelle humaine réfléchie. ♫
									","
											♫ with thoughtful human brains. ♫
									","
											♫ mit gedankenschweren Menschenhirnen. ♫
									","
											♫ con cerebros reflexivos. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Ni l'un ni l'autre n'est égal ♫
									","
											♫ Neither one is equal ♫
									","
											♫ Keiner kann es aufnehmen ♫
									","
											♫ Pero nada se equipara ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ au défi du monstre que nous appellerons ♫
									","
											♫ to the challenge of the freak we'll call ♫
									","
											♫ mit dem Monster, das genannt wird ♫
									","
											♫ al fenómeno que llamaremos ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ l'abeille de l'oiseau du sphinx. ♫
									","
											♫ the bee of the bird of the moth. ♫
									","
											♫ die Biene des Vogels der Motte. ♫
									","
											♫ la abeja del ave de la polilla. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Applaus)
									","
											(Aplausos)
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Merci beaucoup !
											Merci beaucoup.
									","
											Thanks a lot.
											Thank you very much.
									","
											Vielen Dank.
											Danke sehr.
									","
											Muchas gracias.
											Muchas gracias.
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Nous avons donc dépassé notre 1000ème concert.
											Probablement quelque part autour de 1500.
											c'est difficile de savoir ...
											Nous n'avons fait que deux concerts en 2007 à ce jour,
											mais notre premier concert
											était en fait le plus froid que nous ayons jamais eu.
											Il faisait - 7°C à Saint-Louis il y a un mois
											et je suis heureux de vous annoncer
											que le concert que vous voyez aujourd'hui
											est le concert le plus matinal que nous ayons donné.
											Alors merci.
											Nous sommes des pilotes d'essai culturels, mesdames et messieurs.
											A partir de quelle heure un groupe de rock peut-il jouer ?
											On ne sait pas tout des concerts donnés
											à 8h30 du matin.
											Je peux vous dire que celui à - 7° C
											était fantastique.
											Bien.
									","
											So we are past our 1,000th show.
											Probably somewhere around 1,500.
											It's hard to know.
											We've only done two shows in 2007 so far,
											but our first show
											was actually the coldest performance we've ever had.
											It was 19 degrees in St. Louis about a month ago
											and I'm happy to report
											that this performance you are seeing today
											is the earliest we have ever performed.
											So thank you.
											We are cultural test pilots, ladies and gentlemen.
											How early can a rock performance begin?
											Not all the facts are in about performing
											at 8.30 in the morning.
											I can tell you the 19 degree thing
											was fantastic.
											All right.
									","
											Wir haben also mehr als 1.000 Shows.
											Wahrscheinlich um die 1.500.
											Kann man nur schwer sagen.
											Wir haben 2007 erst zwei Konzerte gegeben,
											aber das erste
											war die kälteste Vorstellung, die wir je gegeben haben.
											Vor etwa einem Monat waren in St. Louis -7 Grad
											und ich bin froh, Ihnen mitzuteilen,
											dass die heutige Vorstellung
											die früheste ist, die wir jemals gegeben haben.
											Vielen Dank also.
											Wir sind kulturelle Testpiloten, meine Damen und Herren.
											Wie früh kann ein Rockkonzert beginnen?
											Uns liegen noch nicht alle Informationen
											über Konzerte um 8:30 in der Frühe vor.
											Ich kann Ihnen aber sagen, diese Sache mit den Minusgraden
											war fantastisch.
											Na gut.
									","
											Hemos actuado más de mil veces.
											Quizá unas 1500 veces.
											Es difícil de saber.
											En 2007, hasta el momento hemos actuado dos veces
											pero la primer presentación
											realmente fue la más fría de la historia.
											Hacía -7°C en St. Louis hace un mes
											y me complace informarles
											que el horario del espectáculo de hoy
											es el más temprano de la historia.
											Muchas gracias.
											Somos pilotos de prueba culturales, damas y caballeros.
											¿A qué hora puede empezar un espectáculo de rock?
											No todo es cuestión de actuar
											a las 8:30 de la mañana.
											Sepan que actuar con -7°C
											fue fantástico.
											Muy bien.
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Donc, nous n'en savons pas tant que ça
											sur l'histoire des violonistes
											mais nous savons que lorsque nous sommes entrés dans
											l'état du New Jersey
											il y a une légère hausse de la violence.
											Cette chanson s'appelle ""Asbury Park"".
											Elle s'inspire d'une histoire vécue.
									","
											So we don't know that much
											about the history of violinists
											but we do know that when we entered
											the state of New Jersey
											there is an uptick in violence.
											This song is called ""Asbury Park.""
											It's based on a real life experience.
									","
											Wir wissen ja nicht so viel
											über die Geschichte der Ungetüme,
											aber wir wissen eins: Als wir in den Staat
											New Jersey kamen,
											wurde es zunehmend ungestüm.
											Dieses Lied heißt ""Asbury Park"".
											Es basiert auf einer wahren Begebenheit.
									","
											No sabemos demasiado
											de la historia de los violinistas
											pero sí sabemos que al ingresar
											al estado de Nueva Jersey
											hay un aumento en la violencia.
											Esta canción se llama ""Parque Asbury"".
											Se basa en una experiencia de vida real.
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai ♫
									","
											♫ I ♫
									","
											♫ Ich ♫
									","
											♫ Me ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris ♫
									","
											♫ I got ♫
									","
											♫ Ich wurde ♫
									","
											♫ patearon ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris un coup de pied ♫
									","
											♫ I got kicked ♫
									","
											♫ Ich wurde getreten ♫
									","
											♫ Me patearon ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris un coup de pied dans la tête ♫
									","
											♫ I got kicked in the head ♫
									","
											♫ Ich wurde in den Kopf getreten ♫
									","
											♫ Me patearon la cabeza ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ dans les coulisses du Stone. ♫
									","
											♫ backstage at the Stone. ♫
									","
											♫ backstage im Stone. ♫
									","
											♫ tras bastidores en Stone. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Stone Pone. ♫
									","
											♫ Stone Pone. ♫
									","
											♫ Stone Pone. ♫
									","
											♫ Stone Pone. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Stone Pony. ♫
									","
											♫ Stone Pony. ♫
									","
											♫ Stone Pony. ♫
									","
											♫ Stone Pony. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris un coup de pied ♫
									","
											♫ I got kicked in the head ♫
									","
											♫ Ich wurde an den Kopf getreten ♫
									","
											♫ Me patearon la cabeza ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ dans les coulisses du Stone Pony ♫
									","
											♫ backstage at the Stone Pony ♫
									","
											♫ backstage im Stone Pony, ♫
									","
											♫ tras bastidores en Stone ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ où j'ai juré au gars ♫
									","
											♫ where I swore to the guy ♫
									","
											♫ wo ich dem Typen schwor, ♫
									","
											♫ donde le juré al tipo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ que le gars qui a pris sa bière ce n'était pas moi. ♫
									","
											♫ that the guy who took his beer wasn't me. ♫
									","
											♫ dass jemand anders sein Bier genommen hatte. ♫
									","
											♫ que el tipo que miró su cerveza no fui yo. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris ♫
									","
											♫ Me got ♫
									","
											♫ Mir wurde ♫
									","
											♫ Me ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris un coup de pied ♫
									","
											♫ Me got kicked ♫
									","
											♫ Mir wurde getreten ♫
									","
											♫ Me patearon ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris un coup de pied dans la tête ♫
									","
											♫ Me got kicked in the head ♫
									","
											♫ Mir wurde in den Kopf getreten ♫
									","
											♫ Me patearon la cabeza ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ dans les coulisses du Stone Pony. ♫
									","
											♫ backstage at the Stone. ♫
									","
											♫ backstage im Stone. ♫
									","
											♫ tras bastidores en Stone. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Stone Pone. ♫
									","
											♫ Stone Pone. ♫
									","
											♫ Stone Pone ♫
									","
											♫ Stone Pone. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Stone Pony. ♫
									","
											♫ Stone Pony. ♫
									","
											♫ Stone Pony ♫
									","
											♫ Stone Pony. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai pris un coup de pied dans la tête ♫
									","
											♫ Me got kicked in the head ♫
									","
											♫ Mir wurde in den Kopf getreten ♫
									","
											♫ Me patearon la cabeza ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ dans les coulisses du Stone Pony ♫
									","
											♫ backstage at the Stone Pony ♫
									","
											♫ backstage im Stone Pony ♫
									","
											♫ tras bastidores en Stone Pony ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ où j'ai juré au gars ♫
									","
											♫ where I swore to the guy ♫
									","
											♫ wo ich dem Typen schwor, ♫
									","
											♫ donde le juré al tipo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ que le gars qui a pris sa bière ♫
									","
											♫ that the guy who took his beer ♫
									","
											♫ dass der Typ, der sein Bier hatte, ♫
									","
											♫ que el tipo que miró su cerveza ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ était un type habillé comme moi. ♫
									","
											♫ was a guy dressed like me. ♫
									","
											♫ so wie ich gekleidet war. ♫
									","
											♫ era un tipo vestido igual que yo. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Pas moi! ♫
									","
											♫ Not me! ♫
									","
											♫ Nicht ich! ♫
									","
											♫ ¡No era yo! ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Pas moi! ♫
									","
											♫ Not me! ♫
									","
											♫ Nicht ich! ♫
									","
											♫ ¡No era yo! ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Pas moi! ♫
									","
											♫ Not me! ♫
									","
											♫ Nicht ich! ♫
									","
											♫ ¡No era yo! ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Merci !
											Beller Marty à la batterie, là-bas.
									","
											Thank you.
											Marty Beller on the drums over there.
									","
											Danke.
											Marty Beller am Schlagzeug da drüben.
									","
											Gracias.
											Marty Beller en los tambores por allá.
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Applaus)
									","
											(Aplausos)
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Nous voulons faire autant de chansons que possible
											dans le peu de temps que nous avons ici
											alors voilà celle qu'il faut jouer.
											Cette chanson s'appelle ""Bouts des doigts"".
									","
											We want to get in as many songs as possible
											during our brief time here
											so this is the one to play.
											This song is called ""Fingertips.""
									","
											Wir wollen so viele Songs wie möglich
											in unsere kurze Zeit kriegen,
											also müssen wir den spielen.
											Dieses Lied heißt ""Fingertips"".
									","
											Queremos tocar tantas canciones como sea posible
											en esta breve presentación
											así que haremos esta canción
											llamada ""Yema de los dedos"" (Fingertips).
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Tout prend feu ♫
									","
											♫ Everything is catching on fire ♫
									","
											♫ Alles fängt Feuer ♫
									","
											♫ Todo está que arde. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Oui, tout prend feu ♫
									","
											♫ Yes, everything is catching on fire ♫
									","
											♫ Ja, alles fängt Feuer. ♫
									","
											♫ Sí, todo está que arde. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Oui, tout prend feu ♫
									","
											♫ Yes, everything is catching on fire. ♫
									","
											♫ Ja, alles fängt Feuer. ♫
									","
											♫ Sí, todo está que arde. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Bouts des doigts ♫
									","
											♫ Fingertips ♫
									","
											♫ Fingerspitzen ♫
									","
											♫ Las yemas de los dedos ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Bouts des doigts ♫
									","
											♫ Fingertips ♫
									","
											♫ Fingerspitzen ♫
									","
											♫ Las yemas de los dedos ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Bouts des doigts ♫
									","
											♫ Fingertips ♫
									","
											♫ Fingerspitzen ♫
									","
											♫ Las yemas de los dedos ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'entends le vent souffler ♫
									","
											♫ I hear the wind blow ♫
									","
											♫ Ich höre den Wind blasen ♫
									","
											♫ Oigo el soplido del viento ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'entends le vent souffler ♫
									","
											♫ I hear the wind blow ♫
									","
											♫ Ich höre den Wind blasen ♫
									","
											♫ Oigo el soplido del viento ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Il semble dire ♫
									","
											♫ It seems to say ♫
									","
											♫ Er scheint zu sagen ♫
									","
											♫ Parece decir: ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Bonjour ♫
									","
											♫ Hello ♫
									","
											♫ Hallo ♫
									","
											♫ Hola ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Bonjour ♫
									","
											♫ Hello ♫
									","
											♫ Hallo ♫
									","
											♫ Hola ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je suis celui qui t'aime tant. ♫
									","
											♫ I'm the one who loves you so. ♫
									","
											♫ Ich bin der, der dich so liebt. ♫
									","
											♫ Soy quien te ama. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Hey, maintenant tout le monde, maintenant. ♫
									","
											♫ Hey, now everybody, now. ♫
									","
											♫ Hey, jetzt alle, jetzt. ♫
									","
											♫ Vamos, todo el mundo, ahora. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Hey, maintenant tout le monde ♫
									","
											♫ Hey, now everybody ♫
									","
											♫ Hey, jetzt alle. ♫
									","
											♫ Vamos, todo el mundo. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Hey, maintenant tout le monde, maintenant ♫
									","
											♫ Hey, now everybody, now ♫
									","
											♫ Hey, jetzt alle, jetzt. ♫
									","
											♫ Vamos, todo el mundo, ahora. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
