pt,en,es,tr,fr,title,speaker,duration,tags
"
											Então a questão é,
											qual será a próxima
grande ideia para esta geração?
											Eu acredito que o que vem a seguir
											é esta geração livrar-se
dos combustíveis fósseis de vez,
											tal como fizemos com o exército.
									","
											So the question is,
											what is the next big idea
for this generation?
											And I believe what comes next
											is for this generation
to let go of fossil fuels for good,
											just as we did with the army.
									","
											Entonces la pregunta es:
											¿cuál es la próxima gran idea
para esta generación?
											Y creo que lo que viene a continuación
											para esta generación es abandonar 
los combustibles fósiles,
											tal como lo hicimos con el ejército.
									","
											Asıl mesele,
											bu nesil için bir sonraki
büyük fikrin ne olduğudur.
											Ben sıradaki fikrin
											bu neslin tamamen fosil yakıtlardan 
kurtulması olduğuna inanıyorum.
											Aynı ordudan kurtulduğumuz gibi.
									","
											La question est donc :
											quelle est la prochaine grande idée
pour cette génération ?
											Et je crois que ce qui vient ensuite,
c'est pour cette génération
											d'abandonner les énergie fossiles
une bonne fois pour toutes,
											comme nous l'avons fait avec l'armée.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Os combustíveis fósseis
criam a mudança climática.
											Sabemos isso,
											e sabemos o quão vulneráveis somos
ao impacto da mudança climática.
											Enquanto país em desenvolvimento,
é do nosso melhor interesse
											criar desenvolvimento
sem combustíveis fósseis
											que, em primeiro lugar,
prejudicam as pessoas.
											Porque
											porque continuaríamos nós
a importar petróleo
											para os transportes
											se ao invés disso
podemos usar eletricidade?
									","
											Fossil fuels create climate change.
											We know that,
											and we know how vulnerable we are
to the impacts of climate change.
											So as a developing country,
it is in our best interest
											to build development without fossil fuels
											that harm people in the first place.
											Because
											why would we continue importing oil
											for transportation
											if we can use electricity instead?
									","
											Los combustibles fósiles
propician el cambio climático.
											Lo sabemos,
											y sabemos lo vulnerables que somos
a los impactos del cambio climático.
											Como país en desarrollo,
es en nuestro mejor interés
											construir el desarrollo
sin combustibles fósiles
											que puedan dañar a
las personas en primer lugar.
											Porque,
											¿por qué seguimos importando petróleo
											para transporte
											si podemos usar electricidad?
									","
											Fosil yakıtlar iklim 
değişikliğine yol açıyor.
											Bunu hepimiz biliyoruz.
											İklim değişikliğinin etkilerine karşı ne 
kadar korunmasız olduğumuzu da biliyoruz.
											Öyleyse gelişmekte olan bir ülke olarak

											insanlara zararlı olan fosil yakıtları 
kullanmadan gelişebilmek
											bizim için en iyi yoldur.
											Çünkü
											ulaşım için elektrik 
kullanabiliyorsak eğer
											neden petrol ithal etmeye 

											devam edelim?
									","
											Les énergies fossiles créent
le réchauffement climatique, on le sait.
											Et on sait combien on est vulnérables
aux impacts du changement climatique.
											Alors en tant que pays en développement,
c'est dans notre intérêt
											de concevoir un développement
sans énergies fossiles,
											chose qui a toujours causé
du tort aux gens.
											Car...
											pourquoi continuer d'importer du pétrole
											pour le transport
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Lembrem-se,
											este é o país
											onde a eletricidade vem
											da água dos nossos rios,
											do calor dos vulcões,
											das turbinas de vento,
dos painéis solares,
											dos resíduos biológicos.
											Abolir os combustíveis fósseis significa
revolucionar o sistema de transportes
											para que os nossos carros, autocarros
e comboios funcionem a eletricidade
											ao invés de energia suja.
									","
											Remember,
											this is the country
											where electricity
comes from water in our rivers,
											heat from volcanoes,
											wind turbines, solar panels,
											biowaste.
											Abolishing fossil fuels means
disrupting our transportation system
											so that we can power our cars,
buses and trains with electricity
											instead of dirty energy.
									","
											Recuerden,
											este es el país
											donde la electricidad proviene
del agua de nuestros ríos,
											del calor de los volcanes,
											de turbinas eólicas, paneles solares,
											residuos biológicos.
											Abolir los combustibles fósiles 
es abolir nuestro sistema de transporte
											para alimentar nuestros automóviles,
autobuses y trenes con electricidad
											en lugar de energía sucia.
									","
											Hatırlarsanız
											bu ülkede elektrik
											ırmaklarımızdaki sudan,
											yanardağlardaki ısıdan
											rüzgâr türbinlerinden, güneş panellerinden
											biyoatıklardan geliyor.
											Fosil yakıtları ortadan kaldırmak ulaşım 
sistemimize müdahale etmek demek
											ki böylece arabalarımızı, otobüslerimizi 
ve trenlerimizi kirli enerji yerine
											elektrikle çalıştırabilelim.
									","
											si on peut utiliser
l’électricité à la place ?
											Rappelez-vous,
											c'est le pays
											dont l'électricité
provient de l'eau des rivières,
											de la chaleur des volcans,
											des éoliennes, des panneaux solaires
											et des biodéchets.
											Abolir les énergies fossiles veut dire
modifier notre système de transport
											afin d'alimenter nos voitures,
bus et trains avec de l'électricité
											au lieu de l'énergie polluante.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											E os transportes, deixem-me que vos diga,
											tornou-se num assunto existencial
para nós costa-riquenhos,
											porque o modelo que temos
não está a funcionar.
											está a prejudicar pessoas,
											está a prejudicar empresas,
											está a prejudicar a nossa saúde.
									","
											And transportation, let me tell you,
											has become an existential issue
for us Costa Ricans,
											because the model we have
is not working for us.
											It's hurting people,
											it's hurting companies,
											and it's hurting our health.
									","
											Y el transporte, han de saber,
											es una cuestión existencial
para nosotros los costarricenses,
											porque el modelo que tenemos
no nos está funcionando.
											Hace daño a la gente,
											perjudica a las empresas,
											y daña nuestra salud.
									","
											Şunu da söyleyeyim:
											Ulaşım biz Kosta Rikalılar için çok önemli
bir konu hâline geldi,
											çünkü mevcut model artık
işlevsiz hâle geldi.
											İnsanlara zarar veriyor,
											şirketlere zarar veriyor
											ve sağlığımıza zarar veriyor.
									","
											Et le transport, laissez-moi vous dire,
											est devenu une question existentielle
pour nous, les Costaricains,
											parce que ce modèle
ne marche pas pour nous.
											Il fait souffrir les gens,
											il cause du tort aux entreprises,
											et il est mauvais pour notre santé.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Porque, quando políticas
e infraestruturas falham,
											isto é o que acontece diariamente.
											Duas horas de manhã,
											Duas horas à tarde.
											Não percebo porque temos
de aceitar isto como algo normal.
											É ofensivo
											ter de desperdiçar o nosso tempo
desta maneira todos os dias.
											E esta autoestrada
é na verdade muito boa
											comparada com o que vemos noutros países
											onde o trafego está em explosão.
											Sabem, os costa-riquenhos
chamam a isto ""presa"".
											""Presa"" significa ""aprisionada"".
											As pessoas estão a tornar-se violentas
											num país que, caso contrário,
é feliz na sua ""pura vida"".
											Está a acontecer.
											Está muita coisa em jogo.
									","
											Because when policies
and infrastructure fail,
											this is what happens on a daily basis.
											Two hours in the morning,
											two hours in the evening.
											I don't understand why
we have to accept this as normal.
											It's offensive
											to have to waste our time like this
every single day.
											And this highway is actually quite good
											compared to what you see
in other countries
											where traffic is exploding.
											You know, Costa Ricans call this ""presa.""
											Presa means ""imprisoned.""
											And people are turning violent
											in a country that is otherwise
happy in pura vida.
											It's happening.
											So a lot is at stake.
									","
											Porque cuando fallan
las políticas y la infraestructura,
											eso es lo que sucede a diario.
											Dos horas por la mañana,
											dos horas por la tarde.
											No entiendo por qué tenemos
que aceptar esto como normal.
											Es ofensivo
											tener que perder el tiempo
así todos los días.
											Y esta carretera es bastante buena
											en comparación con lo
que se ve en otros países
											donde el tránsito explota.
											Los costarricenses lo llamamos ""presa"".
											Presa significa ""encarcelado"".
											Y las personas están
recurriendo a la violencia
											en un país que, por otro lado,
es feliz y ""pura vida"".
											Está sucediendo.
											Así que hay mucho en juego.
									","
											Çünkü politikalar ve altyapı işe
yaramaz hâle geldiğinde,
											bu her gün olan bir şey hâline geliyor.
											Sabahları iki saat,
											akşamları iki saat.
											Bunu neden normal bir şeymiş gibi
kabul etmek zorunda olalım?
											Her gün vaktimizi böyle boşa 
harcamak zorunda olmak
											insanın zoruna gidiyor.
											Trafiğin aşırı yoğun olduğu
											ülkelerle kıyaslandığında,
											bu yol aslında oldukça iyi.
											Kosta Rikalılar buna ""presa"" der.
											Presa ""hapsedilmiş"" demek.
											Aslında normalde mutlu olan 
bir ülkenin insanları
											şiddete başvurmaya başlıyor.
											Şu anda olan bu.
											Yani tehlikede olan çok şey var.
											Tabii bu işin güzel yanı şu ki,
									","
											Car lorsque les lois
et les infrastructures échouent,
											voici ce qu'il se passe tous les jours.
											Deux heures le matin,
deux heures le soir.
											Je ne comprends pas pourquoi
nous devrions accepter ça.
											C'est outrageant
											d'avoir à perdre notre temps
comme ça chaque jour.
											Cette autoroute est en fait plutôt bien
											comparée à ce que l'on voit ailleurs
											où le trafic est en pleine explosion.
											Au Costa Rica, on appelle ça « presa. »
											« Presa » signifie « emprisonné ».
											Les gens deviennent violents
											dans un pays qui est pourtant
heureux dans sa « pura vida ».
											C'est ce qu'il se passe.
											Il y a beaucoup en jeu.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											As boas notícias
											é que, quando falamos
em transportes limpos
											e uma mobilidade diferente,
											não estamos a falar
de uma utopia distante.
											Estamos a falar de mobilidade elétrica
que está a acontecer nos dias de hoje.
											É expectável que, no ano de 2022,
os carros elétricos e convencionais
											tenham o mesmo custo,
											e as cidades estão já a tentar
usar autocarros elétricos.
											Estas criaturas espetaculares
											estão a poupar dinheiro,
											e a reduzir poluição.
											Se quisermos livrar-nos dos transportes
à base de petróleo, podemos,
											porque agora temos opções
que não tínhamos antes.
											É mesmo empolgante.
									","
											The good news
											is that when we talk
about clean transportation
											and different mobility,
											we're not talking about
some distant utopia out there.
											We're talking about electric mobility
that is happening today.
											By 2022, electric cars
and conventional cars
											are expected to cost the same,
											and cities are already trying
electric buses.
											And these really cool creatures
											are saving money,
											and they reduce pollution.
											So if we want to get rid
of oil-based transportation, we can,
											because we have options now
that we didn't have before.
											It's really exciting.
									","
											Las buenas noticias
											es que cuando hablamos
de transporte limpio
											y de movilidad diferente,
											no estamos hablando de una utopía lejana.
											Estamos hablando de la movilidad
eléctrica que sucede hoy en día.
											Para el año 2022, los autos 
eléctricos y convencionales
											se espera que tengan el mismo costo,
											y las ciudades ya están usando
autobuses eléctricos.
											Y estas criaturas tan ""cool""
											ahorran dinero,
											y reducen la contaminación.
											Así que si queremos deshacernos del
transporte a base de petróleo, podemos,
											porque ahora tenemos opciones
que no teníamos antes.
											Eso es muy emocionante.
									","
											temiz ulaşımdan
											ve alternatif ulaşımdan bahsederken
											uzaklarda ütopik bir yerden bahsetmiyoruz.
											Günümüzde zaten olan elektrik 
gücüyle ulaşımdan bahsediyoruz.
											2022'ye kadar elektrikli arabalar
ve normal arabaların
											aynı fiyatta olması bekleniyor.
											Şimdiden elektrikli otobüsleri
deneyen şehirler var.
											Bu havalı şeyler
											hem para tasarrufu yapıyor,
											hem de kirliliği azaltıyor.
											Yani eğer petrol bazlı ulaşımdan
kurtulmak istersek, kurtulabiliriz,
											çünkü eskiden elimizde olmayan
seçeneklerimiz var.
											Bu çok heyecan verici.
											Ama tabii ki,
									","
											La bonne nouvelle,
											c'est que, quand on parle
de transport propre
											et de mobilité différente,
											on ne parle pas
d'une utopie lointaine.
											On parle d'une mobilité électrique
qui existe aujourd'hui.
											D'ici 2022, les voitures électriques
et les voitures classiques
											devraient coûter le même prix,
											et les villes essaient déjà
les bus électriques.
											Ces engins vraiment cools
											économisent de l'argent,
											et réduisent la pollution.
											Si on veut se débarrasser du transport
basé sur le pétrole, on le peut,
											car on a maintenant des options
que l'on n'avait pas avant.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Mas claro,
											alguns sentem-se muito
desconfortáveis com esta ideia,
											e eles vão chegar e vão dizer-vos:
											""O mundo está dependente do petróleo
assim como a Costa Rica, sejam realistas"".
											É o que vos vão dizer.
											E sabem qual é a resposta
a esse argumento?
											Que em 1948, nós não dissemos que o mundo
estava dependente de exércitos,
											por isso vamos manter
o nosso também.
											Não, fizemos uma escolha corajosa,
											e essa escolha fez toda a diferença.
									","
											But of course,
											some get very uncomfortable
with this idea,
											and they will come and they will tell you
											that the world is stuck with oil,
and so is Costa Rica, so get real.
											That's what they tell you.
											And you know what the answer
to that argument is?
											That in 1948, we didn't say
the world is stuck with armies,
											so let's keep our army, too.
											No, we made a very brave choice,
											and that choice made the whole difference.
									","
											Pero por supuesto,
											a algunos incomoda esta idea,
											y vendrán y dirán
											que el mundo depende del petróleo
y también Costa Rica, sean realistas.
											Eso es lo que dicen.
											¿Saben cuál es la respuesta
a ese argumento?
											Que en 1948 no dijimos que dado que
el mundo dependía de los ejércitos,
											por eso íbamos a mantener
nuestro ejército, también.
											No, tomamos una decisión muy valiente,
											y esa decisión marcó la diferencia.
									","
											bu fikir bazılarını çok rahatsız ediyor.
											Bu kişiler gelip size dünyanın 
petrole mahkûm olduğunu,
											Kosta Rika'nın da bundan 
farklı olmadığını söyleyecekler.
											Size söylecekleri bu.
											Bunun cevabı nedir biliyor musunuz?
											1948'de, ""Dünya ordulara mahkûmdur,
											o yüzden ordumuzu koruyalım"" demedik.
											Cesurca bir seçim yaptık
											ve o seçim çok şeyi değiştirdi.
									","
											C'est vraiment excitant.
											Mais bien sûr,
											certains deviennent
très mal à l'aise face à cette idée
											et ils viendront vous dire
											que le monde ne peut pas
se passer de pétrole
											et le Costa Rica non plus,
alors arrêtez de rêver.
											Voilà ce qu'ils vous disent.
											Vous savez quoi répondre
à cet argument ?
											Qu'en 1948, nous n'avons pas dit que
l'on ne pouvait pas se passer d'armée,
											que nous devions donc la garder.
											Non, nous avons fait
un choix très courageux,
											et ce choix a fait la différence.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Então, é tempo desta geração
ser corajosa de novo
											e abolir os combustíveis fósseis de vez.
											Vou dar-vos três razões
porque temos de o fazer.
									","
											So it's time for this generation
to be brave again
											and abolish fossil fuels for good.
											And I'll give you three reasons
why we have to do this.
									","
											Es hora de que esta generación
sea valiente de nuevo
											para abolir los combustibles fósiles.
											Voy a dar tres razones por
las que tenemos que hacer esto.
									","
											İşte bu neslin de aynı şekilde cesur olma
											ve fosil yakıtları ortadan kaldırma vakti.
											Bunu neden yapmamız gerektiğine dair
üç neden sunacağım.
									","
											Il est donc temps pour cette génération
d'être courageuse à nouveau
											et d'abolir les énergies fossiles.
											Je vais vous donner
trois raisons de le faire.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Primeiro,
											o nosso modelo de transportes
e urbanização está obsoleto,
											este é o melhor momento para redefinir
o nosso futuro urbano e de mobilidade
											Não queremos cidades
que são construídas para carros.
											Queremos cidades para as pessoas
											onde possamos passear
e andar de bicicleta.
											E queremos transportes públicos,
											montes deles,
											transportes públicos
que sejam limpos e dignos.
											Porque, se continuarmos a criar
frotas de carros convencionais,
											as nossas cidades
vão tornar-se insuportáveis.
									","
											First,
											our model of transportation
and urbanization is broken,
											so this is the best moment
to redefine our urban and mobility future.
											We don't want cities
that are built for cars.
											We want cities for people
											where we can walk and we can use bikes.
											And we want public transportation,
											lots of it,
											public transportation
that is clean and dignifying.
											Because if we continue
adding fleets of conventional cars,
											our cities will become unbearable.
									","
											Primero,
											nuestro modelo de transporte
y urbanización no funciona;
											hoy es el mejor momento para redefinir 
el futuro urbano y la movilidad.
											No queremos que las ciudades
se construyan para los autos.
											Queremos ciudades para las personas
											donde podamos caminar 
y usar las bicicletas.
											Y queremos que haya mucho
											transporte público,
											transporte público limpio y digno.
											Porque si seguimos añadiendo
flotas de autos convencionales,
											nuestras ciudades serán inhabitables.
									","
											Birincisi,
											mevcut ulaşım modelimiz ve
kentselleşmemiz işlevsiz hâlde.
											Kentlerin ve ulaşımın geleceğini baştan 
tanımlamak için en uygun zaman şimdi.
											Arabalar için inşa edilmiş
şehirler istemiyoruz.
											İnsanlar için yapılmış şehirler istiyoruz.
											Yürüyebileceğimiz ve bisiklet 
kullanabileceğimiz yerler.
											Toplu taşıma istiyoruz.
											Hem de çokça.
											Temiz ve onur verici bir toplu taşıma.
											Çünkü eğer sokaklara normal arabaları
salıvermeye devam edersek,
											şehirlerimiz katlanılamaz hâle gelecek.
									","
											Premièrement,
											notre système de transport
et d'urbanisation ne fonctionne plus,
											c'est donc le moment de redéfinir
notre avenir en urbanisme et en mobilité.
											Nous ne voulons pas de villes
construites pour les voitures,
											nous voulons des villes pour les gens,
											où l'on peut marcher et faire du vélo.
											Et nous voulons des transports publics,
											beaucoup,
											des transports publics
qui soient propres et dignes.
											Parce que si nous agrandissons
la flotte de voitures classiques,
											nos villes deviendront insupportables.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Segundo, queremos mudança,
											mas uma mudança gradual
não vai ser suficiente.
											Precisamos de uma mudança transformadora.
											Há alguns projetos 
incrementais no meu país,
											e sou a primeira a congratulá-los.
											Mas não nos vamos iludir.
											Não estamos a falar de ter
carros elétricos muito bonitos aqui
											e alguns autocarros elétricos acolá
											enquanto continuamos a investir
no mesmo tipo de infraestruturas,
											mais carros, mais estradas, mais petróleo.
											Estamos a falar
de nos libertarmos do petróleo,
											e não chegamos lá com ações graduais.
									","
											Second, we have to change,
											but incremental change
is not going to be sufficient.
											We need transformational change.
											And there are some
incremental projects in my country,
											and I am the first one to celebrate them.
											But let's not kid ourselves.
											We're not talking about ending up
with really beautiful electric cars here
											and a few electric buses there
											while we keep investing
in the same kind of infrastructure,
											more cars, more roads, more oil.
											We're talking about
breaking free from oil,
											and you cannot get there
through incrementalism.
									","
											En segundo lugar, tenemos que cambiar,
											pero con un cambio incremental
no va a ser suficiente.
											Necesitamos un cambio que transforme.
											Y hay algunos proyectos
incrementales en mi país,
											y yo soy la primera en celebrarlos.
											Pero vamos, no nos engañemos.
											No estamos hablando de tener
autos eléctricos bonitos aquí
											y algunos autobuses eléctricos allá
											mientras sigamos invirtiendo en
el mismo tipo de infraestructuras,
											más autos, más carreteras, más petróleo.
											Estamos hablando de
liberarnos del petróleo
											y no se puede lograr eso
de manera incremental.
									","
											İkincisi, değişmemiz şart.
											Ancak, kademeli değişimler yeterli olmaz.
											Radikal değişiklikler lazım.
											Benim ülkemde kademeli yapılan
bazı projeler var.
											Bunlara en çok sevinen de benim.
											Ama kendimizi kandırmayalım.
											Biz burada bir yandan daha çok araba, 
daha çok yol, daha çok petrol anlayışıyla
											aynı tür altyapılara yatırım
yapmaya devam edip
											bir yandan da bir iki tane çok güzel 
elektrikli arabadan bahsetmiyoruz
											ya da birkaç elektrikli otobüsten.
											Petrolden tamamen bağımsız 
olmaktan bahsediyoruz.
											O noktaya da kademeli olarak gelemeyiz.
									","
											Deuxièmement, il faut changer,
											mais un changement graduel
ne sera pas suffisant.
											Il faut un changement transformationnel.
											Il y a des projets graduels dans mon pays
											et je suis la première à les saluer.
											Mais arrêtons de nous voiler la face.
											On ne parle pas d'avoir
de jolies voitures électriques ici
											et quelques bus électriques là,
											tout en continuant d'investir
dans le même genre d'infrastructure,
											plus de voitures,
plus de routes, plus de pétrole.
											On parle de se libérer du pétrole
											et vous ne pouvez pas
y arriver graduellement.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Terceiro, vocês sabem esta,
											o mundo está faminto de inspiração.
											anseia por histórias de sucesso
											em lidar com problemas complexos,
											especialmente em países
em desenvolvimento.
											Eu acredito que a Costa Rica
pode ser uma inspiração para outros,
											como no ano passado, quando divulgámos
											que durante tantos dias
não usámos nenhum combustível fóssil
											para produzir toda a nossa eletricidade.
											As notícias tornaram-se
virais por todo o mundo.
											Isto também me faz sentir
extremamente orgulhosa,
											uma costa-riquenha,
Christiana Figueres,
											teve um papel decisivo
nas negociações do acordo de Paris.
											Por isso temos de proteger
este legado e ser um exemplo.
									","
											Third, and you know this one,
											the world is hungry for inspiration.
											It craves stories of success
											in dealing with complex issues,
											especially in developing countries.
											So I believe Costa Rica
can be an inspiration to others,
											as we did last year when we disclosed
											that for so many days
we were not using any fossil fuels
											in order to generate all our electricity.
											The news went viral around the world.
											Also, and this makes me extremely proud,
											a Costa Rican woman, Christiana Figueres,
											played a decisive role in the negotiations
of the Paris climate agreement.
											So we have to protect that legacy
and be an example.
									","
											En tercer lugar, y ya saben esto,
											el mundo está ávido de inspiración.
											Anhela historias de éxito
											para hacer frente a cuestiones complejas,
											especialmente en los países en desarrollo.
											Creo que Costa Rica puede ser
una inspiración para los demás,
											como hicimos el año pasado,
cuando divulgamos
											los días que tenemos sin usar
ningún combustible fósil
											para generar toda la electricidad.
											La noticia se difundió en todo el mundo.
											También, y esto me
hace sentir muy orgullosa,
											una mujer de Costa Rica, Christiana
Figueres, desempeñó un papel decisivo
											en las negociaciones del acuerdo
sobre el clima de París.
											Así que tenemos que proteger
ese legado y ser un ejemplo.
									","
											Üçüncüsü ki bunu zaten biliyorsunuz,
											dünyanın bir yerlerden ilham 
almaya ihtiyacı var.
											Özellikle gelişmekte olan ülkelerde
											karmaşık problemlerin
halledildiğini gösteren
											başarı hikâyeleri duymak istiyor.
											Bu yüzden ben Kosta Rika'nın bu ilhamı
vereceğine inanıyorum.
											Aynı geçen sene elektriğimizi üretmek için

											günlerce hiç fosil yakıt kullanmadığımızı
											açıkladığımızda yaptığımız gibi.
											Bu haber dünyaya yayıldı.
											Ayrıca, Kosta Rikalı bir kadın olan
Christiana Figueres'in,
											Paris İklim Anlaşması görüşmelerinde
belirleyici bir rol oynaması da
											beni çok gururlandırdı.
											O yüzden, bu mirası korumalı
ve örnek olmalıyız.
									","
											Troisièmement, et ça vous le savez,
											le monde a faim d'inspiration.
											Il raffole d'histoires de succès
											face aux questions complexes,
											en particulier
dans les pays en développement.
											Je crois que le Costa Rica peut être
une source d'inspiration pour les autres,
											comme nous l'avons fait l'année dernière,
en dévoilant que pendant tant de jours,
											nous n'avions pas utilisé
d'énergies fossiles
											pour générer notre électricité.
											La nouvelle s'est propagée
dans le monde entier.
											Aussi, et ça me rend très fière,
											une femme costaricaine,
Christiana Figueres,
											a joué un grand rôle dans les négociations
de l'accord de Paris sur le climat.
											Nous devons donc protéger
cet héritage et être un exemple.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											O que vem a seguir?
											As pessoas.
											Como fazemos as pessoas sentirem isto?
											Como fazemos com que as pessoas
											acreditem que é possível
											construir uma sociedade
sem combustíveis fósseis?
											É necessário muito trabalho
desde as bases.
									","
											So what comes next?
											The people.
											How do we get people to own this?
											How do we get people
											to believe that it's possible
											to build a society without fossil fuels?
											A lot of work from
the ground up is needed.
									","
											Entonces, ¿qué viene después?
											La gente.
											¿Cómo hacer que la gente 
se apropie de esto?
											¿Cómo hacer que la gente
											crea que es posible
											construir una sociedad
sin combustibles fósiles?
											Se necesita mucho trabajo desde cero.
									","
											Sonraki adım nedir?
											İnsanlar.
											İnsanların bunu sahiplenmesini 
nasıl sağlarız?
											İnsanları fosil yakıtlar olmadan
											bir toplum oluşturmanın mümkün olduğuna
											nasıl inandırırız?
											Dikkatle yapılması gereken çok şey var.
									","
											Alors qu'est-ce qui vient après ?
											Les gens.
											Comment amener les gens
à s'emparer de ce problème ?
											Comment amener les gens
											à croire qu'il est possible
											de construire une société
sans énergies fossiles ?
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
