en,es,fr,tr,de,title,speaker,duration,tags
"
											That day, I understood
the importance of words.
											I understood how words affect our hearts,
											how words play
an important role in our lives.
											I understood words
are more powerful than fighting.
											At TRDP, I saw there was a Pakistan
which I didn't know,
											a country much more complex
than I had realized.
											Until that, I thought
I had a difficult life.
											But here, I saw what women in other parts
of Pakistan were experiencing.
											It really opened my eyes.
											Some women had 11 children
but nothing to feed them.
											For getting water, they would walk
three hours every day to wells.
											The nearest hospital was at least
32 kilometers away.
											So if a woman is in labor,
											she travels by camel
to get to the hospital.
											The distance is great;
she may die on her way.
									","
											Ese día entendí la importancia
de las palabras,
											entendí cómo las palabras 
influyen en nuestros corazones,
											cómo las palabras juegan un rol 
importante en nuestras vidas
											y entendí que las palabras
son más poderosas que las peleas.
											Ya en mi trabajo vi un Pakistán
que desconocía,
											un país mucho más complejo
del que yo creía.
											Hasta ese día, yo pensaba 
que tuve una vida difícil,
											pero ahí, vi lo que las mujeres estaban 
viviendo en otras partes de Pakistán;
											de verdad me abrió los ojos.
											Algunas mujeres tenían 11 hijos, 
y nada que darles de comer.
											Para conseguir agua, tenían que caminar
tres horas cada día a los pozos;
											el hospital más cercano estaba 
por lo menos a 32 kilómetros,
											entonces si una mujer 
estaba en trabajo de parto
											tenía que viajar en camello 
para llegar al hospital;
											las distancias eran tan grandes
que podría morir en el camino.
									","
											Ce jour-là, j'ai compris
l'importance des mots.
											J'ai compris comment les mots
peuvent toucher nos cœurs,
											comment les mots jouent
un rôle important dans nos vies.
											J'ai compris que les mots
sont plus puissants que la violence.
											À TRDP, j'ai vu un Pakistan
que je ne connaissais pas,
											un pays bien plus complexe
que je ne l'avais réalisé.
											Jusqu'à ce moment, je pensais
que ma vie avait été difficile.
											Mais ici, j'ai vu comment vivaient
les femmes d'autres régions du Pakistan.
											Ça m'a vraiment ouvert les yeux.
											Certaines femmes avaient 11 enfants
mais rien pour les nourrir.
											Pour avoir de l'eau, elles marchaient
trois heures par jour jusqu'au puits.
											L'hôpital le plus proche
était à au moins 32 km.
											Si une femme
est sur le point d'accoucher,
											elle fait le trajet jusqu'à l'hôpital
à dos de chameau.
											La distance est énorme ;
elle peut mourir en chemin.
									","
											(Alkış)
									","
											Von dem Tag an verstand ich,
wie wichtig Worte sind.
											Ich verstand, wie Worte
unser Herz treffen,
											welch wichtige Rolle Worte
in unserem Leben spielen.
											Ich verstand, dass Worte
wirksamer sind, als Kämpfe.
											Bei TRDP sah ich ein Pakistan,
das ich noch nicht kannte.
											Ein Land, das viel komplexer war,
als ich gedacht hatte.
											Bis dahin dachte ich,
ich hätte ein schwieriges Leben.
											Dort sah ich jedoch, was Frauen
in anderen Teilen Pakistans durchlebten.
											Es öffnete wirklich meine Augen.
											Manche Frauen hatten elf Kinder,
aber nichts, um sie zu ernähren.
											Sie liefen jeden Tag drei Stunden lang
zum Brunnen, um Wasser zu holen.
											Das nächste Krankenhaus 
lag mindestens 32 Kilometer weit weg.
											Wenn also eine Frau die Wehen bekommt,
											reist sie auf einem Kamel zum Krankenhaus.
											Die Entfernung ist sehr groß;
sie könnte unterwegs sterben.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											So now, this became
more than just a job for me.
											I discovered my power.
											Now, as I was getting salary,
											I started sending back money to my home.
											Relatives and neighbors
were noticing this.
											Now they started to understand
the importance of education.
											By that time, some other parents
started sending their daughters to school.
											Slowly, it became easier and acceptable
											for young women to be in college.
											Today, there isn't a single girl
out of school in my village.
									","
											Fue así como esto se convirtió
en más que un trabajo para mí,
											descubrí mi verdadero poder.
											Entonces, mientras ganaba un salario
											empecé a mandar dinero a mi casa.
											Los parientes y vecinos 
se estaban dando cuenta de esto,
											empezaron a entender
la importancia de la educación.
											Para ese tiempo, algunos otros padres
empezaron a enviar a sus hijas al colegio,
											poco a poco empezó a volverse
más fácil y más aceptable
											que las mujeres vayan a la universidad.
											Y hoy no hay una sola niña
que no vaya al colegio en mi aldea.
									","
											Ce travail est devenu bien plus
qu'un simple travail pour moi.
											J'ai découvert mon pouvoir.
											Comme je recevais un salaire,
											j'ai commencé à envoyer
de l'argent à ma famille.
											Nos proches et nos voisins
l'ont remarqué.
											Ils ont commencé à comprendre
l'importance de l'éducation.
											À ce moment-là, d'autres parents avaient
commencé à envoyer leurs filles à l'école.
											Lentement, c'est devenu
plus facile et acceptable
											pour les jeunes filles
d'aller à l'université.
											Aujourd'hui, il n'y a pas une seule fille
de mon village qui n'aille pas à l'école.
									","
											O gün, kelimelerin gücünü anladım.
											Kelimelerin kalbimizi nasıl etkilediğini,
											kelimelerin hayatımızda ne kadar önemli
bir yeri olduğunu anladım.
											Kelimelerin kavgalardan
daha güçlü olduğunu anladım.
											""TKGP""de hiç bilmediğim bir Pakistan,
											kavradığımdan daha karışık
bir ülke gördüm.
											O zamana dek, benim zor bir hayatımın
olduğunu düşünürdüm.
											Ama burada, Pakistan'ın başka yerlerindeki
kadınların yaşadıklarını gördüm.
											Gerçekten gözlerimi açtı.
											Bazı kadınların 11 çocuğu vardı
ama yedireceği hiçbir şeyi yoktu.
											Su almak için, her gün
üç saat kuyuya yürüyorlardı.
											En yakın hastane en az 32 km uzaklıktaydı.
											Eğer kadın doğum yapıyorsa,
											hastaneye deveyle gidiyordu.
											Uzaklık çok fazlaydı,
yolda ölebilirdi.
									","
											Das hier wurde für mich zu mehr,
als nur ein Job.
											Ich entdeckte meine Macht.
											Wo ich nun ein Gehalt hatte,
											fing ich an, Geld nach Hause zu schicken.
											Verwandten und Nachbarn fiel dies auf.
											Jetzt fingen sie an, die Bedeutsamkeit 
einer Ausbildung zu begreifen.
											Da begannen einige andere Eltern
											ihre Töchter zur Schule zu schicken.
											Langsam wurde es einfacher 
und immer mehr akzeptiert,
											dass junge Frauen zur Hochschule gehen.
											Heute geht jedes Mädchen
in meinem Dorf zur Schule.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											Böylece, bu iş benim için
işten daha fazlası oldu.
											Gücümü keşfettim.
											Maaş almaya başlayınca,
											aileme para göndermeye başladım.
											Akrabalarım ve komşularım
bunu fark etmeye başladılar.
											Böylece, eğitimin önemini
anlamaya başladılar.
											Zamanla, başka ebeveynler de kızlarını
okula göndermeye başladı.
											Yavaş yavaş, bazı genç kadınların
okula gitmesi
											daha kolay ve kabul edilir oldu.
											Şimdi, köyümde okula gitmeyen
bir kız bile yok.
									","
											(Beifall)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											Girls are doing jobs
in health sites, even in police.
											Life was good.
											But somewhere in my heart,
											I realized that my region,
beyond my village
											needs further change.
											This was also the time
when I joined Acumen Fellowship.
											There, I met leaders like me
across the country.
											And I saw they are taking
risks in their lives.
											I started to understand
											what leadership really means.
											So I decided to go back to my region
											and take a position as a teacher
in a remote school,
											a school that I have to reach by bus —
											two hours traveling,
every morning and evening.
											Though it was hard, on my first day I knew
											I made the right decision.
											The first day I walked into the school,
											I saw all these little Shameems
staring back at me —
									","
											Mujeres haciendo trabajos en salud,
hasta de policías.
											La vida era buena,
											pero en alguna parte de mi corazón
											me di cuenta de que mi región,
más allá de mi aldea,
											necesitaba más cambio.
											Este también fue el momento 
en el que me uní a ""Acumen Fellowship""
											donde conocí a líderes como yo
de todo el país,
											y vi que ellos estaban tomando
riesgos en sus vidas
											y fue ahí donde comencé a entender
											lo que es el liderazgo realmente.
											Entonces decidí volver a mi región
											y tomar un puesto de profesora 
en una escuela remota,
											una escuela a la que llegaba en autobús
											viajando durante dos horas,
cada mañana y cada tarde.
											Aunque fue difícil, en mi primer día supe
											que tomé la decisión correcta.
											El primer día que entré a la escuela,
											vi a todos esas pequeñas Shameems mirándome
									","
											Des filles travaillent dans le domaine
de la santé, même dans la police.
											La vie est belle.
											Mais quelque part en moi,
											j'ai réalisé que ma région,
au-delà de mon village,
											avait besoin de plus de changements.
											C'est aussi l'époque
où j'ai rejoint l'Acumen Fellowship.
											Là-bas, j'ai rencontré des meneurs
comme moi, de tout le pays.
											Et j'ai vu les risques qu'ils prenaient.
											J'ai commencé à comprendre
											ce que la responsabilité
veut vraiment dire.
											J'ai donc décidé de revenir
dans ma région
											et de travailler en tant qu'enseignante
dans une école isolée,
											une école où je dois aller en bus —
											deux heures de trajet,
chaque matin et soir.
											Même si c'était dur,
j'ai su le premier jour
											que j'avais pris la bonne décision.
											La première fois où je suis entrée
dans cette école,
											j'ai vu toutes ces petites Shameem
qui me fixaient du regard —
									","
											(Alkış)
									","
											Mädchen haben Arbeitsstellen
											bei Gesundheitseinrichtungen,
sogar bei der Polizei.
											Das Leben war schön.
											Aber tief in meinem Herzen
											wurde mir bewusst, dass die Gegend
außerhalb meines Dorfes
											mehr Veränderung nötig hat.
											Zu dieser Zeit wurde ich Mitglied
des Acumen Fellowship.
											Dort traf ich Anführer wie mich,
aus dem ganzen Land.
											Und ich sah, dass sie in ihrem Leben
Risiken eingehen.
											Ich fing an, zu verstehen,
											was Führung wirklich bedeutet.
											Also entschied ich mich,
in meine Gegend zurückzukehren
											und eine Arbeitsstelle als Lehrerin,
in einer abgelegenen Schule, anzutreten,
											eine Schule, die ich nur
mit dem Bus erreichen kann —
											eine zweistündige Reise
jeden Morgen und jeden Abend.
											Obwohl es schwierig war,
war mir bereits am ersten Arbeitstag klar,
											dass die Entscheidung richtig war.
											Als ich am ersten Arbeitstag
die Schule betrat,
											da starrten ganz viele
kleine Shameems auf mich —
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											Kadınlar, sağlık kuruluşlarında
hatta polis olarak işlerini yapıyorlar.
											Hayat güzeldi.
											Ancak, kalbimin derinliklerinde
											köyümün ötesinde bölgemin
daha fazla değişime
											ihtiyacı olduğunu fark ettim.
											O anda Acumen Fellowship'e üye oldum.
											Orada, ülkedeki benim gibi
liderlerle tanıştım.
											Hayatlarında risk aldıklarını gördüm.
											Liderliğin gerçekten ne olduğunu
											anlamaya başladım.
											Böylece, bölgeme geri dönmeye ve
											her sabah ve akşam iki saatlik
											otobüs yolculuğuyla ulaştığım
											uzaktaki okula, öğretmen olmaya
karar verdim.
											Zor olmasına rağmen, ilk günden
											doğru kararı verdiğimi biliyordum.
											İlk gün, okula girdiğimde,
											tüm küçük Shameem'lerin,
gözlerinde hayallerle—
									","
											(Lachen)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											with dreams in their eyes,
											the same dream of freedom
which I had in my childhood.
									","
											con sueños en sus ojos,
											el mismo sueño de libertad
que yo tuve en mi niñez.
									","
											avec des rêves dans les yeux,
											le même rêve de liberté
que j'avais dans mon enfance.
									","
											(Kahkaha)
									","
											mit Träumen in ihren Herzen,
											mit demselben Traum von Freiheit,
den ich als Kind hatte.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											So the girls are eager to learn,
but the school is understaffed.
											Girls sit hopeful,
											learn nothing,
											and they leave.
											I can't bear to see this happening.
											There was no turning back.
											I found my purpose.
											I enlisted a few of my friends
to help me to teach.
											I'm introducing my girls
to the outside world
											by extracurricular activities and books.
											I share with them the profiles
of the world's best leaders,
											like Martin Luther King
and Nelson Mandela.
											Last year, a few of our students
went to college.
											For me, I never stop studying.
											Today, I'm working to complete
my PhD in education —
									","
											Las niñas están ansiosas de aprender, 
pero la escuela no tiene personal;
											las niñas se sientan llenas de esperanza
											pero no aprenden nada
											y luego se van.
											No pude aguantar que esto ocurriera,
											no había forma de volver atrás.
											Así que encontré mi propósito.
											Inscribí a unas cuantas amistades
para que me ayuden a enseñar
											y les presenté a mis niñas
el mundo externo,
											mediante actividades extracurriculares
y libros.
											Compartí con ellas perfiles 
de los mejores líderes del mundo
											como Martin Luther King y Nelson Mandela.
											El año pasado, algunos de nuestros 
estudiantes fueron a la universidad
											y yo, nunca dejé de estudiar.
											Hoy en día estoy trabajando en terminar
mi doctorado en educación,
									","
											Ces filles ont soif de connaissance,
mais l'école manque de personnel.
											Les filles s'assoient en classe,
pleines d'espoir,
											n'apprennent rien
											et s'en vont.
											C'est une situation
que je ne peux pas supporter.
											Je ne pouvais plus faire marche arrière.
											J'avais trouvé un but à ma vie.
											J'ai recruté quelques-unes de mes amies
pour m'aider à enseigner.
											J'introduis mes élèves au monde extérieur
											avec des activités extra-scolaires
et des livres.
											Je partage avec elles les portraits
des meilleures personnalités de ce monde,
											comme Martin Luther King
et Nelson Mandela.
											L'an dernier, certaines de nos étudiantes
sont entrées à l'université.
											En ce qui me concerne,
je n'ai jamais arrêté d'étudier.
											Aujourd'hui, je suis sur le point
de finir mon doctorat en éducation —
									","
											bana baktığını gördüm,
											bu hayal çocukluğumda benimle olan
özgürlük hayaliydi.
									","
											Die Mädchen sind also lernbegierig,
aber die Schule hat zu wenig Lehrer.
											Mädchen sitzen voller Hoffnung da,
											lernen nichts
											und gehen.
											Ich halte es nicht aus, das zu sehen.
											Es gab kein Zurück mehr.
											Ich hatte meine Bestimmung gefunden.
											Ich engagierte einige meiner Freunde
zum Aushelfen beim Unterrichten.
											Ich bringe meinen Mädchen
die Außenwelt näher,
											mit Freizeitaktivitäten und Büchern.
											Ich stelle ihnen 
die besten Führer weltweit vor,
											so wie Martin Luther King
und Nelson Mandela.
											Letztes Jahr gingen einige
unserer Schülerinnen an die Hochschule.
											Was mich betrifft: 
Ich höre nie auf, zu lernen.
											Heute arbeite ich an meiner Doktorarbeit
in der Bildungswissenschaft —
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											Kızlar, öğrenmeye istekliydi
ama okulda çalışan yoktu.
											Kızlar, umutla oturuyor,
											hiçbir şey öğrenmiyor
											ve gidiyorlardı.
											Bunun olmasına katlanamadım.
											Geri dönüş yoktu.
											Amacımı bulmuştum.
											Bana öğretmede yardımcı olacak
birkaç arkadaşımdan destek aldım.
											Okul dışı aktiviteler ve kitaplarla,
											kızlarıma dışarıdaki dünyayı tanıtıyorum.
											Dünyadaki en iyi liderlerin
profillerini paylaşıyorum,
											Martin Luther King, 
Nelson Mandela gibi.
											Geçen sene birkaç öğrencim
koleje gitti.
											Bense çalışmayı hiç bırakmadım.
											Şimdi, eğitim alanında doktoramı
tamamlamak için çalışıyorum.
									","
											(Beifall)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											which will allow me to gain
a management position
											in the school system,
											and I will be able to make more decisions
											and play a pivotal role in the system.
									","
											lo que me permitirá ganar
un puesto de gestión
											en el sistema educativo,
											y así podré tomar más decisiones
											y jugar un papel importante en el sistema.
									","
											ce qui me permettra
d'obtenir un poste de direction
											dans le système scolaire.
											Je pourrai prendre plus de décisions
											et jouer un rôle crucial dans le système.
									","
											(Alkış)
									","
											welche es mir ermöglichen wird,
eine geschäftsführende Position
											im Schulsystem einzunehmen,
											was mir ermöglichen wird,
mehr Entscheidungen zu treffen
											und eine zentrale Rolle 
im System zu spielen.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											I believe that without
educating the girls,
											we may not make world peace.
											We may not reduce child marriage.
											We may not reduce infant mortality rate.
											We may not reduce maternal mortality rate.
											For this, we have to continuously
											and collectively work together.
											At least I am playing my role,
											though the destination is not close.
											The road is not easy.
											But I have dreams in my eyes,
											and I am not going to look back now.
									","
											Yo creo que si no educamos a las niñas,
											nunca podremos tener una paz mundial.
											No podremos reducir 
los matrimonios infantiles,
											no podremos reducir 
la mortalidad infantil,
											no podremos reducir 
los índices de mortalidad.
											Para lograr esto, tenemos que trabajar
											continua y colectivamente.
											al menos yo, estoy desempeñando mi papel,
											aunque mi destino no está cerca,
											y el camino no es fácil
											pero yo tengo sueños en mis ojos
											y no voy a retroceder ahora.
									","
											Je crois que sans l'éducation des filles,
											nous ne pourrons pas
faire la paix dans le monde.
											Nous ne pourrons pas diminuer
le nombre de mariages d'enfants.
											Nous ne pourrons pas réduire
le taux de mortalité infantile.
											Nous ne pourrons pas réduire
le taux de mortalité maternelle.
											Pour ce faire,
nous devons travailler ensemble,
											continuellement et collectivement.
											Au moins, je fais ma part,
											même je suis encore loin d'être arrivée.
											Cette route n'est pas facile.
											Mais j'ai des rêves dans les yeux,
											et je ne vais pas reculer maintenant.
									","
											Doktora, okul içerisinde
yönetim pozisyonuna
											gelmemi sağlayacak
											ve daha fazla karar alabileceğim
											ve sistemde daha önemli
bir konumda olacağım.
									","
											Ich glaube daran, dass wir
ohne die Bildung von Mädchen
											keinen Weltfrieden erreichen können.
											Wir können die Kinderehe nicht reduzieren.
											Wir können die Kindersterblichkeitsrate
nicht verringern.
											Wir können die Müttersterblichkeitsrate
nicht verringern.
											Hierfür müssen wir ununterbrochen
											und alle gemeinsam zusammenarbeiten.
											Zumindest spiele ich meine Rolle,
											auch wenn das Ziel noch weit entfernt ist.
											Der Weg dorthin ist nicht leicht.
											Aber ich habe Träume in meinem Herzen
											und ich werde jetzt
nicht mehr zurückblicken.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Kızların eğitim almasını sağlamadan
											dünya barışını sağlayamayacağımıza,
											çocuk yaşta evliliği azaltamayacağımıza,
											bebek ölüm oranlarını düşüremeyeceğimize,
											anne ölüm oranlarını düşüremeyeceğimize
inanıyorum.
											Bu nedenle, sürekli ve topluca
											birlikte çalışmalıyız.
											Hedefime yakın olmasam da,
											ben görevimi yapıyorum.
											Yol kolay değil.
											Fakat benim hayallerim var
											ve şimdi arkama bakacak değilim.
									","
											Danke.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											Teşekkür ederim.
									","
											(Beifall)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
