pt,fr,title,speaker,duration,tags
"
											para espalhar uma característica
com uma dimensão que fizesse a diferença.
											Mesmo com o CRISPR, não é fácil
criar uma característica devastadora.
											Digamos que queremos fazer
uma mosca da fruta
											que se alimente de fruta comum
em vez de fruta podre,
											com o objetivo de sabotar
a agricultura norte-americana.
											Primeiro, teríamos de descobrir
											quais os genes que controlam
o que a mosca quer comer,
											o que já é um projeto
muito longo e complicado.
											Depois, teríamos de alterar esses genes
para mudar o comportamento da mosca
											para aquilo que quiséssemos,
											um projeto ainda mais longo
e mais complicado.
											E pode nem sequer funcionar,
											porque os genes que controlam 
o comportamento são complexos.
											Um terrorista terá de escolher
											entre um cansativo
programa de investigação,
											que vai exigir anos de meticuloso trabalho
laboratorial e pode não funcionar,
											ou simplesmente fazer explodir coisas.
									","
											Puis, même avec CRISPR, ce n'est pas aisé
de fabriquer un trait dévastateur.
											Si vous voulez une drosophile
											se nourrissant de fruits normaux
au lieu de pourris,
											avec pour objectif de saboter
l'agriculture américaine.
											Premièrement, il faut trouver
											quels gènes contrôlent le type de fruits
que la drosophile mange,
											ce qui est déjà très long et fastidieux.
											Après, il faut altérer ces gènes
pour modifier le comportement de la mouche
											pour qu'elle agisse comme voulu,
											ce qui est encore plus long et compliqué.
											Et cela pourrait ne pas marcher
											car les gènes contrôlant le comportement
sont complexes.
											Un terroriste devant choisir
											entre un programme de recherche épuisant
											demandant des années de travail minutieux
qui pourrait ne pas payer,
											et faire exploser des choses,
											choisira surement le second choix.
									",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
","
",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
											Provavelmente vai escolher este último.
											Isso é sobretudo verdadeiro
porque, pelo menos em teoria,
											seria bem fácil construir
a chamada alteração inversa
											que corrige a alteração
feita pelo primeiro gene condutor.
											Assim, se não gostarmos
dos efeitos duma mudança,
									","
											C'est d'autant plus vrai car,
en théorie du moins,
											ce serait très facile de créer
un système d'entraînement inverse,
											qui n'aurait qu'à corriger les changements
faits par le premier système.
											Donc si vous n'aimez pas le résultat,
											il suffit de répandre
un gène qui le supprimera.
											Du moins en théorie.
									",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
","
",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
											podemos libertar uma segunda alteração
que cancele a primeira.
											pelo menos teoricamente.
											Onde é que isso nos coloca?
											Atualmente temos a capacidade
de alterar espécies inteiras à vontade.
											Devemos fazer isso?
											Somos deuses agora?
											Eu não diria isso.
											Mas diria o seguinte:
											Primeiro, há pessoas muito inteligentes
											que estão hoje a discutir
como regular os genes condutores.
											Ao mesmo tempo,
outras pessoas muito inteligentes
											estão a trabalhar para criar salvaguardas,
											como genes condutores autorregulados
ou que acabem ao fim de poucas gerações.
											Isso é ótimo.
											Mas esta tecnologia 
ainda requer um debate.
											E, dada a natureza dos genes condutores
											esse debate tem de ser global.
									","
											Donc, que faire maintenant ?
											Nous avons la possibilité de modifier
à souhait toute une espèce.
											Devrions-nous ?
											Sommes-nous devenus des dieux ?
											Je ne dirais pas ça.
											Mais je peux dire cela :
											actuellement, des gens très intelligents
											débattent sur comment contrôler
les systèmes d'entraînement de gènes.
											En même temps,
d'autres gens très intelligents
											travaillent à créer des sécurités,
											comme des gènes conducteurs auto-régulés
ou qui disparaissent après X générations.
											C'est bien.
											Mais cette technologie requiert
une discussion.
											Et vu la nature des gènes conducteurs,
											la discussion doit être mondiale.
											Et si le Kenya veut utiliser
un gène conducteur mais pas la Tanzanie ?
											Qui décide de répandre
un gène conducteur pouvant voler ?
									",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
","
",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
											E se o Quénia quiser usar um condutor,
mas a Tanzânia não quiser?
											Quem decide se devemos libertar
um gene condutor que pode voar?
											Não tenho resposta para esta pergunta.
											Penso que tudo o que podemos
fazer ao prosseguir,
											é falar honestamente
sobre os riscos e benefícios
											e assumir a responsabilidade
pelas nossas escolhas.
											Ou seja, não apenas a escolha
para usar um gene condutor,
											mas também a escolha de não usar um outro.
											Os seres humanos têm a tendência
de assumir que a opção mais segura
											é preservar o status quo.
											Mas nem sempre é esse o caso.
											Os genes condutores têm riscos
que precisam de ser analisados.
											A malária existe hoje
e mata 1000 pessoas por dia.
									","
											Je n'ai pas la réponse à ça.
											Nous ne pouvons qu'avancer,
											pesez les pour et les contre
de manière honnête
											et prendre nos responsabilités.
											Par cela, je ne parle pas juste du choix
d'utiliser un gène conducteur,
											mais aussi le choix de ne pas en utiliser.
											Les hommes ont tendance à penser
que la bonne solution
											est de préserver le statu quo.
											Mais ce n'est pas toujours le cas.
											Les systèmes d'entraînement de gènes
comportent des risques à considérer,
											mais le paludisme existe
et tue 1 000 personnes par jour.
											Pour se défendre, les pesticides utilisés
nuisent gravement à d'autres espèces,
											y compris amphibiens et oiseaux.
									",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
","
",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
											Para combatê-la, espalhamos pesticidas
que causam graves danos a outras espécies,
											incluindo os anfíbios e as aves.
											Assim, quando ouvirem falar de estímulos
genéticos nos próximos meses,
											— e de certeza que vão ouvir falar deles —
											lembrem-se disso.
									","
											Donc quand vous entendrez parler
de système d’entraînement de gènes,
											et croyez-moi,
vous allez en entendre parler,
											rappelez-vous de ceci :
											agir peut faire peur,
											mais parfois, ne pas agir est pire.
									",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
","
",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
											Pode ser assustador agir,
											mas, algumas vezes, não agir é pior.
											(Aplausos)
									","
											(Applaudissements)
									",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
"
","
",Gene editing can now change an entire species — forever,Jennifer Kahn,12:25,"bioethics,choice,Debate,DNA,disease,engineering,future,genetics,health,humanity,innovation,journalism,life,morality,potential,public health,science,society,technology,biotech,CRISPR"
