es,pt,en,fr,title,speaker,duration,tags
"
											A veces te topas con información
											tan convincente que quieres usarla,
te mueres por hacerlo
											pero no estás 100% seguro de hacerlo porque
											no sabes si la fuente es creíble.
											No sabes si es un residuo.
O si es material de segunda mano.
											Por tanto, debes investigar.
											Ahora, este video que voy a mostrarles
											fue descubierto un par de semanas atrás.
									","
											Por vezes, deparamo-nos com 
um conteúdo que
											é tão convincente que o queremos usar, 
estamos em pulgas para o usar
											mas não temos a certeza absoluta 
se o podemos fazer porque
											não sabemos se a fonte é credível.
											Não sabemos se é um conteúdo tirado da <i>Internet</i>.
Não sabemos se é um conteúdo reutilizado.
											E temos de fazer esse trabalho de investigação.
											Este vídeo, que vou mostrar agora,
											foi um que descobrimos há umas semanas.
									","
											Sometimes you come across a piece of content that
											is so compelling, you want to use it, you're dying to use it,
											but you're not 100 percent sure if you can because
											you don't know if the source is credible.
											You don't know if it's a scrape. You don't know if it's a re-upload.
											And you have to do that investigative work.
											And this video, which I'm going to let run through,
											was one we discovered a couple of weeks ago.
									","
											Parfois vous tombez sur un contenu qui
											est tellement irrésistible, vous voulez l'utiliser, 
vous mourez d'envie de le faire,
											mais vous n'êtes pas sûrs à 100% 
de pouvoir le faire parce que
											vous ne savez pas si la source est fiable.
											Vous ne savez pas si c'est un faux. 
Vous ne savez pas si c'est recyclé.
											Il faut faire ce travail d'enquête.
											Cette vidéo, que je vous laisse regarder,
											été découverte il y a deux ou trois semaines.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Video: Se está levantando
mucho viento en un instante.
									","
											Vídeo: <i>Ventania dentro de alguns segundos.</i>
","
											Video: Getting real windy in just a second.
									","
											Vidéo: Un vent violent se lève d'un coup.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											(Sonido de lluvia y viento)
									","
											(Barulho de chuva e vento).
									","
											(Rain and wind sounds)
									","
											(Bruits de pluie et vent)
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											(Explosión) ¡Oh, carajo!
									","
											(Explosão) <i>Oh, merda!</i>
","
											(Explosion) Oh, shit!
									","
											(Explosion) Oh, merde !
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Markham Nolan: Bien, si eres
editor de noticias, esto es algo
											que te encantaría mostrar
porque, obviamente, es oro.
											Ya saben, es una reacción 
fenomenal de alguien,
											una toma genuina que se ha rodado
en su jardín trasero.
											Pero, ¿cómo das con esta persona,
cómo sabes si es real o no,
											o si es una publicación vieja, 
o vuelta a subir?
									","
											Markham Nolan: Ok, agora, para um 
produtor de notícias, isto é algo
											que adoraria transmitir porque, 
obviamente, vale ouro.
											Sabem? Esta é uma reacção fantástica 
de alguém,
											num vídeo muito genuíno que 
foi filmado no seu jardim.
											Mas como é que sabemos se esta pessoa, 
se é verdadeiro, se é falso,
											ou se é algo antigo que voltou a ser publicado?
									","
											Markham Nolan: Okay, so now if you're a news producer, this is something
											you'd love to run with, because obviously, this is gold.
											You know? This is a fantastic reaction from someone,
											very genuine video that they've shot in their back garden.
											But how do you find if this person, if it's true, if it's faked,
											or if it's something that's old and that's been reposted?
									","
											Markham Nolan: Ok, si vous êtes 
directeur des actualités, c'est quelque chose
											que vous adoreriez utiliser,
parce qu'évidemment, c'est de l'or.
											Vous savez ? C'est une réaction formidable de quelqu'un,
											une vidéo très authentique filmée dans son jardin.
											Mais comment découvrir si cette personne...si c'est vrai, si c'est faux,
											ou si c'est quelque chose d'ancien qui a été republié ?
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Decidimos pues trabajar en este video
											y lo único que teníamos era el nombre
de usuario de una cuenta de YouTube.
											En esa cuenta sólo había
un video publicado
											y el nombre del usuario era Rita Krill.
											Y no sabíamos si Rita existía
o era un nombre inventado.
											Pero empezamos a buscar, y para ello 
usamos herramientas gratis de Internet
											La primera de ellas se llama Spokeo,
que nos permitió buscar a las Ritas Krills.
											Así que buscamos en todo EE.UU.
Las encontramos en Nueva York,
											en Pennsylvania, Nevada y Florida.
											Con eso, decidimos probar una segunda 
herramienta gratuita de Internet
											llamada Wolfram Alpha, con ella 
revisamos los boletines climáticos
											del día en que el video
fue subido a la red,
											y después de buscar en esas ciudades,
											descubrimos que en Florida hubo
tormentas y lluvia ese día.
											Fuimos a los listines de teléfono y encontramos,
											buscamos a las Ritas Krills de las listas,
											miramos un par de direcciones
											y eso nos condujo hasta Google Maps, 
donde localizamos una casa.
											Encontramos una casa,
cuya piscina se parecía
											bastante a la de Rita.
Volvimos al vídeo
											y tuvimos que buscar referencias cruzadas.
											Si observamos el vídeo
hay una gran sombrilla,
											una cama inflable blanca en la piscina,
											también que la piscina tiene unas 
esquinas inusualmente redondeadas
											y dos árboles en el fondo.
											Volvimos a Google Maps,
miramos más de cerca
											y con seguridad hay una cama 
inflable blanca,
											dos árboles,
											y una sombrilla. En esta foto está plegada.
											Con un poco de atención se pueden 
apreciar los bordes redondeados de la piscina.
											Pudimos contactar a Rita, aclarar
el video
											y asegurarnos de que lo había grabado,
luego nuestros clientes
											estaban contentísimos porque pudieron
mostrarlo tranquilamente.
									","
											Então, começámos a trabalhar neste vídeo e
											a única coisa que tínhamos era o nome 
de utilizador da conta do YouTube.
											Só havia um vídeo publicado nessa conta,
											e o nome de utilizador era Rita Krill.
											Não sabíamos se a Rita existia ou 
se era um nome falso.
											Mas começámos a procurar e utilizámos ferramentas 
gratuitas da <i>Internet</i> para o fazer.
											A primeira que usámos chama-se Spokeo e 
permitiu-nos procurar Rita Krills.
											Procurámos por todos os Estados Unidos. 
Encontrámos em Nova Iorque,
											encontrámos em Pensilvânia, Nevada e Flórida.
											Então fomos a uma segunda ferramenta 
gratuita da Internet
											que se chama Wolfram Alpha e consultámos 
os relatórios meteorológicos
											do dia em que o vídeo foi publicado,
											e quando verificámos em todas essas cidades,
											descobrimos que na Flórida 
tinha havido tempestade e chuva nesse dia.
											Então fomos à lista telefónica e descobrimos,
											procurámos as Rita Krills da lista
											e vimos algumas moradas diferentes,
											e isso levou-nos aos mapas do Google, 
onde encontrámos uma casa.
											Encontrámos uma casa com 
uma piscina que era
											extremamente parecida com a de Rita. 
Voltámos ao vídeo
											e procurámos pistas que 
pudéssemos comparar.
											Se olharem para o vídeo, há um 
grande guarda-sol,
											há um colchão branco na piscina,
											há umas bordas arredondadas invulgares 
na piscina,
											e há três árvores ao fundo.
											Voltámos aos mapas do Google e 
olhámos um pouco mais perto
											e, de facto, há o colchão branco,
											há as três árvores,
											há o guarda-sol. Nesta foto, está fechado.
											Uma pequena partida. E há as bordas 
arredondadas na piscina.
											Assim, pudemos telefonar a Rita, esclarecer o video,
											ter a certeza de que foi filmado e então 
os nossos clientes
											ficaram encantados porque 
puderam passá-lo sem preocupações.
									","
											So we set about going to work on this video, and
											the only thing that we had to go on was the username on the YouTube account.
											There was only one video posted to that account,
											and the username was Rita Krill.
											And we didn't know if Rita existed or if it was a fake name.
											But we started looking, and we used free Internet tools to do so.
											The first one was called Spokeo, which allowed us to look for Rita Krills.
											So we looked all over the U.S. We found them in New York,
											we found them in Pennsylvania, Nevada and Florida.
											So we went and we looked for a second free Internet tool
											called Wolfram Alpha, and we checked the weather reports
											for the day in which this video had been uploaded,
											and when we went through all those various cities,
											we found that in Florida, there were thunderstorms and rain on the day.
											So we went to the white pages, and we found,
											we looked through the Rita Krills in the phonebook,
											and we looked through a couple of different addresses,
											and that took us to Google Maps, where we found a house.
											And we found a house with a swimming pool that looked
											remarkably like Rita's. So we went back to the video,
											and we had to look for clues that we could cross-reference.
											So if you look in the video, there's the big umbrella,
											there's a white lilo in the pool,
											there are some unusually rounded edges in the swimming pool,
											and there's two trees in the background.
											And we went back to Google Maps, and we looked a little bit closer,
											and sure enough, there's the white lilo,
											there are the two trees,
											there's the umbrella. It's actually folded in this photo.
											Little bit of trickery. And there are the rounded edges on the swimming pool.
											So we were able to call Rita, clear the video,
											make sure that it had been shot, and then our clients
											were delighted because they were able to run it without being worried.
									","
											Nous avons donc décidé de travailler sur cette vidéo,
											et la seule chose sur laquelle travailler 
c'était ce nom d'utilisateur sur un compte YouTube.
											Il y avait une seule vidéo publiée sur ce compte,
											et le nom d'utilisateur était Rita Krill.
											Nous ne savions pas si Rita existait 
ou si c'était un faux nom.
											Mais nous avons commencé à chercher 
et nous avons utilisé des outils gratuits sur Internet.
											Le premier s'appelle Spokeo, qui nous a permis 
de chercher des gens du nom de Rita Krill
											Nous en avons trouvé partout dans les Etats Unis.
Nous en avons trouvé à New York,
											en Pennsylvanie, au Nevada et en Floride.
											Nous avons donc utilisé 
un autre outil gratuit sur Internet
											qui s'appelle Wolfram Alpha, 
et nous avons vérifié les bulletins météos
											le jour où la vidéo avait été publiée,
											et en regardant toutes ces villes,
											nous avons découvert qu'en Floride, 
il y avait eu des orages et de la pluie ce jour-là.
											Nous sommes donc allés sur les pages blanches 
et nous avons découvert,
											nous avons cherché les Rita Krill dans l'annuaire,
											et nous avons vérifié deux adresses différentes,
											ce qui nous a amené sur Google Maps, 
où nous avons trouvé une maison.
											Nous avons trouvé une maison 
avec une piscine qui ressemblait
											remarquablement à celle de Rita. 
Nous sommes revenus sur la vidéo,
											et il nous fallait chercher des indices pour vérifier.
											Si vous regardez la vidéo, il y a ce grand parasol,
											il y a un matelas blanc dans la piscine,
											il y a des bords étrangement arrondis dans la piscine,
											et il y a deux arbres en arrière plan.
											Nous sommes revenus sur Google Maps, 
nous avons regardé de plus près,
											et en effet, il y a le matelas blanc,
											il y a les deux arbres,
											il y a le parasol. Il est en fait fermé sur cette photo.
											Ça pourrait tromper. 
Et il y a les bords arrondis de la piscine.
											Nous avons donc pu appeler Rita, valider la vidéo,
											nous assurer qu'elle avait bien été tournée, 
et ensuite nos clients
											étaient ravis parce qu'ils ont pu 
la faire passer sans s'inquiéter.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Sin embargo algunas veces
la búsqueda de la verdad
											es un poco menos frívola,
y conlleva mayores consecuencias.
											Siria ha sido muy interesante
para nosotros debido, obviamente,
											a que la mayor parte del tiempo estás 
intentando poner en evidencia
											asuntos que son potencialmente 
crímenes de guerra, aquí es donde YouTube
											se convierte en el depósito más importante
											de información de lo que acontece en el mundo.
									","
											Mas a procura da verdade, por vezes,
											é um pouco menos descontraída e 
tem consequências maiores.
											A Síria tem sido realmente interessante 
para nós porque, obviamente,
											muito do tempo estávamos a tentar 
desmascarar coisas que podiam ser,
											potencialmente, provas de crimes de guerra, 
por isso é aqui que o YouTube
											se torna o depósito mais importante
											de informação do que está a acontecer 
no mundo.
									","
											Sometimes the search for truth, though,
											is a little bit less flippant, and it has much greater consequences.
											Syria has been really interesting for us, because obviously
											a lot of the time you're trying to debunk stuff that can be
											potentially war crime evidence, so this is where YouTube
											actually becomes the most important repository
											of information about what's going on in the world.
									","
											Parfois la recherche de la vérité,
											est un peu moins facile, 
et a des conséquences plus importantes.
											La Syrie nous intéresse beaucoup 
parce qu'évidemment
											nous essayons souvent de déboulonner 
des trucs qui peuvent être
											potentiellement des preuves de crimes de guerre, 
donc ici YouTube
											devient effectivement le plus grand dépôt
											d'informations sur ce qui se passe dans le monde.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Bueno, en este video no voy
a mostrarles todo porque
											es bastante horripilante,
pero van a oír algunos sonidos.
											Este es de Hama.
											Video: (Gritos)
											Lo que se aprecia en el vídeo, si se ve entero,
											son cuerpos ensangrentados siendo 
sacados de una camioneta
											y arrojados desde un puente.
											Lo que se alegaba era que estos individuos
pertenecían a una Hermandad Musulmana
											y que estaban deshaciéndose de los cuerpos
de agentes de policía sirios,
											y que además usaban
lenguaje vulgar y maldecían.
											Surgieron muchas replicas acerca
de quiénes eran
											y también sobre si lo que se decía
en el vídeo era correcto o no.
									","
											Este vídeo, não vos vou mostrar tudo
											porque é bastante horrível, 
mas vão ouvir alguns sons.
											Isto é de Hama.
											Vídeo: (Gritos)
											O que este vídeo mostra, 
quando o vemos na totalidade,
											são corpos ensanguentados que 
são retirados de uma carrinha
											e atirados de uma ponte.
											As acusações são as de que estes tipos 
são da Irmandade Muçulmana,
											que estavam a atirar corpos de soldados 
do Exército Sírio
											do cimo da ponte e estavam a praguejar e 
a utilizar linguagem blasfema,
											e houve uma grande quantidade de 
contra-argumentos sobre quem eles eram,
											e se estavam ou não onde o vídeo 
dizia que estavam.
									","
											So this video, I'm not going to show you the whole thing,
											because it's quite gruesome, but you'll hear some of the sounds.
											This is from Hama.
											Video: (Shouting)
											And what this video shows, when you watch the whole thing through,
											is bloody bodies being taken out of a pickup truck
											and thrown off a bridge.
											The allegations were that these guys were Muslim Brotherhood
											and they were throwing Syrian Army officers' bodies
											off the bridge, and they were cursing and using blasphemous language,
											and there were lots of counterclaims about who they were,
											and whether or not they were what the video said it was.
									","
											Cette vidéo, je ne vais pas vous la montrer en entier,
											parce qu'elle est assez horrible, 
mais vous entendrez certains bruits.
											Elle vient de Hama
											Vidéo: (Cris)
											Et ce que montre cette vidéo, 
quand on la visionne en entier,
											ce sont des corps ensanglantés sortis d'un pick-up
											et balancés d'un pont.
											Les allégations étaient que ces hommes 
étaient des Frères Musulmans
											et ils étaient en train de balancer 
du pont les corps d'officiers
											de l'armée syrienne en les maudissant 
et en proférant des injures,
											et il y a eu beaucoup de contre-déclarations 
sur qui ils étaient,
											et s’ils étaient ou pas ce que disait la vidéo.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Hablamos con algunas fuentes en Hama
											que habíamos seguido en Twitter,
y les preguntamos sobre el asunto,
											el puente llamó nuestra atención 
porque era algo identificable.
											Tres fuentes distintas dijeron tres
cosas distintas acerca del puente.
											Una dijo que el puente no existía.
											Otra dijo que el puente sí existía, pero
que no está en Hama, sino en otro lugar.
											Y la última dijo: ""creo que el puente existe,
											pero la represa río arriba estaba cerrada,
											de modo que el río debería haber estado seco,
y eso no tiene sentido"".
											Esa fue la única fuente que nos dio una pista.
											Revisamos el video para encontrar 
nuevas pistas.
											Nos fijamos en los rieles distintivos,
que podíamos usar.
											Nos fijamos en los bordillos.
Proyectaban sombra hacia el sur,
											así nos asegurábamos de que
el puente iba de este a oeste del río.
											Tenía bordillos en blanco y negro.
											Al mirar el río, puede notarse la presencia
											de una losa de cemento en la orilla oeste.
Hay una nube de sangre.
											Se trata de sangre en el río,
así que este fluye desde
											el sur hacia el norte.
Eso es lo que se infiere.
											Y también, si apartan la mirada del puente,
											verán algo de césped en el lado 
izquierdo de la orilla,
											y el río se hace más angosto.
									","
											Contactámos algumas fontes em Hama 
com quem estivemos
											a conversar no Twitter e 
questionámo-los sobre isto,
											e a questão da ponte foi interessante para nós 
porque era algo que podíamos identificar.
											Três fontes diferentes disseram 
três coisas diferentes sobre a ponte.
											Uma disse que a ponte não existia.
											Outra disse que a ponte existia mas não era 
em Hama. Era noutro sítio qualquer.
											A terceira disse: ""Penso que a ponte existe
											""mas a barragem a montante da ponte 
estava fechada
											""por isso o rio deveria estar seco, 
isto assim não faz sentido.""
											Portanto, esta foi a única a dar-nos uma pista.
											Procurámos outras pistas no vídeo.
											Vimos grades características que 
podíamos utilizar
											Olhámos para os passeios. 
As sombras estavam a apontar para sul,
											por isso, podíamos dizer que o sentido da ponte 
por cima do rio era de este para oeste.
											Tinha passeios pretos e brancos.
											Quando olhámos para o rio, 
pudemos ver uma
											pedra de betão no lado oeste. 
Há uma mancha de sangue.
											É sangue no rio. Portanto, o rio corre
											de sul para norte. É isto que me é mostrado.
											Além disso, quando olhamos da ponte
											há uma reentrância na margem esquerda
											e o rio estreita.
									","
											So we talked to some sources in Hama who we had been
											back and forth with on Twitter, and we asked them about this,
											and the bridge was interesting to us because it was something we could identify.
											Three different sources said three different things about the bridge.
											They said, one, the bridge doesn't exist.
											Another one said the bridge does exist, but it's not in Hama. It's somewhere else.
											And the third one said, ""I think the bridge does exist,
											but the dam upstream of the bridge was closed,
											so the river should actually have been dry, so this doesn't make sense.""
											So that was the only one that gave us a clue.
											We looked through the video for other clues.
											We saw the distinctive railings, which we could use.
											We looked at the curbs. The curbs were throwing shadows south,
											so we could tell the bridge was running east-west across the river.
											It had black-and-white curbs.
											As we looked at the river itself, you could see there's
											a concrete stone on the west side. There's a cloud of blood.
											That's blood in the river. So the river is flowing
											south to north. That's what that tells me.
											And also, as you look away from the bridge,
											there's a divot on the left-hand side of the bank,
											and the river narrows.
									","
											Nous avons donc parlé avec des sources à Hama
											à travers Twitter et nous leur avons posé 
des questions à ce sujet
											et le pont était intéressant 
parce qu'on pouvait l'identifier.
											Trois sources différentes nous on dit
trois choses différentes sur le pont.
											Elles ont dit, une, que le pont n'existe pas.
											Une autre a dit que le pont existe, 
mais il n'est pas à Hama. 
Il est ailleurs.
											Et la troisième a dit, « Je crois que le pont existe,
											mais le barrage en amont était fermé,
											donc la rivière devait en fait être à sec, 
ce truc n'est pas logique.""
											C'est donc la seule qui nous a donné un indice.
											Nous avons cherché d'autres indices dans la vidéo.
											Nous avons vu des barrières métalliques 
dont on pouvait se servir.
											Nous avons regardé les bords. 
Les bords projetaient une ombre au sud,
											nous étions donc en mesure de dire 
que le pont traversait la rivière d'est en ouest.
											Il avait des bords noirs et blancs.
											En regardant la rivière-même, nous avons vu
											un bloc en béton sur le côté ouest. 
Il y a un nuage de sang.
											C'est du sang dans la rivière. 
Donc la rivière s'écoule
											du sud au nord. C'est ce que ça me dit.
											De plus, en regardant loin du pont,
											il y a une motte sur la rive gauche,
											et la rivière se rétrécit.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Así que acudimos a Google Maps,
y empezamos
											a buscar puente por puente.
											Localizamos el embalse antes mencionado,
y empezamos a detenernos
											en cada lugar que la carretera cruza el río,
											descartando todos los puentes que no cuadrasen.
											Observamos un puente que cruza
en sentido este-oeste.
											Y llegamos a Hama. Hicimos todo
el recorrido desde el embalse
											hasta Hama, pero no hallamos
ningún puente.
											Fuimos algo más lejos.
Cambiamos a la vista satelital,
											y encontramos otro puente, y todas
las piezas empezaron a encajar.
											El puente parece cruzar
el río de este a oeste.
											Este podría ser nuestro puente.
Hicimos un acercamiento.
											Vimos que tiene una mediana, así que
es un puente de dos carriles.
											Tiene además los bordillos blanquinegros
que vimos en el video,
											y a medida que navegas a su alrededor,
puedes ver
											fotos del lugar subidas por alguien,
lo cual es muy útil.
											Hicimos clic en las fotos.
Y éstas nos muestran
											detalles con los que cruzar
referencias con el vídeo.
											Lo primero que vemos es el bordillo
blanco y negro de la acera,
											que encaja porque ya lo hemos visto.
											Distinguimos también los rieles desde
											donde los hombres arrojaban los cuerpos.
											Continuamos hasta que estuvimos seguros
de que este es nuestro puente.
									","
											Assim, fomos aos mapas do Google 
e começámos
											a procurar cada ponte, literalmente.
											Fomos ver a barragem de que falámos 
e começámos
											literalmente a ver todas as vezes 
que a estrada atravessa o rio,
											riscando as pontes que não coincidem.
											Estávamos a procurar uma que 
atravessasse no sentido este-oeste.
											E chegámos a Hama. Fizemos todo 
o caminho desde a barragem
											até Hama e a ponte não existe.
											Então, vamos um pouco mais longe. 
Mudámos para a vista de satélite,
											encontrámos outra ponte e tudo 
começa a bater certo.
											A ponte parece atravessar o rio 
de este para oeste.
											Esta pode ser a nossa ponte. 
Ampliámos a imagem.
											E vimos que tem uma linha mediana, 
por isso é uma ponte com duas vias.
											Tem os passeios a preto e branco 
que vimos no vídeo,
											e quando clicámos, vimos que alguém
											carregou fotos no mapa, o que foi muito útil,
											por isso, clicámos nas fotos. 
As fotos começaram a mostrar-nos
											mais detalhes para compararmos 
com o vídeo.
											A primeira coisa que vemos são 
os passeios a preto e branco,
											o que é útil porque já os tínhamos visto antes.
											Vemos as grades características 
por cima das quais se viam os tipos
											a atirar os corpos.
											E continuamos até ter a certeza de que 
esta é a nossa ponte.
									","
											So onto Google Maps we go, and we start
											looking through literally every single bridge.
											We go to the dam that we talked about, we start just
											literally going through every time that road crosses the river,
											crossing off the bridges that don't match.
											We're looking for one that crosses east-west.
											And we get to Hama. We get all the way from the dam
											to Hama and there's no bridge.
											So we go a bit further. We switch to the satellite view,
											and we find another bridge, and everything starts to line up.
											The bridge looks like it's crossing the river east to west.
											So this could be our bridge. And we zoom right in.
											We start to see that it's got a median, so it's a two-lane bridge.
											And it's got the black-and-white curbs that we saw in the video,
											and as we click through it, you can see someone's
											uploaded photos to go with the map, which is very handy,
											so we click into the photos. And the photos start showing us
											more detail that we can cross-reference with the video.
											The first thing that we see is we see black-and-white curbing,
											which is handy because we've seen that before.
											We see the distinctive railing that we saw the guys
											throwing the bodies over.
											And we keep going through it until we're certain that this is our bridge.
									","
											Nous allons donc sur Google Maps 
et nous commençons
											littéralement à examiner chaque pont.
											Nous allons au barrage dont nous avons parlé
											et nous cherchons chaque fois 
que la route traverse la rivière,
											en éliminant tous les ponts 
qui ne correspondent pas.
											Nous en cherchons un qui traverse d'est en ouest.
											Nous arrivons à Hama. Du barrage
											à Hama, aucun pont.
											Nous allons un peu plus loin. 
Nous passons à la vue satellite,
											et nous trouvons un autre pont, 
et tout commence à s'éclaircir.
											Le pont parait traverser la rivière d'est en ouest.
											Ça pourrait être notre pont. Nous zoomons.
											Nous commençons à voir qu'il a une bande médiane, 
c'est donc un pont à deux voies.
											Et il a les bords noirs et blancs 
que nous avons vu sur la vidéo,
											et en cliquant vous voyez que quelqu'un a publié
											des photos sur la carte, ce qui est très pratique,
											nous cliquons donc sur les photos. 
Et les photos commencent à montrer
											plus de détails qui nous renvoient à la vidéo.
											La première chose que nous voyons 
ce sont les bords noirs et blancs,
											ce qui est pratique puisque 
nous les avons vus auparavant.
											Nous voyons la rampe par dessus
laquelle les hommes
											balançaient les corps.
											Et nous continuons à vérifier 
jusqu'à être certains que c'est notre pont.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											¿Qué me dice todo eso?
Que debo volver a mis
											tres fuentes y repasar lo que me dijeron:
											la que afirmaba que el puente no existía,
											la que dijo que el puente no estaba en Hama,
											y la que aseveró: ""El puente sí existe,
pero no estoy seguro de los niveles de agua"".
											La tercera fuente se revela
de repente como la más confiable,
											y hemos sido capaces de descubrirlo usando
herramientas gratuitas de Internet,
											sentados en un cubículo
de una oficina de Dublín
											en el transcurso de 20 minutos.
											Esa es parte de la delicia de este proceso.
Aunque la red
											fluya como un torrente,
hay tanta información
											que es muy difícil de filtrar,
y cada vez lo es más.
											Si la usas adecuadamente,
puedes hallar información increíble.
											Con un par de pistas,
podría averiguar
											muchas cosas acerca de Uds. que quizá
no querrían que averiguara.
									","
											O que é que isto me diz? 
Tenho de voltar às minhas
											três fontes e ver o que me disseram:
											a que disse que a ponte não existia,
											a que disse que a ponte não era em Hama,
											e aquele tipo que disse: ""Sim, a ponte existe mas 
não tenho a certeza quanto aos níveis da água"".
											De repente, o número três parece 
o mais autêntico,
											e conseguimos descobrir isso usando 
ferramentas gratuitas da <i>Internet</i>,
											sentados num cubículo de um 
escritório, em Dublin
											em 20 minutos.
											É parte da beleza disto. Apesar da <i>Internet</i>
											se mover como uma corrente, 
tem tanta informação
											que, de dia para dia, se torna cada vez 
mais difícil de seleccionar.
											Se a usarmos com inteligência, 
podemos encontrar informações incríveis.
											Com um par de pistas, provavelmente,
conseguia descobrir
											muitas coisas sobre a maioria de vocês 
que não gostariam que descobrisse.
									","
											So what does that tell me? I've got to go back now
											to my three sources and look at what they told me:
											the one who said the bridge didn't exist,
											the one who said the bridge wasn't in Hama,
											and the one guy who said, ""Yes, the bridge does exist, but I'm not sure about the water levels.""
											Number three is looking like the most truthful all of a sudden,
											and we've been able to find that out using some free Internet tools
											sitting in a cubicle in an office in Dublin
											in the space of 20 minutes.
											And that's part of the joy of this. Although the web
											is running like a torrent, there's so much information there
											that it's incredibly hard to sift and getting harder every day,
											if you use them intelligently, you can find out incredible information.
											Given a couple of clues, I could probably find out
											a lot of things about most of you in the audience that you might not like me finding out.
									","
											Qu'est-ce que ça nous dit ? 
Je dois maintenant revenir
											à mes trois sources et analyser ce qu'elles m'ont dit :
											celle qui disait que le pont n'existait pas,
											celle qui disait que le pont n'était pas à Hama,
											et l'homme qui a dit, « Oui, le pont existe, 
mais je ne suis pas sûr du niveau de l'eau. »
											Tout à coup la troisième parait la plus véridique,
											et nous avons pu découvrir tout ça en utilisant 
des instruments Internet gratuits
											assis dans un box dans un bureau à Dublin
											en 20 minutes.
											Et ça fait partie du plaisir. Malgré le web
											soit comme un torrent, il y a tellement d'informations
											c'est incroyablement dur de trier et 
ça devient de plus en plus dur,
											si vous l'utilisez de manière intelligente, 
vous pouvez y trouver des informations incroyables.
											À partir de deux ou trois indices, 
je pourrais probablement trouver
											plein de choses sur la plupart de vous dans le public 
que vous n'aimeriez pas qu'on découvre.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Pero lo cierto es que
en un momento en el que
											hay una abundancia de 
información mayor que nunca,
											es más complicado filtrarla,
pero contamos con mejores herramientas.
											Tenemos herramientas gratuitas 
de Internet que nos permiten
											hacer este tipo de investigación.
											Contamos con algoritmos más inteligentes
											y computadoras más rápidas que nunca.
									","
											O que isto me diz é que, numa época em que
											há mais, em que há uma maior abundância 
de informação do que nunca,
											difícil de filtrar, nós temos ferramentas melhores.
											Temos ferramentas grátis que nos permitem,
											que nos ajudam neste tipo de investigação.
											Temos algoritmos mais espertos 
do que nunca
											e computadores que são mais rápidos 
do que nunca.
									","
											But what it tells me is that, at a time when
											there's more — there's a greater abundance of information than there ever has been,
											it's harder to filter, we have greater tools.
											We have free Internet tools that allow us,
											help us do this kind of investigation.
											We have algorithms that are smarter than ever before,
											and computers that are quicker than ever before.
									","
											Mais ça me dit que, à une époque
											où il y a plus — il y a une abondance d'informations 
comme jamais auparavant,
											filtrer devient plus difficile, 
nous avons de meilleurs outils.
											Nous avons des outils internet gratuits,
											qui nous aident dans ce genre d'enquête.
											Nous avons des algorithmes 
plus intelligents que jamais,
											et des ordinateurs plus rapides que jamais.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
