en,es,de,tr,fr,title,speaker,duration,tags
"
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Vocalizing)
									","
											(Vocalización)
									","
											(Lautgesang)
									","
											(Vokal)
									","
											(Vocalisation)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Improvising)
									","
											(Improvisación)
									","
											(Improvisation)
									","
											(Doğaçlama)
									","
											(Improvisation)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											It's my people in Soweto,
									","
											Es mi gente de Soweto,
									","
											Es ist mein Volk in Soweto,
									","
											Soweto'daki halkım,
									","
											C'est mon peuple à Soweto,
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											my people in Mozambique,
									","
											mi gente de Mozambique,
									","
											mein Volk in Mosambik,
									","
											Mozambique'deki halkım,
									","
											C'est mon peuple en Mozambique,
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											my people in Senegal.
									","
											mi gente de Senegal.
									","
											mein Volk im Senegal.
									","
											Senegal'deki halkım.
									","
											mon peuple au Sénégal.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											These are my people in the ghettos.
									","
											Esta es mi gente de los guetos.
									","
											Dies ist mein Volk in den Ghettos.
									","
											Bunlar benim gettolardaki halkım.
									","
											C'est mon peuple dans les ghettos.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Music ends)
									","
											(Fin de la música)
									","
											(Musik endet)
									","
											(Müzik sona erer)
									","
											(Fin de la chanson)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Cheering)
									","
											(Ovación)
									","
											(Jubelrufe)
									","
											(Tezahüratlar)
									","
											(Acclamations)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thank you very much.
									","
											Muchas gracias.
									","
											Vielen Dank.
									","
											Çok teşekkürler.
									","
											Merci infiniment.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
