en,pt,tr,es,fr,title,speaker,duration,tags
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Uncertain of what I was after,
											I did need to talk to them.
											So I set out on my quest,
											and I actually found most of them.
											The first juror I met
											thought that Bobby got what he deserved.
											Another juror —
											well, they just kind of regretted
that it took so long
											to carry the sentence out.
											Then one juror, and I don't know
what was wrong with him,
											but he didn't remember
anything about the trial.
									","
											Sem saber o que iria acontecer,
											eu precisava de falar com eles.
											Por isso, comecei a minha busca
											e encontrei quase todos.
											O primeiro jurado que encontrei
											achava que Bobby tinha tido o que merecia.
											Outro jurado...
											eles lamentavam
que tivesse demorado tanto
											a executar a sentença.
											Então, um jurado — não sei
o que é que se passava com ele —
											não se lembrava de nada
sobre o julgamento
									","
											Neyin peşinde olduğumdan emin olmayarak
											onlarla konuşmam gerekiyordu.
											Araştırmak için yola koyuldum
											ve aslında çoğunu da buldum.
											Buluştuğum ilk jüri,
											Bobby'nin hak ettiğini
bulduğunu düşünüyordu.
											Diğer jüri —
											şey, idamın gerçekleşmesinin
bu kadar uzun sürmesine
											biraz pişmanlık duyuyordu.
											Bir sonraki jüri,
sorunu neydi bilmiyorum,
											ama duruşma hakkında
hiçbir şey hatırlamıyordu.
									","
											Sin saber muy bien para qué,
											lo cierto es que necesitaba
hablar con ellos.
											Decidí contactarlos,
											y logré encontrar a la mayoría.
											El primer jurado que vi
											pensaba que Bobby tuvo su merecido.
											Otro de los jurados,
											en cierto modo lamentó que la sentencia
se hubiera dictado con tanta demora.
											Y luego otro jurado, que quién
sabe qué problema tendría,
											no recordaba absolutamente
nada del juicio.
									","
											Je ne savais pas ce que je recherchais
											mais j'avais besoin de parler avec eux.
											Alors, j'ai fait des recherches
											et j'ai retrouvé la plupart
des membres de mon jury.
											Le premier que j'ai rencontré
											pensait que Bobby avait reçu
ce qu'il méritait.
											Un autre membre du jury
											regrettait simplement
que ça ait pris autant de temps
											pour exécuter la sentence.
											Un autre, et je ne sais pas
ce qui ne tournait pas rond chez lui,
											ne se souvenait plus du tout du procès.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Well,
											I'm thinking in my mind,
											""Jeez, is this the response
I'm gonna get from everybody else?""
									","
											Bom,
											comecei a pensar:
											""Bolas, será esta a resposta
que vou receber de todos?""
									","
											Pekala,
											zihnimin içinde düşünüyorum,
											""Vay, herkesten bu tepkiyi mi alacağım?""
									","
											A esa altura,
											pensé para mis adentros:
											""Vaya, ¿son estas las respuestas 
que me van a dar?"".
									","
											Bien,
											je commençais à craindre
											que ce soit la seule réaction
que j'allais obtenir des autres jurés.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Well, thank God for Allen.
											Allen was a gentle soul.
											And when I talked to him,
he was genuinely upset
											about our decision.
											And he told me about the day
that the devastation
											really set in on him and hit him.
											He was listening to the radio,
											and the radio had a list of names
of men to be executed
											at Parchman Penitentiary.
											He heard Bobby's name,
											and he then truly realized
what he had done.
											And he said, ""You know, I had
a responsibility in that man's death.""
											Now here it is, 20-something years later,
											and Allen is still dealing
with that issue.
											And he's never told anyone about it,
not even his wife.
											He also told me
											that if the State of Mississippi
wanted to keep the death penalty,
											then hey, they needed to provide
counseling for the jurors.
									","
											Graças a Deus, havia o Allen.
											Allen era uma alma gentil,
											Quando falei com ele,
											ele ficara muito perturbado
com a nossa decisão.
											E falou-me daquele dia
											em que a devastação se tinha
instalado nele e o abatera.
											Estava a ouvir a rádio
											e a rádio dava uma lista de nomes
de homens que iam ser executados
											na Penitenciária de Parchman.
											Ouviu o nome de Bobby,
											e só então se deu conta
do que tinha feito e disse-me:
											""Sabe, eu também sou responsável
pela morte daquele homem"".
											E pronto, 20 e tal anos depois,
											Allen continua a debater-se
com este problema.
											Nunca disse nada a ninguém,
nem sequer à mulher dele.
											Também me disse
											que, se o Estado de Mississippi
quisesse manter a pena de morte,
											precisavam de fornecer
aconselhamento aos jurados.
									","
											Allen için Tanrı'ya şükürler olsun.
											Allen kibar bir ruha sahipti.
											Onunla konuştuğumda kararımız konusunda
											canıgönülden üzgündü.
											Bana o gün hakkında,
perişanlığın içine oturduğunu
											ve bunun onu çarptığını anlattı.
											Radyo dinliyordu ve radyoda
											Parchman Hapishanesi'nde
idam edilecek adamların
											bir listesi vardı.
											Bobby'nin adını duydu
											ve ondan sonra,
gerçekten ne yaptığını fark etti.
											Dedi ki, ""Biliyorsun, o adamın
ölümünde sorumluluğum vardı.""
											Şimdi işte burada,
20 bilmem kaç yıl sonra
											ve Allen hala bu konuyla uğraşıyor.
											Hiç kimseye de asla
bundan bahsetmedi, eşine bile.
											Ayrıca bana
											Mississippi Eyaleti idam cezasını 
muhafaza etmek isteseydi,
											o zaman hey, jüriler için
danışmanlık sağlamak zorundaydı dedi.
									","
											Pero por suerte estaba Allen.
											Allen era un alma generosa.
											Y cuando hablé con él, se mostró 
genuinamente compungido
											por nuestra decisión.
											Y me contó del día exacto
en que la angustia lo sobrecogió
											y le dio un duro golpe.
											Fue cuando escuchó por radio
											la lista de los hombres
que serían ejecutados
											en la penitenciaría de Parchman.
											Oyó el nombre de Bobby,
											y recién entonces tomó 
conciencia de lo que había hecho.
											Y dijo: ""En verdad, yo he participado
en la muerte de ese hombre"".
											Y hoy, 20 y tantos años después,
											Allen aún sigue lidiando con ese problema.
											Y no se lo ha dicho a nadie,
ni siquiera a su esposa.
											Me dijo también
											que si el estado de Misisipi
quería seguir con la pena de muerte,
											entonces ya era hora de que empezaran
a asistir a los jurados con terapia.
									","
											Heureusement, Allen était là.
											Allen est un homme bon.
											Quand nous avons parlé,
il était sincèrement troublé
											par notre décision.
											Il m'a raconté quand il a pris
conscience de ce qu'il avait fait
											et comment cela l'a détruit.
											Il écoutait la radio
											et le journaliste citait les noms
des hommes qui allaient être exécutés
											au centre pénitenciaire de Parcham.
											Il a entendu le nom de Bobby
											et a compris ce qu'il avait fait.
											Il m'a dit qu'il avait une responsabilité
dans la mort de cet homme.
											Nous voici 20 ans plus tard
											et Allen est toujours
en train de gérer ce sentiment.
											Il n'en a jamais parlé à personne,
même pas à sa femme.
											Il m'a aussi dit
											que si l'État du Mississippi voulait
continuer d'appliquer la peine de mort,
											il devrait offrir un suivi thérapeutique
aux membres des jurys.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Then the next juror I met was Jane.
											Jane is now totally
against the death penalty,
											And there was Bill.
											Bill said he had this
crushing depression for weeks,
											and when he went back to work,
											his colleagues would say
things to him like,
											""Hey, did you fry him?""
											To them, it was just a joke.
											Then there was Jon.
											Jon said his decision weighed on him,
											and it burdened him daily.
									","
											Depois, o jurado seguinte
que encontrei foi Jane.
											Jane é hoje totalmente
contra a pena de morte.
											E havia Bill.
											Bill disse-me que teve
uma depressão terrível durante semanas
											e, quando regressou ao trabalho,
											os colegas diziam-lhe coisas como:
											""Ei, fritaste-o?""
											Para eles, era uma piada.
											Depois, havia o Jon.
											Jon disse que a decisão dele
lhe era pesada
											e que o acabrunhava todos os dias.
									","
											Buluştuğum sonraki jüri Jane'di.
											Jane şu anda idam cezasına
tamamen karşı.
											Sonraki de Bill.
											Bill haftalarca
bu yıkıcı depresyonu yaşadığını
											ve sonra işe döndüğünü söyledi,
											iş arkadaşları ona
şöyle şeyler söylüyormuş,
											""Hey, onu kızarttın mı?""
											Onlar için bu yalnızca bir şakaydı.
											Daha sonra Jon var.
											Jon, kararının ona ağır geldiğini
											ve her gün sıkıntı çektiğini söyledi.
									","
											Luego me contacté con Jane, 
parte del grupo de jurados.
											Actualmente, está totalmente
en contra de la pena de muerte.
											Y también estaba Bill.
											Bill dijo que sufrió de una profunda
depresión durante semanas,
											y cuando regresó al trabajo,
											sus compañeros le decían cosas como:
											""¿Y? ¿Lo cocinaste
en la silla eléctrica?"".
											Para ellos, no era más que una broma.
											Y luego estaba Jon.
											Jon admitió que aquella decisión
fue un gran peso que debía cargar,
											y que lo aplastaba día tras día.
									","
											Ensuite, j'ai rencontré Jane.
											Elle est maintenant
contre la peine de mort.
											Ensuite, j'ai rencontré Bill.
											Bill m'a avoué avoir eu une dépression
pendant des semaines.
											De retour au travail,
											ses collègues lui disaient
des choses comme :
											« Alors, tu l'as grillé ? »
											Ce n'était qu'une plaisanterie pour eux.
											Il y a eu aussi Jon.
											Jon m'a dit que sa décision lui pesait
											et le consumait tous les jours.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											The final juror that I spoke to was Ken.
											Ken was the foreman of the jury.
											When we sat down to talk,
											it was apparent that he was deeply
saddened by what we were required to do.
											He relived the day
that he left the courthouse
											and he drove home
											and he went to put his key
in his door and unlock it,
											and he said he literally broke down.
											He said he knew that Bobby was guilty,
											but the decision he made,
											he did not know
if it was the right decision.
											And he said that he played it
over and over in his head.
											Did we do the right thing?
											Did we do the right thing?
											Did we do the right thing?
									","
											O último jurado
com quem falei foi Ken.
											Ken fora o primeiro jurado.
											Quando nos sentámos para falar,
											era visível que ele se sentia
profundamente entristecido
											com o que lhe tinha sido exigido fazer.
											Recordou o dia em que deixara o tribunal,
											voltara para casa,
											enfiara a chave na porta e a abrira.
											Disse que se tinha ido abaixo,
literalmente.
											Disse que sabia que Bobby era culpado
											mas não sabia se a decisão que tomara
											tinha sido a decisão correta.
											Disse que dera voltas e voltas à cabeça:
											""Teremos feito o que devíamos?""
											""Tomámos a decisão certa?""
											Tomámos a decisão certa?
									","
											Konuştuğum son jüri Ken'di.
											Ken jüri başkanıydı.
											Konuşmak için oturduğumuzda
											yapmamız gereken şey konusunda
derinden üzgün olduğu belliydi.
											Adliyeyi terk ettiği gün rahatlamıştı
											ve arabasıyla eve döndü
											ve anahtarı kapıya götürüp kilidini açtı
											ve gerçekten yıkılmıştı.
											Bobby'nin suçlu olduğunu bildiğini,
											fakat aldığı kararın
											doğru karar olup olmadığını
bilmediğini söyledi.
											Bunu kafasında defalarca
canlandırdığını söyledi.
											Doğru şeyi mi yapmıştık?
											Doğru şeyi mi yapmıştık?
											Doğru şeyi mi yapmıştık?
									","
											El último jurado con quien hablé fue Ken.
											Él era el jefe de los jurados.
											Cuando empezamos a hablar,
											no podía ocultar la profunda tristeza
											que le significó el tener 
que cumplir con su deber.
											Revivió en su memoria el día
en que salió del juzgado,
											se fue conduciendo a su casa
											y cuando puso la llave 
en la cerradura para abrir la puerta,
											confesó que se desplomó, literalmente.
											Dijo que sabía que Bobby era culpable,
											pero no estaba seguro
											de que su decisión había sido la correcta.
											Y dijo que esa idea rondaba 
en su mente una y otra vez.
											¿Hicimos lo correcto?
											¿Hicimos lo correcto?
											¿Hicimos lo correcto?
									","
											Ken est le dernier juré
que j'ai rencontré.
											Ken était notre premier juré.
											Quand nous nous sommes retrouvés,
											il était clairement profondément affecté
par ce qu'on nous avait obligés à faire.
											Il a revécu la journée
après avoir quitté le tribunal.
											Il est rentré à la maison
											et quand il a mis la clé dans la serrure
pour ouvrir la porte,
											il s'est effondré.
											Il savait que Bobby était coupable,
											mais la décision qu'il a prise,
											il n'était pas certain
que c'était la bonne.
											Cette question le taraudait
continuellement.
											Avons-nous fait ce qui était juste ?
											Avons-nous fait ce qui était juste ?
											Avons-nous fait ce qui était juste ?
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											(Sighs)
									","
											(Suspiro)
									","
											(İç çekiyor)
									","
											(Suspira)
									","
											(Soupir)
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											All those years,
											and I finally realized that I was not
the only disillusioned juror.
											And we talked about sharing our experience
											with potential jurors
											to give them some insight
into what to expect,
											and to tell them do not be complacent;
											to know what you believe;
											to know where you stand and be prepared,
											because you don't want
to walk in one morning as a juror
											and leave at the end of the trial
feeling like a murderer.
									","
											Depois de todos aqueles anos,
											percebi por fim que eu não
era a única jurada desiludida.
											Falámos de partilhar a nossa experiência
											com possíveis jurados
											e dar-lhes algumas ideias
sobre o que os esperava,
											dizer-lhes para não serem complacentes;
											saberem em que acreditavam;
											saberem o que defendem
e estarem preparados,
											porque não queremos começar
uma manhã enquanto jurados
											e sair, no fim do julgamento,
sentirmo-nos como assassinos.
									","
											Onca yıl geçti
											ve ben sonunda tek üzgün jüri
olmadığımı fark ettim.
											Potansiyel jürilerle,

											tecrübemizi paylaşmak konusunda konuştuk,
											onlara bekleyecekleri şey
hakkında öngörü vermek için
											ve ilgisiz olmayın demek için;
											inandığınız şeyi bilin demek için;
											durduğunuz yeri bilin
ve hazırlıklı olun demek için,
											çünkü bir sabah jüri olarak içeriye girip,
											duruşma sonunda bir katil gibi
hissederek çıkmayı istemezsiniz.
									","
											Tantos años habían pasado,
											y recién entonces me di cuenta
											de que no era yo la única 
decepcionada entre los jurados.
											Y pensamos en la posibilidad
de compartir nuestra experiencia
											con potenciales jurados
											para darles una perspectiva
de lo que deberán afrontar,
											y para que no sean complacientes,
											que estén seguros de lo que piensan,
											que sepan dónde están parados,
que estén preparados,
											porque nadie querrá entrar 
en la corte como jurado una mañana
											y salir al final del juicio
sintiéndose un asesino.
									","
											Après toutes ces années,
											j'ai compris que je n'étais pas la seule
membre d'un jury déçue par tout ça.
											Nous avons réfléchi à partager
notre expérience
											avec des membres de jurys potentiels
											pour leur offrir un aperçu
de ce qui les attendait,
											leur dire de ne pas être complaisant,
											de savoir ce en qui ils croient,
											de savoir quelles sont leurs limites
et de se préparer
											car personne ne souhaite
entrer au tribunal en tant que juré
											et en ressortir en pensant
être un meurtrier.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Now, through this storm in my life,
I did find some inspiration,
											and it came in the form
of my granddaughters.
											My 14-year-old granddaughter, Maddie,
											was writing an essay
on the death penalty for school,
											and she was asking me questions.
											Well, it dawned on me
that this child was being raised
											in the same eye-for-an-eye culture
											as I was,
											or had been.
											And so I explained my experience
to her this way:
											that I had sentenced someone to death
											as I served on a jury.
											And I asked her,
											""Did that make me a murderer?""
											She couldn't answer.
									","
											No meio desta tempestade na minha vida,
encontrei alguma inspiração,
											e ela veio sob a forma
das minhas netas.
											A minha neta Maddie, de 14 anos,
											estava a escrever um artigo
sobre a pena de morte, para a escola,
											e veio fazer-me perguntas.
											Apercebi-me que aquela criança
estava a ser educada
											na mesma cultura de ""olho por olho"",
											tal como eu fora ou tinha sido.
											E eu expliquei-lhe a minha experiência
desta forma:
											que eu tinha condenado
uma pessoa à morte,
											quando fizera parte de um júri.
											E perguntei-lhe:
											""Isso fez de mim uma assassina?""
											Ela não soube responder.
									","
											Hayatımdaki bu fırtına boyunca,
biraz ilham bulabildim
											ve bu ilham bana, torunlarımla geldi.
											14 yaşındaki torunum Maddie
											okul için idam cezasıyla ilgili bir
kompozisyon yazıyordu
											ve bana sorular soruyordu.
											Bu çocuğun da benim gibi
											aynı kısasa kısas kültüründe
											büyüyor olduğu fikri
											kafama dank etti.
											Ona tecrübemi şöyle açıkladım:
											Bir jüri olarak görev yaparken
											birisine idam cezası vermiştim.
											Ona sordum,
											""Bu beni katil yapar mı?""
											Cevap veremedi.
									","
											Mientras atravesaba 
este duro trance en mi vida,
											encontré inspiración,
											que me la dieron mis nietas.
											Mi nieta Maddie, de 14 años,
											estaba redactando un trabajo
sobre la pena de muerte para la escuela,
											y empezó a hacerme preguntas.
											Y allí me di cuenta de que ella
recibió la misma educación
											basada en la cultura del ""ojo por ojo""
											que recibí yo... O había recibido.
											Y le expliqué mi experiencia
de la siguiente manera:
											que yo había condenado
a una persona a la pena de muerte
											como miembro del jurado.
											Y le pregunté:
											""¿Eso me transformó a mí en asesina?"".
											No pudo responderme.
									","
											Dans les épreuves de ma vie,
j'ai trouvé des sources d'inspiration
											sous la forme de mes petites-filles.
											Ma petite-fille de 14 ans, Maddie,
											devait écrire une dissertation
sur la peine de mort pour l'école.
											Elle est venue me poser des questions.
											J'ai réalisé que cette enfant
était éduquée
											dans la même culture que la loi du Talion
											que moi,
											que mon éducation.
											Alors je lui ai parlé de mon expérience :
											j'avais condamné un homme à la mort
											quand j'avais été membre d'un jury.
											Je lui ai alors demandé :
											« Cela fait-il de moi une meurtrière ? »
											Elle n'a pas pu me répondre.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											I knew then that this topic
needed to be open for discussion.
											And guess what happened?
											I got invited to speak, just recently,
											in an abolitionist community.
											While I was there, I got a T-shirt.
											It says, ""Stop Executions.""
											Well, when I get home, my 16-year-old
granddaughter was there, Anna,
											and she says, ""Can I have that shirt?""
											Well, I looked at her dad —
											her dad is my son —
											and I knew that he is still dealing
with this death penalty issue.
											So I turned around
and I looked at her, and I said,
											""Are you gonna wear this?""
											So she turned and she looked
at her dad, and she said,
											""Dad, I know how you feel,
											but I don't believe in the death penalty.""
											My son looked at me,
											shook his head, and said,
											""Thanks, Mom.""
											And I knew it wasn't a nice ""Thanks, Mom.""
									","
											Eu sabia que era preciso abrir
a discussão sobre este tópico.
											E sabem o que aconteceu?
											Fui convidada para falar,
há pouco tempo,
											numa comunidade abolicionista.
											Quando lá estava, deram-me uma ""T-shirt""
											que diz: ""Acabem com as execuções"".
											Quando cheguei a casa, estava lá
a minha neta Anna, de 16 anos
											e ela disse: ""Dás-me essa 'T-shirt'?""
											Olhei para o pai dela
											— o pai dela é o meu filho.
											Eu sabia que ele ainda apoiava
a pena de morte.
											Por isso, virei-me para ela
e perguntei-lhe:
											""Vais usar isto?""
											Ela virou-se para o pai e disse:
											""Pai, eu sei como tu pensas,
											""mas eu não acredito na pena de morte"",
											O meu filho olhou para mim,
											abanou a cabeça e disse:
											""Obrigado, mãe"".
											Percebi que não era
um ""obrigado, mãe"" simpático.
									","
											Daha sonra bu konunun tartışmaya
açık olması gerektiğini biliyordum.
											Bilin bakalım ne oldu?
											Geçenlerde kölelik karşıtı bir topluluk
											beni konuşmaya davet etti.
											Oradayken bir tişörtüm vardı.
											Üzerinde ""İdamları Durdurun"" yazıyordu.
											Eve gittiğimde 16 yaşındaki
torunum Anna oradaydı
											ve dedi ki ""Bu tişörtü alabilir miyim?""
											Babasına baktım —
											babası benim oğlum —
											ve onun hala bu idam meselesiyle
uğraştığını biliyordum.
											Anna'ya döndüm ve ona şöyle dedim,
											""Bunu giyecek misin?""
											Döndü ve babasına baktı ve dedi ki,
											""Baba, hislerini anlıyorum,
											ama ben idam cezasına inanmıyorum.""
											Oğlum bana baktı,
											kafasını salladı ve şöyle dedi,
											""Teşekkürler anne.""
											Bunun güzel bir ""teşekkürler anne""
olmadığını biliyordum.
									","
											Supe entonces que este tema 
ameritaba un debate profundo.
											¿Y saben qué ocurrió?
											Me invitaron a hablar, hace muy poco,
											en una comunidad abolicionista.
											Cuando estuve allí, me dieron una camiseta
											que decía ""Basta de ejecuciones"".
											Cuando regresé a mi casa, 
mi nieta Anna, de 16 años,
											me dijo: ""¿Me prestas la camiseta?"".
											Entonces miré a su padre,
											es decir, mi hijo,
											y yo sabía qué él aún tenía sus reservas
con el tema de la pena de muerte.
											Me dirigí a mi nieta y le dije:
											""¿La usarás?"".
											Entonces ella mira a su padre y le dice:
											""Papá, sé lo que sientes, pero 
yo no creo en la pena de muerte"".
											Mi hijo me miró,
											sacudió la cabeza y dijo:
											""Gracias, mamá"".
											Y yo sabía que no era 
un ""Gracias, mamá"" genuino.
									","
											J'ai alors su qu'il fallait porter
le sujet sur la place publique.
											Que s'est-il passé ?
											On vient de m'inviter récemment
à prendre la parole
											dans une communauté en faveur
de l'abolition de la peine de mort.
											Ils m'ont donné un T-shirt
											avec l'inscription :
« Arrêtez les exécutions ! »
											De retour à la maison,
ma petite-fille de 16 ans, Anna,
											m'a demandé à avoir ce T-shirt.
											J'ai regardé son père,
											son père est mon fils,
											car je savais que cette controverse
sur la peine de mort le perturbait.
											Je me suis retournée vers
ma petite-fille et je lui ai demandé
											si elle envisageait de le porter.
											Elle s'est tournée
vers son père et a dit :
											« Papa, je sais ce que tu penses.
											Mais je ne crois pas
en la peine de mort. »
											Mon fils m'a regardée,
											il a secoué la tête
											et il m'a remerciée.
											J'ai entendu le sarcasme de son « merci ».
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											So I learned that life
had taught me some lessons.
											It taught me, if I had
not served on that jury,
											that I would still be of the same mindset.
											It also gave me confidence
											to be able to see through
the eyes of my granddaughters,
											that this younger generation,
they're capable and they're willing
											to tackle these difficult social issues.
											And because of my experience,
											my granddaughters,
											they're now more equipped
to stand on their own
											and to think for themselves
											than to rely on cultural beliefs.
									","
											Aprendi que a vida me ensinou
algumas lições.
											Ensinou-me que, se eu não tivesse
feito parte daquele júri,
											ainda hoje teria a mesma mentalidade.
											Também me deu confiança
											para conseguir ver pelos olhos
das minhas netas,
											que esta geração mais nova
é capaz e está disposta
											a agarrar nestas questões
sociais difíceis.
											Por causa da minha experiência,
											as minhas netas
											estão hoje mais bem equipadas
para serem autónomas
											e pensarem pela sua cabeça,
											em vez de obedecerem
a crenças culturais,
									","
											Hayatın bana bazı dersler
öğrettiğini öğrenmiştim.
											O jüride görev almamış olsaydım,
											hâlâ aynı zihniyette
olabileceğimi öğretti.
											Bana, torunlarımın gözünden
											bakabilme güvenini de verdi,
											genç jenerasyonun bu zor,
sosyal meselelerle mücadele etmeye
											istekli ve yetenekli olduklarını gösterdi.
											Tecrübemden ötürü de
											torunlarım artık
											kendi ayakları üzerinde durma konusunda
											ve kültürel inançlara güvenmek yerine
											kendileri için düşünmek
konusunda daha donanımlı.
									","
											Supe así que la vida
me enseñó algunas cosas.
											Me enseñó que, si yo no hubiera
formado parte de ese jurado,
											hoy pensaría de esa misma forma.
											También me dio la confianza
											para poder ver a través
de los ojos de mis nietas,
											y entender que esta generación 
más joven es capaz y está dispuesta
											a abordar estos ríspidos temas sociales.
											Y gracias a mi experiencia,
											ahora mis nietas tienen más herramientas
											para valerse por sí solas
y pensar por sí mismas
											sin tener que seguir
las creencias culturales.
									","
											J'ai appris que la vie
m'a appris des leçons.
											Elle m'a appris que si je n'avais
pas été dans ce jury,
											je n'aurais pas changé d'avis.
											Elle m'a aussi donné confiance
											pour voir dans le regard
de mes petites-filles
											que la nouvelle génération peut et veut
											débattre de ces problèmes
sociaux complexes.
											Grâce à mon expérience,
											mes petites-filles
											ont les outils indispensables
pour défendre leurs opinions,
											et penser par elles-mêmes
											plutôt que de se fier
aux croyances culturelles.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											So:
											being from a conservative,
Christian family
											from a very conservative state
in the United States,
											I am here to tell you
											that the death penalty has new opponents.
									","
											Assim,
											pertencendo a uma família
cristã conservadora,
											num estado muito conservador nos EUA,
											venho aqui para vos dizer
											que a pena de morte
tem novos opositores.
									","
											Yani:
											Tutucu, Hristiyan bir aileden,
											Birleşik Devletler'in çok tutucu bir
eyaletinden gelen birisi olarak
											burada sizlere
											idam cezasının yeni düşmanları
olduğunu söylemek için bulunuyorum.
									","
											En definitiva,
											siendo de una familia
conservadora y cristiana,
											y de un estado profundamente 
conservador en Estados Unidos,
											he venido a decirles
											que la pena de muerte 
tiene nuevos detractores.
									","
											Donc,
											issue d'une famille
conservatrice et chrétienne,
											vivant dans un des États les plus
conservateurs des États-Unis,
											je suis venue vous dire
											que la peine de mort
a de nouveaux opposants.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Thank you.
									","
											Obrigada.
									","
											Teşekkürler.
									","
											Gracias.
									","
											Merci.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
