en,pt,de,title,speaker,duration,tags
"
											Now, all of this sounds great,
											but where are we going to
get this generation four from?
											Do we just sit and hope that they emerge
											by chance, or that God gives them to us?
											No, I don't think so.
											It's too important an issue 
for us to leave it to chance.
											I believe that we need to create African institutions,
											home-grown, that will identify and develop
											these leaders in a systematic, practical way.
											We've been doing this for the last 10 years
											through the African Leadership Academy.
											Laetitia is one of our young leaders.
											Today, we have 700 of them 
that are being groomed
											for the African continent,
											and over the next 50 years,
											we expect to create 6,000 of them.
									","
											Tudo isto soa muito bem,
											mas onde vamos buscar esta quarta geração?
											Ficamos sentados à espera 
que ela apareça por acaso
											ou que Deus no-la dê?
											Não, acho que não.
											É uma questão demasiado importante 
para a deixarmos ao acaso.
											Creio que precisamos 
de criar instituições africanas,
											nacionais, que identificarão e promoverão
											esses líderes de modo 
sistemático e prático.
											Temos feito isso nestes últimos 10 anos
											através da Academia Africana de Liderança.
											Laetitia é uma das nossas jovens líderes.
											Hoje, temos 700 que estão 
a receber formação
											para o continente africano.
											Nos próximos 50 anos, 
esperamos criar 6000.
									","
											All dies hört sich wunderbar an,
											aber wo sollen wir diese
vierte Generation herbekommen?
											Sitzen wir einfach da und hoffen,
											dass sie von alleine hervortreten
											oder dass Gott sie uns schickt?
											Nein, keinesfalls.
											Es ist eine zu wichtige Angelegenheit,
um sie dem Zufall zu überlassen.
											Ich glaube, dass wir afrikanische
Institutionen schaffen müssen,
											die diese Anführer erkennen
											und auf systematische Weise ausbilden.
											Wir haben dies in den letzten 10 Jahren

											in der Afrikanischen 
Führungsakademie gemacht.
											Laetita ist eine 
unserer jungen Anführer.
											Heute haben wir 700, 
die für den afrikanischen Kontinent
											ausgebildet werden,
											und in den nächsten 50 Jahren
											erwarten wir 6 000 von ihnen.
											Aber eine Sache bereitet mir Sorgen.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											But one thing has been troubling me.
											We would get about 4,000 applications a year
											for 100 young leaders that we could take
											into this academy,
											and so I saw the tremendous hunger that existed
											for this leadership training that we're offering.
											But we couldn't satisfy it.
											So today, I'm announcing for the first time in public
											an extension to this vision for
the African Leadership Academy.
											We're building 25 brand new universities in Africa
											that are going to cultivate this next generation
											of African leaders.
											Each campus will have 10,000 leaders at a time
											so we'll be educating and developing
											250,000 leaders at any given time.
											(Applause)
									","
											Mas há uma coisa que me preocupa.
											Estamos a receber cerca 
de 4000 pedidos por ano
											mas só podemos receber 100 jovens 
nesta academia.
											Vemos assim a terrível fome que existia
											para esta formação de líderes 
que estamos a oferecer.
											Mas não podemos satisfazê-la.
											Por isso, vou anunciar hoje, 
pela primeira vez em público
											uma extensão desta visão 
para a Academia Africana de Liderança.
											Estamos a construir 25 universidades 
novinhas em folha em África
											que vão cultivar esta próxima geração 
de líderes africanos.
											Cada <i>campus</i> vai ter 10 000 líderes 
em simultâneo.
											Portanto, estamos a formar e a desenvolver
											250 000 líderes ao todo.
											(Aplausos)
									","
											Wir bekommen ungefähr 
4 000 Bewerbungen jährlich,
											aber können nur 100 junge Menschen 
in die Akademie aufnehmen.
											Und so wurde der enorme Bedarf deutlich,
											den es nach dieser Ausbildung gibt.
											Aber wir konnten ihn nicht befriedigen.
											Also kündige ich heute 
zum ersten Mal öffentlich
											eine Ausweitung unserer 
Afrikanischen Führungsakademie an.
											Wir bauen 25 neue Universitäten in Afrika,
											die die neue Generation der Führungsriege
in Afrika ausbilden werden.
											Jeder Campus wird 10 000 von ihnen haben,
											sodass wir immer 
250 000 Anführer ausbilden.
											(Applaus)
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											Over the next 50 years, this institution
											will create three million transformative leaders
											for the continent.
									","
											Durante os próximos 50 anos,
											esta instituição criará três milhões de
líderes transformadores para o continente.
									","
											In den nächsten 50 Jahren
											wird diese Institution drei Millionen 
Wegbereiter für Neues
											für den Kontinent ausbilden.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											My hope is that half of them
											will become the entrepreneurs that we need,
											who will create these jobs that we need,
											and the other half
											will go into government
											and the nonprofit sector,
											and they will build the institutions that we need.
											But they won't just learn academics.
											They will also learn how to become leaders,
											and they will develop their skills as entrepreneurs.
											So think of this as Africa's Ivy League,
											but instead of getting admitted
because of your SAT scores
											or because of how much money you have
											or which family you come from,
											the main criteria for getting into this university
											will be what is the potential that you have
											for transforming Africa?
									","
											A minha esperança é que metade deles
											venham a ser os empresários 
que criem esses empregos
											de que precisamos,
											e a outra metade
											entre para o governo 
e para o setor não lucrativo,
											e construam as instituições 
de que precisamos.
											Mas eles não aprenderão 
apenas temas académicos.
											Também vão aprender a ser líderes,
											a desenvolver as suas capacidades 
como empresários.
											Portanto, pensem nisto 
como sendo a Ivy League de África,
											só que, em vez de serem admitidos 
por causa das classificações de admissão
											ou por causa do dinheiro que têm 
ou da família a que pertencem,
											os principais critérios 
para entrar nesta universidade
											serão o potencial que têm
											para transformar África.
									","
											Meine Hoffnung ist, 
dass die Hälfte von ihnen
											die Geschäftsmänner werden, 
die wir brauchen
											um die benötigten 
Arbeitsplätze zu schaffen
											und die andere Hälfte
											in die Politik und den 
Non-Profit Sektor gehen wird,
											und sie die Institutionen schaffen
werden, die wir brauchen.
											Aber sie werden sich 
nicht nur Wissen aneignen.
											Sie werden auch lernen zu führen
											und unternehmerisches Geschick 
zu entwickeln.
											Sehen Sie sie als 
Afrikas Elitestudenten an,
											aber anstatt guter Ergebnisse
bei Aufnahmetests,
											Geldbesitz oder 
Ihrer Familienabstammung
											ist das Hauptkriterium 
für die Aufnahme in diese Universität
											Ihr Potential
											Afrika zu verändern.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											But what we're doing is 
just one group of institutions.
											We cannot transform Africa by ourselves.
											My hope
											is that many, many other home-grown
											African institutions will blossom,
											and these institutions will all come together
											with a common vision of developing
											this next generation of African leaders,
											generation four,
											and they will teach them this common message:
											create jobs, build our institutions.
									","
											O que estamos a fazer 
é apenas um grupo de instituições.
											Não podemos transformar África sozinhos.
											A minha esperança
											é que venham a florescer
											muitas outras instituições 
nacionais africanas
											e que essas instituições se juntem
											numa visão comum de desenvolver
											esta próxima geração de líderes africanos
											— a quarta geração —
											e lhes ensinem esta mensagem comum:
											""Criar empregos, criar instituições.""
									","
											Wir sind aber nur Teil einer 
Gruppe von Organisationen.
											Wir können Afrika nicht alleine verändern.
											Meine Hoffnung ist,
											dass sich viele andere einheimische
											afrikanische Institutionen entfalten
											und diese Institutionen alle
											eine gemeinsame Vorstellung 
von der Entwicklung
											dieser neuen afrikanischen Anführer haben,
											der vierten Generation,
											und ihnen die gleiche 
Botschaft vermitteln:
											Arbeit schaffen, Institutionen aufbauen.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											Nelson Mandela once said,
											""Every now and then,
											a generation is called upon to be great.
											You can be that great generation.""
											I believe that if we carefully identify and cultivate
											the next generation of African leaders,
											then this generation four that is coming up
											will be the greatest generation that Africa
											and indeed the entire world has ever seen.
									","
											Nelson Mandela disse:
											""De vez em quando,
											""uma geração é chamada a ser grande.
											""Vocês podem ser essa grande geração"".
											Acredito que, se identificarmos 
e cultivarmos cuidadosamente
											a próxima geração de líderes africanos,
											esta quarta geração que vai surgir
											será a maior geração
											que África e todo o mundo já viu.
									","
											Nelson Mandela sagte einmal:
											""Von Zeit zu Zeit
											wird eine Generation aufgefordert,
großartig zu sein.
											Du kannst diese Generation sein.""
											Ich glaube, wenn wir sorgfältig 
die nächste Generation von Anführern
											erkennen und ausbilden,
											dann wird diese vierte Generation
											die bedeutendste Generation sein, 
die Afrika und die ganze Welt
											je gesehen hat.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											Thank you.
									","
											Obrigado.
									","
											Vielen Dank.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
