es,en,pt,de,fr,tr,title,speaker,duration,tags
"
											Y cuando personas como Lan 
están en la mesa política,
											pueden marcar la diferencia.
											Necesitamos esas voces.
											Necesitamos esas voces
											en parte porque 
el liderazgo estadounidense
											no se parece a los residentes de EE.UU.
											Hay más de 500 000 oficinas 
locales y estatales en EE.UU.
											Menos del 2 % de ellas están en manos 
de los asiáticos o latinos de EE.UU.
											los dos grupos mayoritarios 
de inmigrantes en nuestro país.
											En la ciudad de Yakima, Washington,
											donde el 49 % de la población es latina,
											nunca hubo un latino en el ayuntamiento 
de la ciudad hasta este año.
											Tres latinos recién elegidos se unieron 
al Ayuntamiento de Yakima en 2016.
											Una de ellos es Carmen Méndez.
											Ella es estudiante universitaria 
de primera generación.
											Ella creció, en parte en Colima, México,
											y en parte, en Yakima, Washington.
											Ella es madre soltera, 
defensora de la comunidad.
											Su voz en el Consejo 
de la Ciudad de Yakima
											aboga en favor de la comunidad latina
											y de todos los residentes de Yakima.
											Y ella es un modelo a seguir para su hija
											y otras latinas.
									","
											And when people like Lan
are sitting at the policy table,
											they can make a difference.
											We need those voices.
											We need those voices
											in part because American leadership
											does not look like America's residents.
											There are over 500,000
local and state offices in America.
											Fewer than 2 percent of those offices
are held by Asian-Americans or Latinos,
											the two largest immigrant groups
in our country.
											In the city of Yakima, Washington,
											where 49 percent
of the population is Latino,
											there has never been a Latino
on the city council until this year.
											Three newly elected Latinas
joined the Yakima City Council in 2016.
											One of them is Carmen Méndez.
											She is a first-generation college student.
											She grew up partly in Colima, Mexico,
											and partly in Yakima, Washington.
											She's a single mother,
a community advocate.
											Her voice on the Yakima City Council
											is advocating on behalf
of the Latino community
											and of all Yakima residents.
											And she's a role model for her daughter
											and other Latinas.
									","
											Quando pessoas como Lan
se sentam à mesa da política,
											podem fazer a diferença.
											Precisamos dessas vozes.
											Precisamos dessas vozes,
											em parte porque a liderança
norte-americana
											não representa os residentes
norte-americanos.
											Há mais de 500 000 cargos
locais e estatais nos EUA.
											Os asiático-americanos ou latinos
											só ocupam menos de 2% desses cargos.
											São os dois maiores grupos
de imigrantes no nosso país.
											Na cidade de Yakima, em Washington,
											onde 49% da população é latina,
											nunca houve um latino
no conselho da cidade, senão este ano.
											Em 2016, três latinas recém-eleitas
integraram o Conselho da Cidade de Yakima.
											Uma delas é Carmen Méndez.
											É estudante universitária
de primeira geração.
											Cresceu, em parte, em Colima, no México,
											e, em parte, em Yakima, em Washington.
											É mãe solteira,
é advogada da comunidade.
											A voz dela no Conselho da Cidade de Yakima
											representa a comunidade latina
e todos os residentes de Yakima.
											É um modelo para a filha
											e para outras mulheres latinas.
									","
											Wenn Menschen wie Lan im Rat sitzen,
											können sie einen Unterschied machen.
											Wir brauchen diese Stimmen.
											Wir brauchen diese Stimmen,
											zum Teil, weil die amerikanische Regierung
											nicht die Bevölkerung
der USA widerspiegelt.
											Es gibt in den USA über 500 000
lokale und bundesstaatliche Ämter.
											Weniger als 2 % dieser Ämter
											werden von Latinos
oder asiatischen US-Amerikanern,
											den zwei größten Immigrantengruppen
dieses Landes, bekleidet.
											In der Stadt Yakima, Washington,
											in der 49 % der Bewohner Latinos sind,
											ist bis zu diesem Jahr nie
ein Latino im Stadtrat gewesen.
											Drei neu gewählte Latinas sind
2016 im Stadtrat von Yakima.
											Carmen Méndez ist eine davon.
											Sie ist Hochschulstudentin
der ersten Generation.
											Sie wuchs teils in Colima in Mexiko
											und teils in Yakima, Washington, auf.
											Sie ist eine allein erziehende Mutter,
eine Anwältin der Gemeinschaft.
											Mit ihrer Stimme im Stadtrat von Yakima
											vertritt sie die Latino-Gemeinschaft
											und alle Bewohner von Yakima.
											Sie ist ein Vorbild für ihre Tochter
											und andere Latinas.
									","
											Et quand des gens comme Lan
sont assis à la table de la politique,
											ils peuvent faire une différence.
											Nous avons besoin de ces voix.
											Nous avons besoin de ces voix
											en partie parce que 
le leadership américain
											ne ressemble pas 
aux résidents américains.
											Il y a plus de 500 000 bureaux
locaux et étatiques en Amérique.
											Moins de 2% de ces bureaux sont détenus

											par des Américains
d'origine asiatique ou latino,
											les deux plus grands
groupes d'immigrants dans notre pays.
											Dans la ville de Yakima,
dans l’État de Washington,
											où 49% de la population 
est d'origine latino,
											il n'a jamais eu un latino 
dans le conseil municipal
											jusqu'à cette année.
											Trois latinas
nouvellement élues ont rejoint
											le conseil municipal de Yakima en 2016.
											L'une d'elles est Carmen Mendez.
											C'est la première de sa famille
à être allée à l'université.
											Elle a grandi en partie 
en Colima, au Mexique
											et en partie à Yakima.
											Elle est mère célibataire
et défenseure de la communauté.
											Sa voix au conseil municipal de Yakima
											prône les intérêts
de la communauté latino
											et le droit de tous 
les résidents de Yakima.
											Et elle est un modèle pour sa fille
											et d'autres latinas.
									","
											Lan gibi politika masasında 
oturanlar olduğunda
											bir fark yaratabilirler.
											Bizim bu seslere ihtiyacımız var.
											Bizim bu seslere kısmen ihtiyacımız var
											çünkü Amerikan liderliği
											Amerika'da ikamet edenlere benzemiyor.
											Amerika'da 500 binin üzerinde
yerel ve eyalet kurumu var.
											Bunlardan sadece yüzde 2'si Amerika'daki 
en büyük göçmen grupları olan
											Asyalılar ve Latinler
tarafından idare ediliyor.
											Nüfusunun yüzde 49'u
											Latin kökenlilerin oluşturduğu 
Yakima, Washington'da
											bu yıla kadar hiç bir Latin kökenli
meclis üyesi olmamıştı.
											2016'da üç yeni seçilen Latin kökenli
Yakima Şehir Meclisine girdi.
											Onlardan biri Carmen Méndez.
											Kendisi ilk üniversite mezunu nesilden.
											Kendisi biraz Colimo, Meksika'da,
											biraz da Yakima, Washington'da büyüdü.
											Kendisi bekar bir anne
ve toplulukların avukatı.
											Onun Yakima Şehir Meclisi'ndeki sesi
											Latin toplumunu 
ve bütün Yakima sakinlerini
											savunuyor.
											Ve o, kızı ve diğer Latin kökenliler için
											tam bir rol modeli.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Pero el tercer recurso más desaprovechado 
en la democracia estadounidense
											es el punto de vista 
que traen los inmigrantes.
											Hemos luchado para estar aquí.
											Hemos alcanzado oportunidades 
económicas y educativas.
											Hemos alcanzado 
la libertad política y religiosa.
											Hemos venido en búsqueda del amor.
											Esa dedicación,
											ese compromiso con EE.UU.
											lo llevamos también al servicio público.
											Personas como Athena Salman,
											la semana pasada ganó las primarias
											para un escaño en el parlamento 
del estado de Arizona.
											El padre de Athena se crió en Cisjordania
											y se trasladó a Chicago,
											donde conoció a su madre.
											Su madre es parte italiana,
											parte mexicana y parte alemana.
											Juntos se mudaron a Arizona 
y construyeron una vida.
											Athena, cuando llegue a la cámara estatal,
											va a luchar por cosas como 
la financiación de la educación
											que ayudará a dar a familias 
como la suya una ventaja
											para que puedan alcanzar 
la estabilidad financiera
											que todos están buscando.
									","
											But the third most untapped resource
in American democracy
											is the vantage point
that immigrants bring.
											We have fought to be here.
											We have come for economic
and educational opportunity.
											We have come for political
and religious freedom.
											We have come in the pursuit of love.
											That dedication,
											that commitment to America
											we also bring to public service.
											People like Athena Salman,
											who just last week won the primary
											for a seat in the Arizona State House.
											Athena's father grew up in the West Bank
											and moved to Chicago,
											where he met her mother.
											Her mother is part Italian,
											part Mexican and part German.
											Together they moved to Arizona
and built a life.
											Athena, when she gets to the statehouse,
											is going to fight for things
like education funding
											that will help give
families like hers a leg up
											so they can achieve
the financial stability
											that we all are looking for.
									","
											Mas o terceiro recurso menos explorado
da democracia norte-americana
											é a posição de vantagem
que os imigrantes proporcionam.
											Lutámos por chegar aqui.
											Viemos em busca de oportunidades
económicas e educativas.
											Viemos em busca de liberdade
política e religiosa.
											Viemos em busca de amor.
											Essa dedicação, esse compromisso
para com os EUA
											também os levamos para os cargos públicos.
											Pessoas como Athena Salman,
											que, ainda na semana passada,
ganhou as primárias
											para um lugar
na Câmara do Estado do Arizona.
											O pai de Athena cresceu na Faixa Ocidental
											e mudou-se para Chicago,
onde conheceu a mãe dela.
											A mãe dela é italiana, em parte,
											em parte mexicana e, em parte, alemã.
											Juntos, foram para o Arizona
e construíram a sua vida.
											Athena, quando chegar à Câmara,
											vai lutar por coisas
como o financiamento do ensino,
											que ajudará as famílias como a dela

											a poderem aceder
à estabilidade financeira
											que todos procuramos atingir.
									","
											Die dritte ungenutzte Ressource
in der amerikanischen Demokratie
											ist die Ansicht, die Immigranten haben.
											Wir haben gekämpft, um das zu erreichen.
											Wir sind wegen wirtschaftlicher
und schulischer Chancen gekommen.
											Wir sind wegen politischer
und religiöser Freiheit gekommen.
											Wir sind im Streben nach Liebe gekommen.
											Diese Hingabe,
											dieses Engagement für die USA
											zeigen wir auch im öffentlichen Dienst —
											Menschen wie Athena Salman,
											die gerade letzte Woche
die Vorwahl für einen Sitz
											im Repräsentantenhaus
von Arizona gewonnen hat.
											Athenas Vater wuchs im Westjordanland auf
											und zog nach Chicago,
											wo er ihre Mutter kennenlernte.
											Ihre Mutter ist teil italienisch,
											teil mexikanisch und teil deutsch.
											Zusammen zogen sie nach Arizona
und bauten ein Leben auf.
											Athena wird sich, wenn sie
im Repräsentantenhaus sitzt,
											für Dinge wie
Ausbildungsfinanzierung einsetzen,
											die Familien wie ihrer ""hochhelfen"",
											sodass sie die finanzielle
Stabilität erreichen können,
											nach der wir alle streben.
									","
											Mais la troisième ressource la plus 
inexploitée dans la démocratie américaine
											est le point de vue
que les immigrants apportent.
											Nous nous sommes battus pour être ici.
											Nous sommes venus
											pour des opportunités
économiques et éducatives,
											pour la liberté politique et religieuse,
											nous sommes venus
à la poursuite de l'amour.
											Ce dévouement,
											cet engagement pour l'Amérique,
											nous les apportons également 
au service des gens.
											Des gens comme Athena Salman,
											qui la semaine dernière 
a gagné les primaires
											pour un siège
au Parlement d'Arizona.
											Son père a grandi 
dans la bande de Gaza
											et a déménagé à Chicago
											où il a rencontré sa mère.
											Sa mère est en partie italienne,
											en partie mexicaine 
et en partie allemande.
											Ensemble, ils ont déménagé en Arizona
et ont construit une vie.
											Athena, lorsqu'elle est arrivera
au Parlement,
											va se battre pour
le financement de l'éducation
											qui va aider à donner un coup de pouce
aux familles comme la sienne
											pour qu'ils atteignent
la stabilité financière
											que nous recherchons tous.
									","
											Fakat Amerikan demokrasisindeki 
üçüncü en kullanılmayan kaynak
											göçmenlerin getirdiği bakış açısıdır.
											Burada olmak için bir savaş verdik.
											Ekonomik ve eğitim fırsatları için geldik.
											Siyasi ve dini özgürlük için geldik.
											Buraya aşkın peşinden geldik.
											Bu fedakarlığı,
											Amerika için olan bu özveriyi
											kamunun hizmetine biz sunuyoruz.
											Geçen hafta Arizona Hükümet Binasında
											bir koltuk kazanan
											Athena Salman gibi insanlar.
											Athena'nın babası West Bank'te büyüdü
											ve annesiyle karşılaştığı 

											Şikago'ya taşındı.
											Annesi biraz İtalyan,
											biraz Meksikalı ve biraz da Alman'dı.
											Hep birlikte Arizona'ya taşınıp
yeni bir hayat kurdular.
											Athena hükümet binasına girince
											hepimizin aradığı ekonomik düzene
											bizi ulaştıracak,
											onunki gibi ailelere destek olacak olan
											eğitim fonları gibi şeyler için savaşacak.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Los votos, voces y los puntos de vista
de los inmigrantes
											es en lo que todos debemos trabajar para 
incluir en la democracia estadounidense.
											No es solo mi trabajo. Es también el suyo.
											Y no va a ser fácil.
											Nunca sabemos
											lo que supondrá un nuevo 
factor en la ecuación.
											Y es un poco aterrador.
											Uds. tienen miedo a que yo 
les quite su lugar en la mesa,
											y yo tengo miedo a no tener 
nunca un lugar en la mesa.
											Y todos tememos perder
											este país que conocemos y amamos.
											Tengo miedo de que me lo quiten,
											y Uds. tienen miedo 
a que yo se lo quite.
									","
											Immigrants' votes,
voices and vantage points
											are what we all need to work
to include in American democracy.
											It's not just my work. It's also yours.
											And it's not going to be easy.
											We never know
											what putting a new factor
into an equation will do.
											And it's a little scary.
											You're scared that I'm going
to take away your place at the table,
											and I'm scared that I'm never
going to get a place at the table.
											And we're all scared
											that we're going to lose this country
that we know and love.
											I'm scared you're going
to take it away from me,
											and you're scared
I'm going to take it away from you.
									","
											Os votos dos imigrantes,
as suas vozes e posições de vantagem
											são tudo o que é preciso trabalhar
para incluir na democracia americana.
											Não é só o meu trabalho,
é também o vosso.
											Não vai ser fácil.
											Nunca sabemos
											o que resultará de colocar
um novo fator numa equação.
											E é um pouco assustador.
											Vocês têm medo que eu vos vá roubar
o vosso lugar na mesa,
											e eu tenho medo de nunca conseguir
chegar a sentar-me à mesa.
											Todos temos medo de perder este país
que conhecemos e amamos.
											Eu tenho medo que vocês mo tirem,
											e vocês têm medo que eu vo-lo tire.
									","
											Die Wahlstimmen, Stimmen 
und Ansichten der Immigranten
											müssen wir alle in die amerikanische
Demokratie einbringen.
											Es ist nicht nur meine Pflicht.
Es ist auch Ihre.
											Es wird nicht leicht sein.
											Wir wissen nie,
											was ein neuer Faktor
in einer Gleichung bewirken wird.
											Und es ist ein wenig beängstigend.
											Sie haben Angst, dass ich Ihnen
Ihren Platz am Tisch wegnehme
											und ich habe Angst, dass ich niemals
einen Platz am Tisch bekomme.
											Wir haben alle Angst,
											dass wir dieses Land, das wir
kennen und lieben, verlieren.
											Ich habe Angst, dass Sie es mir wegnehmen,
											und Sie haben Angst,
dass ich es Ihnen wegnehme.
									","
											Les votes, les voix
et les points de vue des immigrants
											doivent être inclus
dans la démocratie américaine,
											nous devons y travailler.
											Ce n'est pas que mon travail,
c'est aussi le vôtre.
											Et ça ne sera pas facile.
											On ne sait jamais
											ce que fera un nouveau facteur
dans l'équation.
											Et c'est un peu effrayant.
											Vous avez peur que je prenne
votre place à la table
											et j'ai peur de ne jamais
obtenir une place à la table.
											Et nous avons tous peur
											de perdre ce pays
que nous connaissons et aimons.
											J'ai peur que vous me retiriez ce pays
											et vous avez peur que je vous le retire.
									","
											Göçmenlerin oyları,
sesleri ve bakış açıları
											Amerikan demokrasisine 
dâhil etmemiz gereken şeyler.
											Bu sadece benim işim değil. 
Sizin de işiniz.
											Ve bu kolay olmayacak.
											Denkleme yeni bir faktör
daha eklersek
											ne olacağını hiç bir zaman bilmiyoruz.
											Ve bu biraz korkutucu.
											Masada sizin yerinizi alacağımdan
korkuyorsunuz
											ve ben masada hiç bir zaman
yer alamayacağımdan korkuyorum.
											Ve hepimiz bildiğimiz 

											ve sevdiğimiz bu ülkeyi 
kaybetmekten korkuyoruz.
											Onu benden almanızdan korkuyorum,
											ve siz de benim onu 
sizden almamdan korkuyorsunuz.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Ha sido un año de elecciones muy duras,
											un recordatorio de que las personas 
con mi historia de inmigración
											podrían ser eliminadas 
por el capricho de un líder.
											Pero he luchado para estar en este país
											y sigo haciéndolo cada día.
											Así que mi optimismo nunca flaquea,
											porque sé que hay millones 
de inmigrantes como yo,
											ante mí, detrás de mí y a mi alrededor.
											También es nuestro país.
									","
											Look, it's been a rough election year,
											a reminder that people
with my immigration history
											could be removed at the whim of a leader.
											But I have fought to be in this country
											and I continue to do so every day.
											So my optimism never wavers,
											because I know that there are
millions of immigrants just like me,
											in front of me,
behind me and all around me.
											It's our country, too.
									","
											Tem sido um ano de eleições difíceis,
											um lembrete de que as pessoas,
com a minha história de imigração,
											podem ser afastadas 
segundo o capricho de um líder.
											Mas eu lutei para estar neste país
											e continuo a fazê-lo todos os dias.
											O meu otimismo nunca vacila,
											porque eu sei que há
milhões de imigrantes, como eu,
											à minha frente, atrás de mim,
a toda a minha volta.
											Também é o nosso país.
									","
											Es ist ein hartes Wahljahr gewesen;
											eine Erinnerung, dass Leute
mit meiner Vergangenheit
											nach Lust und Laune eines Führenden
entfernt werden könnten.
											Aber ich habe gekämpft,
um in diesem Land zu sein,
											und ich tue es jeden Tag.
											Mein Optimismus lässt niemals nach,
											weil ich weiß, dass es Millionen
Immigranten genau wie mich gibt,
											direkt vor mir, hinter mir
und überall um mich rum.
											Es ist auch unser Land.
									","
											Cela a été une rude année électorale,
											un rappel que les gens
avec mon passé d'immigration
											pourrait être supprimés 
au gré d'un leader.
											Mais je me suis battue
pour être dans ce pays
											et je continue de le faire chaque jour.
											Donc, mon optimisme ne faiblit jamais,
											parce que je sais qu'il y a des millions
d'immigrants comme moi,
											devant moi, derrière moi
et tout autour de moi.
											C'est notre pays aussi.
									","
											Bakın zor bir seçim yılı oldu,
											benim göç hikayemdeki insanların hatırası
											bir liderin hevesiyle yok edilebilir.
											Fakat ben bu ülkede olmak için
bir savaş verdim
											ve her gün aynı şeyi yapmaya 
devam ediyorum.
											İyimserliğimi hiç bir zaman kaybetmem
											çünkü biliyorum ki benim gibi 
milyonlarca göçmen var,
											önümde, arkamda, her yanımdalar.
											Burası bizim de ülkemiz.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Gracias.
									","
											Thank you.
									","
											Obrigada.
									","
											Danke.
									","
											Merci.
									","
											Teşekkür ederim.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											(Aplausos)
									","
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									","
											(Alkış)
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
