tr,en,fr,de,title,speaker,duration,tags
"
											Peki, bununla yapabileceğimiz bazı şeyler nelerdir?
											Gördüğünüz şey, Ganalı Bright Simons tarafından oluşturulmuştur.
											Bununla kimi insanların
											aylık maaşlarının tamamını harcadığı ilaçları alıp
											kutulardaki kodun üzerini kazıyorsunuz
											ve yazan kodu SMS olarak bir numaraya gönderiyorsunuz.
											Gelen yanıtla ilacın kullanılabilir olduğunu ya da
											son kullanma tarihinin geçtiğini öğreniyorsunuz.
											Son derece basit, etkili ve gerçekten hayat kurtarıcı.
											Kenya'da, çiftlik hayvanlarınıza nasıl bakmanız
											gerektiğiyle ilgili önemli bilgiler gönderen
											iCow adlı bir hizmet bulunuyor.
											Kenya'daki çiftlik hayvancılığı
											463 milyon dolarlık bir hacme sahip
											ve asgari ücretle geçinen bir çiftçiyle
											bolluk içinde geçinen bir çiftçi arasındaki fark
											sadece günde fazladan birkaç litre süt kadar.
											Eğer bunu yapabilirseniz, yoksulluktan kurtulabilirsiniz.
											Temel işlevleri olan bir telefonla bu gerçekten basit.
											Elektriğiniz yoksa sorun değil!
											Eski bisiklet parçalarını kullanarak
											rüzgâr üreteci yaparız, tıpkı William Kamkwamba'nın yaptığı gibi.
											Duymuşsunuzdur, dünyadaki otomobil sanayisini rahatsız eden
											başka bir harika Afrikalı daha var.
											Kendisi, ayrıca güneş enerjisini
											ve Kuzey Amerika'daki elektrik sanayisini yeniden icat etmek için bir yol arıyor
											ve eğer şansı yâver giderse, bizi Mars'a götürecek,
											umuyorum ki görmeye ömrüm yetecek.
											Kendisi, Güney Afrika'nın başkenti olan Pretorialı,
											benim yaşadığım yerden yaklaşık 50 kilometre uzakta.
											Bazen Altın şehri anlamına gelen Egoli de denen
											Johanesburg'a geri dönelim.
											Yalnızca mobil dünya değildir günümüzün altını.
											Ben altının yerin altında olduğuna inanmıyorum.
											Asıl altının kendimiz olduğumuza inanıyorum.
											Ekonomistlerin dediklerini duymuşsunuzdur,
											biz şu anda Çin'in patlama yaptığı
											yılın başlarındayız,
											ve aynı doğrultuda ilerliyoruz.
									","
											So what are some of the
things that you can do with it?
											Well, this is by a guy called
Bright Simons from Ghana,
											and what you do is you take medication,
											something that some people might
spend their entire month's salary on,
											and you scratch off the code,
											and you send that to an SMS number,
											and it tells you if that is legitimate
											or if it's expired.
											Really simple, really effective, really life-saving.
											In Kenya, there's a service called iCow,
											which just sends you really important information
											about how to look after your dairy.
											The dairy business in Kenya
											is a $463 million business,
											and the difference between a subsistence farmer
											and an abundance farmer
											is only a couple of liters of milk a day.
											And if you can do that,
you can rise out of poverty.
											Really simple, using a basic phone.
											If you don't have electricity, no problem!
											We'll just make it out of old bicycle parts
											using a windmill, as William Kamkwamba did.
											There's another great African that you've heard
											that's busy disrupting the
automobile industry in the world.
											He's also finding a way to reinvent solar power
											and the electricity industry in North America,
											and if he's lucky, he'll get us to Mars,
											hopefully in my lifetime.
											He comes from Pretoria, the capital of [South Africa],
											about 50 kilometers from where I live.
											So back to Joburg, which is sometimes called Egoli,
											which means City of Gold.
											And not only is mobile the gold of today,
											I don't believe that the gold is under the ground.
											I believe we are the gold.
											Like you've heard the other economists say,
											we are at the point where China was
											when its boom years began,
											and that's where we're going.
									","
											Donc quel genre de choses 
pouvez-vous faire avec ?
											Eh bien, en voici une 
par Bright Simons du Ghana.
											Vous prenez les médicaments,
											ce pour quoi certaines personnes 
dépensent un mois entier de salaire.
											Vous grattez le code
											et vous l'envoyez à un numéro SMS
											qui vous dit s'ils sont valables
											ou si la date d'expiration est arrivée.
											Vraiment très simple, 
très efficace, ça sauve des vies.
											Au Kenya, il existe 
un service appelé iCow,
											qui vous envoie juste 
des informations super importantes
											sur comment entretenir 
son exploitation laitière.
											L'exploitation laitière au Kenya
											est un marché de 463 millions de dollars.
											La différence entre un fermier qui survit
											et un fermier qui vit très bien
											est seulement de quelques litres 
de lait par jour.
											Et si vous pouvez faire ça, 
vous pouvez sortir de la pauvreté.
											Très simplement, 
en utilisant un téléphone basique.
											Si vous n'avez pas d'électricité, 
aucun problème !
											On va la créer à partir de vieux vélos
											en utilisant un moulin à vent, 
comme William Kamkwamba l'a fait.
											Il y a un autre grand Africain 
que vous connaissez
											et qui est occupé à changer 
l'industrie automobile à travers le monde.
											Il est aussi en train de chercher 
un moyen de réinventer l'énergie solaire
											et l'industrie de l'électricité 
en Amérique du Nord,
											et avec un peu de chance, 
il nous emménera sur Mars,
											j'espère voir ça.
											Il vient de Pretoria, 
la capitale de l'Afrique du Sud
											à 50 km d'où je vis.
											Retour sur Johannesburg, 
parfois appelé Egoli,
											ce qui veut dire la Cité d'Or.
											Non seulement le portable 
est l'or d'aujourd'hui,
											je ne pense pas que l'or 
soit enfoui sous terre.
											Je pense que nous sommes l'or.
											Vous avec entendu 
les autres économistes dire :
											nous sommes au même stade 
que la Chine
											quand ses années de 
boom économique ont commencé.
											Et c'est vers où nous nous dirigeons.
									","
											Was sind also die Dinge, 
die man damit machen kann?
											Das ist von einem Typen 
namens Bright Simons aus Ghana,
											und Sie nehmen einfach ein Medikament,
											etwas, wofür manche Leute womöglich 
ihren ganzen Monatslohn ausgeben,
											kratzen den Code ab
											und senden ihn an eine SMS-Nummer,
											und die sagt Ihnen, ob es OK ist
											oder abgelaufen.
											Es ist wirklich simpel, 
wirklich effektiv und es rettet Leben.
											In Kenia gibt es einen Dienst namens iCow,
											der Ihnen wirklich 
wichtige Informationen schickt,
											wie Sie Ihre Molkerei führen sollten.
											Die Milchindustrie in Kenia
											ist ein 463-Millionen-Dollar-Geschäft,
											und der Unterschied 
zwischen einem Eigenbedarf-Farmer
											und einem Überfluss-Farmer
											beträgt nur ein paar Liter Milch am Tag.
											Wenn Sie das schaffen können, 
schaffen Sie es auch aus der Armut.
											Wirklich einfach, wenn man 
ein einfaches Handy benutzt.
											Wenn Sie keinen Strom haben, kein Problem!
											Wir gewinnen ihn einfach 
aus alten Fahrradteilen
											mit Hilfe einer Windmühle, 
so wie William Kamkwamba.
											Es gibt noch einen großen Afrikaner,
											der gerade 
die Automobilindustrie aufmischt.
											Er sucht nach einem Weg, in Nordamerika
											die Solarenergie und 
Stromindustrie neu zu erfinden,
											und wenn er Glück hat, 
bringt er uns auf den Mars,
											hoffentlich noch solange ich lebe.
											Er kommt aus Pretoria, 
der Hauptstadt Südafrikas,
											etwa 50 Kilometer von meinem Wohnort.
											Also zurück nach JoBurg, 
was manchmal auch Egoli genannt wird,
											was ""Stadt aus Gold"" bedeutet.
											Und ""mobil"" ist nicht nur das Gold von heute,
											ich glaube nicht, 
dass das Gold unter der Erde liegt.
											Ich glaube, wir sind das Gold.
											Wie Sie schon von
anderen Wirtschaftlern gehört haben,
											sind wir an dem Punkt, an dem China war,
											als seine Boom-Jahre begannen,
											und dahin führt auch unser Weg.
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											Batı'nın en ileri inovasyon hakkında konuştuğunu duyuyorsunuz.
											Elbette en ileride gerçekleşiyor,
											çünkü ortada, herkes Facebook'unu güncelliyor,
											ya da daha kötüsü, Facebook'un gizlilik ayarlarını
											anlamaya çalışıyor.
											(Gülüşmeler)
											Bu bir sözcük oyunu değil.
											Bu, en ileri inovasyon.
									","
											So, you hear the West talk
about innovation at the edge.
											Well, of course it's happening at the edge,
											because in the middle,
everybody's updating Facebook,
											or worse still, they're trying to understand
											Facebook's privacy settings.
											(Laughter)
											This is not that catchy catchphrase.
											This is innovation over the edge.
									","
											Donc vous entendez l'Occident
parler de la pointe de l'innovation.
											Bien sûr que l'innovation est à la pointe,
											ailleurs, tout le monde 
est en train de mettre à jour Facebook,
											ou pire encore, ils en sont encore 
à essayer de comprendre
											les paramètres de confidentialité 
de Facebook.
											(Rires)
											Ce n'est pas un slogan accrocheur.
											C'est la pointe de l'innovation.
									","
											Wir hören also, wie der Westen 
über Innovationen an der Grenze spricht.
											Natürlich passiert es an der Grenze,
											denn in der Mitte postet jeder auf Facebook,
											oder noch schlimmer, sie versuchen,
											die Privatsphäre-Einstellungen zu verstehen.
											(Gelächter)
											Um dieses Schlagwort geht es nicht.
											Es geht um Innovation über der Grenze.
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											İnsanlar Afrika'ya ilk mobilleşen kıta demeyi seviyor,
											ancak aslında Afrika tek mobilleşen kıta,
											bu yüzden diğer herkes bu dediğim farklı şeyleri yaparken,
											biz dünyanın sorunlarını çözüyoruz.
											Söyleyecek tek bir şey kalıyor:
									","
											So, people like to call Africa a mobile-first continent,
											but actually it's mobile-only,
											so while everybody else is doing all of those things,
											we're solving the world's problems.
											So there's only one thing left to say.
									","
											Les gens aiment dire de l'Afrique
											que c'est un continent où 
le portable est arrivé en premier.
											mais en fait, c'est un continent 
qui n'a que des portables.
											Donc pendant que tous les autres 
sont en train de faire tout ça,
											nous résolvons les problème du monde.
											Donc il n'y a qu'une seule chose à dire.
									","
											Die Leute nennen Afrika 
gerne einen ""mobile first""-Kontinent,
											aber eigentlich ist er ""mobile only"",
											während also 
jeder andere all diese Dinge tut,
											lösen wir die Probleme der Welt.
											Es bleibt mir also 
nur noch eines zu sagen:
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											[""Bir şey değil""] (Gülüşmeler)
									","
											[""You're welcome""] (Laughter)
									","
											[« Il n'y a pas de quoi »] 
(Rires)
									","
											""Gern geschehen"" (Gelächter)
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
