en,tr,pt,es,title,speaker,duration,tags
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											And I was like, ""Haha,
yeah, I get that, I get that, yeah.""
									","
											Ve ben de sanki,
""Haha, evet, anladım, anladım, evet.""
									","
											E eu disse: ""Ah! Ah!, sim,
eu percebo, eu percebo.""
									","
											Le dije: ""Ja ja, sí, puede ser, claro"".
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Risas)
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											So things were going OK.
											I was having more good exchanges than bad,
											until that day.
											I had a little time before work
											so I like to stop by the park
to watch the kids play.
											They're funny.
											So I got a little too close,
this little girl wasn't paying attention,
											she's about two or three years old,
											she's running, she runs directly
into my leg and falls down, pretty hard.
											I thought she hurt herself,
											so I reach out to try
and help the little girl
											and she looks at my vitiligo
											and she screams!
									","
											Böylece bir şeyler yolunda gidiyordu.
											Kötüdense daha fazla 
iyi şeyin alışverişini yapıyordum,
											o güne kadar.
											İşten önce az bir zamanım vardı
											parkta durup oyun oynayan 
çocukları izlemeyi severim.
											Eğlenceliler.
											Bundan dolayı, biraz daha 
yaklaştım, küçük kız ilgilenmiyordu,
											iki ya da üç yaşındaydı,
											koşuyordu, bacağıma doğru koşuyordu
ve düştü, oldukça sert düştü.
											İncindiğini düşündüm,
											bu yüzden küçük kıza 
yardım için elimi uzatıyorum
											ve benim vitiligoma bakıyor
											ve bağırıyor!
									","
											As coisas até estavam a correr bem.
											Eu estava a ter
mais experiências boas do que más,
											até àquele dia.
											Tinha tempo livre, antes do trabalho
											e passava pelo parque
para ver as crianças a brincar.
											São engraçadas.
											Eu aproximei-me demais,
uma menina não estava a prestar atenção
											— tinha uns dois ou três anos —
											correu, esbarrou nas minhas pernas
e caiu com alguma força.
											Eu achei que se tinha magoado,
											e aproximei-me para a ajudar.
											Ela olha para o meu vitiligo
											e grita!
									","
											Hasta allí, todo iba saliendo bien.
											Iba acumulando más experiencias
positivas que negativas,
											hasta aquel día.
											Antes del trabajo, me tomaba un tiempo
											y me iba al parque
a ver jugar a los niños.
											Son divertidos.
											Sin querer, me puse muy cerca 
de una niña que estaba distraída,
											una niña de dos o tres años,
											que se echa a correr hacia mí,
se topa con mis piernas y cae.
											Pensé que se había lastimado
											Me acerco para levantarla,
											y cuando ve mi vitiligo
											¡empieza a gritar desesperada!
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											Now kids are pure honesty.
											She's like two or three.
											This little girl,
she wasn't trying to be mean.
											She didn't have any malice in her heart.
											This little girl was afraid.
											She was just afraid.
											I didn't know what to do.
											I just took a step back
and put my hands by my side.
											I stayed in the house for two weeks
and three days on that one.
											It took me a second
to get my mind around the fact
											that I scare small children.
											And that was something
that I could not smile away.
									","
											Şimdi çocuklar saf dürüstler.
											İki ya da üç yaşlarındaydı.
											Bu küçük kız, 
bir şey ifade etmeye çalışmıyordu.
											Kalbinde hiç kötülük yoktu.
											Bu küçük kız korktu.
											O sadece korktu.
											Ne yapacağımı bilmiyordum.
											Bir adım geri attım 
ve elimi kendi tarafıma aldım.
											Bunun üstüne,
iki hafta üç gün evde kaldım.
											Bu gerçeği anlamam bir saniyemi aldı;
											küçük çocukları korkutuyordum
											ve bu gülüp geçebileceğim bir şey değildi
									","
											As crianças são pura honestidade.
											Ela tinha dois ou três anos.
											Aquela menina não estava
a tentar ser má.
											Ela não tinha qualquer malícia no coração.
											Ela estava com medo.
											Estava só com medo.
											Eu não sabia o que fazer.
											Afastei-me com as mãos
ao lado do corpo.
											Fiquei em casa duas semanas
e três dias por causa disto.
											Levei um segundo a perceber
											que eu assusto crianças.
											E isto era algo que eu não podia
ultrapassar a sorrir.
									","
											Bien sabemos que los niños son sinceros.
											Tenía dos o tres años.
											Estaba claro que su intención
no era incomodarme.
											No tenía maldad alguna.
											Lo que le pasó fue que se asustó.
											Simplemente, sintió miedo.
											Yo no sabía qué hacer.
											Tan solo retrocedí 
y puse las manos a un costado.
											Me recluí en mi casa dos semanas
y tres días luego de aquella anécdota.
											Me llevó un segundo procesar
la idea de que podía asustar a los niños.
											Y eso ya no lo podía enfrentar
con una sonrisa.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											But I jumped back on my plan
											and just put on my blinders,
											started going back out.
									","
											ama planıma geri döndüm
											ve at gözlüğümü taktım,
											dışarı dönmeye başladım.
									","
											Mas voltei ao meu plano
											pus as minhas palas
											e comecei a sair outra vez.
									","
											Pero insistí con mi plan,
											me puse las anteojeras
											y volví a salir al mundo.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											Two months later, I'm in a grocery store
reaching on the bottom shelf,
											and I hear a little voice go,
""You've got a boo-boo?""
											It's like a two-year-old, three-year-old,
same age, little girl,
											but she's not crying,
											so I kneel down in front of her
											and I don't speak two-year-old
so I look up at the mom,
											and I say, ""What did she say?""
											And she says, ""She thinks
you have a boo-boo.""
											So I go, ""No, I don't have
a boo-boo, no, not at all.""
											And the little girl says,
											""Duh-duh-hoy?""
											And so I look to mom for the translation,
											and she says,
											""She thinks you're hurt.""
											And I say, ""No, sweetie,
I'm not hurt at all, I'm fine.""
											And the little girl
reaches out with that little hand
											and touches my face.
											She's trying to rub
the chocolate into the vanilla
											or whatever she was doing.
											It was amazing!
											It was awesome.
											Because she thought she knew what it was,
											she was giving me everything I wanted:
											kindness, compassion.
											And with the touch of that little hand,
											she healed a grown man's pain.
											Yee-ha.
											Healed.
											I smiled for a long time on that one.
									","
											İki ay sonra, 
bir markette alt raflara uzanıyorum
											ve küçük bir sesin çıktığını 
duyuyorum ""uf mu olmuşsun?''
											Yaklaşık iki üç yaşlarında
o küçük kız ile aynı yaşlarda
											ama ağlamıyordu,
											ben de karşısında diz çöküyorum
											iki yaşındaki çocuğu
anlamadığımdan annesine bakıyorum
											ve ""ne söyledi?"" diyorum.
											Ve o küçük kızın bende
bir uf olduğunu düşündüğünü söyledi.
											Ben de 
""Uf olmadı, hayır, hiç de değil.""
											Küçük kız da
											""Duh-duh-hoy?"" dedi
											ve ben de çeviri için annesine bakıyorum,
											diyor ki...
											''Senin yaralandığını sanıyor.''
											Ben de ""Hayır, tatlım, 
hiç de yaralanmadım, ben iyiyim."" diyorum
											ve bu küçük kız küçük ellerini uzatıyor,
											yüzüme dokunuyor.
											Vanilyaya çikolata ufalamaya 
çalışıyor gibiydi
											ya da her ne yapıyorsa.
											Muhteşemdi!
											Harikaydı.
											Çünkü ne olduğunu bildiğini düşünüyordu,
											bana istediğim her şeyi veriyordu:
											Merhamet, şefkat
											ve bu küçük el dokunuşuyla
											yetişkin bir adamın yarasını iyileştirdi.
											Eee-vet.
											İyileştirdi.
											Bunun üstüne, uzun bir süre gülümsedim.
									","
											Dois meses depois,
eu estava numa mercearia,
											e oiço uma voz a dizer:
""Tu tens um dói-dói?""
											Era uma menina, da mesma idade,
de dois ou três anos,
											mas ela não estava a gritar.
											Então eu ajoelhei-me à frente dela
											e como não percebia a fala dela,
olhei para a mãe e perguntei:
											""O que é que ela disse?""
											E ela disse: ""Ela acha
que você tem um dói-dói.""
											E eu disse:
""Não, não tenho um dói-dói.""
											E a menina diz-me:
											""Da-da-oi?""
											Eu olho para a mãe para a tradução,
											e ela diz:
											""Ela acha que você está magoado.""
											E eu digo: ""Não, querida,
eu não estou magoado, estou bem.""
											A menina estica a mão
											e toca na minha cara.
											Estava a tentar misturar
o chocolate com a baunilha
											ou o que quer que fosse.
											Foi incrível!
											Foi maravilhoso.
											Como ela achava que sabia o que era,
											ela estava a dar-me tudo o que eu queria:
											gentileza, compaixão.
											E com o toque daquela mãozinha,
											ela sarou o sofrimento de um adulto.
											Iupi!
											Curado.
											Eu sorri por muito tempo por causa disto.
									","
											A los dos meses, en un supermercado,
me agacho para sacar un producto
											y oigo una vocecita que dice:
""¿Te has hecho pupa?"".
											Una niña de dos o tres años,
de nuevo, de la misma edad,
											pero no grita.
											Entonces me arrodillo frente a ella
											y como no conozco 
esa media lengua, miro a la madre
											y le digo: ""¿Qué me ha dicho?"".
											Me contesta: ""Cree que te has hecho pupa"".
											Entonces le digo:
											""No, no me ha pasado nada, de verdad"".
											Y la niña dice: ""¿Dole?"".
											Le pido a la madre que traduzca,
											y me dice: ""Cree que te has lastimado"".
											Y le digo: ""No, mi amor,
no me he lastimado, estoy bien"".
											La niña estira su manita
y me toca la cara.
											Quizá quería mezclar
el chocolate con la vainilla,
											pero fuera lo que fuera,
											¡fue espectacular!
											Fue maravilloso.
											La niña creía saber qué me pasaba,
											y me dio lo que yo necesitaba:
											cariño, compasión.
											Y al tocarme con esa manita,
											curó el dolor de un hombre grande.
											¡Hurra! ¡Sí!
											¡Curado!
											Esa vez, no podía dejar de sonreír.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											Positivity is something
worth fighting for,
											and the fight is not with others —
											it's internal.
											If you want to make
positive changes in your life,
											you have to consistently be positive.
											My blood type is actually B positive.
									","
											Pozitiflik, uğruna 
savaşmaya değen bir şey,
											birileriyle olan değil—
											o içsel.
											Yaşamınızda
olumlu bir değişiklik istiyorsanız
											sürekli bir biçimde pozitif olmalısınız.
											Benim kan grubum aslında B pozitif.
									","
											A positividade é algo
pela qual vale a pena lutar,
											mas a luta não é com os outros,
											é interior.
											Se quisermos fazer mudanças positivas
na nossa vida,
											temos de ser consistentemente positivos.
											Na verdade, o meu tipo de sangue
é B positivo.
									","
											La actitud positiva es algo
por lo que vale la pena luchar.
											Y la lucha no es con los demás,
sino que es interior.
											Si queremos hacer cambios
positivos en nuestra vida,
											debemos ser positivos todo el tiempo.
											De hecho, mi grupo
sanguíneo es B positivo.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Risas)
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											I know, corny TV guy dad joke,
											my daughter hates it, but I don't care!
											Be positive!
									","
											Biliyorum, klişe TV adamı şaka yaptı,
											kızım nefret ediyor ama aldırmıyorum!
											Pozitif olun!
									","
											Eu sei, típica piada seca
de um homem da TV,
											a minha filha odeia,
mas eu não me importo!
											Sejamos positivos!
									","
											Ya lo sé, el tipo de la tele
que dice chistes malos.
											Mi hija los odia, ¡pero no me importa!
											¡Hay que ser positivo!
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											(Laughs)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Ríe)
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											A 14-year-old boy years ago —
											this kid had vitiligo —
											he asked me to show my face on television.
											I wasn't going to do it,
											we've been over this,
I thought I was going to lose my job,
											but the kid convinced me by saying,
											""If you show people what you look like
and explain this to them,
											maybe they will treat me differently.""
									","
											Yıllar önce 14 yaşında bir erkek çocuk —
											bu çocukta vitiligo vardı —
											yüzümü TV'de göstermemi istedi.
											Bunu yapmayacaktım,
											bunu aşmıştık,
işimi kaybedeceğimi düşündüm
											ama çocuk beni şunu söyleyerek ikna etti,
											""Eğer insanlara nasıl göründüğünü gösterip
											bunu anlatırsan
belki bana farklı davranırlar.""
									","
											Há uns anos, um rapaz de 14 anos,
											que tinha vitiligo,
											pediu-me para eu mostrar
a minha cara na televisão.
											Eu não ia fazer isso,
											já tinha pensado nisso,
achava que ia perder o meu emprego,
											mas o rapaz convenceu-me ao dizer:
											""Se mostrar às pessoas como se parece
e lhes explicar isto,
											""talvez me tratem de uma forma diferente.""
									","
											Hace unos años, un chico 
de 14 años que tenía vitiligo,
											me pidió que mostrara
mi cara en televisión.
											Yo no quería.
											Lo charlamos. Mi postura era
que podía perder el trabajo.
											Pero el chico me convenció diciendo:
											""Si muestras a los demás cómo
es tu cara y das una explicación,
											quizá me traten a mí de otra manera"".
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											Boom! Blinders off.
											I did a TV report,
											got an overwhelming response.
											So I didn't know what to do.
											I took the attention
and focused it back on the kid
											and other people that have vitiligo.
											I started a support group.
											Pretty soon, we noticed ""VITFriends""
											and ""V-Strong"" support groups
all over the country.
											In 2016, we all came together
and celebrated World Vitiligo Day.
											This past June 25,
											we had over 300 people,
											all in celebration of our annual event.
											It was amazing.
									","
											Boom! At gözlüğü çıktı.
											Bir TV sunumu yaptım,
											Çok büyük, güçlü tepkiler aldım.
											Ne yapacağımı bilmiyordum.
											Dikkatleri çektim, çocuklara
											ve vitiligolu insanlara odaklandım.
											Bir destek grubu başlattım.
											Çok kısa bir sürede, ""VITArkadaşlığı""ını
											ve ülke genelindeki ""V-Gücü"" 
destek gruplarını fark ettik.
											2016'da, 
Dünya Vitiligo Günü'nü kutladık.
											Bu geçtiğimiz 25 Haziran'da
											300'den fazla kişi
											yıllık kutlama etkinliğindeydi.
											Muhteşemdi.
									","
											Bum! Tirei as palas.
											Fiz uma reportagem na TV,
											recebi uma resposta soberba.
											Eu não sabia o que fazer.
											Aproveitei a atenção e foquei-a no rapaz
											e noutras pessoas com vitiligo.
											Comecei um grupo de apoio.
											Rapidamente, vimos grupos de apoio
											""VITFriends"" e ""V-Strong"" por todo o país.
											Em 2016, juntámo-nos todos
e celebrámos o Dia Mundial do Vitiligo.
											No passado dia 25 de junho,
											contámos com mais de 300 pessoas,
											todas festejando o nosso evento anual.
											Foi incrível.
									","
											¡Bum! Se me abrieron las anteojeras.
											Me presenté en la tele,
											y la respuesta fue impresionante.
											No sabía qué hacer.
											Aproveché la atención que recibí
y la enfoqué en el chico
											y en otra gente que tiene vitiligo.
											Organicé un grupo de ayuda.
											Al poco tiempo, se formaron
grupos de ayuda como ""VITFriends""
											y ""V-Strong"" en todo el país.
											En 2016 nos reunimos y celebramos
el Día Mundial del Vitiligo.
											El 25 de junio pasado,
											se reunieron más de 300 personas
											para celebrar nuestro evento nacional.
											Fue increíble.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Aplausos)
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											Thanks.
									","
											Teşekkürler.
									","
											Obrigado.
									","
											Gracias.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											Now, I'm not going to lie to you
											and say it was quick or easy
											for me to find a positive place
living with this disease,
											but I found it.
											But I also got much more.
											I became a better man,
											the man I always wanted to be,
											the kind of guy who can stand up
in front of a room full of strangers
											and tell some of
the toughest stories in his life
											and end it all with a smile,
											and find happiness in the fact
that you all just smiled back.
									","
											Şimdi, size yalan söylemeyeceğim

											ve bununla yaşamak için 
pozitif bir yer bulmanın
											hızlı veya kolay olduğunu da 
söylemeyeceğim
											ama onu buldum
											çok daha fazlasına sahip oldum.
											Daha iyi bir adam oldum,
											her zaman olmak istediğim gibi bir adam,
											bir oda dolusu yabancının
karşısında durabilen
											ve hayatındaki en zor hikâyelerden 
bazılarını anlatabilen
											ve hepsini bir gülümse ile bitiren
											ve hepinizin yine gülümsediği
gerçeğindeki mutluluğu bulabilen bir adam.
									","
											Não vos vou mentir
											e dizer que foi rápido ou fácil
											para mim encontrar algo positivo
para viver com esta doença,
											mas encontrei-o.
											Mas também ganhei muito mais.
											Tornei-me um homem melhor,
											o homem que sempre quis ser,
											o tipo de homem que se levanta
numa sala cheia de estranhos
											e conta algumas das histórias
mais difíceis da sua vida
											termina tudo com um sorriso,
											e encontra felicidade no facto de que
todos vocês também acabam por sorrir.
									","
											Ahora bien, no les voy a mentir
											diciendo que fue rápido o fácil
											encontrar un lugar positivo
teniendo esta enfermedad.
											Pero lo encontré.
											Y también logré mucho más:
											me transformé en mejor persona,
											la persona que siempre quise ser.
											Esa persona que puede enfrentar 
a un grupo de extraños en una sala
											y contar algunas de las historias
más duras de su vida,
											y finalizar con una sonrisa,
											y sentir la felicidad de ver que todos
Uds. me han devuelto su sonrisa.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											Thank you.
									","
											Teşekkürler.
									","
											Obrigado.
									","
											Gracias.
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Aplausos)
									",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
"
","
","
","
",How I help people understand vitiligo,Lee Thomas,15:44,"social change,society,disease,humanity,communication,motivation,human body,television"
