en,es,fr,pt,title,speaker,duration,tags
"
											The Hogeweyk has become a place
											where people with very advanced
dementia can live,
											have freedom and safety,
											because the professionals working there
and the volunteers working there
											know how to deal with dementia.
											And the professionals know
how to do their professional work
											in a way that it fits in a natural way
in the life of our residents.
											And that means that the management
has to provide everything
											those people need to do their work.
											It needs a management
that dares to do this.
											To do things differently
than we always have done
											in a traditional nursing home.
									","
											Hogeweyk se ha convertido en un lugar
											donde la gente con estados
muy avanzados de demencia puede vivir,
											tener libertad y seguridad,
											porque los profesionales 
y voluntarios que trabajan allí
											saben cómo tratar la demencia.
											Y los profesionales saben
cómo hacer su trabajo
											de manera que se ajuste con 
naturalidad a la vida de los residentes.
											Y eso significa que la administración
tiene que proporcionar
											todo lo que esa gente 
necesita para hacer su trabajo.
											Se necesita una administración
que se atreva a hacerlo,
											a hacer las cosas de modo diferente
a como siempre se han hecho
											en un geriátrico tradicional.
									","
											Hogeweyk est devenu un endroit
											où les gens qui souffrent
de démence peuvent vivre,
											être libres et en sécurité
											car les professionnels et les bénévoles
qui travaillent là-bas
											savent comment gérer les démences.
											Les professionnels savent
comment réaliser leur travail
											afin que celui-ci s'intègre naturellement
dans la vie de nos résidents.
											Ça signifie que la direction doit offrir
											tout ce dont ces gens ont besoin
pour accomplir leur travail.
											Cela requiert une direction
qui a le courage
											d'agir de manière différente
de ce qui est l'habitude
											dans des maisons de repos traditionnelles.
									","
											Hogeweyk tornou-se num local
											onde podem viver pessoas
em estados muito avançados de demência,
											em liberdade e segurança,
											porque os profissionais
e os voluntários que lá trabalham
											sabem lidar com a demência.
											Os profissionais sabem
como fazer o seu trabalho
											de uma forma que encaixa naturalmente
com a vida do nossos residentes.
											Isto significa que a gerência
tem de fornecer tudo aquilo
											de que estas pessoas
precisam para trabalhar.
											É necessária uma gerência
que se atreva a fazer isto.
											A fazer as coisas de forma diferente
do que sempre fizemos
											num lar tradicional.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											We see that it works.
											We think this can be done everywhere,
											because this is not for the rich.
											We've been doing this with the same budget
											as any traditional nursing home
has in our country.
											We work only with the state budget.
									","
											Sabemos que funciona.
											Creemos que esto se puede
hacer en todas partes,
											porque esto no es para los ricos.
											Lo hemos logrado con el mismo presupuesto
											que tiene cualquier geriátrico 
tradicional en nuestro país.
											Trabajamos solo
con el presupuesto estatal.
									","
											Mais on constate que ça marche bien.
											Ce modèle peut être reproduit partout
											car il n'est pas conçu pour les riches.
											Nous utilisons les mêmes budgets
											qu'une maison de repos
traditionnelle dans notre pays.
											Nous travaillons avec les budgets
de la sécurité sociale.
									","
											Vemos que funciona.
											Acreditamos que isto
pode ser feito em todo o lado,
											porque isto não é para os ricos.
											Fazemos isto com o mesmo orçamento
											que qualquer outro lar tem no nosso país.
											Trabalhamos apenas
com o orçamento estatal.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											Because it has to do
with thinking different,
											and looking at the person in front of you
											and looking at what
does this person need now.
											And it's about a smile,
it's about thinking different,
											it's about how you act,
and that costs nothing.
											And there's something else:
it's about making choices.
											It's about making choices
what you spend your money on.
											I always say,
											""Red curtains are
as expensive as gray ones.""
									","
											Porque tiene que ver con pensar diferente,
											con mirar a la persona
que está frente a ti
											y darse cuenta de lo que 
esa persona necesita ahora.
											Se trata de sonreír, de pensar diferente,
											de como actúas, y eso no cuesta nada.
											Y hay algo más: se trata
de tomar decisiones.
											Se trata de decidir
en qué gastas el dinero.
											Yo siempre digo:
											""Las cortinas rojas son 
tan caras como las grises"".
									","
											Cela nécessite uniquement
de penser autrement,
											de regarder la personne en face de vous
											et de voir ce dont
elle a besoin maintenant.
											Un sourire, une autre manière de penser,
											une autre manière d'agir
et cela ne coûte rien.
											Il y a autre chose encore :
il faut faire des choix.
											Il faut choisir exactement
comment dépenser les budgets.
											Je dis toujours
											que des tentures rouges sont aussi chères
que des tentures grises.
									","
											Isto tem a ver com pensar
de forma diferente
											e olhar para a pessoa à nossa frente
											e ver o que essa pessoa
precisa neste momento.
											É um sorriso, é pensar diferente,
											é como agimos e isso não custa nada.
											E há mais uma coisa: é fazer escolhas.
											É escolher em que vamos gastar
o nosso dinheiro.
											Eu digo sempre:
											""As cortinas vermelhas
custam tanto como as cinzentas.""
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											It's possible, everywhere.
									","
											Es posible, en todas partes.
									","
											C'est possible, partout.
									","
											É possível, em todos os lugares.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Obrigada.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
