fr,en,es,title,speaker,duration,tags
"
											Einstein aurait adoré.
											Cet élève a fait un navigateur internet pour perroquets —
											laissons les perroquets surfer sur le net, et parler avec d'autres perroquets.
											Cet élève a fait un réveil contre lequel il faut se battre
											pour prouver que vous êtes bien réveillé, celui là défend—
											c'est un costume qui défend votre espace personnel.
											Ce n'est pas de la technologie pour la communication;
											c'est une technologie pour se protéger d'elle.
											C'est un instrument qui vous permet de voir votre musique.
											Là, c'est un élève qui fait une machine qui fait d'autres machines,
											et il fait cela grâce a des briques Légo qui transmettent l'information.
											Année après années— et j'ai finalement pris conscience
											que les élèves prouvaient que les applications ultimes de la fabrication maison
											sont des produits pour un marché de une personne.
											Vous n'avez pas besoin de ça pour faire ce que vous pourriez acheter au Walmart;
											vous avez besoin de ça pour faire des choses uniques.
											Ken Olson a dit un jour, personne n'a besoin d'un ordinateur à la maison.
											Mais vous ne l'utilisez pas pour faire des inventaires ou vos comptes.
											#####. Vous n'avez pas besoin de la fabrication personnelle
											à la maison pour faire ce que vous pourriez acheter, parce que vous pourriez l'acheter.
											Vous en avez besoin pour faire ce qui vous rend unique, tout comme la personnalisation.
											Ainsi, aujourd hui, on peut faire ça avec 20 millions de dollars,
											dans 20 ans, on fera des replicateurs façon Star Trek qui feront n'importe quoi.
											Les élèves prenaient les machines que j'avais achetée en otages, pour faire de la fabrication personnelle.
									","
											So, Einstein would like this.
											This student made a web browser for parrots —
											lets parrots surf the Net and talk to other parrots.
											This student's made an alarm clock you wrestle
											to prove you're awake; this is one that defends —
											a dress that defends your personal space.
											This isn't technology for communication;
											it's technology to prevent it.
											This is a device that lets you see your music.
											This is a student who made a machine that makes machines,
											and he made it by making Lego bricks that do the computing.
											Just year after year — and I finally realized
											the students were showing the killer app of personal fabrication
											is products for a market of one person.
											You don't need this for what you can get in Wal-Mart;
											you need this for what makes you unique.
											Ken Olsen famously said, nobody needs a computer in the home.
											But you don't use it for inventory and payroll;
											DEC is now twice bankrupt. You don't need personal fabrication
											in the home to buy what you can buy because you can buy it.
											You need it for what makes you unique, just like personalization.
											So, with that, in turn, 20 million dollars today does this;
											20 years from now we'll make Star Trek replicators that make anything.
											The students hijacked all the machines I bought to do personal fabrication.
									","
											Bien, a Einstein le gustaría esto.
											Este estudiante hizo un navegador Web para loros —
											que le permite a los loros navegar la red y hablar con otros loros.
											Este estudiante hizo un reloj despertador con el que luchas
											para demostrar que estás despierto. Este es uno que defiende —
											un traje que defiende tu espacio personal.
											Esto no es tecnología para la comunicación;
											es tecnología para prevenirla.
											Este es un dispositivo que te permite ver tu música.
											Este es un estudiante que hizo una máquina que hace máquinas,
											y la construyó haciendo Lego Bricks® que hacen los cálculos.
											Esto es año tras año — y finalmente me di cuenta
											que los estudiantes estaban mostrando que la aplicación definitiva de la fabricación personal
											es productos para un mercado de una persona.
											No necesitas esto para lo que puedes encontrar en tiendas Wal-Mart;
											necesitas esto para lo que te hace único.
											Ken Olsen (CEO de DEC en 1977) célebremente dijo, ""nadie necesita una computadora en su casa"".
											Pero no se usa para inventarios o nóminas
											DEC está ahora doblemente en bancarrota. No necesitas fabricación personal
											en la casa para comprar lo que puedes comprar porque puedes comprarlo.
											Lo necesitas para lo que te hace único, como la personalización.
											Entonces, con esto, a su vez, 20 millones de dólares hoy hacen esto,
											dentro de 20 años vamos a hacer replicadores de Star Trek que hacen cualquier cosa.
											Los estudiantes ""secuestraron"" todas las máquinas que compré para hacer fabricación personal.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Aujourd'hui, quand vous depensez autant d'argent,
											le gouvernement demande que vous fassiez du travail de proximité, ce qui veut souvent dire
											des cours dans des écoles voisines, un site-internet; tout un tas d'activités pas très passionnantes.
											Donc je me suis mis d'accord avec le directeur du programme qui me finance que,
											plutôt que de parler du système, je donne aux gens l'accès aux machines.
											Ce n'était pas fait pour être important ou provocateur,
											mais nous avons assemblé ces laboratoires de fabrication. Environ 20,000 dollars d'équipement
											qui peuvent presque faire la même chose que notre laboratoire a 20 millions de dollars, et avoir les mêmes prétentions.
											Un machine laser pour découper et faire de l'assemblage 2D et 3D,
											des tables traçantes pour usiner le cuivre et faire de l'electromagnitque,
											à l'échelle microscopique,
											des tours numériques pour les structures précises,
											des outils de programmation pour moins d'un dollar,
											100 microcontrolleurs cadencés a une nanoseconde. Ca permet de travailler n'importe quoi, du microns
											et microseconde jusqu'a plus grand, et c'est en plein explosion dans le monde entier.
											Ce n'était pas prévu, mais ça a diffusé depuis le centre de Boston
											jusqu'á Pobal en Inde, Secondi-Takoradi sur la côte Ghanéenne
											à Soshanguve une banlieue d'Afrique du Sud,
											jsuqu au nord de la Norvége, révelant, ou aidant à réveler
											avec toute l'attention de la scission numérique,
											nous trouvions des ordinateurs usagers dans tous ces pays.
											Un fermier dans un petit village — un enfant qui a besoin de mesurer et de modifier
											le monde, non pas juste en aillant des informations sur un écran.
											C'est qu'il y a a vraiment une différence entre la fabrication et l'instrumentation,
											plus grand que la différence en équipement informatique.
											Et la façon de resorber le problème, ce n'est pas de l'IT pour les masses, c est le développement de l'IT pour les masses.
									","
											Today, when you spend that much of your money,
											there's a government requirement to do outreach, which often means
											classes at a local school, a website — stuff that's just not that exciting.
											So, I made a deal with my NSF program managers that
											instead of talking about it, I'd give people the tools.
											This wasn't meant to be provocative or important,
											but we put together these Fab Labs. It's about 20,000 dollars in equipment
											that approximate both what the 20 million dollars does and where it's going.
											A laser cutter to do press-fit assembly with 3D from 2D,
											a sign cutter to plot in copper to do electromagnetics,
											a micron scale,
											numerically-controlled milling machine for precise structures,
											programming tools for less than a dollar,
											100-nanosecond microcontrollers. It lets you work from microns
											and microseconds on up, and they exploded around the world.
											This wasn't scheduled, but they went from inner-city Boston
											to Pobal in India, to Secondi-Takoradi on Ghana's coast
											to Soshanguve in a township in South Africa,
											to the far north of Norway, uncovering, or helping uncover,
											for all the attention to the digital divide,
											we would find unused computers in all these places.
											A farmer in a rural village — a kid needs to measure and modify
											the world, not just get information about it on a screen.
											That there's really a fabrication and an instrumentation divide
											bigger than the digital divide.
											And the way you close it is not IT for the masses but IT development for the masses.
									","
											Hoy en día, cuando gasta tanto de su dinero,
											hay un requisito del gobierno para hacer divulgación, que normalmente significa
											clases en la escuela local, un sitio web, cosas que no son tan emocionantes.
											Por lo tanto, hice un trato con mi directores de programa de la NSF
											que en lugar de hablar de ello, le daría a la gente las herramientas.
											Esto no estaba destinado a ser provocativo o importante,
											pero creamos estos Fab Labs (Laboratorios Fabulosos). Son aproximadamente 20.000 dólares en equipo
											que se aproximan tanto a lo que los 20 millones de dólares hacen como a donde se dirigen.
											Un cortador láser para hacer montaje ""press-fit"" (ajustado a presión) con 3D a partir de 2D,
											un plotter de corte para trazar en cobre para hacer electromagnetismo,
											un micrómetro,
											una fresadora controlada numéricamente para estructuras precisas,
											herramientas de programación por menos de un dólar,
											microcontroladores de 100 nanosegundos, te permiten trabajar desde micro
											y milisegundos en adelante, y explotaron en todo el mundo.
											No estaba planificado, pero fueron de los suburbios de Boston
											a Pobal en la India, a Secondi-Takoradi en la costa de Ghana
											a Soshanguve en un poblado en Sudáfrica,
											al extremo norte de Noruega, descubriendo, o ayudando a descubrir,
											por toda la atención a la brecha digital,
											nos encontraríamos con computadoras sin uso en todos estos lugares.
											Un granjero en un pueblo rural - un niño necesita medir y modificar
											el mundo, no sólo obtener información sobre él en una pantalla.
											Que hay realmente una brecha de fabricación e instrumentación
											más grande que la brecha digital
											Y la manera de cerrarla no es TI (Tecnologías de la Información) para las masas, sino de desarrollo de TI para las masas.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Ainsi, pays après pays,
											nous avons vu la même progression: nous ouvrions l'un de ces laboratoires
											où —nous n'y avions — c'était trop fou de penser en installer.
											Nous n'avions pas pensé à l'avance, que nous serions attirés par ces sites,
											Cette première étape nous a mis en confiance.
											Vous pouvez le voir dans leurs yeux, cette joie de, ""Je peux le faire"".
											Ici, c'est une fille dans un quartier du centre de Boston, qui vient juste de faire
											un vente sur demande d'un objet high-tech dans un centre communautaire de la ville.
											Ca va de ça a des projets éducatifs ambitieux et participatifs
											,en dehors de l'école. Au Ghana, nous avons monté un de ces laboratoires.
											Nous avons mis au point un détecteur, et les enfants venaient
											et refusaient de quitter le labo.
											Il y avait cette fille qui insistait pour qu'on reste tard le soir —
											(Vidéo): L'enfant: J'adore le labo
											— sa première nuit dans le labo, parce qu'elle était en train de fabriquer le capteur.
											Et elle insistait pour fabriquer le circuit imprimé, apprendre comment le monter,
											apprendre a le programmer. Elle ne savait pas trop
											ce qu'elle était en train de faire, ni pourquoi elle le faisait, mais elle savait
											qu'elle devait le faire. I y avait comme quelque chose de mystique.
											C'est tard , vous savez, genre 11 heure du soir
											et je pense que j'étais la seule personne surprise quand
											ce qu'elle venait de construire marcha au premier essai.
											Et j'ai montr's cette vidéo a des ingénieurs de grosses entreprises, et ils m'ont avoué
											qu'ils ne peuvent pas faire ça. Tous ce qu'elle fait, ils peuvent le faire mieux qu'elle
											mais c'est reparti entre plein de personnes et de sites différents
											et ils ne peuvent pas faire en une après-midi,
											ce que cette petite fille au Ghana faisait.
											(Vidéo): La fillette: Mon nom est Valentina Kofi, J'ai huit ans.
											Je construis une carte électronique.
											Et encore une fois, c'était juste pour le plaisir.
									","
											So, in place after place
											we saw this same progression: that we'd open one of these Fab Labs,
											where we didn't — this is too crazy to think of.
											We didn't think this up, that we would get pulled to these places;
											we'd open it. The first step was just empowerment.
											You can see it in their face, just this joy of, I can do it.
											This is a girl in inner-city Boston who had just done a high-tech
											on-demand craft sale in the inner city community center.
											It goes on from there to serious hands-on technical education
											informally, out of schools. In Ghana we had set up one of these labs.
											We designed a network sensor, and kids would show up
											and refuse to leave the lab.
											There was a girl who insisted we stay late at night —
											(Video): Kids: I love the Fab Lab.
											— her first night in the lab because she was going to make the sensor.
											So she insisted on fabbing the board, learning how to stuff it,
											learning how to program it. She didn't really know
											what she was doing or why she was doing it, but she knew
											she just had to do it. There was something electric about it.
											This is late at, you know, 11 o'clock at night
											and I think I was the only person surprised when what she built
											worked the first time.
											And I've shown this to engineers at big companies, and they say
											they can't do this. Any one thing she's doing, they can do better,
											but it's distributed over many people and many sites
											and they can't do in an afternoon
											what this little girl in rural Ghana is doing.
											(Video): Girl: My name is Valentina Kofi; I am eight years old.
											I made a stacking board.
											And, again, that was just for the joy of it.
									","
											De esta forma, lugar tras lugar
											vimos la misma progresión: que habíamos abierto uno de estos Fab Labs,
											donde — nosotros no — esto es muy loco para pensar en ello.
											Nosotros no planeamos todo esto, que seríamos llevados a estos lugares,
											donde lo habíamos abierto. El primer paso fue solamente darle el poder a la gente.
											Puedes verlo en sus caras, simplemente esa alegría de ""puedo hacerlo"".
											Esta es una niña de los suburbios de Boston que acababa de hace una venta de
											artesanías de alta tecnología bajo demanda en el centro comunitario de la ciudad.
											Va de allí a la educación técnica práctica seria,
											informalmente, fuera de las escuelas. En Ghana hemos levantado uno de estos laboratorios
											Diseñamos un sensor de redes, y los niños aparecían
											y rehusaban irse del laboratorio.
											Había una niña que insistió en que nos quedásemos hasta tarde por la noche —
											(Video): Niños: Me encanta el Fab Lab.
											— en su primera noche en el laboratorio porque iba a construir el sensor.
											Así que insistió en fabricar el circuito impreso, aprendiendo como armarlo,
											aprendendiendo como programarlo. Ella no sabía realmente
											lo que estaba haciendo o por qué lo hacía, pero sabía
											que tenía que hacerlo. Había algo de eléctrico en ello.
											Esto es tarde, ¿saben?, a las 11 en punto de la noche
											y creo que yo era la única persona sorprendida cuando lo que construyó
											funcionó la primera vez.
											Y he mostrado esto a ingenieros en grandes compañías, y ellos dicen
											que no pueden hacerlo. Cualquier cosa que ella esté haciendo, ellos pueden hacerla mejor,
											pero está distribuido entre mucha gente y muchos sitios
											y no pueden hacer en una tarde
											lo que está haciendo esta niña de una zona rural de Ghana.
											(Video): Niña: Mi nombre es Valentina Kofi, tengo ocho años de edad.
											Hice un circuito apilado.
											Y, de nuevo, era sólo por el placer de hacerlo.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Ensuite, ces laboratoires ce sont attaqués à résoudre des problèmes plus ambitieux —
											de l'instrumentation pour l'agriculture en Inde,
											des turbines à gaz pour la transformation d'énergie au Ghana,
											des antennes à forte amplifications dans des ordinateurs fins,
											et de là, cette entreprise a grossi
											comme la fabrication de ces antennes.
											Et enfin, ces labo ont commencé à découvrir leurs propres inventions.
											Nous apprenions plus d'eux que ce que nous leur enseignions.
											J'apprenais à ces enfants comment utiliser les laboratoires.
											Ils ont inventé comment faire un kit de construction en partant d'un carton —
											idée qui, comme vous le voyez, vient d'être commercialisée
											mais leur design était meilleur que celui de Saul à MIT,
											donc il y a maintenant trois élèves à MIT qui font leurs thèses
											sur la généralisation du travail d'un enfant de huit ans,
											parce que son design est meilleur.
											De vraies inventions sont faites dans ces laboratoires
									","
											Then these labs started doing serious problem solving —
											instrumentation for agriculture in India,
											steam turbines for energy conversion in Ghana,
											high-gain antennas in thin client computers.
											And then, in turn, businesses started to grow,
											like making these antennas.
											And finally, the lab started doing invention.
											We're learning more from them than we're giving them.
											I was showing my kids in a Fab Lab how to use it.
											They invented a way to do a construction kit out of a cardboard box —
											which, as you see up there, that's becoming a business —
											but their design was better than Saul's design at MIT,
											so there's now three students at MIT doing their theses on
											scaling the work of eight-year-old children
											because they had better designs.
											Real invention is happening in these labs.
									","
											Entonces estos laboratorios comenzaron a resolver problemas más serios —
											instrumentación para la agricultura en la India,
											turbinas de vapor para la conversión de energía en Ghana,
											antenas de alta ganancia en computadores clientes ligeros.
											Y luego, a su vez, los negocios comenzaron a crecer,
											como la fabricación de estas antenas.
											Y, por último, el laboratorio comenzó a hacer invenciones.
											Estamos aprendiendo más de ellos de lo que les estamos dando.
											Estaba mostrando a mis hijos en un Fab Lab cómo usarlo.
											Inventaron una manera de hacer un kit de construcción a partir de una caja de cartón —
											que, como ven ahí arriba, se está convirtiendo en un negocio —
											pero su diseño era mejor que el diseño de Saúl en el MIT,
											así que ahora hay tres estudiantes en el MIT basando sus tesis en
											ampliar el trabajo de niños de ocho años de edad
											porque tenían mejores diseños.
											La invención real está ocurriendo en estos laboratorios.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Et je dis toujours — l'année dernière, j'ai passé mon temps
											avec des chef d'Etats, des généraux et des chefs de tribus, qui veulent tous ça,
											et je n'arrête pas de leur dire que ce n'est pas le produit final
											Qu'ils attendent 20 ans, et nous aurons fini.
											Et j'ai enfin compris ce qu'il se passait. C'est Kernigan et Ritchie
											inventant UNIX sur un PDP.
											PDPs sont apparus entre l'époque des ordinateurs centraux et des mini-ordinateurs.
											Ils coutaient des dizaines de milliers de dollars, étaient difficiles à utiliser,
											mais ils donnaient l'accès aux ordinateurs, à plein de groupes de travail
											et tout ce que nous faisons aujourd'hui a été inventé à cette époque.
											Ces laboratoires ont la complexité et le coût des PDP.
											L'image de la fabrication digitale
											n'est pas une image du futur. Nous sommes en ce moment dans l'ère du PDP.
											Nous n'osions pas parler des grosses découvertes à l'époque.
											c'était très cahotique, et ce qui se passait n'était pas très clair.
											De la même façon, nous sommes aujourd'hui dans cette période des mini-ordinateurs
											de la fabrication digitale.
											Le seul problème avec ça, c'est que ça casse les limites conventionnelles.
									","
											And I still kept — so, in the last year I've been spending time with
											heads of state and generals and tribal chiefs who all want this,
											and I keep saying, but this isn't the real thing.
											Wait, like, 20 years and then we'll be done.
											And I finally got what's been going on. This is Kernigan and Ritchie
											inventing UNIX on a PDP.
											PDPs came between mainframes and minicomputers.
											They were tens of thousands of dollars, hard to use,
											but they brought computing down to work groups,
											and everything we do today happened there.
											These Fab Labs are the cost and complexity of a PDP.
											The projection of digital fabrication
											isn't a projection for the future; we are now in the PDP era.
											We talked in hushed tones about the great discoveries then.
											It was very chaotic, it wasn't, sort of, clear what was going on.
											In the same sense we are now, today, in the minicomputer era
											of digital fabrication.
											The only problem with that is it breaks everybody's boundaries.
									","
											Y aún mantenía — de esta forma, en el último año he estado pasando tiempo con
											jefes de estado y generales y jefes tribales, todos los cuales lo quieren,
											y sigo diciendo, pero esto no es lo real.
											Esperen unos 20 años y entonces habremos terminado.
											Y finalmente entendí lo que está pasando. Estos son Kernigan y Ritchie
											inventando UNIX en un PDP (Procesador de Datos Programado).
											Los PDP aparecieron entre los mainframes y las minicomputadoras.
											Costaban decenas de miles de dólares, difíciles de usar,
											pero llevaron la informática a los grupos de trabajo,
											y todo lo que hacemos hoy en día sucedió allí.
											Estos Fab Labs tienen el coste y la complejidad del PDP.
											La proyección de fabricación digital
											no es una proyección para el futuro; ahora estamos en la era del PDP.
											En ese entonces, hablábamos en voz baja acerca de los grandes descubrimientos.
											Fue muy caótico, no era, de alguna forma, claro lo que estaba pasando.
											En el mismo sentido estamos ahora, hoy, en la era del minicomputador
											de la fabricación digital.
											El único problema con eso es que rompe las fronteras de todo el mundo.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											A Washington, je vais voir toutes les agences gouvernementales qui veulent bien me parler,
											A San Fransisco, je vais voir toutes les entreprises auxquelles vous pouvez penser.
											Elles sont toutes d'accord pour parler de ça, mais ca casse
											toutes les limites organisationnelles. En fait, c'est même illégal pour elles
											dans de nombreux cas, d'équiper Monsieur Toulemonde pour créer
											au lieu de consommer la technologie.
											Et ce problème est si important, que l'invention ultime
											venant de ces communautés m'a surpris:
											c'est l'ingénierie sociale. Le labo dans le Grand Nord de la Norvège—
											si loin au Nord que les antennes satellites pointent le sol
											plutôt que le ciel, parce que c'est où sont les satellites—
											le labo a grossi bien plus vite que les locaux dans lesquels il était
											Il a été mis là parce qu'ils voulaient retrouver les animaux dans les montagnes
											mais ça a depassé les attentes, et ils ont construit un village entier autour du labo.
											Ce n'est pas une université, ce n'est pas une entreprise; c'est en fin de compte
											un village pour l'invention, c'est un village pour les gens en marge de la société
											et ceux qui ont grandi autours de ces laboratoires,
											partout dans le monde.
									","
											In DC, I go to every agency that wants to talk, you know;
											in the Bay Area, I go to every organization you can think of —
											they all want to talk about it, but it breaks
											their organizational boundaries. In fact, it's illegal for them,
											in many cases, to equip ordinary people to create
											rather than consume technology.
											And that problem is so severe that the ultimate invention
											coming from this community surprised me:
											it's the social engineering. That the lab in far north of Norway —
											this is so far north its satellite dishes look at the ground
											rather than the sky because that's where the satellites are —
											the lab outgrew the little barn that it was in.
											It was there because they wanted to find animals in the mountains
											but it outgrew it, so they built this extraordinary village for the lab.
											This isn't a university; it's not a company. It's essentially
											a village for invention; it's a village for the outliers in society,
											and those have been growing up around these Fab Labs
											all around the world.
									","
											En Washington DC, voy a cada agencia que quiera hablar, uds. saben.
											En el Área de la Bahía (San Francisco), voy a todas las organizaciones que se puedan imaginar.
											Todos quieren hablar de ello, pero rompe
											los límites de su organización. De hecho, es ilegal para ellos,
											en muchos casos, equipar a la gente común para crear
											en lugar de consumir tecnología.
											Y el problema es tan grave que la última invención
											procedente de esta comunidad me sorprendió:
											es la ingeniería social. Que el laboratorio en el extremo norte de Noruega —
											esto está tan al norte que sus antenas parabólicas miran al suelo
											en vez de al cielo porque ahí es donde están los satélites —
											al laboratorio se le quedó chico el pequeño granero en el que estaba.
											Estaba allí porque querían encontrar animales en las montañas
											pero creció demasiado, así que construyeron este pueblo extraordinario para el laboratorio.
											Esto no es una universidad, no es una empresa, es esencialmente
											un pueblo para la invención, es un pueblo para miembros atípicos de la sociedad,
											y han estado creciendo en torno a estos Fab Labs
											en todo el mundo.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Et ce programme s'est transformé en une ONG,
											une fondation pour le labo, pour aider au développement, une sorte de fond d'investiment pour ce labo.
											La personne qui s'en occupe, decrit ca de façon très juste comme
											""des machines qui font des machines ont besoin d'entreprises qui créent des entreprises"".
											C'est un mutant entre de la micro-finance et des fonds d'investissement
											et ensuite, des partenariats avec le MIT pour
											rendre tout cela possible.
									","
											So this program has split into an NGO foundation,
											a Fab Foundation to support the scaling, a micro VC fund.
											The person who runs it nicely describes it as
											""machines that make machines need businesses that make businesses:""
											it's a cross between micro-finance and VC to do fan-out,
											and then the research partnerships back at MIT for what's
											making it possible.
									","
											Así que este programa se ha dividido en una ONG,
											una Fundación Fab para apoyar la ampliación, un micro fondo de capital riesgo.
											La persona que lo lleva a cabo lo describe muy bien como
											máquinas que fabrican máquinas necesitan negocios que hagan negocios:
											es un cruce entre micro créditos y fondo de capital riesgo para hacer fan-out,
											y luego los grupos de investigación allí en el MIT que
											lo están haciendo posible.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Et je voudrais conclure avec deux réflexions.
											Il y a eu un changement dans l'attribution des aides, depuis les méga-projets centralisés
											à des projets décentralisés, la micro-finance investissant à la racine
											et tout le monde est d'accord pour dire que c'est ce qui marche.
											Mais nous considérons toujours la technologies comme des méga-projets.
											Le numérique, les communications, l'énergie pour la planète
											se sont des gros projets centralisés.
											Si cette salle pleine de héros est suffisamment intelligente,
											vous pouvez résoudre les problèmes vous-mêmes.
											Le message venant des laboratoires de fabrication, c'est que
											les cinq autres milliards d'individus sur cette planète
											ne sont pas juste la pour subir la technologie, mais peuvent la créer.
											La vraie opportunité, c'est de récolter la puissance innovatrice du monde
											pour concevoir et produire localement des solutions aux problèmes locaux.
											Je pensais que c'était une projection 20 ans dans le futur,
											mais c'est ou nous sommes aujourd 'hui.
											Ca casse toutes les frontières organisationnelles auxquelles ont peut penser.
											La chose la plus dur aujourd'hui est l'ingénierie sociale
											et l'ingénierie organisationnelle.
									","
											So I'd like to leave you with two thoughts.
											There's been a sea change in aid, from top-down mega-projects
											to bottom-up, grassroots, micro-finance investing in the roots,
											so that everybody's got that that's what works.
											But we still look at technology as top-down mega-projects.
											Computing, communication, energy for the rest of the planet
											are these top-down mega-projects.
											If this room full of heroes is just clever enough,
											you can solve the problems.
											The message coming from the Fab Labs is that
											the other five billion people on the planet
											aren't just technical sinks; they're sources.
											The real opportunity is to harness the inventive power of the world
											to locally design and produce solutions to local problems.
											I thought that's the projection 20 years hence into the future,
											but it's where we are today.
											It breaks every organizational boundary we can think of.
											The hardest thing at this point is the social engineering
											and the organizational engineering, but it's here today.
									","
											Así que me gustaría dejarles con dos pensamientos.
											Ha habido un enorme cambio en la ayuda, de mega-proyectos muy jerarquizados
											a inversión de micro créditos en las bases por parte de grupos gente común poco estructurados
											así que todos entendieron que eso es lo que funciona.
											Pero todavía vemos a la tecnología como mega-proyectos muy jerarquizados.
											Informática, comunicaciones, energía para el resto del planeta
											son estos mega-proyectos jerarquizados.
											Si esta sala llena de héroes es lo suficientemente inteligente,
											pueden resolver los problemas.
											El mensaje que llega desde los Fab Labs es que
											los otros cinco mil millones de personas en el planeta
											no son sumideros técnicos; ellos son fuentes.
											La oportunidad real es aprovechar el poder de inventiva del mundo
											para diseñar y producir localmente soluciones a los problemas locales.
											Yo creía que esa era una proyección de aquí a 20 años,
											pero es donde estamos hoy.
											Rompe todas las barreras organizacionales que podamos imaginar.
											Lo más difícil en este punto es la ingeniería social
											y la ingeniería organizacional, pero ya está presente hoy.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
