en,es,tr,pt,title,speaker,duration,tags
"
											(Laughter)
									","
											Literalmente pasaba días
haciendo clic en mi nuevo perfil racista.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Goofing off at work in Aryan land.
It was something else.
									","
											(Risas)
									","
											Bu Aryan dünyada bir pot kırarsam
işte o başka bir şey olurdu.
									","
											a passear pelo território ariano,
era demais.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											Perdiendo el tiempo en el trabajo
en Aryanlanda. Era algo más.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											And so I then started
visiting some of the pages
											of my former trolls,
											and a lot of these guys
were just regular Joes,
											a lot of outdoorsmen,
hunters, computer nerds,
											some of them family guys
with videos of their families.
											I mean, for all I know, some of y'all
could be in this room right now. Right?
									","
											(Risas)
											Así que empecé a visitar 
algunas páginas
											de mis troles anteriores,
											y muchos de ellos
eran solo individuos normales,
											muchos amantes de la naturaleza,
cazadores, cerebritos de computación,
											algunos hombres de familia
con videos de sus familias.
									","
											Bundan sonra, önceden bildiğim
o trollerin bazılarının sayfalarını
											ziyaret etmeye başladım,
											bu adamların büyük bölümü
sıradan insanlardı,
											bir sürü doğa aktivitelerine meraklı tip,
avcılar, bilgisayar bağımlıları
											bazıları aile babasıydı,
aileleri ile videoları vardı.
											Diyeceğim, bazıları şu an burada bile
olabilir, öyle değil mi?
									","
											Depois, comecei a visitar
algumas das páginas
											dos meus antigos ""trolls"".
											Muitos deles eram
zés-ninguém vulgares,
											muitos amantes da natureza,
caçadores, fanáticos da informática,
											alguns eram homens de família
com vídeos da família.
											Tanto quanto sei, alguns deles
poderiam estar nesta sala.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											Digo, por lo que sé, algunos de Uds.
podrían estar en esta sala ahora. ¿No?
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											But when I went undercover,
I found a lovely plethora of characters,
											luminaries like Milo Yiannopoulos,
Richard Spencer and David Duke.
											All of these guys were
thought leaders in their own right,
											but over time, the alt-right movement
ended up using their information
											to fuel their momentum.
											And I'm going to tell you what else
led to the momentum of the alt-right:
											the left wing's wholesale demonization
of everything white and male.
											If you are a pale-skinned penis-haver,
you're in league with Satan.
									","
											(Risas)
											Pero cuando me infiltré, 
encontré una plétora de personajes,
											celebridades como Milo Yiannopoulos,
Richard Spencer y David Luke.
											Todos ellos eran
intelectuales por sus propios méritos.
											Pero con el tiempo, el movimiento
de la derecha alternativa
											terminó usando su información 
para avivar su propio impulso.
											Y les diré qué más llevó 
a impulsar la derecha alternativa:
											la demonización masiva de la izquierda 
de todo lo blanco y masculino.
									","
											Tebdil-i kıyafet hayatımda
bir sürü farklı karakter gördüm,
											Milo Yiannopoulos, Richard Spencer
ve David Duke gibi şöhretler.
											Bu kişiler kendi sağ kanatları içinde 
birer kanaat önderiydiler,
											ama zaman içinde aşırı sağ
hareket bu kişileri kendine
											yakıt olarak kullandı.
											kendine yakıt olarak
başka ne kullandığını da size söyleyeyim:
											Sol kanadın beyaz ve erkek olan her şeyi
toptan şeytanlaştırması.
											Penisi olan bir soluk benizliyseniz,
şeytanla aynı taraftasınız.
									","
											Mas quando me infiltrei,
encontrei uma quantidade de figuras,
											luminárias como Milo Yiannopoulos,
Richard Spencer e David Duke.
											Todos estes tipos eram considerados
líderes de pleno direito,
											mas, com o tempo, o movimento
da extrema-direita alternativa
											usava as informações deles
para alimentar o seu ímpeto.
											Vou dizer-vos o que guiava
o ímpeto da extrema-direita:
											era a demonização da ala esquerda
de tudo o que fosse branco e masculino.
											Quem tivesse um pénis branco
estava mancomunado com Satã.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											Si tienes pene y eres de piel clara,
estás asociado con Satán.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Now, would you believe,
											would you believe that some people
find that offensive?
											And —
									","
											(Risas)
											¿Creerían
											que algunas personas lo ven ofensivo?
									","
											İnanabiliyor musunuz,
											inanabiliyor musunuz,
bazıları bunu saldırgan buluyor.
											ve —
									","
											Querem acreditar
											que algumas pessoas 
consideravam isso ofensivo?
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											Y...
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											And so, I mean, listen,
											the fact is that millennials
get a lifetime of diet brand history.
											I mean, America seems to be hellbent
on filling its textbooks
											with CliffsNotes versions
of its dark past.
											This severely, severely decontextualizes
race and the anger associated with it,
											and that is fertile ground
for alt-facts to grow.
											Add in the wild landscape of the internet
											and it's easy to sell
rebranded ""Mein Kampf"" ideas
											to a generation who has been
failed by public schools.
									","
											(Risas)
											y, es decir, el hecho es que
											la generación de los milenarios tiene 
toda una historia de marca alimentaria.
											Es decir, EE. UU. parece estar
muy resuelto a llenar sus manuales
											con sus versiones simples
de su pasado oscuro.
											Esto descontextualiza mucho
la raza y la ira asociada a esto,
											y eso es tierra fértil para que 
florezcan hechos alternativos.
											Y en el panorama salvaje de internet
											es fácil vender ideas renovadas 
de ""Mi Lucha""
									","
											Demek istiyorum ki,
											milenyum kuşağı tarih
konularının diyet versiyonunu gördü.
											Amerika ders kitaplarını
											karanlık geçmişinin basit
özetleriyle doldurmuş gibi.
											Bu durum, ırk ve bununla bağlantılı
öfkeyi tamamen bağlamından koparıyor
											ve bu da alternatif gerçeklerin
yeşermesi için uygun zemin oluyor.
											Bir de internetin vahşi doğasını ekleyin
											böylece, devlet okullarında yetersiz
eğitim alan bu kuşağa
											yeni paketlenmiş
""Kavgam"" fikirlerini satmak kolay.
									","
											Quero dizer, oiçam,
											o facto de os milenares terem
uma versão dietética da história,
											ou seja, os EUA parecem querer,
a todo o custo, encher os seus manuais
											com versões para estudantes 
do seu passado sombrio.
											Isso descontextualiza gravemente
a raça e a raiva com ela associadas
											e é um terreno fértil
para os factos da extrema-direita.
											Acrescentem-lhe a paisagem
selvagem da Internet
											e é fácil vender ideias 
adaptadas de ""Mein Kampf""
											a uma geração que tem fracassado
nas escolas públicas.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											A lot of these ideas, easily debunked.
											Alt-facts have that quality.
											However, one theme kept screaming at me
through the subtext of those arguments,
											and that was,
											why should I be hated
for who I cannot help but be?
											Now, as a black man in America,
that resonated with me.
											I have spent so much time
											defending myself
against attempts to demonize me
											and make me apologize for who I am,
											trying to portray me
as something that I'm not,
											some kind of thug or gangster,
a menace to society.
											Unexpected compassion.
											Wow.
											Now, listen,
											the historical source of the demonization
of black males and white males
											is highly different,
											and where you fall on this argument,
											sadly, tends to be an accident of birth.
									","
											a una generación reprobada
por las escuelas públicas.
											Muchas de estas ideas,
se desacreditan fácilmente.
											Los hechos alternativos 
tienen esa cualidad.
											Sin embargo, un tema me gritaba 
por el subtexto de esos argumentos,
											y eso era,
											¿por qué debía ser odiado
por quien no puedo evitar sino ser?
											Ahora, como hombre negro 
en EE. UU., eso tuvo eco en mí.
											Pasé mucho tiempo
											defendiéndome 
de los intentos de demonizarme,
											y disculparme por lo que soy,
											intentando retratarme
como algo que no soy,
											alguna especie de mafioso 
o gánster, un peligro para la sociedad.
											La compasión inesperada.
											¡Guau!
											Ahora, escuchen.
											La fuente histórica de la demonización
de los hombres negros y blancos
											es considerablemente diferente.
											Y donde este argumento no se sostiene,
									","
											Bu fikirlerin çoğu kolayca çürütülebilir.
											Alternatif gerçekler böyledir.
											Ama, tüm o fikirlerin içinden
bir tanesi yüzüme çarpıp duruyordu
											şu,
											niçin, olmak zorunda olduğum
kişi olduğum için nefret ediliyorum?
											Amerikalı bir siyah olarak,
bu kafamda çınladı durdu.
											Beni şeytanlaştırmaya çalışanlara,
											ne olduğum için özür diletmeye çalışanlara,
											karşı kendimi savunmakla çok
uğraştım.
											Uymadığım bir kalıba
sokulmak isteniyordum
											bir haydut, bir gangster,
topluma karşı bir tehlike.
											Beklenmedik duyarlılık gösterisi.
											Vay be.
											Şimdi, diyeceğim ki,
											siyah ve beyaz erkeklerin 
şeytanlaştırılma hikayeleri
											oldukça farklı
											bu tartışmadaki tarafınızı ise
											malesef,
doğumunuzdaki tesadüf belirliyor.
									","
											Muitas dessas ideias.
são fáceis de desmontar,
											têm essa qualidade.
											Mas havia um tema que me atormentava
no meio do subtexto desses argumentos.
											Era este:
											Porque é que me odeiam
por eu ser quem não posso deixar de ser?
											Enquanto homem negro nos EUA,
aquilo mexia comigo.
											Tinha passado muito tempo
											a defender-me das tentativas
para me demonizarem,
											para me obrigarem a pedir desculpa
por ser quem sou,
											a tentar passar por uma coisa que não sou,
											uma espécie de bandido ou gangster,
uma ameaça para a sociedade.
											Uma compaixão inesperada.
											Uau!
											Agora, oiçam.
											A fonte histórica da demonização
dos homens negros e dos homens brancos
											é totalmente diferente.
											O nosso lugar, nesta discussão,
											infelizmente, é um acidente de nascimento.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Now, you're probably surprised
by this perspective,
											and so was I.
											Never in a billion years did I think
that I could have some kind of compassion
											for people who hated my guts.
											Now, mind you, not enough compassion
like I want to be friends.
											I don't have infinite olive branches
to extend to people
											who, like, would not want
to see me on this planet. Right?
											But just enough compassion to understand
how they got to where they are.
											And to be honest,
											there were a couple of fair points.
											One of them was how liberals
have this wide acceptance for everybody
											except for those with honestly held
conservative viewpoints.
									","
											tristemente, suele ser 
un accidente de nacimiento.
											Ahora tal vez estés
sorprendido por la perspectiva,
											yo también lo estaba.
											Nunca pensé que tendría compasión
											por la gente que me odiaba tanto.
											Eso sí, no la suficiente compasión
como para ser amigos.
											No tengo ilimitadas ofrendas de paz 
para darles a la gente
											que no querría verme 
en este mundo,
											sino compasión para entender
cómo llegaron hasta donde están ahora.
											Y para ser honesto,
											había algunos puntos buenos.
											Uno de ellos era cómo los liberales 
tienen una amplia aceptación de todos,
									","
											Bu bakış açısı size
muhtemelen şaşırtıcı gelmiştir,
											bana da öyle gelmişti.
											Benden nefret edenlere
karşı duyarlı olabileceğim
											dünyada aklıma gelmezdi.
											Yani, yanlış anlamayın, öyle
arkadaş olmak ister gibi değil,
											bende öyle insanlara uzatacak
sonsuz sayıda zeytin dalı yok,
											hem de bu gezegende yaşamama
tahammül edemeyenlere. Sadece
											bulundukları noktaya nasıl geldiklerini 
anlamaya yetecek bir duyarlılık.
											Dürüst olmak gerekirse,
											bazı haklı oldukları noktalar vardı.
											Bunların biri, liberaller
herkesi olduğu gibi kabul ederken
											kalpten muhafazakar olanları
kabul etmemeleriydi.
									","
											Provavelmente, ficarão
admirados com esta perspetiva.
											Eu também fiquei.
											Nunca em milhões de anos eu pensaria
que podia ter alguma pena
											das pessoas que me odiavam.
											Calma, a pena não era tanta
que eu quisesse sermos amigos.
											Não tenho infinitos ramos de oliveira
para entregar às pessoas
											que gostariam de não me ver no planeta.
											Mas a pena suficiente para perceber
como é que eles são o que são.
											Para ser sincero,
havia alguns pontos justos.
											Um deles era como os liberais
aceitavam amplamente toda a gente
											com exceção dos que mantinham
opiniões honestamente conservadoras.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											excepto de los que honestamente
tienen perspectivas conservadoras.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Heaven forbid you love God,
this country and mean it. Right?
									","
											(Risas)
									","
											Tanrı korusun, hem Tanrıyı hem de 
bu ülkeyi gerçekten seviyorsunuz değil mi.
									","
											Caramba, não adorem
sinceramente Deus e este país.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											And another thing that they talked about
was this fear that they had
											of something that they labeled
as ""white genocide,""
											that diversity would be a force
that would wipe them out.
											Now listen, I know what it is to fear
											for the fate of your people.
											Between crack, AIDS, gang violence,
											mass incarceration,
gentrification, police shootings,
											black people have more
than enough reasons to stay up at night.
											But if nature is into diversity
and you are not,
											you're going to lose that fight, buddy.
									","
											El cielo prohíbe que ames a Dios, 
a este país y va enserio. ¿Verdad?
											Y otra cosa de lo que hablaron
era de un miedo que ellos tenían,
											de algo que lo nombraron
como ""genocidio blanco"",
											esa diversidad sería una fuerza
que podría aniquilarlos.
											Ahora escuchen, sé lo que es temer
											por el destino de sus familias.
											Entre la droga, el SIDA,
la violencia pandillera,
											el encarcelamiento masivo,
el aburguesamiento, tiroteos policiales.
											Los negros tienen razones suficientes
para quedarse despiertos por la noche.
											Pero si la naturaleza está 
dentro de la diversidad y tú no,
									","
											Bahsettikleri başka bir şey ise,
korktukları bir şeydi,
											buna ""beyaz soykırımı""
diyorlardı,
											çeşitlilik, onları ortadan
kaldıracak bir kuvvet olacaktı.
											Bakın, gerçekten de kendin gibi olanların
											kaderinden endişe etmeyi anlarım.
											Uyuşturucu, AIDS, çete şiddeti,
											kuşatma, mutenalaştırma,
polisin ateş etmesi
											siyahların gece uyuyamama
sebepleri çoktu.
											Ama doğada çeşitlilik varken
sen bunu benimseyemiyorsan,
											kardeşim, o mücadeleyi kaybedersin.
									","
											Outra coisa de que falavam
era do medo que tinham
											duma coisa a que chamavam
o ""genocídio dos brancos""
											que a diversidade seria uma força
que os eliminaria.
											Oiçam, eu sei o que é ter medo
											quanto ao destino da nossa gente.
											Entre a droga, a SIDA,
a violência de gangues,
											a prisão em massa, o aburguesamento,
os tiroteios da polícia,
											os negros têm mais que razões
para passarem a noite em branco.
											Mas, se a natureza é diversidade
e nós não formos,
											vamos perder essa luta, irmão.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											perderás ese vuelo, amigo.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Applause)
									","
											(Risas)
									","
											(Alkışlar)
									","
											(Aplausos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											You see, nature doesn't care
about your race. That's man-made.
											Nature just cares about healthy organisms,
											and your precious ethnic features
are expendable to that aim.
											So the moment that you let go
of that racist identity
											and relatch onto humanity,
											all your problems go away.
									","
											(Aplausos)
											A la naturaleza no le importa
tu raza. Eso es artificial.
											Solo le importan 
los organismos saludables.
											Y tus valiosas características étnicas
son prescindibles para ese objetivo.
											En el momento en que renuncias 
a esa identidad racista
											y te aferras otra vez a la humanidad,
									","
											Irkınız doğanın umrunda değil.
Irk denen şey zaten insan yapısı.
											Doğa sağlıklı organizmalar peşindedir,
											ve o çok değerli etnik özellikleriniz
bu amaç için feda edilebilir.
											Bu yüzden, o ırk kimliğinizden
kurtularak, yeniden
											insanlığınızın farkına vardığınızda,
											tüm dertleriniz yok oluveriyor.
									","
											A natureza não se preocupa com a raça.
											Isso é coisa dos homens.
											A natureza só se preocupa
com organismos saudáveis
											e as nossas preciosas características
étnicas são supérfluas para isso.
											A partir da altura em que
abandonarmos essa identidade racista
											e pensarmos na humanidade,
											todos os nossos problemas desaparecem.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Applause)
									","
											todos tus problemas desaparecen.
									","
											(Alkışlar)
									","
											(Aplausos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											I'm going to tell you
what race ain't about to die out:
											the human race.
											Join the party. The water's great.
											Until the water gets too hot,
but that's another TED Talk.
									","
											(Aplausos)
											Les voy a decir 
qué raza no se va a extinguirse,
											la raza humana.
											Únanse a la fiesta. 
El agua está deliciosa,
									","
											Hiç yok olmayacak ırk hangisi,
biliyor musunuz:
											İnsan ırkı.
											Partiye katılın. Su çok güzel.
											Ta ki su aşırı ısınana dek, ama
o başka bir TED konuşması.
									","
											Vou dizer-vos qual é a raça
que não desaparecerá:
											a raça humana.
											Juntem-se à festa.
A água está ótima.
											Enquanto a água não aquecer demais,
mas isso é para outra palestra TED.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											hasta que el agua se caliente mucho,
pero esa es otra charla TED.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											The point is that to get
to this point of understanding,
											you have to let go of that fear
											and embrace your curiosity,
											and sadly, too many people
will not take that journey
											to see the world from the other side.
											And, I mean, let's be honest,
											that doesn't just go for progressives,
											but also to the right wing
and conservatives.
											You know, as fair
as some of their points were,
											they were still trapped
in their own echo chambers,
											recycling old, outdated points of view,
											never getting a diversity in perspective,
											not making them well-rounded
in their worldview.
											So they're not hearing
certain anti-racist and political voices,
											voices like Tim Wise
											and Michelle Alexander, Dr. Joy DeGruy,
Boyce Watkins, Tariq Nasheed.
											All of these voices have the answers
to the questions that they want,
											but unfortunately they will not hear them
due to the power of these echo chambers.
											We have got to break out
of these digital divides,
											because as our technology advances,
											the consequences of our tribalism
become more dangerous.
									","
											(Risas)
											El objetivo es que para llegar 
a este punto de entendimiento,
											debes renunciar a ese miedo,
											y adoptar tu curiosidad.
											Y desafortunadamente, muchos
no emprenderán ese camino
											para ver el mundo desde el otro lado.
											Y, es decir, seamos sinceros,
											eso no es solo para los progresistas,
											sino para los de la derecha 
y los conservadores.
											Saben, tan buenos como eran
sus puntos,
											aún estaban atrapados 
en sus propias cámaras de eco,
											reciclando puntos de vista anticuados,
											sin nunca conseguir 
una diversidad de perspectiva,
											sin hacerlos polifacéticos
en su concepción del mundo.
											Así no escuchan 
ciertas voces antirracistas y políticas,
											voces como Tim Wise,
											y Michelle Alexander, Dr. Joy DeGruy,
Boyce Watkins, Tariq Nasheed.
											Todas estas voces tienen las respuestas
a las preguntas que necesitan,
											pero lamentablemente no escucharán
debido a estas cámaras de eco.
											Tenemos que romper 
estas divisiones virtuales,
											porque mientras
nuestra tecnología avanza,
									","
											Olay şu ki, bu kavrayışa
varabilmek için
											korkulardan arınarak
											merak duymak gerekiyor.
											Üzücü olan ise,
çok az insan bunu yaparak
											dünyaya diğer taraftan bakacak.
											Diyorum ki, dürüst olalım,
											bu sadece ilericiler için söz konusu değil,
											sağ kanat ve
muhafazakarlar için de böyle.
											Bildiğiniz gibi, 
söylediklerinde bazı haklı noktalar olsa da,
											kendi eko halkalarında
kıstırılmış durumdalar,
											köhnemiş fikirleri yeniden
dolaşıma sokuyorlar,
											bakış açılarında
çeşitlilik oluşmuyor,
											kendi bakış açılarını
da iyi sunmuyorlar.
											Bazı ırkçılık karşıtı
siyasi fikirleri dinlemiyorlar.
											Tim Wise'ı,
											Michelle Alexander'ı, Dr. Joy DeGruy'u,
Boyce Watkins'i, Tariq Nasheed'i.
											Bu kişilerde aslında
aradıkları yanıtlar var.
											Ama eko halkalarının 
katılığından dolayı onları dinlemiyorlar.
											Bu dijital bölünmeden
kurtulmalıyız.
											Çünkü, teknoloji ilerledikçe,
											bu kamplaşmanın
daha tehlikeli sonuçları oluyor.
									","
											A questão é que, para chegar
a esse ponto de compreensão,
											temos que deixar de ter medo
											e seguir a nossa curiosidade.
											Infelizmente, muitas pessoas
não farão esse percurso
											para ver o mundo pelo outro lado.
											Isto é, sejamos francos,
											isto não se destina
apenas aos progressistas,
											mas também à ala direita
e aos conservadores.
											Por muito justos que sejam
certos argumentos,
											eles ficarão sempre presos
nas suas câmaras de ressonância,
											reciclando e atualizando
os seus pontos de vista,
											sem nunca chegar
à diversidade de perspetivas,
											sem ter uma visão completa do mundo.
											Eles não entendem certas vozes
anti-racistas e políticas,
											vozes como a de Tim Wise
e de Michelle Alexander,
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											And this whole experience
taught me something:
											our gadgets ain't going to save us.
											All these technological devices
											are only mastery of the universe
out there, not the one in here.
											And so that's all IQ, not EQ.
											That's a dangerous imbalance.
											Where do you get
the emotional intelligence,
											the character development,
											the virtues of patience,
forbearance, compassion,
											you know, the things that make sure
that these devices, however advanced,
											become a blessing and not a curse?
											Seems to be me that humanity itself
needs an upgrade.
									","
											los efectos de nuestro tribalismo
se hace más peligroso.
											Y toda esta experiencia me enseñó algo,
											nuestros dispositivos no van a salvarnos.
											Todos estos aparatos tecnológicos
											solo son un dominio
del universo exterior, no de aquí.
											Y eso es todo el coeficiente intelectual, 
no el coeficiente emocional.
											Eso es un desequilibrio peligroso.
											¿De dónde consigues 
la inteligencia emocional,
											el desarrollo del carácter,
											las virtudes de la paciencia, 
la contención, la compasión,
											lo que nos asegura que estos aparatos,
aunque sean avanzados,
											se conviertan en una bendición 
y no en una maldición?
									","
											Bu deneyimin bütünü
bana bir şey öğretti:
											Bizi kurtaracak olan
											elimizdeki bu cihazlar değil,
											bunlar dışarıdaki evreni keşfetmeye
yarıyor, içimizdekini değil.
											Bu bir IQ meselesi, EQ değil.
											Bu tehlikeli bir dengesizlik.
											Duygusal zeka,
											karakter gelişimi, sabır,
											tahammül ve duyarlılık gibi erdemler,
											bu cihazları, ne kadar gelişkin
olursa olsunlar,
											lanet değil de nimet yapan şeylerdir.
											Galiba insanlığın kendisine
bir sistem güncellemesi gerek.
									","
											do Dr. Joy DeGruy,
de Boyce Watkins, de Tariq Nasheed.
											Todas estas vozes têm as respostas
às perguntas que eles fazem
											mas, infelizmente, eles não as escutam,
											devido ao poder
dessas câmaras de ressonância.
											Temos de quebrar
estas divisórias digitais,
											porque, à medida
que a tecnologia progride,
											as consequências do nosso tribalismo
tornam-se mais perigosas.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Now —
									","
											Me parece que la humanidad misma
necesita una actualización.
									","
											Şimdi —
									","
											Toda esta experiência ensinou-me
											que os nossos dispositivos
não nos vão salvar.
											Todos estes aparelhos digitais
											não passam do domínio
do universo exterior, não do interior.
											É tudo uma questão de QI,
e não de QE.
											É um desequilíbrio perigoso.
											Onde é que iremos buscar
a inteligência emocional
											o desenvolvimento do carácter,
											as virtudes da paciência,
da tolerância, da compaixão,
											as coisas que garantem
que esses aparelhos, embora avançados,
											se tornam numa bênção
e não numa maldição?
											Parece-me que a própria humanidade
precisa de uma atualização.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Applause)
									","
											Ahora...
									","
											(Alkışlar)
									","
											(Aplausos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
