es,pt,tr,de,title,speaker,duration,tags
"
											Así lo hicimos. Decidimos traer gente
											al laboratorio para un pequeño experimento. Estas personas,
											por 2 minutos, asumieron posiciones. 
ya sea
											de poder o de debilidad. Les mostraré
											5 ó 6 de estas posiciones, aunque ellos probaron solo 2.
											Esta es una.
											Un par más.
											A esta la prensa la llamó la
											""Mujer Maravilla"".
											Aquí hay otro par.
											Pueden estar de pié, o sentados.
											Ahora las posiciones de debilidad.
											Se doblan, se hacen pequeñitos.
											Esta es de muy bajo poder.
											Si te tocas el cuello
											te estás protegiendo, realmente.
											Esto es lo que sucede. Ellos llegan,
											escupen en un frasco,
											y les decimos por 2 minutos: ""Quiero que hagas esto, o lo otro"".
											Ellos no ven las fotos de las posiciones. No queremos inducirlos
											con un concepto de poder. Queremos que sientan el poder,
											¿de acuerdo? Por 2 minutos lo hacen.
											Y luego les preguntamos, ""¿Qué tan poderoso te sientes?
											Y luego les damos la oportunidad de apostar,
											y por último tomamos otra muestra de saliva.
											Eso es todo el experimento.
									","
											Foi o que fizemos.
											Decidimos levar pessoas para o laboratório
e fazer uma pequena experiência,
											e essas pessoas adotaram,
durante dois minutos,
											poses de grande poder
ou poses de baixo poder,
											Vou mostrar-vos cinco dessas poses,
											embora eles tenham adotado apenas duas.
											Esta é uma delas.
											Mais algumas.
											Esta recebeu dos ""media"" a alcunha
de ""Mulher-Maravilha"".
											Estas são mais algumas.
											Pode-se estar de pé ou sentado.
											Estas são poses de baixo poder.
											A pessoa está dobrada,
a tornar-se pequena.
											Esta é de muito baixo poder.
											Quando tocamos no pescoço,
estamos a proteger-nos.
											A coisa passa-se assim:
											Eles entram, cospem para um frasco,
											dizemos: ""Durante dois minutos,
têm de fazer isto ou isto"".
											Eles não veem imagens das poses.
											Não queremos incutir-lhes
um conceito de poder.
											Queremos que sintam poder.
											Fazem isto durante dois minutos.
											Depois, perguntamos-lhes:
""Quão poderoso se sente?""
											e, em seguida,
damos-lhes a oportunidade de jogar,
											após o que voltamos a recolher 
uma amostra de saliva.
											E pronto. Esta é a experiência.
									","
											Yaptığımız şey buydu. İnsanlarıi labaraturara getirip
											ufak bir deney yapmaya karar verdik. Bu kişiler
											iki dakikalığına yüksek güç veya alçak güç duruşlarından
											bazılarını seçtiler. Sizlere şimdi bu pozlardan beş tanesini
											gösterecegim. Fakat kişiler bunlardan yalnizca ikisini seçtiler.
											—Yüksek güç duruşları— İşte bir tanesi.
											Birkaç tane daha.
											Şuradaki, medya tarafından
											""Muhteşem Kadın"" unvanı aldı.
											Birkaç tane daha.
											Ayakta duruyor veya oturuyor olabilirsiniz.
											Bunlar da düşük güç duruşları.
											Burada kendini kapatıp, küçültüyorsun.
											Bu ise çok düşük güç.
											Boynuna dokunarak,
											gerçekte kendini koruyorsun.
											Yaptığımız şey şuydu. Kişiler gelir,
											labaratuar şişelerine tükürürler,
											biz ise, iki dakika boyunca ""Şunu veya bunu yapmalısın"" deriz.
											Duruşların resimlerine bakmazlar. Güç kavramı hakkında
											ön bilgi vermek istemeyiz. Onların gücü hissetmelerini isteriz,
											değil mi? İki dakika boyunca bu duruşları gerçekleştirirler.
											Daha sonra, onlara farklı konularda ""Kendini ne kadar güçlü hissediyorsun?""
											diye sorarız ve onlara kumar oynama şansı sunarız
											ve daha sonra başka bir tükürük örneği alırız.
											Bu kadar. Tüm deney bundan ibaret.
									","
											Das taten wir also.
Wir beschlossen, Menschen ins Labor
											einzuladen und führten dieses kleine
Experiment durch. Sie nahmen
											diese Haltung für zwei Minuten ein,
entweder eine Viel-Macht-Pose
											oder eine Wenig-Macht-Pose.
Ich werde Ihnen einfach
											fünf der Posen zeigen, 
aber es wurden nur zwei eingenommen.
											Hier ist eine.
											Und noch einige.
											Diese wurde auch
von den Medien
											als ""Wonder Woman"" bezeichnet.
											Hier sind noch einige.
											Man kann also stehen
oder sitzen.
											Hier sind die 
Wenig-Macht-Posen.
											Man fällt in sich zusammen,
macht sich klein.
											Diese zeugt von
sehr wenig Macht.
											Wenn man seinen
Hals berührt,
											schützt man sich.
											Das geschieht also.
Sie betreten den Raum,
											sie spucken in ein Röhrchen.
											Wir sagen ihnen zwei Minuten lang: 
""Tun Sie dies oder das.""
											Sie sehen keine Fotos der Posen.
Wir wollen ihnen
											kein Machtkonzept vorgeben. 
Sie sollen Macht fühlen.
											Sie tun dies für zwei Minuten.
											Dann fragen wir sie: ""Wie viel Macht fühlst du?""
											Dann lassen wir sie 
ein Glücksspiel machen.
											Danach nehmen wir noch
eine Speichelprobe.
											Das ist es.
So verläuft das ganze Experiment.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Y esto es lo que encontramos. 
En tolerancia al riesgo, a apostar,
											descubrimos que quienes asumen la posición 
de mucho poder,
											se arriesgan a apostar en el 86%.
											De los que están en posición de debilidad,
											solo el 60%. Es una enorme diferencia.
											Veamos lo que encontramos con la testosterona.
											Partiendo de su situación normal al llegar, 
los muy poderosos
											experimentan un incremento del 20%.
											Y los débiles una disminución del 10%.
											De nuevo, 2 minutos, y se obtienen esos cambios.
											Y ahora los resultados con cortisol. Los más poderosos
											experimentan un 25% de disminución, mientras que
											los más débiles un aumento del 15%.
											Esos 2 minutos conducen a estos cambios hormonales
											que configuran el cerebro, para hacerlo positivo,
											seguro, cómodo; o bien,
											sujeto al estrés, ya saben, que uno se siente
											como apagado. Todos conocemos esa sensación, ¿cierto?
											Parece ser que nuestras expresiones no verbales
											pueden regir cómo nos vemos a nosotros mismos.
											No solo a los demás, sino a uno mismo.
											También el cuerpo puede hacer cambiar la mente.
									","
											Descobrimos isto: quanto à tolerância
ao risco — que é o jogo —
											descobrimos que quando 
estamos na pose de alto poder,
											86% das pessoas arrisca.
											Quando estamos na posse de baixo poder,
											apenas 60%, e essa diferença 
é bastante significativa.
											Isto é o que encontramos 
a respeito da testosterona.
											A partir da linha de base, quando entram,
as pessoas do alto poder
											experimentam um aumento 
de cerca de 20%.
											e as pessoas do baixo poder experimentam
uma descida de cerca de 10%.
											Repito, bastam dois minutos
e observamos estas mudanças.
											Isto é o que obtivemos quanto ao cortisol.
											As pessoas do alto poder experimentam
uma descida de cerca de 25%,
											e as pessoas de baixo poder experimentam 
um aumento de cerca de 15%.
											Dois minutos levam 
a estas mudanças hormonais
											que basicamente configuram 
o nosso cérebro,
											quer para ser assertivo,
confiante e confortável,
											quer para ser bastante reativo ao stress
e sentir-se como que desligado.
											Já todos tivemos essa sensação, não é?
											Parece que as nossas expressões 
não verbais comandam
											a forma como pensamos e nos sentimos 
a respeito de nós próprios.
											Não são só os outros, 
mas também nós mesmos.
											Igualmente, o nosso corpo
altera a nossa mente.
									","
											Bulduğumuz şey şu. Risk toleransı, ki bu testte bu kumar oynamaktır,
											yüksek güç pozisyonunda iken deneklerin yüzde 86'sının
											kumar oynamakta olduğunu görüyoruz.
											Düşük güç pozisyonunda iken ise
											yalnızca yüzde 60 ve bu kayda değer büyüklükte önemli bir fark.
											Testesteron ile ilgili bulduğumuz şey şu.
											Yüksek güçteki insanlarda başlangıç anlarındaki
											durumlarından yüzde 20 artış,
											düşük güçteki kişilerde ise yaklaşık yüzde 10'luk bir düşüş gözleniyor.
											Tekrar, iki dakika ve bu değişiklikleri elde ediyorsunuz.
											Kortizolda ise bulduklarımız söyle. Yüksek güçteki kişilerde
											yüzde 25 düşüş ve
											düşük güçteki kişilerde ise yüzde 15 artış gözleniyor.
											Yani iki dakika, beyninizde iddiali, özgüvenli ve rahat
											ya da strese dayanıksız ve kapanmışlık gibi
											hislere yol açan
											hormonal değişikliğe neden oluyor.
											Ve hepimiz bu duyguları yaşamışızdır, değil mi?
											Sessiz dilimizin kendimiz ile ilgili
											nasıl düşünüp nasıl hissettiğimizi yönettiğini görürüz...
											Yani yalnızca başkalarının değil, kendimizinkilerin de.
											Ayrıca vücudumuz zihnimizi de etkiler.
									","
											Hier sind unsere Resultate.
Risikobereitschaft, also das Glücksspiel,
											wird von der Viel-Macht-Pose begünstigt.
											86% sind zum Glücksspiel bereit.
											Aus einer Wenig-Macht-Pose heraus liegt
											die Bereitschaft nur bei 60%.
Ein ziemlich signifikanter Unterschied!
											Hier sind unsere Ergebnisse zum Testosteron.
											In ihrer Grundkonstitution erfahren
Menschen mit viel Macht
											einen 20-prozentigen Anstieg
											und Menschen mit wenig Macht 
einen 10-prozentigen Rückgang.
											Auch hier erfolgten diese Änderungen
innerhalb von zwei Minuten.
											Im Hinblick auf Cortisol erleben wir dies:
Menschen mit viel Macht
											erfahren einen 25-prozentigen Rückgang
											und Menschen mit wenig Macht einen
15-prozentigen Anstieg.
											Zwei Minuten führen zu diesen 
hormonellen Veränderungen,
											die Ihr Gehirn derart umgestalten, 
dass Sie entweder
											bestimmt, selbstbewusst sind
und sich wohlfühlen,
											oder dass Sie sehr stressanfällig sind
und Sie das Gefühl haben,
											keine Energie zu haben. Wir alle
kennen das Gefühl, oder?
											Es scheint, dass unsere nonverbalen
Aktionen uns darin beeinflussen,
											wie wir über uns denken 
und fühlen.
											Es sind also nicht nur die anderen,
sondern auch wir selbst.
											Unser Körper verändert unser Bewusstsein.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											La siguiente pregunta es, naturalmente,
											¿es posible que una posición de poder de 2 minutos
											te cambie la vida de manera significativa?
											Esa fue una breve experiencia en el laboratorio,
											de solo 2 minutos. ¿Cómo se puede aplicar esto?
											Naturalmente, estuvimos pensando en esto.
											La idea es que lo que realmente importa es
											dónde se desea llevar a cabo la evaluación
											de situaciones socialmente exigentes. ¿Dónde
											te analizan tus amigos? Como sucede para los adolescentes en la mesa de la cafetería.
											Para algunos puede ser tener que hablar
											en la junta de la escuela. O al presentar 
una propuesta de un negocio,
											o al dar una charla como esta,
											o en una entrevista de trabajo.
											Escogimos el caso que la mayoría de la gente conoce
											porque ha pasado por esa situación:
											la entrevista de trabajo.
									","
											Mas a próxima questão, 
evidentemente, é:
											A pose de poder,
durante alguns minutos,
											pode mudar a nossa vida 
de modo significativo?
											Isto passa-se no laboratório.
											É uma tarefa pequena,
durante alguns minutos apenas.
											Onde podemos aplicar isto de forma útil?
											Pensamos que o que nos interessa
											é usar isto em situações de avaliação,
como situações de ameaça social,
											em que estejamos a ser avaliados
até pelos nossos amigos,
											como acontece com os adolescentes
à mesa da cantina.
											Há pessoas que podem ter que falar
numa reunião do conselho escolar.
											Podem ter que fazer um discurso
											ou uma palestra como esta,
											ou irem a uma entrevista para um emprego.
											Pensámos que a situação com que a maioria
das pessoas se identificaria,
											seria a entrevista de emprego.
									","
											Elbette sıradaki soru ise ,
											birkaç dakikalık güç duruşu
											gerçekten hayatınızı anlamlı bir şekilde değiştirebilir mi?
											Bu sadece labaratuarda. Yalnızca birkaç dakikalık
											ufak bir test. Bunu gerçekte nerelerde
											uygulayabilirsiniz? Tabii ki asıl önem verdiğimiz bu.
											Değerlendirmeye tabi tutulduğunuz
											sosyal endişe yaratan durumlarda
											kullanılabileceğini düşünüyoruz. Nerede değerlendiriliyorsanız,
											hatta arkadaşlarınız tarafından bile? Gençlerin birarada oturduğu
											yemekhane masasında olabilir, bazı kişiler için okul yönetim toplantısı
											konuşmasında olabilir. Bir satış toplantısında veya
											bunun gibi bir konuşmada veya
											bir iş görüşmesinde olabilir.
											Bir çok insanın başından geçmesi dolayısıyla
											birçok kişi tarafından anlaşılabileceğini düşündüğümüz
											iş görüşmesi örneğinde karar kıldık.
									","
											Die nächste Frage ist dann natürlich:
											Kann das Einnehmen einer
Macht-Haltung für ein paar Minuten
											wirklich mein Leben in 
entscheidender Weise verändern?
											Das geschieht im Labor.
Die kleine Übung,
											für nur ein paar Minuten.
Wo kann man das wirklich anwenden?
											Das war uns natürlich wichtig.
											Daher denken wir, es sind die Situationen wichtig,
											bei denen eine Bewertung stattfindet.
											Etwa soziale Situationen, die Unbehagen hervorrufen, 
in denen man bewertet wird,
											vielleicht von Freunden? Für Teenager 
geschieht dies in der Mittagspause.
											Für andere Menschen geschieht dies,
wenn sie öffentlich sprechen müssen,
											bei Elternratversammlungen.
Oder bei Verkaufsgesprächen
											oder Vorträgen wie diesem.
											Oder während eines Vorstellungsgesprächs.
											Wir beschlossen, dass die Situation,
mit der sich die meisten Leute identifizieren können,
											weil die meisten sie schon mal erlebt haben,
											das Vorstellungsgespräch ist.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Entonces publicamos los resultados, y los medios
											se interesaron, y dijeron: ""Bien, esto es lo que hay que hacer
											cuando vas a una entrevista, ¿correcto?"" (Risas)
											Naturalmente quedamos horrorizados, y dijimos:
											""No, por Dios, no, no. Eso no es lo que queremos decir.
											Por muchas razones, no, no, no. No vayan a hacer eso"".
											De nuevo, no se trata de hablarle a otras personas.
											Es hablar consigo mismo.
											¿Qué haces cuando vas a una entrevista de trabajo? Esto.
											¿Correcto? Estás sentado, mirando al iPhone,
											o al Android, sin tratar de excluir a nadie.
											Estás repasando tus notas, releyendo,
											todo encorvado. haciéndote pequeño,
											cuando en realidad deberías hacer así,
											tal vez en el baño, ¿correcto? Hazlo. Tómate 2 minutos.
											Eso es lo que queremos evaluar, ¿de acuerdo?
											Invitamos a varias personas al laboratorio
											a tomar posiciones de alto o de bajo poder.
											Se someten a una entrevista de trabajo muy estresante.
											Dura 5 minutos. Todo se está grabando.
											También los están juzgando, y los jueces están entrenados
											en no dar ninguna retroalimentación no verbal.
											Se ven así. Imaginen
											que éste es el que te está entrevistando.
											Durante 5 minutos no pasa nada. Esto es peor que las interrupciones.
											Detestamos eso. Es lo que Marianne LaFrance llama
											""pararse sobre arena movediza"".
											Esto dispara el cortisol.
											Esta es la entrevista de trabajo a la que los sometimos,
											porque queríamos saber lo que sucede realmente.
											Tenemos cuatro analistas para que miren las cintas.
											Ellos no conocen la hipótesis, ni las condiciones.
											No saben qué posiciones han tomado las personas,
											y al terminar de mirar las cintas,
											dicen: ""Ah. Yo quisiera contratar estas personas"",
											las de las posiciones de alto poder, y ""no quisiera contratar a estos.
											Les damos una evaluación mucho más positiva, en general"".
											Pero, ¿qué los motiva? No se trata del contenido del discurso.
											Se trata de la presencia con que vienen a la entrevista.
											Los calificamos en todas las variables relacionadas con
											la competencia, como, ¿Qué tan estructurado es su discurso?
											¿Qué tan bueno es? ¿Cuáles son sus condiciones para el cargo?
											No hay ningún efecto en esto. Esto es lo que los afecta.
											Estos asuntos. Cada persona trae su verdadera personalidad, básicamente.
											Lo que traen es lo que son.
											Traen sus ideas, representadas por sí mismos,
											sin ningún sobrante.
											Así que esto es lo que produce o media el efecto.
									","
											Depois, publicámos estas descobertas,
e os ""media"" disseram:
											""Muito bem, então isto é
o que devemos fazer
											""quando vamos a uma entrevista 
de emprego?""
											(Risos)
											Claro que ficámos horrorizadas 
e dissemos:
											""Céus! Não era nada disso 
que queríamos dizer.
											""Por inúmeras razões, não façam isso!""
											Repito, isto não tem que ver convosco 
a falar com os outros.
											São vocês a falar convosco.
											O que é que fazem quando vão
a uma entrevista de emprego?
											Estão sentados,
a olhar para o vosso iPhone
											ou para o vosso Android, 
tentando não excluir ninguém.
											Estão a olhar para as vossas notas,
											estão curvados, a fazer-se pequenos,
											quando deviam estar a fazer isto,
por exemplo, na casa de banho
											Façam isso, durante dois minutos.
											É isso que pretendemos testar.
											Levámos as pessoas para o laboratório,
											elas voltam a fazer poses,
de alto-poder, de baixo-poder,
											e são submetidas a uma entrevista 
de emprego muito stressante.
											Tem a duração de 5 minutos.
Estão a ser filmados.
											Também estão a ser julgados,
											e os juízes estão preparados
para não terem reações não-verbais,
											por isso têm este aspeto.
											Imaginem que esta é a pessoa 
que vos está a entrevistar.
											Durante 5 minutos, nada, e isso é pior 
do que ser-se interrogado publicamente.
											As pessoas detestam isto.
											É aquilo a que Marianne LaFrance chama
""estar de pé em areia movediça social"".
											Isto provoca-nos picos de cortisol.
											Esta é a entrevista de emprego 
a que os sujeitámos,
											porque queríamos ver o que acontecia.
											Depois, quatro codificadores 
analisam estas gravações.
											Eles ignoram a hipótese colocada.
Ignoram as condições.
											Não fazem ideia das poses 
adotadas por cada um.
											Quando acabam de analisar 
todo o conjunto de gravações, dizem:
											""Queremos contratar estas pessoas""
											— os que adotaram poses de alto-poder.
											""Não queremos contratar estas.
											""A nossa avaliação daquelas pessoas 
é muito mais positiva globalmente.""
											Mas o que é que leva a isto? 
Não é o conteúdo do discurso.
											É a presença que trazem para o discurso.
											Nós classificámo-los 
em todas estas variáveis
											relacionadas com a competência, 
como o grau de estruturação
											do seu discurso, a sua qualidade, 
quais as suas qualificações.
											Não houve efeito quanto a estas coisas.
Isto é que foi afetado.
											Este tipo de coisas. 
As pessoas mostram-se como são.
											Mostram-se a si próprias.
											Apresentam as suas ideias, 
mas como elas próprias,
											sem qualquer resíduo sobre si.
											Isto é o que dirige o efeito,
ou medeia o efeito.
									","
											Bulgularımızı yayınladığımızda medya
											konuyla çok ilgilendi ve, tamam, yani iş görüşmesine
											gidildiğinde bu mu yapılmalı? gibi sorular sordular.(Kahkalar)
											Tahmin edeceğiniz gibi tabii ki dehşete düştük ve
											Aman allahım, hayır, hayır, anlatmaya çalıştığımız şey bu değildi dedik.
											Birçok geçerli sebep yüzünden, sakın, sakın, sakın bunu yapmayın.
											Tekrarlıyorum, bu, sizin başka insanlarla konuşmanız ile
											değil, kendinizle konuşmanız ile ilgili. Bir iş gorüşmesine
											gitmeden önce neler yaparsınız? Bunu yaparsınız,
											Değil mi? Oturursunuz. IPhone'unuza ya da
											kimseyi dışarıda bırakmayalım, Android'inize bakarsınız.
											Bildiğiniz şeyler, notlarınıza bakarsınız,
											eğik oturur, kendinizi küçültürsünüz,
											belki aslında yapmanız gereken, tuvalete gidip
											şu hareketi yapmaktır değil mi? Iki dakika ayırın. Bunu yapın.
											Test etmek istediğimiz şey buydu. Tamam mı?
											İnsanları labaratuara getirdik,
											yeniden düşük veya yüksek güç duruşlarını yaptılar ve
											çok stresli bir iş görüşmesi aşamasından geçtiler.
											5 dakika süreli. Kayıt edildiler.
											Aynı zamanda değerlendirildiler ve değerlendimeyi yapan uzmanlar
											sessiz dilde tepki vermeme konusunda eğitildiler
											ve böyle gözüküyorlardı. Düşünün ki
											sizinle mülakat yapan insan bu.
											5 dakika boyunca, tepkisiz ve bu soru yağmuruna tutulmaktan bile daha kötü
											İnsanlar bundan nefret eder. Bu Marianne LaFrance'in
											""Sosyal bataklıkta durmak"" diye tabir ettiği durum.
											Bu gerçekten kortizolda ani bir artış sağlar.
											Onları böyle bir mülakattan geçirdik çünkü
											neler olacağını görmek istedik.
											Daha sonra dört tane gözlemciye bu kayıtları izlettik.
											Hipotez ve durumlar hakkında hiç bir bilgileri yok.
											Kimin, nasıl bir duruş yaptığı hakkında da bir fikirleri yok
											ve bu kasetlere bakmayı bitiriyorlar ve
											""Bu insanları işe almak istiyoruz,"" diyorlar,
											hepsi yüksek güç duruşu yapanlar. —""bunları da almak istemeyiz.
											Bu insanları çok daha pozitif olarak da değerlendirdik.
											Peki bunu ne harekete geçiriyor? Konusmanın içeriği ile ilgili bir durum değil.
											Konuşmaya kattıkları varlıkları ile ilgili bir durum.
											Biz insanları yeterlilik ile alakalı şu değişkenler ile
											değerlendiriyorduk. Mesela, Konuşmanın yapısı nasıldı?
											Ne kadar iyiydi? Mülakata girenlerin özellikleri nelerdi?
											Bunların hiç etkisi olmadı.
											Bu tür şeyler etkili oldu (Tutku, özgüven, coşkunluk, özgünlük, çekicilik)
											İnsanlar temel olarak gerçek benliklerini ortaya çıkartıyorlar.
											Fikirlerini sunuyorlar, fakat kendileri olarak
											yani başka şeylerden etkilenmeden.
											İşte bu, etkiyi harekete geçiren ya da buna aracılık yapan şeydir.
									","
											Wir veröffentlichten die Ergebnisse,
und die Medien
											sprangen sofort darauf an.
Das müssen Sie also tun,
											wenn Sie zu einem Vorstellungsgespräch
gehen! (Gelächter)
											Wir waren natürlich total geschockt und antworteten:
											Oh nein, dass haben wir überhaupt nicht
gemeint!
											Aus ganz vielen Gründen:
Nein, tun Sie dies nicht!
											Hier geht es nicht darum, 
dass Sie so mit anderen Menschen sprechen.
											Es geht darum, wie Sie zu sich selbst sprechen.
Was tun Sie
											bevor Sie zu einem Vorstellungsgespräch gehen?
Sie tun dies.
											Richtig? Sie setzen sich hin.
Sie schauen auf Ihr iPhone —
											oder Ihr Android, ich will ja niemanden
ausschließen!
											Sie schauen Ihre Notizen durch,
											Sie kauern sich zusammen,
machen sich selbst klein,
											wenn Sie eigentlich eher so etwas tun sollten.
											In einem Waschraum. Tun Sie das.
Finden Sie zwei Minuten dafür.
											Das wollten wir überprüfen. Okay?
											Wir laden Menschen ins Labor ein und
											sie nehmen entweder Viel-Macht- oder
Wenig-Macht-Posen ein.
											Sie durchlaufen dann ein sehr stressiges
Vorstellungsgespräch.
											Es dauert fünf Minuten und
wird aufgezeichnet.
											Sie werden bewertet 
und die Jury
											ist darauf trainiert, kein nonverbales
Feedback zu geben.
											Sie sehen also so aus.
Stellen Sie sich vor,
											dass diese Person Ihr
Gesprächspartner ist.
											Fünf Minuten lang nichts. Das ist schlimmer,
als in die Zange genommen zu werden.
											Menschen hassen das. 
Marianne LaFrance nennt dies
											""im sozialen Treibsand stehen.""
											Das treibt das Cortisollevel hoch.
											Wir setzen sie diesem 
Vorstellungsgespräch aus,
											weil uns wirklich interessierte, 
was passieren würde.
											Danach schauen sich vier Programmierer
die Aufzeichnungen an.
											Sie kennen die Hypothese nicht.
Sie kennen die Bedingungen nicht.
											Sie haben keine Ahnung, wer
welche Pose eingenommen hatte.
											Sie schauen sich diese Aufzeichnungen an
											und sagen: ""Wir wollen diese Leute einstellen.""
											Alles Viel-Macht-Posen. ""Und diese
wollen wir nicht.
											Generell schätzen wir diese Menschen
sehr viel positiver ein.""
											Wodurch entsteht das? Es dreht sich nicht
um den Inhalt der Aussagen.
											Es geht um die Präsenz, die sie
dabei an den Tag legen.
											Wir beurteilen sie in Bezug auf all diese Variablen,
											die mit Kompetenz in Verbindung stehen.
Wie strukturiert ist die Sprache?
											Wie gut sind sie? Wie sehen die Qualifikationen aus?
											Keinen Einfluss auf diese Dinge.
Dies wird beeinflusst.
											Solche Dinge. Die Leute zeigen 
sozusagen ihr wahres Ich.
											Sie zeigen sich selbst.
											Sie stellen ihre Ideen vor,
ganz echt,
											ohne Überlagerungen.
											Das beeinflusst das Ergebnis oder vermittelt es.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Cuando hablo de esto,
											que el cuerpo puede afectar la mente, que la mente puede afectar el comportamiento
											y que el comportamiento puede alterar los resultados, me dicen,
											""No me gusta. No parece auténtico"". ¿Correcto?
											Les contesto, finge hasta hacerlo. Yo no, yo no soy éste.
											No quiero llegar y sentirme como si fuera un fraude.
											No quiero sentirme como un impostor.
											No quiero llegar y sentirme en el lugar equivocado.
											Eso para mi, es muy importante,
											porque quiero contarles una pequeña historia
											sobre ser una impostora y estar en el lugar equivocado.
									","
											Quando digo às pessoas,
que o nosso corpo muda a nossa mente
											e a nossa mente pode mudar
o nosso comportamento,
											e que o nosso comportamento pode 
mudar os resultados, dizem-me:
											""Eu não... parece falso"".
											Eu digo: ""Finjam até que se torne real."" 
""Eu não... não sou eu.
											""Não quero chegar lá e depois 
continuar a sentir que sou uma fraude.
											""Não quero sentir-me como um impostor.
											""Não quero chegar lá para depois 
sentir apenas que não devia estar ali.""
											Isso encontrou eco em mim,
											porque... quero contar-vos 
uma pequena história
											sobre ser-se um impostor 
e sentir-se que não se devia estar ali.
									","
											İnsanlara, vücudumuz zihnimizi değiştirir,
											zihnimiz davranışlarımızı değiştirebilir ve
											davranışlarımız da sonuçları değiştirebilir dediğimde
											""Yapamam—Sahte hissediyorum."" diyorlar.
											Gerçekleştirene kadar taklit et dediğimde ise Yapamam— Bana uygun değil.
											İstediğim mevkiye ulaşıp sonunda kendimi sahtekar gibi hissetmek istemiyorum.
											Bir düzenbaz olarak hissetmek istemiyorum.
											Sırf ""Burada bulunmayı hakketmiyorum"" hissiyle yaşamamak için o mevkiye ulaşmayı istemiyorum dediler.
											Ve bu bende çağrışımlar yaptı,
											Çünkü size, taklitçilikle ve ""bu mevkide bulunmayı
											hakketmiyorum"" hissini yaşamakla ilgili bir hikaye anlatmak istiyorum.
									","
											Wenn ich Menschen davon erzähle,
											dass unser Körper unser Bewusstsein verändert und
Bewusstsein unser Verhalten
											und dass unser Verhalten unsere Resultate verändert,
dann sagen sie:
											""Ich sehe das nicht, es fühlt sich 
künstlich an.""
											Also schlug ich vor: Täusche vor, bis du es schaffst!
Nein, das bin nicht ich.
											Ich möchte nicht etwas erreichen und
mich dann wie ein Betrüger fühlen.
											Ich möchte kein 
Hochstapler sein.
											Ich möchte nicht das Gefühl haben,
dass ich hier nichts zu suchen habe.
											Das hinterließ einen Eindruck bei mir,
											denn ich möchte Ihnen eine kleine
Geschichte über das Gefühl
											der Hochstapelei erzählen und sich
zu fühlen, als ob man da nichts zu suchen hätte.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
