en,tr,es,pt,title,speaker,duration,tags
"
											PSW: So most days
I believe there is a God.
											Tuesdays and Thursdays can be tough,
											and any day that you're
on the New Jersey Turnpike.
											I mean, really, you know?
									","
											PSW: Bu yüzden çoğu gün
Tanrı'nın varlığına inanırım.
											Salı ve Perşembe günleri zor olabilir
											ve New Jersey Turnpike'ta 
herhangi bir günde.
											Gerçekten, biliyor muydunuz?
									","
											PSW: La mayoría de los días
creo que hay un Dios.
											Los martes y los jueves pueden ser duros
											y cualquier día que pasen 
por el New Jersey Turnpike.
											Ya saben, ¿no?
									","
											PSW: Na maior parte dos dias
acredito que há um Deus,
											às terças e quintas, é mais difícil,
											e em qualquer dia em que
me meto pela autoestrada.
											Estão a perceber?
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											It's hard to believe in God
when your soul is in the wrong body.
											Still, somehow I ended up in ministry.
											When I lost all my jobs,
it was nothing personal.
											It's what religious tribes do.
											They believe an enemy is necessary
for the tribe to survive,
											so where no enemy exists,
											they create one.
											Right now, sexual minorities
are the enemy;
											my departure was swift and sure.
											I was surprised when my son
left his job teaching in West Philadelphia
											to go into the ministry.
											I did not see that one coming.
											And now I wondered:
											What would he do?
											I didn't have to wait that long
to find an answer.
											Six months after that first visit,
											he invited me back to New York.
									","
											Ruhunuz yanlış bir bedendeyken 
Tanrı'ya inanmak zor.
											Bir şekilde kendimi
papazlık mesleğinde buldum.
											Tüm işlerimi kaybettiğimde
hiçbir şey kişisel sebepten değildi.
											Dini toplulukların yaptığı da budur.
											Topluluğu hayatta tutmak için 
bir düşmanın olması gerektiğine inanır,
											bu yüzden de var olmayan
											bir tane yaratırlar.
											Şu an cinsel azınlıklar düşman;
											benim ayrılışım da hızlı ve netti.
											Oğlumun papaz olabilmek için
											Batı Philadelphia'daki eğitmenlik
işini bırakmasına şaşırmıştım.
											Bunun olacağını görememiştim.
											Merak ediyordum:
											O ne yapacaktı?
											Cevabı öğrenmek için fazla 
beklemek zorunda kalmadım.
											İlk ziyaretten altı ay sonra
											beni New York'a davet etti.
									","
											Es difícil creer en Dios cuando tu alma 
está en el cuerpo equivocado.
											Aún así, de alguna manera
acabé en el clero.
											Cuando perdí todos mis trabajos
no fue nada personal.
											Es lo que hacen las tribus religiosas.
											Creen que hace falta un enemigo
para que sobreviva la tribu,
											así que si no hay enemigo,
											lo crean.
											Ahora mismo el enemigo
son las minorías sexuales;
											mi salida fue rápida y segura.
											Me sorprendí cuando mi hijo dejó
su trabajo de profesor en Filadelfia oeste
											para meterse en el clero.
											No me lo esperaba.
											Y entonces me pregunté:
											¿qué haría él?
											No tuve que esperar tanto tiempo
para encontrar una respuesta.
											Seis meses después 
de esa primera visita
											me invitó otra vez a Nueva York.
									","
											É difícil acreditar em Deus
quando a nossa alma está no corpo errado.
											Apesar disso, acabei como ministro.
											Quando perdi todos os empregos,
não foi nada de pessoal.
											É o que todas as tribos
religiosas fazem.
											Acreditam que é necessário
um inimigo para a tribo sobreviver,
											portanto, se esse inimigo não existe,
											eles criam um.
											Neste momento, o inimigo
são as minorias sexuais:
											a minha partida foi rápida e eficaz.
											Fiquei admirada quando o meu filho
deixou o seu emprego de professor
											em Filadélfia ocidental
											para ser ministro.
											Foi uma coisa com que eu não contava.
											E agora penso:
											O que é que ele ia fazer?
											Não tive de esperar muito
para encontrar uma resposta.
											Seis meses depois daquela
primeira visita,
											ele convidou-me a voltar a Nova Iorque.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											JW: The designers of the Brooklyn Bridge,
											they had their share of bad luck.
											John Roebling, he died shortly after
the bridge's construction began.
											His son Washington took over,
											but he suffered
from decompression sickness.
											His wife Emily became the surrogate
executive engineer
											who oversaw the bridge's completion.
											Father and son,
											John and Washington,
											done in by their work.
											It was this sunny day in May
											and my father and I sat in the shadow
of that Brooklyn Bridge.
											Would our lives follow the Roeblings' —
											father and son, done in by our work?
									","
											JW: Brooklyn Köprüsü tasarımcıları
											kötü şanslarından paylarını aldılar.
											John Roebling, köprü inşaatı başladıktan 
kısa bir süre sonra öldü.
											Oğlu Washington işi devraldı
											ancak o da dekompresyon
rahatsızlığı yaşadı.
											Karısı Emily, köprünün
tamamlanmasını denetleyen
											vekil idari mühendis oldu.
											Baba ve oğul
											-John ve Washington-
											işlerinin başında tükendiler.
											Mayıs ayı güneşli bir günde
											babam ve ben Brooklyn köprüsü 
gölgesinde oturuyorduk.
											Hayatımızı Roebling'lerin izinden giderek
											-baba ve oğul- işimiz başında 
tüketecek miyiz?
									","
											JW: Los diseñadores del puente de Brooklyn
											tuvieron su dosis de mala suerte.
											John Roebling murió poco después de que
comenzara la construcción del puente.
											Su hijo Washington tomó el relevo
											pero tuvo síndrome de descompresión.
											Su mujer, Emily, pasó a ser
la ingeniera ejecutiva sustituta
											y supervisó la finalización del puente.
											Padre e hijo,
											John y Washington,
											vencidos por su trabajo.
											Un día soleado de mayo
											mi padre y yo estábamos sentados
a la sombra de dicho puente.
											¿Serían nuestras vidas como
las de los Roebling...
											padre e hijo vencidos por nuestro trabajo?
									","
											JW: Os ""designers"" da Ponte de Brooklyn
											tinham tido a sua quota de azar.
											John Roebling morreu pouco depois
de começar a construção da ponte.
											O filho dele Washington substituiu-o,
											mas sofreu um acidente de descompressão.
											A mulher dele, Emily, passou a ser
a engenheira chefe substituta
											que supervisionava 
a construção da ponte.
											Pai e filho,
											John e Washington,
											acabados para o seu trabalho.
											Foi num dia de sol, em maio,
											o meu pai e eu estávamos à sombra
da ponte de Brooklyn.
											As nossas vidas seriam
como as dos Roeblings?
											Pai e filho, acabados
para o nosso trabalho?
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											My father thought
that her friends in church
											would carry her through her transition,
											and they did not.
											They ditched her and they clung to me.
											I was the pastor
of a new church in Brooklyn.
											This wonderful group
of forward-thinking people,
											and yet, we were financially tied
to really conservative churches.
											To hold space for Paula meant jeopardizing
our own church's livelihood.
											I sort of straddled the line
between these warring worlds.
											So I said to my dad,
											""Dad, I still live and work
in your old world.
											Is it possible that you might extend
an olive branch for my sake?""
											And her response was impassioned.
											You said to me, ""Do you have
any idea what it feels like
											to finally show yourself
to your true friends
											and have them completely reject you?
											To ask you to live a lie?
											Do you know what that feels like?""
											And I didn't know what that felt like.
											But I knew I had a decision to make.
											It was the decision to continue
down that narrow path through nights,
											but for the first time,
											I caught a glimpse of light.
											I cannot ask my father to be anything
other than her true self.
									","
											Babam kilisedeki arkadaşlarının
											onun dönüşümünü kabullenebileceğine inandı
											ama onlar kabullenmediler.
											Onu çukura ittiler ve bana tutundular.
											Brooklyn'de yeni bir kilisenin papazıydım.
											İleri görüşlü insanlardan oluşan 
bu harika grup
											yine mali olarak gerçekten
muhafazakâr kiliselere bağlıydı.
											Paula'yı aramıza almak kilisenin gelirini
riske atmak anlamına geliyordu.
											Bu dünyalar savaşında
iki sınır arasında kalmıştım.
											Bu yüzden babama dedim ki
											''Baba, hâlâ senin eski dünyanda 
yaşıyor ve çalışıyorum.
											Amacıma ulaşmak için senin 
bir zeytin dalı uzatman mümkün mü?''
											Ve tepkisi sert oldu.
											Bana dedi ki ""En sonunda en yakın 
arkadaşlarına kendini açıklamanın
											ve seni hiç kabullenmemelerinin 

											nasıl bir his olduğu hakkında 
fikrin var mı?
											Bir yalanı yaşamak için mi?
											Bunun nasıl bir his olduğunu 
biliyor musun?''
											Nasıl bir his olduğunu bilmiyordum.
											Fakat bir karar almam
gerektiğini biliyordum.
											Geceleri o dar patikada yürümeye 
devam etmeye karar verdim
											ancak ilk defa
											bir ışık yakaladım.
											Onun kendisinden başka hiçbir şey
olmasını isteyemezdim.
									","
											Mi padre pensaba 
que sus amigos de la iglesia
											le acompañarían durante su transición,
											pero no lo hicieron.
											La abandonaron y se aferraron a mí.
											Yo era pastor en una
nueva iglesia de Brooklyn.
											Era un grupo maravilloso
de gente progresista
											y aún así estábamos económicamente
atados a iglesias muy conservadoras.
											Hacer sitio a Paula significaba poner 
en peligro el sustento de nuestra iglesia.
											Yo estaba en la línea entre
estos dos mundos enfrentados.
											Así que le dije a mi padre,
											""Papá, yo todavía vivo y trabajo
en tu antiguo mundo.
											¿Cabe la posibilidad de que hagas
una ofrenda de paz por mí?"".
											Y su respuesta fue apasionada.
											Me dijiste: ""¿Tienes idea
de lo que se siente
											cuando por fin uno se muestra
a sus verdaderos amigos
											y ellos te rechazan de lleno?
											¿Que te pidan vivir una mentira?
											¿Sabes qué se siente?"".
											Y yo no sabía qué se sentía.
											Pero sabía que tenía 
que tomar una decisión.
											Era la decisión de continuar por ese
camino estrecho por las noches,
											pero por pimera vez
											vi un destello de luz.
											No puedo pedir a mi padre que sea
otra cosa que no fuera su verdadero yo.
									","
											O meu pai pensava
que os seus amigos, na igreja
											a ajudariam na sua transformação
											mas eles não o fizeram.
											Rejeitaram-na e agarraram-se a mim.
											Eu era o pastor de uma nova igreja
em Brooklyn.
											Um grupo fantástico
de pessoas progressistas.
											embora estivéssemos ligados
a igrejas muito conservadoras.
											Arranjar espaço para a Paula
											significava pôr em perigo
a subsistência da nossa igreja.
											De certa forma, eu oscilava
entre estes mundos em conflito.
											Então, disse ao meu pai:
											""Pai, eu continuo a viver e a trabalhar
no teu mundo antigo.
											""Será possível que me estendas
um ramo de oliveira?""
											A resposta dela foi apaixonada.
											Disseste-me: ""Tens a mais pequena ideia
do que é sentir
											""que finalmente te mostras
aos teus verdadeiros amigos
											""e eles te rejeitarem totalmente?""
											""Pedirem-te que vivas uma mentira?
											""Sabes o que é sentir-se assim?""
											Eu não sabia o que era
sentir-se assim.
											Mas sabia que tinha de tomar uma decisão.
											Era a decisão de continuar
por aquele caminho estreito de noite.
											mas, pela primeira vez,
											entrevi um raio de luz.
											Não posso pedir ao meu pai
para ser outra coisa que não ela própria.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											PSW: So as we sat by the river that day,
											Jonathan talked about his pain,
his suffering, his grief, his confusion.
											He brought all of himself
to that conversation,
											and it tore at me
											to be the cause of such pain.
											But as he talked, there was something
redemptive going on,
											full of tension but possibility,
											grounded in that narrow path.
											He said, ""This is always going to be hard.
											It always will be.
											But Dad,
											I love you.""
											My son is the best of me and more.
											He's bold and strong,
											sensitive and thoughtful.
											I guess you could say,
											he's an alpha male who's gentle.
									","
											PSW: O gün nehir kenarında otururken
											Jonathan acısından, ızdırabından,
kederinden, şaşkınlığından bahsetti.
											Onun bu sohbette
kendiyle iligili söyledikleri
											beni içten parçalamıştı,
											bu kadar acıya sebep olmak.
											Ama o konuşmaya devam ederken
sözlerinde bir çıkış yolu vardı,
											gerginlikle ama imkânlarla dolu,
											o dar patika içerisinde.
											Dedi ki ""Bu her zaman zor olacak.
											Her zaman olduğu gibi.
											Ama baba,
											seni seviyorum.""
											Oğlum benden daha iyidir.
											Cesur ve güçlü,
											duyarlı ve düşünceli.
											Sanırım şunu diyebilirsiniz,
											O nazik bir alfa erkeği.
									","
											PSW: Ese día, sentados
a la orilla del río,
											Jonathan habló de su dolor,
su sufrimiento, su confusión.
											En esa conversación puso
todo sobre la mesa
											y me destrozó
											ser la causa de ese dolor.
											Pero mientras hablaba
había algo de redención,
											llena de tensión pero de posibilidad,
											anclado en el camino estrecho.
											Él dijo: ""Esto siempre va a ser duro.
											Siempre lo será.
											Pero papá,
											te quiero"".
											Mi hijo es lo mejor de mí y más.
											Es valiente y fuerte,
											sensible y considerado.
											Supongo que se podría decir
											que es un macho alfa delicado.
									","
											PSW: Quando estivemos junto ao rio,
naquele dia,
											Jonathan falou do seu sofrimento,
da sua dor, da sua confusão.
											Entregou-se totalmente
naquela conversa.
											Isso despedaçou-me
											ter sido a causa de tal sofrimento.
											Mas enquanto falava, sentia
que uma espécie de redenção,
											cheia de tensão mas de possibilidade,
											estava a criar raízes
naquele caminho estreito.
											Ele disse: ""isto vai ser sempre difícil.
											""Sempre será.
											""Mas, papá,
											""eu adoro-te"".
											O meu filho é o melhor
de mim e mais ainda.
											É ousado e forte,
											sensível e refletido.
											Acho que podíamos dizer
											que ele é um macho alfa que é gentil.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											JW: It was time for my daughters
to meet their — Paula.
											We went back to my apartment,
											and my daughters were coloring
at the dining room table,
											and there was this awkward silence.
											And finally, my youngest asked
a single, confident question.
											""So, Grandpa, do you have a penis?""
									","
											JW: Sıra kızlarımı Paula ile 
tanıştırmaya gelmişti.
											Daireme geri döndük,
											kızlarım yemek masasında
boyama yapıyorlardı
											ve masada garip bir sessizlik oldu.
											Nihayetinde küçük kızım
tek bir net soru sordu:
											""Büyükbaba, senin penisin var mı?""
									","
											JW: Era hora de que mis hijas
conocieran a su... Paula.
											Volvimos a mi apartamento,
											mis hijas estaban coloreando
sobre la mesa del comedor
											y se produjo un silencio incómodo.
											Y de repente, la más pequeña hizo
una sola pregunta con mucha seguridad.
											""Abuelo, ¿tienes pene?"".
									","
											JW: Era altura para as minhas filhas
conhecerem a Paula.
											Voltámos para o meu apartamento.
											As minhas filhas estavam
a fazer pinturas na mesa de jantar.
											Fez-se um silêncio embaraçoso.
											Por fim, a mais nova fez uma pergunta
simples e confiante.
											""Então, avô, tu tens um pénis?""
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											And after the tension abated
and the laughter subsided,
											my girls took their grandpa
back into their room
											and showed her their new toys,
											and they christened her with a new name.
											They called her ""GrandPaula.""
									","
											Gerginliğin azalmasından sonra
gülüşmeler de azaldı,
											kızlarım büyükbabasını kendi
odalarına götürdü
											yeni oyuncaklarını gösterdiler
											ve ona yeni bir isim koydular.
											Ona ""Büyük Paula"" dediler.
									","
											Y cuando se redujeron
la tensión y las risas,
											mis hijas se llevaron 
a su abuelo a su habitación,
											le enseñaron sus juguetes nuevos
											y le bautizaron con un nombre nuevo.
											La llamaron ""PaulAbuela"".
									","
											Depois de quebrada a tensão
e terminada a risota,
											as miúdas levaram o avô
para o quarto delas
											e mostraram-lhes os seus brinquedos novos.
											Batizaram-na com um nome novo.
											Chamaram-lhe ""GrandPaula"".
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											PSW: So this past summer, I had all five
of my granddaughters at my home,
											there in the foothills
of the Rocky Mountains.
											We went swimming
in the cool waters of the river
											that flows through our little town.
											And one day, one of Jonathan's
girls said to me,
											""GrandPaula, can we go
tubing on the river?""
											And I said, ""Well, you know,
											I'd really wait until your daddy
gets here for that.
											That feels to me like
that ought to be his call.""
											And she said, ""Oh, but GrandPaula,
											he'll exactly make the same
decision you would.
											He's a lot like you, you know.""
									","
											PSW: Geçtiğimiz yaz beş torunumun hepsiyle
											Rocky dağlarının eteklerindeki 
evimde birlikteydik.
											Küçük kasabamızın içinde akan
nehrin soğuk sularında
											yüzmeye gittik.
											Ve bir gün Jonathan'ın
kızlarından biri bana
											""Grand Paula, nehirde
tubing yapmaya gidebilir miyiz?""
											Ben de dedim ki: ""Biliyorsun,
											bunun için baban buraya gelene 
kadar bekleyeceğim.
											Bu kararı onun vermesi
gerektiğini düşünüyorum.""
											Ve o da bana, ""Grand Paula,
											zaten o da senin aldığın kararın
aynısını alacak.
											O da aynı senin gibi.""
									","
											PSW: El verano pasado tuve 
a mis cinco nietas en casa,
											en las laderas de las Montañas Rocosas.
											Fuimos a nadar en
las aguas más frías del río
											que corre por nuestro pueblecito.
											Y un día, una de las hijas
de Jonathan me dijo:
											""PaulAbuela, ¿podemos
hacer tubing en el río?"".
											Y les dije: ""Bueno...
											yo esperaría hasta que su padre llegara.
											Creo que él es quien debería decidirlo"".
											Y ella dijo: ""Pero PaulAbuela,
											él tomaría exactamente
la misma decisión que tú.
											Se parece mucho a ti, sabes"".
									","
											PSW: No verão passado, tive lá em casa
todas as minhas cinco netas,
											no sopé das Montanhas Rochosas.
											Fomos nadar nas águas frias do rio
											que corre por entre a nossa cidade.
											Um dia, uma das filhas
de Jonathan disse-me:
											""GrandPaula, podemos ir 
fazer 'tubing' no rio?""
											E eu disse: ""Esperem,
											""gostava de esperar
que o vosso pai esteja aqui.
											""Acho que é ele que deve decidir isso"".
											Ela disse: ""Mas GrandPaula
											""ele terá exatamente a mesma 
decisão que tu terias.
											""Sabes, ele é muito parecido contigo"".
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											And I thought, yeah, he is a lot like me,
											both of us determined
to find the narrow path
											and follow it through
the long, dark night,
											all the way to the light of dawn.
									","
											Evet. Sanırım o da benim gibi,
											ikimizde dar patika yolu bulmak
											ve şafağın ışığına giden yol boyunca
uzun, karanlık gecede
											yolu izlemeye kararlıyız.
									","
											Y yo pensé, sí, se parece mucho a mí,
											los dos estamos empeñados
en encontrar el camino estrecho
											y en seguirlo a través 
de la larga y oscura noche
											hasta el amanecer.
									","
											E eu pensei, sim,
ele é muito parecido comigo.
											somos os dois determinados
a encontrar o caminho estreito
											e a segui-lo pela noite longa e escura,
											todo o caminho até
chegar a luz da aurora.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											JW: Have you ever noticed
that a child who is secure,
											a child who knows love,
											that child will dance?
											They wave their arms,
											they kick their legs to music
that only they can hear.
											It's the music of a child
who is safe and unharmed
											and wholly loved.
											The day after my children
met their GrandPaula,
											she took them to go get doughnuts,
											and I watched as they walked
down the street,
											and my girls took my father's arms,
											and they danced.
											My father's arms swung wildly.
											You bought them one too many doughnuts,
because you always do —
									","
											JW: Güvende olduğunu bilen çocuğun,
											sevildiğini bilen bir çocuğun
											dans ettiğini hiç fark ettiniz mi?
											Kollarını sallarlar,
											sadece kendi duyabildikleri 
bu müzikle tepinirler.
											İşte bu müzik...
											güven içinde ve tamamen
sevilen bir çocuğun müziği.
											Çocuklarım Grand Paula ile
tanıştıktan sonraki gün
											onları donat almaya götürdü
											ve caddede yürürken onları izledim
											ve kızlarım babamın kollarından tutmuş
											ve dans ediyorlardı.
											Babamın kolları sertçe sallanıyordu.
											Sen onlara birden fazla donat aldın
çünkü bunu hep yaparsın...
									","
											JW: ¿Alguna vez han notado 
que un niño que tiene seguridad,
											que conoce el amor,
											es un niño que bailará?
											Mueven sus brazos,
											mueven las piernas al ritmo
de una música que solo oyen ellos.
											Es la música de un niño 
que está seguro e ileso
											y es tremendamente querido.
											El día después de que mis hijas
conocieran a PaulAbuela,
											ella les llevó a comprar donuts,
											yo las miraba mientras ellas caminaban
											y mis hijas tomaron los brazos de mi padre
											y bailaron.
											Los brazos de mi padre
se movían a lo loco.
											Les compraste demasiados donuts
porque siempre lo haces...
									","
											JW: Já repararam numa criança
que se sente segura,
											uma criança que conhece o amor,
											aquela criança que dança?
											Agitam os braços,
											balançam as pernas a uma música
que só elas ouvem.
											É a música duma criança
que se sente segura, sem traumas,
											e cheia de amor.
											Um dia depois de GrandPaula
conhecer as minhas filhas
											ela levou-as a comprar dónutes
											e eu observei-as enquanto
elas desciam a rua.
											As minhas filhas agarraram
nos braços do meu pai
											e dançaram.
											Os braços do meu pai 
balançavam-se loucamente.
											Compraste-lhes demasiado dónutes
porque é sempre o que fazes...
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											I watched my older daughter
take a bite of her doughnut,
											and she unleashed two jumps and a twirl.
											It was perfect.
											That narrow path,
											it always has its share
of burdens and challenges.
											But I was certain that we were going
to see this through to redemption.
											I looked at my dad
											and I looked at my girls who were dancing
and eating their doughnuts,
											and I said aloud to no one in particular,
											I said, ""This ...
											this is how God sees my dad.""
											My father was literally born again.
											And by choosing the narrow
path of redemption,
											I was born again with her.
									","
											Büyük kızımın donattan
büyük bir ısırık alışını
											ve ardından iki zıplayış
ve bir dönüşünü izledim.
											Harikaydı.
											Bu dar patika,
											daima kendi sorumluluk
ve zorluklarına sahip.
											Fakat bunu kurtuluşa kadar 
yaşayacağımızdan emindim.
											Babama baktım,
											Donat yiyen ve dans eden kızlarıma baktım
											ve yüksek sesle dikkat çekmeden dedim ki
											""Bu...
											Bu Tanrı'nın babamı yaratış şekliydi.""
											Babam yeniden doğmuştu.
											Ve kurtuluşa giden bu dar patikayı seçerek
											ben de onunla yeniden doğdum.
									","
											Vi a mi hija mayor tomar
un bocado del donut
											y nos deleitó con dos saltos y un giro.
											Fue perfecto.
											Ese camino estrecho
											tiene siempre sus cargas y sus retos.
											Pero estaba seguro de que
persistiríamos hasta la redención.
											Miré a mi padre
											y miré a mis hijas que estaban
bailando y comiendo sus donuts
											y dije en alto a nadie en concreto,
											dije: ""Así...
											así es como Dios ve a mi padre"".
											Mi padre volvió a nacer, literalmente.
											Y al elegir el camino estrecho
de la redención
											yo volví a nacer con ella.
									","
											Vi a minha filha mais velha
a dar uma dentada no dónute
											e deu dois saltos e uma reviravolta.
											Foi perfeito.
											Aquele caminho estreito
											tem sempre uma quota
de carregos e de desafios
											mas eu tinha a certeza de que
íamos ver isso através da redenção.
											Olhei para o meu pai
											e olhei para as minhas filhas que dançavam
e comiam os dónutes.
											E disse em voz alta
para ninguém em especial:
											""Isto é...
											""isto é como Deus vê o meu pai"".
											O meu pai tinha nascido de novo.
											Ao escolher o caminho estreito
da redenção
											eu tinha nascido de novo com ela.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
