tr,en,de,title,speaker,duration,tags
"
											Bu da birşey, tabiki.
											Kısaca bahsetmek gerekirse, bu ülkede
											astım problemimiz var.
											Muhtemelen hakkında pek düşünmemişsinizdir.
											Her sene Amerika'da 14 kişi astımdan ölüyor.
											90'lardaki rakamının üç katı.
											Ve hemen hemen hepsi araba egzozundan kaynaklanıyor.
											Amerika'da hava kirliliği artık
											fabrikalardan değil araba egzozlarından kaynaklanıyor,
											ve şehrinizde araç kullanan kişi sayısı,
											şehrinizde yapılan kilometre miktarı,
											şehrinizdeki astım sonrunlarını tahmin etmenize yardımcı olur.
									","
											Now that's one thing, of course.
											Briefly mentioning, we have an asthma epidemic
											in this country.
											You probably haven't thought that much about it.
											Fourteen Americans die each day from asthma,
											three times what it was in the '90s,
											and it's almost all coming from car exhaust.
											American pollution does not come
											from factories anymore, it comes from tailpipes,
											and the amount that people are driving in your city,
											your urban VMT, is a good prediction
											of the asthma problems in your city.
									","
											Das ist natürlich eine Sache.
											Nebenbei erwähnt, 
wir haben eine Asthma-Epidemie
											in unserem Lande.
											Sie haben vielleicht 
noch nicht so drüber nachgedacht.
											Vierzehn US-Amerikaner 
sterben pro Tag an Asthma,
											die dreifache Menge wie in den 90ern,
											und fast alles kommt von Autoabgasen.
											Umweltverschmutzung in den USA
											kommt nicht mehr von den Fabriken, 
sondern aus dem Auspuff,
											und die Leute, die in Ihrer Stadt Auto fahren,
											also die Fahrzeugmeilen Ihrer Stadt, 
sind ein gutes Barometer
											für die Asthmaprobleme in Ihrer Stadt.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Ve son olarak, araç kullanma açısından baktığımızda
											sağlıklı yetişkinlerin tek başına en büyük ölüm sebebi
											ve tüm insanların en büyük ölüm sebebi,
											trafik kazaları.
											Ve biz trafik kazalarını hafife alıyoruz.
											Yolculuk etmeyi kaçınılmaz bir risk
											olarak algılıyoruz.
											Ama Amerika'da her sene
											100.000 kişiden 12'si
											trafik kazalarında ölüyor.
											burada bayağı güvendeyiz.
											Ne var ki İlgiltere'de bu oran 100.000'de 7.
											Japonya'da ise 100.000'de 4.
											Ve nerede 100.000'de 3, biliyor musunuz?
											New York Şehri.
											San Francisco ve Portland için aynı şey geçerli.
											Demek ki şehirde yaşamak daha güvenlidir,
											daha az araba kullandığımızdan mı?
											Tulsa: 100.000'de 14.
											Orlando: 100.000'de 20.
											Mevzu şehirde yaşayıp yaşamamak değil,
											önemli olan şehrinizin nasıl planlandığı.
											Arabalar için mi insalar için mi planlanmış?
											Çünkü eğer şehriniz araba için tasarlanmışsa,
											onların birbirlerine çarpıştırmakta iyidir.
									","
											And then finally, in terms of driving,
											there's the issue of the single-largest killer
											of healthy adults, and one of the largest killers
											of all people, is car crashes.
											And we take car crashes for granted.
											We figure it's a natural risk
											of being on the road.
											But in fact, here in America, 12 people
											out of every 100,000
											die every year from car crashes.
											We're pretty safe here.
											Well, guess what? In England, it's seven per 100,000.
											It's Japan, it's four per 100,000.
											Do you know where it's three per 100,000?
											New York City.
											San Francisco, the same thing. Portland, the same thing.
											Oh, so cities make us safer
											because we're driving less?
											Tulsa: 14 per 100,000.
											Orlando: 20 per 100,000.
											It's not whether you're in the city or not,
											it's how is your city designed?
											Was it designed around cars or around people?
											Because if your city is designed around cars,
											it's really good at smashing them into each other.
									","
											Und schließlich gibt es beim Autofahren
											noch das Problem des größten Mörders
											gesunder Erwachsener, 
und einer der größten Mörder
											aller Menschen: Autounfälle.
											Wir nehmen Autounfälle als gegeben hin.
											Wir empfinden sie als natürliches Risiko dabei,
											unterwegs zu sein.
											Aber Fakt ist, hier in den USA sterben
											12 Leute von 100.000
											jedes Jahr in Autounfällen.
											Wir sind hier recht sicher.
											Aber raten Sie mal – 
in England sind's 7 auf 100.000.
											In Japan sind es 4 auf 100.000.
											Und wo sind es nur 3 auf 100.000?
											New York City.
											San Francisco, dasselbe. 
Portland, genauso.
											Also machen uns Städte sicherer,
											weil wir weniger fahren?
											Tulsa, Oklahoma: 14 auf 100.000.
											Orlando, Florida: 20 auf 100.000.
											Es liegt nicht daran, ob man in einer Stadt ist.
											Es kommt auf das städtische Design an.
											Wurde sie für Autos oder Menschen entworfen?
											Ist Ihre Stadt nämlich für Autos entworfen,
											ist sie auch gut dabei, 
sie ineinanderkrachen zu lassen.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Bu daha geniş bir sağlık konusunun bir parçası.
									","
											That's part of a much larger health argument.
									","
											Das ist Teil einer viel größeren 
Gesundheitsdebatte.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											En son olarak, çevresel tartışmalar gerçekten çok ilginç,
											çünkü 10 sene önce çevreciler
											bakış açılarını tamamen değiştirdiler.
											Jefforsan'dan beri, Amerika'daki çevreci akımı
											tarihsel olarak
											şehir karşıtı bir hareketti.
									","
											Finally, the environmental argument is fascinating,
											because the environmentalists turned on a dime
											about 10 years ago.
											The environmental movement in America
											has historically been an anti-city movement
											from Jefferson on.
									","
											Zum Schluss das Umweltargument. 
Es ist faszinierend,
											Umweltschützer haben ihre Meinung 
vor etwa 10 Jahren
											um 180° gewendet.
											Die Umweltbewegung in den USA
											war historisch seit Jefferson
											gegen Städte.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											'Şehirler insanın sağlığna, ahlakına
											ve özgürlüğüne zararlı' demiş Jefferson.
											'Eğer, Avrupa'da yaptıkları gibi,
											şehirlerde yığılmaya devam edersek,
											Avrupa'dakiler gibi yozlaşmış oluruz,
											ve onları gibi birbirimizi yemeye başlarız.'
									","
											""Cities are pestilential to the health,
											to the liberties, to the morals of man.
											If we continue to pile upon ourselves in cities,
											as they do in Europe, we shall become as corrupt
											as they are in Europe
											and take to eating one another as they do there.""
									","
											""Städte wirken wie die Pest auf die Gesundheit,
											auf die Freiheiten, auf das Gemüt des Menschen.
											Stapeln wir uns weiterhin in Städten auf,
											wie man es in Europa tut, 
werden wir so korrupt werden,
											wie sie es in Europa sind
											und schließlich einander auffressen, 
wie sie es dort tun.""
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Belli ki Jefferson'un mizah anlayışı varmış.
									","
											He apparently had a sense of humor.
									","
											Er hatte offenbar Sinn für Humor.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											ve sonra, Amerika'daki çevreci akımı,
											klasik bir kırsala dönüş destekleyen bir akım oldu.
											Daha çevreci olmak için, doğaya daha yakın yerlere taşındık,
											suburb'ler inşa ederek doğa ile birleşiyoruz.
.
											Ama tabii ki, bunu sonucunun ne olduğunu biliyoruz.
									","
											And then the American environmental movement
											has been a classically Arcadian movement.
											To become more environmental, we move into the country,
											we commune with nature, we build suburbs.
											But, of course, we've seen what that does.
									","
											Die US-amerikanischen Umweltschützer
											sind also traditionell von der Landidylle geprägt.
											Um umweltfreundlicher zu werden, 
ziehen wir aufs Land,
											Hand in Hand mit der Natur bauen wir Vororte.
											Aber wir haben ja gesehen, wozu das führt.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Amerika'nın karbon haritasına baktığımızda
											karbon dioksitin uzun yıllardır salındığı
											yerler
											bu tartışmayı daha fazla vurguluyor.
											Eğer Amerika'daki herhangi bir karbon haritasına bakarsanız,
											her metrekareyi haritaladığımız için,
											Amerika'nın gece çekilmiş uydu fotoğrafına benzediğini görürsünüz.
											şehirlerde daha sıcak, suburb'lerde ise daha soğuk
											kırsal ise, karanlık ve huzurlu.
											Ama bazı ekonomistler, karbon dioksiti ölçmek için kullanılan
											bu yöntem doğru mu diye merak etmişler.
											Belirli bir zamanda, ülkede bulunan insan sayısı belirli olduğuna göre,
											belki bireysel etkimizin daha hafif olacağı
											bir yerde yaşamayı seçebiliriz.
											O zaman karbon diyoksiti aileye göre ölçelim demişler,
											ve onu yaptıkları zaman harita tam tersi olmuş
											şehir merkezinde soğuk, suburb'ler de sıcak
											ve daha ekonomik yaşamın olduğu
											kırsal alanlarda da en sıcak.
											Yani, çok önemli bir değişim,
											artık, Ed Glaeser gibi ekonomistler ve çevreciler
											diyorlar ki insanoğlu tahrip eden bir türdür.
											Eğer doğayı seviyorsanız, yapacağınız en iyi şey
											doğadan uzak durmaktır.
											şehire taşının, ne kadar yoğun o kadar iyi
											ve Manhattan gibi daha yoğun olan şehirlerin
											performası en iyi.
											Manhattan'da oturan birinin benzin tüketme oranını
											ülkenin gerisi 20'li yıllardan beri görmemiştir,
											ayrıca Dallas şehrinin elektriğinin sadece yarısını tüketiyor.
											Tabii daha da iyi yapabiliriz.
											Kanada şehirleri, Amerika şehirlerinin yarısı kadar benzin tüketiyor.
											Avrupa'da aynı şekilde.
											Açıkcası, biz daha iyisini yapabiliriz
											ve daha iyisini yapmak istiyoruz, ve hepimiz doğaya dost olmaya çalışıyoruz.
									","
											The carbon mapping of America,
											where is the CO2 being emitted,
											for many years only
											hammered this argument in more strongly.
											If you look at any carbon map, because we map it per square mile,
											any carbon map of the U.S.,
											it looks like a night sky satellite photo of the U.S.,
											hottest in the cities, cooler in the suburbs,
											dark, peaceful in the countryside.
											Until some economists said, you know,
											is that the right way to measure CO2?
											There are only so many people in this country at any given time,
											and we can choose to live where perhaps
											we would have a lighter impact.
											And they said, let's measure CO2 per household,
											and when they did that, the maps just flipped,
											coolest in the center city, warmer in the suburbs,
											and red hot in these exurban
											""drive till you qualify"" neighborhoods.
											So a fundamental shift, and now you have
											environmentalists and economists like Ed Glaeser
											saying we are a destructive species.
											If you love nature, the best thing you can do
											is stay the heck away from it,
											move to a city, and the denser the better,
											and the denser cities like Manhattan
											are the cities that perform the best.
											So the average Manhattanite is consuming gasoline
											at the rate the rest of the nation hasn't seen since the '20s,
											consuming half of the electricity of Dallas.
											But of course, we can do better.
											Canadian cities, they consume half the gasoline of American cities.
											European cities consume half as much again.
											So obviously, we can do better,
											and we want to do better, and we're all trying to be green.
									","
											Die CO2-Karten der USA,
											die zeigen, wo CO2 ausgestoßen wird,
											haben jahrelang dieses Argument
											nur noch weiter verstärkt.
											Die Daten werden pro Quadratmeile aufgezeichnet.
											Jede CO2-Karte der USA
											sieht wie ein nächtliches 
Satellitenfoto der USA aus,
											am heißesten in den Städten, 
in den Vororten kühler,
											dunkel und friedvoll auf dem Lande.
											Bis mal ein Ökonom sagte, hey sagt mal,
											müssten wir CO2 nicht 
eigentlich anders messen?
											Es gibt immer nur so und 
so viele Leute auf dem Land
											und wir können wählen, an einem Ort zu leben,
											wo wir weniger Einfluss hätten.
											Also maßen sie CO2 dann pro Haushalt,
											und dann drehten sich die Karten genau um,
											es war am kühlsten im Stadtzentrum, 
wärmer in den Vororten,
											brennend heiß in diesen außerstädtischen
											""Fahre, bis du es wert bist""-Wohngebieten.
											Eine fundamentale Umkehr also. Nun gibt es
											Umweltschützer und Ökonomen wie Ed Glaeser,
											die uns als destruktive Spezies bezeichnen.
											Wer die Natur liebt, sollte am besten 
so weit wie möglich
											von ihr fern bleiben,
											in eine Stadt ziehen, je dichter, desto besser,
											und die dichteren Städte wie Manhattan
											schneiden am besten ab.
											Der Durchschnittseinwohner in Manhattan 
konsumiert Benzin so,
											wie unsere Nation es das letzte Mal 
in den 20ern gesehen hat,
											die Hälfte des Stroms von Dallas.
											Aber natürlich können wir das verbessern.
											Kanadische Städte verbrauchen 
die Hälfte des Benzins wie US-amerikanische.
											Europäische Städte noch einmal die Hälfte davon.
											Also können wir uns verbessern,
											und wir wollen das auch. Wir wollen alle öko sein.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Bu konuda son söyleceklerim ise
											Bence, biz yanlış yollardan doğaya dost olmaya çalışıyoruz,
											benim gibi düşünen birçokları,
											insanların teknolojik cihazlara olan ilgisi,
											ev aksesurları, yani,
											evime daha ne ekleyebilirim,
											yaşam tarzımı daha sürdürülebilir yapmak için,
											var olan eşyalarıma daha ne katabilirim
											gibi düşüncelerin konuya hakim olduğunu düşünüyorlar.
											Benim buna bağışıklığım yok.
											Eşimle ben, Washington'da terk edilmiş bir arazide
											kendimize bir ev yaptık.
											ve 'doğaya dost' marketlerin
											raflarını boşaltmak için elimizden geleni yaptık.
											Solar panellerimiz, solar su ısıtma sistemimiz
											çift-sifonlu tuvaletlerimiz,
											bambu parkelerimiz var.
											Odun yakmak için kullandığımız ileri teknoloji Alman sobamız
											ormanda çürümeye
											bırakılan odunlardan
											daha az karbon üretiyor.
											Fakat bu yeniliklerin hepsi—
											bröşürlerde yazanlar.
											(Gülüşmeler)
											Bu yeniliklerin hepsi,
											metrodan üç sokak ötede, şehrin merkezinde,
											olan yürünebilir bir yerde oturmakla kıyaslandığında,
											sadece ufak bir katkı sağlıyor.
											Ampüllerimizi tasarruflu olan modellerle değiştirdik
											ve siz de aynsını yapmalısnız,
											ama ampülleri tasarruflu yaparak,
											yürünebilir bir şehire taşınarak bir haftada tasarruf edeceğin enerjiyi
											ancak bir yılda tasarruf edersin.
									","
											My final argument in this topic is that
											I think we're trying to be green the wrong way,
											and I'm one of many people who believes that
											this focus on gadgets,
											on accessorizing —
											What can I add to my house,
											what can I add to what I've already got
											to make my lifestyle more sustainable? —
											has kind of dominated the discussion.
											So I'm not immune to this.
											My wife and I built a new house
											on an abandoned lot in Washington, D.C.,
											and we did our best to clear the shelves
											of the sustainability store.
											We've got the solar photovoltaic system,
											solar hot water heater, dual-flush toilets,
											bamboo floors.
											A log burning in my German high-tech stove
											apparently, supposedly, contributes less carbon
											to the atmosphere than were it left alone
											to decompose in the forest.
											Yet all of these innovations —
											That's what they said in the brochure.
											(Laughter)
											All of these innovations together
											contribute a fraction of what we contribute
											by living in a walkable neighborhood
											three blocks from a metro in the heart of a city.
											We've changed all our light bulbs to energy-savers,
											and you should do the same thing,
											but changing all your light bulbs to energy-savers
											saves as much energy in a year
											as moving to a walkable city does in a week.
									","
											Mein letztes Argument bei diesem Thema ist dies:
											Wir versuchen auf die falsche Weise öko zu sein.
											Ich bin einer von vielen, der glaubt,
											dass dieser Fokus
											auf technische Spielereien –
											was kann ich noch in mein Haus einbauen,
											was kann ich noch zu dem ergänzen, 
was ich schon habe,
											damit mein Leben noch nachhaltiger wird? –
											dieser Fokus dominiert die Diskussion etwas.
											Ich bin da auch nicht immun.
											Meine Frau und ich bauten ein neues Haus
											auf einem verlassenen Grundstück 
in Washington, D. C.,
											und wir taten unser Bestes, die Regale
											des Nachhaltigkeitsladens zu leeren.
											Wir haben eine Photovoltaikanlage,
											solares Heißwasser, 
Toilette mit Zweifachspülung,
											Bambusböden.
											Wenn ich ein Holzscheit in meinem 
hochmodernen deutschen Ofen verbrenne,
											trägt es weniger zum Kohlenstoff 
in der Atmosphäre bei –
											zumindest angeblich – als würde man es
											allein im Wald verrotten lassen.
											Doch all diese Innovationen –
											Das stand so im Prospekt.
											(Lachen)
											All diese Innovationen zusammen
											tragen einen Bruchteil dessen bei,
											was wir durch Leben in 
einer erlaufbaren Umgebung erreichen,
											drei Blocks von einer Metro 
im Herzen einer Stadt.
											Wir haben alle unsere Glühbirnen 
in Sparlampen umgewandelt
											und Sie sollten das auch tun.
											Aber der Wechsel aller Glühlampen 
zu Energiesparlampen
											spart so viel Energie pro Jahr,
											wie der Umzug in eine erlaufbare Stadt 
in einer Woche spart.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Ama biz bu konuyu açmak istemiyoruz.
											Siyasetçiler ve pazarlamacılar, doğaya dostluğu
											bir 'hayat tarzı' olarak pazarlamaktan korkuyor.
											Amerika'lılara, Tanrı korusun, hayat tarzını değiştirmeleri
											gerektiğini söylemek istemezsiniz.
											Peki ama, yaşam tarzı aslında yaşam kalitesi ile alakalıysa
											ve belki hepimizin daha çok keyif alacağımız birşeyse,
											ya şu anda sahip olduklarımızdan daha iyi birşeyse?
									","
											And we don't want to have this argument.
											Politicians and marketers are afraid
											of marketing green as a ""lifestyle choice.""
											You don't want to tell Americans, God forbid,
											that they have to change their lifestyle.
											But what if lifestyle was really about quality of life
											and about perhaps something that we would all enjoy more,
											something that would be better than what we have right now?
									","
											Und wir wollen diesen Streit nicht führen.
											Politiker und Marketing-Leute haben Angst davor,
											öko als ""Lifestyle-Entscheidung"" zu vermarkten.
											Man möchte ja den US-Amerikanern nicht sagen,
											dass sie ihr Leben umstellen müssen.
											Aber was wenn es beim Lifestyle 
wirklich um Lebensqualität ginge,
											und vielleicht um etwas, woran 
wir alle mehr Gefallen finden,
											etwas, das besser als 
das derzeitige Modell wäre?
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Belki duymuşsunuzdur,
											Mercer Survey isimli bir şirket,
											Yaşam kalitesini değerlenderen en iyi kurum.
											Dünya üzerinde yüzlerce ülkeyi,
											yaşam kalitesine bağlı olduklarına inandıkları,
											10 tane kritere göre değerlendiriyorlar: sağlık, ekonomi, eğitim
											konut, vesaire.
											Altı tane daha var ama kısa keselim.
									","
											Well, the gold standard of quality of life rankings,
											it's called the Mercer Survey.
											You may have heard of it.
											They rank hundreds of nations worldwide
											according to 10 criteria that they believe add up
											to quality of life: health, economics, education,
											housing, you name it.
											There's six more. Short talk.
									","
											Sie haben sicherlich 
schon vom Goldstandard
											der Lebensbewertung gehört,
											namens Mercer Survey.
											Dort werden hunderte Nationen weltweit
											nach 10 Kriterien bewertet, 
die ihrer Meinung nach
											Lebensqualität ergeben: Gesundheit, 
Wirtschaftliche Situation, Bildung,
											Unterkunft, was weiß ich.
											Und noch sechs. Das führt zu weit.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Lachen)
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Çok ilginçtir ki, Amerikada en yüksek
											sırada bulunan şehir, Honolulu,
											dünyada 28'inci sırada yer alıyor, ondan sonra herkesin beklediği gibi
											Seattle, Boston ve diğer tüm yürünebilir şehirler.
											Güneydeki araba kullanılan şehirler ise,
											Dallas, Phoenix ve, kusura bakma, Atlanta gibi
											bu listede yer almıyor bile.
											Peki, neresi bizden daha iyi yapıyor?
											Kanada şehirleri, Vancouver gibi,
											ve orada yine bizimkinin yarısı kadar benzin harcıyorlar.
											Ve bu listenin başında genellikle Almanca'nın konuşulduğu şehirler geliyor
											mesela Düsseldorf veya Viyena.
											Ve yine bizim yarımız kadar benzin harcıyorlar.
											Gördüğünüz gibi bu düzen, bu garip düzen,
									","
											And it's very interesting to see that
											the highest-ranking American city, Honolulu,
											number 28, is followed by kind of the usual suspects
											of Seattle and Boston and all walkable cities.
											The driving cities in the Sun Belt,
											the Dallases and the Phoenixes and, sorry, Atlanta,
											these cities are not appearing on the list.
											But who's doing even better?
											The Canadian cities like Vancouver,
											where again, they're burning half the fuel.
											And then it's usually won by cities where they speak German,
											like Dusseldorf or Vienna,
											where they're burning, again, half as much fuel.
											And you see this alignment, this strange alignment.
									","
											Es ist faszinierend zu sehen, dass die
											höchstbewertete US-amerikanische Stadt, Honolulu,
											Nummer 28, von den üblichen 
Verdächtigen gefolgt wird,
											also Seattle, Boston, alle erlaufbaren Städte.
											Die Autofahrstädte in südlicheren Gefilden,
											Dallas, Phoenix und, sorry, Atlanta,
											diese Städte erscheinen nicht auf der Liste.
											Aber wer übertrumpft noch alle?
											Kanadische Städte wie Vancouver,
											wo sie ja halb so viel Sprit verbrauchen.
											Normalerweise wird das Rennen 
von deutschsprachigen Städten
											wie Düsseldorf oder Wien gewonnen,
											wo sich der Sprit ja wieder halbiert.
											Und Sie sehen diese seltsame Ausrichtung.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											daha sürdürülebilir olmak
											size daha yüksek yaşam kalitesi mi veriyor?
											Aynı şeyi bende tartışırım,
											sürdürülebilirliği sağlayan ne ise
											size daha yüksek yaşam kalitesi veren de aynı şeydir.
											Ve o da, yürünebilir bir yerde yaşamaktır.
											Yani sürdürülebilirlik, refahımızla
											ve sağlığımızla
											direk bağlı olmayabilir.
											Ama özellikle Amerika'da
											havayı o kadar kirletiyoruz ki
											zamanımızı, paramızı ve hayatımızı otoyollarda
											o kadar boşa harcıyoruz ki,
											bu iki sorun aynı çözümü paylaşıyormuş
											gibi görünüyor, yani şehirlerimizi
											daha yürünebilir bir hale getirmek.
									","
											Is being more sustainble
											what gives you a higher quality of life?
											I would argue the same thing
											that makes you more sustainble
											is what gives you a higher quality of life,
											and that's living in a walkable neighborhood.
											So sustainability, which includes our wealth
											and our health
											may not be a direct function of our sustainability.
											But particularly here in America,
											we are polluting so much
											because we're throwing away our time
											and our money and our lives on the highway,
											then these two problems would seem to share
											the same solution, which is to make our cities
											more walkable.
									","
											Ist nachhaltiger zu sein das,
											was einem höhere Lebensqualität verschafft?
											Ich behaupte, dieselbe Sache,
											die zu mehr Nachhaltigkeit führt,
											führt auch zu einer höheren Lebensqualität,
											sprich, in einem erlaufbaren Wohngebiet zu leben.
											Und so ist Nachhaltigkeit, was unser Vermögen
											und Gesundheit umfasst,
											vielleicht kein direkter Bestandteil 
unserer eigenen Nachhaltigkeit.
											Aber besonders hier in den USA
											verursachen wir so viel Verschmutzung,
											weil wir unsere Zeit, unser Geld
											und unsere Leben auf der Autobahn wegwerfen.
											Es scheint, diese beiden Probleme
											können gelöst werden, 
indem wir unsere Städte
											erlaufbarer machen.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Bunu başarmak hiç de kolay bir şey değil, ama yapılabilir.
											Yapılıyor hatta,
											birkaç şehirde şimdi yapılıyor,
											dünyada ve ülkemizde.
											Winston Churchill
											şöyle demiş:
											' Emin olabilirsiniz ki Amerika'lılar
											en doğrusunu yaparlar,
											ancak bütün diğer alternatifleri denedikten sonra.' (Gülüşmeler)
									","
											Doing so isn't easy, but it can be done,
											it has been done,
											and it's being done now in more than a few cities,
											around the globe and in our country.
											I take some solace from Winston Churchill,
											who put it this way:
											""The Americans can be counted on
											to do the right thing
											once they have exhausted the alternatives."" (Laughter)
									","
											Die Umsetzung ist nicht einfach, aber möglich.
											Andere haben es bereits getan
											und es wird jetzt in mehr 
als nur ein paar Städten
											überall auf der Welt und 
in unserem Land umgesetzt.
											Winston Churchill spendet mir etwas Trost
											mit den folgenden Worten:
											""Man kann sich darauf verlassen,
											dass die US-Amerikaner
											das Richtige tun, sobald ihnen 
die Alternativen ausgegangen sind."" (Lachen)
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											Teşekkür ederim.
									","
											Thank you.
									","
											Danke.
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
											(Alkışlar)
									","
											(Applause)
									","
											(Beifall)
									",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
"
","
","
",The walkable city,Jeff Speck,16:56,"cities,culture,design,transportation"
