fr,en,de,es,tr,title,speaker,duration,tags
"
											Revenons à Yad Vashem, il y a trois ans. Après tout ça,
											Yad Vashem avait décidé de reconstruire complètement le musée historique,
											parce que Washington était fini, je veux dire le Musée de l'Holocauste de Washington,
											et que ce musée est bien plus accessible en terme d'information.
											Et qu'à ce stade,Yad Vashem dois gérer près de trois millions de visiteurs par an.
											Donc, on me dit, reconstruisons le musée.
											Mais si les Sikhs vous apportent un job sur un plateau — les Juifs sont plus difficiles.
											Concours international, phase une, deux, trois...
											(Rires)
									","
											Back to Yad Vashem three years ago. After all this episode began,
											Yad Vashem decided to rebuild completely the historic museum
											because now Washington was built — the Holocaust Museum in Washington —
											and that museum is so much more comprehensive in terms of information.
											And Yad Vashem needs to deal with three million visitors a year at this point.
											They said, ""Let's rebuild the museum.""
											But of course, the Sikhs might give you a job on a platter — the Jews make it hard:
											international competition, phase one, phase two, phase three.
											(Laughter)
									","
											Gehen wir zurück nach Yad Vashem vor 3 Jahren. Nachdem alles begonnen hatte,
											beschloss Yad Vashem, das Historische Museum komplett umzubauen,
											denn nun war das Holocaustmuseum in Washington gebaut,
											und der Informationsgehalt der Ausstellung dort war viel umfangreicher.
											Und Yad Vashem hat derzeit 3 Millionen Besucher im Jahr.
											Sie sagten: ""Bauen wir das Museum um.""
											Bei den Sikhs bekommt man die Arbeit vielleicht auf einem Silbertablett, die Juden machen es natürlich schwieriger:
											Internationale Ausschreibung, Phase eins, Phase zwei, Phase drei.
											(Lachen)
									","
											De vuelta a Yad Vashem tres años atrás. Después que comenzó todo este episodio,
											Yad Vashem decidió reconstruir completamente el museo histórico,
											porque ya se había construido el Museo del Holocausto en Washington,
											y ese museo es mucho más amplio en términos de información.
											Y el Yad Vashem necesita hacer frente a tres millones de visitantes al año en este momento.
											Dijeron: reconstruyamos el museo.
											Pero, por supuesto, los sijs podrían darte un empleo muy fácilmente – los judíos lo hacen difícil.
											Competencia internacional, fase uno, fase dos, fase tres.
											(Risas)
									","
											Üç yıl önceki Yad Vashem'e geri dönüyorum,
tüm bunlardan sonra,
											Yad Vashem, tarihi müzeyi baştan aşağıya
tekrar inşa etmeye karar verdi.
											Çünkü Washington'daki
katliam müzesi artık inşa edilmişti
											ve bu müze bilgi açısından oldukça zengin.
											Yad Vashem, bu noktada yılda 3 milyon 
ziyaretçiyle baş etmek zorunda.
											Onlar dediler ki; ""haydi müzeyi
yeniden yapalım.""
											Ama tabii ki, Sihler size işi
altın tabakta sunabilir.
											Yahudiler ise biraz daha zor,
uluslararası yarış,
											evre bir, evre iki ve evre üç.
											(Gülüşmeler)
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Et là encore, je me sens mal à l'aise avec la notion
											qu'un bâtiment de la taille de celui de Washington,
											plus de 4500 mètres carrés, va se tenir sur cette frêle colline,
											et qu'on va traverser des galeries, des pièces avec des portes
											des pièces habituelles quoi, pour parler de l'histoire de l'Holocauste.
											Alors j'ai proposé qu'on traverse la montagne — c'est mon premier croquis,
											que tout le musée soit creusé dans la montagne,
											on entre d'un côté de la montagne,
											et on sort de l'autre.
											Et on fait entrer la lumière à travers la montagne et dans les chambres souterraines.
									","
											And again, I felt kind of uncomfortable with the notion
											that a building the size of the Washington building —
											50,000 square feet — will sit on that fragile hill
											and that we will go into galleries — rooms with doors
											and sort of familiar rooms — to tell the story of the Holocaust.
											And I proposed that we cut through the mountain. That was my first sketch.
											Just cut the whole museum through the mountain —
											enter from one side of the mountain,
											come out on the other side of the mountain —
											and then bring light through the mountain into the chambers.
									","
											Und ich fühlte mich wiederum unwohl bei dem Gedanken,
											dass ein Gebäude in der Größe des Museums in Washington –
											ca. 4.600 m² – auf diesem zarten Hügel stehen soll,
											und dass man in Galerien geht – Räume mit Türen
											eine Art vertrauter Räume – um die Geschichte des Holocaust zu erzählen.
											Und ich schlug vor, den Berg zu durchschneiden. Hier die erste Skizze.
											Brechen wir durch den Berg,
											sodass man von einer Seite des Berges hineingeht
											und auf der anderen wieder hinaus,
											und lassen wir Licht durch den Berg in die Räume fließen.
									","
											Y otra vez, me sentí un poco incómodo con la noción
											de que un edificio del tamaño del de Washington,
											4646 metros cuadrados, reposara sobre esa frágil colina,
											y de que fuéramos por galerías, salas con puertas
											y una especie de salas familiares para contar la historia del Holocausto.
											Y propuse que cortáramos la montaña – esa fue mi primera propuesta,
											simplemente incrustar el museo completo en la montaña,
											entrar por un lado de la montaña,
											salir por el otro lado de la montaña.
											Y luego traer luz a través de la montaña hacia las cámaras.
									","
											Sonra yine, Washington binası boyutunda
bir bina inşa etme görevi,
											beni bir açıdan rahatsız etti.
											4645 metrekare alan,
hassas bir tepede olacak.
											Biz de katliamın hikâyesini anlatmak için
kapılarla dolu odalarla
											biraz da benzer odaları olan
galerilere de gideceğiz.
											Teklifim dağ boyunca keserek ilerlemekti,
bu benim ilk taslağımdı.
											Tüm müzeyi dağ boyunca kesmek
											dağın bir tarafından girip
											diğer tarafından çıkmak
											ve odalara dağ boyunca ışığı ulaştırmak.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Vous pouvez voir ici le prototype,
											il y a un bâtiment d'accueil et une sorte de parking souterrain.
											Vous traversez un pont, vous entrez dans cette pièce triangulaire de 18 mètres de haut,
											creusée en travers de la colline
											et s'étendant vers le nord
											Donc tout - toutes les galeries - est souterrain.
											Ici, vous voyez les ouvertures pour la lumière.
											Et de nuit, il y a juste une ligne de lumière qui coupe à travers la montagne,
											à partir d'une lucarne au sommet de ce triangle.
											Et toutes les galeries —
											quand vous les parcourez — sont en pente.
											Et il y a des chambres sculptées dans la roche —
											les murs sont en béton ou en pierre, de la pierre naturelle quand c'était possible — avec des ouvertures pour la lumière.
											Ceci est en fait une carrière espagnole qui a inspiré en quelque sorte
											le type d'espaces auxquels ces galeries devaient ressembler.
											Et puis, à mesure qu'on va vers le nord, l'espace s'ouvre:
											on jaillit hors de la montagne, là encore, dans une vision de lumière et de la ville,
											et des collines de Jérusalem.
									","
											And here you see the model:
											a reception building and some underground parking.
											You cross a bridge, you enter this triangular room, 60 feet high,
											which cuts right into the hill
											and extends right through as you go towards the north.
											And all of it, then, all the galleries are underground,
											and you see the openings for the light.
											And at night, just one line of light cuts through the mountain,
											which is a skylight on top of that triangle.
											And all the galleries,
											as you move through them and so on, are below grade.
											And there are chambers carved in the rock —
											concrete walls, stone, the natural rock when possible — with the light shafts.
											This is actually a Spanish quarry, which sort of inspired
											the kind of spaces that these galleries could be.
											And then, coming towards the north, it opens up:
											it bursts out of the mountain into, again, a view of light and of the city
											and of the Jerusalem hills.
									","
											Hier sehen Sie das Modell:
											Ein Gebäude am Eingang und unterirdische Parkplätze.
											Man überquert eine Brücke, betritt diesen dreieckigen Raum, 18 m hoch,
											der direkt in den Hügel führt
											und sich in Richtung Norden ausdehnt.
											Und alles, die ganzen Galerien sind unterirdisch,
											und man sieht die Lichtöffnungen.
											Nachts scheint nur ein Licht durch den Berg hindurch,
											das ist ein Lichtdurchlass oben auf dem Dreieck.
											Während man durch die Galerien geht,
											befindet man sich unter der Erde.
											Dann gibt es in den Felsen gemeißelte Räume –
											Betonwände, Stein, natürlicher Fels wenn möglich – mit Lichtschächten.
											Das hier ist ein spanischer Steinbruch, der als Inspiration
											für die Räume diente, in denen sich die Galerien befinden sollten.
											Und dann, wenn man im Norden ankommt, öffnet sich alles:
											Ein Ausbruch aus dem Berg wieder hinein ins Licht, mit einem Blick auf die Stadt
											und auf die Hügel von Jerusalem.
									","
											Y aquí vemos la maqueta,
											un edificio de recepción y algunos estacionamientos subterráneos.
											Uno cruza un puente, entra en esta sala triangular, 18 metros de alto,
											que se mete en la colina
											y se extiende a medida que vamos hacia el norte.
											Y entonces todas, todas las galerías son subterráneas.
											Y se ven las aberturas para la luz.
											Y por las noches, una línea de luces atraviesa la montaña,
											la cual es una claraboya arriba de ese triángulo.
											Y todas las galerías –
											a medida que uno se mueve por ellas, etc. – están bajo tierra.
											Y hay cámaras esculpidas en la roca –
											paredes de concreto, piedra, la piedra natural cuando es posible – con los rayos de luz.
											Esta es, en realidad, una cantera española que inspiró
											cómo podrían ser los espacios de estas galerías.
											Y luego, yendo hacia el norte, se abre:
											irradia hacia afuera de la montaña, nuevamente una vista de la luz y de la ciudad,
											y de las colinas de Jerusalén.
									","
											İşte modeli görüyorsunuz:
											bir resepsiyon binası
ve yeraltı park yeri.
											Bir köprü geçiyorsunuz,
bu 18 metre yüksekliğindeki tepeyi
											tam ortadan kesen ve kuzeye gittikçe
											sağa doğru genişleyen odaya giriyorsunuz.
											Bütün galeriler yer altında
											ve giriş ışıklarını görüyorsunuz.
											Gece vakti, sadece bu
üçgenin üstünde bulunan
											bir tepe camındaki bir sıra
ışık dağı kesiyor.
											Gezdiğiniz tüm galeriler,
											yer altında kalıyor.
											Kayalara gömülü odalar da bulunuyor.
											Beton duvarlar, taşlar, olanak halinde de
ışıklı bacaları olan doğal kayalar.
											Bu aslında bir İspanyol madeni.
											Ve bu maden, bir şekilde
buradaki galerilere ilham kaynağı oldu.
											Sonra, kuzeye doğru giderken açılıyor,
											dağdan, ışıkların, şehrin
											ve Kudüs'ün tepelerine haykırıyor.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Je voudrais conclure avec un projet sur lequel je travaille depuis deux mois.
											Il s'agit des quartiers généraux de l'Institut pour la Paix à Washington,
											L'Institut Américain pour la Paix.
											Le site choisi fait face au Lincoln Memorial —
											vous le voyez ici, donnant directement sur le centre commercial, c'est le dernier bâtiment du centre.
											accessible à partir du pont Roosevelt en arrivant de Virginie.
											Là encore, c'était un concours, et c'est un projet sur lequel je commence juste à travailler.
									","
											I'd like to conclude with a project I've been working on for two months.
											It's the headquarters for the Institute of Peace in Washington,
											the U.S. Institute of Peace.
											The site chosen is across from the Lincoln Memorial;
											you see it there directly on the Mall. It's the last building on the Mall,
											on access of the Roosevelt Bridge that comes in from Virginia.
											That too was a competition, and it is something I'm just beginning to work on.
									","
											Abschließend möchte ich ein Projekt zeigen, an dem ich seit 2 Monaten arbeite.
											Es ist die Zentrale des ""US Institute of Peace"" in Washington
											das US-Institut für Frieden.
											Das ausgewählte Gelände befindet sich gegenüber des Lincoln Memorial;
											hier sehen Sie es direkt an der National Mall. Es ist das letzte Gebäude auf der Mall,
											das von der Roosevelt Bridge aus Virginia erreicht werden kann.
											Auch das war eine Ausschreibung, und ich fange mit der Arbeit gerade erst an.
									","
											Quisiera terminar con un proyecto en el que estuve trabajando durante dos meses.
											La sede central del Instituto de la Paz de Washington,
											el Instituto de la Paz de EE.UU.
											El sitio elegido está cruzando el Memorial a Lincoln
											lo vemos ahí, directamente en el Mall, es el último edificio del Mall,
											en el acceso del Puente Roosevelt que viene desde Virginia.
											Esto también fue una competencia, y es algo en lo que estoy comenzando a trabajar.
									","
											İki aylığına çalıştığım bir projeyle 
konuşmamı bitirmek isterim.
											Washington Barış Enstitüsünün, 
yani Amerikan Barış Enstitüsünün
											karargâhından söz ediyorum.
											Bu alan Lincoln Anıtı'nın
etrafından seçildi.
											Bunu, direkt olarak Virginia'dan gelen 
Roosevelt Köprüsü'nün girişinde
											son bina olan alışveriş merkezinden 
görebilirsiniz.
											Bu da bir yarışmaydı ve benim 
daha yeni başladığım bir şey.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Mais on reconnait ici facilement ce qui fait l'unicité de ce site.
											Si ça avait été n'importe où ailleurs à Washington,
											ça aurait été un immeuble de bureaux, un centre de conférences,
											un lieu pour les négociations de paix etc..., tout ce que ce bâtiment doit représenter.
											Mais en choisissant de le mettre sur le centre commercial, près du Lincoln Memorial,
											ça devient une structure qui est un symbole de paix sur le centre commercial.
											Et ça, ça a généré beaucoup de tension.
									","
											But one recognized the kind of uniqueness of the site.
											If it were to be anywhere in Washington,
											it would be an office building, a conference center,
											a place for negotiating peace and so on — all of which the building is —
											but by virtue of the choice of putting it on the Mall and by the Lincoln Memorial,
											this becomes the structure that is the symbol of peace on the Mall.
											And that was a lot of heat to deal with.
									","
											Aber man erkennt die Einzigartigkeit der Umgebung.
											Wenn es irgendwo in Washington stünde,
											wäre es ein Bürogebäude, ein Konferenzzentrum,
											ein Ort für Friedensverhandlungen etc. – all das, wozu das Gebäude auch wirklich dient –
											aber weil es an der Mall und in der Nähe des Lincoln Memorial sein soll,
											wird das ein Gebäude, das zum Friedenssymbol der Mall wird.
											Und mit dieser Herausforderung muss man erst einmal klarkommen.
									","
											Pero uno reconoce la clase de singularidad del sitio.
											Si estuviera en cualquier otro lugar de Washington
											sería un edificio de oficinas, un centro de conferencias,
											un lugar para negociar la paz, etc., todo lo que el edificio ciertamente es.
											Pero en virtud de la elección de ponerlo en el Mall, al lado del Memorial a Lincoln,
											se vuelve una estructura símbolo de la paz en el Mall.
											Y esto era un tema muy candente.
									","
											Ancak biri, alanın eşsiz olduğunu
fark etti.
											Eğer Washington'da herhangi bir
yerde olsaydı,
											bir ofis binası, bir konferans salonu,
barış müzakerelerinin yapıldığı bir yer
											ve böyle şeyler, bu binanın 
olduğu her şey olurdu.
											Ama onu alışveriş merkezi ve Lincoln 
Anıtı'nın yakınlarına koyma erdemiyle
											bu yapı alışveriş merkezinde 
barışın sembolü haline geliyor.
											Bu da mücadele edilecek pek çok 
kızışmayı beraberinde getirdi.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Ce premier croquis reconnait le bâtiment comme un lieu aux espaces multiples —
											des espaces pour la recherche, des centres de conférences,
											un espace public, parce que le bâtiment est aussi un musée dédiée à la fabrique de la paix.
											Voici donc les plans que j'ai présenté au concours,
											qui montrent des espaces rayonnent à partir de l'entrée.
											Vous voyez ici la structure dans la séquence de bâtiments du centre commercial
											très transparente, et qui invite à venir jeter un oeil.
											Et puis, quand vous entrez, toutes les directions donnent sur la ville.
											Ce qui m'a semblé important pour ce bâtiment,
											c'est qu'il ait à voir avec la légèreté de l'être, pour paraphraser Kundera —
											qu'il ait à voir avec la blancheur,
											avec une certaine qualité dynamique, et avec l'optimisme.
											Et voilà où ça en est, c'est en train d'évoluer.
									","
											The first sketch recognizes that the building is many spaces —
											spaces where research goes on, conference centers,
											a public building because it will be a museum devoted to peacemaking —
											and these are the drawings that we submitted for the competition,
											the plans showing the spaces which radiate outwards from the entry.
											You see the structure as, in the sequence of structures on the Mall,
											very transparent and inviting and looking in.
											And then as you enter it again, looking in all directions towards the city.
											And what I felt about that building is that it really was a building
											that had to do with a lightness of being — to quote Kundera —
											that it had to do with whiteness,
											it had to do with a certain dynamic quality and it had to do with optimism.
											And this is where it is; it's sort of evolving.
									","
											Auf der ersten Skizze wird berücksichtigt, dass das Gebäude aus vielen Räumen besteht –
											Räumen für Forschung, Konferenzen,
											ein öffentlicher Raum, weil es ein Museum für Friedensstiftung sein wird –
											und das sind die Zeichnungen, die wir für die Ausschreibung eingereicht haben,
											die Pläne zeigen die Räume, wie sie vom Eingang nach außen ausstrahlen.
											Sie sehen das Gebäude, so wie es zusammen mit anderen Gebäuden an der Mall aussieht,
											sehr transparent, einladend und offen.
											Und hier, wenn man hineingeht und in alle Richtungen mit Blick auf die Stadt sieht.
											Ich hatte das Gefühl, dass es in Wahrheit ein Gebäude war,
											das mit der Leichtigkeit des Seins zu tun hat – um Kundera zu zitieren –
											dass es mit der Farbe Weiß zu tun hat,
											mit einer gewissen dynamischen Qualität und mit Optimismus.
											Und hier ist es, es entwickelt sich gerade.
									","
											El primer boceto reconoce que el edificio consta de muchos espacios –
											espacios donde se realiza investigación, centros de conferencia,
											un edificio público, porque será un museo dedicado a la construcción de la paz.
											Y esos son los dibujos que enviamos a la competencia,
											los planos mostrando los espacios que irradian hacia afuera desde la entrada.
											Uno ve la estructura como en la secuencia de estructuras del Mall:
											muy transparente, atractivo, para mirar.
											Y luego, a medida que entramos otra vez, mira en todas direcciones hacia la ciudad.
											Y lo que sentía acerca de ese edificio es que era en verdad un edificio
											que tenía que ver con una levedad del ser, para citar a Kundera –
											que tenía que ver con la blancura,
											tenía que ver con cierta cualidad dinámica, y tenía que ver con el optimismo.
											Y esto es donde está, por así decirlo, evolucionando.
									","
											İlk taslak, binanın araştırmalarının
yapılacağı konferans salonlarının
											ve halka açık binanın
olduğu pek çok alanı olduğunu gösterdi
											çünkü bu müze barışı yaratmaya adanacak.
											Bunlar yarışma için 
sunduğumuz çizimler.
											Girişten itibaren ışık saçan alanları 
gösteren planlar.
											Yapının, alışveriş merkezindeki
yapılar dizisinde
											oldukça saydam, davetkâr olduğunu
görüyor ve içeri bakıyorsunuz.
											Yeniden girdiğinizde, tüm yönlerden 
şehre bakıyorsunuz.
											Bu binada hissettiğim şey,
-Kundera'dan alıntılayarak-
											var olmanın dayanılmaz hafifliği
											ve hafiflik ile bir alakasının
bulunduğudur.
											Belirli bir dinamizm ve iyimserlik ile 
alakasının da bulunduğunu hissediyorum.
											O olduğu yerde gelişmekte.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											On étudie la structure du toit:
											qui demandra peut-être de nouveaux matériaux
											comment faire blanc, comment faire translucide, comment faire brillant
											comment ne pas faire capricieux.
											Et ici regarder, en trois dimensions,
											comment donner, encore une fois, une sorte d'ordre, de structure,
											pas quelque chose qui donne l'impression de pouvoir changer
											parce que vous avez juste arrêté l'idée de ce processus particulier.
											Et puis voilà.
									","
											Studies for the structure of the roof,
											which demands maybe new materials:
											how to make it white, how to make it translucent, how to make it glowing,
											how to make it not capricious.
											And here studying, in three dimensions,
											how to give some kind, again, of order, a structure;
											not something you feel you could just change
											because you stop the design of that particular process.
											And so it goes.
									","
											Studien über die Dachstruktur,
											die vielleicht neue Materialien verlangen:
											damit man es weiß manchen kann, lichtdurchlässig, leuchtend,
											und nicht launenhaft.
											Hier sind dreidimensionale Studien,
											wie man, wiederum, eine Art Ordnung, Struktur herstellen kann;
											und nicht etwas, das man glaubt, einfach verändern zu können,
											weil man dann diesen speziellen Vorgang stoppt.
											So sieht es aus.
									","
											Estudios de la estructura del techo:
											lo cual demanda quizá nuevos materiales,
											cómo hacerlo blanco, cómo hacerlo traslúcido, cómo hacerlo brillar,
											cómo hacer que no sea caprichoso.
											Y aquí estudiando, en tres dimensiones,
											cómo dar, otra vez, una especie de orden, una estructura,
											no algo que sientas que podrías sólo cambiar
											porque paras el diseño de ese proceso particular.
											Y así sigue.
									","
											Belki de yeni malzemeler gerektiren,
											tavanın nasıl hafif yapılacağı,
											nasıl yarı saydam yapılacağı,
											nasıl parlak olacağı,
											ve nasıl değişken olmayacağı
											ile ilgili çalışmalar,
											işte burada bir yapıya
nasıl bir düzen uygulanacağının
											üç boyutta çalışılması demek.
											Öylece değiştirebileceğiniz 
bir şey değil.
											Çünkü belli bir tasarım sürecini 
durdurmuş olursunuz.
											Ve öyle devam eder.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Je voudrais conclure en disant ceci —
											(Applaudissements)
											Je voudrais conclure en reliant tout ce que j'ai dit à la notion de ""beauté"".
											Je sais que ce n'est pas un terme très à la mode en ce moment,
											et certainement pas dans le discours des écoles d'architecture.
											Mais il me semble que tout ceci est, d'une façon ou d'une autre, une quête de la beauté.
											La beauté au sens le plus profond d'adéquation
											Il y a une citation que j'aime beaucoup d'un morphologiste, datant de 1917,
											Théodore Cook - qui dit ""La beauté connote l'humanité.
											On dit d'un objet naturel qu'il est beau parce qu'on voit
											que sa forme exprime l'adéquation, la parfaite réalisation de la fonction.""
											Moi j'aurais dit la parfaite réalisation d'un but.
											Quoi qu'il en soit, la beauté comme une sorte d'adéquation, quelque chose qui nous dit
											que toutes les contraintes qui ont à voir avec notre environnement naturel
											on été réalisé — et entre autres, de notre environnement humain.
									","
											I'd like to conclude by saying something ...
											(Applause)
											I'd like to conclude by relating all of what I've said to the term ""beauty.""
											And I know it is not a fashionable term these days,
											and certainly not fashionable in the discourse of architectural schools,
											but it seems to me that all this, in one way or the other, is a search for beauty.
											Beauty in the most profound sense of fit.
											I have a quote that I like by a morphologist, 1917,
											Theodore Cook, who said, ""Beauty connotes humanity.
											We call a natural object beautiful because we see
											that its form expresses fitness, the perfect fulfillment of function.""
											Well, I would have said the perfect fulfillment of purpose.
											Nevertheless, beauty as the kind of fit; something that tells us
											that all the forces that have to do with our natural environment
											have been fulfilled — and our human environment — for that.
									","
											Ich möchte abschließend etwas sagen ...
											(Applaus)
											Ich möchte abschließend alles, was ich gesagt habe, mit dem Begriff ""Schönheit"" in Verbindung setzen.
											Und ich weiß, dieser Begriff ist heutzutage nicht besonders ""in"",
											und ganz sicher nicht ""in"" bei Diskussionen in den Architekturschulen,
											aber mir scheint, dass all dies, auf die eine oder andere Art, eine Suche nach Schönheit ist.
											Schönheit ist der tiefgründigste Aspekt von ""passend"".
											Ich habe hier ein Zitat eines Morphologen aus dem Jahre 1917, das mir gut gefällt,
											es ist von Theodore Cook, der in etwa sagte: ""Schönheit impliziert Menschheit.
											Wir finden ein natürliches Objekt schön, weil wir sehen,
											dass seine Form Eignung ausdrückt, die perfekte Erfüllung der Funktion.""
											Ich hätte eher gesagt, die perfekte Erfüllung des Zwecks.
											Trotzdem, Schönheit als eine Art ""passend""; etwas, das uns sagt,
											dass alle Kräfte, die mit unserer natürlichen Umgebung zu tun haben,
											erfüllt worden sind – und auch mit unserer menschlichen Umgebung.
									","
											Quisiera terminar diciendo algo –
											(Aplausos)
											Quisiera terminar relacionando todo lo dicho con la palabra ""belleza"".
											Y sé que no es una palabra de moda hoy en día,
											y por cierto no en el discurso de las facultades de arquitectura.
											Pero me parece que todo esto, de una u otra manera, es una búsqueda de la belleza.
											Belleza en el más profundo sentido de satisfacción.
											Tengo una cita que me gusta del morfologista
											Teodoro Cook, 1917, que dijo: ""La belleza denota humanidad.
											Llamamos a un objeto natural objeto bello porque vemos
											que su forma expresa idoneidad, satisfacción perfecta de la función"".
											Bien, yo hubiera dicho la satisfacción perfecta del propósito.
											Sin embargo, la belleza como clase de satisfacción, algo que nos dice
											que todas las fuerzas que tienen que ver con nuestro ambiente natural
											han sido satisfechas – y nuestro entorno humano – para eso.
									","
											Bir şey söyleyerek bitirmek istiyorum.
											(Alkış)
											Söylediğim her şeyi ""güzellik"" kavramına 
bağlayarak bitirmek istiyorum.
											Biliyorum, bugünlerde 
pek moda bir terim değil bu.
											Mimarlık okullarında söylem 
olarak hiç moda değil.
											Fakat tüm bunlar, bana o veya bu 
şekilde bir güzellik arayışı gibi geliyor.
											Güzellik en temel uygunluk algısıdır.
											1917 yılından, sevdiğim bir morfolog 
olan Theodore Cook'tan bir alıntım var.
											""Güzellik insanlık demektir.
											Doğal bir nesneye güzel deriz
											çünkü o nesnenin şekil olarak
birbirine uygunluğu
											ile işlevin mükemmel
gerçekleştirilmesini görürüz.""
											Ben buna amacın mükemmel 
gerçekleştirilmesi derdim.
											Ancak, bir uygunluk türü olarak güzellik,
											bize doğal ortamımızla alakalı tüm
kuvvetler ile bizim insani çevremizin
											bunun için gerçekleştirildiğini
söyleyen bir şeydir.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Il y a vingt ans, à une conférence où nous étions allé, Richard et moi,
											J'ai écrit un poème, qui me paraît être toujours d'actualité pour moi aujourd'hui.
											Celui qui cherche la vérité trouvera la beauté. Celui qui cherche la beauté trouvera la vanité.
											Celui qui cherche l'ordre, trouvera la gratification.
											Celui qui cherche la gratification sera déçu.
											Celui qui se considère le serviteurs de ses frères
											trouvera la joie de l'auto-expression. Celui qui cherche l'auto-expression,
											tombera dans le gouffre de l'arrogance.
											L'arrogance est incompatible avec la Nature.
											A travers la Nature, celle de l'Univers et celle de l'Homme,
											il faut chercher la vérité. Si on cherche la vérité, on trouve la beauté.""
									","
											Twenty years ago, in a conference Richard and I were at together,
											I wrote a poem, which seems to me to still hold for me today.
											""He who seeks truth shall find beauty. He who seeks beauty shall find vanity.
											He who seeks order shall find gratification.
											He who seeks gratification shall be disappointed.
											He who considers himself the servant of his fellow beings
											shall find the joy of self-expression. He who seeks self-expression
											shall fall into the pit of arrogance.
											Arrogance is incompatible with nature.
											Through nature, the nature of the universe and the nature of man,
											we shall seek truth. If we seek truth, we shall find beauty.""
									","
											Vor 20 Jahren nahmen Richard und ich an einer Konferenz teil,
											und ich schrieb ein Gedicht, das für mich auch heute noch zu stimmen scheint.
											""Wer Wahrheit sucht, wird Schönheit finden. Wer Schönheit sucht, wird Eitelkeit finden.
											Wer Ordnung sucht, wird Befriedigung finden.
											Wer Befriedigung sucht, wird enttäuscht werden.
											Wer sich selbst als Diener seiner Mitmenschen sieht,
											wird die Freude des Selbstausdrucks finden. Wer Selbstausdruck sucht,
											wird in die Fallgrube des Hochmuts stürzen.
											Hochmut ist mit der Natur unvereinbar.
											Durch die Natur, die universelle Natur und die menschliche Natur,
											sollen wir Wahrheit suchen. Wenn wir Wahrheit suchen, werden wir Schönheit finden.""
									","
											Hace 20 años, estuvimos juntos en una conferencia Richard y yo.
											Escribí un poema que me parece todavía hoy sostengo.
											""Aquel que busque la verdad encontrará la belleza. Aquel que busque la belleza encontrará la vanidad.
											Aquel que busque el orden encontrará gratificación.
											Aquel que busque gratificación se decepcionará.
											Aquel que se considere sirviente de sus semejantes
											encontrará el regocijo de la autoexpresión. Aquel que busque la autoexpresión
											caerá en el pozo de la arrogancia.
											La arrogancia es incompatible con la naturaleza.
											A través de la naturaleza, la naturaleza del universo y la naturaleza del hombre,
											encontraremos la verdad. Si buscamos la verdad encontraremos la belleza"".
									","
											Yirmi yıl önce, Richard ve benim beraber 
bulunduğumuz bir konferansta,
											beni bugün bile etkileyen bir şiir yazdım.
											""Gerçeği arayan güzelliği bulur.
Güzelliği arayan kibri bulur.
											Düzeni arayan tatmini bulur.
											Tatmini arayan hayal kırıklığına uğrar.
											Kendini emsallerinin hizmetkârı 
olarak gören,
											kendini ifadenin neşesini bulur.
											Kendini ifade etmeyi arayan 
kibrin çukuruna düşer.
											Kibir doğaya uymaz.
											Doğa, evrenin doğası ve insanın doğası
sayesinde gerçeği arayacağız.
											Gerçeği ararsak güzelliği bulacağız.""
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
