es,pt,en,de,title,speaker,duration,tags
"
											Así que esa es de la clase de ignorancia 
de la que quiero hablar hoy,
											pero por supuesto que lo primero 
que tenemos que aclarar es
											¿qué es lo que vamos a hacer 
con todos esos hechos?
											Así que es cierto que la ciencia se 
acumula a un ritmo alarmante.
											Todos tenemos la sensación de que 
la ciencia es esta montaña de datos,
											este modelo de acumulación de la ciencia, 
como muchos lo han llamado,
											y parece inexpugnable, parece imposible.
											¿Cómo puedes saber todo esto algún día?
											Y, en efecto, la literatura científica 
crece a un ritmo alarmante.
											En 2006, había 1,3 millones de artículos publicados.
											Tiene una tasa de crecimiento 
de aproximadamente un 2,5% anual,
											y así el año pasado se publicaron más 
de un millón y medio de artículos.
											Dividan eso por el número de minutos en un año,
											y obtienes tres nuevos artículos por minuto.
											Así que, yo que he estado aquí un poco más de 10 minutos,
											ya me he perdido tres artículos.
											Tengo que salir de aquí en realidad. 
Tengo que ir a leer.
									","
											É sobre esse tipo de ignorância 
que quero falar hoje,
											mas, claro que a primeira coisa que 
temos de esclarecer
											é o que iremos fazer com todos aqueles factos?
											É verdade que a ciência se empilha 
a um ritmo alarmante.
											Todos temos esta sensação de que 
a ciência é um monte de factos,
											este ""modelo de acumulação"" da ciência, 
como muitos lhe chamaram,
											parece ser indomável, inexequível.
											Como é que poderemos, alguma vez, 
saber tudo isto?
											E, na verdade, a literatura científica 
aumenta a um ritmo alarmante.
											Em 2006, existiam 1,3 milhões 
de artigos publicados.
											A taxa de crescimento é de 
dois e meio por cento ao ano,
											no ano passado alcançámos um 
milhão e meio de artigos publicados.
											Se os dividirmos pelo número total 
de minutos de um ano,
											obtemos três novos artigos por minuto.
											Estou aqui há pouco mais que 10 minutos,
											já perdi três artigos.
											Na verdade, tenho de me ir embora.
Tenho coisas para ler.
									","
											So that's the kind of ignorance that I want to talk about today,
											but of course the first thing we have to clear up
											is what are we going to do with all those facts?
											So it is true that science piles up at an alarming rate.
											We all have this sense that science is this mountain of facts,
											this accumulation model of science, as many have called it,
											and it seems impregnable, it seems impossible.
											How can you ever know all of this?
											And indeed, the scientific literature grows at an alarming rate.
											In 2006, there were 1.3 million papers published.
											There's about a two-and-a-half-percent yearly growth rate,
											and so last year we saw over one and a half million papers being published.
											Divide that by the number of minutes in a year,
											and you wind up with three new papers per minute.
											So I've been up here a little over 10 minutes,
											I've already lost three papers.
											I have to get out of here actually. I have to go read.
									","
											Über diese Art Ignoranz möchte ich 
heute also sprechen,
											doch erst müssen wir eines klären:
											Was machen wir mit all den Fakten?
											Ja, die Wissenschaft erhebt 
rasend schnell Daten.
											Wissenschaft scheint für uns alle
dieser riesige Faktenberg,
											dieses Akkumulationsmodell der Wissenschaft, 
wie es einige nannten,
											und er scheint undurchdringlich. Unmöglich.
											Wie kann man das je alles wissen?
											Und tatsächlich – die Fachliteratur
wächst alarmierend schnell.
											2006 gab es 1,3 Millionen 
veröffentlichte Artikel.
											Bei einer Wachstumsrate von 2,5 % pro Jahr
											waren wir letztes Jahr bei 
mehr als 1,5 Millionen angekommen.
											Teilen Sie das mal auf Minuten pro Jahr auf,
											dann erhalten Sie drei Artikel pro Minute.
											Ich stehe hier also seit gut 10 Minuten
											und habe schon drei Artikel verpasst.
											Eigentlich muss ich weg. Ich muss lesen.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Entonces, ¿qué hacemos al respecto? 
Bueno, lo cierto es
											que lo que hacen los científicos es una 
especie de abandono controlado, por llamarlo así.
											Simplemente no nos preocupamos 
por eso, en cierto modo.
											Los hechos son importantes. Tienes 
que saber un montón de cosas
											para ser un científico. Eso es cierto.
											Pero saber un montón de cosas 
no te hace un científico.
											Necesitas saber un montón de 
cosas para ser un abogado
											o un contable o un electricista o un carpintero.
											Pero en la ciencia, saber un montón 
de cosas no es la clave.
											El conocimiento de un montón de cosas 
está ahí para ayudarte a
											obtener más ignorancia.
											Así que el conocimiento es un 
gran tema, pero yo diría que
											la ignorancia es uno más grande.
									","
											Então, o que é que fazemos sobre isto?
Bem, o facto é
											que os cientistas têm uma espécie de 
""negligência controlada"", por assim dizer.
											Apenas não nos preocupamos com isso, 
de certa forma.
											Os factos são importantes. 
Temos de saber um monte de coisas
											para sermos cientistas. 
Isso é verdade.
											Mas, saber um monte de coisas 
não faz de nós cientistas.
											Precisamos de saber um monte de coisas 
para sermos advogados
											ou contabilistas, ou eletricistas ou carpinteiros.
											Mas, na ciência, saber um monte de coisas 
não é o objetivo.
											Saber um monte de coisas ajuda-nos a alcançar
											uma ignorância ainda maior.
											Então, o conhecimento é um assunto 
importante, mas, eu diria que
											a ignorância é ainda mais.
									","
											So what do we do about this? Well, the fact is
											that what scientists do about it is a kind of a controlled neglect, if you will.
											We just don't worry about it, in a way.
											The facts are important. You have to know a lot of stuff
											to be a scientist. That's true.
											But knowing a lot of stuff doesn't make you a scientist.
											You need to know a lot of stuff to be a lawyer
											or an accountant or an electrician or a carpenter.
											But in science, knowing a lot of stuff is not the point.
											Knowing a lot of stuff is there to help you get
											to more ignorance.
											So knowledge is a big subject, but I would say
											ignorance is a bigger one.
									","
											Wie können wir das angehen? Es ist so:
											Wissenschaftler gehen mit einer kontrollierten 
Missachtung an das Thema heran.
											Auf eine gewisse Art ist es uns egal.
											Fakten sind wichtig. 
Um Wissenschaftler zu sein,
											muss man eine Menge wissen. Okay.
											Aber viel zu wissen, 
macht einen nicht zum Wissenschaftler.
											Man muss auch eine Menge wissen, 
um Anwalt zu werden,
											oder Buchhalter, 
oder Elektriker, oder Schreiner.
											Aber in der Wissenschaft ist viel zu wissen 
nicht der Sinn der Sache.
											Viel zu wissen hilft dabei,
											mehr Ignoranz zu erlangen.
											Wissen ist also das große Thema, 
doch ich behaupte mal,
											Ignoranz ist das größere.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que esto nos lleva tal vez a pensar, un poco
											acerca de algunos de los modelos 
de ciencia que tendemos a usar,
											y me gustaría desengañarles
de algunos de ellos.
											Uno de ellos, muy popular, es que los científicos
											están poniendo con paciencia las 
piezas de un rompecabezas
											para revelar algún gran esquema o algo parecido.
											Esto claramente no es cierto. Por 
un lado, con los rompecabezas,
											el fabricante ha asegurado que hay una solución.
											Nosotros no tenemos ninguna garantía.
											De hecho, hay muchos de nosotros que no 
estamos tan seguros sobre el fabricante.
									","
											Então, isto leva-nos, talvez, 
a pensar um pouco
											sobre alguns dos modelos científicos que 
temos a tendência a utilizar
											e gostaria de dissuadi-los 
de utilizar alguns deles.
											Um deles, muito comum, 
diz que os cientistas
											juntam, pacientemente, as peças 
de um ""puzzle""
											para revelar algum grande esquema.
											Isto não é, de todo, verdade.
Primeiro, para o ""puzzle""
											o fabricante garante que existe 
uma solução.
											Nós não temos tal garantia.
											De facto, muitos de nós nem têm 
tanta certeza quanto ao fabricante.
									","
											So this leads us to maybe think about, a little bit
											about, some of the models of science that we tend to use,
											and I'd like to disabuse you of some of them.
											So one of them, a popular one, is that scientists
											are patiently putting the pieces of a puzzle together
											to reveal some grand scheme or another.
											This is clearly not true. For one, with puzzles,
											the manufacturer has guaranteed that there's a solution.
											We don't have any such guarantee.
											Indeed, there are many of us who aren't so sure about the manufacturer.
									","
											Das führt uns dazu, vielleicht ein bisschen
											über ein paar gängige 
Wissenschaftsmodelle nachzudenken,
											von denen ich Ihnen einige 
gern abgewöhnen möchte.
											Ein beliebtes Modell ist das Puzzle:
											Wissenschaftler setzen geduldig 
die Einzelteile zusammen,
											um irgendeinen Masterplan zu enthüllen.
											Das stimmt natürlich nicht. 
Zum einen garantiert bei Puzzeln
											der Hersteller eine Lösung.
											Wir haben keine solche Garantie.
											Viele von uns zweifeln schon am ""Hersteller"".
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											(Risas)
									","
											(Risos)
									","
											(Laughter)
									","
											(Lachen)
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que creo que el modelo del 
rompecabezas no funciona.
									","
											Então, o modelo do ""puzzle"" 
não funciona.
									","
											So I think the puzzle model doesn't work.
									","
											Also funktioniert das Puzzle-Modell nicht.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Otro modelo popular es que la ciencia 
está ocupada en desentrañar cosas,
											de la misma forma que se deshacen 
las hojas de una cebolla.
											Así, hoja a hoja, le quitas 
las capas a la cebolla
											para llegar a algún núcleo 
fundamental de la verdad.
											Tampoco creo que esa sea 
la forma en la que funciona.
											Otra idea, una muy popular, 
es la idea del iceberg,
											que afirma que solo vemos la punta 
del iceberg, pero en el fondo
											es donde la mayor parte del iceberg está oculta.
											Pero todos estos modelos se basan en 
la idea de un gran cuerpo de hechos
											que podemos completar de alguna u otra manera.
											Podemos poco a poco averiguar 
lo que es este iceberg,
											o podemos simplemente, en estos días, 
esperar a que se derrita, supongo,
											pero de una manera u otra hemos podido 
abarcar al iceberg como un todo. ¿Cierto?
											O hacerlo manejable. Pero no creo 
que ese sea el caso.
											Creo que lo que realmente sucede en la ciencia
											es un modelo más parecido a la magia,
											donde no importa cuántos cubos sacas,
											siempre hay otro cubo de agua por sacar,
											o particularmente mi preferida,
											con el efecto y todo, las ondas en un estanque.
											Así que si piensan que el conocimiento es 
la onda cada vez mayor en un estanque,
											lo importante es darse cuenta 
de que nuestra ignorancia,
											la circunferencia de este conocimiento, 
también crece con el conocimiento.
											Así que el conocimiento genera ignorancia.
											Esto está muy bien explicado, pensé, 
por George Bernard Shaw.
											Es en realidad parte de 
un brindis que pronunció
											para homenajear a Einstein en una 
cena de celebración de su trabajo,
											en el que afirma que la ciencia simplemente 
crea más preguntas que respuestas.
											[""La ciencia es siempre mala. Nunca resuelve 
un problema sin crear 10 más"".]
									","
											Outro modelo comum diz que a ciência 
se ocupa em desvendar coisas
											da mesma forma que 
descascamos uma cebola.
											Assim, casca a casca retiramos 
as camadas da cebola
											para chegarmos ao núcleo 
fundamental da verdade.
											Também não creio que seja assim 
que funciona.
											Um outro, uma espécie muito popular, 
é a ideia do ""iceberg"",
											que apenas vemos a ponta do ""iceberg"" 
mas que, por baixo,
											está escondida a sua maior parte.
											Mas, todos estes modelos baseiam-se 
na existência de um grande conjunto de factos
											que, de uma forma ou de outra, 
podemos completar.
											Podemos examinar um fragmento do ""iceberg"" 
e compreender a sua natureza,
											ou, hoje em dia, podemos, simplesmente, 
esperar que ele derreta,
											mas, de alguma forma, podemos compreender 
a totalidade do ""iceberg"", certo?
											Ou torná-lo manejável. 
Mas, não acredito que seja esse o caso.
											Penso que o que, realmente, 
acontece na ciência
											é um modelo mais parecido com 
o poço mágico,
											de onde, não importa quantos 
baldes retiremos,
											existirá sempre mais um 
balde de água para retirar,
											ou a minha versão preferida,
											com efeitos e tudo,
as ondulações num lago.
											Se pensarem no conhecimento como sendo as 
ondulações num lago, em constante expansão,
											o que importa perceber é que a nossa ignorância,
											a circunferência em torno deste conhecimento,
também aumenta com o conhecimento.
											Então, o conhecimento gera ignorância.
											Penso que isto foi muito bem descrito 
por George Bernard Shaw.
											Isto faz, na verdade, parte de 
um brinde que ele enunciou
											para celebrar Einstein, durante um jantar 
em honra ao trabalho deste,
											no qual ele reclama que a ciência
											apenas cria mais perguntas do que respostas. [""A ciência está sempre errada. Nunca resolve um problema sem criar mais 10.""]
									","
											Another popular model is that science is busy unraveling things
											the way you unravel the peels of an onion.
											So peel by peel, you take away the layers of the onion
											to get at some fundamental kernel of truth.
											I don't think that's the way it works either.
											Another one, a kind of popular one, is the iceberg idea,
											that we only see the tip of the iceberg but underneath
											is where most of the iceberg is hidden.
											But all of these models are based on the idea of a large body of facts
											that we can somehow or another get completed.
											We can chip away at this iceberg and figure out what it is,
											or we could just wait for it to melt, I suppose, these days,
											but one way or another we could get to the whole iceberg. Right?
											Or make it manageable. But I don't think that's the case.
											I think what really happens in science
											is a model more like the magic well,
											where no matter how many buckets you take out,
											there's always another bucket of water to be had,
											or my particularly favorite one,
											with the effect and everything, the ripples on a pond.
											So if you think of knowledge being this ever-expanding ripple on a pond,
											the important thing to realize is that our ignorance,
											the circumference of this knowledge, also grows with knowledge.
											So the knowledge generates ignorance.
											This is really well said, I thought, by George Bernard Shaw.
											This is actually part of a toast that he delivered
											to celebrate Einstein at a dinner celebrating Einstein's work,
											in which he claims that science
											just creates more questions than it answers.
[""Science is always wrong. It never solves a problem without creating 10 more.""]
									","
											Ein weiteres gängiges Bild 
ist das schrittweise Enthüllen,
											etwa wie das Entfernen 
einzelner Zwiebelschalen.
											So wird Schale für Schale 
die Zwiebel enthüllt,
											um zum fundamentalen 
Kern der Wahrheit zu gelangen.
											Aber so funktioniert es auch nicht.
											Hier noch ein beliebtes Modell, 
das des Eisbergs.
											Wir sehen nur seine Spitze, 
doch darunter
											ist der größte Teil des Eisbergs versteckt.
											All diese Modelle sind auf der Idee 
eines Faktenkorpus begründet,
											den man irgendwie vervollständigen kann.
											Wir können den Eisberg zerhacken 
und ihn enträtseln,
											oder heutzutage einfach warten, 
bis er schmilzt.
											Doch irgendwie gelangen wir 
an den ganzen Eisberg. Oder?
											Oder er bekommt eine übersichtliche Größe. 
Doch das ist nicht der Fall.
											Tatsächlich entspricht die Wissenschaft
											eher einem magischen Brunnen:
											Egal, wie viele Eimer Wasser 
man ihm entnimmt,
											man kann immer noch 
einen weiteren herausholen,
											oder hier mein liebstes Bild,
											was den Effekt und alles betrifft: 
Wellen in einem Teich.
											Betrachten Sie Wissen also als diese 
sich ausbreitende Wellenbewegung,
											muss man hier erkennen, 
dass unsere Ignoranz,
											der Umfang unseres Wissens, 
mit dem Wissen zunimmt.
											Das Wissen generiert also Ignoranz.
											Ich finde, das hat George Bernard Shaw 
wirklich gut formuliert.
											Eigentlich ist das ein Teil 
eines Trinkspruches,
											den er auf einem Diner 
zu Ehren Einsteins aussprach.
											[""Die Wissenschaft liegt immer falsch.
Sie löst kein Problem, 
ohne dabei 10 neue aufzuwerfen.]
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Lo encuentro glorioso, y creo 
que está en lo cierto,
											además de que es una especie 
de seguro de trabajo.
											Resulta ser, que él más o menos plagió eso
											del filósofo Immanuel Kant
											a quien 100 años antes se le había ocurrido la idea
											de la propagación de preguntas, 
que cada respuesta genera más preguntas.
											Me encanta ese término, ""la propagación de preguntas"",
											esta idea de que las preguntas se propagan por ahí.
									","
											Isto parece-me notável e 
penso que ele tem toda a razão,
											além disso, é uma espécie de segurança 
do posto de trabalho.
											De certa maneira, ele obteve essa ideia
											do filósofo Immanuel Kant
											que, 100 anos antes, teve esta ideia
											de ""propagação de questões"", 
que cada resposta gera mais perguntas.
											Adoro essa expressão, 
""propagação de questões"",
											esta ideia de as questões 
se propagarem por aí.
									","
											I find that kind of glorious, and I think he's precisely right,
											plus it's a kind of job security.
											As it turns out, he kind of cribbed that
											from the philosopher Immanuel Kant
											who a hundred years earlier had come up with this idea
											of question propagation, that every answer begets more questions.
											I love that term, ""question propagation,""
											this idea of questions propagating out there.
									","
											Das finde ich glorreich und stimme ihm völlig zu.
											Außerdem sorgt das für Sicherheit im Beruf.
											Diesen Gedanken hatte er eigentlich
											vom Philosophen Immanuel Kant abgekupfert,
											der 100 Jahre vor ihm schon die Idee
											von der Fragenvermehrung gehabt hatte:
""Jede Antwort führt nur zu mehr Fragen.""
											Ich liebe diesen Begriff, ""Fragenvermehrung"",
											diesen Gedanken, dass Fragen 
sich fröhlich fortpflanzen.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que yo diría que el modelo 
que deseamos tomar no está
											en que comencemos como ignorantes 
y juntemos algunos datos
											y luego ganemos conocimiento.
											Es más bien lo contrario, la verdad.
											¿Para qué utilizamos este conocimiento?
											¿Para qué estamos utilizando 
este conjunto de hechos?
											Lo estamos usando para mejorar la ignorancia,
											para llegar, si quieren, a una 
ignorancia de mejor calidad.
											Porque, como Uds. saben, hay 
ignorancia de baja calidad
											y hay ignorancia de alta calidad. 
No todo es lo mismo.
											Los científicos discuten sobre esto todo el tiempo.
											Algunas veces las llamamos tertulias.
											Otras veces las llamamos
propuestas de subvención.
											Pero, sin embargo, es de lo que 
se trata el argumento.
											Es la ignorancia. Es lo que no sabemos.
											Es lo que hace una buena pregunta.
									","
											Então, eu diria que o modelo que 
queremos reter não é
											o de iniciarmos ignorantes, 
recolhermos alguns factos
											e de, em seguida, 
adquirimos conhecimento.
											É mais ao contrário, na verdade.
											Para que nos serve esse conhecimento?
											Estamos a utilizar esta coleção de factos para quê?
											Estamos a utilizá-los para criar 
uma ignorância melhor,
											para produzir, se desejarem, 
uma ignorância de melhor qualidade.
											Porque, vocês sabem, 
existe ignorância de má qualidade
											e ignorância de boa qualidade. 
Não é tudo a mesma coisa.
											Os cientistas discutem, 
constantemente, sobre isto.
											Às vezes chamamos-lhes tertúlias.
											Às vezes chamamos-lhes 
pedidos de subvenção.
											Mas, ainda assim, o que interessa é 
o âmago dessas discussões.
											É a ignorância. 
É aquilo que não sabemos.
											É sobre aquilo que faz uma boa questão.
									","
											So I'd say the model we want to take is not
											that we start out kind of ignorant and we get some facts together
											and then we gain knowledge.
											It's rather kind of the other way around, really.
											What do we use this knowledge for?
											What are we using this collection of facts for?
											We're using it to make better ignorance,
											to come up with, if you will, higher-quality ignorance.
											Because, you know, there's low-quality ignorance
											and there's high-quality ignorance. It's not all the same.
											Scientists argue about this all the time.
											Sometimes we call them bull sessions.
											Sometimes we call them grant proposals.
											But nonetheless, it's what the argument is about.
											It's the ignorance. It's the what we don't know.
											It's what makes a good question.
									","
											Ich sage also, 
ein passendes Modell ist keines,
											wo wir ignorant anfangen 
und dann Fakten sammeln
											und so Wissen erlangen.
											Es ist eher anders herum.
											Wofür verwenden wir dieses Wissen?
											Wofür verwenden wir 
diese Faktensammlungen?
											Wir verbessern damit 
unsere Ignoranz,
											wir erlangen sozusagen 
mehr hoch-qualitative Ignoranz.
											Denn es gibt natürlich 
eine niedrig-qualitative Ignoranz
											und eine hoch-qualitative 
Ignoranz ist nicht gleich Ignoranz.
											Ein andauernder Streit 
unter Wissenschaftlern.
											Wir nennen es manchmal Stierkampf
											und manchmal Forschungsanträge.
											Aber darum geht es bei diesem Streit.
											Es geht um die Ignoranz. 
Darum, was wir nicht wissen.
											Darum, was eine gute Frage ausmacht.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Entonces, ¿cómo pensamos 
acerca de estas preguntas?
											Les voy a mostrar un gráfico que aparece
											bastante en posters ""happy hour"" en 
varios departamentos de ciencias.
											En este gráfico se pregunta la 
relación entre lo que sabes
											y de qué tanto sabes sobre eso.
											Así que de lo que sabes, puedes saber 
desde nada a todo, por supuesto,
											y de qué tanto sabes de algo 
puede estar en cualquier lugar
											desde un poco a mucho.
											Así que vamos a poner un punto en 
el gráfico. Tenemos un universitario.
											No sabe mucho, pero tiene un gran interés.
											Está interesado en casi todo.
											Ahora nos fijamos en un estudiante de postgrado, 
un poco más adelante en su educación,
											y ves que sabe un poco más,
											pero se ha reducido en cierta medida.
											Y por último obtienes tu doctorado, donde resulta
											que sabes muchísimo acerca de casi nada. 
(Risas)
											Lo que es realmente preocupante 
es la línea de tendencia
											porque, por supuesto, cuando se hunde 
por debajo del eje cero, allí,
											se mete en una zona negativa.
											Ahí es donde se encuentra 
gente como yo, me temo.
									","
											Então como havemos de pensar 
sobre estas questões?
											Vou mostrar-vos um gráfico que evidencia
											um pouco daquilo que consta nos cartazes 
de vários departamentos científicos.
											Este gráfico evidencia a relação entre 
""aquilo que sabemos""
											e ""o quanto sabemos"" [sobre algo].
											Então, ""o que sabemos"", pode ir do nada 
a absolutamente tudo, claro,
											e o ""quanto sabemos"" pode variar
											de quase nada a muito.
											Marquemos um ponto no gráfico. 
Aqui está um estudante de licenciatura.
											Não sabe muito mas 
é muito interessado.
											Interessa-se sobre quase tudo.
											Agora, olhemos para um estudante de mestrado, 
um pouco mais avançado nos seus estudos,
											e verificamos que ele sabe um pouco mais,
											mas, verifica-se que esse saber 
tem afunilado ligeiramente.
											E, finalmente, quando chega 
ao doutoramento, neste ponto,
											sabe muitíssimo sobre quase nada.
(Risos)
											O que é realmente perturbador é a linha de tendência que passa por esses pontos
											porque, evidentemente, quando ela 
ultrapassa o eixo das abcissas, ali,
											entra na área negativa.
											É onde se encontram pessoas como eu, receio.
									","
											So how do we think about these questions?
											I'm going to show you a graph that shows up
											quite a bit on happy hour posters in various science departments.
											This graph asks the relationship between what you know
											and how much you know about it.
											So what you know, you can know anywhere from nothing to everything, of course,
											and how much you know about it can be anywhere
											from a little to a lot.
											So let's put a point on the graph. There's an undergraduate.
											Doesn't know much but they have a lot of interest.
											They're interested in almost everything.
											Now you look at a master's student, a little further along in their education,
											and you see they know a bit more,
											but it's been narrowed somewhat.
											And finally you get your Ph.D., where it turns out
											you know a tremendous amount about almost nothing. (Laughter)
											What's really disturbing is the trend line that goes through that
											because, of course, when it dips below the zero axis, there,
											it gets into a negative area.
											That's where you find people like me, I'm afraid.
									","
											Was halten wir von diesen Fragen?
											Ich zeige Ihnen mal ein Diagramm,
											das ein paar Stunden des Glücks 
in verschiedenen Wissenschaftszweigen zeigt.
											Es geht hier um die Beziehung 
zwischen dem, was Sie kennen,
											und wie viel Sie darüber wissen.
											Das Bekannte kann also 
von 'Null' bis 'Alles' reichen,
											und wie viel Sie darüber wissen,
											reicht von ein bisschen bis viel.
											Hier ist ein ein Punkt im Diagramm. 
Ein Student.
											Weiß noch nicht viel, 
aber interessiert sich für vieles.
											Interessiert sich für fast alles.
											Hier haben wir einen Master-Student,
schon ein bisschen weiter in der Ausbildung.
											Der weiß schon etwas mehr,
											aber das Wissen ist etwas enger geworden.
											Und hier haben wir 
den Doktoranden, der weiß dann
											eine unglaubliche Menge 
über fast nichts. (Lachen)
											Sehr verstörend daran ist 
der durchlaufende Trend,
											denn dort, wo er die Null unterschreitet,
											geht er in eine negative Ecke.
											Dort befinden sich dann 
leider Leute wie ich.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que lo importante aquí es que 
todo esto se puede cambiar.
											Toda esta vista se puede cambiar
											con solo cambiar la etiqueta en el eje x.
											Así que en lugar de lo mucho 
que sabes sobre algo,
											podríamos decir, ""¿Qué puedes
preguntar sobre esto?""
											Así que sí, necesitas saber un montón 
de cosas como científico,
											pero el propósito de conocer 
un montón de cosas
											no es solo saber un montón de cosas. 
Eso solo te hace un ""geek"", ¿verdad?
											El propósito de conocer un montón de cosas es
											ser capaz de hacer muchas preguntas,
											poder formular preguntas interesantes, reflexivas,
											porque ahí es donde está el trabajo real.
									","
											Então, o que importa aqui é que 
tudo isto pode ser alterado.
											Toda esta visão pode ser alterada
											alterando apenas o nome do eixo das abcissas.
											Então, em vez de indicar 
""o quanto sabemos"" [sobre algo],
											poderá indicar, ""Que questões consegue 
colocar sobre certo assunto?""
											Então, sim, um cientista tem de saber 
um monte de coisas,
											mas o objetivo de saber um monte coisas
											não é o de simplesmente sabê-las.
Isso apenas faz de nós uns ""nerds"", certo?
											O propósito de saber um monte de coisas é
											ser capaz de colocar muitas questões,
											ser capaz de enquadrar questões 
ponderadas e inteligentes,
											porque é aí que está o verdadeiro trabalho.
									","
											So the important thing here is that this can all be changed.
											This whole view can be changed
											by just changing the label on the x-axis.
											So instead of how much you know about it,
											we could say, ""What can you ask about it?""
											So yes, you do need to know a lot of stuff as a scientist,
											but the purpose of knowing a lot of stuff
											is not just to know a lot of stuff. That just makes you a geek, right?
											Knowing a lot of stuff, the purpose is
											to be able to ask lots of questions,
											to be able to frame thoughtful, interesting questions,
											because that's where the real work is.
									","
											Wichtig ist hieran ist, 
das all dies veränderbar ist.
											Der ganze Blickpunkt 
kann verändert werden,
											indem man einfach 
die X-Achse umbenennt.
											Anstatt zu fragen, wie viel wir darüber wissen,
											können wir fragen: 
""Was kann man darüber fragen?""
											Also, ja, man muss als Chemiker viel wissen,
											aber der Sinn all dieses Wissens
											ist es nicht nur, viel zu wissen. 
Dann ist man nur ein Streber, oder?
											Wer viel weiß, sollte in der Lage sein,
											viele Fragen stellen zu können,
											durchdachte, interessante Fragen zu formulieren,
											denn darin steckt die eigentliche Arbeit.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
