pt,tr,de,title,speaker,duration,tags
"
											Vou mostrar como se faz.
											Podem levantar-se por um bocadinho?
											Vou mostrar os seis exercícios 
de aquecimento vocal
											que faço antes das palestras que faço.
											Quando forem conversar 
com alguém importante, façam isto.
											Primeiro, braços para cima, 
inspirem fundo,
											e expirem, ahhhh, assim.
											Outra vez.
											Ahhh. Muito bem.
											Agora vamos aquecer os nossos lábios,
											e vamos fazer ba, ba, ba, ba.
											ba, ba, ba, ba. Muito bem.
											E agora, brrrrrrrrr,
											como quando vocês eram crianças.
											Brrr. Agora os lábios 
devem estar a ganhar vida.
											A seguir, vamos trabalhar a língua
											com um exagerado 
la, la, la, la, la, la, la.
											Uma maravilha. 
Vocês estão a ficar bons nisto.
											E agora, enrolem um R. Rrrrrrrr.
											Isto é como champanhe para a língua.
											Por fim, se eu conseguir 
fazer pelo menos um,
											os especialistas chamam isto ""a sereia"".
											É muito bom. 
Começa com ""uí"" e termina com ""aú.""
											O ""uí"" é alto, e o ""aú"" é baixo.
											Façam, uiiiiaauuu, uíiiiaauuu
									","
											Aslına bakarsanız, hadi size bunun nasıl olduğunu göstereyim.
											Bir dakika için ayağa kalkar mısınız?
											Size her konuşmamadan önce yaptığım
											altı ses egzersizi göstereceğim.
											Ne zaman önemli biriyle konuşacak olursanız bunları yapın.
											Önce, kollar yukarı, derin nefes alın
											ve dışarı bırakın, ahhhh, işte böyle.
											Bir kez daha.
											Ahhhh, çok güzel.
											Şimdi dudaklarımızı ısındıracağız
											ve ba, ba, ba, ba, ba diyeceğiz,
											ba, ba, ba, ba. Çok güzel.
											Ve şimdi, brrrrrrrr,
											aynı çocukken yaptığınız gibi.
											Brrr. Şimdi dudaklarımız canlanıyor olmalı.
											Sırada dilimizi abartılı bir şekilde
											la, la, la, la, la, la, la, la, la.
											Güzel. Bunda gerçekten iyi gidiyorsunuz.
											Ve sonra, yuvarlayarak R. Rrrrr.
											Bu diliniz için bir şampanya gibi.
											Son olarak eğer bir tane yapabilirsem,
											profesyoneller buna siren diyor.
											Oldukça yararlıdır. ""Vi"" sesiyle başlıyor ve ""av"" ile devam ediyor.
											Yükselirken ""vi"" ve inişte ""av"".
											Öyle ise yapıyoruz, viiiiiiaavvvvv, viiiiiiaavvv.
									","
											Das möchte ich Ihnen 
gerne zeigen.
											Würden Sie bitte alle kurz aufstehen?
											Ich zeige Ihnen die sechs Aufwärmübungen,
											die ich vor jeder Rede mache.
											Machen Sie diese Übungen
vor jedem wichtigen Gespräch.
											Erstens: Arme hoch, tief einatmen,
											und mit einem Seufzer ausatmen, so: ahhhh.
											Noch einmal:
											Ahhhh, sehr gut.
											Jetzt wärmen wir unsere Lippen auf,
											und dazu machen wir ba, ba, ba, ba,
											ba, ba, ba, ba. Sehr gut.
											Und jetzt brrrrrrrrrr,
											wie damals als Kind.
											Nun sollten Ihre Lippen aufgewacht sein.
											Ihre Zunge macht nun
											übertrieben la, la, la, la, la, la, la.
											Wunderschön. Richtig gut.
											Und dann rollen Sie noch ein R. Rrrrrrr.
											Das ist wie Champagner für die Zunge.
											Wenn ich nur eins zur Wahl hätte,
											dann würde ich die ""Sirene"" machen.
											Es beginnt mit ""wiii"" und wird zu ""oooh"".
											Das ""wi"" ist hoch, das ""oh"" ist tief.
											Es geht also wiiiieeeooooh, wiiiieeeooooh.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Fantástico! 
Uma salva de palmas para todos.
											Podem sentar-se, obrigado.
											(Aplausos)
									","
											Harika. Kendinize bir alkış yapın.
											Teşekkür ederim, oturun. (Alkışlar)
									","
											Fantastisch. Der Beifall gehört Ihnen.
											Setzen Sie sich, danke. (Applaus)
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Antes de irem falar, 
façam estes exercícios.
									","
											Bir dahaki sefere konuşacağınız zaman, önce bunları yapın.
									","
											Machen Sie dies vor Ihrer nächsten Rede.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Para terminar, 
vou inserir isto no contexto,
											Esta é uma questão séria.
											Aqui é onde estamos agora, certo?
											Não falamos muito bem para pessoas 
que não estão a ouvir
											num ambiente barulhento e com má acústica.
											Tenho falado nisso neste palco 
em diferentes ocasiões.
											Como seria o mundo
											se estivéssemos a falar com vigor
											para pessoas que estivessem 
a ouvir com consciência
											em ambientes adequados para isso?
											Ou para tornar a questão 
um pouco mais ampla,
											como seria o mundo
											se estivéssemos a criar som 
com consciência
											e a consumir som conscientemente
											e a planear todos os nossos ambientes
											de forma consciente para o som?
											Seria um mundo 
que teria um som maravilhoso
											e onde a compreensão seria a norma.
											Esta é uma ideia que vale a pena espalhar.
									","
											Şimdi bu konuda biraz daha derinleşmeme izin verin.
											Burası ciddi bir nokta.
											Şu an geldiğimiz nokta bu değil mi?
											Kötü akustiğe sahip ve gürültülü yerlerde
											bizi özünde dinlemeyen insanlarla
											iyi konuşamayız.
											Bunun hakkında bu sahnede değişik dönemlerde
											konuştum.
											Amacına gerçekten uygun ortamlarda,
											bizi bilinçli bir şekilde dinleyen insanlara
											etkin bir biçimde konuşuyor olsaydık
											dünya nasıl bir yer olurdu?
											Veya bunu biraz daha büyütelim,
											Eğer sesi bilinçli bir şekilde yaratıyor
											ve yine sesi bilinçli bir şekilde tüketiyor olsaydık
											ve çevreyi tümüyle ses için
											bilinçli bir şekilde tasarlasaydık dünya
											nasıl bir yer olurdu?
											Bu, kulağa hoş gelen ve
											anlayışın bir ilke olduğu
											bir dünya olurdu.
											ve işte bu yaymaya değer bir fikir.
									","
											Ordnen wir das Ganze richtig ein.
											Darin liegt eine wichtige Erkenntnis.
											An diesem Punkt stehen wir, richtig?
											Wir reden nicht besonders gut
											mit Leuten, die nicht zuhören,
											inmitten von Lärm und schlechter Akustik.
											Ich habe darüber auf dieser Bühne
											in verschiedenen Phasen geredet.
											Wie sähe die Welt aus,
											wenn wir kraftvoll zu Leuten sprächen,
											die bewusst zuhörten,
											noch dazu in einer 
geeigneten Umgebung?
											Um einen größeren Zusammenhang aufzubauen,
											wie sähe die Welt aus,
											wenn wir Klang bewusst kreieren
											und bewusst konsumieren würden,
											und unsere Umgebung
											auf den Klang abstimmen würden?
											Das wäre eine Welt, die schön klingt,
											und wo Verständnis
											die Norm wäre,
											und das ist eine Idee, 
die begeistern sollte.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Obrigado.
									","
											Teşekkürler.
									","
											Vielen Dank.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											(Aplausos)
									","
											Teşekkürler. (Alkışlar)
									","
											Danke. (Applaus)
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
