de,en,es,fr,pt,title,speaker,duration,tags
"
											Nun passiert gerade etwas Lustiges.
											Es sieht so aus, als würde nichts geschehen,
											als hätte ich das Programm angehalten.
											Es läuft aber tatsächlich in Echtzeit ab,
											eine Sekunde pro Sekunde, und eigentlich
											fliegt Voyager 1 hier mit
											38.000 Meilen pro Stunde an Titan vorbei.
											Es sieht so aus, als würde sich nichts bewegen,
											da Saturn hier 700.000 Meilen entfernt ist
											und Titan etwa 4.000 bis 5.000 Meilen.
											Es ist nur die Weite des Weltraums, die es so aussehen lässt, als geschähe nichts.
									","
											Now, there's a funny thing going on here.
											It doesn't look like anything's going on.
											It looks like I've paused the program.
											It's actually running at real rate right now,
											one second per second, and in fact,
											Voyager 1 here is flying by Titan at
											I think it's 38,000 miles per hour.
											It only looks like nothing's moving because, well,
											Saturn here is 700,000 miles away,
											and Titan here is 4,000 to 5,000 miles away.
											It's just the vastness of space makes it look like nothing's happening.
									","
											Y aquí pasa algo divertido.
											Es como si no estuviera ocurriendo nada.
											Es como si hubiera puesto pausa.
											Pero se está ejecutando en tiempo real
											segundo a segundo y, de hecho,
											la Voyager 1 está volando por Titán
											creo que a unos 60 800 km por hora.
											Sólo que parece que no ocurre nada porque, bueno,
											Saturno está a 1 120 000 km de distancia
											y Titán a unos 6400 u 8000 km de distancia.
											La inmensidad del espacio nos da la impresión de que no ocurre nada.
									","
											Il y a une chose amusante ici.
											On dirait qu'il ne se passe rien.
											On dirait que j'ai mis le logiciel en pause.
											Il tourne en fait à allure réelle en ce moment,
											seconde par seconde et en fait,
											Voyager 1 survole ici Titan
											à 61000 km/h, de mémoire.
											S'il semble que rien ne se déplace, c'est parce qu'en fait,
											Saturne ici est à plus d'un million de kilomètres,
											et Titan ici est éloigné, entre 6500 à 8000 kilomètres.
											C'est simplement l'immensité de l'espace qui donne l'impression que rien ne se passe.
									","
											Ora, está a acontecer algo engraçado aqui.
											Não parece que algo esteja a acontecer.
											Parece que parei o programa.
											Neste momento está a andar em tempo real,
											um segundo por segundo e, de facto,
											o Voyager 1 está a passar pelo Titan a,
											penso eu, 61.155 km/h.
											Pode parecer que nada se está a mover 
porque, bem,
											aqui Saturno está a 1.127.000 km,
											e o Titan aqui está a 6.500 até 8.000 km de distância.
											É a amplidão do espaço que faz com que pareça
que nada está a acontecer.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Um es etwas interessanter zu machen,
											werde ich die Zeit etwas schneller ablaufen lassen und wir können sehen,
											wie Voyager 1 an Titan vorbeifliegt,
											der ein verschleierter Mond Saturns ist.
											Er hat tatsächlich eine sehr dicke Atmosphäre.
											Und ich werde die Kamera hier auf Saturn neu zentrieren.
											Ich werde etwas herauszoomen und ich möchte Ihnen zeigen,
											wie Voyager 1 an Saturn vorbeifliegt.
									","
											But to make it more interesting,
											I'm going to speed up time, and we can watch
											as Voyager 1 flies by Titan,
											which is a hazy moon of Saturn.
											It actually has a very thick atmosphere.
											And I'm going to recenter the camera on Saturn, here.
											I'm going to pull out, and I want to show you
											Voyager 1 as it flies by Saturn.
									","
											Pero para hacerlo más interesante,
											aceleraré el tiempo y podemos ver
											a la Voyager 1 sobrevolar Titán,
											que es un satélite brumoso de Saturno.
											Realmente tiene una atmósfera muy densa.
											Centraré la cámara de nuevo en Saturno.
											Me alejaré, y quiero mostrarles
											a la voyager 1 en su vuelo por Saturno.
									","
											Mais pour rendre la chose plus intéressante,
											je vais accélérer le temps, et nous voyons
											Voyager 1 survoler Titan,
											une lune brumeuse de Saturne.
											En fait, elle a une atmosphère très épaisse.
											Je vais recentrer la caméra sur Saturne, ici.
											Je vais reculer, et je veux vous montrer
											Voyager 1 tel qu'il survole Saturne.
									","
											Mas para tornar isto mais interessante,
											vou acelerar o tempo, para podermos ver
											o Voyager 1 passar pelo Titan,
											que é uma lua nebulosa de Saturno.
											De facto, tem uma atmosfera densa.
											Vou centrar a câmera aqui em Saturno.
											Vou distanciar-me e quero-vos mostar o
											Voyager 1 enquanto passa por Saturno.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Ich muss hier auf etwas hinweisen.
											Mit einer 3D-Visualisierung wie dieser,
											können wir nicht nur sagen, dass Voyager 1 an Saturn vorbeigeflogen ist.
											Dazu gibt es eine ganze Geschichte.
											Und noch besser: Da dies eine interaktive Anwendung ist,
											können Sie die Geschichte selbst erzählen.
											Wenn sie eine Pause machen möchten, können Sie das tun.
											Wenn Sie weitermachen wollen, wenn Sie
											die Kameraeinstellung verändern möchten, können Sie dies tun.
											Und aus diesem Grund, kann ich Ihnen zeigen,
											dass Voyager 1 nicht nur an Saturn vorbeifliegt.
											Sie fliegt tatsächlich unter Saturn durch.
											Nun, während sie unter Saturn fliegt,
											packt Saturn sie mit seiner Schwerkraft und
											schleudert sie aus dem Sonnensystem,
											so dass man, wenn ich dies einfach ablaufen lasse,
											Voyager 1 auf diese Weise hochfliegen sehen kann.
											Und jetzt werde ich zum Sonnensystem zurückkehren.
											Ich werde jetzt zum heutigen Tag zurückspringen
											und ich möchte Ihnen zeigen, wo sich Voyager 1 befindet.
											Genau dort, weit über dem Sonnensystem,
											weit jenseits unseres Sonnensystems.
									","
											There's a point to be made here.
											With a 3D visualization like this,
											we can not only just say Voyager 1 flew by Saturn.
											There's a whole story to tell here.
											And even better, because it's an interactive application,
											you can tell the story for yourself.
											If you want to pause it, you can pause it.
											If you want to keep going, if you want to change
											the camera angle, you can do that,
											and because of that, I can show you
											that Voyager 1 doesn't just fly by Saturn.
											It actually flies underneath Saturn.
											Now, what happens is, as it flies underneath Saturn,
											Saturn grabs it gravitationally and flings it up
											and out of the solar system,
											so if I just keep letting this go,
											you can see Voyager 1 fly up like that.
											And, in fact, I'm going to go back to the solar system.
											I'm going to go back to today, now,
											and I want to show you where Voyager 1 is.
											Right there, above, way above the solar system,
											way beyond our solar system.
									","
											Aquí hay algo que señalar.
											Con una visualización 3D como esta,
											no solo podemos decir que la Voyager 1 sobrevoló Saurno.
											Aquí hay toda una historia que contar.
											Y mejor aún, porque es una aplicación interactiva,
											uno puede contar la historia por sí mismo.
											Si uno quiere hacer una pausa, la hace.
											Si uno quiere seguir o si uno quiere cambiar
											el ángulo de la cámara, puede hacerlo,
											y gracias a esto puedo mostrarles
											que la Voyager 1 no solo sobrevoló Saturno.
											En realidad voló por debajo de Saturno.
											Lo que ocurre es que, al volar por debajo de Saturno,
											Saturno le da un impulso gravitacional ascendente
											hacia afuera del Sistema Solar,
											así que si lo dejo continuar,
											podrán ver a la Voyager 1 volar así.
											Y, de hecho, regresaré al Sistema Solar.
											Regresaré a esta fecha, al ahora,
											y quiero mostrarles dónde está la Voyager 1.
											Justo allí, arriba, muy por encima del Sistema Solar,
											mucho más allá de nuestro Sistema Solar.
									","
											Il y a un point qu'il faut souligner ici.
											Avec une visualisation 3D comme celle-ci,
											nous pouvons non seulement dire que Voyager 1 a survolé Saturne.
											Il y a toute une histoire toute à raconter ici.
											Encore mieux, parce que c'est une application interactive,
											vous pouvez vous raconter l'histoire vous-même.
											Si vous voulez mettre en pause, vous le pouvez.
											Si vous voulez continuer, si vous voulez modifier
											l'angle de la caméra, vous pouvez le faire,
											et pour cette raison, je peux vous montrer
											que Voyager 1 ne fait pas que survoler Saturne.
											En fait, il vole sous Saturne.
											En fait, comme il vole sous Saturne,
											Saturne l'attire dans sa gravité et le dirige
											hors du système solaire,
											donc si je laisse faire,
											vous pouvez voir Voyager 1 s'envoler comme ça.
											En fait, je ne vais pas retourner dans le système solaire.
											Je vais revenir à aujourd'hui, à maintenant,
											je veux vous montrer où Voyager 1 se trouve.
											Pile ici, au dessus, bien au dessus du système solaire,
											bien au-delà de notre système solaire.
									","
											Há aqui uma intenção.
											Com uma visualização 3D como esta,
											podemos ver mais do que o Voyager 1 a voar por Saturno.
											Há uma história aqui para contar.
											E melhor ainda, por ser uma aplicação interactiva,
											podem ser vocês a contar a história.
											Se quiserem pausar a história, pausem-na.
											Se quiserem continuar, se quiserem mudar
											o ângulo da câmera, também podem,
											e por causa disso, posso-vos mostar
											que o Voyager 1 não passa apenas por Saturno.
											Passa por baixo de Saturno.
											Ora, o que acontece é que, ao voar por baixo de Saturno,
											Saturno agarra-a com a sua força gravitacional e
lança-a para cima,
											para fora do sistema solar,
											e se deixar isto andar,
											podem ver o Voyager 1 a voar assim.
											E, de facto, vou regressar ao sistema solar.
											Vou regressar ao dia de hoje, agora,
											e quero mostrar-vos onde está o Voyager 1.
											Ali, em cima, muito acima do sistema solar,
											muito além do nosso sistema solar.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Hier ist sie. Jetzt wissen Sie, wie sie dorthin gekommen ist.
											Genaus das ist für mich
											der Grund für dieses Programm.
											Sie können es selbst betätigen.
											Sie können selbst umherfliegen und selbst lernen.
									","
											And here's the thing. Now you know how it got there.
											Now you know why, and to me,
											that's the point of this program.
											You can manipulate it yourself.
											You can fly around yourself and you can learn for yourself.
									","
											Y esta es la cuestión. Ahora ya sabemos cómo llegó hasta allí.
											Ahora sabemos por qué y, en mi opinión,
											ese es el quid de este programa.
											Podemos manipularlo.
											Podemos volar por nuestra cuenta y ser autodidactas.
									","
											Voici l'astuce. Maintenant vous savez comment il est arrivé là.
											Maintenant vous savez pourquoi et pour moi,
											c'est la raison d'être de ce logiciel.
											Vous pouvez le manipuler vous-même.
											Vous pouvez voler autour de vous et vous pouvez apprendre par vous-même.
									","
											E o ponto é este: agora sabem como lá chegou.
											Agora sabem porquê, e para mim,
											é esse o objectivo desta ferramenta.
											Podem manipula-la sozinhos.
											Podem viajar sozinhos e aprender sozinhos.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Das Thema heute lautet: ""Die Welt zum Greifen nah.""
											Naja, wir möchten gerne, dass Sie
											nach dem Sonnensystem greifen - (Gelächter) -
											und wir hoffen, dass Sie in der Lage sein werden,
											für sich selbst zu lernen,
											was wir dort draußen geschafft haben und noch schaffen werden.
											Und mein persönlicher Traum ist es, dass Kinder damit
											die Wunder dort draußen sehen und erkunden
											und dazu inspiriert werden, so wie ich als Kind,
											eine wissenschafliche Ausbildung zu verfolgen
											und einen Traum in der Weltraumforschung anzustreben.
									","
											You know, the theme today is ""The World In Your Grasp.""
											Well, we're trying to give you
											the solar system in your grasp — (Laughter) —
											and we hope once it's there,
											you'll be able to learn for yourself
											what we've done out there, and what we're about to do.
											And my personal dream is for kids to take this
											and explore and see the wonders out there
											and be inspired, as I was as a kid,
											to pursue STEM education
											and to pursue a dream in space exploration.
									","
											El tema de hoy es ""El mundo en tus manos"".
											Bien, nosotros tratamos de poner
											al Sistema Solar en tus manos. (Risas)
											Y esperamos que cuando lo tengan,
											puedan aprender por sí mismos,
											lo que hemos hecho y lo que estamos por hacer.
											Mi sueño personal es que los niños usen esto
											para explorar y ver las maravillas que hay allí
											y sean inspirados, como lo fui yo de niño,
											a estudiar ciencia e ingeniería
											y a perseguir un sueño en la exploración espacial.
									","
											Le thème d'aujourd'hui est : « Le monde à votre portée. »
											Nous essayons de mettre
											le système solaire à votre portée, (Rires)
											et nous espérons qu'une fois qu'il y sera,
											vous serez en mesure d'apprendre par vous-même
											ce que nous avons accompli là-bas, et ce que nous sommes sur le point de le faire.
											Mon rêve personnel est que les enfants s'emparent de ça
											pour explorer et voir les merveilles qui sont là-bas
											et qu'ils soient amenés, comme je l'ai été quand j'étais enfant,
											à suivre des études STEM (Science, Technologie, Ingénierie, et Maths)
											et à poursuivre leur rêve dans l'exploration spatiale.
									","
											Sabem, o tema de hoje é 'O Mundo Ao Seu Alcance"".
											Bem, estamos a tentar dar-vos
											o sistema solar ao vosso alcance
— (Risos) —
											e esperamos que uma vez que estiver ao vosso alcance,
											possam aprender sozinhos
											o que fizemos lá fora, e o que vamos fazer.
											O meu sonho pessoal é que as crianças
peguem nisto,
											explorem e vejam as maravilhas que existem,
											e que se inspirem, como quando fui jovem,
											a perseguir o ramo científico
											e a perseguir o sonho da
exploração espacial.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Danke. (Applaus)
									","
											Thank you. (Applause)
									","
											Gracias. (Aplausos)
									","
											Merci. (Applaudissements)
									","
											Obrigado. (Aplausos)
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
