en,pt,es,fr,de,title,speaker,duration,tags
"
											There are 23 million
noncitizens in the USA,
											according to verifiable federal data.
											And that doesn't include the undocumented,
											because numbers for that population
are at best complex estimates.
											Let's just work with what we have.
											That's 23 million social circles —
											about 100 million individuals
											whose lives could be impacted
by deportation.
											And the stress of it all is trickling down
through the population.
											A 2017 poll by UCLA of LA County residents
											found that 30 percent
of citizens in LA County
											are stressed about deportation,
											not because they themselves
could be removed,
											but rather, because members
of their social circle were at risk.
									","
											Há 23 milhões de não-cidadãos nos EUA,
											segundo dados federais comprovados.
											E isso não inclui os não documentados,
											porque os números dessa população 
são estimativas complexas.
											Então, vamos trabalhar com o que temos.
											São 23 milhões de círculos sociais,
											cerca de 100 milhões de indivíduos
											cujas vidas podem ser 
afetadas pela deportação.
											E o ""stress"" de tudo isso, está 
a apoderar-se da população.
											Em 2017, uma sondagem feita com moradores 
de Los Angeles, pela UCLA
											descobriu que 30% 
dos moradores em Los Angeles
											estão ""stressados"" com a deportação,
											não porque eles próprios 
podem ser deportados,
											mas porque membros 
do seu círculo social correm esse risco.
									","
											Hay 23 millones de no ciudadanos en EE.UU.
											según los datos federales verificables.
											Y eso no incluye a los indocumentados, 
porque el número
											de esa población son, en el mejor 
de los casos, estimaciones complejas.
											Trabajemos con lo que tenemos.
											Eso es 23 millones de círculos sociales,
											cerca de 100 millones de personas
											cuyas vidas podrían verse 
afectadas por la deportación.
											Y el estrés de todo esto 
penetra en la población.
											Una encuesta realizada en 2017 por la UCLA 
a residentes del condado de Los Ángeles
											encontró que el 30 % de los ciudadanos 
en el condado de Los Ángeles
											sufrían estrés por la deportación,
											no porque ellos mismos 
pudieran ser deportados
											sino porque los miembros de 
su círculo social estuvieran en peligro.
									","
											Il y a 23 millions de non-citoyens
aux États-Unis,
											selon des données fédérales vérifiables.
											Ce chiffre n'inclut pas les sans-papiers
											car les chiffres pour cette population
sont au mieux difficiles à évaluer.
											Travaillons avec ce que nous avons.
											Ce sont 23 millions de cercles sociaux —
											environ 100 millions d'individus
											dont les vies pourraient être
affectées par la déportation.
											Le stress de tout cela
retombe sur la population.
											Un sondage de 2017 de l'UCLA auprès
des résidents du comté de Los Angeles
											a révélé que 30%
des citoyens du comté de Los Angeles
											sont stressés par la déportation,
											non pas parce qu'ils pourraient
eux-mêmes être renvoyés
											mais plutôt parce que les membres
de leur cercle social étaient menacés.
									","
											Es gibt 23 Millionen
""Nicht-Bürger"" in den USA,
											laut nachprüfbarer Bundesstatistik.
											Das umfasst nicht
die Menschen ohne Papiere,
											denn ihre Zahlen sind
bestenfalls grobe Schätzungen.
											Arbeiten wir mit den Daten, die wir haben.
											Das sind 23 Millionen Personenkreise —
											circa 100 Millionen Einzelpersonen,
											auf die eine Abschiebung
Auswirkungen hätte.
											Dieser Stress verbreitet sich
in der Bevölkerung.
											Eine Befragung der UCLA von 2017
unter den Bewohnern von LA ergab,
											dass 30 % der Bevölkerung von LA County
											aufgrund von Abschiebung gestresst sind.
											Nicht weil sie selber
ausgewiesen werden könnten,
											sondern weil Menschen aus ihrem
sozialen Umfeld gefährdet waren.
									",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
","
","
","
","
",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
											I am not suggesting that no one
should ever be deported;
											don't confuse me with that.
											But what I am saying is that we need
to look at the bigger picture.
											If you are within the sound of my voice,
											I want you to close your eyes for a moment
											and examine your own social circle.
											Who are your foreign-born?
											What would it feel like
if the circle were broken?
									","
											Não estou a sugerir 
que ninguém seja deportado,
											não me entendam mal.
											O que eu estou a dizer é que precisamos 
de ver um quadro mais amplo.
											Se estão a ouvir o som da minha voz,
											eu quero que vocês fechem os olhos
											e examinem o vosso próprio círculo social.
											Que estrangeiros vocês conhecem?
											E como se sentiriam,
se o círculo social fosse quebrado?
									","
											No estoy sugiriendo 
que no se deporte a nadie,
											no me malinterpreten.
											Pero sí digo que tenemos que 
mirar el panorama más amplio.
											Si están atentos al sonido de mi voz,
											quiero que cierren los ojos por un momento
											y examinen su propio círculo social.
											¿Quiénes son nacidos en el extranjero?
											¿Cómo se sentirían 
si se rompiera el círculo?
									","
											Je ne suggère pas que personne
ne devrait jamais être déporté ;
											ne mélangez pas.
											Mais ce que je dis c'est que nous devons
voir le problème dans son ensemble.
											Si vous entendez ma voix,
											j'aimerais que vous fermiez
les yeux un instant
											et examiniez votre cercle social.
											Qui est né à l'étranger ?
											Qu'est-ce que ça ferait
si le cercle était brisé ?
									","
											Ich sage nicht, dass keiner
abgeschoben werden soll;
											verstehen Sie mich nicht falsch.
											Meiner Meinung nach müssen wir
den größeren Zusammenhang sehen.
											Wenn Sie mir gerade zuhören,
											schließen Sie einen Augenblick die Augen
											und prüfen Sie Ihr eigenes Umfeld.
											Wer ist nicht hier geboren?
											Wie würde es sich anfühlen,
											wenn diese Bindungen zerstört würden?
									",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
","
","
","
","
",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
											Share your story.
											I'm building a global archive
of first-person accounts
											and linking them with mapping technology,
											so that we can see exactly
where these circles break,
											because this is not
just an American issue.
											There are a quarter-billion migrants
around the world;
											people living, loving and learning
in countries where they were not born.
											And in my career, in my life,
I've been one of them:
											in China, in Africa, in Europe.
											And each time I become
one of these foreigners —
											one of these strange-looking
guys in a new land —
											I can't help but think back to that day
											when I was in Lower Manhattan with my mom
											all those decades ago,
											when I was scared,
											and I had just spotted that green lady.
											And I guess the question
that I keep on thinking about
											when I see her
											and all the younger replicas of her
that are so obviously brown,
											and even the paintings
that showcase her in the beginning
											as not quite green —
											when I look at all of that,
											the question that my research
seeks to answer
											becomes, to me, the same one
that confounded me all those years ago:
											Is she a monster
											or a hero?
									","
											Partilhem a vossa história.
											Estou a elaborar um arquivo global 
de relatos pessoais
											e a interligá-los,
usando o mapeamento digital,
											para se ver exatamente onde
é que estes círculos se quebram,
											porque isto não é só um problema dos EUA.
											Há 250 milhões de migrantes 
em todo o mundo;
											pessoas a viver, a amar e a aprender
em países onde não nasceram.
											E, na minha carreira, 
na minha vida, eu fui um deles:
											na China, em África, na Europa.
											E, de cada vez, eu torno-me 
num desses estrangeiros,
											um desses rapazes 
com aspeto estranho num lugar novo,
											e não consigo deixar de pensar naquele dia
											quando estava na Baixa de Manhattan
com a minha mãe, há algumas décadas,
											quando estava assustado,
											ao ver aquela senhora verde.
											E eu acho que a pergunta 
na qual continuo a pensar
											quando a vejo,
											e em todas as réplicas recentes dela 
que são obviamente castanhas,
											e até nas pinturas
que a retratam no início,
											não tão verdes...
											quando eu vejo isso tudo,
											a pergunta que a minha pesquisa 
procura responder
											é a mesma que me confundiu 
há tantos anos:
											Ela é um monstro
											ou uma heroína?
									","
											Compartan su historia.
											Estoy construyendo un archivo global 
de historias en primera persona
											para vincularlas 
con la tecnología cartográfica,
											y así poder ver exactamente 
dónde se rompen estos círculos,
											porque esto no es solo 
una cuestión estadounidense.
											Hay unos 250 millones 
de inmigrantes en todo el mundo;
											personas que viven, aman y aprenden 
en países donde no nacieron.
											Y en mi carrera, en mi vida, 
he sido uno de ellos:
											en China, en África, en Europa.
											Y cada vez me convierto 
en uno de estos extranjeros,
											uno de estos muchachos 
de aspecto extraño en una nueva tierra.
											No puedo dejar de pensar en ese día
											cuando estaba en 
el Bajo Manhattan con mi madre
											hace todas esas décadas,
											cuando yo estaba asustado,
											y acababa de ver a esa dama verde.
											Y supongo que la pregunta 
en la que sigo pensando
											cuando la veo
											y todas las réplicas más jóvenes de ella 
que son tan obviamente marrones,
											e incluso las pinturas 
que la exhiben al principio
											cuando no era muy verde.
											Cuando miro todo eso,
											la pregunta que 
mi investigación intenta responder
											se convierte en la misma que 
me confundió hace tantos años:
											¿Ella es un monstruo
											o una heroína?
									","
											Partagez votre histoire.
											Je constitue une archive mondiale
d'histoires personnelles
											et les lie grâce à une technologie
de cartographie
											afin que nous puissions voir exactement
où ces cercles se brisent
											car ce n'est pas un problème
uniquement américain.
											Il y a un quart de milliard
de migrants à travers le monde ;
											des gens qui vivent, aime, apprennent
dans des pays où ils ne sont pas nés.
											Au cours de ma carrière et ma vie,
j'ai été l'un d'entre eux :
											en Chine, en Afrique, en Europe.
											A chaque fois que je deviens
un de ces étrangers —
											un des ces gars à l'air étrange
dans un nouveau pays —
											je ne peux m'empêcher
de repenser à ce jour
											où j'étais à Lower Manhattan avec ma mère,
											tant de décennies auparavant,
											quand j'avais peur
											et que je venais de repérer
la femme verte.
											Je suppose que la question
à laquelle je repense toujours
											quand je la vois
											et toutes les jeunes répliques d'elle
qui sont si manifestement marrons,
											même les peintures qui la montrent
											pas si verte à ses débuts —
											quand je regarde tout ça,
											la question à laquelle ma recherche
tente de répondre
											devient, pour moi, la même
qui m'a déconcerté il y a tant d'années :
											est-ce un monstre
											ou est-ce une héroïne ?
									","
											Erzählen Sie Ihre Geschichten.
											Ich baue gerade ein globales
Verzeichnis von Betroffenen auf
											und verlinke sie mit Kartierungssoftware,
											damit wir genau sehen,
wo diese Bindungen brechen,
											denn dies ist nicht nur
ein amerikanisches Phänomen.
											Es gibt weltweit 1/4 Milliarde Migranten,
											Menschen, die dort leben, lieben
und lernen, wo sie nicht geboren sind.
											In meinem Leben war ich einer von ihnen:
											in China, Afrika, Europa.
											Jedes Mal, wenn ich einer
dieser Ausländer werde —
											dieser komisch aussehenden
Menschen in einem neuen Land —
											muss ich an den Tag denken,
											als ich vor so vielen Jahrzehnten
mit meiner Mama in Lower Manhattan war.
											Als ich solche Angst hatte,
											weil ich die grüne Dame gesehen hatte.
											Eine Frage lässt mich
seitdem nicht mehr los,
											wenn ich sie und all die neueren,
eindeutig braunen Kopien sehe,
											und die Gemälde, die zeigen,
											dass sie anfangs gar nicht grün war —
											wenn ich mir all das anschaue,
											ist meine Forschungsfrage
eigentlich immer noch dieselbe,
											die mich als Kind
vor so vielen Jahren verwirrte:
											Ist sie ein Monster
											oder eine Heldin?
									",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
","
","
","
","
",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
											Thank you.
									","
											Obrigado.
									","
											Gracias.
									","
											Merci.
									","
											Danke.
									",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
","
","
","
","
",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
"
","
","
","
","
",What we're missing in the debate about immigration,Duarte Geraldino,7:56,"immigration,journalism,United States,TED Residency,community,family,society,social change"
