fr,en,es,tr,title,speaker,duration,tags
"
											Et cela signifie qu'aujourd'hui, en 2016,
											nous n'avons aucun traitement
pour les troubles de l'humeur,
											juste des médicaments
contre les symptômes,
											ce qui est à peu près la différence entre
prendre un antalgique pour une infection
											et prendre un antibiotique.
											Vous vous sentez mieux
avec un antalgique,
											mais cela ne traite absolument pas
la maladie en elle-même.
											Et c'était cette flexibilité
dans notre réflexion
											qui nous a permis de voir
que l'iproniazide et l'imipramine
											pouvaient être réutilisés de cette façon,
											ce qui mène à la théorie
de la sérotonine,
											sur laquelle, ironiquement,
nous nous sommes fixés.
											Voici le signal électrique, la sérotonine,
											d'une pub pour un ISRS.
											C'est une simplification, bien sûr.
											Et en sciences, on essaye
d'éviter d'être biaisés, bien sûr,
											en menant des expériences
en double aveugle
											ou en restant sceptiques
par rapport à nos résultats.
											Mais nous sommes influencés de manière
plus insidieuse dans nos choix d'études
											et dans la manière dont on étudie.
									","
											And that means now, in 2016,
											we still have no cures
for any mood disorders,
											just drugs that suppress symptoms,
											which is kind of the difference between
taking a painkiller for an infection
											versus an antibiotic.
											A painkiller will make you feel better,
											but is not going to do anything
to treat that underlying disease.
											And it was this flexibility
in our thinking
											that let us recognize
that iproniazid and imipramine
											could be repurposed in this way,
											which led us to the serotonin hypothesis,
											which we then, ironically, fixated on.
											This is brain signaling, serotonin,
											from an SSRI commercial.
											In case you're not clear,
this is a dramatization.
											And in science, we try
and remove our bias, right,
											by running double-blinded experiments
											or being statistically agnostic
as to what our results will be.
											But bias creeps in more insidiously
in what we choose to study
											and how we choose to study it.
									","
											pero juntas significaba que debíamos
hacer medicinas más seguras,
											y que la serotonina parecía ser
un buen punto de partida.
											Así que elaboramos medicinas enfocadas 
en la serotonina, específicamente,
											los ISRS, o inhibidores selectivos 
de la recaptación de serotonina,
											de los cuales Prozac es el más famoso.
											Eso fue hace 30 años,
											y desde entonces hemos trabajado
casi en solo optimizar esas medicinas.
											Los ISRS, son mejores
que las medicinas anteriores,
											pero aún tienen 
muchos efectos secundarios,
											incluyendo aumento de peso, insomnio,
											tendencias suicidas,
											y tardan mucho tiempo en hacer efecto,
entre 4 y 6 semanas en muchos pacientes.
											Y eso en los pacientes 
con quienes sí funcionan.
											En muchos pacientes 
estas medicinas no funcionan.
											Esto significa que hoy, en el 2016,
											todavía no existen curas
para ningún trastorno emocional,
									","
											Yani şu an, 2016 yılında,
											herhangi bir ruhsal bozukluk
için hâlâ bir tedavimiz yok, yalnızca
											semptomları gizleyen ilaçlar var;
											yani bir enfeksiyon için ağrı kesici
içmek ve antibiyotik içmek arasındaki
											fark gibi.
											Ağrı kesici iyi hissettirecektir,
											fakat hastalığı tedavi etmek
için hiçbir şey yapmayacaktır.
											İproniazit ve imipraminin bu şekilde
											değiştirilebileceğini fark
etmemizi de bu düşünce esnekliği
											sağlamıştı, bu da bizi,
											sonrasında üzerinde ironik olarak
											sabitlendiğimiz,
serotonin hipotezine yönlendirdi.
											Bu, bir SSRI reklamından, serotonin
											sinyali veren beyin.
											Anlaşılmıyor olabilir,
bu abartılı bir gösterim.
											Ve bilimde, iki taraflı deneyler
yaparak veya sonuçlarımıza istatistiksel
											olarak bilinemezci yaklaşarak,
											önyargılarımızı deniyor
ve ortadan kaldırıyoruz, evet.
											Fakat önyargı, çalıştığımız
şeyin ve çalışma biçimimizin içerisine
											daha sinsice süzülüyor.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											On s'est concentrés sur la sérotonine
durant les trente dernières années,
											en excluant souvent d'autres possibilités.
											On n'a toujours pas de remède.
											Et si la sérotonine n'était pas
le seul facteur de la dépression ?
											Si ce n'était même pas
le premier facteur ?
											Ce qui veut dire que peu importe le temps,
											l'argent ou l'effort que nous y mettons,
											cela n'aboutira jamais à un remède.
									","
											So we've focused on serotonin now
for the past 30 years,
											often to the exclusion of other things.
											We still have no cures,
											and what if serotonin
isn't all there is to depression?
											What if it's not even the key part of it?
											That means no matter how much time
											or money or effort we put into it,
											it will never lead to a cure.
									","
											solo hay medicinas
que inhiben los síntomas.
											que es como la diferencia entre tomar
un analgésico para una infección
											en lugar de un antibiótico.
											El analgésico les hará sentir mejor,
											pero no hará nada para curar
esa enfermedad subyacente.
											Este pensar con flexibilidad
nos ayudó a reconocer
											que la imipramina y la iproniazida
podían ser readaptadas así,
									","
											Yani geçtiğimiz 30 yıl boyunca
genelde diğer şeyleri hariç tutarak
											serotonine odaklandık.
											Elimizde hâlâ bir tedavi yok
											ve depresyon için gereken
tek şey serotonin değilse ne olacak?
											Onun kilit noktası değilse ne olacak?
											Bu demek oluyor ki, ne kadar zaman
											veya para veya efor harcarsak harcayalım,
											bir tedavi üretemeyeceğiz.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											Ces dernières années,
les docteurs ont découvert
											probablement le premier antidépresseur
vraiment nouveau depuis les ISRS,
											le Calypsol.
											Ce médicament fonctionne très vite,
en quelques heures ou en un jour
											et il n'agit pas sur la sérotonine.
											Il marche grâce au glutamate,
un autre neurotransmetteur.
											Et c'est aussi une réutilisation.
											D'habitude, il est utilisé
pour l'anesthésie, en chirurgie.
											Mais à l'inverse d'autres remèdes,
											qui ont été reconnus plutôt rapidement,
											cela nous a pris 20 ans
											pour réaliser que le Calypsol
était un antidépresseur,
											malgré le fait que
c'est un meilleur antidépresseur,
											que d'autres médicaments.
											C'est d'ailleurs sans doute
parce que c'est un meilleur antidépresseur
											qu'il était plus difficile à reconnaître.
											Il n'avait pas d'euphorie
pour signaler ses effets.
									","
											In the past few years,
doctors have discovered
											probably what is the first truly new
antidepressant since the SSRIs,
											Calypsol,
											and this drug works very quickly,
within a few hours or a day,
											and it doesn't work on serotonin.
											It works on glutamate,
which is another neurotransmitter.
											And it's also repurposed.
											It was traditionally used
as anesthesia in surgery.
											But unlike those other drugs,
											which were recognized pretty quickly,
											it took us 20 years
											to realize that Calypsol
was an antidepressant,
											despite the fact that it's actually
a better antidepressant,
											probably, than those other drugs.
											It's actually probably because of the fact
that it's a better antidepressant
											that it was harder for us to recognize.
											There was no mania to signal its effects.
									","
											así llegamos a la hipótesis 
de la serotonina, con la que luego,
											irónicamente, nos obsesionamos.
											Estas son señales cerebrales, serotonina,
											de un comercial de ISRS.
											Por si no está claro,
esto es una dramatización.
											En la ciencia, intentamos
suprimir nuestro prejuicio,
											realizando experimentos doble ciego,
											o siendo estadísticamente agnósticos
sobre nuestros resultados.
											Pero, insidiosamente, los prejuicios
se asoman en lo que elegimos estudiar
											y en la manera en que elegimos estudiarlo.
											Entonces, nos enfocamos en la serotonina,
durante los últimos 30 años,
											a menudo excluyendo otras cosas.
											Todavía no tenemos curas.
									","
											Geçtiğimiz birkaç yılda
doktorlar muhtemelen SSRI'den
											bu yana bulunan ilk gerçek
antidepresanı, yani Calypsol'ü
											keşfettiler ve bu ilaç
											çok çabuk işe yarıyor,
birkaç saat ya da günde
											ve serotonin üzerinde çalışmıyor.
											Diğer bir sinir iletici olan
glutamat üzerinde çalışıyor.
											Ayrıca değiştirilmiş.
											Eskiden ameliyatlarda
anestezi olarak kullanılıyordu.
											Fakat hemen fark ettiğimiz diğer
											ilaçlardan farklı olarak,
											Calypsol'ün bir antidepresan
											olduğunu anlamamız
20 yıl sürdü, ayrıca bu aslında,
											muhtemelen, diğer ilaçlardan daha
											iyi bir antidepresan.
											Bunun nedeni muhtemelen,
daha iyi bir antidepresan olduğu
											için farkına varmamızın zor olması.
											Etkilerini gösterecek bir maniklik yoktu.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											Donc en 2013, à l'université de Columbia,
											je travaillais avec ma collègue,
											le docteur Christine Ann Denny,
											et nous étudions le Calypsol
comme antidépresseur chez les souris.
											Le Calypsol a une demi-vie très courte,
											il ne reste dans votre corps
que quelques heures.
											Et c'était un simple test.
											Nous faisions des injections aux souris,
											puis nous attentions une semaine
											et faisions un autre test
pour économiser de l'argent.
									","
											So in 2013, up at Columbia University,
											I was working with my colleague,
											Dr. Christine Ann Denny,
											and we were studying Calypsol
as an antidepressant in mice.
											And Calypsol has, like,
a really short half-life,
											which means it's out of your body
within a few hours.
											And we were just piloting.
											So we would give an injection to mice,
											and then we'd wait a week,
											and then we'd run
another experiment to save money.
									","
											¿Y si la serotonina no es lo único
que existe para la depresión?
											¿Y si no es ni siquiera la parte clave?
											Esto significa que sin importar
cuánto tiempo,
											dinero o esfuerzo pongamos en eso,
											nunca nos llevará a la cura.
											En los últimos años,
los doctores han descubierto
											probablemente el primer antidepresivo 
realmente nuevo desde los ISRS,
									","
											2013 yılında, Kolumbiya Üniversitesi'nde,
											meslektaşım Dr. Christine Ann Denny ile
											çalışıyordum
											ve farelerde bir antidepresan
olarak Calypsol'ü çalışıyorduk.
											Ve Calypsol'ün gerçekten
çok az bir yarı-ömrü var,
											yani birkaç saat
içerisinde vücudunuzdan atılıyor.
											Biz de deney yapıyorduk.
											Fareye bir kez enjekte ediyorduk ve
											bir hafta bekliyorduk,
											daha sonra, tasarruf
etmek için, başka deney yapıyorduk.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											Dans l'une des expériences que je faisais,
											nous stressions les souris
											et cela devenait
notre modèle de dépression.
											Au début, on avait l'impression
que ça ne marchait pas du tout.
											On aurait donc pu s'arrêter là.
											Mais j'ai utilisé ce modèle de dépression
pendant des années
											et les données étaient un peu étranges.
											Selon moi, elles étaient illogiques.
											Donc je les ai reprises
											et nous les avons ré-analysées
											sur la base de l'injection de Calypsol
qu'elles avaient reçues ou non
											une semaine avant.
											Et ça ressemblait à ça.
											Si vous regardez tout à gauche,
											lorsqu'on met une souris
dans un nouvel espace,
											c'est la boite, c'est très stimulant,
											une souris se promène et explore,
											et vous pouvez voir la ligne rose
qui mesure ses déplacements.
											Et nous lui donnions une autre souris
dans un pot à crayons
											avec laquelle
elle peut décider d'interagir.
											C'est aussi une simplification, bien sûr.
											Une souris normale explorerait.
											Elle serait sociable.
											Regardez ce qu'il se passe.
											Si vous stressez une souris
dans ce modèle de dépression,
											c'est la case du milieu,
											elles sont asociales,
elles n'explorent pas.
											Elles se cachent seulement
dans un coin, derrière le pot.
											Mais les souris qui avaient eu
cette injection de Calypsol,
											ici, à droite,
											elles exploraient,
elles étaient sociables.
											Comme si elles n'avaient
jamais été stressées,
											ce qui était impossible.
									","
											And one of the experiments I was running,
											we would stress the mice,
											and we used that as a model of depression.
											And at first it kind of just looked
like it didn't really work at all.
											So we could have stopped there.
											But I have run this model
of depression for years,
											and the data just looked kind of weird.
											It didn't really look right to me.
											So I went back,
											and we reanalyzed it
											based on whether or not they had gotten
that one injection of Calypsol
											a week beforehand.
											And it looked kind of like this.
											So if you look at the far left,
											if you put a mouse in a new space,
											this is the box, it's very exciting,
											a mouse will walk around and explore,
											and you can see that pink line
is actually the measure of them walking.
											And we also give it
another mouse in a pencil cup
											that it can decide to interact with.
											This is also a dramatization,
in case that's not clear.
											And a normal mouse will explore.
											It will be social.
											Check out what's going on.
											If you stress a mouse
in this depression model,
											which is the middle box,
											they aren't social, they don't explore.
											They mostly just kind of hide
in that back corner, behind a cup.
											Yet the mice that had gotten
that one injection of Calypsol,
											here on your right,
											they were exploring, they were social.
											They looked like they
had never been stressed at all,
											which is impossible.
									","
											el Calypsol.
											Esta medicina funciona muy rápido,
en cuestión de horas o en un día,
											y no afecta la serotonina.
											Tiene efecto sobre el glutamato, 
que es otro neurotransmisor.
											Y también se readaptó.
											Tradicionalmente, se utilizaba
como anestesia en cirugía.
											Pero a diferencia de otras medicinas,
											que fueron descubiertas
relativamente rápido,
											nos tomó 20 años
											para descubrir que el Calypsol
era un antidepresivo,
											pese al hecho que tal vez 
sea mejor antidepresivo
											que esos otros medicamentos.
											Probablemente por el hecho
de ser un mejor antidepresivo,
											se nos hizo más difícil de identificar.
											No había manía que indicara sus efectos.
											En el 2013, en la Universidad de Columbia,
											estaba trabajando con mi colega,
											la Dra. Christine Ann Denny,
											estudiando el Calypsol como 
antidepresivo en ratones.
											El Calypsol tiene una vida media
realmente corta,
											lo que significa que nuestro cuerpo 
lo desecha en pocas horas.
											Solo lo estábamos probando.
											Le administrábamos
una inyección a los ratones
											y esperábamos una semana.
											Luego hacíamos otro experimento
para economizar.
											Y en uno de los experimentos,
											indujimos estrés en los ratones
											y utilizamos eso como modelo de depresión.
											Al principio parecía
no funcionar en absoluto.
									","
											Yaptığım deneylerden birisinde
											fareye baskı yapıyorduk ve onu
											bir depresyon modeli olarak kullanıyorduk.
											Aslında ilk başlarda
işe yaramıyormuş gibi göründü.
											O noktada bırakabilirdik.
											Fakat bu depresyon
modelini yıllarca sürdürdüm ve
											veriler tuhaf görünüyordu.
											Bana doğruymuş gibi görünmüyorlardı.
											Geri döndüm ve
											bir hafta önceden
											bir kez Calypsol enjekte edilip
edilmediğine odaklanarak yeniden
											analiz ettik.
											Ortaya böyle bir şey çıktı.
											En sola bakarsanız,
											bir fareyi yeni bir alana koyarsanız,
											kutu bu şekilde, çok heyecanlı,
											fare etrafta gezinerek keşfedecektir ve
											pembe çizginin, onların
yürüme ölçüleri olduğunu görebilirsiniz.
											Ayrıca bir kalemlik içinde
duran diğer bir fareye de verdik ve
											etkileşime geçme kararı ona aitti.
											Anlaşılmıyor olabilir,
bu da abartılı bir gösterim.
											Normal bir fare keşfeder.
											Sosyal olur.
											Bakın neler oluyor.
											Ortadaki kutuda bulunan
bu depresyon modelinde bir fareye
											baskı yaparsanız,
											sosyalleşmezler ve keşfetmezler.
											Çoğunlukla bir bardağın
arkasına, arka köşeye saklanırlar.
											Bir kez Calypsol enjekte edilmiş fareler,
											sağınızdaki,
											keşfediyorlar ve sosyaller.
											Daha önce hiç stresli
olmamış gibi görünüyorlar,
											bu imkânsız.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											On aurait pu s'arrêter là,
											mais Christine avait aussi utilisé
le Calypsol auparavant comme anesthésiant,
											elle avait remarqué
											qu'il semblait avoir
d'étranges effets sur les cellules
											et d'autres effets
											qui semblaient aussi durer
longtemps après l'injection,
											peut-être quelques semaines.
											On s'est dit que ce n'était peut-être pas
totalement impossible,
											mais on était très sceptiques.
									","
											So we could have just stopped there,
											but Christine had also used
Calypsol before as anesthesia,
											and a few years ago she had seen
											that it seemed to have
some weird effects on cells
											and some other behavior
											that also seemed to last
long after the drug,
											maybe a few weeks.
											So we were like, OK,
											maybe this is not completely impossible,
											but we were really skeptical.
									","
											Hubiéramos podido detenernos ahí.
											Pero había utilizado este modelo
de depresión por años,
											y los datos lucían algo raros.
											No me parecían correctos.
											Así que regresamos
											y reanalizamos el experimento,
											basándonos en si se les inyectó 
Calypsol a los ratones
											una semana antes.
											El experimento fue algo así.
									","
											Bu noktada durabilirdik,
											fakat Christine Calypsol'ü daha
önce anestezi olarak da kullanmıştı ve
											birkaç yıl önce bunun,
											ilaç alındıktan sonra
belki de birkaç hafta süren,
											hücreler üzerinde
											bazı tuhaf etkilere ve
diğer davranışlara neden
											olduğunu gördü.
											Pekâlâ, belki de bu
											tamamen imkânsız değildir dedik,
											ama gerçekten şüpheliydik.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											On a donc fait comme lorsqu'on a
un doute, en sciences,
											on a refait l'expérience.
											Et je me souviens, au laboratoire,
											déplaçant des souris
d'une boite à l'autre pour les tester,
											Christine était assise par terre
avec l'ordinateur sur ses genoux
											pour que les souris ne la voient pas
											et elle analysait
les données en temps réel.
											Je me rappelle qu'on a hurlé,
											ce qu'on est pas censé faire
dans une pièce pleine d'animaux à tester,
											parce que ça avait fonctionné.
											C'était comme si ces souris
étaient protégées contre le stress
											ou qu'elles étaient heureuses
de manière inappropriée, si vous voulez.
											On était vraiment enthousiastes.
									","
											So we did what you do in science
when you're not sure,
											and we ran it again.
											And I remember being in the animal room,
											moving mice from box to box
to test them,
											and Christine was actually sitting
on the floor with the computer in her lap
											so the mice couldn't see her,
											and she was analyzing
the data in real time.
											And I remember us yelling,
											which you're not supposed to do
in an animal room where you're testing,
											because it had worked.
											It seemed like these mice
were protected against stress,
											or they were inappropriately happy,
however you want to call it.
											And we were really excited.
									","
											Miren el primer cuadro de la izquierda,
											si se pone un ratón en un espacio nuevo,
											esta es la caja, es muy interesante,
											el ratón dará vueltas y explorará.
											Como pueden ver, esa línea rosa es
la medida de lo que caminaban.
											También pusimos otro ratón
en un portalápiz
											con el que podía elegir interactuar.
											Esta también es una dramatización,
por si no está claro.
											Un ratón normal exploraría,
											sería sociable.
											Observen lo que pasa.
											Si se induce estrés al ratón,
en este modelo de depresión,
									","
											Bilimde emin olunmadığı
zaman yapılan şeyi yaptık,
											yani tekrar deney yaptık.
											Hayvan odasında fareleri test etmek için
											bir kutudan diğerine
taşıdığımı hatırlıyorum ve
											Christine de farelerin onu
görmemesi için, kucağında bilgisayarla
											yerde oturuyordu ve
											verileri gerçek zamanlı analiz ediyordu.
											Bağırdığımızı hatırlıyorum,
											test yaparken hayvan odasında
bunu yapmamanız gerekir, bağırdık
											çünkü işe yaramıştı.
											Fareler strese karşı korunmuş
gibiydi veya uygunsuz bir şekilde
											neşelilerdi, nasıl adlandırmak isterseniz.
											Çok heyecanlıydık.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											Et ensuite on était vraiment sceptiques ;
c'était trop beau pour être vrai.
											Donc on l'a refait.
											Et ensuite, on l'a refait
avec un modèle de TSPT,
											et on l'a refait
avec un modèle physiologique,
											en donnant seulement
des hormones de stress.
											Et nos étudiants l'ont refait.
											Nos collaborateurs à l'autre bout
du monde, en France, l'ont refait aussi.
											Et chaque fois que quelqu'un l'a fait,
la même chose a été confirmée.
											Il semblait qu'une injection de Calypsol
											protégeait d'une certaine manière
du stress pendant des semaines.
									","
											And then we were really skeptical,
because it was too good to be true.
											So we ran it again.
											And then we ran it again in a PTSD model,
											and we ran it again
in a physiological model,
											where all we did was give stress hormones.
											And we had our undergrads run it.
											And then we had our collaborators
halfway across the world in France run it.
											And every time someone ran it,
they confirmed the same thing.
											It seemed like
this one injection of Calypsol
											was somehow protecting
against stress for weeks.
									","
											que es el recuadro de en medio,
											no son sociables, no exploran.
											Tienden más a esconderse en la esquina 
trasera, detrás del portalápiz.
											Sin embargo, los ratones que recibieron
una inyección de Calypsol,
											los de la derecha,
											exploraban y socializaban.
											Parecían no haber estado estresados nunca,
											lo cual es imposible.
									","
											Sonrasında şüphe duyduk, çünkü
gerçek olamayacak kadar güzeldi.
											Ve tekrar denedik.
											Bir TSSB modelinde tekrar denedik
											ve fizyolojik bir modelde tekrar denedik,
											burada yalnızca stres hormonu verdik.
											Öğrencilerimiz de bunu yürüttü.
											Daha sonra Fransa'da bunu yürüten
dünyanın her yerinden ortaklarımız oldu.
											Ne zaman birisi yürütse,
aynı şeyi onayladılar.
											Bir Calypsol enjektesi
bir şekilde haftalarca stresten
											korunma sağlıyor gibiydi.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											Nous ne l'avons publié qu'il y a un an,
											mais depuis, d'autres laboratoires
indépendants ont confirmé cet effet.
											Nous ne savons pas
ce qui cause la dépression,
											mais nous savons que
le stress en est le déclencheur
											dans 80% des cas.
											La dépression et le TSPT
sont différents,
											mais c'est un de leurs points communs.
											C'est le stress traumatique
											comme dans les guerres,
les catastrophes naturelles,
											les violences sociales
ou les agressions sexuelles
											qui cause des troubles
de stress post-traumatique,
											ceux exposés à ce stress ne développent
pas forcément un trouble de l'humeur.
											Cette capacité à ressentir le stress
et à s'en remettre
											sans développer de dépression ou de TSPT
											est ce qu'on appelle
la résistance au stress
											et elle varie selon les personnes.
											Et nous avons toujours pensé que
c'était simplement une aptitude innée.
											C'est l'absence
de facteurs de prédisposition
											et facteurs de risques à ces troubles.
											Et si elle pouvait être apprise ?
											On pourrait peut-être l'améliorer,
											un peu comme mettre une armure.
									","
											And we only published this a year ago,
											but since then other labs
have independently confirmed this effect.
											So we don't know what causes depression,
											but we do know that stress
is the initial trigger
											in 80 percent of cases,
											and depression and PTSD
are different diseases,
											but this is something
they share in common.
											Right? It is traumatic stress
											like active combat or natural disasters
											or community violence or sexual assault
											that causes post-traumatic
stress disorder,
											and not everyone that is exposed to stress
develops a mood disorder.
											And this ability to experience
stress and be resilient
											and bounce back and not develop
depression or PTSD
											is known as stress resilience,
											and it varies between people.
											And we have always thought of it
as just sort of this passive property.
											It's the absence of susceptibility factors
											and risk factors for these disorders.
											But what if it were active?
											Maybe we could enhance it,
											sort of akin to putting on armor.
									","
											Pudimos haber parado ahí,
											pero Christine también había usado
Calypsol antes como anestesia,
											y hace algunos años había visto
											que parecía tener efectos extraños
en las células y en otros comportamientos
											que también parecían durar mucho
después de la medicina,
											quizá hasta unas semanas.
											Pensamos, está bien,
											quizá no sea totalmente imposible,
											pero estábamos muy escépticas.
											Hicimos lo que haces en la ciencia

											cuando no estás seguro:
lo repetimos de nuevo.
											Recuerdo estar en la sala de experimentos,
											moviendo ratones de una caja
a otra para evaluarlos,
											y Christine estaba sentada en el piso
con la computadora en su regazo
											para que los ratones no la vieran,
											estaba analizando la información
en tiempo real.
											Me acuerdo que gritamos,
											lo que no se debe hacer en la sala 
de experimentos en una prueba,
											porque había funcionado.
									","
											Bunu yalnızca bir yıl önce yayınladık,
											ondan sonra diğer laboratuvarlar da
bağımsız olarak bu etkiyi onayladı.
											Yani depresyona neyin 
sebep olduğunu bilmiyoruz,
											fakat olayların %80'inde
stresin öncü neden olduğunu biliyoruz
											ve depresyon ile
											TSSB farklı hastalıklardır,
											fakat bu paylaştıkları bir şeydir.
											Değil mi? Travma sonrası 
stres bozukluğuna
											neden olan şey aktif savaşlar
											veya doğal afetler ya da toplum şiddeti
											veya cinsel saldırı gibi şeylerdir
											ve strese maruz kalan herkes
ruhsal bir bozukluk geliştirmez.
											Stresi deneyimleme, dirençlilik,
											sonra geriye dönme ve
depresyon geliştirmeme veya TSSB,
											stres direnci olarak bilinmektedir
											ve insandan insana değişim gösterir.
											Bunu her zaman bir tür pasif
sahiplik olarak düşünmüşüzdür.
											Aslında bu rahatsızlıklar
için gereken hassaslık ve
											risk faktörlerinin eksikliğidir.
											Aktif olsa ne olurdu?
											Belki de geliştirebilirdik,
											zırhla kaplamaya benzer bir şekilde.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
											On avait découvert le premier médicament
améliorant la résistance au stress.
											Et comme je l'ai dit,
nous n'en avions donné que très peu,
											mais ça a duré des semaines.
											Et ça n'avait rien à voir
avec les effets des antidépresseurs.
									","
											We had accidentally discovered
the first resilience-enhancing drug.
											And like I said, we only gave
a tiny amount of the drug,
											and it lasted for weeks,
											and that's not like anything
you see with antidepressants.
									","
											Parecía como si estos ratones
estuvieran protegidos contra el estrés
											estaban inapropiadamente felices,
como quieran llamarlo.
									","
											Tesadüfen, ilk dirençlilik-geliştiren
ilacı keşfettik.
											Ve dediğim gibi,
ilacın çok azını veriyorduk ve
											etkisi haftalarca sürdü,
											yani antidepresanlarda
gördüğünüz şeyler gibi değiller.
									",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
"
","
","
","
",Could a drug prevent depression and PTSD?,Rebecca Brachman,18:23,"brain,chemistry,depression,health care,health,happiness,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,PTSD,science,TEDx"
