en,pt,es,title,speaker,duration,tags
"
											I am most excited
about the practical applications
											of HASEL artificial muscles.
											They'll enable soft robotic devices
											that can improve the quality of life.
											Soft robotics will enable a new generation
of more lifelike prosthetics
											for people who have lost
parts of their bodies.
											Here you see some HASELs in my lab,
											early testing,
driving a prosthetic finger.
									","
											Estou super entusiasmado
com as aplicações práticas
											dos músculos artificiais HASEL.
											Eles vão possibilitar
aparelhos robóticos moles
											que podem melhorar a qualidade de vida.
											A robótica mole permitirá uma nova geração
de próteses mais realistas
											para pessoas que perderam
partes dos seus corpos.
											Aqui podem ver alguns HASEL
no meu laboratório,
											em testes preliminares,
a controlar uma prótese de um dedo.
									","
											Retomando nuestra inspiración inicial,
											la versatilidad de los músculos
del pulpo y del elefante,
											hoy somos capaces de construir
actuadores blandos subsecuentes
											cuyas capacidades se aproximan
cada vez más a las del músculo real.
											Las aplicaciones prácticas de los músculos
HASEL son lo que más me entusiasma.
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											One day, we may even merge
our bodies with robotic parts.
											I know that sounds very scary at first.
											But when I think about my grandparents
											and the way they become
more dependent on others
											to perform simple everyday tasks
such as using the restroom alone,
											they often feel like
they're becoming a burden.
											With soft robotics, we will be able
to enhance and restore
											agility and dexterity,
											and thereby help older people
maintain autonomy
											for longer parts of their lives.
											Maybe we can call that
""robotics for antiaging""
											or even a next stage of human evolution.
											Unlike their traditional
rigid counterparts,
											soft life-like robots will safely operate
near people and help us at home.
									","
											Um dia, poderemos até fundir
os nossos corpos com partes robóticas.
											Eu sei que isto parece muito assustador,
à primeira vista.
											Mas quando penso nos meus avós
											e na forma como ficaram
mais dependentes dos outros
											para fazer tarefas simples do dia-a-dia,
como irem sozinhos ao quarto de banho,
											eles sentem frequentemente
que estão a tornar-se um fardo.
											Com a robótica mole, seremos capazes
											de melhorar e recuperar
a agilidade e a destreza,
											e, assim, ajudar os idosos
a manter a sua autonomia
											durante mais tempo na sua vida.
											Talvez possamos chamar-lhe
""robótica anti-envelhecimento"",
											ou até um novo patamar
da evolução humana.
											Contrariamente às alternativas
tradicionais e rígidas,
											os robôs moles semelhantes à realidade
serão seguros perto das pessoas
											e irão ajudar-nos em casa.
									","
											Harán posible la creación de
dispositivos robóticos blandos
											que mejoren la calidad de vida.
											Estos dispositivos darán lugar
a una nueva generación de prótesis
											para personas que han 
perdido alguna extremidad.
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											Soft robotics is a very young field.
We're just getting started.
											I hope that many young people
from many different backgrounds
											join us on this exciting journey
											and help shape the future of robotics
											by introducing new concepts
inspired by nature.
											If we do this right,
											we can improve the quality of life
											for all of us.
									","
											A robótica mole é uma área muito recente,
estamos apenas a começar.
											Espero que muitos jovens
de diferentes contextos
											se juntem a nós
nesta entusiasmante viagem
											e ajudem a modelar o futuro da robótica
											apresentando novos conceitos
inspirados na natureza.
											Se fizermos isto bem feito,
											podemos melhorar
a qualidade de vida de todos nós.
									","
											Aquí pueden ver algunas
de ellas en mi laboratorio.
											Son las primeras pruebas
de un dedo artificial.
											Tal vez algún día podamos integrar
a nuestro cuerpo partes robóticas.
											Sé que suena un poco tétrico.
											Pero cuando pienso en mis abuelos
											y en cómo se vuelven
más dependientes de otros
											para una simple tarea, como usar el baño,
											deben sentirse como una carga.
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											Thank you.
									","
											Obrigado.
									","
											Con estos dispositivos
podríamos restablecer y mejorar
											la agilidad y destreza,
											y así ayudar a los mayores a mantener
su autonomía por más tiempo.
											Tal vez podamos llamarlos
""robots antiedad""
											(Risas)
											o incluso el siguiente paso
en la evolución humana.
											A diferencia de sus contrapartes rígidas,
											los robots blandos serán seguros
y podrán ayudarnos en casa.
											Es un área muy nueva,
apenas estamos comenzando.
											Espero que muchas personas de todas partes
											se nos unan en este viaje asombroso
											y nos ayuden a forjar
el futuro de la robótica
											con nuevas ideas
inspiradas en la naturaleza.
											Si lo hacemos bien, podemos mejorar
la calidad de vida para todo el mundo.
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											(Applause)
									","
											(Aplausos)
									","
											Gracias.
											(Aplausos)
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
