en,tr,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											It will solve the problem.
									","
											O sorunu çözecekti.
									","
											Resolverá el problema.
									","
											Cela résoudra le problème.
									","
											Vai resolver o problema.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											I went on to acquire
two engineering degrees
											from one of the best
institutions in the world.
											I've got to tell you:
											talent is universal,
											but opportunities are not.
											And I credit this
											to the individuals
who embrace multiculturalism,
											love, empathy
											and compassion for others.
											We live in a world filled with hate:
											building walls,
											Brexit,
											xenophobia here on the African continent.
											Multiculturalism can be an answer
											to many of these worst human qualities.
									","
											Dünyanın en saygın
enstitülerinden birinden
											iki mühendislik derecesi elde ettim.
											Söylemem gerekiyor ki:
											yetenek evrenseldir,
											fakat fırsatlar öyle değil.
											Ve ben bunu,
											başkaları için çok kültürlülüğü, sevgiyi,
empatiyi ve merhameti
											kucaklayan insanlara
											borçluyum.
											Nefretin egemen olduğu
bir dünyada yaşıyoruz:
											duvarların örüldüğü,
											ayrılışların yaşandığı,
											Afrika kıtasında yabancı düşmanlığı gibi.
											Çok kültürlülük bu tarz kötü tutumların
											çözümü için bir cevap olabilir.
									","
											Obtuve dos títulos de ingeniería en una
de las mejores universidades del mundo.
											Les tengo que decir: el talento
es universal pero las oportunidades no.
											Le doy el crédito de esto a las personas
que acogen el multiculturalismo,
											el amor, la empatía
y la compasión por otros.
											Vivimos en un mundo lleno de odio:
que construye muros, con Brexit
											y xenofobia aquí,
en el continente africano.
											La multiculturalidad puede ser un remedio
											para algunas de las peores
cualidades humanas.
									","
											J'ai obtenu deux diplômes d’ingénierie
											d'une des meilleures
institutions au monde.
											Je dois vous dire :
											le talent est universel
											mais les opportunités ne le sont pas.
											J'en attribue le mérite
											aux individus qui ont
embrassé le multiculturalisme,
											l'amour, l'empathie
											et la compassion pour les autres.
											Nous vivons dans un monde plein de haine :
											la construction de murs,
											le Brexit,
											la xénophobie ici,
sur le continent africain.
											Le multiculturalisme peut être une réponse
											à beaucoup de ces mauvais traits humains.
									","
											Fiz duas licenciaturas em engenharia
											numa das melhores universidades
do mundo.
											Deixem-me que vos diga:
											o talento é universal,
											mas as oportunidades
não o são.
											E eu atribuo a isso
											aos seres humanos que aceitam
o multiculturalismo,
											o amor, a empatia
											e a compaixão pelos outros.
											Vivemos num mundo cheio de ódio:
											construção de muros,
											o Brexit,
											a xenofobia, aqui no continente africano.
											O multiculturalismo pode ser a solução
											para estas qualidades menos boas
dos seres humanos.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											Today, I challenge you
											to help a young child
experience multiculturalism.
											I guarantee you
that will enrich their life,
											and in turn,
											it will enrich yours.
											And as a bonus,
											one of them may even give a TED Talk.
									","
											Bugün, sizlere bir çocuğun
											çok kültürlülüğü tecrübe etmesine 
yardım etmeniz için çağrı yapıyorum.
											Sizi temin ederim ki;
hayatları zenginleşecek,
											sonrasında,
											sizinki de zengileşecek.
											Artı olarak,
											belki onlardan biri de 
bir gün TED'de konuşur.
									","
											Hoy, los reto a que ayuden a un niño
a experimentar el multiculturalismo.
											Les garantizo que
enriquecerán la vida del niño
											y, a su vez, enriquecerán
sus propias vidas.
											Como un bono: puede que uno de ellos
incluso dé una charla en TED.
									","
											Aujourd'hui, je vous défie
											d'aider un jeune enfant
à connaître le multiculturalisme.
											Je vous garantie que cela
rendra sa vie plus riche
											et, en retour,
											votre vie sera plus riche.
											Et en bonus,
											l'un d'entre eux pourrait
un jour intervenir à TED.
									","
											Hoje, eu desafio-vos
											a ajudar um jovem a experienciar
o multiculturalismo.
											Eu garanto-vos que vai mudar a vida dele,
											e, por sua vez,
											enriquecer a vossa.
											E como bónus,
											um dia algum poderá vir aqui falar.

									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											We may not be able to solve the bigotry
and the racism of this world today,
											but certainly we can raise children
											to create a positive,
inclusive, connected world
											full of empathy,
											love
											and compassion.
									","
											Belki bugünün dünyasındaki ırkçılığı ve
bağnazlığı çözemeyebiliriz,
											ama çocuklarımızı 
dünyaya empatiyle bakan,
											sevgi,
											merhamet dolu,
											pozitif bireyler olarak
											büyütebiliriz.
									","
											Puede que no seamos capaces
											de resolver la intolerancia
y el racismo del mundo hoy,
											pero seguro podemos criar a niños
											que creen un mundo positivo,
inclusivo y conectado,
											lleno de empatía,
											amor
											y compasión.
									","
											Nous ne pouvons peut-être pas
résoudre le problème de l'intolérance
											et du racisme dans le monde actuel,
											mais nous pouvons élever des enfants
											qui créeront un monde
plus positif, ouvert et connecté,
											plein d'empathie,
											d'amour
											et de compassion.
									","
											Podemos não ser capazes de resolver
											a intolerância e o racismo
deste mundo hoje.
											Mas certamente podemos educar as crianças
											a criarem um mundo positivo,
inclusivo, interligado
											cheio de empatia,
											amor
											e compaixão.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											Love wins.
									","
											Sevgi daima kazanır.
									","
											El amor gana.
									","
											L'amour gagne.
									","
											O amor vence.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											Thank you.
									","
											Teşekkürler.
									","
											Gracias.
									","
											Merci.
									","
											Obrigado.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
