en,tr,es,pt,fr,title,speaker,duration,tags
"
											Now, there are skeptics about UPSTART.
											Some people don't believe young children
should have screen time.
											To them, we say:
											UPSTART's usage requirement
of 15 minutes a day, five days a week,
											is well within the hour-a-day recommended
by the American Academy of Pediatrics
											for four-year-olds.
											Some people believe
only site-based preschool can work,
											and to them, we say:
site-based preschool is great,
											but if you can't get a child there
or if a parent won't send a child there,
											isn't a technology-delivered,
results-based option a great alternative?
											And we love working
with site-based preschools.
											Right now, there are
800 children in Mississippi
											going to Head Start during the day
											and doing UPSTART at night
with their families.
									","
											Şimdi, UPSTART hakkında
şüpheci olanlar var.
											Bazı kişiler, küçük çocukların ekran
başında zaman geçirmelerini istemiyor.
											Böyle kişilere biz diyoruz ki,
											UPSTART kullanımı, günde on beş dakika,
haftada beş gün gerektiriyor.
											Bu süre, Amerikalı Pediatrik Akademisi'nin
dört yaşındakilere önerdiği
											""günde bir saat"" süresinin
oldukça altında.
											Bazı kişiler sadece örgün eğitimin
başarılı olacağına inanıyor.
											Ve biz, böyle kişilere diyoruz ki,
örgün eğitim iyi,
											fakat eğer çocuğu oraya getiremiyorsanız
ya da ebeveyn, çocuğu oraya gönderemiyorsa
											teknolojiyle erişilen ve sonuç odaklı
seçenek güzel bir alternatif değil mi?
											Biz örgün eğitimle çalışmayı seviyoruz.
											Şu anda Mississippi'de 800 çocuk,
											gündüz Head Start'a gidiyor
ve gece, aileleriyle UPSTART yapıyor.
									","
											Hay quienes son escépticos sobre UPSTART.
											Algunas personas creen que los niños
no deberían pasar tiempo con la pantalla.
											A ellos, les decimos
											que el uso de UPSTART es de 15 minutos 
al día, cinco días a la semana,
											que es la recomendación de la Academia
de Pediatría de EE. UU.
											de una hora diaria para niños de 4 años.
											Algunos creen que ir a una escuela
física es lo único que funciona.
											A ellos les decimos que sí funcionan,
											pero si el padre no puede llevar 
a su hijo o no quiere hacerlo,
											¿no es una buena alternativa, una opción
tecnológica con buenos resultados?
											Además, nos encanta trabajar
con escuelas preescolares.
											Hoy en día, hay 800 niños en Misisipi
											que asisten a un Head Start durante el día
											y que trabajan con UPSTART
con su familia por las noches.
									","
											Há pessoas céticas quanto ao UPSTART.
											Algumas acham que as crianças pequenas
não devem passar tempo no computador.
											A essas pessoas, dizemos:
											O UPSTART ocupa 15 minutos
por dia, cinco dias por semana,
											o que está dentro das recomendações
da Academia Americana de Pediatria
											para crianças de quatro anos.
											Há pessoas que acham que
o pré-escolar só funciona na escola.
											A essas pessoas, dizemos:
O pré-escolar na escola é ótimo
											mas, se a criança não pode lá ir,
ou se um pai não a pode lá levar,
											não será uma boa alternativa
o ensino tecnológico, com bons resultados?
											Gostamos de trabalhar
com pré-escolares em escolas.
											Neste momento,
há 800 crianças no Mississippi
											que frequentam o Head Start durante o dia
											e fazem o UPSTART à noite
com as suas famílias.
									","
											Il y a des gens sceptiques
au sujet d'UPSTART.
											Certains ne croient pas
que les jeunes enfants
											devraient passer du temps devant un écran.
											A eux, je dis :
											l'exigence d'utilisation d'UPSTART
											de 15 minutes par jour,
cinq jours par semaine,
											est largement moins de l'heure par jour
											recommandée par l'académie
américaine de pédiatrie
											pour les enfants de quatre ans.
											Certains croient que seule une maternelle
sur site peut fonctionner
											et à eux, nous disons :
une maternelle sur site, c'est génial,
											mais si vous ne pouvez pas
y amener un enfant
											ou si un parent ne veut pas
y amener un enfant,
											une option technologique
fondée sur les résultats
											n'est-elle pas
une alternative formidable ?
											Nous adorons travailler
avec des crèches sur site.
											Actuellement, il y a
800 enfants dans le Mississippi
											qui vont à Head Start dans la journée
											et font UPSTART le soir avec leur famille.
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											Our audacious idea is to take UPSTART
across the country —
											not to replace anything;
											we want to serve children who otherwise
would not have access to early education.
											We have the guts to take on the skeptics,
											we have the energy to do the work,
											and we have a plan.
											It is the role of the states
to educate their children.
											So first we will use philanthropy dollars
											to go into a state to pilot
the program and get data.
											Every state believes it's unique
											and wants to know that the program
will work with its children
											before investing.
											Then we identify key leaders in the state
to help us champion UPSTART
											as an option for unserved children.
											And together, we go to state legislatures
											to transition UPSTART from philanthropy
											to sustainable and scalable state funding.
											That plan has worked —
									","
											Bizim cesur düşüncemiz,
UPSTART'ı tüm ülkeye yaymak,
											bir şeylerin yerini alması için değil,
											bu program olmasa okul öncesi
eğitim alamayacak öğrencilere
											olanak tanımak istediğimiz için.
											Şüphecilerle baş etmek
için cesaretimiz var,
											işi yapmak için enerjimiz var
											ve bir planımız var.
											Çocukları eğitmek eyaletlerin bir görevi.
											Bu yüzden bir eyalete gidip
programı denemek
											ve bilgi toplamak için
bağışları kullanacağız.
											Her eyalet bunun eşsiz olduğuna inanıyor
											ve yatırım yapmadan önce programın
işe yarayacağından emin olmak istiyor.
											Ardından, bu eyalette hizmet alamayan
çocuklara bir seçenek olması için
											UPSTART'ı desteklememize yardımcı olacak
kilit liderler belirliyoruz.
											Ve birlikte, UPSTART'ı, bağışlardan
sürdürülebilir ve ölçülebilir
											bir devlet fonuna geçirmek için
yasama meclisine gidiyoruz.
											Bu plan işe yaradı.
									","
											Nuestra audaz idea
es llevar UPSTART a todo el país,
											sin ánimo de reemplazar nada.
											Queremos apoyar a niños
que no tendrían acceso a esta educación.
											Nos atrevemos a enfrentarnos
a los escépticos,
											tenemos la energía para hacer
el trabajo y tenemos un plan.
											Le corresponde al Estado
educar a sus niños.
											Así que empezamos recaudando fondos
											para ir a probar el programa 
en un estado y recolectar información.
											Cada estado lo considera único
											y quiere asegurarse de que el programa
funcione con sus niños antes de invertir.
											Luego, identificamos líderes clave
que nos ayuden a promocionar UPSTART
											como una opción para niños desatendidos.
											Y vamos juntos a legislaturas estatales
											para que UPSTART pase de la filantropía
											al financiamiento estatal,
sostenible y expansible.
											El plan ha funcionado...
									","
											A nossa ideia audaciosa
é espalhar o UPSTART pelo país
											— não é para substituir nada.
											Queremos ajudar as crianças
que, de outro modo,
											não terão acesso ao ensino pré-escolar.
											Temos coragem para convencer os céticos,
											temos a energia para fazer o trabalho
											e temos um plano.
											Educar as crianças é um papel dos estados.
											Primeiro, vamos usar dólares filantrópicos
											para irmos para um estado
com um programa piloto e obter dados.
											Todos os estados acham que são especiais
											e querem saber se o programa
funcionará com as suas crianças
											antes de investirem.
											Depois, identificaremos
os principais líderes no estado
											para nos ajudarem a promover o UPSTART
											como uma opção
para crianças desfavorecidas.
											Em conjunto, vamos
às assembleias legislativas
											para o UPSTART passar de filantrópico
											a um financiamento estatal
sustentado e escalável.
											Esse plano tem funcionado.
									","
											Notre idée audacieuse est
d'étendre UPSTART à tout le pays —
											pas pour remplacer quoi que ce soit ;
											nous voulons servir les enfants
											qui autrement n'auraient pas accès
à une éducation préscolaire.
											Nous avons le cran
de faire face aux sceptiques,
											nous avons l'énergie
pour réaliser le travail
											et nous avons un projet.
											C'est le rôle des États
d'éduquer leurs enfants.
											Nous utiliserons d'abord
de l'argent philanthropique
											pour réaliser un pilote du programme
dans un État et obtenir des données.
											Chaque État se croit unique
											et veut savoir que le programme
fonctionnera avec ses enfants
											avant d'investir.
											Puis nous identifierons
des leaders clés dans l’État
											pour nous aider à soutenir UPSTART
											en tant qu'option pour les enfants
n'ayant pas de tels services.
											Ensemble, nous irons voir
le corps législatif de l’État
											pour faire passer UPSTART
de la philanthropie
											à un financement durable
et évolutif venant de l’État.
											Cette stratégie a marché —
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											Thanks.
											Thank you.
									","
											Teşekkürler.
											Teşekkür ederim.
									","
											Gracias.
											Gracias.
									","
											Obrigada.
											Obrigada.
									","
											Merci.
											Merci.
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											That plan has worked
in three states to date:
											Utah, Indiana and South Carolina.
											We've also piloted the program
in a number of states
											and identified champions.
											Next, we're moving to states
with the greatest geographic barriers
											to work the plan,
											and then on to states
that already have early education
											but may not be getting
great academic results
											or great parent buy-in to participate.
											From there, we go to the states
											that are going to require the most data
and work to convince,
											and we'll hope our momentum
helps turn the tide there.
											We will serve a quarter of a million
children in five years,
											and we will ensure that states continue
to offer UPSTART to their children.
									","
											Plan şu ana kadar üç eyalette
başarılı oldu:
											Utah, Indiana ve Güney Carolina.
											Aynı zamanda birkaç eyalette daha bunu
denedik ve şampiyonları belirledik.
											Sırada, planı gerçekleştirmek için coğrafi
engelleri fazla olan eyaletlere gideceğiz.
											Ve ardından, okul öncesi eğitimi olan
fakat iyi akademik sonuçlara ulaşılamayan
											veya ebeveynlerden destek alınamayan
eyaletlere gidiyoruz.
											Buradan da iknanın en fazla bilgi ve emek
gerektireceği eyaletlere gideceğiz.
											Ve umut ediyoruz ki, hızımız
akışı değiştirmeyi sağlar.
											Beş yılda çeyrek milyon
çocuğa hizmet vereceğiz
											ve eyaletlerin çocuklara UPSTART'ı
sunmaya devam etmesini sağlayacağız.
									","
											Al día de hoy, el plan
ha funcionado en tres estados:
											Utah, Indiana y Carolina del Sur.
											Ya hemos probado el programa
en diferentes estados
											e identificado promotores.
											Después pasaremos a estados
con grandes barreras geográficas
											para llevar a cabo el plan.
											Y luego a estados que ya cuentan
con educación preescolar
											pero que no consiguen
buenos resultados académicos
											o donde los padres
no quieren involucrarse.
											De allí, iremos a estados
											donde se requerirá más información
y trabajo de persuasión,
											esperando que nuestro ímpetu
nos ayude a cambiar las cosas ahí.
											Ayudaremos a 250 000 niños
en un lapso de cinco años
											y nos aseguraremos de que más estados
sigan ofreciendo UPSTART a sus niños.
									","
											Este plano funcionou
em três estados, até à data:
											Utah, Indiana e Carolina do Sul.
											Também fizemos o programa piloto
numa série de estados
											e identificámos os seus defensores.
											A seguir, vamos passar para estados
com as maiores barreiras geográficas
											para pôr o plano a funcionar
											e depois para os estados
que já têm ensino pré-escolar
											mas podem não estar a obter
grandes resultados académicos
											ou grande adesão dos pais.
											A partir daí, vamos para os estados
											que exigirão mais dados
e mais trabalho para se convencerem
											e espero que o nosso impulso
nos ajude a inverter a maré.
											Vamos ajudar 250 000 crianças
em cinco anos
											e asseguraremos que os estados
continuem a oferecer o UPSTART às crianças.
									","
											Cette stratégie a marché
dans trois États jusqu'ici :
											l'Utah, l'Indiana et la Caroline du Sud.
											Nous avons également réalisé un pilote
dans de nombreux États
											et identifié des soutiens.
											Puis nous passerons aux États
											avec les barrières géographiques
les plus importantes
											pour suivre cette stratégie,
											puis aux États ayant déjà
une éducation préscolaire
											mais qui n'ont peut-être pas
de super résultats académiques
											ou une forte adhésion
des parents pour participer.
											De là, nous passerons aux États
											qui nécessiteront le plus de données
et de travail pour être convaincus
											et nous espérerons que notre élan
aidera à inverser la tendance.
											Nous servirons 250 000
enfants dans cinq ans
											et nous nous assurerons
											que les États continuent
à offrir UPSTART à leurs enfants.
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											Here's how you can help:
											for two thousand dollars,
											we can provide a child
with UPSTART, a computer and internet,
											and that child will be part of the pilot
											that makes certain other children
get UPSTART in the future.
											We also need engaged citizens
to go to their government
											and say just how easy it can be
to get children ready for school.
											You wouldn't be here
if you weren't an engaged citizen,
											so we're asking for your help.
									","
											Siz de şu şekilde yardım edebilirsiniz:
											İki bin dolara, denemenin parçası
olacak bir çocuğa
											UPSTART, bilgisayar ve internet
imkânı sağlayabiliriz.
											Ve bu çocuk, ileride diğer çocukların da
UPSTART'ı kullanmasını kesinleştirecek.
											Aynı zamanda, ilgili vatandaşların,
eyaletlerine gidip
											bir çocuğu okula hazırlamanın çok kolay
olduğunu anlatmasına ihtiyacımız var.
											İlgili bir vatandaş olmasaydınız
burada olmazdınız.
											Bu yüzden sizden yardım istiyoruz.
									","
											Uds. pueden ayudar de la siguiente manera:
											con 2000 dólares,
											podemos darle a un niño
STARTUP, una computadora e internet.
											Ese niño será parte del proceso de prueba
											que asegura que otros niños
tengan UPSTART en un futuro.
											También necesitamos ciudadanos
comprometidos que informen al gobierno
											sobre lo fácil que podría ser
preparar a los niños para la escuela.
											No estarían aquí si no fueran
ciudadanos comprometidos,
											así que les pedimos su ayuda.
									","
											Eis como podem ajudar:
											Por 2000 dólares,
											podemos dar a uma criança
o UPSTART, um computador e a Internet
											e essa criança passa a participar
no programa piloto
											que assegura que outras crianças
terão o UPSTART no futuro.
											Também precisamos de envolver
os cidadãos a contactar o governo
											e dizer-lhe como é fácil preparar
as crianças para a escola.
											Vocês não estariam aqui
se não fossem cidadãos empenhados,
											por isso, pedimos a vossa ajuda.
									","
											Voici comment vous pouvez aider :
											pour 2 000 dollars,
											nous pouvons offrir à un enfant
UPSTART, un ordinateur et internet
											et cet enfant fera partie
du programme pilote
											qui s'assure que d'autres enfants
bénéficient d'UPSTART à l'avenir.
											Il faut que des citoyens engagés
aillent voir leur gouvernement
											et lui disent à quel point il est facile
de préparer les enfants à l'école.
											Vous ne seriez pas ici
si vous n'étiez pas un citoyen engagé,
											alors nous vous demandons votre aide.
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											Now, will all of us this make UPSTART
a watershed moment in early education?
											I believe together we can make it one.
											But I can tell you without a doubt
											that UPSTART is a watershed moment
											in the life of a child who otherwise
would not be ready for school.
									","
											Peki tüm bunlar, UPSTART'ın
okul öncesi eğitimde
											dönüm noktası olmasını sağlayacak mı?
											Birlikte bunu başaracağımıza inanıyorum.
											Ve size hiç şüphesiz
şunu söyleyebilirim ki,
											UPSTART, o olmasa okula hazır olamayacak
bir çocuğun hayatının dönüm noktası.
									","
											Ahora bien, ¿podrá UPSTART convertirse
en un punto de inflexión en la educación?
											Yo creo que juntos podemos hacerlo.
											Pero, sin duda alguna, puedo decirles
											que UPSTART es un punto de inflexión
											en la vida de un niño que no tendría
otra forma de prepararse para la escuela.
									","
											Será que todos vocês farão do UPSTART
um ponto de viragem no ensino pré-escolar?
											Acredito que todos juntos
podemos fazer isso.
											Mas posso dizer-vos que,
sem qualquer dúvida,
											o UPSTART é um ponto de viragem
											na vida duma criança que, de outro modo,
não estará preparada para a escola.
									","
											Tout cela fera-t-il d'UPSTART un tournant
dans l'éducation préscolaire ?
											Je crois qu'ensemble,
nous pouvons en faire un tournant.
											Je peux vous dire sans l'ombre d'un doute
											qu'UPSTART est un tournant
											dans la vie d'un enfant qui n'aurait
autrement pas été prêt pour l'école.
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											Thank you.
									","
											Teşekkürler.
									","
											Gracias.
									","
											Obrigada.
									","
											Merci.
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
"
","
","
","
","
",A new way to get every child ready for kindergarten,Claudia Miner,9:36,"Audacious Project,education,children,teaching,technology,parenting"
