en,fr,pt,es,tr,title,speaker,duration,tags
"
											I wondered how people
would react to my natural hair,
											or if they viewed me as more acceptable
or less authentic when I straightened it.
											And anyone who has felt outside
of mainstream representations
											understands that there are basic elements
just of our everyday being
											that can make other people uncomfortable.
											But because I am passionate
											about the everyday representation
of women as we are,
											I stopped presenting an inauthentic
representation of myself or my work.
											And I have been tested.
											This is me pointing
at my hoop earring in my office —
									","
											Je me demandais comment les gens
réagiraient devant mes cheveux au naturel
											ou s'ils me considéraient plus acceptable
ou moins authentique si je les lissais.
											Quiconque s'étant déjà senti
hors des représentations conventionnelles
											comprend qu'il y a
											des éléments fondamentaux
de notre existence quotidienne
											qui peuvent mettre
les autres mal à l'aise.
											Mais puisque je suis passionnée
											par la représentation courante
des femmes telles que nous sommes,
											j'ai arrêté de présenter
une représentation non authentique
											de moi-même ou de mon travail.
											J'ai été mise à l'épreuve.
											Me voici pointant mes créoles
dans mon bureau —
									","
											Pensava em como as pessoas
iriam reagir ao meu cabelo natural,
											ou se me considerariam mais aceitável
ou menos autêntica se o esticasse.
											Alguém que se tenha sentido fora
das representações convencionais
											compreende que há elementos básicos
do nosso dia-a-dia
											que podem fazer as outras pessoas
sentirem-se desconfortáveis.
											Mas, como sou apaixonada
											pela representação quotidiana
das mulheres, tal como somos,
											deixei de apresentar uma representação
não autêntica de mim ou do meu trabalho.
											E fui testada.
											Isto sou eu a apontar
para as minhas argolas no meu gabinete.
									","
											Me preguntaba como reaccionarían 
las personas a mi cabello natural,
											o si me verían más aceptable
o menos auténtica cuando lo alisaba.
											Y los que se han sentido fuera
de las representaciones establecidas
											entienden que hay elementos 
básicos de nuestro ser cotidiano
											que pueden incomodar a otras personas.
											Pero porque siento pasión
											por la representación cotidiana
de las mujeres, tal como somos,
											dejé de presentar una representación
no auténtica de mí misma en el trabajo.
											Y he sido probada.
											Esta soy yo con mis pendientes 
de aro en la oficina...
									","
											İnsanların benim doğal saçıma ne
tepki vereceğini merak ettim,
											ya beni daha kabul edilebilir gördülerse
ya da daha az saçımı düzleştirdiğimde.
											Ve ana temsillerin dışında kalan kimseler
											günümüzde yaşanılan ve insanları
huzursuz edebilen
											birkaç temel şeyin olduğunu
anlayabilirler.

											Ama ben tutkuluyum,
											her gün bizim gibi kadınların sunumunu
yapmak için,
											özgün olmayan sunuları kendi işimde
temsil etmeyi bıraktım.
											Ve test ettim.
											Bu benim,
ofisimdeki halka küpeleri gösterirken—
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											Just last month, I was invited to keynote
a Latino Heritage Month event.
											The week of the presentation,
the organization expressed concerns.
											They called my slides ""activist,""
											and they meant that negatively.
									","
											Le mois dernier,
on m'a invitée à intervenir
											lors d'un événement
du mois de l'héritage latino.
											La semaine de la présentation,
l'organisation a exprimé des inquiétudes.
											Ils ont qualifié mes slides
d' « activistes »
											et c'était dit négativement.
									","
											O mês passado fui convidada para falar
num evento do Mês do Património Latino.
											Na semana da apresentação,
a organização estava preocupada.
											Disseram que os meus ""slides"" 
eram ""activistas"",
											e diziam isso de forma negativa.
									","
											El mes pasado me invitaron
a la apertura de un evento
											en el Mes de la Herencia Hispana.
											La semana de la presentación, 
la organización expresó su preocupación.
											Tildaron mis diapositivas de ""activistas"",
											y en forma negativa.
									","
											Geçtiğimiz ay, Latin Mirası Ay'ı 
etkinliğine davet edildim.
											Sunum haftası topluluk
kaygılarını dile getirdi.
											Benim slaytlarıma ""eylemci"" dediler
											ve bunu olumsuz anlamda söylediler.
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											Two days before the presentation,
											they requested that I not show
a two-minute video affirming natural hair,
											because ""it may create a barrier
to the learning process
											for some of the participants.""
									","
											Deux jours avant la présentation,
											ils m'ont demandé de ne pas montrer
une vidéo de deux minutes
											soutenant les cheveux au naturel
											car « cela pourrait dresser un obstacle
pour l'apprentissage
											de certains des participants ».
									","
											Dois dias antes da apresentação,
											pediram que não exibisse um video
de dois minutos a apoiar o cabelo natural,
											pois ""poderia criar uma barreira
no processo de aprendizagem
											!para alguns dos participantes.""
									","
											Dos días antes de la presentación,
											pidieron que no mostrara un vídeo de dos 
minutos que elogiaba el cabello natural,
											porque ""podría crear una barrera
en el proceso de aprendizaje
											para algunos de los participantes"".
									","
											Sunumdan iki gün önce,
											topluluk benden doğal saçımın görünmediği
iki dakikalık bir video istedi,
											Çünkü bu öğrenme sürecinde
katılımcılarımızın bazıları için
											bir duvar yaratabilirdi.
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											That poem, ""Hair,"" was written
and performed by Elizabeth Acevedo,
											a Dominican-American
2018 National Book Award winner,
											and it appeared in an award-winning
Smithsonian exhibit that I curated.
											I canceled the talk,
											explaining to them that their censorship
of me and my work made me uncomfortable.
									","
											Ce poème, « Cheveux », a été écrit
et récité par Elizabeth Acevedo,
											une Dominico-Américaine lauréate
du National Book Award en 2018,
											et il figurait dans une exposition primée
dont j'étais la conservatrice.
											J'ai annulé l'intervention
											en leur expliquant que la censure de moi
et de mon travail me mettait mal à l'aise.
									","
											Aquele poema, ""Hair"", foi escrito
e apresentado por Elizabeth Acevedo,
											vencedora dominicana-americana
do ""National Book Award"" de 2018,
											e apareceu numa exposição premiada
no Smithsonian que eu organizei,
											Cancelei a palestra,
											explicando-lhes que a censura deles
a mim e ao meu trabalho me incomodavam.
									","
											El poema, ""Cabello"", fue escrito 
y presentado por Elizabeth Acevedo,
											ganadora dominicano-estadounidense
del Premio Nacional de Literatura 2018,
											y apareció en una exposición galardonada
del Smithsoniano que yo organicé.
											Cancelé la charla, y les expliqué
											que me incomodaba la censura a
la que me sometieron a mí y a mi trabajo.
									","
											""Saç"" adlı şiir Elizabeth Acevedo 
tarafından yazıldı ve okundu.
											O, Dominikli ve Amerikalı, 
2018 Ulusal Kitap Ödülü kazanan biri
											ve benim müdürlüğümde ödüllü bir
Smithsonian sergisinde görüldü.
											Konuşmayı, onlara benim ve yaptığım 
işle ilgili olan sansürün
											beni rahatsız ettiğini 
açıklayarak iptal ettim,
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Applause and cheers)
									","
											(Applaudissements et acclamations)
									","
											(Aplausos)
									","
											(Aplausos y vítores)
									","
											(Alkış ve tezahürat)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											Respectability politics
and idealized femininity
											influence how we display women
											and which women we choose to display.
											And that display has skewed
toward successful and extraordinary
											and reputable and desirable,
											which maintains the systemic exclusion
											and marginalization of the everyday,
the regular, the underrepresented
											and usually, the nonwhite.
											As a museum curator, I am empowered
to change that narrative.
											I research, collect and interpret
objects and images of significance.
											Celia Cruz, the queen of Salsa —
									","
											La politique de respectabilité
et la féminité idéalisée
											influencent notre présentation des femmes
											et quelles femmes
nous choisissons de présenter.
											Cette présentation est orientée
vers la réussite, l'extraordinaire,
											la renommée et la désirabilité,
											ce qui entretient l'exclusion systémique
											et la marginalisation du quotidien,
du normal, du sous-représenté
											et, en général, du non blanc.
											En tant que conservatrice de musée,
je suis habilitée à changer cela.
											Je recherche, je recueille et j'interprète
des objets et images importants.
											Celia Cruz, la reine de la salsa —
									","
											Políticas de respeitabilidade
e de feminilidade idealizada
											influenciam a forma
como exibimos as mulheres
											e quais as mulheres
que escolhemos mostrar.
											Essa exibição inclinou-se
para o bem sucedido e extraordinário
											para o respeitável e o desejável,
											que mantém a exclusão sistémica
											e a marginalização do quotidiano,
do regular, do sub-representado
											e, normalmente, do não-branco.
											Como curadora de museu, 
tenho o poder de mudar essa narrativa.
											Pesquiso, colecciono e interpreto
objectos e imagens com significado.
											Celia Cruz, a rainha da Salsa
									","
											Las políticas de respetabilidad
y la feminidad idealizada
											influye en cómo presentamos a las mujeres
											y qué mujer escogemos para presentar.
											Y esa exposición se ha distorsionado
y se la ha equiparado a lo exitoso,
											lo extraordinario, 
lo acreditado y lo deseable,
											lo cual mantiene la exclusión sistemática
											y la marginación de lo cotidiano, 
lo regular, lo subrepresentado
											y usualmente, lo no blanco.
											Como curadora del museo, tengo 
el poder para cambiar esa narrativa.
											Investigo, recojo e interpreto objetos 
e imágenes con significado.
											Celia Cruz, la reina de la salsa...
									","
											Saygınlık politikası, 
idealleştirilmiş feminenlik
											kadınları nasıl gösterdiğimizi
											ve hangi kadınları göstereceğimizi 
seçmemizi etkiliyor.
											Bu gösteri başarıya ve sıradışılığa
saygınlık ve arzulanan
											olana doğru eğrildi.
											Gündelik, düzenli, az temsil edilen
											ve genellikle beyaz olmayanların
sistemik dışlanması ve
											marjinalleşmesini sağlar.

											Müze müdürü olarak, bu anlatıyı
değiştirmek için yetkiliyim.
											Önemli çizimleri ve nesneleri 
değerlendirerek araştırır ve toplarım.
											Celia Cruz, Salsa kraliçesi—
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Cheers)
									","
											(Acclamations)
									","
											(Vivas)
									","
											(Risas)
									","
											(Tezahüratlar)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											yes — is significant.
											And an Afro-Latina.
											The Smithsonian has collected
her costumes, her shoes,
											her portrait, her postage stamp
											and this reimagining ...
											by artist Tony Peralta.
											When I collected and displayed this work,
											it was a victory
for symbolic contradictions.
											Pride in displaying a dark-skinned Latina,
											a black woman,
											whose hair is in large rollers
which straighten your hair,
											perhaps a nod to white beauty standards.
											A refined, glamorous woman
in oversized, chunky gold jewelry.
											When this work was on view,
											it was one of our most
Instagrammed pieces,
											and visitors told me they connected
with the everyday elements
											of her brown skin or her rollers
or her jewelry.
											Our collections include Celia Cruz
											and a rare portrait
of a young Harriet Tubman ...
											iconic clothing from
the incomparable Oprah Winfrey.
											But museums can literally change
											how hundreds of millions
of people see women
											and which women they see.
											So rather than always
the first or the famous,
											it's also our responsibility to show
a regular Saturday at the beauty salon,
											the art of door-knocker earrings ...
									","
											oui — est importante.
											Et elle est afro-latina.
											Le Smithsonian a recueilli
ses costumes, ses chaussures,
											son portrait, son timbre
											et cette réinterprétation
											par l'artiste Tony Peralta.
											Quand j'ai recueilli et exposé ce travail,
											ce fut une victoire
pour les contradictions symboliques.
											La fierté d'exposer une Latina
à la peau foncée,
											une femme noire,
											qui a dans ses cheveux
de grands bigoudis pour les lisser,
											acceptant peut-être
les standards de beauté blancs.
											Une femme raffinée et glamour
portant de gros bijoux dorés.
											Lors de son exposition,
											ce fut une œuvre très postée sur Instagram
											et les visiteurs m'ont dit reconnaître
les éléments ordinaires
											qu'étaient sa peau marron,
ses bigoudis ou ses bijoux.
											Nos collection incluent Celia Cruz
											et un rare portrait
d'Harriet Tubman jeune....
											une tenue emblématique
de l'incomparable Oprah Winfrey.
											Mais les musées peuvent changer
											comment des centaines de millions
de gens voient les femmes
											et quelles femmes ils voient.
											Alors au lieu de toujours avoir
la première ou la célèbre,
											il est de notre responsabilité de montrer
un samedi ordinaire au salon de beauté,
											l'art des boucles d'oreilles
en heurtoirs ...
									","
											sim, é significativa.
											Uma afro-latina.
											O Smithsonian recolheu
as suas roupas, sapatos,
											o seu retrato, o seu selo postal
											e esta reinvenção...
											do artista Tony Peralta.
											Quando reuni e mostrei este trabalho,
											foi uma vitória
das contradições simbólicas.
											O orgulho em exibir
uma latina de pele escura,
											uma mulher negra,
											cujo cabelo está em rolos enormes
que alisam o cabelo dela,
											talvez uma aceitação
dos padrões de beleza brancos.
											Uma mulher refinada, glamorosa, 
com jóias de ouro grandes e volumosas.
											Quando este trabalho foi exibido,
											foi dos que teve mais ""posts""
no Instagram.
											Os visitantes disseram que se relacionaram
com os elementos comuns
											da sua pele escura,
dos rolos ou das jóias.
											As nossas colecções incluem Celia Cruz
											e um retrato raro 
da jovem Harriet Tubman...
											roupa icónica
da incomparável Oprah Winfrey.
											Mas os museus podem literalmente
mudar a forma
											como centenas de milhões
de pessoas vêem as mulheres
											e que mulheres vêem.
											Por isso, mais do que nunca,
o primeiro ou mais famoso,
											é também da nossa responsabilidade
											mostrar um sábado comum
no salão de beleza,
											a arte dos brincos
estilo aldrava de porta...
									","
											sí... tiene signficado.
											Y es una afrolatina.
											El Smithsoniano ha incorporado
a su colección su ropa, sus zapatos,
											su retrato, su sello postal
											y este cuadro...
											del artista Tony Peralta.
											Cuando reuní y presenté este trabajo,
											fue una victoria para
las contradicciones simbólicas.
											El orgullo de presentar
a una latina de piel negra,
											una mujer negra,
											con esos grandes rulos
que alisan el cabello,
											quizá un guiño al estándar
de la belleza blanca.
											Una mujer refinada, glamorosa,
con enormes joyas de oro.
											Cuando estuvo expuesta,
											fue un pieza muy compartida en Instagram,
											y los visitantes me dijeron
que se conectaron de ese modo
											con los elementos cotidianos de su piel
morena, de sus rulos o de sus joyas.
											Nuestras colecciones
incluyen a Celia Cruz,
											un retrato inusual
de Harriet Tubman de joven,
											ropa icónica de
la incomparable Oprah Winfrey.
											Pero los museos pueden cambiar
											la manera en que cientos de millones
de personas ven a las mujeres
											y cuáles son esas mujeres.
											Así que, en lugar de mostrar 
siempre al primero o al famoso,
											es también nuestra responsabilidad mostrar
un sábado normal en el salón de belleza,
											el arte de pendientes de aldabas,
									","
											evet— önemlidir.
											Ve bir Afrikalı Latindir.
											Smithsonian onun kostumlerini, 
ayakkabılarını,
											portrelerini, posta pullarını
topladı
											ve bu yeni tasarım
											sanatçı Tony Peralta'nın eseri.
											Koleksiyonu topladığım ve sergilediğimde,
											bu bir simgesel çelişkiler zaferiydi.
											Koyu tenli bir Latina sergilemenin gururu,
											bir siyahi kadın,
											saçını düzleştirdiğin büyük bigudili
saçlarla,
											belki bu beyaz güzellik ölçütlerine 
bir selam.

											Rafine, büyük beden harika
bir kadın, koca altın takılarla.
											Bu çalışma göründüğünde,
											bizim instagramda en ilgi
çeken parçalarımızdan biriydi,
											ziyaretçiler bana onun
günlük elementleri olan koyu teni,
											bigudileri ve takılarıyla 
bağlantı kurduklarını söylediler.
											Koleksiyonumuz Celia Cruz'u barındırıyor
											ve genç Harriet Tubman'ın nadir
bir portresini,
											eşsiz Oprah Winfrey'in 
ikonik giysisini.
											Ama müzeler yüzlerce milyon 
insanın kadınları nasıl gördüğünü
											ve hangi kadınları gördüğünü 

											değiştirebilir.
											Her zaman ilk ya da ünlü olandansa,
cumartesi günleri güzellik salonlarının
											sıradan yoğunluğunu göstermekte
bizim sorumluluğumuz,
											kapı tokmağı küpe sanatını...
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											fashionable sisterhood ...
									","
											une sororité à la mode ...
									","
											uma irmandade chique...
									","
											hermandad de mujeres a la moda,
									","
											Şık kızkardeşliği...
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											and cultural pride at all ages.
											Stories of everyday women
											whose stories have been knowingly omitted
from our national and global histories.
									","
											et une fierté culturelle à tout âge.
											Les histoires de femmes ordinaires
											dont les histoires ont été
sciemment omises
											de nos histoires nationales et mondiales.
									","
											e o orgulho cultural em todas as idades.
											Histórias de mulheres comuns
											cujas histórias têm sido omitidas 
das nossas histórias nacionais e globais.
									","
											y el orgullo cultural de todas las edades.
											Historias cotidianas de mujeres,
											historias que han sido omitidas adrede
de las historias nacionales y mundiales.
									","
											ve her yaştaki kültürel gururu.
											Her günkü kadınların hikayeleri
											Küresel ve ulusal hikayelerimizdeki
bilerek ihmal edilen hikayeler.
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
											And oftentimes in museums,
you see women represented by clothing
											or portraits or photography ...
											but impactful, life-changing stories
from everyday women
											can also look like
this Esmeraldan boat seat.
											Esmeraldas, Ecuador
was a maroon community.
											Its dense rainforest protected
indigenous and African populations
											from Spanish colonizers.
											There are roads now,
											but there are some parts inland
that are still only accessible by canoe.
											Débora Nazareno frequently traveled
those Ecuadorian waterways by canoe,
											so she had her own boat seat.
											Hers personalized
with a spiderweb and a spider,
											representing Anansi,
a character in West African folklore.
											Débora also sat on this seat at home,
telling stories to her grandson, Juan.
											And this intangible ritual of love
											in the form of
intergenerational storytelling
											is common in communities
across the African diaspora.
											And this everyday act sparked in Juan
the desire to collect and preserve
											over 50,000 documents related
to Afro-Indian culture.
											In 2005, Juan García Salazar,
Débora's grandson,
											and by now a world-renowned
Afro-Ecuadorian scholar,
											traveled to Washington, D.C.
											He met with Lonnie Bunch,
the director of the museum where I work,
											and toward the end of their conversation,
											Juan reached into his bag and said,
""I'd like to give you a present.""
											On that day, Débora Nazareno's
humble wooden boat seat
											became the very first object donated
											to the Smithsonian National Museum
of African-American History and Culture.
											It is encased, displayed and has been seen
by almost five million visitors
											from all over the world.
									","
											Souvent, dans les musées, les femmes
sont représentées par des vêtements,
											des portraits ou de la photographie,
											mais les histoires percutantes,
bouleversantes de femmes ordinaires
											peuvent ressembler à ce siège
de bateau d'Esmeraldas.
											Esmeraldas, en Équateur,
était une communauté indigène.
											Sa forêt tropicale dense protégeait
les populations indigènes et africaines
											des colonisateurs espagnols.
											Il y a des routes,
											mais certaines parties de l'arrière-pays
ne sont encore accessibles qu'en canoë.
											Débora Nazareno a fréquemment circulé
sur ces voies équatoriennes en canoë
											alors elle avait son propre siège.
											Il était personnalisé
avec une toile d'araignée et une araignée
											représentant Anansi, un personnage
du folklore d'Afrique de l'Ouest.
											Débora s'est aussi assise dessus chez elle
											pour raconter des histoires
à son petit-fils, Juan.
											Ce rituel intangible d'amour
											sous la forme de récit
intergénérationnel d'histoires
											est courant dans les communautés
de la diaspora africaine.
											Cet acte ordinaire a suscité chez Juan
le désir de collectionner et préserver
											plus de 50 000 documents
liés à la culture afro-indienne.
											En 2005, Juan García Salazar,
le petit-fils de Débora
											et aujourd'hui expert mondialement reconnu
de la culture afro-équatorienne,
											a voyagé jusqu'à Washington.
											Il a rencontré Lonnie Bunch,
la directrice du musée où je travaille
											et, vers la fin de leur conversation,
											Juan a pris quelque chose
dans son sac et a dit :
											« J'aimerais vous offrir un cadeau. »
											Ce jour-là, l'humble siège en bois
de Débora Nazareno
											est devenu le premier objet donné
											au musée national de l'histoire
et de la culture afro-américaines
											du Smithsonian.
											Il est présenté sous verre et a été vu
par près de cinq millions de visiteurs
											venus du monde entier.
									","
											Muitas vezes, nos museus, 
vemos mulheres representadas por roupas
											ou retratos ou fotografias...
											mas histórias com impacto,
transformadoras, de mulheres comuns
											podem parecer como 
este assento de barco de Esmeraldas.
											Os Esmeraldas no Equador, 
eram uma comunidade ""marron"".
											A sua floresta tropical protegia
populações indigenas e africanas
											dos colonizadores espanhóis.
											Hoje há estradas,
											mas também há zonas interiores
só acessíveis por canoa.
											Débora Nazareno viajava frequentemente
de canoa por esses canais equatoriais
											por isso, tinha o seu próprio
assento de barco,
											personalizado,
com uma teia de aranha e uma aranha,
											representando Anansi, 
uma personagem do folclore oeste africano.
											Débora também usava o assento em casa,
para contar histórias ao seu neto, Juan.
											E este inatingível ritual de amor
											na forma de narrativa intergeracional
											é comum em várias comunidades 
da diáspora africana.
											Este acto habitual despertou em Juan
o desejo de coleccionar e preservar
											mais de 50 000 documentos relacionados
com a cultura afro-indiana.
											Em 2005, Juan García Salazar, 
o neto de Débora,
											e agora um académico afro-equatoriano
mundialmente reconhecido,
											viajou até Washington, D.C.
											Reuniu com Lonnie Bunch, 
o director do museu onde trabalho,
											e no final da conversa,
											Juan agarrou na sua mala e disse:
""Gostaria de lhe dar um presente.""
											Nesse dia, o assento de barco,
simples de madeira, de Débora Nazareno
											tornou-se o primeiro objecto doado
											ao Museu Nacional Smithsonian
da História e Cultura Afro-Americana.
											Encontra-se em exibição e já foi visto 
por quase cinco milhões de visitantes
											de todo o mundo.
									","
											Y, a menudo, en los museos, se ven 
mujeres representadas por ropas,
											o retratos, o fotografias...
											pero las historias extraordinarias 
de las mujeres cotidianas
											pueden también ser como este
asiento de canoa de Esmeraldas.
											Esmeraldas, en Ecuador, fue
una comunidad de cimarrones.
											Su densa selva tropical protegía a 
los indígenas y las poblaciones africanas
											de los colonizadores españoles.
											Ahora hay caminos,
											pero algunas partes del interior
aún solo son accesibles en canoa.
											Débora Nazareno viajaba frecuentemente
por esos canales ecuatorianos en canoa,
											y ella tenía su propio asiento de canoa.
											Lo personalizó con una telararaña
y una araña,
											que representa a Anansi, un personaje
del folclore africano occidental.
											Débora también lo usaba
para sentarse en su casa
											y contarle historias a su nieto, Juan.
											Y este intangible ritual de amor
											en forma de narración intergeneracional
											es común en las comunidades 
en toda la diáspora africana.
											Y este acto cotidiano provocó en Juan 
el deseo de recoger y preservar
											alrededor de 50 000 documentos
relacionados a la cultura indoafricana.
											In 2005, Juan García Salazar,
el nieto Débora,
											y ahora un renombrado erudito
afroecuatoriano a nivel mundial
											viajó a Washington, D.C.
											Se encontró con Lonnie Bunch, 
el director del museo donde trabajo,
											y hacia el final de la conversación,
											Juan buscó en su bolso y dijo,
""Me gustaría darte un obsequio"".
											Ese día, el humilde asiento de madera
de la canoa de Débora Nazareno
											se convirtió en el primer objeto donado
											al Museo Nacional Smithsoniano
											de la Historia y Cultura 
Afroaestadounidenses.
											Está exhibido en una vitrina y ha sido 
visto por casi 5 millones de visitantes
											de todo el mundo.
									","
											Ve müzelerde çoğu zaman,
kıyafetlerle, portrelerle
											ya da fotoğraflarla temsil edilen
kadınları görürsünüz...
											Hergünkü kadınların etkileyici,
hayat değiştirici hikayeleri
											Bu Esmeraldalı oturak gibi de 
görünebilir.
											Esmeraldalılar, Ekvatorda dünya ile
ilişkisini kesmiş bir topluluktur.
											Bu sık yağmur ormanları 
yerli Afrika topluluğunu
											İspanyol kolonicilerinden korumuştur.
											Şimdi yollar var,
											ama iç kısımlarda hâlâ sadece kano
ile erişilebilen kısımlar var.
											Débora Nazareno bu Ekvator sularında
kanoyla seyahat eder.
											Bu yüzden kendine ait 
bir tekne oturağı var.
											Onu bir örümcek ağı ve örümcek
ile kişiselleştirmiş,
											Anansi'yi temsil eden bu desen,
Batı Afrika kültürüne ait bir karakter.
											Débora bu oturağa evinde torunu
Juan'a hikaye anlatırken de otururdu.
											Sevginin elle tutulamaz ritueli
											kuşaklar arası hikaye anlatma sanatı
											Afrika diyasporasındaki topluluklarda
yaygındır.
											Ve bu günlük davranış Juan'da 
Hint-Afrika kültürüyle ilgili elli binden
											fazla belge toplamasını muhafaza 
etmesini sağlayan tutkuyu ateşledi.
											2005'te, Juan García Salazar,
Débora'nın torunu,
											ve şu anda dünyaca ünlü 
Afrika-Ekvatorlu bir bilgin,
											Washington'a seyahat etti.
											Lonnie Bunch'la tanıştı,
çalıştığım müzenin müdürü,
											sohbetlerinin sonuna doğru,
											Juan çantasına uzandı ve 
""Size bir hediye vermek istiyorum."" dedi.
											O gün, Débora Nazareno'nun 
mütevazı ahşap tekne oturağı
											Smithsonian Ulusal Müzesine 
Afrika-Amerikalı tarihin ve kültürünün
											bağışlanan ilk nesnesi oldu.
											Korundu, sergilendi ve dünyanın 
her yerinden gelen
											neredeyse 5 milyon ziyaretçi 
tarafından görüldü.
									","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
"
","
","
","
","
","Museums should honor the everyday, not just the extraordinary",Ariana Curtis,12:19,"museums,art,history,United States,gender equality,culture,race,identity"
