es,tr,en,de,title,speaker,duration,tags
"
											Uds. pueden pensar que
											son eventos grabados,
											no son particularmente estresantes.
											¿Será el mismo tipo de error el que se comete
											en un evento realmente estresante?
											En un estudio que publicamos hace pocos meses,
											dimos una respuesta a esta pregunta.
											Lo especial en ese estudio
											es que pusimos a las personas en una situación muy estresante.
											Los que participaron en ese estudio
											eran militares de los EE.UU.
											que habían pasado por un horrible ejercicio de entrenamiento
											en el que les enseñaban lo que sería para ellos
											si fueran capturados como prisioneros de guerra.
											Como parte de ese ejercicio de entrenamiento,
											los interrogaron de forma agresiva,
											hostil y físicamente abusiva, por 30 minutos.
											Luego debían tratar de identificar
											a la persona que llevó a cabo el interrogatorio.
											Cuando son alimentados con información sugestiva
											que insinúa que es una persona distinta,
											muchos de ellos identificaron erróneamente al interrogador,
											algunas veces señalando a alguien que ni remotamente
											se parecía al interrogador verdadero.
									","
											Bu olayların kurgulanmış
											olduğunu ve insanların
											stresli olmadığını düşünebilirsiniz.
											Gerçekten zor bir durumda da
											aynı çeşit hatalar yapılır mıydı ?
											Sadece birkaç ay önce yayımladığımız bir çalışmada,
											bu soruya cevap bulduk.
											Çünkü bu çalışmayı farklı kılan yönü
											insanları stresli bir duruma solacak şekilde düzenlenmesiydi.
											Bu çalışmada kişiler
											eğer savaş esiri olarak ele geçirilirlerse
											başlarına neler geleceğini gösteren
											bir eğitim tatbikatına giden
											Amerikan askerlerydi.
											Bu eğitim kursunun bir etabında,
											Askerler saldırgan, sert ve küfürlü kaba bir dile
											30 dakika boyunca sorgulanıyorlar
											ve daha sonra sorgulamayı gerçekleştiren kişinin
											kimliğini belirlemeye çalışıyorlar.
											Onlara kendilerini sorgulayan kişinin farklı biri olduğuna dair
											üstü kapalı bir şekilde bilgi verdiğimizde,
											çoğu asker kendilerini sorgulayan kişiyi yanlış tespit ediyor,
											hatta çoğunlukla da onları gerçekten sorgulayan kişi
											uzaktan dahi andırmayan birini.
									","
											And you might be thinking, well, you know,
											these are filmed events,
											they are not particularly stressful.
											Would the same kind of mistakes be made
											with a really stressful event?
											In a study we published just a few months ago,
											we have an answer to this question,
											because what was unusual about this study
											is we arranged for people to have a very stressful experience.
											The subjects in this study
											were members of the U.S. military
											who were undergoing a harrowing training exercise
											to teach them what it's going to be like for them
											if they are ever captured as prisoners of war.
											And as part of this training exercise,
											these soldiers are interrogated in an aggressive,
											hostile, physically abusive fashion for 30 minutes
											and later on they have to try to identify
											the person who conducted that interrogation.
											And when we feed them suggestive information
											that insinuates it's a different person,
											many of them misidentify their interrogator,
											often identifying someone who doesn't even remotely
											resemble the real interrogator.
									","
											Sie denken jetzt vielleicht,
											das waren ja nur gefilmte Ereignisse,
											die nicht gerade stressig waren.
											Würden dieselben Fehler aber auch
											in wirklich stressigen Situationen 
gemacht werden?
											In einer Studie, die wir vor ein paar 
Monaten veröffentlicht haben,
											geben wir die Antwort 
auf diese Frage.
											Das Besondere an 
diesem Experiment war,
											dass wir die Untersuchungssituation 
extrem stressig gestalteten.
											Die Versuchspersonen
											waren US-amerikanische Militärs,
											die sich in einer 
qualvollen Übung befanden,
											die ihnen zeigen sollte, 
wie es wäre,
											wenn sie im Krieg 
gefangen genommen würden.
											Als Teil dieser Übung
											werden die Soldaten 
30 Minuten lang
											auf aggressive, feindselige Weise 
verhört und misshandelt.
											Im Anschluss sollen sie 
die Person identifizieren,
											die sie verhört hat.
											Wenn wir sie mit suggestiven 
Informationen versorgen,
											die auf eine andere 
Person hindeuten,
											identifizieren viele von ihnen 
eine falsche Person,
											häufig jemanden, 
der der verhörenden Person
											nicht im Entferntesten ähnelt.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Lo que estos estos estudios nos muestran
											es que cuando le das a la gente información errada
											acerca de alguna experiencia pasada,
											se puede distorsionar, contaminar o cambiar un recuerdo.
									","
											Bu çalışma gösteriyor ki
											insanlara yaşamış olabilecekleri bir konuda
											yanlış bilgi aktardığınız zaman
											onların anılarını çarpıtabilir, bozabilir veya değiştirebilirsiniz.
									","
											And so what these studies are showing
											is that when you feed people misinformation
											about some experience that they may have had,
											you can distort or contaminate or change their memory.
									","
											Diese Studien zeigen also,
											wenn man jemandem 
Fehlinformationen
											zu einem Erlebnis gibt, 
das derjenige gehabt hat,
											kann man seine Erinnerung daran 
verzerren, verfälschen oder verändern.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											En el mundo real,
											la desinformación está en todas partes.
											Nosotros recibimos desinformación
											no sólo si nos preguntan de manera sugestiva,
											sino también si hablamos con otros testigos
											que, consciente o inconscientemente, nos dan
											algo de información errónea.
											También si vemos la noticia en los medios acerca de algún 
evento que hemos experimentado,
											todos estos casos son oportunidades
											para este tipo de contaminación de la memoria.
									","
											Gerçek hayatta
											yanlış bilgilendirme her yerde.
											Yanlış bilgiyi sadece
											sadece bize imalı bir şekilde sorulduğunda değil,
											kasten veya bilinçsizce
											bize yalan yanlış bilgi veren
											diğer görgü tanıklarıyla konuştuğumuzda veya
											medyada daha önce yaşamış olabileceğimiz bir olayın yer aldığını gördüğümüzde de edinebiliriz.
											Bütün bunlar
											anılarımızın bozulmasına yol açar.
									","
											Well out there in the real world,
											misinformation is everywhere.
											We get misinformation
											not only if we're questioned in a leading way,
											but if we talk to other witnesses
											who might consciously or inadvertently feed us
											some erroneous information,
											or if we see media coverage about some event we might have experienced,
											all of these provide the opportunity
											for this kind of contamination of our memory.
									","
											Draußen im wirklichen Leben
											erhält man überall Fehlinformationen.
											Wir bekommen falsche Informationen,
											nicht nur durch Suggestivfragen,
											sondern auch, wenn wir 
mit anderen Zeugen reden,
											die uns bewusst oder unbewusst
											mit fehlerhaften 
Informationen versorgen,
											oder durch Medienberichte über etwas, 
das wir vielleicht erlebt haben.
											Alle diese Situationen 
bergen das Risiko,
											unsere Erinnerungen 
zu verfälschen.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											En los años 90, empezamos a ver
											un tipo de defecto en la memoria aún más extremo.
											Algunos pacientes estaban iniciando tratamiento para un problema
											— quizás depresión o un desorden alimenticio —
											y salían de la terapia
											con otro problema distinto.
											Recuerdos extremos de brutalidades horribles,
											algunas veces con rituales satánicos,
											posiblemente incluyendo elementos extraños o inusuales.
											Una mujer salió de psicoterapia
											creyendo que por años había soportado
											abusos rituales, en los que era forzada a quedar embarazada
											y el bebé era arrancado de su viente.
											Pero no tenía cicatrices
											ni ningún tipo de evidencia física
											que respaldara su historia.
											Cuando empecé a examinar estos casos,
											me cuestionaba,
											¿de dónde vienen estos extraños recuerdos?
											Lo que encontré es que la mayoría de estas situaciones
											involucraban alguna forma particular de psicoterapia.
											Así que pregunté,
											¿cómo son las cosas que suceden en psicoterapia?
											¿ejercicios de imaginación?
											¿o interpretación de sueños?
											¿o, en algunos casos, hipnosis?
											¿o, quizás, exposición a información falsa?
											¿fueron estos pacientes sugestionados
											a desarrollar esos raros
											e improbables recuerdos?
											Diseñé algunos experimentos
											para estudiar los procesos que se usaban
											en esas psicoterapias, para examinar
											el desarrollo de estos falsos recuerdos tan vívidos.
									","
											1990'larda, çok daha büyük bir tür
											hafıza problemi görmeye başladık.
											Bazı hastalar terapiye bir problemle gidiyorlardı,
											depresyon veya beslenme bozukluğu gibi ve
											terapiden başka bir
											problemle çıkıyorlardı.
											Dehşet verici, acımasız durumlarla iligili uç noktadaki anılar
											bazen satanik törenlerde,
											bazen garip ve alışılmadık unsurları içeren durumlarda.
											Bir kadın psikoterapiden çıktığında
											yıllarca törensel istismara maruz kaldığına,
											zorla hamile bırakıldığına ve
											bebeğinin karnı kesilerek alındığına inanılıyordu.
											Fakat hikayesini destekleyecek
											hiç bir yara izi veya
											fiziksel bir kanıt yoktu.
											Bu olaylar üzerinde çalışmaya başladığımda,
											bu garip anıların
											nereden geldiğini merak ediyordum.
											Ve bulduklarım gösteriyor ki bu olayların çoğu
											bazı özel psikoterapi çeşitleriyle ilgili.
											Ve kendi kendime sordum,
											psikoterapi sırasında olan bazı şeyler
											hayal gücü egzersizleri,
											rüya tabiri,
											bazı hipnoz vakaları,
											veya yanlış bilgiye yol açan bazı durumlar gibi,
											bu tarz şeyler mi hastaları
											bu garip, beklenmedik anıları
											yaratmaya yönlendiriyor?
											Bunun üzerine psikoterapide yürütülen
											süreci inceleyebilmek için
											bazı deneyler tasarladım.
											Böylece sahne anıların gelişimini takip edebilecektim.
									","
											In the 1990s, we began to see
											an even more extreme kind of memory problem.
											Some patients were going into therapy with one problem —
											maybe they had depression, an eating disorder —
											and they were coming out of therapy
											with a different problem.
											Extreme memories for horrific brutalizations,
											sometimes in satanic rituals,
											sometimes involving really bizarre and unusual elements.
											One woman came out of psychotherapy
											believing that she'd endured years
											of ritualistic abuse, where she was forced into a pregnancy
											and that the baby was cut from her belly.
											But there were no physical scars
											or any kind of physical evidence
											that could have supported her story.
											And when I began looking into these cases,
											I was wondering,
											where do these bizarre memories come from?
											And what I found is that most of these situations
											involved some particular form of psychotherapy.
											And so I asked,
											were some of the things going on in this psychotherapy —
											like the imagination exercises
											or dream interpretation,
											or in some cases hypnosis,
											or in some cases exposure to false information —
											were these leading these patients
											to develop these very bizarre,
											unlikely memories?
											And I designed some experiments
											to try to study the processes that were being used
											in this psychotherapy so I could study
											the development of these very rich false memories.
									","
											In den 90er Jahren 
konnten wir eine
											noch extremere Form von 
Erinnerungsproblemen beobachten.
											Einige Patienten begaben sich wegen 
eines Problems in Therapie
											— vielleicht wegen Depressionen 
oder einer Essstörung —
											und verließen die Therapie
											mit einem 
ganz anderen Problem:
											extreme Erinnerungen
an schreckliche Ereignisse,
											teilweise verbunden mit 
satanischen Ritualen,
											manchmal mit wirklich bizarren 
und ungewöhnlichen Elementen.
											Eine Frau verließ 
die Psychotherapie
											in dem Glauben, 
dass sie Opfer jahrelangen
											rituellen Missbrauchs und 
einer erzwungenen Schwangerschaft war,
											an deren Ende das Baby aus 
ihrem Bauch geschnitten wurde.
											Aber es gab weder Narben
											noch andere sichtbare Beweise,
											die ihre Geschichte bestätigten.
											Als ich begann, mir diese Fälle 
näher anzuschauen,
											stellte ich mir die Frage,
											woher diese bizarren 
Erinnerungen kamen?
											Ich fand heraus, 
dass ein Großteil der Betroffenen
											an einer speziellen Form der 
Psychotherapie teilgenommen hat.
											Also versuchte ich herauszufinden,
											ob einige Elemente dieser Psychotherapie
											— etwa die Vorstellungsübungen
											oder die Traumdeutung
											oder in einigen Fällen Hypnose
											oder die Präsentation 
falscher Informationen —
											dazu führten, dass die Patienten
											diese äußerst bizarren,
											unwahrscheinlichen 
Erinnerungen entwickelten?
											Ich entwarf einige Experimente,
											um die Prozesse der Therapie
											genauer zu studieren, 
um herauszufinden,
											wie sich diese vielen 
falschen Erinnerungen entwickelten.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											En uno de los primeros estudios
											usamos la sugestión,
											un método inspirado por la psicoterapia
que vimos en esos casos,
											usamos ese tipo de sugestión.
											Implantamos un recuerdo falso
											de cuando era niño, de cinco o seis años,
											que se perdió en un centro comercial.
											Estaba asustado. Estaba llorando.
											Finalmente fué rescatado por un adulto
											y se reunió con su familia.
											Y tuvimos éxito al implantar ese recuerdo
											en las mentes de un cuarto de los sujetos.
											Uds. pueden pensar que
											eso no es particularmente estresante.
											Pero nosotros, y otros investigadores, hemos plantado
											recuerdos vívidos de cosas
											mucho más inusuales y mucho más estresantes.
											Así, en un estudio hecho en Tennessee,
											los investigadores implantaron recuerdos falsos
											de cuando era un niño, casi se ahogó
											y tuvo que ser rescatado por un salvavidas.
											En un estudio hecho en Canadá,
											los investigadores implantaron el falso recuerdo
											de cuando era niño,
											algo tan horrible como ser atacado por un animal feroz
											habría ocurrido,
											y tuvieron éxito con la mitad de los sujetos.
											En un estudio hecho en Italia,
											Los investigadores implantaron recuerdos falsos,
											de cuando era niño, había sido testigo de una posesión demoníaca.
									","
											Yaptığımız ilk çalışmalardan birinde,
											psikoterapide kullanılan
											ve bu tarz olaylarda sıkça karşılaştığımız hatırlatma metodunu kullandık.
											Bu yöntemi kullanarak
											kişinin hafızasına
											5,6 yaşlarında bir çocukken bir alışveriş merkezinde
											kaybolduğuna dair bir anı yerleştirdik.
											Çok korkmuştun ve ağlıyordun.
											Sonunda yaşlı bir kişi tarafından kurtarıldın
											ve ailene yeniden kavuştun.
											Deneklerden dörtte birinin zihnine
											bu anıyı ekmeyi başardık.
											Bunun onlar için çok da
											stresli olmadığını düşünebilirsiniz.
											Fakat diğer araştırmacılar ve biz
											çeşitli konular hakkında çok daha az rastlandık
											ve stresli sahte anılar da ektik.
											Tennessee'de yapılan bir araştırmada,
											araştırmacıların ektiği sahte anı şu şekildeydi;
											çocukluğunda boğulmak üzereyken
											bir can kurtaran tarafından kurtarıldın
											Yine Kanada'da yapılan bir araştırmada
											araştırmacıların ektiği
											küçük bir çocukken
											""Vahşi bir hayvan tarafından saldırıya uğramak kadar
											kötü bir olay başına geldi."" sahte anısı
											deneklerin yarısında başarıya ulaştı.
											İtalya'da yapılan başka bir araştırmada,
											araştırmacıların ektiği sahte anı
											""Çocukken bir şeytan girme olayına tanıklık ettin.""
									","
											In one of the first studies we did,
											we used suggestion,
											a method inspired by the psychotherapy we saw in these cases,
											we used this kind of suggestion
											and planted a false memory
											that when you were a kid, five or six years old,
											you were lost in a shopping mall.
											You were frightened. You were crying.
											You were ultimately rescued by an elderly person
											and reunited with the family.
											And we succeeded in planting this memory
											in the minds of about a quarter of our subjects.
											And you might be thinking, well,
											that's not particularly stressful.
											But we and other investigators have planted
											rich false memories of things that were
											much more unusual and much more stressful.
											So in a study done in Tennessee,
											researchers planted the false memory
											that when you were a kid, you nearly drowned
											and had to be rescued by a life guard.
											And in a study done in Canada,
											researchers planted the false memory
											that when you were a kid,
											something as awful as being attacked by a vicious animal
											happened to you,
											succeeding with about half of their subjects.
											And in a study done in Italy,
											researchers planted the false memory,
											when you were a kid, you witnessed demonic possession.
									","
											In einer unserer ersten Studien
											benutzten wir eine Variante 
der Suggestion,
											inspiriert von der Psychotherapie, 
die wir in diesen Fällen beobachteten.
											Mit Hilfe dieser Art der Suggestion
											legten wir folgende falsche Erinnerung an:
											Als Sie fünf oder sechs Jahre alt waren,
											haben Sie sich in einem 
Einkaufszentrum verlaufen.
											Sie hatten Angst 
und haben geweint.
											Eine ältere Person fand Sie
											und brachte Sie zurück 
zu Ihrer Familie.
											Wir konnten diese Erinnerung 
bei einem Viertel
											unserer Versuchspersonen 
erfolgreich einsetzen.
											Sie mögen jetzt denken,
											das war ja nicht besonders stressig.
											Sowohl wir als auch andere Forscher
konnten jedoch auch
											viele falsche Erinnerungen
											an sehr viel Ungewöhnlicheres 
und Extremeres einsetzen.
											Im Rahmen einer Studie in Tennessee
											pflanzten Forscher eine 
falsche Kindheitserinnerung ein,
											in der die Versuchsperson 
fast ertrank
											und durch einen Rettungsschwimmer 
geborgen werden musste.
											In einer Studie in Kanada
											konnten Forscher die 
falsche Erinnerung einsetzen,
											die Versuchspersonen hätten
in ihrer Kindheit
											etwas so Schlimmes wie den Angriff
											eines bissigen Tiers erlebt.
											Dies glückte bei etwa 
der Hälfte der Versuchspersonen.
											In einer Studie, die in 
Italien durchgeführt wurde,
											platzierten Forscher 
die falsche Erinnerung,
											die Versuchspersonen seien als Kind
											Zeuge einer dämonischen Besessenheit 
gewesen.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Quiero agregar que podría parecer
											como que estamos traumatizando a
los involucrados en el experimento
											en nombre de la ciencia,
											pero nuestros estudios han sido examinados cuidadosamente
											por juntas de ética investigativa
											que han tomado la decisión
											que la molestia temporal que algunos
											de estos sujetos podría experimentar en estos estudios
											es superada por la importancia del problema
											para comprender los procesos de la memoria
											y el abuso de la memoria que está ocurriendo
											en algunos lugares del mundo.
									","
											Şunu eklemek istiyorum:
											deneklerin bilim adı altında travma yaşamasına
											neden oluyormuşuz gibi görünebilir
											fakat araştırmalarımız
											araştırma etik kurulları tarafından
											bu araştırmalarda bazı deneklerin
											yaşayabileceği geçici rahatsızlığın
											hafızanın sürecini anlamak
											ve dünyada gerçekleşmeye devam eden
											hafızanın istismarını engellemek kadar
											önem arz etmediği
											gerekçesiyle onaylanmıştır
									","
											I do want to add that it might seem
											like we are traumatizing these experimental subjects
											in the name of science,
											but our studies have gone through thorough evaluation
											by research ethics boards
											that have made the decision
											that the temporary discomfort that some
											of these subjects might experience in these studies
											is outweighed by the importance of this problem
											for understanding memory processes
											and the abuse of memory that is going on
											in some places in the world.
									","
											Ich möchte anmerken, 
dass es so aussehen mag,
											als würden wir Versuchspersonen
											im Namen der Wissenschaft traumatisieren,
											aber unsere Studien wurden von
											Ethikkomissionen eingehend geprüft.
											Diese Komissionen entschieden,
											dass das temporäre Unbehagen, 
das einige Probanden
											empfinden könnten,
gerechtfertigt ist
											durch den Gewinn 
wichtiger Einsichten
											in die Erinnerungsprozesse,
											und den Missbrauch von Erinnerungen,
											der an einigen Orten der Welt stattfindet.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Bien, para mi sorpresa,
											cuando publiqué este trabajo y empecé a hablar
											en contra de esta forma particular de psicoterapia,
											tuve algunos problemas serios:
											hostilidades, principalmente con terapistas de la memoria reprimida,
											que se sintieron bajo ataque,
											y con los pacientes a quienes ellos habían influenciado.
											Tuve guardas armados en algunos discursos
											a los que fui invitada a dar.
											Hubo gente con campañas de recolección de cartas para que me despidieran.
											Pero probablemente lo peor
											fue que yo sospechaba que una mujer
											era inocente de los abusos
											de los que le acusaba su propia hija ya adulta.
											Ella acusaba a su madre de abuso sexual
											basada en un recuerdo reprimido.
											Y esta hija había permitido que su historia
											fuese filmada y presentada en sitios públicos.
											Yo sospechaba de esta historia,
											así que empecé a investigar,
											y eventualmente encontré información que me convenció
											que esta madre era inocente.
											Publiqué una exposición del caso,
											y poco tiempo después, la hija
											presentó una demanda.
											Aún cuando nunca mencioné su nombre,
											me demandó por difamación e invasión de la privacidad.
											Pasé cerca de cinco años
											lidiando con este enredo desagradable,
											pero finalmente, todo trerminó y
pude realmente
											regresar a mi trabajo.
											En el proceso, sin embargo, me volví parte
											de una tendencia perturbadora en EE.UU.,
											en la que los científicos estaban siendo demandados
											simplemente por hablar de temas de gran controversia pública.
									","
											Yalnız, fark ettim ki
											bu çalışmayı yayımladığımda ve psikoterapinin
											belirli türleri aleyhinde konuşmaya başladığımda
											benim için bazı büyük problemler meydana getirdi:
											Özellikle de tehdit altında olduğunu düşünen
											hafıza terapistleri ve onlardan etkilenen hastalar tarafından
											gösterilen düşmanlık.
											Davet edildiğim bazı konuşmalarda
											silahlı korumalar tuttum,
											insanlar beni işten attırmak için şikayet mektubu yazma kampanyaları başlatıyorlardı.
											Fakat muhtemelen en kötüsü de
											kızı tarafından cinsel istismarla
											suçlanan bir kadının
											masum olduğundan şüpheleniyordum.
											Kız annesini bastırılmış bir anıya dayanarak
											cinsel istismarla suçlamaktaydı.
											Ve kız bu hikayenin film haline getirilip
											halka açık alanlarda sunulmasına izin verdi.
											Bu hikayeden şüpheleniyordum
											ve araştırmaya başladım
											sonunda da bulduğum bilgi beni
											annenin masum olduğuna ikna etti.
											Bu olayla ilgili bir belge yayımladım,
											ve bir süre sonra annesini suçlayan kız için
											dava açıldı.
											Onun isminden hiç bahsetmememe rağmen,
											beni iftira ve mahremiyet ihlali ile mahkemeye verdi.
											Yaklaşık beş yıl boyunca
											bu tatsız davayla uğraştım,
											fakat sonunda dava sona erdi ve
											işime geri dönebildim.
											Ancak bu süreçte, bilim insanlarının
											toplum geneliyle uyuşmayan
											konuları dile getirdikleri için mahkemeye verildiği
											rahatsız edici bir akımın örneklerinden biri haline geldim.
									","
											Well, to my surprise,
											when I published this work and began to speak out
											against this particular brand of psychotherapy,
											it created some pretty bad problems for me:
											hostilities, primarily from the repressed memory therapists,
											who felt under attack,
											and by the patients whom they had influenced.
											I had sometimes armed guards at speeches
											that I was invited to give,
											people trying to drum up letter-writing campaigns to get me fired.
											But probably the worst
											was I suspected that a woman
											was innocent of abuse
											that was being claimed by her grown daughter.
											She accused her mother of sexual abuse
											based on a repressed memory.
											And this accusing daughter had actually allowed her story
											to be filmed and presented in public places.
											I was suspicious of this story,
											and so I started to investigate,
											and eventually found information that convinced me
											that this mother was innocent.
											I published an exposé on the case,
											and a little while later, the accusing daughter
											filed a lawsuit.
											Even though I'd never mentioned her name,
											she sued me for defamation and invasion of privacy.
											And I went through nearly five years
											of dealing with this messy, unpleasant litigation,
											but finally, finally, it was over and I could really
											get back to my work.
											In the process, however, I became part
											of a disturbing trend in America
											where scientists are being sued
											for simply speaking out on matters of great public controversy.
									","
											Zu meiner Überraschung führte
											die Veröffentlichung meiner Arbeit, 
in der ich mich
											auch gegen diese spezielle 
Art der Psychotherapie aussprach,
											zu ziemlich schwerwiegenden 
Problemen für mich:
											Anfeindungen,
											häuptsächlich von auf Verdrängungstheorie 
spezialisierten Therapeuten,
											die sich angegriffen fühlten,
											aber auch von den Patienten, 
die von ihnen therapiert wurden.
											Manchmal hatte ich während der Reden,
											die ich halten sollte, 
bewaffnete Bodyguards bei mir.
											Einige Personen versuchten mit Petitionen 
dafür zu sorgen, dass ich gefeuert werde.
											Das Schlimmste war jedoch wahrscheinlich,
											dass ich eine Frau für unschuldig hielt,
											der von der eigenen erwachsenen Tochter
											Missbrauch vorgeworfen wurde.
											Sie beschuldigte ihre Mutter,
sie sexuell missbraucht zu haben,
											auf Basis einer 
verdrängten Erinnerung.
											Die anklagende Tochter 
hatte sogar zugestimmt,
											dass ihre Geschichte gefilmt
und öffentlich präsentiert wurde.
											Diese Geschichte kam mir
verdächtig vor.
											Daher begann ich nachzuforschen
											und fand schließlich Informationen,
die mich überzeugten,
											dass diese Mutter unschuldig war.
											Ich veröffentlichte eine Denkschrift
zu dem Fall
											und wurde wenig später
von der anklagenden Tochter verklagt.
											Obwohl ich nicht einmal
ihren Namen erwähnt hatte,
											verklagte sie mich wegen Verleumdung
und Verletzung ihrer Privatsphäre.
											Ich verbrachte fast fünf Jahre
											mit diesem schmutzigen, 
unschönen Rechtsstreit,
											bis er letztlich, endlich, vorbei war,
											und ich mich wieder meiner 
Arbeit widmen konnte.
											Trotzdem wurde ich währenddessen Teil
											eines verstörenden Trends in den USA,
											wo Wissenschafter verklagt werden,
											nur weil sie große öffentliche 
Kontroversen thematisieren.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Cuando regresé a mi trabajo, hice la pregunta:
											si implanto falsos recuerdos en tu mente,
											¿habrá repercusiones?
											¿Afectará esto tus pensamientos después?
											¿Tu comportamiento?
											Nuestro primer estudio implantó un recuerdo falso;
											que de niño se había enfermado al comer ciertos alimentos:
											huevos cocidos, pepinillos encurtidos, helado de fresa.
											Encontramos que una vez que implantamos estos falsos recuerdos,
											las personas ya no querían comer estos alimentos
											en un picnic al aire libre.
											Estos falsos recueros no son necesariamente malos o desagradables.
											Si implantábamos un recuerdo agradable borroso
											que involucraba comida saludable, como espárragos,
											podíamos hacer que la gente quisiera comer más espárragos.
											Así que lo que estos estudios están mostrando
											es que puedes implantar falsos recuerdos
											y lograr repercusiones
											que afectarán el comportamiento mucho tiempo después que el recuerdo sea asimilado.
									","
											İşime geri döndüğümde, şu soruyu sordum:
											eğer zihninize sahte bir anı ekersem,
											herhangi bir yankı uyandırır mı?
											Gelecekteki düşüncelerinizi,
											davranışlarınızı etiler mi?
											İlk çalışmamızda ektiğimiz sahte anı şuydu:
											Çocukken haşlanmış katı yumurta, dereotlu hıyar turşusu ve çilekli dondurma
											yediğiniz zaman hastalanırdınız.
											Ve şu sonuca ulaştık, bu sahne anı hafızaya ekildiği zaman,
											insanlar bir piknikte kendilerine sunulduğunda
											bu yiyecekleri yemek istemediler.
											Sahte anılar kötü veya rahatsız edici olmak zorunda değiller.
											Eğer kuşkonmaz gibi sağlıklı bir yiyecekle ilgili
											olumlu bir anı ekseydik,
											insanların daha fazla kuşkonmaz yemek istemelerini sağlayabilirdik.
											Bu çalışmalar şunu gösteriyor ki
											insanların zihinlerine sahte anılar ekebilirsiniz
											ve bu anılar daha sonraki zamanlarda da
											davranışları etkiler.
									","
											When I got back to my work, I asked this question:
											if I plant a false memory in your mind,
											does it have repercussions?
											Does it affect your later thoughts,
											your later behaviors?
											Our first study planted a false memory
											that you got sick as a child eating certain foods:
											hard-boiled eggs, dill pickles, strawberry ice cream.
											And we found that once we planted this false memory,
											people didn't want to eat the foods as much
											at an outdoor picnic.
											The false memories aren't necessarily bad or unpleasant.
											If we planted a warm, fuzzy memory
											involving a healthy food like asparagus,
											we could get people to want to eat asparagus more.
											And so what these studies are showing
											is that you can plant false memories
											and they have repercussions
											that affect behavior long after the memories take hold.
									","
											Als ich wieder an die Arbeit ging,
stellte ich folgende Frage:
											Wenn ich jemandem eine falsche
Erinnerung einsetze,
											hat diese Auswirkungen?
											Beeinflusst sie nachfolgende Gedanken,
											späteres Verhalten?
											In unserer ersten Studie
platzierten wir die falsche Erinnerung,
											der Person sei als Kind von bestimmten
Nahrungsmitteln schlecht geworden —
											hart gekochten Eiern, Dillgurken, 
Erdbeereis.
											Wir erkannten, dass, sobald diese 
falsche Erinnerung platziert war,
											die Personen diese Lebensmittel
											bei einem Picknick 
nicht so gerne essen wollten.
											Die falschen Erinnerungen sind nicht 
unbedingt schlecht oder unschön.
											Indem wir eine warme, flaumige Erinnerung
											an gesunde Nahrungsmittel 
wie Spargel platzierten,
											konnten wir Personen dazu bringen,
mehr Spargel essen zu wollen.
											Diese Studien zeigen also,
											dass man falsche Erinnerungen
einsetzen kann
											und diese auch Auswirkungen haben,
											die das Verhalten noch 
lange Zeit beeinflussen.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
