en,tr,fr,es,pt,title,speaker,duration,tags
"
											Who thinks it's wrong because I was
splitting and cohitting that.
									","
											Ayırdığım ve sataştığım için
bunun yanlış olduğunu düşünen kim?
									","
											Qui pense que c'est mal
car je partageais et co-tirais cela.
									","
											¿Quién piensa que está mal 
porque estoy traicionando?
									","
											""Quem pensa que é errado
porque eu estava a partilhá-lo?
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Well if you do, that's OPP""
									","
											Eğer öyleysen, bu OPP''
									","
											Si c'est le cas, c'est de la CAP. »
									","
											Pues si lo haces, eso es OPP ""
									","
											""Bem, se fizerem isso, é OPP.""
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Actually, that's EPC
											Which is the abbreviation
for extra-pair copulation.
									","
											Aslında, bu EPC.
											Çok eşli cinsel münesebetin kısaltması.
									","
											En fait, c'est de la CHC,
											qui est l'abréviation
pour copulation hors couple.
									","
											En realidad, eso es CEP
											que es la abreviatura para 
la cópula extraconyugal.
									","
											Na realidade, é o CEP.
(Risos)
											Que é a abreviação 
de Copulação Extra-Par.
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									","
											(Risos) (Aplausos)
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Now, we define extra-pair copulation
as the mating outside of a pair bond.
											And just like we were
discovering via science,
											it can lead to babies
that don't belong to the male partner.
											Alright?
									","
											Artık, çok eşli cinsel münasebete
eş bağı dışında çiftleşme diyoruz.
											Ve bilim sayesinde keşfettiğimiz gibi,
											bebeklerin erkek eşe ait olmamasına
sebep olabilir.
											Tamam mı?
									","
											Nous définissons la copulation hors couple
											comme l'accouplement
en dehors d'une liaison de couple.
											Tout comme nous l'avons
découvert avec la science,
											cela peut mener à des bébés
non issus du partenaire mâle.
											D'accord ?
									","
											Definimos cópula extraconyugal
como apareamiento extraconyugal.
											y como descubrimos en la ciencia,
											puede llevar a bebés
que no pertenecen a la pareja masculina.
											¿Bien?
									","
											Definimos copulação extra-par
como acasalar fora do par na relação.
											E como estávamos a descobrir,
através da ciência,
											pode levar a crias 
que não sejam do parceiro macho.
											Certo?
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Now, I first learned
about EPCs years later,
											after all the science news broke
while I was in graduate school.
											And as we were taking a class,
											talking about current discoveries
and mating systems,
											this topic comes up.
											And as my professor's
going through the definition
											and recounting all
the dramatic turns of events
											that lead to these new revelations,
											I'm sitting in class and a familiar song
starts bopping in my head.
											I'm like, ""You down with OPP?
											Yeah, you know me!""
									","
											Ben EPC'ler hakkında ilk kez
yıllar sonra öğrendim,
											yüksek lisans yaparken
bütün bilimsel haberler çıktıktan sonra...
											Ve derslerimiz sırasında,
											güncel keşifler ve çiftleşme sistemleri
hakkında konuşurken
											bu konu açıldı.
											Ve ve profesörüm tanımlamayla uğraşırken
											ve bu yeni açılımlara sebep olan olayların
											dramatik değişimini naklederken
											sınıfta oturuyorum ve tanıdık bir şarkı
kafama dank etmeye başlıyor.
											Ben şöyleyim,
''OPP'ye hasta mısın?
											Evet, beni bilirsin!''
									","
											J'ai pris connaissance des CHC
des années plus tard,
											après que la nouvelle scientifique
s'est répandue quand j'étais étudiante.
											Alors que nous suivions un cours
											parlant des découvertes actuelles
et des systèmes de reproduction,
											le sujet fu abordé.
											Alors que mon professeur
nous donne la définition
											et raconte tous les retournements
de situation dramatiques
											ayant mené à ces nouvelles révélations,
											je suis assise en classe et une chanson
familière me vient en tête :
											« Ça te dit de la CAP ?
											Oui, tu me connais ! »
									","
											Descubrí el concepto de CEP
años más tarde,
											tras la divulgación de la noticia,

											durante mi posgrado.
											Y cuando estábamos tomando una clase,
											hablando de hallazgos actuales
y sistemas de apareamiento,
											este tema surgió.
											Y mientras mi profesor daba la definición
											y recordaba todos los giros drásticos
											que llevaron a estas nuevas revelaciones,
											estaba en la clase y una canción familiar
empezó a sonar en mi cabeza.
											Y fue así: ¿Te gusta OPP?
											¡Sí, claro!
									","
											Fiquei a saber do CEP
alguns anos mais tarde,
											após a notícia sair
e eu estar a tirar a licenciatura.
											Enquanto estávamos numa aula,
											a falar sobre descobertas recentes
e sistemas de acasalamento,
											este tema surgiu.
											E enquanto o meu professor
falava sobre a definição
											e a recontar todos
os imprevistos dramáticos
											que levaram a estas novas revelações,
											estava sentada na sala de aula
e veio-me à mente uma canção familiar.
											Comecei: ""Conhecem o OPP?
											""Sim, sabes como sou!""
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									","
											(Risos)
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											I mean, that's exactly
what that song was about:
											EPCs.
											And what I recognized
											is that this gives us an opportunity
to revisit this song.
											Let's switch the lyrics up.
											So say EPC.
									","
											Yani, bu şarkı tam anlamıyla
onlarla ilgili:
											EPC'ler.
											Ve şunu fark ettim ki,
											bu durum bize şarkıyı 
tekrar ele alma fırsatı veriyor.
											Hadi sözleri değiştirelim.
											O zaman EPC deyin.
									","
											C'est exactement de cela
que la chanson parle :
											des CHC.
											Et j'ai reconnu là
											que cela nous offrait une opportunité
de revisiter cette chanson.
											Changeons les paroles.
											Dites CHC.
									","
											Quiero decir, eso es exactamente
de lo que se trataba esa canción:
											CEP.
											Y lo que supe
											es que esto nos da una oportunidad.
para volver a escuchar esta canción.
											Vamos a cambiar la letra.
											Digan CEP.
									","
											É exatamente
sobre isso que esta canção é:
											CEP.
											E o que eu reconheci
											foi que isto nos deu a oportunidade
de revisitar esta canção.
											Vamos trocar a letra:
											""Digam CEP.
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Audience: EPC.
									","
											Seyirci: EPC.
									","
											Public : CHC.
									","
											Público: CEP.
									","
											Público: ""CEP.
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											DNL: Say it, EPC!
									","
											DNL: Söyleyin, EPC!
									","
											DNL : Dites-le, CHC !
									","
											DNL: ¡Digan, CEP!
									","
											DNL: ""Digam CEP!
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Audience: EPC!
									","
											Seyirci: EPC!
									","
											Public : CHC !
									","
											Público: ¡CEP!
									","
											Público: ""CEP!
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											""I like to say it with pride
									","
											''Şimdi gururla söylüyorum,
									","
											« J'aime le dire avec fierté
									","
											Me gusta decirlo con orgullo
									","
											""Gosto de dizer com orgulho
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											now, when you do it, do it well,
and make sure that it counts.
											You're not down with a discount.""
									","
											yaparsan, düzgün yap, 
ve bunun sayıldığından emin ol.
											İndirime hasta değilsin.''
									","
											quand tu le fais, fais-le bien
et assure-toi que ça compte.
											Tu n'as pas le droit à une réduction. »
									","
											Pero, cuando lo hagan,
háganlo bien y que merezca la pena.
											No salgan malparados.
									","
											""quando o fizerem, façam-no bem,
e tenham a certeza disso.
											""não se fiquem pela metade.
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											You down with EPC?
									","
											EPC'ye hasta mısın?
									","
											Ça te dit de la CAP ?
									","
											DNL: ¿Están con CEP?
									","
											""Conhecem o CEP?
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Audience: Yeah, you know me!
									","
											Seyirci: Evet, beni bilirsin!
									","
											Public : Oui, tu me connais !
									","
											Público: ¡Sí, claro!
									","
											Público: ""Sim, sabes como sou!""
											""Conhecem o CEP?
											Público: ""Sim, sabes como sou!""
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Now, I had always been
playing songs in my head
											while I was in science class,
											kind of tapping into this index
of pop culture and hip-hop songs.
											But when I would share my analogies
with my science professors,
											all of whom were older white men,
											I often got blank and confused
stares as responses.
									","
											Derslerde hep kafamda

											şarkılar dönerdi,
											pop kültürüne ve hip-hop şarkılarına
kılavuz olmak gibi.
											Ama bulduğum benzerlikleri
çoğu ''beyaz adam'' olan
											profesörlerimle paylaştığımda
											cevap olarak çoğu zaman
boş ve karmaşık bakışlar aldım.
									","
											J'ai toujours eu des chansons en tête
											quand j'étais en cours de science,
											puisant dans ce répertoire
											de culture populaire
et de chansons de hip-hop.
											Mais quand je partageais mes analogies
avec mes professeurs de science,
											qui étaient tous des hommes blancs âgés,
											je recevais souvent des regards
vides et confus en réponse.
									","
											Ahora, siempre traía 
canciones en mi cabeza
											mientras estaba en la clase de ciencias,
											entrando a este índice
de cultura pop y canciones hip-hop.
											Pero cuando compartía mis analogías.
con mis profesores de ciencias,
											los cuales eran hombres blancos mayores,
											casi siempre obtenía miradas en blanco
y confundidas como respuesta.
									","
											Tinha sempre esta música na cabeça
											enquanto estava nas aulas de ciências,
											a recorrer a este recurso de cultura ""Pop""
e de músicas de ""hip-hop"".
											Mas quando partilhava as minhas analogias
com os meus professores de ciências,
											que eram todos
homens brancos mais velhos,
											Tinha muitas vezes como resposta,
olhares confusos e vazios.
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									","
											(Risos)
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											But when I would share this
with people from communities like mine,
											or other colleagues —
so, diverse communities —
											this hip-hop science remix was a hit.
											That's because I was either talking
to people who looked and sounded like me,
											or at the very least, you know,
listened to some of the same songs.
											We were sharing a common cultural lexicon.
											And with that lexicon, I was able
to bring new science terms to them,
											and together, we were sharing a new
comprehension of science for the culture.
									","
											Ama bunu benimki gibi topluluklarla
											veya diğer meslektaşlarımla
yani kapsamlı topluluklarla paylaşınca
											bu hip-hop bilim düzenlemesi bir hit oldu.
											Bunun sebebi, kendim gibi gözüken
ve duyulan insanlarla ya konuşmuş olmam
											ya da bilirsiniz, en azından aynı 
şarkıları dinlemiş olmamdı.
											Ortak kültürel kelime dağarcığını
paylaşıyorduk.
											Ve o kelime dağarcığıyla, onlara 
yeni bilimsel ifadeler getirebildim
											ve birlikte bilimin kültür için 
yeni bir anlayışını paylaşıyorduk.
									","
											Mais quand je partageais cela
											avec des gens de communautés
similaires à la mienne
											ou d'autres collègues —
des communautés diversifiées —
											ce remix scientifique de hip-hop
était toujours un carton.
											Car je parlais à des gens qui
me ressemblaient et parlaient comme moi
											ou, tout du moins, qui écoutaient
certaines des mêmes chansons.
											Nous partagions un lexique
culturel commun.
											Avec ce lexique, j'ai pu leur apporter
de nouveaux termes scientifiques
											et ensemble, nous partagions
une nouvelle compréhension
											de la science pour la culture.
									","
											Pero cuando compartía esto
con gente de comunidades como la mía,
											o con otros colegas 
de comunidades diversas
											Este remix entre ciencia y 
hip-hop fue un éxito.
											Eso es porque yo estaba hablando
a la gente que se veía y sonaba como yo,
											o al menos, ya sabes, escuchaba 
algunas de las mismas canciones.
											Estábamos compartiendo un 
léxico cultural común.
											Y con ese léxico pude
traerles nuevos términos científicos,
											y juntos, estábamos compartiendo una nueva
comprensión de la ciencia para la cultura.
									","
											Mas quando partilhava com pessoas
de comunidades como a minha,
											ou outros colegas
de outras comunidades,
											esta mistura de ciência
e ""hip-hop"" era um sucesso.
											Isto porque estava a falar com pessoas
que se pareciam e soavam como eu,
											ou, pelo menos, ouviam
algumas das mesmas músicas.
											Estávamos a partilhar um léxico
cultural comum.
											E com esse léxico,
											fui capaz de os introduzir
a novos termos científicos,
											e juntos, partilhámos uma nova
compreensão da ciência para a cultura.
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Now, hip-hop song references
											are a really good tool for teaching
content to students from hip-hop culture
											or urban communities.
											And I use it intentionally
to connect to those students,
											tapping into vocabulary
that they already know
											and systems that they already comprehend.
											And what it does in that process
is it ratifies them, us, our culture
											as knowledge purveyors.
											I use hip-hop to frame
and communicate science
											because I'm intentionally communicating
science to broader audiences
											that public science outreach
has traditionally overlooked.
											And in the process,
											I am affirming the genius
											that thrives in the young minds of people
from every hood everywhere.
											So let me ask you one last time,
											you down with EPC?
									","
											Hip—hop şarkı referansları, 
hip-hop kültüründen
											veya kentsel topluluklardan gelen
öğrencilere içerik öğretmek için
											gerçekten iyi bir araç.
											Ve ben bunu öğrencilerimde,
zaten bildikleri kelime bilgisine
											ve zaten kavradıkları sistemlere 
kılavuz olması için
											kasten kullanıyorum.
											Ve bu süreçte yaptığı şey; 
onları, bizi ya da kültürümüzü
											bilgi tedarikçisi olarak onaylamak.
											Hip-hop'ı bilimi şekillendirmek
ve iletişime geçmek için kullanıyorum
											çünkü toplumsal bilimin ileri gitmesi
bilindiği üzere göz ardı edildiği için
											kasıtlı olarak daha geniş kitlelerle 
bilimsel iletişime geçiyorum.
											Ve bu süreçte,
											insanların genç zihniyetlerindeki dâhinin
											her zaman, her yerde iyiye gittiğini
iddia ediyorum.
											O zaman son bir kez sorayım,
											EPC'ye hasta mısın?
									","
											Les références de hip-hop
											sont un très bon outil
pour enseigner du contenu
											à des élèves issus
de la culture du hip-hop
											ou de communautés urbaines.
											Je les utilise intentionnellement
pour créer un lien avec ces élèves,
											puisant dans le vocabulaire
qu'ils connaissent déjà
											et les systèmes qu'ils saisissent déjà.
											Durant ce processus, cela les entérine,
eux, nous, notre culture,
											en tant que pourvoyeurs de connaissances.
											J'utilise le hip-hop pour formuler
et communiquer la science
											car je communique intentionnellement
la science à des publics plus larges
											que la vulgarisation
publique de la science
											a traditionnellement négligés.
											Au cours du processus,
											j'affirme le génie
											qui prospère dans les jeunes esprits
des gens partout, sous chaque capuche.
											Laissez-moi vous demander
une dernière fois :
											ça te dit de la CAP ?
									","
											Las referencias de canciones hip-hop
											son una buena herramienta para enseñar
temas a estudiantes de la cultura hip-hop.
											O de comunidades urbanas
											Y lo uso intencionalmente
para conectar con esos estudiantes,
											aprovechando el vocabulario que ya saben
											y sistemas que ya comprenden.
											Este proceso los ratifica a ellos, 
a nosotros y a nuestra cultura
											como proveedores de conocimiento.
											Yo uso el hip-hop para enmarcar
y comunicar la ciencia
											porque estoy comunicando intencionalmente
la ciencia a un público más amplio
											ese alcance público de la ciencia
tradicionalmente descuidado.
											Y en el proceso,
											estoy afirmando el espíritu
											que prospera en la mente de los jóvenes
de todos los barrios por todas partes.
											Así que déjame preguntarte una última vez,
											¿están con CEP?
									","
											As referências ao ""hip-hop""
											são uma boa ferramenta de ensino
para alunos da cultura do ""hip-hop""
											ou de comunidades urbanas.
											E eu uso-o intencionalmente
para chegar a esses alunos,
											recorrendo a um vocabulário
que eles já conhecem
											e sistemas que já compreendem.
											E o que isso faz, neste processo, é
validá-los a eles, a nós, à nossa cultura,
											como transmissores de conhecimento.
											Eu uso o ""hip-hop"" para estruturar
e comunicar ciência
											porque estou intencionalmente a transmitir
ciência para uma audiência abrangente,
											esse alcance público da ciência
que tem sido tradicionalmente descurado.
											E no processo,
											estou a afirmar o génio
											que floresce nas jovens mentes
de todos os bairros, em toda a parte.
											Deixem-me perguntar-vos
uma última vez:
											""Conhecem o CEP?
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Audience: Yeah, you know me!
									","
											Seyirci: Evet, beni bilirsin!
									","
											Public : Oui, tu me connais !
									","
											Público: ¡Sí, claro!
									","
											Público: ""Sim, sabes como sou!
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											DNL: You down with EPC?
									","
											DNL: EPC'ye hasta mısın?
									","
											DNL : Ça te dit de la CAP ?
									","
											DNL: ¿Están con CEP?
									","
											DNL: ""Conhecem o CEP?
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Audience: Yeah, you know me!
									","
											Seyirci: Evet, beni bilirsin!
									","
											Public : Oui, tu me connais !
									","
											Público: ¡Sí, claro!
									","
											Público: ""Sim, sabes como sou!
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											DNL: You down with EPC?
									","
											DNL: EPC'ye hasta mısın?
									","
											DNL : Ça te dit de la CAP ?
									","
											DNL: ¿Están con CEP?
									","
											DNL: ""Conhecem o CEP?
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Audience: Yeah, you know me!
									","
											Seyirci: Evet, beni bilirsin!
									","
											Public : Oui, tu me connais !
									","
											Público: ¡Sí, claro!
									","
											Público: ""Sim, sabes como sou!
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											DNL: Who's down with EPC?
									","
											DNL: Kim EPC'ye hasta?
									","
											DNL : Qui pour de la CAP ?
									","
											DNL: ¿Quién está con CEP?
									","
											DNL: ""Quem conhece o CEP?
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Audience: All the homies!
									","
											Seyirci: Bütün kankalar!
									","
											Public : Tous les potes !
									","
											Público: ¡Todos!
									","
											Público: ""Todos os manos!""
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Merci.
									","
											Gracias.
									","
											Obrigada.
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
											(Applause and cheers)
									","
											(Alkış ve tezahüratlar)
									","
											(Applaudissements et acclamations)
									","
											(Aplausos y aclamaciones)
									","
											(Aplausos e Vivas)
									",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
"
","
","
","
","
",How hip-hop helps us understand science,Danielle N. Lee,8:16,"education,TED Fellows,science,biology,life,race,sex"
